iteration,score,cut_edges,dem_share_d1,dem_share_d2,dem_share_d3,dem_share_d4,dem_share_d5,dem_share_d6,dem_share_d7,dem_share_d8,dem_share_d9,dem_share_d10,dem_share_d11,dem_share_d12,dem_share_d13,dem_share_d14
0,13920.619869087,838,0.43691157837335,0.40287000291499,0.493965083176792,0.318582920413532,0.526209872887685,0.424774357877043,0.604995727858784,0.423171988366825,0.730556747885368,0.466386771601496,0.464004995115422,0.570304395131702,0.483038757510805,0.437763171786266
1,13829.4188279931,839,0.43691157837335,0.40287000291499,0.493965083176792,0.318582920413532,0.526209872887685,0.424774357877043,0.604995727858784,0.423171988366825,0.730556747885368,0.466386771601496,0.464004995115422,0.560500636176341,0.487802660165351,0.437763171786266
2,13753.6165863254,806,0.43691157837335,0.40287000291499,0.493965083176792,0.318582920413532,0.526209872887685,0.424774357877043,0.692390491005356,0.423171988366825,0.636603837426854,0.466386771601496,0.464004995115422,0.560500636176341,0.487802660165351,0.437763171786266
3,13685.9075637889,789,0.43691157837335,0.40287000291499,0.493965083176792,0.318582920413532,0.526209872887685,0.424774357877043,0.692390491005356,0.419496973957173,0.636603837426854,0.466386771601496,0.464004995115422,0.560500636176341,0.487802660165351,0.440684665607905
4,12893.2489648561,822,0.43691157837335,0.40287000291499,0.493965083176792,0.486601314421013,0.526209872887685,0.424774357877043,0.692390491005356,0.419496973957173,0.636603837426854,0.310209812288322,0.464004995115422,0.560500636176341,0.487802660165351,0.440684665607905
5,12819.4464696323,839,0.43691157837335,0.40287000291499,0.493965083176792,0.486601314421013,0.526209872887685,0.424774357877043,0.692390491005356,0.452789912160696,0.636603837426854,0.310209812288322,0.464004995115422,0.560500636176341,0.487802660165351,0.407015375294974
6,13158.3744469495,876,0.43691157837335,0.40287000291499,0.493965083176792,0.486601314421013,0.494842941681007,0.424774357877043,0.692390491005356,0.452789912160696,0.636603837426854,0.310209812288322,0.464004995115422,0.560500636176341,0.516639578331566,0.407015375294974
7,13144.6186017892,886,0.43691157837335,0.40287000291499,0.495455819569624,0.485998513379584,0.494842941681007,0.424774357877043,0.692390491005356,0.452789912160696,0.636603837426854,0.310209812288322,0.464004995115422,0.560500636176341,0.516639578331566,0.407015375294974
8,13115.8400858967,895,0.43691157837335,0.40287000291499,0.495455819569624,0.485998513379584,0.494842941681007,0.424774357877043,0.692390491005356,0.452789912160696,0.636603837426854,0.310209812288322,0.465863918455496,0.560500636176341,0.516639578331566,0.405144560225852
9,13109.9409413872,902,0.43691157837335,0.40287000291499,0.495455819569624,0.485998513379584,0.494842941681007,0.307174299694101,0.692390491005356,0.452789912160696,0.636603837426854,0.427244138044068,0.465863918455496,0.560500636176341,0.516639578331566,0.405144560225852
10,12773.0761833263,881,0.43691157837335,0.40287000291499,0.495455819569624,0.485998513379584,0.48593734313074,0.307174299694101,0.692390491005356,0.452789912160696,0.636603837426854,0.427244138044068,0.465863918455496,0.560500636176341,0.529505836334118,0.405144560225852
11,12842.3295550606,879,0.43691157837335,0.40287000291499,0.495455819569624,0.457224205851755,0.48593734313074,0.307174299694101,0.692390491005356,0.452789912160696,0.636603837426854,0.427244138044068,0.494120934249463,0.560500636176341,0.529505836334118,0.405144560225852
12,12272.7933698398,868,0.43691157837335,0.40287000291499,0.495455819569624,0.457224205851755,0.48593734313074,0.307174299694101,0.692390491005356,0.452789912160696,0.636603837426854,0.427244138044068,0.518195867924679,0.534501690262563,0.529505836334118,0.405144560225852
13,12264.4638252666,860,0.43691157837335,0.400962380296315,0.495455819569624,0.457224205851755,0.48593734313074,0.307174299694101,0.692390491005356,0.452789912160696,0.636603837426854,0.427244138044068,0.518195867924679,0.534501690262563,0.529505836334118,0.407285288898096
14,12264.4638252666,860,0.43691157837335,0.400962380296315,0.495455819569624,0.457224205851755,0.48593734313074,0.307174299694101,0.692390491005356,0.452789912160696,0.636603837426854,0.427244138044068,0.518195867924679,0.534501690262563,0.529505836334118,0.407285288898096
15,10208.2931577847,889,0.43691157837335,0.400962380296315,0.495455819569624,0.457224205851755,0.543162821501515,0.307174299694101,0.643358569883477,0.452789912160696,0.636603837426854,0.427244138044068,0.518195867924679,0.534501690262563,0.529505836334118,0.407285288898096
16,9998.16152892853,887,0.43691157837335,0.400962380296315,0.495455819569624,0.457224205851755,0.543162821501515,0.306009414373362,0.643358569883477,0.452789912160696,0.636603837426854,0.427244138044068,0.518195867924679,0.541867717480656,0.529505836334118,0.407285288898096
17,10003.4640473257,896,0.43691157837335,0.400962380296315,0.495455819569624,0.457224205851755,0.634903817986525,0.306009414373362,0.643358569883477,0.452789912160696,0.543109744378243,0.427244138044068,0.518195867924679,0.541867717480656,0.529505836334118,0.407285288898096
18,10005.7548349645,893,0.43691157837335,0.400962380296315,0.495455819569624,0.457224205851755,0.652623001188934,0.306009414373362,0.627141249336069,0.452789912160696,0.543109744378243,0.427244138044068,0.518195867924679,0.541867717480656,0.529505836334118,0.407285288898096
19,10656.8438159,861,0.43691157837335,0.400962380296315,0.311516092275065,0.457224205851755,0.652623001188934,0.479554187713389,0.627141249336069,0.452789912160696,0.543109744378243,0.427244138044068,0.518195867924679,0.541867717480656,0.529505836334118,0.407285288898096
20,10853.0494939658,870,0.43691157837335,0.400962380296315,0.471775322895263,0.457224205851755,0.652623001188934,0.31467822027628,0.627141249336069,0.452789912160696,0.543109744378243,0.427244138044068,0.518195867924679,0.541867717480656,0.529505836334118,0.407285288898096
21,10923.8813052983,870,0.467718912454308,0.400962380296315,0.439944022391044,0.457224205851755,0.652623001188934,0.31467822027628,0.627141249336069,0.452789912160696,0.543109744378243,0.427244138044068,0.518195867924679,0.541867717480656,0.529505836334118,0.407285288898096
22,10949.6927424434,871,0.467718912454308,0.400962380296315,0.439944022391044,0.384206546054545,0.652623001188934,0.31467822027628,0.627141249336069,0.452789912160696,0.616797217086698,0.427244138044068,0.518195867924679,0.541867717480656,0.529505836334118,0.407285288898096
23,10949.6927424434,871,0.467718912454308,0.400962380296315,0.439944022391044,0.384206546054545,0.652623001188934,0.31467822027628,0.627141249336069,0.452789912160696,0.616797217086698,0.427244138044068,0.518195867924679,0.541867717480656,0.529505836334118,0.407285288898096
24,10927.731018655,847,0.467718912454308,0.400962380296315,0.439944022391044,0.384206546054545,0.652623001188934,0.31467822027628,0.614417820944564,0.452789912160696,0.63004496319643,0.427244138044068,0.518195867924679,0.541867717480656,0.529505836334118,0.407285288898096
25,10988.3570664523,808,0.467718912454308,0.400962380296315,0.439944022391044,0.384206546054545,0.566409931936655,0.31467822027628,0.692711870892445,0.452789912160696,0.63004496319643,0.427244138044068,0.518195867924679,0.541867717480656,0.529505836334118,0.407285288898096
26,10813.6635025746,815,0.312016845081207,0.400962380296315,0.439944022391044,0.384206546054545,0.566409931936655,0.475844524167959,0.692711870892445,0.452789912160696,0.63004496319643,0.427244138044068,0.518195867924679,0.541867717480656,0.529505836334118,0.407285288898096
27,10900.9506393225,814,0.312016845081207,0.400962380296315,0.439944022391044,0.384206546054545,0.416331379374432,0.475844524167959,0.692711870892445,0.452789912160696,0.63004496319643,0.427244138044068,0.518195867924679,0.541867717480656,0.529505836334118,0.556071828650225
28,10911.9183204746,828,0.312016845081207,0.400962380296315,0.439944022391044,0.384206546054545,0.416331379374432,0.475844524167959,0.6877370148358,0.452789912160696,0.634449522390784,0.427244138044068,0.518195867924679,0.541867717480656,0.529505836334118,0.556071828650225
29,10913.8901820476,826,0.312016845081207,0.400962380296315,0.439944022391044,0.414270516527115,0.386277938612669,0.475844524167959,0.6877370148358,0.452789912160696,0.634449522390784,0.427244138044068,0.518195867924679,0.541867717480656,0.529505836334118,0.556071828650225
30,10913.4602363751,817,0.313752781892208,0.400962380296315,0.439944022391044,0.414270516527115,0.386277938612669,0.475844524167959,0.6877370148358,0.452789912160696,0.634449522390784,0.424181267076719,0.518195867924679,0.541867717480656,0.529505836334118,0.556071828650225
31,10914.2927557193,815,0.313752781892208,0.409487794070255,0.439944022391044,0.405306747085565,0.386277938612669,0.475844524167959,0.6877370148358,0.452789912160696,0.634449522390784,0.424181267076719,0.518195867924679,0.541867717480656,0.529505836334118,0.556071828650225
32,10621.7596643066,782,0.313752781892208,0.409487794070255,0.439944022391044,0.405306747085565,0.386277938612669,0.475844524167959,0.6877370148358,0.452789912160696,0.634449522390784,0.540022350686448,0.518195867924679,0.541867717480656,0.410110859870611,0.556071828650225
33,10795.4833209723,833,0.313752781892208,0.440701841560627,0.439944022391044,0.405306747085565,0.386277938612669,0.475844524167959,0.6877370148358,0.422265653715801,0.634449522390784,0.540022350686448,0.518195867924679,0.541867717480656,0.410110859870611,0.556071828650225
