"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000"
"37081000OR1",3,4,12,11,12,12,10,3,4,8,5,6,9,9,12,12,12,12,12,12,12
"3707700CRDM",13,13,13,8,13,13,13,1,1,12,8,12,8,8,4,9,9,13,13,13,9
"3707700CRDL",13,13,13,8,13,13,13,1,1,12,8,12,8,8,4,9,9,13,13,13,9
"3705100CC08",6,1,7,12,11,4,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"3708500PR32",7,7,7,6,7,7,5,5,5,5,4,4,4,2,1,1,4,2,2,11,11
"3705100CC07",6,1,7,12,11,4,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"3708500PR31",7,7,7,6,7,7,5,5,5,5,4,4,4,2,1,1,4,2,2,11,11
"37119000221",5,11,5,3,5,9,4,10,10,7,7,7,7,7,5,5,10,7,10,10,10
"37119000220",5,11,5,3,5,9,9,10,10,7,7,7,7,7,5,5,10,7,10,10,10
"37083000HPR",4,8,1,7,1,1,6,6,6,3,3,3,2,3,3,3,3,3,3,3,3
"371050000B2",6,7,7,12,7,7,8,5,5,5,6,4,4,2,9,2,2,2,2,11,11
"371050000B1",6,7,7,12,7,7,8,8,5,5,6,4,4,2,9,2,2,2,2,11,11
"37025004-13",10,11,2,5,5,10,11,11,9,11,6,5,5,13,7,7,7,10,5,2,7
"370810000GR",11,12,2,11,12,12,13,9,8,2,2,9,9,9,12,12,12,12,12,12,12
"370130SURBA",4,8,6,7,1,1,2,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"37025004-12",10,12,2,5,5,10,4,11,9,11,6,5,5,13,7,7,7,10,5,2,7
"37119000229",5,10,10,5,5,9,4,13,13,7,7,7,7,7,5,5,5,5,7,6,6
"3705100CC34",6,1,7,12,11,4,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"37025004-11",11,12,2,11,9,5,4,11,4,11,6,5,5,13,7,7,7,10,5,2,7
"37119000228",5,10,10,3,5,9,4,13,13,7,7,7,7,7,5,5,10,7,10,10,10
"3705100CC33",6,1,7,12,11,4,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"37119000227",5,10,5,3,5,9,4,13,13,7,7,7,7,7,5,5,10,7,10,10,10
"3705100CC32",6,1,7,12,11,4,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"37119000226",5,10,5,3,5,9,4,13,13,7,7,7,7,7,5,5,10,7,10,10,10
"37119000225",5,10,10,3,5,9,4,13,13,7,7,7,7,7,5,5,10,7,10,10,10
"37119000224",10,11,10,5,4,10,9,10,13,10,10,13,13,5,11,10,5,5,7,6,6
"3708500PR25",7,7,7,6,7,8,12,5,5,5,4,4,4,2,9,2,2,2,2,11,9
"3708500PR24",7,7,7,6,7,8,5,5,5,5,4,4,4,2,4,9,9,13,13,13,9
"37119000222",10,11,10,5,4,10,9,10,10,10,10,13,13,5,11,10,5,5,7,6,6
"3708500PR23",7,7,7,6,7,7,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"371290000WB",2,6,6,13,8,2,2,2,2,1,1,1,3,4,13,13,13,9,9,9,13
"3708500PR20",7,7,7,6,7,8,12,5,5,5,4,4,4,2,1,1,4,2,2,11,11
"3714701505B",4,8,11,7,1,1,6,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"370890000SM",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"3714100SP15",2,6,6,13,8,2,2,2,2,1,1,1,3,4,13,13,13,9,9,9,13
"3714701505A",4,8,11,7,1,1,6,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"371870000P2",4,8,1,7,1,1,6,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"3708500PR29",7,7,7,6,7,8,12,5,5,5,4,4,4,2,4,9,9,13,13,13,9
"371870000P1",4,8,1,7,1,1,6,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"3708500PR28",7,7,7,6,7,7,5,5,5,5,4,4,4,2,1,1,4,2,2,11,11
"3703900GCRK",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"3708500PR26",7,7,7,6,8,8,12,5,5,5,4,4,4,2,9,2,2,2,2,11,9
"370890000SW",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"37115REVERE",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"371510000PR",11,12,2,11,9,6,10,9,8,2,2,9,9,9,12,12,12,12,12,12,12
"37119000210",10,11,10,5,4,10,9,10,10,10,10,13,13,5,11,10,5,5,7,6,6
"3705100CC27",6,1,7,12,11,4,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"371050000A2",6,7,7,6,7,7,8,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"3705100CC26",6,1,7,12,11,4,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"371050000A1",6,1,7,12,11,4,5,5,5,5,6,4,4,2,9,2,2,2,2,11,11
"37025004-03",11,12,2,5,5,10,4,11,9,11,6,5,5,13,7,7,7,10,5,2,7
"3705100CC25",6,1,7,12,11,4,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"3705100CC24",6,1,7,12,11,4,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"37025004-01",11,12,2,5,5,10,11,11,9,11,6,5,5,13,7,7,7,10,5,2,7
"37119000218",5,10,5,3,5,9,4,13,13,7,7,7,7,7,5,5,10,7,10,10,10
"371870000P3",4,8,1,7,1,1,2,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"37119000217",5,10,5,3,4,9,9,13,13,7,7,7,7,7,5,5,10,7,10,10,10
"37119000216",5,11,5,3,5,9,9,10,13,7,7,7,7,7,5,5,10,7,10,10,10
"3705100CC21",6,1,7,12,11,4,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"37119000215",5,10,5,3,5,9,4,13,13,7,7,7,7,7,5,5,10,7,10,10,10
"37119000214",10,11,10,5,4,10,9,10,10,10,10,13,13,5,11,10,5,5,7,6,6
"37119000213",10,11,10,5,4,10,9,10,10,10,10,13,13,5,11,10,5,5,7,6,6
"37045KINGST",9,5,3,2,3,11,7,4,11,13,13,10,10,10,10,8,8,11,11,7,2
"37119000212",10,11,10,5,4,10,9,10,10,10,10,13,13,5,11,10,5,5,7,6,6
"37119000211",10,11,10,5,4,10,9,10,10,10,10,13,13,5,11,10,5,5,7,6,6
"37025004-09",10,12,2,11,9,10,11,11,4,11,6,5,5,13,7,7,7,10,5,2,7
"370890000RR",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"37025004-08",10,11,2,11,5,10,11,11,9,11,6,5,5,13,7,7,7,10,5,2,7
"3705100CC29",6,1,7,12,11,4,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"37065001001",7,8,1,7,13,1,6,6,6,12,12,3,2,3,3,3,3,3,3,3,3
"37119000219",5,11,5,3,5,9,9,10,10,7,7,13,13,7,5,5,10,7,10,10,10
"3710900BS26",9,5,3,2,3,11,7,11,11,13,13,10,11,11,8,11,11,11,11,6,6
"3705100CC31",6,1,7,12,11,4,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"370210058.1",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"37173000BC2",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"370890000SB",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"37173000BC1",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"370890000SE",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"3704300BRAS",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"371510000SE",11,12,2,9,9,6,10,9,8,11,6,5,5,13,7,7,7,10,5,2,7
"370210006.1",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"37055000WAN",4,8,1,7,1,1,2,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"37095000OCK",4,8,1,7,1,1,2,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"3700300000M",9,5,4,11,9,11,11,4,4,13,13,10,11,11,8,11,11,11,11,7,2
"371810000CC",4,13,13,1,13,13,13,1,1,12,3,3,8,8,4,9,9,13,13,13,9
"371510000SO",11,12,2,9,9,6,10,9,8,11,6,5,5,13,7,7,7,10,5,2,7
"3700300000W",9,5,3,2,3,11,7,4,11,13,13,10,11,11,8,11,11,11,11,7,2
"3703900HOTH",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"3704500KM-S",9,5,3,2,3,11,7,4,11,13,13,10,11,11,8,11,11,11,11,7,2
"3704500KM-N",9,5,3,2,3,11,7,4,11,13,13,10,11,11,8,11,11,11,11,7,2
"3705100G11B",6,7,7,12,11,4,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"371510000RN",11,12,2,11,9,6,10,9,8,2,6,5,5,13,7,7,7,10,5,2,7
"371510000RM",11,12,2,9,9,6,10,9,8,11,6,4,4,2,12,12,12,12,12,12,12
"37107000PH2",7,7,11,13,13,1,2,6,6,6,12,8,2,3,3,3,3,3,3,3,3
"37107000PH1",7,7,11,13,1,1,2,6,6,6,12,8,2,3,3,3,3,3,3,3,3
"3701900010B",2,6,6,13,8,2,12,2,2,1,1,1,3,4,13,13,13,9,9,9,13
"37183012-02",7,7,7,6,7,7,5,8,5,5,4,2,1,1,1,1,4,4,4,4,4
"37183012-01",7,7,7,6,7,7,1,8,5,6,9,2,1,1,1,1,4,4,4,4,4
"371110MAR-5",9,9,9,4,10,3,3,7,7,13,11,11,10,10,10,8,8,8,8,8,8
"371110MAR-4",9,9,9,2,10,3,3,7,7,13,11,11,10,10,10,8,8,8,8,8,8
"371110MAR-3",9,9,9,2,10,3,3,7,7,13,11,11,10,10,10,8,8,8,8,8,8
"371110MAR-2",9,9,9,4,10,3,3,7,7,13,11,11,10,10,10,8,8,8,8,8,8
"371110MAR-1",9,9,9,4,10,3,3,7,7,13,11,11,10,10,10,8,8,8,8,8,8
"370130WASH4",4,8,6,7,1,1,6,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"370130WASH2",4,8,6,7,1,1,6,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"370130WASH1",4,8,6,7,1,1,6,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"3713300CR07",2,6,6,13,8,2,2,2,2,1,1,1,3,4,13,13,13,9,9,9,13
"3700300000E",9,5,3,10,3,11,7,4,11,13,13,10,11,11,8,11,11,11,11,7,2
"3708900HV-3",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"3708900HV-2",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"37125000CAR",6,1,7,12,11,4,5,5,8,11,6,4,4,2,9,2,2,2,2,11,11
"3708900HV-1",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"37125000CAM",6,1,7,12,11,4,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"370210001.1",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"370890000NM",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"370910000M2",4,8,1,7,1,1,6,6,6,3,3,3,2,3,3,3,3,3,3,3,3
"370890000NW",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"370910000M1",4,8,1,7,1,1,6,6,6,3,3,3,2,3,3,3,3,3,3,3,3
"3707900HOOK",7,7,11,13,1,1,6,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"370210049.1",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"3707900MAUR",4,7,11,13,1,1,6,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"370910000ML",4,8,1,7,1,1,6,6,6,3,3,3,2,3,3,3,3,3,3,3,3
"37179000021",5,10,5,3,5,9,4,13,13,7,7,7,7,7,5,5,10,7,10,10,10
"37081000GIB",12,3,12,9,12,12,13,9,8,2,2,9,9,9,12,12,12,12,12,12,12
"37065000102",7,8,1,7,1,1,6,6,6,3,12,3,2,3,3,3,3,3,3,3,3
"37065000101",4,8,1,7,1,1,6,6,6,3,12,3,2,3,3,3,3,3,3,3,3
"370210036.1",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"3703300MILT",13,3,12,1,13,12,13,1,1,12,2,9,9,9,12,12,12,12,12,12,12
"371510000LC",12,3,2,11,9,6,10,9,8,2,2,9,9,9,12,12,12,12,12,12,12
"37179000027",11,10,5,5,5,5,4,13,13,7,7,7,7,13,7,7,10,7,10,10,10
"371510000LB",11,12,2,11,9,6,10,9,8,2,2,9,9,9,12,12,12,12,12,12,12
"3710900TA37",10,12,3,2,3,11,11,10,10,10,10,13,13,5,11,10,5,5,7,6,6
"37179000026",11,10,5,3,5,5,4,13,13,7,7,7,7,13,7,7,10,7,10,10,10
"37179000025",11,10,5,3,5,5,4,13,13,7,7,7,7,7,5,5,10,7,10,10,10
"37179000024",11,10,5,3,5,5,4,13,13,7,7,7,7,7,5,5,10,7,10,10,10
"37067000504",3,4,4,10,6,5,10,3,9,8,5,6,6,6,6,6,6,6,6,5,5
"371150BEECH",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"37179000023",5,10,5,3,5,5,4,13,13,7,7,7,7,7,5,5,10,7,10,10,10
"37067000503",3,4,4,10,6,5,10,3,9,8,5,6,6,6,6,6,6,6,6,5,5
"37179000022",5,10,5,3,5,9,4,13,13,7,7,7,7,7,5,5,10,7,10,10,10
"37067000502",3,4,4,10,6,5,10,3,9,8,5,6,6,6,6,6,6,6,6,5,5
"37065000104",4,8,1,7,1,1,6,6,6,12,12,3,2,3,3,3,3,3,3,3,3
"37067000501",3,4,4,10,6,5,10,3,9,8,5,6,6,6,6,6,6,6,6,5,5
"37065000103",4,8,1,7,1,1,6,6,6,12,12,3,2,3,3,3,3,3,3,3,3
"371510000NM",11,4,2,11,9,6,10,3,8,2,2,9,5,13,7,7,7,10,6,2,7
"37183012-09",7,7,7,6,7,7,1,8,5,5,4,2,1,1,1,1,4,4,4,4,4
"37183012-08",7,7,7,6,7,7,1,8,5,5,4,2,1,1,1,1,4,4,4,4,4
"37099000GLV",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"37183012-07",7,7,7,6,7,7,1,1,3,6,9,2,1,1,1,1,4,4,4,4,4
"3700300G1G2",9,5,4,10,6,5,7,11,4,8,13,10,11,11,8,11,11,11,11,7,2
"37183012-06",7,7,7,6,7,7,1,8,5,5,4,2,1,1,1,1,4,4,4,4,4
"37183012-05",7,7,8,6,7,7,1,8,5,6,9,2,1,1,1,1,4,4,4,4,4
"37183012-04",7,7,13,6,7,7,5,12,3,6,9,2,1,1,1,1,4,4,4,4,4
"37067000507",3,4,4,10,6,5,10,3,9,8,5,6,6,6,6,6,6,6,6,5,5
"37067000506",3,4,4,10,6,5,10,3,9,8,5,6,6,6,6,6,6,6,6,5,5
"3706100CYCK",2,6,6,13,8,2,2,12,2,1,1,1,2,4,13,13,13,9,9,9,13
"370890000RG",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"37067000505",3,4,4,10,6,6,10,3,9,8,5,6,6,6,6,6,6,6,6,5,5
"371370001RB",2,6,6,7,1,1,2,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"3706100CHAR",2,6,6,6,8,2,2,12,2,1,1,1,2,4,13,13,13,9,9,11,13
"37179000010",5,10,5,3,5,5,4,13,13,7,7,7,7,7,5,5,10,7,10,10,10
"37099000CFK",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"37179000018",5,10,5,3,5,9,4,13,13,7,7,7,7,7,5,5,10,7,10,10,10
"37011000002",9,5,9,4,6,11,7,4,11,13,13,10,11,11,8,11,11,11,11,7,2
"37011000001",1,9,9,4,6,11,7,4,11,13,13,10,11,11,8,8,8,8,8,8,8
"37179000016",5,11,5,5,5,9,4,13,13,7,7,7,7,7,5,5,10,7,10,10,10
"371870000LM",4,8,1,7,1,1,2,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"370890000PV",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"37179000015",5,10,5,3,5,9,4,13,13,7,7,7,7,7,5,5,10,7,10,10,10
"37179000014",5,10,5,3,5,9,4,13,13,7,7,7,7,7,5,5,10,7,10,10,10
"37179000013",5,11,5,5,5,5,4,13,13,7,7,7,7,7,5,5,10,7,10,10,10
"37179000012",11,11,5,5,5,5,4,13,9,11,6,5,5,7,5,5,10,7,10,10,10
"370890000PR",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"37179000011",11,1,5,5,5,5,4,13,9,11,6,5,5,7,5,5,10,7,10,10,10
"37143PARKVI",4,8,1,7,1,1,2,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"37011000009",1,9,9,4,6,11,7,4,11,13,13,10,11,11,8,8,8,8,8,8,8
"37011000008",1,5,9,4,6,11,7,4,11,13,13,10,11,11,8,11,11,11,11,7,2
"37011000007",1,9,9,4,6,3,7,4,11,13,13,10,10,10,10,8,8,8,8,8,8
"37011000006",1,5,9,4,6,11,7,4,11,13,13,10,11,11,8,11,11,11,11,7,2
"37011000005",1,5,9,4,6,11,7,4,11,13,13,10,11,11,8,11,11,11,11,7,2
"37123000BIS",11,12,11,11,9,6,10,9,5,5,6,5,5,13,7,7,7,10,5,2,7
"37011000004",9,5,9,4,6,11,7,4,11,13,13,10,11,11,8,11,11,11,11,7,2
"37179000019",5,10,5,3,5,9,4,13,13,7,7,7,7,7,5,5,10,7,10,10,10
"37011000003",1,5,4,10,6,11,7,4,11,13,13,10,11,11,8,11,11,11,11,7,2
"37169001618",3,4,12,9,12,5,10,9,4,8,5,6,9,9,12,12,12,12,12,12,5
"37179000043",5,10,5,3,5,5,4,13,13,7,7,7,7,7,5,5,10,7,10,10,10
"37179000042",5,10,5,3,5,5,4,13,13,7,7,7,7,7,5,5,10,7,10,10,10
"37179000041",5,10,5,3,5,9,4,13,13,7,7,7,7,7,5,5,10,7,10,10,10
"37179000040",5,10,5,3,5,9,4,13,13,7,7,7,7,7,5,5,10,7,10,10,10
"370210023.3",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"370210023.2",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"37009000020",3,5,4,10,6,11,7,4,11,13,13,10,11,11,8,11,11,11,11,7,2
"370210014.3",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"370210014.2",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"3712700P22A",4,8,1,7,13,8,6,6,1,12,3,3,8,8,4,9,9,13,13,13,9
"3706100HALL",7,7,11,13,8,2,2,12,6,1,1,1,2,4,13,13,13,9,9,9,13
"37179000032",5,11,5,5,5,9,4,13,13,7,7,7,7,7,5,5,10,7,10,10,10
"37179000031",5,10,5,3,5,5,4,13,13,7,7,7,7,7,5,5,10,7,10,10,10
"37179000030",5,11,5,5,5,5,4,13,13,7,7,7,7,7,5,5,10,7,10,10,10
"37179000039",5,11,5,5,5,9,4,13,9,11,6,5,5,7,5,5,10,7,10,10,10
"37179000036",11,11,5,5,5,5,4,13,13,7,7,7,7,7,5,5,10,7,10,10,10
"37179000035",5,11,5,3,5,9,4,13,13,7,7,7,7,7,5,5,10,7,10,10,10
"370910000HV",4,8,1,7,1,1,2,6,6,3,3,3,2,3,3,3,3,3,3,3,3
"37179000034",5,11,5,5,5,5,4,13,13,7,7,7,7,7,5,5,10,7,10,10,10
"37179000033",5,10,5,3,5,9,4,13,13,7,7,7,7,7,5,5,10,7,10,10,10
"37119000243",10,10,10,5,5,9,4,13,13,10,13,7,7,7,5,5,5,5,7,6,6
"37119000242",10,12,3,2,3,11,11,10,10,10,10,13,13,5,11,10,5,5,7,6,6
"37119000241",10,11,10,5,4,10,9,10,10,10,10,13,13,5,11,10,5,5,7,6,6
"37119000240",10,12,3,2,3,11,11,10,10,10,10,13,13,5,11,10,5,5,7,6,6
"3714500MTTZ",13,13,13,8,13,13,13,1,1,12,8,12,12,12,2,9,9,13,1,1,1
"3703900PCHT",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"3712700P21A",4,8,1,7,13,8,6,6,1,12,3,3,8,8,4,9,9,13,13,13,9
"370210054.2",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"3709700SH-B",11,5,4,11,9,5,11,4,4,13,6,6,5,13,8,11,11,11,11,7,2
"37147000301",4,8,1,7,1,1,6,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"3709700SH-A",9,5,4,11,9,5,11,4,4,13,13,10,11,13,8,11,11,11,11,7,2
"37011000013",9,5,9,4,6,11,7,4,11,13,13,10,11,11,8,11,11,11,11,7,2
"37011000012",1,9,9,4,6,11,7,4,11,13,13,10,10,10,10,8,8,11,11,7,2
"37049000016",2,6,6,7,1,1,2,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"37011000011",9,5,9,4,6,11,7,4,11,13,13,10,11,11,8,11,11,11,11,7,2
"37011000010",1,9,9,4,6,3,7,4,11,13,13,10,10,10,10,8,8,8,8,8,8
"37049000011",2,6,6,7,1,1,2,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"37183001-09",8,13,13,1,2,7,1,1,3,6,9,2,1,1,1,1,4,4,4,4,4
"37119000232",5,10,5,3,5,9,4,13,13,7,7,7,7,7,5,5,10,7,10,10,10
"37119000231",5,10,10,3,5,9,4,13,13,7,7,7,7,7,5,5,10,7,10,10,10
"37183001-07",8,13,13,1,2,7,1,1,3,6,9,2,1,1,1,1,4,4,4,4,4
"37119000230",10,10,10,5,5,9,9,13,13,7,10,7,7,7,5,5,5,5,7,6,6
"37183001-06",8,13,13,1,2,7,1,1,3,6,9,2,1,1,1,1,4,4,4,4,4
"37011000019",1,9,9,4,6,3,7,4,11,13,13,10,10,10,10,8,8,8,8,8,8
"37183001-05",8,13,13,1,2,7,1,1,3,6,9,2,1,1,1,1,4,4,4,4,4
"37011000018",1,9,9,4,6,11,7,4,11,13,13,10,10,10,10,8,8,8,8,8,8
"37183001-04",8,13,13,1,2,7,1,1,3,6,9,2,1,1,1,1,4,4,4,4,4
"37011000017",1,9,9,4,6,3,7,4,11,13,13,10,10,10,10,8,8,8,8,8,8
"37183001-03",8,2,13,1,2,7,1,1,3,6,9,2,1,1,1,1,4,4,4,4,4
"37011000016",9,5,9,4,6,11,7,4,11,13,13,10,11,11,8,11,11,11,11,7,2
"3713300RL09",7,6,6,13,1,1,2,2,2,1,1,1,2,4,13,13,13,9,9,9,13
"37011000015",9,9,9,4,6,11,7,4,11,13,13,10,11,11,8,11,11,11,11,7,2
"37049000019",2,6,6,7,1,1,2,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"3712700P24A",7,8,1,6,13,8,6,12,1,12,3,3,8,8,4,9,9,13,13,13,9
"37011000014",1,5,9,4,6,11,7,4,11,13,13,10,11,11,8,11,11,11,11,7,2
"37119000239",10,11,10,5,4,10,9,10,10,10,10,13,13,5,11,10,5,5,7,6,6
"37049000017",2,6,6,7,1,1,2,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"37037000020",7,7,7,6,7,7,8,8,8,11,4,4,4,2,9,2,2,2,2,11,11
"37119000237",10,11,5,5,4,10,9,10,10,10,10,13,13,5,11,10,5,5,7,6,6
"37119000236",5,11,5,3,5,5,4,10,10,7,7,7,7,7,5,5,10,7,10,10,10
"37119000235",5,11,5,3,5,9,9,10,13,7,7,7,7,7,5,5,10,7,10,10,10
"37119000234",5,11,5,3,5,9,9,10,10,7,7,7,7,7,5,5,10,7,10,10,10
"37119000233",5,10,5,3,5,9,4,13,13,7,7,7,7,7,5,5,10,7,10,10,10
"370450RIPPY",9,5,3,2,3,11,7,4,11,13,13,10,11,11,8,11,11,11,11,7,2
"3715700ED-1",13,4,12,9,12,12,13,9,4,2,2,9,9,9,12,12,12,12,12,12,12
"37183001-13",8,13,13,1,2,7,1,1,3,6,9,2,1,1,1,1,4,4,4,4,4
"37037000024",12,3,8,9,9,6,5,5,8,11,6,4,4,2,12,12,12,12,12,12,11
"37183001-12",8,13,13,1,2,13,1,1,3,12,9,2,1,1,1,1,4,4,4,4,4
"37183001-11",8,13,13,1,2,13,1,1,3,6,9,2,1,1,1,1,4,4,4,4,4
"37183001-10",8,13,13,1,2,13,1,1,3,6,9,2,1,1,1,1,4,4,4,4,4
"37037000021",12,3,8,9,7,7,8,9,12,11,6,4,4,2,9,4,2,2,2,11,1
"37049000005",2,6,6,7,1,1,2,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"37049000003",2,6,6,7,1,1,2,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"37049000002",2,6,6,7,1,1,2,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"37131CREEKS",4,8,1,7,1,1,6,6,6,3,3,3,2,3,3,3,3,3,3,3,3
"3712700P23A",4,8,1,7,13,8,6,6,1,12,3,3,8,8,4,9,9,13,13,13,9
"37125000TLT",6,12,11,12,11,4,5,5,5,5,6,4,4,2,9,2,2,2,2,11,11
"37049000007",2,6,6,7,1,1,2,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"3707300004S",4,8,1,7,1,1,2,6,6,3,3,8,2,3,3,3,3,3,3,3,3
"37183017-09",8,13,13,1,7,8,1,1,3,6,9,2,1,1,1,1,4,4,4,4,4
"3712900CF06",2,6,6,13,8,2,2,2,2,1,1,1,3,4,13,13,13,9,9,9,13
"3715500026A",6,1,11,12,11,4,5,5,5,5,4,5,5,13,7,7,7,10,5,11,11
"37025009-00",11,11,5,5,5,5,4,13,9,11,6,5,5,13,7,7,7,10,5,2,7
"3712900CF05",2,6,6,13,8,2,2,2,2,1,1,1,3,4,13,13,13,9,9,9,13
"37177000001",4,8,1,7,1,1,2,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"370330PROVI",13,4,12,1,13,12,13,1,1,12,2,9,9,9,12,12,12,12,12,12,12
"37037000015",12,3,8,8,7,7,8,9,12,11,8,12,12,2,9,4,1,1,1,1,1
"3712900CF02",2,6,6,13,8,2,2,2,2,1,1,1,3,4,13,13,13,9,9,9,13
"3712900CF01",2,6,6,13,8,2,12,2,2,1,1,1,3,4,13,13,13,9,9,9,13
"37183017-10",8,13,13,1,7,13,1,1,3,12,9,2,1,1,1,1,4,4,4,4,4
"37123000LIT",11,12,2,11,9,6,10,9,9,11,6,5,5,13,7,7,7,10,5,2,7
"37183001-02",8,2,13,1,2,7,1,1,3,6,9,2,1,1,1,1,4,4,4,4,4
"37183001-01",8,2,13,1,2,7,1,1,3,6,9,2,1,1,1,1,4,4,4,4,4
"37179000007",5,10,5,3,5,5,4,13,13,7,7,7,7,7,5,5,10,7,10,10,10
"37179000006",5,11,5,5,5,5,4,13,13,7,7,7,7,7,5,5,10,7,10,10,10
"37179000005",5,10,5,3,5,5,4,13,13,7,7,7,7,7,5,5,10,7,10,10,10
"3706100ALBE",7,7,11,13,13,1,2,6,6,6,12,8,2,3,3,3,3,3,3,3,3
