"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000"
"3719905-GRE",1,9,9,4,10,3,3,7,7,4,13,10,10,10,10,8,8,8,8,8,8
"3708700BE56",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"371570000IR",12,3,12,9,12,12,13,9,8,2,2,9,9,9,12,12,12,12,12,12,12
"3719700DCRK",3,4,4,10,6,6,11,11,4,8,5,6,6,6,6,6,6,6,6,5,5
"370210050.1",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"370970000CS",11,12,4,11,9,5,11,11,4,11,5,6,5,13,7,7,7,10,5,2,7
"3706100KENA",7,7,11,6,8,1,2,12,6,1,1,1,8,8,13,13,13,9,9,11,13
"37001000011",12,3,12,1,13,12,13,9,8,2,2,9,9,9,12,12,12,12,12,12,12
"37081000RC2",12,3,12,9,12,12,13,9,8,2,2,9,9,9,12,12,12,12,12,12,12
"37081000RC1",12,3,12,9,12,12,13,9,8,2,2,9,9,9,12,12,12,12,12,12,12
"3710900LS12",9,5,3,2,3,11,7,4,11,13,10,13,13,5,8,11,11,11,11,6,6
"371170000BG",4,8,1,7,1,1,6,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"370210022.2",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"3712700P08A",4,8,1,7,13,8,6,12,1,12,3,3,8,8,4,9,9,13,13,13,9
"371490TR123",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"37001000013",12,3,12,9,12,12,13,9,8,2,2,9,9,9,12,12,12,12,12,12,12
"37125000BEN",6,12,11,12,11,4,10,9,5,5,6,5,5,13,7,7,7,10,5,2,7
"3703100BFT2",2,6,1,7,1,1,2,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"3703100BFT1",2,6,1,7,1,1,2,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"3710900LB34",9,5,3,2,3,11,7,4,11,13,13,10,11,11,8,11,11,11,11,6,6
"3708300CONC",4,8,1,7,1,1,6,6,6,3,3,3,2,3,3,3,3,3,3,3,3
"3705100LR63",6,1,7,12,11,4,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"3705500KTHK",4,8,1,7,1,1,2,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"370970000FT",11,12,4,11,9,5,11,11,11,11,6,5,5,13,7,11,11,11,11,7,2
"37001000001",11,12,2,9,12,12,13,9,8,11,2,9,9,9,12,12,12,12,12,12,12
"3708100H29B",12,3,2,11,12,6,10,3,8,8,2,9,9,9,12,12,12,12,12,12,12
"3716300GIDD",7,7,11,6,8,8,12,12,3,1,1,1,8,8,4,9,9,13,13,13,13
"3708100H29A",12,3,2,11,9,6,10,3,8,2,5,9,9,9,12,12,12,12,12,12,12
"37005000004",3,5,4,10,6,5,11,11,4,8,5,6,6,6,6,6,6,6,6,5,5
"3712700P07A",4,8,1,7,13,8,6,12,1,12,3,3,8,8,4,9,9,13,13,13,9
"37005000001",3,5,4,10,6,5,11,11,4,8,5,6,6,6,6,6,6,6,6,5,5
"37001000007",12,3,12,9,12,12,13,9,8,9,2,9,9,9,12,12,12,12,12,12,12
"370030000B1",9,5,3,10,3,11,7,4,11,13,13,10,11,11,8,11,11,11,11,7,2
"37001000005",12,3,12,9,12,12,13,9,1,2,2,9,9,9,12,12,12,12,12,12,12
"37025001-02",11,11,5,5,5,5,4,10,10,7,10,13,13,7,5,5,10,7,5,2,7
"37001000004",12,3,12,9,12,12,13,9,8,2,2,9,9,9,12,12,12,12,12,12,12
"37001000002",12,3,12,9,12,12,13,9,8,2,2,9,9,9,12,12,12,12,12,12,12
"370970000EM",3,4,4,10,6,5,11,11,4,8,5,6,6,6,6,6,6,6,6,5,5
"3719700SLIB",3,4,4,10,6,6,11,11,4,8,5,6,6,6,6,6,6,6,6,5,5
"37025001-08",11,11,5,5,5,10,4,10,10,10,10,13,13,13,7,10,7,10,5,2,7
"37025001-07",5,11,5,5,4,10,4,11,10,10,10,13,13,13,7,10,7,10,7,6,6
"370030000B2",9,5,3,10,3,11,7,4,11,13,13,10,11,11,8,11,11,11,11,7,2
"37025001-04",5,11,5,5,4,10,4,10,10,10,10,13,13,5,11,10,10,10,7,6,6
"37125000EWD",6,12,7,12,11,4,5,5,8,11,6,4,4,2,9,2,2,2,2,11,11
"37143BETHEL",4,8,1,7,1,1,2,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"3719300113A",9,5,4,10,6,11,7,4,11,13,13,10,11,11,8,11,11,11,11,7,2
"370970DV2-A",10,12,3,2,3,10,11,11,10,13,10,13,13,5,11,10,5,5,7,6,6
"3708500PR16",6,1,7,12,11,4,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"370070WADES",11,10,5,5,5,5,4,13,13,7,7,7,7,13,7,7,7,10,10,10,10
"3719903-EGY",1,9,9,4,10,3,3,7,7,13,11,11,10,10,10,8,8,8,8,8,8
"37155000041",6,1,11,13,11,4,12,2,2,1,1,1,3,4,13,13,13,9,9,9,11
"37155000040",6,1,11,12,11,2,12,2,2,1,1,1,3,4,13,13,13,9,9,9,11
"3703100BOGU",2,6,6,13,8,2,2,2,6,3,12,8,3,4,13,13,13,9,9,9,13
"3714500HLWY",13,13,13,1,13,13,13,1,1,12,8,12,12,12,2,9,9,13,1,1,1
"370970DV2-B",10,12,3,2,3,10,11,10,10,10,10,13,13,5,11,10,5,5,7,6,6
"37183016-06",8,13,13,1,7,8,1,1,3,6,9,2,1,1,1,1,4,4,4,4,4
"37183016-05",8,13,13,6,2,8,1,1,3,6,9,2,1,1,1,1,4,4,4,4,4
"37183016-04",8,13,13,1,7,8,5,12,3,6,9,2,1,1,1,1,4,4,4,4,4
"37183016-03",8,13,13,1,7,8,1,1,3,6,9,2,1,1,1,1,4,4,4,4,4
"37183016-02",8,13,13,1,2,8,1,1,3,6,9,2,1,1,1,1,4,4,4,4,4
"37183016-01",8,13,13,1,7,8,5,12,3,6,9,2,1,1,1,1,4,4,4,4,4
"3708500PR01",6,7,7,12,11,4,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"370210041.1",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"3703100IBSP",2,6,6,7,1,1,2,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"3708500PR08",7,7,7,6,7,7,5,5,5,5,4,2,1,1,1,1,4,4,4,4,4
"3708500PR07",6,7,7,12,11,4,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"37155000034",6,1,11,12,11,4,12,5,5,5,4,5,5,13,7,7,7,10,5,11,11
"37155000033",6,1,11,12,11,4,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"3719908-CRA",1,9,9,4,10,3,3,7,7,4,13,10,10,10,10,8,8,8,8,8,8
"3703100CISL",2,8,1,7,1,1,2,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"37155000030",6,1,11,12,11,4,12,2,2,1,1,4,4,4,13,13,13,9,9,9,11
"370830BUTWD",4,8,1,7,1,8,6,12,1,12,3,3,8,8,4,9,9,13,13,13,9
"37131SEABOA",4,8,1,7,1,1,6,6,6,3,3,3,2,3,3,3,3,3,3,3,3
"37025001-11",5,11,5,5,4,10,9,10,10,10,10,13,13,5,11,10,5,5,7,6,6
"37025001-10",11,11,5,5,5,10,4,11,10,10,10,13,13,5,11,10,7,10,7,6,6
"370210019.1",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"37155000039",6,1,11,12,11,4,12,5,5,5,4,1,3,4,7,7,7,10,5,9,11
"37155000038",6,1,11,12,11,2,12,2,2,1,1,1,3,4,7,7,7,10,5,9,11
"37057000088",3,4,2,11,9,6,10,3,8,2,5,5,6,6,6,6,6,6,6,5,5
"37155000037",6,1,11,12,11,2,12,2,2,1,1,1,3,4,13,13,13,9,9,9,11
"37155000036",6,1,11,12,11,2,12,2,2,1,1,1,3,4,13,13,13,9,9,9,11
"37155000035",6,1,11,12,11,4,12,5,5,5,4,1,3,4,7,7,7,10,5,11,11
"37057000084",3,4,4,10,6,6,10,3,9,8,5,6,6,6,6,6,6,6,6,5,5
"3700700GULL",6,10,11,12,11,5,5,5,5,5,4,5,5,13,7,7,7,10,5,2,7
"37057000082",3,12,2,11,9,6,10,3,9,11,6,5,6,6,6,6,6,6,6,5,5
"3719300115A",9,5,4,10,6,11,7,11,4,8,13,10,11,11,8,11,11,11,11,7,2
"3704700P02B",2,1,11,13,8,2,12,2,2,1,1,1,3,4,13,13,13,9,9,9,13
"37057000076",3,4,2,11,9,6,10,3,9,11,5,5,6,6,6,6,6,6,6,5,5
"37057000074",3,12,2,11,9,6,10,3,9,11,6,5,6,6,6,6,6,6,6,5,5
"37057000072",3,4,2,11,9,6,10,3,9,11,6,5,6,6,6,6,6,6,6,5,5
"37147001101",4,6,6,7,1,1,6,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"370810MON2B",12,3,12,9,12,12,13,9,8,2,2,9,9,9,12,12,12,12,12,12,12
"37057000070",3,12,2,11,9,6,10,3,9,11,6,5,6,6,6,6,6,6,6,5,5
"370810MON2A",12,3,12,9,12,12,13,9,8,2,2,9,9,9,12,12,12,12,12,12,12
"371170000HS",4,8,1,7,1,1,6,6,6,3,12,3,2,3,3,3,3,3,3,3,3
"37183016-09",8,13,13,6,7,8,1,1,3,6,9,2,1,1,1,1,4,4,4,4,4
"37183016-07",8,13,13,6,7,8,5,12,3,6,9,2,1,1,1,1,4,4,4,4,4
"37057000078",11,12,2,11,9,5,10,11,9,11,6,5,5,13,7,7,7,10,5,2,7
"3714500WDSD",13,13,13,1,13,13,13,1,1,12,2,12,12,12,2,9,1,1,1,1,1
"371170000HM",4,8,1,7,1,1,6,6,6,3,12,3,2,3,3,3,3,3,3,3,3
"3704700P01A",6,1,11,13,8,2,12,2,2,1,1,1,3,4,13,13,13,9,9,9,13
"37125000VSS",6,1,7,12,11,4,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"3707500WEST",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"3714701508B",4,8,1,7,1,1,6,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"3714701508A",4,8,1,7,1,1,6,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"37037000085",12,3,8,9,9,6,10,9,8,11,6,4,4,2,12,12,12,12,12,12,12
"37183016-11",8,13,13,1,7,8,5,12,3,6,9,2,1,1,1,1,4,4,4,4,4
"37183016-10",8,13,13,1,7,8,5,12,3,6,9,2,1,1,1,1,4,4,4,4,4
"3718100HTOP",4,13,13,1,13,13,13,1,1,12,3,3,8,8,4,9,9,13,13,13,9
"3715500005A",6,1,11,12,11,2,12,2,2,1,1,1,3,4,13,13,13,9,9,9,11
"371170000GR",4,8,1,7,1,1,6,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"3705500CHCA",4,8,1,7,1,1,2,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"371170000GN",4,8,1,7,1,1,6,6,6,3,12,3,2,3,3,3,3,3,3,3,3
"370210063.1",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"3700500006A",3,5,4,10,6,5,7,11,11,8,5,10,11,11,8,11,11,11,11,7,2
"37051SL78-3",6,7,7,12,11,4,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"371050000D2",6,7,7,12,7,7,8,8,5,5,6,4,4,2,9,2,2,2,2,11,11
"371050000D1",6,1,7,12,11,4,5,5,5,5,6,4,4,2,9,2,2,2,2,11,11
"37037000075",13,3,8,8,2,7,8,9,12,9,8,12,12,12,2,4,1,1,1,1,1
"37037000078",13,3,8,8,7,7,8,9,12,11,8,12,12,2,9,4,1,1,1,1,1
"3714701507B",4,8,11,7,1,1,6,6,6,3,12,3,2,3,3,3,3,3,3,3,3
"37065001401",7,8,1,6,13,8,6,12,1,12,12,3,8,8,4,9,9,13,13,13,9
"37099000CAN",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"3703300ANDE",12,3,12,1,13,12,13,9,1,2,2,9,9,9,12,12,12,12,12,12,12
"37099000CAS",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"371050000C2",6,1,7,12,11,4,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"371370002OT",2,8,6,7,1,1,2,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"371050000C1",6,1,7,12,11,4,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"3707700OKHL",13,13,13,1,13,13,13,1,1,12,8,12,12,8,4,9,9,13,1,1,1
"37097000ST5",11,5,4,11,9,5,11,4,4,13,6,6,5,13,7,7,7,10,5,2,7
"37097000ST4",11,12,4,11,9,5,11,11,4,11,6,6,5,13,7,7,7,10,5,2,7
"37097000ST3",11,5,4,11,9,5,11,4,4,13,6,6,5,13,7,7,7,10,5,2,7
"37097000ST2",11,12,4,11,9,5,11,11,4,11,6,5,5,13,7,7,7,10,5,2,7
"37097000ST1",11,12,4,11,9,5,11,11,4,11,6,5,5,13,7,7,7,10,5,2,7
"3713300NM13",2,6,6,13,8,2,2,2,2,1,1,1,3,4,13,13,13,9,9,9,13
"37183005-08",13,2,8,8,2,7,1,8,12,9,8,12,12,12,2,4,1,1,1,1,1
"37183005-07",13,2,8,8,2,7,8,8,12,9,8,2,12,12,2,4,1,1,1,1,1
"37097000ST6",11,12,4,11,9,5,11,11,4,11,6,5,5,13,7,7,7,10,5,2,7
"371190238.1",10,11,10,5,4,10,9,10,10,10,10,13,13,5,11,10,5,5,7,6,6
"3707900WALS",7,8,11,7,13,1,6,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"37083000HOL",4,8,1,7,1,8,6,12,1,12,3,3,8,8,4,9,9,13,13,13,9
"371050000E1",6,7,7,6,7,7,8,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"370550000MH",4,8,1,7,1,1,2,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"370450MULLS",9,5,3,2,3,11,7,4,11,13,13,10,11,11,8,11,11,11,11,7,2
"37183009-02",8,13,1,6,13,8,12,12,1,6,3,3,8,8,4,9,9,13,13,13,9
"3714100SC13",2,6,6,13,8,2,2,2,2,1,1,1,3,4,13,13,13,9,9,9,13
"37183009-01",8,13,1,1,13,8,1,12,1,12,3,3,8,8,4,9,9,13,13,13,9
"371050000E2",6,7,7,6,7,7,8,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"3708100H19A",3,3,2,11,9,6,10,3,8,2,5,9,6,6,6,6,6,6,6,5,5
"37183005-06",8,2,8,8,2,7,8,8,12,9,8,2,12,12,2,4,1,1,1,1,1
"37125000WAB",6,12,11,12,11,4,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"37183005-05",8,2,8,8,2,7,1,8,12,9,8,12,12,12,2,4,1,1,1,1,1
"37183005-03",13,2,8,8,2,7,8,8,12,9,8,2,12,12,2,4,1,1,1,1,1
"37183005-01",8,2,8,8,2,7,8,8,12,9,8,2,12,12,2,4,1,1,1,1,1
"37183009-03",8,8,1,6,13,8,12,12,1,12,3,3,8,8,4,9,9,13,13,13,9
"3714701504B",4,8,11,7,1,1,6,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"3714701504A",4,8,11,7,1,1,6,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"3708100H19B",3,3,2,11,9,6,10,3,8,2,5,9,6,6,6,6,6,6,6,5,12
"370830RINGW",4,8,1,7,1,8,6,12,1,3,3,3,8,8,4,9,9,13,13,13,9
"37181000EH1",4,13,13,1,13,13,6,1,1,12,3,3,8,8,4,9,9,13,13,13,9
"3719700BNVL",9,4,4,10,6,5,11,11,4,8,5,6,6,6,6,6,6,6,6,5,5
"371170000CR",4,8,1,7,1,1,6,6,6,3,12,8,2,3,3,3,3,3,3,3,3
"3705100CC17",6,1,7,12,11,4,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"3705100CC16",6,1,7,12,11,4,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"3705100CC15",6,1,7,12,11,4,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"3705100CC14",6,1,7,12,11,4,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"3705100CC13",6,1,7,12,11,4,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"37119000207",10,11,10,5,4,10,11,11,10,10,10,13,13,5,11,10,5,5,7,6,6
"3705100CC12",6,1,7,12,11,4,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"37119000206",10,12,3,2,3,10,11,10,10,10,10,13,13,5,11,10,5,5,7,6,6
"37119000205",5,11,5,5,4,10,9,10,10,10,10,13,13,5,11,10,5,5,7,6,6
"3705100CC10",6,1,7,12,11,4,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"37119000203",5,11,5,3,4,10,4,10,10,10,7,13,13,5,11,10,5,5,7,6,6
"37119000202",10,12,3,5,4,10,11,11,10,10,10,13,13,5,11,10,5,5,7,6,6
"37119000201",5,11,5,3,5,10,4,10,10,7,7,13,13,5,11,10,10,7,10,10,10
"37119000200",10,10,10,5,5,10,9,10,13,7,10,13,13,7,11,10,5,5,7,6,6
"3705100CC19",6,1,7,12,8,4,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"3705100CC18",6,1,7,12,11,4,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"371010PR31B",7,7,7,6,7,8,5,12,3,6,3,3,1,8,4,9,9,13,13,13,9
"371010PR31A",8,13,7,6,7,8,5,12,3,6,3,3,1,8,4,9,9,13,13,13,9
"37119000209",10,5,10,5,3,11,11,10,10,10,10,13,13,5,11,10,5,5,7,6,6
"37119000208",10,12,3,2,3,10,11,10,10,10,10,13,13,5,11,10,5,5,7,6,6
"3705100LI65",7,7,7,6,11,4,12,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"370830FAUCT",4,8,1,7,1,8,6,12,1,3,3,3,8,8,4,9,9,13,13,13,9
"37025008-00",11,1,5,11,9,5,4,11,9,11,6,5,5,13,7,7,7,10,5,2,7
"370210028.1",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"37065000501",4,8,1,7,1,1,6,6,6,3,3,3,2,3,3,3,3,3,3,3,3
"3705100CC06",6,1,7,12,11,4,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"3705100CC05",6,7,7,12,8,4,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"3712700P20A",4,8,1,7,13,8,6,6,1,12,3,3,8,8,4,9,9,13,13,13,9
"3705100CC04",6,1,7,12,11,4,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"3705100CC03",6,1,7,12,11,4,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
"370210015.1",1,9,9,4,10,3,3,7,7,4,11,11,10,10,10,8,8,8,8,8,8
"3707700WOEL",13,13,13,1,13,13,13,1,1,12,8,12,8,8,4,9,9,13,13,13,9
"37081000OR2",3,4,2,11,12,12,10,3,4,8,2,6,9,9,12,12,12,12,12,12,12
"3705100CC01",6,1,7,12,11,4,5,5,5,5,4,4,4,2,9,2,2,2,2,11,11
