"GEOID20","assignment"
"37025012-12",4
"37025012-11",4
"37025012-10",4
"3700300T2T3",2
"3712500EKWD",4
"371370005AP",8
"3704300TUSQ",10
"37191000001",6
"3715900019A",4
"370510G3A-2",11
"37167000022",4
"370510G3A-1",11
"37167000021",4
"3700100003S",7
"37115GRAPEV",10
"37167000020",4
"37183004-05",3
"37125000WND",4
"37191000029",6
"37183004-04",3
"3700100003N",7
"37191000028",6
"37183004-03",3
"37191000027",6
"370210044.1",10
"37183004-02",3
"37191000026",6
"37183004-01",3
"37167000028",4
"37191000024",11
"3716300CLNE",11
"37167000027",4
"37167000026",4
"37167000025",4
"3700100003W",7
"37167000024",4
"37167000023",4
"37025012-03",4
"370810NWASH",7
"37023000066",2
"37023000065",10
"37123000STA",4
"37023000064",10
"37023000062",2
"37025012-09",4
"37147001501",8
"37025012-08",4
"37025012-06",4
"37025012-05",4
"37025012-04",4
"37147001509",8
"37147001507",8
"37147001506",8
"37191000018",6
"37191000017",6
"37023000070",2
"3714100LT18",5
"37191000016",6
"3712700P06A",8
"37147001503",8
"37191000015",6
"37191000014",6
"37067000405",9
"37191000013",6
"37067000404",9
"3712500WKWD",4
"3707700EAOX",12
"37067000403",9
"37067000402",9
"37067000401",9
"3713300HN14",5
"37175000TC1",10
"3703100ATSL",5
"371150SANDY",10
"37175000TC7",10
"3719700EBND",2
"37191000023",6
"37191000022",6
"37191000021",6
"3703100MASM",5
"3712700P05A",8
"370970000CD",2
"3719905-GRE",10
"3708700BE56",10
"371570000IR",7
"3719700DCRK",2
"370210050.1",10
"370970000CS",2
"3706100KENA",5
"37001000011",7
"37081000RC2",7
"37081000RC1",7
"3710900LS12",2
"371170000BG",8
"370210022.2",10
"3712700P08A",8
"371490TR123",10
"37001000013",7
"37125000BEN",4
"3703100BFT2",5
"3703100BFT1",5
"3710900LB34",2
"3708300CONC",8
"3705100LR63",11
"3705500KTHK",8
"370970000FT",2
"37001000001",7
"3708100H29B",7
"3716300GIDD",11
"3708100H29A",9
"37005000004",2
"3712700P07A",8
"37005000001",2
"37001000007",7
"370030000B1",2
"37001000005",7
"37025001-02",4
"37001000004",7
"37001000002",7
"370970000EM",2
"3719700SLIB",2
"37025001-08",4
"37025001-07",4
"370030000B2",2
"37025001-04",4
"37125000EWD",4
"37143BETHEL",8
"3719300113A",2
"370970DV2-A",2
"3708500PR16",12
"370070WADES",11
"3719903-EGY",10
"37155000041",11
"37155000040",11
"3703100BOGU",5
"3714500HLWY",7
"370970DV2-B",2
"37183016-06",6
"37183016-05",6
"37183016-04",6
"37183016-03",6
"37183016-02",6
"37183016-01",6
"3708500PR01",12
"370210041.1",10
"3703100IBSP",5
"3708500PR08",12
"3708500PR07",12
"37155000034",11
"37155000033",11
"3719908-CRA",10
"3703100CISL",5
"37155000030",11
"370830BUTWD",8
"37131SEABOA",8
"37025001-11",4
"37025001-10",4
"370210019.1",10
"37155000039",11
"37155000038",11
"37057000088",9
"37155000037",11
"37155000036",11
"37155000035",11
"37057000084",9
"3700700GULL",11
"37057000082",9
"3719300115A",2
"3704700P02B",11
"37057000076",9
"37057000074",9
"37057000072",9
"37147001101",8
"370810MON2B",7
"37057000070",9
"370810MON2A",7
"371170000HS",8
"37183016-09",6
"37183016-07",6
"37057000078",9
"3714500WDSD",7
"371170000HM",8
"3704700P01A",11
"37125000VSS",4
"3707500WEST",10
"3714701508B",8
"3714701508A",8
"37037000085",12
"37183016-11",6
"37183016-10",6
"3718100HTOP",12
"3715500005A",11
"371170000GR",8
"3705500CHCA",8
"371170000GN",8
"370210063.1",10
"3700500006A",2
"37051SL78-3",12
"371050000D2",12
"371050000D1",12
"37037000075",12
"37037000078",12
"3714701507B",8
"37065001401",8
"37099000CAN",10
"3703300ANDE",7
"37099000CAS",10
"371050000C2",12
"371370002OT",8
"371050000C1",12
"3707700OKHL",12
"37097000ST5",2
"37097000ST4",2
"37097000ST3",2
"37097000ST2",2
"37097000ST1",2
"3713300NM13",5
"37183005-08",3
"37183005-07",3
"37097000ST6",2
"371190238.1",13
"3707900WALS",6
"37083000HOL",8
"371050000E1",12
"370550000MH",8
"370450MULLS",13
"37183009-02",6
"3714100SC13",5
"37183009-01",3
"371050000E2",12
"3708100H19A",9
"37183005-06",3
"37125000WAB",11
"37183005-05",3
"37183005-03",3
"37183005-01",3
"37183009-03",6
"3714701504B",8
"3714701504A",8
"3708100H19B",9
"370830RINGW",8
"37181000EH1",12
"3719700BNVL",2
"371170000CR",8
"3705100CC17",11
"3705100CC16",11
"3705100CC15",11
"3705100CC14",11
"3705100CC13",11
"37119000207",4
"3705100CC12",11
"37119000206",4
"37119000205",1
"3705100CC10",11
"37119000203",1
"37119000202",13
"37119000201",1
"37119000200",13
"3705100CC19",11
"3705100CC18",11
"371010PR31B",6
"371010PR31A",6
"37119000209",4
"37119000208",4
"3705100LI65",11
"370830FAUCT",8
"37025008-00",4
"370210028.1",10
"37065000501",8
"3705100CC06",11
"3705100CC05",11
"3712700P20A",8
"3705100CC04",11
"3705100CC03",11
"370210015.1",10
"3707700WOEL",12
"37081000OR2",7
"3705100CC01",11
"37081000OR1",9
"3707700CRDM",12
"3707700CRDL",12
"3705100CC08",11
"3708500PR32",12
"3705100CC07",11
"3708500PR31",12
"37119000221",1
"37119000220",1
"37083000HPR",8
"371050000B2",12
"371050000B1",12
"37025004-13",4
"370810000GR",7
"370130SURBA",8
"37025004-12",4
"37119000229",13
"3705100CC34",11
"37025004-11",4
"37119000228",13
"3705100CC33",11
"37119000227",1
"3705100CC32",11
"37119000226",1
"37119000225",13
"37119000224",13
"3708500PR25",11
"3708500PR24",12
"37119000222",13
"3708500PR23",12
"371290000WB",5
"3708500PR20",11
"3714701505B",8
"370890000SM",10
"3714100SP15",5
"3714701505A",8
"371870000P2",8
"3708500PR29",11
"371870000P1",8
"3708500PR28",12
"3703900GCRK",10
"3708500PR26",11
"370890000SW",10
"37115REVERE",10
"371510000PR",4
"37119000210",13
"3705100CC27",11
"371050000A2",12
"3705100CC26",11
"371050000A1",12
"37025004-03",4
"3705100CC25",11
"3705100CC24",11
"37025004-01",4
"37119000218",1
"371870000P3",8
"37119000217",1
"37119000216",1
"3705100CC21",11
"37119000215",1
"37119000214",13
"37119000213",13
"37045KINGST",13
"37119000212",13
"37119000211",13
"37025004-09",4
"370890000RR",10
"37025004-08",4
"3705100CC29",11
"37065001001",8
"37119000219",1
"3710900BS26",2
"3705100CC31",11
"370210058.1",10
"37173000BC2",10
"370890000SB",10
"37173000BC1",10
"370890000SE",10
"3704300BRAS",10
"371510000SE",4
"370210006.1",10
"37055000WAN",8
"37095000OCK",8
"3700300000M",2
"371810000CC",12
"371510000SO",4
"3700300000W",2
"3703900HOTH",10
"3704500KM-S",13
"3704500KM-N",13
"3705100G11B",11
"371510000RN",4
"371510000RM",4
"37107000PH2",5
"37107000PH1",5
"3701900010B",5
"37183012-02",6
"37183012-01",6
"371110MAR-5",10
"371110MAR-4",10
"371110MAR-3",10
"371110MAR-2",10
"371110MAR-1",10
"370130WASH4",8
"370130WASH2",8
"370130WASH1",8
"3713300CR07",5
"3700300000E",2
"3708900HV-3",10
"3708900HV-2",10
"37125000CAR",4
"3708900HV-1",10
"37125000CAM",4
"370210001.1",10
"370890000NM",10
"370910000M2",8
"370890000NW",10
"370910000M1",8
"3707900HOOK",6
"370210049.1",10
"3707900MAUR",6
"370910000ML",8
"37179000021",1
"37081000GIB",7
"37065000102",8
"37065000101",8
"370210036.1",10
"3703300MILT",7
"371510000LC",4
"37179000027",1
"371510000LB",4
"3710900TA37",2
"37179000026",1
"37179000025",1
"37179000024",1
"37067000504",9
"371150BEECH",10
"37179000023",1
"37067000503",9
"37179000022",1
"37067000502",9
"37065000104",8
"37067000501",9
"37065000103",8
"371510000NM",4
"37183012-09",6
"37183012-08",6
"37099000GLV",10
"37183012-07",6
"3700300G1G2",2
"37183012-06",6
"37183012-05",6
"37183012-04",6
"37067000507",9
"37067000506",9
"3706100CYCK",5
"370890000RG",10
"37067000505",9
"371370001RB",8
"3706100CHAR",5
"37179000010",1
"37099000CFK",10
"37179000018",1
"37011000002",10
"37011000001",10
"37179000016",1
"371870000LM",8
"370890000PV",10
"37179000015",1
"37179000014",1
"37179000013",11
"37179000012",1
"370890000PR",10
"37179000011",1
"37143PARKVI",8
"37011000009",10
"37011000008",10
"37011000007",10
"37011000006",2
"37011000005",10
"37123000BIS",4
"37011000004",10
"37179000019",1
"37011000003",2
"37169001618",9
"37179000043",1
"37179000042",1
"37179000041",1
"37179000040",1
"370210023.3",10
"370210023.2",10
"37009000020",2
"370210014.3",10
"370210014.2",10
"3712700P22A",8
"3706100HALL",5
"37179000032",1
"37179000031",1
"37179000030",1
"37179000039",1
"37179000036",11
"37179000035",1
"370910000HV",8
"37179000034",11
"37179000033",1
"37119000243",13
"37119000242",4
"37119000241",13
"37119000240",4
"3714500MTTZ",7
"3703900PCHT",10
"3712700P21A",8
"370210054.2",10
"3709700SH-B",2
"37147000301",8
"3709700SH-A",2
"37011000013",10
"37011000012",10
"37049000016",8
"37011000011",10
"37011000010",10
"37049000011",8
"37183001-09",3
"37119000232",1
"37119000231",1
"37183001-07",6
"37119000230",13
"37183001-06",3
"37011000019",10
"37183001-05",3
"37011000018",10
"37183001-04",3
"37011000017",10
"37183001-03",3
"37011000016",10
"3713300RL09",5
"37011000015",10
"37049000019",5
"3712700P24A",8
"37011000014",10
"37119000239",13
"37049000017",8
"37037000020",12
"37119000237",13
"37119000236",1
"37119000235",1
"37119000234",1
"37119000233",1
"370450RIPPY",13
"3715700ED-1",7
"37183001-13",6
"37037000024",4
