"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000"
"3712700P06A",12,2,6,11,11,11,11,2,2,1,1,8,7,7,7,7,6,1,1,7,7
"37147001503",7,6,6,1,7,13,13,1,13,12,12,12,7,7,7,6,13,13,7,9,9
"37191000015",6,11,2,4,7,11,11,2,13,12,1,8,6,6,6,7,13,13,13,13,13
"37191000014",6,11,2,4,7,11,11,2,13,1,1,8,6,6,6,7,13,13,13,13,13
"37067000405",9,3,1,2,10,6,3,6,4,5,11,4,3,9,9,11,11,11,3,3,3
"37191000013",6,11,2,4,7,11,11,2,13,1,1,8,6,6,6,7,1,7,13,13,13
"37067000404",9,3,1,2,10,6,3,6,4,5,11,4,3,9,9,11,11,11,3,3,3
"3712500WKWD",1,8,5,9,2,2,7,13,3,7,9,7,10,11,11,12,12,4,4,4,4
"3707700EAOX",12,2,11,11,11,8,2,12,1,8,8,1,4,7,7,7,6,1,1,1,1
"37067000403",9,3,10,2,10,6,3,6,4,5,11,4,3,9,9,11,11,11,3,3,3
"37067000402",9,3,1,2,10,6,3,6,4,5,11,4,3,9,9,11,11,11,3,3,3
"37067000401",9,13,1,2,10,6,3,6,4,5,11,4,3,9,9,11,11,11,3,3,3
"3713300HN14",7,6,7,7,1,1,1,3,7,3,3,6,12,8,1,1,1,7,13,13,13
"37175000TC1",5,10,3,12,12,5,9,10,10,10,10,11,5,5,5,5,5,5,5,5,5
"3703100ATSL",7,6,7,1,4,13,13,1,13,12,12,12,7,7,7,6,13,13,7,9,9
"371150SANDY",5,10,3,12,12,5,9,10,10,10,10,11,5,5,5,5,5,5,5,5,5
"37175000TC7",5,10,3,12,12,5,9,10,10,10,10,11,5,5,5,5,5,5,5,5,5
"3719700EBND",9,3,10,5,10,12,4,6,4,5,11,4,3,9,9,11,11,11,3,3,3
"37191000023",6,11,2,4,7,11,11,2,13,12,1,8,6,6,6,7,1,7,13,13,13
"37191000022",6,11,9,4,7,11,11,2,13,12,1,8,6,6,6,7,1,7,13,13,13
"37191000021",6,11,2,4,7,11,11,2,13,12,1,8,6,6,6,7,1,7,13,13,13
"3703100MASM",7,6,7,1,4,1,1,3,7,3,3,6,7,7,7,6,13,13,7,9,9
"3712700P05A",12,2,6,1,11,11,11,2,2,1,1,8,6,6,6,7,6,1,1,7,7
"370970000CD",8,5,10,5,13,9,10,9,6,4,4,4,3,9,9,3,11,11,11,11,3
"3719905-GRE",5,10,3,12,12,9,10,9,6,10,10,5,5,5,5,5,5,5,5,5,5
"3708700BE56",5,10,3,12,12,5,9,10,10,10,10,11,5,5,5,5,5,5,5,5,5
"371570000IR",3,13,13,8,6,7,2,4,5,11,6,9,4,12,12,9,9,9,8,8,8
"3719700DCRK",9,3,10,5,13,12,4,6,4,5,11,4,3,9,9,11,11,11,3,3,3
"370210050.1",5,10,3,12,12,5,9,10,10,10,10,11,5,5,5,5,5,5,5,5,5
"370970000CS",9,3,10,5,13,12,4,6,6,5,11,10,10,11,9,11,11,11,3,3,3
"3706100KENA",7,11,2,4,1,4,11,3,7,3,2,8,12,8,1,4,1,7,13,13,13
"37001000011",13,12,13,8,6,7,7,11,11,8,8,1,4,4,8,8,8,8,9,1,1
"37081000RC2",3,12,13,8,6,2,7,4,5,11,6,9,9,4,8,8,8,8,9,1,1
"37081000RC1",3,13,13,8,6,2,7,4,5,11,6,9,9,4,8,8,8,8,9,1,1
"3710900LS12",8,5,12,3,3,9,10,9,6,4,4,5,11,3,3,3,3,3,11,11,11
"371170000BG",12,6,6,1,7,13,13,1,13,12,12,12,7,7,7,6,13,13,7,9,9
"370210022.2",5,10,3,12,12,5,9,10,10,10,10,11,5,5,5,5,5,5,5,5,5
"3712700P08A",12,2,6,1,11,11,11,2,2,1,12,12,7,7,7,7,6,1,1,7,7
"371490TR123",5,10,3,12,12,5,9,10,10,10,10,11,5,5,5,5,5,5,5,5,5
"37001000013",3,12,13,8,6,7,7,11,11,8,8,1,4,4,8,8,8,8,9,1,1
"37125000BEN",10,1,8,9,2,2,7,7,8,7,9,7,10,11,11,12,12,4,4,4,4
"3703100BFT2",7,6,7,1,4,1,13,3,7,3,3,6,7,7,7,6,13,13,7,9,9
"3703100BFT1",7,6,7,1,4,1,1,3,7,3,3,6,7,7,7,6,13,13,7,9,9
"3710900LB34",8,5,12,3,3,9,10,9,6,4,4,5,11,3,3,3,3,3,11,11,11
"3708300CONC",12,6,6,1,11,13,13,1,2,12,12,12,7,7,7,6,6,1,1,9,9
"3705100LR63",2,9,2,4,1,4,6,13,3,2,2,3,13,1,4,4,4,12,12,12,12
"3705500KTHK",7,6,6,1,7,13,13,1,13,12,12,12,7,7,7,6,13,13,7,9,9
"370970000FT",10,3,10,5,13,9,10,9,6,4,4,5,11,3,3,3,3,3,11,11,11
"37001000001",11,12,13,6,6,2,7,11,11,8,8,1,4,4,8,8,8,8,9,1,1
"3708100H29B",3,13,1,2,10,6,3,4,5,11,11,4,9,12,12,9,9,9,8,8,8
"3716300GIDD",6,9,2,4,1,4,11,13,7,2,2,8,13,6,4,4,1,7,13,13,13
"3708100H29A",3,13,1,2,13,6,3,4,5,11,6,9,9,12,12,9,9,9,8,8,8
"37005000004",9,3,10,5,10,12,4,6,6,5,11,4,3,9,9,11,11,11,3,3,3
"3712700P07A",12,2,6,1,11,11,11,2,2,1,1,8,7,7,7,7,6,1,1,7,7
"37005000001",9,3,10,5,3,12,4,6,6,5,11,4,3,9,9,11,11,11,3,3,3
"37001000007",3,12,13,8,6,2,7,11,11,8,8,1,4,4,8,8,8,8,9,1,1
"370030000B1",9,3,12,3,3,9,10,9,6,4,4,5,11,3,3,3,3,3,11,11,11
"37001000005",13,13,13,8,6,7,7,11,11,11,6,1,4,4,8,8,8,8,9,1,1
"37025001-02",4,4,8,10,9,3,5,5,8,7,7,7,10,10,10,10,10,10,2,2,2
"37001000004",3,13,13,8,6,2,7,11,11,8,8,9,4,4,8,8,8,8,9,1,1
"37001000002",3,12,13,8,6,2,7,11,11,8,8,9,4,4,8,8,8,8,9,1,1
"370970000EM",9,3,10,5,13,12,4,6,4,5,11,4,3,9,9,11,11,11,3,3,3
"3719700SLIB",9,3,10,5,13,12,4,6,4,5,11,4,3,9,9,11,11,11,3,3,3
"37025001-08",10,1,8,10,9,3,5,5,8,7,9,7,10,10,10,10,10,10,2,2,2
"37025001-07",10,1,8,10,9,3,5,5,8,7,9,7,10,10,10,10,10,10,2,2,2
"370030000B2",9,3,12,3,3,9,10,9,6,4,4,5,11,3,3,3,3,3,11,11,11
"37025001-04",4,1,4,10,9,3,5,5,8,6,7,7,10,10,10,10,10,10,10,10,2
"37125000EWD",1,8,5,9,2,2,6,13,3,7,9,7,10,11,11,12,12,4,4,4,4
"37143BETHEL",7,6,6,1,7,13,13,1,13,12,12,12,7,7,7,6,13,13,7,9,9
"3719300113A",9,3,10,3,3,9,10,9,6,4,4,5,11,3,3,3,3,3,11,11,11
"370970DV2-A",10,1,12,5,3,9,10,7,9,4,5,10,1,10,2,2,2,2,2,2,10
"3708500PR16",2,8,5,9,2,4,6,13,3,7,2,3,13,1,4,4,4,4,4,12,12
"370070WADES",1,8,5,9,2,2,7,7,8,7,9,7,10,11,11,12,12,4,4,4,4
"3719903-EGY",5,10,3,12,12,5,9,9,6,10,10,5,5,5,5,5,5,5,5,5,5
"37155000041",2,11,2,4,1,4,6,13,3,2,3,6,10,11,11,1,4,12,12,12,12
"37155000040",1,9,2,4,1,4,7,13,3,2,9,6,10,11,11,1,4,12,12,12,12
"3703100BOGU",7,6,7,7,4,1,1,3,7,3,3,6,7,7,7,6,13,13,7,9,9
"3714500HLWY",12,2,11,11,6,8,2,12,11,8,8,1,4,4,8,8,8,8,9,1,1
"370970DV2-B",10,1,12,13,3,3,10,7,9,6,5,10,1,10,2,2,2,2,2,2,10
"37183016-06",6,7,9,6,11,11,11,2,1,13,13,3,6,6,6,7,6,6,6,6,6
"37183016-05",6,7,9,6,11,8,12,12,1,13,13,3,6,6,6,7,6,6,6,6,6
"37183016-04",6,9,9,6,11,11,11,2,1,13,13,3,6,6,6,7,6,6,6,6,6
"37183016-03",11,7,9,6,11,11,11,2,1,13,13,3,6,6,6,7,6,6,6,6,6
"37183016-02",6,7,9,6,11,11,12,2,1,13,13,3,6,6,6,7,6,6,6,6,6
"37183016-01",6,7,9,6,11,11,11,2,2,13,13,8,6,6,6,7,6,1,1,7,7
"3708500PR01",2,9,5,4,2,4,6,13,3,2,2,3,13,1,4,4,4,12,12,12,12
"370210041.1",5,10,3,12,12,5,9,10,10,10,10,11,5,5,5,5,5,5,5,5,5
"3703100IBSP",7,6,7,1,4,1,1,3,7,3,3,6,7,7,7,6,13,13,7,9,9
"3708500PR08",6,7,9,6,11,11,11,13,2,7,2,3,13,1,4,4,4,12,12,12,12
"3708500PR07",11,8,5,9,2,4,6,13,3,2,2,3,13,1,4,12,12,4,4,12,12
"37155000034",1,8,5,4,1,2,6,13,8,2,9,7,10,11,11,4,4,12,12,12,12
"37155000033",1,9,2,4,1,4,6,13,8,2,9,7,10,11,11,4,4,12,12,12,12
"3719908-CRA",5,10,3,12,12,9,10,9,6,10,10,11,5,5,5,5,5,5,5,5,5
"3703100CISL",7,6,7,1,7,13,13,1,13,12,12,12,7,7,7,6,13,13,7,9,9
"37155000030",1,9,2,4,1,4,6,13,8,2,9,7,10,11,11,4,4,12,12,12,12
"370830BUTWD",12,2,6,1,11,13,13,1,2,12,1,8,7,7,7,7,6,1,1,7,7
"37131SEABOA",12,6,6,1,7,13,13,1,2,12,12,12,7,7,7,6,13,13,7,9,9
"37025001-11",4,1,4,10,9,3,8,8,8,6,7,7,1,10,10,10,10,10,2,2,10
"37025001-10",10,1,8,10,9,3,8,5,8,7,9,7,10,10,10,10,10,10,2,2,10
"370210019.1",5,10,3,12,12,5,9,10,10,10,10,11,5,5,5,5,5,5,5,5,5
"37155000039",1,9,5,4,1,2,7,13,3,2,9,7,10,11,11,1,4,12,12,12,12
"37155000038",1,9,2,4,1,4,7,13,3,2,9,7,10,11,11,1,4,12,12,12,12
"37057000088",11,13,1,2,13,6,3,4,4,5,6,9,9,9,9,9,9,9,8,8,8
"37155000037",1,9,2,4,1,4,6,13,3,2,9,6,10,11,11,1,1,7,13,13,13
"37155000036",1,9,2,4,1,4,6,13,3,2,9,7,10,11,11,1,4,12,12,12,12
"37155000035",1,9,5,4,1,2,7,13,8,2,9,7,10,11,11,1,4,12,12,12,12
"37057000084",9,3,1,2,13,12,4,6,4,5,11,4,3,9,9,11,11,11,3,3,3
"3700700GULL",1,8,5,9,2,2,7,7,8,7,9,7,10,11,11,12,12,4,4,4,4
"37057000082",11,13,1,2,13,12,4,6,4,5,11,4,3,9,9,11,11,11,3,3,3
"3719300115A",9,3,10,3,3,12,10,9,6,4,4,5,11,9,9,11,11,11,3,3,3
"3704700P02B",2,11,2,4,4,1,1,3,3,3,3,6,12,8,1,1,1,7,13,13,13
"37057000076",11,13,1,2,13,2,4,6,4,5,6,9,9,9,9,11,11,11,3,3,3
"37057000074",10,13,1,2,13,6,4,6,4,5,9,7,9,9,9,11,11,11,3,3,3
"37057000072",11,13,1,2,13,6,3,6,4,5,6,9,9,9,9,9,9,9,8,8,8
"37147001101",7,6,6,1,7,13,13,1,13,12,12,12,7,7,7,6,13,13,7,9,9
"370810MON2B",3,13,13,2,6,2,2,4,5,11,6,9,9,12,12,9,9,9,8,8,8
"37057000070",11,13,1,2,13,6,3,6,4,5,11,4,9,9,9,11,11,11,3,3,3
"370810MON2A",3,13,13,2,6,6,3,4,5,11,6,9,9,12,12,9,9,9,8,8,8
"371170000HS",12,6,6,1,7,13,13,1,2,12,12,12,7,7,7,6,13,13,7,9,9
"37183016-09",6,9,9,6,11,11,11,2,1,13,13,8,6,6,6,7,6,1,1,7,7
"37183016-07",11,9,9,6,11,8,11,2,1,13,13,3,6,6,6,7,6,6,6,6,6
"37057000078",9,13,1,13,13,12,4,7,4,5,11,4,3,9,11,12,11,11,3,3,3
"3714500WDSD",12,2,13,8,6,7,2,12,11,8,8,1,4,4,8,8,8,8,9,1,1
"371170000HM",12,6,6,1,7,13,13,1,2,12,12,12,7,7,7,6,13,13,7,9,9
"3704700P01A",2,11,2,4,4,1,1,3,3,3,3,6,12,8,1,1,1,7,13,13,13
"37125000VSS",1,8,5,9,2,2,6,13,3,2,9,7,13,1,4,12,12,4,4,4,4
"3707500WEST",5,10,3,12,12,5,9,10,10,10,10,11,5,5,5,5,5,5,5,5,5
"3714701508B",7,6,6,1,7,13,13,1,13,12,12,12,7,7,7,6,13,13,7,9,9
"3714701508A",7,6,6,1,7,13,13,1,13,12,12,12,7,7,7,6,13,13,7,9,9
"37037000085",11,1,8,9,2,2,7,4,5,7,6,1,9,12,4,12,12,4,4,4,4
"37183016-11",6,7,9,11,11,11,12,2,2,13,13,8,6,6,6,7,6,1,1,7,7
"37183016-10",6,7,9,11,11,11,12,2,2,13,13,8,6,6,6,7,6,1,1,7,7
"3718100HTOP",12,2,11,11,11,8,11,12,1,8,8,8,7,7,7,7,6,1,1,7,7
"3715500005A",1,9,2,4,1,4,6,13,3,2,9,6,10,11,11,1,4,12,12,12,12
"371170000GR",7,6,6,1,7,13,13,1,13,12,12,12,7,7,7,6,13,13,7,9,9
"3705500CHCA",7,6,6,1,7,13,13,1,13,12,12,12,7,7,7,6,13,13,7,9,9
"371170000GN",12,6,6,1,7,13,13,1,2,12,12,12,7,7,7,6,13,13,7,9,9
"370210063.1",5,10,3,12,12,5,9,10,10,10,10,11,5,5,5,5,5,5,5,5,5
"3700500006A",9,3,10,3,3,12,10,6,6,4,4,5,11,3,3,11,3,3,3,3,3
"37051SL78-3",2,9,5,4,1,4,6,13,3,2,2,3,13,1,4,4,4,12,12,12,12
"371050000D2",11,8,5,9,2,2,6,7,3,7,2,3,13,1,4,12,12,4,4,4,4
"371050000D1",11,8,5,9,2,2,6,7,3,7,2,3,13,1,4,12,12,4,4,4,4
"37037000075",13,12,13,6,6,7,2,11,11,8,8,1,4,4,8,8,8,8,9,1,1
"37037000078",11,12,13,6,2,7,2,11,11,8,8,3,8,1,8,8,8,8,12,4,4
"3714701507B",7,6,6,1,7,13,13,1,13,12,12,12,7,7,7,6,13,13,7,9,9
"37065001401",12,2,6,1,11,13,13,1,2,1,12,12,6,6,6,7,6,1,1,7,7
"37099000CAN",5,10,3,12,12,5,9,10,10,10,10,11,5,5,5,5,5,5,5,5,5
"3703300ANDE",12,2,13,8,6,7,2,11,11,8,8,1,4,4,8,8,8,8,9,1,1
"37099000CAS",5,10,3,12,12,5,9,10,10,10,10,11,5,5,5,5,5,5,5,5,5
"371050000C2",11,8,5,9,2,4,6,7,3,7,2,3,13,1,4,12,12,4,4,4,4
"371370002OT",7,6,6,1,4,13,13,1,13,12,12,12,7,7,7,6,13,13,7,9,9
"371050000C1",11,8,5,9,2,4,2,7,3,7,2,3,13,1,4,12,12,4,4,4,4
"3707700OKHL",12,2,11,11,6,8,2,12,11,8,8,1,4,4,8,8,8,8,9,1,1
"37097000ST5",8,5,10,5,13,9,10,9,6,4,4,4,3,3,3,3,3,3,11,11,11
"37097000ST4",8,5,10,5,13,12,4,9,6,4,4,4,3,11,9,3,11,11,11,11,11
"37097000ST3",8,5,10,5,13,9,4,9,6,4,4,5,11,3,3,3,3,3,11,11,11
"37097000ST2",10,3,10,5,13,12,4,9,6,5,11,10,10,11,9,3,3,3,11,11,11
"37097000ST1",9,3,10,5,13,12,4,9,6,5,11,10,10,11,9,3,3,3,11,11,11
"3713300NM13",7,6,7,7,1,1,1,3,7,3,3,6,12,8,1,1,1,7,13,13,13
"37183005-08",11,7,11,6,8,8,2,11,1,13,13,13,8,13,13,13,7,6,6,6,6
"37183005-07",13,12,11,6,6,7,2,11,1,13,13,13,8,13,13,8,8,8,9,6,6
"37097000ST6",10,3,10,5,13,12,4,7,6,4,4,10,10,3,3,3,3,3,11,11,11
"371190238.1",10,4,4,13,9,10,8,8,9,6,5,10,1,10,2,2,2,2,2,2,10
"3707900WALS",12,11,2,1,7,13,13,1,13,12,1,8,6,6,6,6,13,13,13,13,13
"37083000HOL",12,2,6,1,11,13,13,1,2,1,1,8,7,7,7,7,6,1,1,7,7
"371050000E1",11,8,5,9,2,2,2,7,3,7,2,3,13,1,4,4,4,12,12,12,12
"370550000MH",7,6,6,1,7,13,13,1,13,12,12,12,7,7,7,6,13,13,7,9,9
"370450MULLS",8,5,12,3,3,9,10,9,6,4,4,5,11,3,3,3,3,3,11,11,11
"37183009-02",6,11,6,11,11,11,11,2,2,1,1,8,6,6,6,7,6,1,1,7,7
"3714100SC13",2,6,7,7,4,1,1,3,7,3,3,6,12,8,1,1,1,7,13,13,13
"37183009-01",12,2,9,11,11,11,11,2,2,1,1,8,6,6,6,7,6,1,1,7,7
"371050000E2",11,8,5,9,2,2,2,7,3,7,2,3,13,1,4,12,12,4,4,12,12
"3708100H19A",11,13,1,2,13,6,3,4,5,11,6,9,9,12,12,9,9,9,8,8,8
"37183005-06",11,7,11,6,6,7,2,11,1,13,13,13,8,13,13,13,7,6,6,6,6
"37125000WAB",1,8,5,9,2,2,7,13,8,2,9,7,10,11,11,12,12,4,4,4,4
"37183005-05",13,7,11,11,8,8,12,12,1,13,13,13,8,13,13,13,7,6,6,6,6
"37183005-03",11,7,11,6,8,8,12,12,1,13,13,13,8,13,13,13,7,6,6,6,6
"37183005-01",11,7,11,6,8,7,2,11,1,13,13,13,8,13,13,13,7,6,6,6,6
"37183009-03",6,2,6,11,11,11,11,2,2,1,1,8,6,6,6,7,6,1,1,7,7
"3714701504B",7,11,2,1,7,13,13,1,13,12,12,12,7,7,7,6,13,13,7,9,9
"3714701504A",7,11,6,1,7,13,13,1,13,12,12,12,7,7,7,6,13,13,7,9,9
"3708100H19B",11,13,1,2,13,6,3,4,5,11,6,9,9,12,12,9,9,9,8,8,8
"370830RINGW",12,2,6,1,11,13,13,1,2,1,1,8,7,7,7,6,6,1,1,7,7
"37181000EH1",12,2,11,11,11,8,11,12,1,8,8,8,7,7,7,7,6,1,1,7,7
"3719700BNVL",9,3,10,5,13,12,4,6,4,5,11,4,3,9,9,11,11,11,3,3,3
"371170000CR",12,6,6,1,7,13,13,1,13,12,12,12,7,7,7,6,13,13,7,9,9
"3705100CC17",2,9,2,4,1,4,6,13,3,2,2,3,13,1,4,4,4,12,12,12,12
"3705100CC16",2,9,2,4,1,4,6,13,3,2,2,3,13,1,4,4,4,12,12,12,12
"3705100CC15",1,9,2,4,1,4,6,13,3,2,2,3,13,1,4,4,4,12,12,12,12
"3705100CC14",2,9,2,4,1,4,6,13,3,2,2,3,13,1,4,4,4,12,12,12,12
"3705100CC13",2,9,2,4,1,4,6,13,3,2,2,3,13,1,4,4,4,12,12,12,12
"37119000207",10,1,8,13,9,3,8,8,9,6,5,10,1,10,2,2,2,2,2,2,10
"3705100CC12",2,9,2,4,1,4,6,13,3,2,2,3,13,1,4,4,4,12,12,12,12
"37119000206",10,1,12,13,9,3,4,8,9,6,5,10,1,10,2,2,2,2,2,2,10
"37119000205",4,1,4,13,9,3,8,5,8,6,7,2,2,2,10,10,10,10,2,2,10
"3705100CC10",1,9,2,4,1,4,6,13,3,2,2,3,13,1,4,4,4,12,12,12,12
"37119000203",4,4,4,10,9,3,5,5,12,9,7,7,10,10,10,10,10,10,10,10,10
"37119000202",10,1,8,13,9,3,8,8,9,6,5,10,1,10,2,2,2,2,2,2,10
"37119000201",4,4,4,10,9,3,5,5,12,9,7,2,2,2,10,10,10,10,10,10,2
"37119000200",8,4,4,13,5,10,5,8,9,6,5,10,1,10,10,10,10,10,2,2,10
"3705100CC19",2,9,2,4,1,4,6,13,3,2,2,3,13,1,4,4,4,12,12,12,12
"3705100CC18",2,9,2,4,1,4,6,13,3,2,2,3,13,1,4,4,4,12,12,12,12
"371010PR31B",6,9,9,6,11,11,11,2,2,13,13,8,6,6,6,7,6,1,1,7,7
"371010PR31A",6,9,9,6,11,11,11,2,2,13,13,8,6,6,6,7,6,1,12,12,12
"37119000209",10,4,8,13,9,10,8,8,9,6,5,10,1,10,2,2,2,2,2,2,10
"37119000208",10,1,12,13,3,9,4,8,9,6,5,10,1,10,2,2,2,2,2,2,10
"3705100LI65",2,9,9,6,1,4,6,13,3,2,2,3,13,1,4,4,4,12,12,12,12
"370830FAUCT",12,2,6,1,11,13,13,1,2,12,1,8,7,7,7,6,6,1,1,7,7
"37025008-00",10,1,8,13,2,12,8,7,8,7,9,7,10,11,11,12,12,4,4,4,4
"370210028.1",5,10,3,12,12,5,9,10,10,10,10,11,5,5,5,5,5,5,5,5,5
"37065000501",12,2,6,1,7,13,13,1,2,12,12,12,7,7,7,6,6,1,1,7,7
"3705100CC06",2,9,2,4,1,4,6,13,3,2,2,3,13,1,4,4,4,12,12,12,12
"3705100CC05",2,9,2,4,1,4,6,13,3,2,2,3,13,1,4,4,4,12,12,12,12
"3712700P20A",12,2,6,1,11,11,11,2,13,1,12,12,6,6,6,7,6,1,1,7,7
"3705100CC04",2,9,2,4,1,4,6,13,3,2,2,3,13,1,4,4,4,12,12,12,12
"3705100CC03",2,9,2,4,1,4,6,13,3,2,2,3,13,1,4,4,4,12,12,12,12
"370210015.1",5,10,3,12,12,5,9,10,10,10,10,11,5,5,5,5,5,5,5,5,5
"3707700WOEL",12,2,11,11,11,8,2,12,1,8,8,1,4,7,7,7,6,1,1,1,1
"37081000OR2",3,13,1,2,10,6,3,4,5,11,11,4,9,12,12,9,9,9,8,8,8
"3705100CC01",2,9,2,4,1,4,6,13,3,2,2,3,13,1,4,4,4,12,12,12,12
