"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500","iteration_1550","iteration_1600","iteration_1650","iteration_1700","iteration_1750","iteration_1800","iteration_1850","iteration_1900","iteration_1950","iteration_2000","iteration_2050","iteration_2100","iteration_2150","iteration_2200","iteration_2250","iteration_2300","iteration_2350","iteration_2400","iteration_2450","iteration_2500","iteration_2550","iteration_2600","iteration_2650","iteration_2700","iteration_2750","iteration_2800","iteration_2850","iteration_2900","iteration_2950","iteration_3000"
"37167000022",13,5,3,4,8,6,3,9,3,2,11,13,1,3,1,12,4,8,13,7,4,12,3,9,4,1,12,12,4,9,9,3,3,5,5,6,9,11,9,9,9,10,4,3,3,3,3,3,13,3,3,13,3,3,3,3,11,11,3,3,3
"370510G3A-1",1,1,12,1,6,1,12,1,12,7,3,11,11,11,2,3,2,13,10,10,2,8,10,7,12,11,7,11,12,11,12,1,12,12,3,3,3,2,2,2,2,9,12,10,9,2,13,2,2,2,2,2,1,1,1,1,7,7,7,7,7
"37167000021",13,5,3,4,8,6,3,9,3,2,11,6,3,3,1,12,4,8,1,7,4,12,3,9,4,1,12,12,4,9,9,3,3,5,5,6,9,11,9,9,9,10,4,3,3,3,3,3,13,3,3,13,3,3,3,3,11,11,3,3,3
"3700100003S",12,13,11,5,4,5,6,13,13,9,10,1,8,8,7,7,13,13,2,1,1,7,7,10,5,13,13,10,5,10,10,10,8,3,12,12,12,12,12,12,12,12,9,9,10,10,10,10,9,9,9,4,9,9,9,9,9,9,4,4,4
"37115GRAPEV",9,3,13,10,10,10,11,11,11,12,12,12,12,12,13,5,12,12,5,5,5,5,5,5,11,12,9,13,13,5,5,13,6,13,13,13,13,13,13,13,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"37167000020",13,5,3,4,8,6,3,9,3,2,11,6,3,3,1,12,4,8,1,7,4,12,3,9,4,1,12,12,4,9,9,3,3,5,5,6,9,11,9,9,9,10,4,3,3,3,3,3,13,3,3,13,3,3,3,3,11,11,3,3,3
"37183004-05",5,7,6,3,11,3,1,7,7,7,4,8,11,2,3,10,11,11,11,8,11,13,13,13,13,5,2,2,1,7,7,7,11,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,4,7,7,7,2,2,2,2,2,2,2,2,2
"37125000WND",7,2,4,12,8,4,5,5,5,1,3,6,3,3,1,12,4,8,1,7,4,12,3,9,4,1,12,12,10,6,9,3,3,5,5,6,9,11,9,9,9,10,4,3,3,3,3,3,13,3,3,13,3,3,3,3,11,11,3,3,3
"37191000029",2,6,7,11,1,7,7,8,1,8,4,8,7,4,11,11,3,6,6,6,6,8,8,2,2,7,8,8,8,12,11,12,10,4,1,8,8,10,7,3,3,1,1,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"37183004-04",6,7,6,3,11,3,1,7,7,7,7,7,11,11,9,10,1,11,11,8,11,1,13,13,13,5,2,2,1,7,7,7,11,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,4,7,7,7,2,2,2,2,2,2,2,2,2
"3700100003N",12,13,11,5,4,5,6,13,13,9,10,1,8,8,7,7,13,2,2,1,1,7,7,10,5,13,13,10,5,10,10,10,8,3,12,12,12,12,12,12,12,12,9,9,10,10,10,10,9,9,9,4,9,9,9,9,9,9,4,4,4
"37191000028",2,6,7,11,1,7,7,8,1,8,4,8,6,4,11,11,10,6,6,6,6,3,8,2,2,6,6,8,8,8,8,11,10,4,1,8,8,10,7,3,7,1,1,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"37183004-03",6,7,6,3,11,8,1,7,7,7,7,7,11,11,9,10,11,11,11,8,11,1,13,7,12,11,11,11,1,7,7,11,11,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,4,7,7,7,2,2,2,2,2,2,2,2,2
"37191000027",2,6,7,11,1,7,7,8,1,8,4,8,6,4,11,11,10,6,6,6,6,8,8,2,2,6,6,8,8,8,8,11,10,4,1,8,8,10,7,3,3,1,1,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"370210044.1",9,3,13,10,10,10,11,11,11,12,12,12,12,12,12,5,12,12,5,5,5,5,5,5,11,12,9,13,13,5,5,13,6,13,13,13,13,13,13,13,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"37183004-02",6,7,6,3,11,3,1,7,7,3,7,7,11,11,9,10,11,11,11,8,11,1,13,13,13,5,2,2,1,7,7,7,11,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,4,7,7,7,2,2,2,2,2,2,2,2,2
"37191000026",2,6,7,11,1,7,7,8,1,8,4,8,6,4,11,11,10,6,6,6,6,3,2,2,2,6,6,8,8,8,8,11,10,4,1,8,8,10,7,3,7,1,1,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"37183004-01",6,7,6,3,11,3,1,7,7,7,7,7,11,11,9,10,1,11,11,8,11,13,13,13,13,5,2,2,1,7,7,7,11,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,4,7,7,7,2,2,2,2,2,2,2,2,2
"37167000028",13,5,3,4,8,6,3,9,3,2,11,13,1,3,1,12,4,8,1,7,4,12,3,9,4,1,12,12,10,6,9,3,3,5,5,6,9,11,9,9,9,10,4,3,3,3,3,3,13,3,3,13,3,3,3,3,11,11,3,3,3
"37191000024",1,6,7,6,1,7,7,8,1,8,4,8,6,7,2,11,10,6,6,6,6,8,2,2,2,6,6,6,11,8,8,11,10,4,1,1,8,10,7,3,3,1,1,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"3716300CLNE",1,6,7,6,1,7,7,1,8,13,13,11,6,7,2,3,10,3,3,10,13,8,10,7,7,2,7,7,6,11,12,1,4,1,1,1,10,1,2,7,7,3,3,12,7,1,7,7,7,1,1,1,7,7,7,7,1,1,1,1,1
"37167000027",13,5,3,4,8,6,3,9,3,2,11,6,3,3,1,12,4,8,1,7,4,12,3,9,4,1,12,12,10,6,9,3,3,5,5,6,9,11,9,9,9,10,4,3,3,3,3,3,13,3,3,13,3,3,3,3,11,11,3,3,3
"37167000026",13,5,3,4,8,6,3,9,3,2,11,13,1,3,1,12,4,8,1,7,4,12,3,9,4,1,12,12,10,6,9,3,3,5,5,6,9,11,9,9,9,10,4,3,3,3,3,3,13,3,3,13,3,3,3,3,11,11,3,3,3
"37167000025",10,5,3,4,8,6,3,9,3,2,11,6,3,3,1,12,4,8,1,4,4,12,3,9,4,1,4,12,10,6,9,3,3,5,5,6,9,11,9,9,9,10,4,3,3,3,3,3,3,3,3,13,3,3,3,3,11,11,3,3,3
"3700100003W",12,13,11,5,4,5,6,13,13,9,10,1,10,8,7,7,13,2,2,1,1,7,7,10,5,13,13,10,5,10,10,10,8,3,12,12,12,12,12,12,12,12,9,9,10,10,10,10,9,9,9,4,9,9,9,9,9,9,4,4,4
"37167000024",13,5,3,4,8,6,3,9,3,2,11,6,3,3,1,12,4,1,1,4,4,12,3,9,4,1,12,12,4,9,3,9,9,5,5,6,9,11,9,9,9,10,4,3,3,3,3,3,3,3,3,13,3,3,3,3,11,11,3,3,3
"37167000023",13,5,3,4,8,6,3,9,3,2,11,6,3,3,1,12,4,8,1,7,4,12,3,9,4,1,12,12,4,9,9,3,3,5,5,6,9,11,9,9,9,10,4,3,3,3,3,3,13,3,3,13,3,3,3,3,11,11,3,3,3
"37025012-03",13,5,3,4,8,9,2,6,6,2,11,6,3,3,1,12,9,1,1,7,9,4,12,11,10,10,4,9,4,9,3,3,3,5,5,9,4,11,9,9,9,10,10,4,4,3,3,9,3,3,3,13,3,3,3,3,11,11,3,3,3
"370810NWASH",12,13,11,5,4,5,6,13,13,9,10,1,10,10,7,7,13,2,2,1,1,7,7,10,5,13,3,4,2,10,10,10,8,3,12,12,12,12,12,12,12,12,9,9,10,10,10,10,9,9,9,4,9,9,9,9,9,9,4,4,4
"37023000066",3,10,13,10,9,13,10,3,10,11,2,2,5,1,13,8,7,9,12,13,12,10,4,3,11,3,13,5,5,13,13,5,13,9,9,2,2,4,4,4,4,6,6,6,6,6,4,5,10,10,10,5,5,5,5,5,5,5,5,5,5
"37023000065",3,9,13,10,10,13,10,3,10,11,2,2,5,1,13,8,7,9,12,13,12,10,4,3,11,3,13,5,5,13,13,5,13,9,9,2,2,4,4,4,4,6,6,6,6,6,4,5,10,10,10,5,5,5,5,5,5,5,5,5,5
"37123000STA",13,5,3,4,4,6,3,5,13,1,11,6,3,3,1,12,4,8,1,7,4,12,3,9,4,1,12,12,10,6,9,3,3,5,5,6,9,11,9,9,9,10,4,3,3,3,3,3,13,3,3,13,3,3,3,3,11,11,3,3,3
"37023000064",3,9,13,2,9,13,10,3,10,11,2,2,5,1,13,8,5,9,12,13,12,10,4,3,9,3,5,5,5,13,13,5,13,9,9,2,2,4,4,4,4,6,6,6,6,6,4,5,10,10,10,5,5,5,5,5,5,5,5,5,5
"37023000062",3,9,13,10,10,13,10,3,10,11,2,12,12,1,13,8,7,9,12,13,12,5,5,5,11,3,13,5,5,13,13,5,13,9,9,2,2,4,4,4,4,6,6,6,6,6,4,5,10,10,10,5,5,5,5,5,5,5,5,5,5
"37025012-09",11,9,3,4,13,9,2,6,6,2,11,6,3,13,1,8,9,1,13,4,9,4,12,11,10,10,4,9,4,9,3,9,9,6,6,6,4,6,11,11,6,13,10,4,4,4,6,9,3,13,13,3,13,13,13,13,13,13,13,13,13
"37147001501",4,4,1,6,1,12,8,8,4,4,9,4,4,4,11,6,6,6,8,6,3,2,6,6,6,8,1,1,7,1,1,12,1,10,10,10,1,7,1,1,1,7,7,7,1,7,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8
"37025012-08",13,5,3,4,8,9,2,6,6,2,11,6,3,3,1,8,9,1,13,4,9,4,12,11,10,10,4,9,4,9,3,9,9,6,6,6,9,11,9,9,9,13,10,4,4,4,6,9,3,13,13,13,3,3,3,3,11,11,3,3,3
"37025012-06",13,5,3,4,8,9,2,6,6,2,11,6,3,3,1,12,9,1,13,4,4,4,12,11,10,10,4,12,4,9,3,9,9,6,5,6,9,11,9,9,9,13,4,4,4,3,3,3,3,3,3,13,3,3,3,3,11,11,3,3,3
"37025012-05",13,5,3,4,8,9,2,6,6,2,11,6,3,3,1,12,4,1,13,4,4,4,12,11,10,10,12,9,4,9,3,9,9,6,5,6,9,11,9,9,9,10,4,4,4,3,3,3,3,3,3,13,3,3,3,3,11,11,3,3,3
"37025012-04",13,5,3,4,8,9,2,6,6,2,11,6,3,3,1,12,9,1,13,7,4,4,12,11,10,10,4,9,4,9,3,9,9,6,5,6,9,11,9,9,9,10,4,4,4,3,3,3,3,3,3,13,3,3,3,3,11,11,3,3,3
"37147001509",4,4,1,6,1,12,8,8,1,4,9,9,7,6,6,6,6,10,8,6,3,2,6,6,6,8,1,1,7,1,1,4,1,10,10,10,1,7,1,1,1,7,7,7,1,7,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8
"37147001507",4,4,1,6,1,12,8,8,1,4,9,9,7,6,11,6,6,10,8,6,3,2,6,6,6,8,1,1,7,1,1,4,1,10,10,10,1,7,1,1,1,7,7,7,1,7,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8
"37147001506",4,4,1,6,1,12,8,8,1,8,9,9,7,6,11,6,6,10,8,6,3,2,6,6,6,8,1,1,7,1,1,4,1,10,10,10,1,7,1,1,1,7,7,7,1,7,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8
"37191000018",2,6,7,11,1,7,7,8,1,8,4,8,7,4,11,11,10,6,6,6,6,8,8,2,2,6,6,8,8,12,11,11,10,4,1,8,8,10,7,3,3,1,1,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"37191000017",2,6,7,11,1,7,7,8,1,8,4,8,7,4,11,11,10,6,6,6,6,8,8,2,2,6,6,8,8,12,11,11,10,4,1,8,8,10,7,3,3,1,1,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"37023000070",3,9,13,10,10,13,10,3,10,11,2,2,5,1,13,8,7,9,12,13,12,5,5,5,11,3,13,5,5,13,13,5,13,9,9,2,2,4,4,4,4,6,6,6,6,6,4,5,10,10,10,5,5,5,5,5,5,5,5,5,5
"3714100LT18",1,1,12,1,1,7,5,1,8,4,9,9,4,7,2,6,2,7,10,10,13,8,10,12,7,2,7,7,6,11,12,1,4,1,10,10,10,1,2,7,7,3,3,12,7,1,7,7,7,1,1,1,7,7,7,7,1,1,1,1,1
"37191000016",2,6,7,11,1,7,7,8,1,8,4,8,6,4,11,11,10,6,6,6,6,8,2,2,2,6,6,8,8,8,8,11,10,4,1,1,8,10,7,3,3,1,1,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"3712700P06A",4,4,1,11,3,12,7,12,4,8,8,4,9,2,3,2,6,10,6,3,6,2,6,6,6,8,1,1,7,1,1,12,10,10,4,8,11,3,10,10,10,2,2,2,2,9,2,4,8,4,4,9,4,4,4,4,4,4,9,9,9
"37147001503",4,4,1,6,1,12,8,8,1,8,9,4,7,4,11,6,6,10,8,6,3,3,6,6,6,8,1,1,7,1,1,12,1,10,10,10,1,7,1,1,1,7,7,7,1,7,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8
"37191000015",2,6,7,11,1,7,7,8,1,13,13,11,7,4,11,11,10,10,6,6,6,3,8,8,8,7,8,8,8,12,11,11,10,4,4,8,8,10,7,3,3,3,3,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"37191000014",2,6,7,11,1,7,7,8,1,8,4,8,7,4,11,11,10,10,6,6,6,3,8,8,8,7,8,8,8,12,11,11,10,4,1,8,8,10,7,3,3,1,1,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"37067000405",8,11,10,8,5,11,13,10,2,5,1,10,2,9,10,1,7,5,1,12,7,11,11,1,3,9,3,4,9,2,6,6,5,2,2,4,5,5,5,5,13,4,13,13,13,13,9,13,5,5,5,10,10,10,10,10,10,10,10,10,10
"37191000013",2,6,7,11,1,7,7,8,1,8,4,8,7,4,11,11,10,10,6,6,6,3,8,2,2,7,8,8,8,12,11,11,10,4,1,8,8,10,7,3,3,1,1,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"37067000404",8,11,10,8,5,11,13,10,2,5,1,10,2,9,10,1,7,5,1,12,7,11,11,1,3,9,3,4,9,2,6,6,5,2,2,4,5,5,5,5,13,4,13,13,13,13,9,13,5,5,5,10,10,10,10,10,10,10,10,10,10
"3712500WKWD",7,2,4,12,12,4,5,5,5,1,3,7,3,3,1,12,4,8,1,7,4,12,3,9,7,1,12,12,10,3,9,3,3,5,5,6,9,11,9,9,9,10,4,3,3,3,3,3,13,3,3,13,3,3,3,3,11,11,3,3,3
"3707700EAOX",5,12,2,7,12,12,4,12,7,3,8,4,9,8,8,2,6,10,6,3,6,2,6,6,6,8,1,1,7,1,1,7,7,11,11,11,11,3,10,10,10,2,2,2,2,9,2,4,8,4,4,9,4,4,4,4,4,4,9,9,9
"37067000403",8,11,10,8,9,11,13,10,2,5,1,10,2,9,10,1,7,5,9,12,7,11,11,1,3,9,3,4,9,2,6,6,5,2,2,4,5,5,5,5,13,4,13,13,13,13,9,13,5,5,5,10,10,10,10,10,10,10,10,10,10
"37067000402",8,11,10,8,5,11,13,10,2,5,1,10,2,9,10,1,7,5,1,12,7,11,11,1,3,9,3,4,9,2,10,10,8,3,12,12,12,12,12,12,12,12,9,9,10,10,10,10,5,5,5,10,10,10,10,10,10,10,10,10,10
"37067000401",8,11,10,8,5,11,13,10,2,5,1,10,2,9,10,1,7,5,1,12,7,11,11,1,3,9,3,4,2,2,10,10,8,3,12,12,12,12,12,12,12,12,9,9,10,10,10,10,5,5,5,10,10,10,10,10,10,10,10,10,10
"3713300HN14",2,6,7,6,1,7,8,4,1,4,9,11,4,6,6,6,10,6,8,6,3,3,8,8,8,7,8,8,8,12,11,4,1,4,10,10,1,7,1,1,1,3,3,12,7,1,1,1,1,1,1,1,7,7,7,7,1,1,1,1,1
"37175000TC1",9,3,13,10,10,10,11,11,11,12,12,12,12,12,12,5,12,12,5,5,5,5,5,5,11,12,9,13,13,5,5,13,6,13,13,13,13,13,13,13,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"3703100ATSL",2,4,1,6,3,7,8,4,4,4,9,9,4,6,6,6,10,6,8,6,3,3,8,8,8,7,8,8,8,12,11,4,1,4,10,10,1,7,1,1,1,7,7,7,1,7,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8
"371150SANDY",9,3,13,10,10,10,11,11,11,12,12,12,12,12,12,5,12,12,5,5,5,5,5,5,11,12,9,13,13,5,5,13,6,13,13,13,13,13,13,13,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"37175000TC7",9,3,13,10,10,10,11,11,11,12,12,12,12,12,12,5,12,12,5,5,5,5,5,5,11,12,9,13,13,5,5,13,6,13,13,13,13,13,13,13,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"3719700EBND",8,10,10,8,5,11,3,10,2,5,1,10,2,9,10,1,7,5,9,12,7,11,11,1,3,9,13,10,9,2,6,6,5,2,2,4,5,5,5,5,13,4,13,13,13,13,9,13,5,5,5,10,10,10,10,10,10,10,10,10,10
"37191000023",2,6,7,11,1,7,7,8,1,8,4,8,7,4,11,11,10,6,6,6,6,3,8,2,2,7,8,8,8,12,11,11,10,4,1,8,8,10,7,3,3,1,1,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"37191000022",2,6,7,11,1,7,7,8,1,8,4,8,7,4,11,11,3,6,6,6,6,3,8,2,2,7,8,8,8,12,11,11,10,4,1,8,8,10,7,3,3,1,1,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"37191000021",2,6,7,11,1,7,7,8,1,8,4,8,7,4,11,11,10,6,6,6,6,3,8,2,2,7,8,8,8,12,11,11,10,4,1,8,8,10,7,3,3,1,1,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"3703100MASM",2,6,7,6,3,7,8,4,1,4,9,9,4,6,6,6,10,6,8,6,3,3,8,8,8,7,8,8,8,12,11,4,1,4,10,10,1,7,1,1,1,7,7,7,1,7,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8
"3712700P05A",4,4,1,11,3,12,7,12,4,8,8,4,9,2,3,2,6,10,6,3,6,2,6,6,6,8,1,1,7,1,1,12,10,10,4,8,11,3,10,10,10,2,2,2,2,9,2,4,8,4,4,9,4,4,4,4,4,4,9,9,9
"370970000CD",3,10,5,2,9,13,10,3,10,11,2,2,5,1,13,1,5,5,9,12,7,10,4,1,9,9,5,5,9,2,6,6,13,2,2,4,5,5,5,5,13,4,13,13,13,13,9,13,5,5,5,10,10,5,5,5,5,5,5,5,5
"3719905-GRE",9,3,13,10,10,10,11,11,11,12,12,12,12,12,13,5,12,12,5,5,5,11,11,3,11,12,9,13,5,5,5,13,13,13,13,13,13,13,13,13,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"3708700BE56",9,3,13,10,10,10,11,11,11,12,12,12,12,12,12,5,12,12,5,5,5,5,5,5,11,12,9,13,13,5,5,13,6,13,13,13,13,13,13,13,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"371570000IR",12,13,11,5,4,5,6,10,2,5,10,10,10,10,8,7,13,2,2,12,1,7,7,10,5,13,13,10,5,10,6,6,5,2,2,4,5,5,5,5,13,4,13,13,13,13,9,13,9,9,9,4,9,9,9,9,9,9,4,4,4
"3719700DCRK",8,10,10,8,5,11,3,10,2,5,2,10,5,9,10,1,7,5,9,12,7,11,11,1,3,9,13,10,9,2,6,6,5,2,2,4,5,5,5,5,13,4,13,13,13,13,9,13,5,5,5,10,10,10,10,10,10,10,10,10,10
"370210050.1",9,3,13,10,10,10,11,11,11,12,12,12,12,12,13,5,12,12,5,5,5,5,5,5,11,12,9,13,13,5,5,13,6,13,13,13,13,13,13,13,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"370970000CS",3,10,5,8,9,13,10,3,10,11,2,6,3,1,13,1,5,5,9,12,7,10,4,9,9,9,5,10,9,2,6,6,13,2,2,4,5,5,5,5,13,4,13,13,13,13,9,13,5,5,5,10,10,5,5,5,5,5,5,5,5
"3706100KENA",2,6,7,6,1,7,7,1,1,13,13,11,6,7,2,11,10,6,8,6,3,3,8,8,8,7,7,7,6,11,12,1,4,1,4,1,10,1,2,7,7,3,3,12,7,1,7,7,7,1,1,1,7,7,7,7,1,1,1,1,1
"37001000011",12,13,11,5,4,5,6,13,13,9,10,1,8,8,8,7,13,13,7,1,1,7,7,13,13,5,2,2,12,10,10,10,12,12,12,12,12,12,12,12,12,12,12,10,9,2,9,2,2,2,2,2,1,1,1,1,7,7,7,7,7
"37081000RC2",12,13,11,5,4,5,6,13,13,9,10,1,8,10,7,7,13,2,2,1,1,13,1,10,5,13,13,10,5,10,10,10,8,3,12,12,12,12,12,12,12,12,9,9,10,10,10,10,9,9,9,4,9,9,9,9,9,9,4,4,4
"37081000RC1",12,13,11,5,4,5,6,13,13,9,10,1,8,10,7,7,13,2,2,1,1,13,1,10,5,13,3,4,2,10,10,10,8,3,12,12,12,12,12,12,12,12,9,9,10,10,10,10,9,9,9,4,9,9,9,9,9,9,4,4,4
"3710900LS12",3,9,8,9,9,13,10,3,10,11,2,2,5,1,13,13,5,9,12,13,12,10,4,11,9,9,5,5,9,13,13,5,13,9,9,2,2,6,4,4,4,6,6,6,6,6,4,5,10,10,10,5,5,5,5,5,5,5,5,5,5
"371170000BG",4,4,1,11,3,7,8,4,4,4,9,9,4,6,6,11,6,6,6,3,6,2,8,6,6,8,8,8,8,12,1,4,1,4,10,10,1,7,10,10,10,2,2,2,2,9,2,4,8,4,4,9,4,4,4,4,4,4,9,9,9
"370210022.2",9,3,13,10,10,10,11,11,11,12,12,12,12,12,12,5,12,12,5,5,5,5,5,5,11,12,9,13,13,5,5,13,6,13,13,13,13,13,13,13,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"3712700P08A",4,4,1,11,3,12,7,12,4,8,8,4,9,2,3,2,6,10,6,3,6,2,6,6,6,8,1,1,7,1,1,12,10,10,4,8,11,3,10,10,10,2,2,2,2,9,2,4,8,4,4,9,4,4,4,4,4,4,9,9,9
"371490TR123",9,3,8,10,10,13,11,11,11,12,12,12,12,12,12,5,12,12,5,5,5,5,5,5,9,12,9,13,13,5,5,13,6,13,13,13,13,4,4,4,4,6,6,6,6,6,4,5,10,10,10,5,5,5,5,5,5,5,5,5,5
"37001000013",12,13,11,5,4,5,6,13,5,9,3,1,8,8,7,7,13,13,7,1,1,7,7,13,13,5,2,2,12,10,2,8,12,12,3,3,3,2,12,12,12,12,12,10,10,10,10,10,9,9,9,4,9,9,9,9,9,9,4,4,4
"37125000BEN",7,2,4,4,4,1,5,5,5,2,3,6,3,3,1,12,4,8,1,7,4,12,3,9,4,1,12,12,10,6,9,3,3,5,5,6,9,11,9,9,9,10,4,3,3,3,3,3,13,3,3,13,3,3,3,3,11,11,3,3,3
"3703100BFT2",2,6,7,6,3,7,8,4,1,4,9,9,4,6,6,6,10,6,8,6,3,3,8,8,8,7,8,8,8,12,11,4,1,4,10,10,1,7,1,1,1,7,7,7,1,7,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8
"3703100BFT1",2,6,7,6,3,7,8,4,1,4,9,9,4,6,6,6,10,6,8,6,3,3,8,8,8,7,8,8,8,12,11,4,1,4,10,10,1,7,1,1,1,7,7,7,1,7,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8
"3710900LB34",3,9,8,9,9,2,10,3,10,11,2,2,5,1,13,13,5,9,12,13,12,10,4,3,9,9,5,5,9,13,13,5,13,9,9,2,2,6,4,4,4,6,6,6,6,6,4,5,10,10,10,5,5,5,5,5,5,5,5,5,5
