"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500","iteration_1550","iteration_1600","iteration_1650","iteration_1700","iteration_1750","iteration_1800","iteration_1850","iteration_1900","iteration_1950","iteration_2000","iteration_2050","iteration_2100","iteration_2150","iteration_2200","iteration_2250","iteration_2300","iteration_2350","iteration_2400","iteration_2450","iteration_2500"
"37191000028",12,14,1,10,7,7,7,6,10,13,10,3,10,2,10,9,9,2,8,8,8,9,9,9,9,9,14,14,14,2,7,3,3,3,3,3,3,3,3,3,1,1,1,14,14,14,1,5,5,5,5
"37183004-03",1,12,13,14,10,10,13,2,2,13,4,5,3,3,4,5,5,5,10,10,9,8,14,6,3,3,3,3,3,7,2,2,2,11,2,2,2,2,6,1,3,3,3,3,11,11,11,3,3,11,11
"37191000027",12,14,1,10,7,7,7,6,10,13,10,3,10,2,10,9,9,2,8,8,8,9,9,9,9,9,14,14,14,2,7,3,3,3,3,3,3,3,3,3,1,1,1,14,14,14,1,5,5,5,5
"370210044.1",5,5,5,11,11,12,14,12,14,14,11,8,12,6,6,6,7,14,7,4,11,7,11,5,5,1,1,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"37183004-02",1,12,13,14,13,10,13,2,2,13,4,5,3,3,4,5,5,5,11,10,9,8,3,6,3,3,3,3,3,7,2,2,2,11,2,2,2,2,6,1,3,3,3,3,11,11,11,3,3,11,11
"37191000026",12,14,1,10,7,7,7,6,10,13,10,3,10,2,10,9,9,2,8,8,8,9,9,9,9,9,14,14,14,2,7,3,3,3,3,3,3,3,3,3,1,1,1,14,14,14,1,5,5,5,5
"37183004-01",14,12,13,14,13,10,13,2,2,13,4,5,3,3,4,5,5,5,11,10,9,8,3,6,3,3,3,3,3,7,2,11,2,11,2,2,2,2,6,1,3,3,3,3,11,11,11,3,3,11,11
"37167000028",14,12,2,6,2,14,1,4,12,9,12,6,9,8,5,14,14,6,11,1,10,10,7,7,10,10,4,8,8,5,14,14,13,13,13,10,14,13,13,13,13,10,13,13,7,13,13,13,13,13,10
"37191000024",12,14,1,10,7,9,13,6,10,13,10,3,10,2,10,9,9,2,8,8,8,9,9,9,9,9,14,14,14,2,7,3,3,3,3,3,3,3,3,3,1,1,1,14,14,14,1,5,5,5,5
"3716300CLNE",7,14,1,12,4,9,1,1,3,13,13,4,4,9,1,9,9,2,8,8,8,2,8,3,14,14,14,14,2,6,6,7,7,7,7,7,7,7,14,14,14,14,14,1,1,1,14,14,14,14,14
"37167000027",14,6,8,6,2,14,1,4,12,9,12,6,9,14,8,14,14,6,11,1,10,10,7,7,10,10,4,8,8,5,14,14,13,13,13,10,14,13,13,13,13,10,13,13,7,13,13,13,13,13,10
"37167000026",14,6,8,12,1,14,1,4,12,9,12,6,9,8,5,14,14,1,1,1,10,10,7,7,10,10,4,8,8,5,14,14,13,13,13,10,14,13,13,13,13,10,13,13,7,13,13,13,13,13,10
"37167000025",14,6,9,6,3,14,4,7,11,12,12,6,9,8,5,14,14,1,1,1,10,10,7,7,10,10,4,8,8,5,14,14,13,13,13,10,14,13,13,13,13,10,13,13,7,13,13,13,13,13,10
"3700100003W",10,11,14,3,5,5,5,5,5,1,7,13,7,5,3,5,11,12,12,2,3,3,1,2,8,8,9,7,7,14,5,6,11,2,6,6,6,11,11,11,11,11,11,2,2,2,2,11,11,3,3
"37167000024",14,6,8,6,3,14,4,4,12,12,12,6,9,8,5,14,14,1,1,1,10,10,7,7,10,10,4,8,8,5,14,14,13,13,13,10,14,13,13,13,13,10,13,13,7,13,13,13,13,13,10
"37167000023",14,6,8,6,3,14,4,4,12,12,12,6,9,8,5,14,14,1,1,1,10,10,7,7,10,10,4,8,8,5,14,14,13,13,13,10,14,13,13,13,13,10,13,13,7,13,13,13,13,13,10
"37025012-03",13,6,8,6,3,14,3,7,11,9,12,14,11,13,13,7,13,13,1,1,10,10,7,7,10,10,4,8,8,5,14,14,13,13,13,10,14,13,13,13,13,10,13,13,7,13,13,13,13,13,10
"370810NWASH",10,11,14,3,9,1,6,9,5,1,7,7,13,14,11,8,12,11,2,2,3,3,1,2,4,8,9,7,11,11,11,9,9,9,9,9,9,9,9,9,6,6,6,6,6,6,6,6,6,6,6
"37023000066",9,9,11,2,8,11,12,14,6,8,9,11,14,7,7,3,6,7,14,7,7,5,10,11,11,11,5,5,5,4,4,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4
"37023000065",9,9,11,2,8,11,12,8,6,8,9,11,14,7,7,3,6,7,14,7,7,11,10,11,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4
"37123000STA",14,12,2,12,1,9,1,3,9,4,13,4,4,9,5,14,8,6,11,13,5,2,6,8,13,7,4,8,8,5,3,5,4,4,4,4,4,4,7,7,7,5,5,5,5,5,5,1,1,1,13
"37023000064",9,4,4,2,8,11,12,8,4,11,9,11,14,7,7,3,6,7,14,7,7,11,10,11,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4
"37023000062",9,9,11,2,8,11,12,14,6,8,9,11,14,7,7,3,6,14,14,4,11,5,10,11,11,11,1,5,5,4,4,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4
"37025012-09",13,6,8,6,3,14,3,7,11,9,12,14,11,12,13,7,13,13,1,1,10,10,7,7,10,10,4,8,8,5,14,14,13,13,13,10,14,13,13,13,13,10,13,13,7,13,13,13,13,13,10
"37147001501",3,3,12,1,14,2,2,6,7,2,1,2,2,10,10,9,2,10,6,6,6,6,12,12,6,6,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"37025012-08",13,6,8,6,3,14,3,7,11,9,12,14,11,12,13,7,13,13,1,1,10,10,7,7,10,10,4,8,8,5,14,14,13,13,13,10,14,13,13,13,13,10,13,13,7,13,13,13,13,13,10
"37025012-06",13,6,8,6,3,14,3,7,11,9,12,14,11,13,13,7,13,13,1,1,10,10,7,7,10,10,4,8,8,5,14,14,13,13,13,10,14,13,13,13,13,10,13,13,7,13,13,13,13,13,10
"37025012-05",13,6,8,6,3,14,3,7,11,9,12,14,11,13,13,7,13,13,1,1,10,10,7,7,10,10,4,8,8,5,14,14,13,13,13,10,14,13,13,13,13,10,13,13,7,13,13,13,13,13,10
"37025012-04",13,6,8,6,3,14,3,7,11,9,12,14,11,13,13,7,13,13,1,1,10,10,7,7,10,10,4,8,8,5,14,14,13,13,13,10,14,13,13,13,13,10,13,13,7,13,13,13,13,13,10
"37147001509",3,3,12,1,14,2,2,6,13,2,1,2,10,10,2,2,2,10,6,6,6,6,12,12,6,6,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"37147001507",3,3,12,1,14,2,2,6,13,7,1,2,2,10,10,9,2,10,6,6,6,6,12,12,6,6,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"37147001506",3,3,12,1,14,2,2,6,13,7,1,2,2,10,10,9,2,10,6,6,6,6,12,12,6,6,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"37191000018",12,14,1,10,7,7,7,6,10,13,10,3,10,2,10,9,9,2,8,8,8,9,9,9,9,9,14,14,14,2,7,3,3,3,3,3,3,3,3,3,1,1,1,14,14,14,1,5,5,5,5
"37191000017",12,14,1,10,7,7,7,6,10,13,10,3,10,2,10,9,9,2,8,8,8,9,9,9,9,9,14,14,14,2,7,3,3,3,3,3,3,3,3,3,1,1,1,14,14,14,1,5,5,5,5
"37023000070",9,9,11,2,8,11,12,8,6,8,9,11,14,7,7,3,6,14,14,7,7,11,10,11,11,11,1,5,5,4,4,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4
"3714100LT18",4,13,3,7,14,9,9,1,3,3,3,1,1,1,1,1,1,6,5,5,13,13,6,3,14,14,6,6,6,6,6,7,7,7,7,7,7,7,14,14,14,14,14,1,1,1,14,14,14,14,14
"37191000016",12,14,1,10,7,7,7,6,10,13,10,3,10,2,10,9,9,2,8,8,8,9,9,9,9,9,14,14,14,2,7,3,3,3,3,3,3,3,3,3,1,1,1,14,14,14,1,5,5,5,5
"3712700P06A",3,2,1,1,7,2,7,13,7,7,1,3,2,10,10,9,2,8,6,9,6,6,12,12,6,6,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"37147001503",3,3,12,1,14,2,2,6,13,2,1,2,2,10,10,9,2,10,6,6,6,6,12,12,6,6,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"37191000015",12,3,1,10,4,7,7,6,10,13,10,3,10,2,10,9,9,2,8,8,8,9,9,9,9,9,14,14,14,2,7,3,3,3,3,3,3,3,3,3,1,1,1,14,14,14,1,5,5,5,5
"37191000014",12,14,1,10,7,7,7,6,10,13,10,3,10,2,10,9,9,2,8,8,8,9,9,9,9,9,14,14,14,2,7,3,3,3,3,3,3,3,3,3,1,1,1,14,14,14,1,5,5,5,5
"37067000405",10,10,6,5,2,6,8,7,11,6,8,6,9,11,8,14,8,1,3,3,1,1,2,13,2,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,9,9,9
"37191000013",12,3,1,10,7,7,7,6,10,13,10,3,2,2,10,9,9,2,8,8,8,9,9,9,9,9,14,14,14,2,7,3,3,3,3,3,3,3,3,3,1,1,1,14,14,14,1,5,5,5,5
"37067000404",10,10,6,9,2,6,8,7,11,6,8,6,9,11,11,14,8,1,3,3,1,1,2,13,2,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,9,9,9
"3712500WKWD",14,12,2,12,1,9,1,3,9,4,13,4,4,9,5,4,14,5,9,13,5,2,8,8,13,7,10,2,2,3,3,5,4,4,4,4,4,4,7,7,7,5,5,5,5,5,5,1,1,1,13
"3707700EAOX",2,1,14,3,10,10,10,10,7,7,1,10,5,3,3,10,11,12,12,12,2,12,3,14,12,12,11,10,10,10,10,2,11,2,11,11,11,6,2,2,2,2,2,11,3,3,3,2,2,2,2
"37067000403",11,10,6,9,2,6,8,7,11,6,8,6,9,11,8,14,8,1,3,3,1,1,2,13,2,8,9,9,9,9,9,10,10,10,10,13,13,14,4,6,9,9,9,9,9,10,10,10,9,9,9
"37067000402",10,10,6,9,2,6,6,7,11,6,8,6,9,11,8,14,8,1,3,3,1,1,2,13,2,8,9,9,9,9,9,10,10,10,10,13,13,14,4,6,9,9,9,9,9,10,10,10,9,9,9
"37067000401",10,10,6,5,2,6,6,7,6,6,8,6,9,11,11,14,8,1,3,3,1,1,2,13,2,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,9,9,9
"3713300HN14",4,13,3,7,14,7,2,6,13,2,3,2,10,2,2,2,9,2,8,8,8,9,9,9,9,9,14,14,14,2,7,3,3,3,3,3,3,3,3,3,1,1,1,14,14,14,1,5,5,5,5
"37175000TC1",5,5,5,11,11,12,14,12,14,14,11,8,12,6,6,6,7,14,7,4,11,7,11,5,5,1,1,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"3703100ATSL",3,13,3,7,14,7,2,13,13,2,2,2,10,2,2,2,9,2,8,8,8,9,9,9,9,9,14,14,14,2,7,3,3,3,3,3,3,3,3,3,1,1,1,14,14,14,1,5,5,5,5
"371150SANDY",5,5,5,11,11,12,14,12,14,14,11,8,14,6,6,6,7,14,7,4,11,7,11,5,5,1,1,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"37175000TC7",5,5,5,11,11,12,14,12,14,14,11,8,12,6,6,6,7,14,7,4,11,7,11,5,5,1,1,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"3719700EBND",11,10,6,9,8,6,8,14,6,8,8,6,9,7,7,3,8,7,14,7,7,5,10,11,11,11,5,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4
"37191000023",12,14,1,10,7,7,7,6,10,13,10,3,10,2,10,9,9,2,8,8,8,9,9,9,9,9,14,14,14,2,7,3,3,3,3,3,3,3,3,3,1,1,1,14,14,14,1,5,5,5,5
"37191000022",12,14,1,10,7,7,7,6,10,13,10,3,10,2,10,9,9,2,8,8,8,9,9,9,9,9,14,14,14,2,7,3,3,3,3,3,3,3,3,3,1,1,1,14,14,14,1,5,5,5,5
"37191000021",12,14,1,10,7,7,7,6,10,13,10,3,10,2,10,9,9,2,8,8,8,9,9,9,9,9,14,14,14,2,7,3,3,3,3,3,3,3,3,3,1,1,1,14,14,14,1,5,5,5,5
"3703100MASM",3,13,3,7,14,7,2,13,13,2,2,2,10,2,2,2,9,2,8,8,8,9,9,9,9,9,14,14,14,2,7,3,3,3,3,3,3,3,3,3,1,1,1,14,14,14,1,5,5,5,5
"3712700P05A",3,2,12,1,7,2,7,13,7,7,1,3,2,10,10,9,2,8,6,6,6,6,12,12,6,6,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"370970000CD",9,9,11,2,8,8,3,8,6,8,6,11,14,13,8,3,6,7,14,7,7,5,10,1,11,11,5,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4
"3719905-GRE",5,5,5,2,11,11,14,12,14,14,11,11,14,6,6,6,7,14,7,4,11,7,11,5,5,1,1,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"3708700BE56",5,5,5,11,11,12,14,12,14,14,11,8,12,6,6,6,7,14,7,4,11,7,11,5,5,1,1,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"371570000IR",10,11,6,5,2,1,6,9,5,5,5,7,13,14,11,8,12,11,2,2,3,3,1,2,4,8,9,7,11,11,11,9,9,9,9,9,9,9,9,9,6,6,6,6,6,6,6,6,6,6,6
"3719700DCRK",11,10,6,9,8,6,8,14,6,8,8,6,9,7,7,3,8,7,14,7,7,5,10,11,11,11,5,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4
"370210050.1",5,5,5,11,11,12,14,12,14,14,11,8,14,6,6,6,7,14,7,4,11,7,11,5,5,1,1,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"370970000CS",9,9,11,2,8,8,3,14,11,8,6,6,14,13,8,14,6,7,14,7,7,5,10,13,2,2,5,1,1,1,1,1,1,1,14,14,10,10,1,4,4,4,4,4,4,4,4,4,4,4,4
"3706100KENA",7,13,1,10,4,9,2,6,3,13,10,3,10,2,10,9,9,2,8,8,8,9,9,9,9,9,14,14,14,2,7,3,3,3,3,3,3,3,3,3,1,1,1,14,14,14,1,5,5,5,5
"37001000011",2,1,14,3,9,5,5,5,1,1,7,13,7,5,3,10,11,12,12,12,2,12,13,10,8,4,2,11,7,14,5,6,11,2,6,6,6,11,11,11,11,11,11,2,2,2,2,11,11,3,3
"37081000RC2",10,11,10,5,5,1,6,9,5,5,5,13,13,14,11,8,12,11,2,2,3,3,1,2,4,8,9,7,11,11,11,9,9,9,6,9,9,9,9,9,6,6,6,6,6,6,6,6,6,6,6
"37081000RC1",10,11,10,5,5,1,6,9,5,5,5,7,13,14,11,8,12,11,2,2,3,3,1,2,4,8,9,7,11,11,11,9,9,9,6,9,9,9,9,9,6,6,6,6,6,6,6,6,6,6,6
"3710900LS12",8,4,11,8,12,8,3,8,4,11,9,9,11,12,14,12,3,4,4,14,14,11,5,1,1,5,8,4,4,4,4,13,14,14,14,14,10,10,10,10,10,13,10,10,10,9,9,9,10,10,1
"371170000BG",3,3,12,1,14,2,2,13,13,2,2,3,2,10,2,2,2,10,6,6,6,6,12,12,6,6,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"370210022.2",5,5,5,11,11,12,14,12,14,14,11,8,12,6,6,6,7,14,7,4,11,7,11,5,5,1,1,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"3712700P08A",3,3,12,1,7,2,7,13,7,7,1,3,2,10,10,9,2,10,6,6,6,6,12,12,6,6,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"371490TR123",8,4,11,11,11,12,14,12,14,14,11,8,12,6,6,12,3,4,4,14,14,7,11,11,1,1,1,5,5,4,4,13,14,14,1,1,1,1,10,10,10,13,10,10,10,9,9,9,10,10,1
"37001000013",2,1,14,3,9,5,5,5,1,1,7,13,7,5,3,5,11,12,2,12,2,12,13,10,8,4,2,11,7,14,5,6,11,2,6,6,6,11,11,11,11,11,11,2,2,2,2,11,11,3,3
"37125000BEN",14,12,2,12,1,9,1,3,9,4,13,4,4,9,5,4,14,5,11,13,5,2,8,8,13,7,10,11,8,5,3,5,4,4,4,4,4,4,7,7,7,5,5,5,5,5,5,1,1,1,13
"3703100BFT2",3,13,3,7,14,7,2,13,13,2,2,2,10,2,2,2,9,2,8,8,8,9,9,9,9,9,14,14,14,2,7,3,3,3,3,3,3,3,3,3,1,1,1,14,14,14,1,5,5,5,5
"3703100BFT1",3,13,3,7,14,7,2,13,13,2,2,2,10,2,2,2,9,2,8,8,8,9,9,9,9,9,14,14,14,2,7,3,3,3,3,3,3,3,3,3,1,1,1,14,14,14,1,5,5,5,5
"3710900LB34",8,4,11,8,12,8,3,8,4,11,9,9,11,12,14,12,3,4,4,14,14,11,5,1,1,5,8,4,4,4,4,13,14,14,14,14,10,10,10,10,10,13,10,10,10,9,9,9,10,10,1
"3708300CONC",3,3,12,1,7,2,7,13,7,7,2,3,2,10,10,9,2,10,6,6,6,6,12,12,6,6,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"3705100LR63",7,7,2,12,1,4,9,3,9,4,13,4,4,9,5,4,14,9,9,13,5,2,8,8,13,7,10,2,2,3,3,5,4,4,4,4,4,4,7,7,7,5,5,5,5,5,5,1,1,1,13
"3705500KTHK",3,3,12,1,7,7,2,13,13,2,2,2,10,2,2,2,2,10,6,6,6,6,12,12,6,6,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"370970000FT",13,9,4,2,8,8,3,11,8,8,6,6,14,7,7,14,6,7,14,7,7,5,10,1,1,5,5,1,1,1,1,1,1,1,14,14,10,10,1,4,4,4,4,4,4,4,4,4,4,4,4
"37001000001",2,1,2,5,1,5,5,5,1,1,7,13,7,5,3,5,11,12,2,12,2,3,1,2,8,4,2,11,7,14,5,6,11,2,6,6,6,11,11,11,11,11,11,2,2,2,2,11,11,3,3
"3708100H29B",10,11,10,5,5,1,6,9,5,5,5,7,13,14,11,8,12,11,2,2,3,3,1,2,4,8,9,7,11,11,11,9,9,9,9,9,9,9,9,9,6,6,6,6,6,6,6,6,6,6,6
"3716300GIDD",12,14,7,10,4,9,1,1,10,13,10,3,10,2,1,9,9,2,8,8,8,9,9,9,9,9,14,14,14,6,6,7,7,7,7,7,7,7,14,14,14,14,14,1,1,1,14,14,14,14,14
"3708100H29A",10,11,10,5,5,1,6,9,5,5,5,7,13,14,11,8,12,11,2,2,3,3,1,2,4,8,9,7,11,11,11,9,9,9,9,9,9,9,9,9,6,6,6,6,6,6,6,6,6,6,6
"37005000004",11,10,6,9,8,11,12,14,6,8,8,11,14,7,7,3,6,7,14,7,7,5,10,11,11,11,5,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4
"3712700P07A",3,3,1,1,7,2,7,13,7,7,1,3,2,10,10,9,2,10,6,6,6,6,12,12,6,6,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"37005000001",11,10,11,9,8,11,12,14,6,8,8,11,14,7,7,3,6,7,14,7,7,5,10,11,11,11,5,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4
"37001000007",2,1,14,3,9,5,5,5,1,1,7,13,7,5,3,5,11,12,2,12,2,3,1,2,8,4,2,11,7,14,5,6,11,2,6,6,6,11,11,11,11,11,11,2,2,2,2,11,11,3,3
"370030000B1",9,9,11,2,8,11,12,8,6,8,6,11,11,12,14,3,6,7,14,7,7,5,10,11,11,11,5,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4
"37001000005",2,1,14,3,9,5,5,5,1,1,7,13,7,5,3,5,11,12,12,12,3,12,13,10,8,4,2,11,7,14,5,6,11,2,6,6,6,11,11,11,11,11,11,2,2,2,2,11,11,3,3
"37025001-02",13,6,9,6,3,14,1,7,11,9,12,14,11,13,13,7,13,13,1,1,10,10,7,7,10,10,4,8,8,5,14,14,13,13,13,10,14,13,13,13,13,10,13,13,7,13,13,13,13,13,10
"37001000004",2,1,14,3,9,5,5,5,1,1,7,13,7,5,3,5,11,12,12,12,3,12,13,10,8,8,11,11,7,14,5,6,11,2,6,6,6,11,11,11,11,11,11,2,2,2,2,11,11,3,3
"37001000002",2,1,14,3,9,1,6,5,1,1,7,13,7,5,3,5,11,12,2,2,2,3,1,2,8,4,2,11,7,14,5,6,11,2,6,6,6,11,11,11,11,11,11,2,2,2,2,11,11,3,3
"370970000EM",9,9,11,2,8,11,8,8,6,8,8,6,9,13,8,14,8,7,14,7,7,5,10,13,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4
"3719700SLIB",11,10,6,9,8,6,8,14,6,8,8,6,9,7,7,3,8,7,14,7,7,5,10,11,11,11,5,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4
"37025001-08",13,6,8,6,3,14,1,7,11,9,12,14,11,13,13,7,13,13,1,1,10,10,7,7,10,10,4,8,8,5,14,14,13,13,13,10,14,13,13,13,13,10,13,13,7,13,13,13,13,13,10
