"GEOID20","assignment"
"37025012-12",19
"37025012-11",19
"37025012-10",19
"3700300T2T3",23
"3712500EKWD",34
"371370005AP",27
"3704300TUSQ",39
"37191000001",7
"3715900019A",42
"370510G3A-2",36
"37167000022",18
"370510G3A-1",36
"37167000021",18
"3700100003S",33
"37115GRAPEV",1
"37167000020",18
"37183004-05",20
"37125000WND",18
"37191000029",7
"37183004-04",32
"3700100003N",47
"37191000028",7
"37183004-03",20
"37191000027",7
"370210044.1",48
"37183004-02",20
"37191000026",7
"37183004-01",20
"37167000028",18
"37191000024",7
"3716300CLNE",45
"37167000027",18
"37167000026",18
"37167000025",18
"3700100003W",47
"37167000024",18
"37167000023",18
"37025012-03",19
"370810NWASH",40
"37023000066",8
"37023000065",8
"37123000STA",18
"37023000064",8
"37023000062",8
"37025012-09",19
"37147001501",44
"37025012-08",19
"37025012-06",19
"37025012-05",19
"37025012-04",19
"37147001509",44
"37147001507",44
"37147001506",44
"37191000018",7
"37191000017",7
"37023000070",8
"3714100LT18",46
"37191000016",7
"3712700P06A",24
"37147001503",44
"37191000015",7
"37191000014",7
"37067000405",43
"37191000013",7
"37067000404",43
"3712500WKWD",34
"3707700EAOX",11
"37067000403",4
"37067000402",4
"37067000401",43
"3713300HN14",22
"37175000TC1",48
"3703100ATSL",27
"371150SANDY",1
"37175000TC7",48
"3719700EBND",4
"37191000023",7
"37191000022",7
"37191000021",7
"3703100MASM",27
"3712700P05A",24
"370970000CD",23
"3719905-GRE",1
"3708700BE56",39
"371570000IR",15
"3719700DCRK",2
"370210050.1",48
"370970000CS",23
"3706100KENA",45
"37001000011",33
"37081000RC2",47
"37081000RC1",47
"3710900LS12",13
"371170000BG",31
"370210022.2",48
"3712700P08A",24
"371490TR123",1
"37001000013",33
"37125000BEN",49
"3703100BFT2",27
"3703100BFT1",27
"3710900LB34",13
"3708300CONC",24
"3705100LR63",36
"3705500KTHK",27
"370970000FT",23
"37001000001",33
"3708100H29B",17
"3716300GIDD",45
"3708100H29A",17
"37005000004",2
"3712700P07A",24
"37005000001",2
"37001000007",33
"370030000B1",23
"37001000005",33
"37025001-02",19
"37001000004",15
"37001000002",33
"370970000EM",2
"3719700SLIB",4
"37025001-08",19
"37025001-07",19
"370030000B2",23
"37025001-04",19
"37125000EWD",18
"37143BETHEL",31
"3719300113A",2
"370970DV2-A",42
"3708500PR16",34
"370070WADES",18
"3719903-EGY",1
"37155000041",30
"37155000040",30
"3703100BOGU",27
"3714500HLWY",16
"370970DV2-B",42
"37183016-06",12
"37183016-05",12
"37183016-04",12
"37183016-03",12
"37183016-02",12
"37183016-01",12
"3708500PR01",34
"370210041.1",48
"3703100IBSP",27
"3708500PR08",34
"3708500PR07",34
"37155000034",30
"37155000033",30
"3719908-CRA",1
"3703100CISL",27
"37155000030",30
"370830BUTWD",24
"37131SEABOA",31
"37025001-11",19
"37025001-10",19
"370210019.1",25
"37155000039",30
"37155000038",30
"37057000088",17
"37155000037",30
"37155000036",30
"37155000035",30
"37057000084",43
"3700700GULL",18
"37057000082",17
"3719300115A",2
"3704700P02B",30
"37057000076",49
"37057000074",49
"37057000072",17
"37147001101",44
"370810MON2B",40
"37057000070",17
"370810MON2A",40
"371170000HS",31
"37183016-09",12
"37183016-07",12
"37057000078",28
"3714500WDSD",16
"371170000HM",31
"3704700P01A",30
"37125000VSS",34
"3707500WEST",39
"3714701508B",44
"3714701508A",44
"37037000085",9
"37183016-11",37
"37183016-10",37
"3718100HTOP",11
"3715500005A",30
"371170000GR",31
"3705500CHCA",27
"371170000GN",31
"370210063.1",48
"3700500006A",2
"37051SL78-3",29
"371050000D2",34
"371050000D1",34
"37037000075",9
"37037000078",9
"3714701507B",44
"37065001401",24
"37099000CAN",39
"3703300ANDE",33
"37099000CAS",39
"371050000C2",34
"371370002OT",27
"371050000C1",34
"3707700OKHL",11
"37097000ST5",23
"37097000ST4",23
"37097000ST3",23
"37097000ST2",23
"37097000ST1",23
"3713300NM13",22
"37183005-08",20
"37183005-07",9
"37097000ST6",23
"371190238.1",14
"3707900WALS",7
"37083000HOL",24
"371050000E1",34
"370550000MH",27
"370450MULLS",13
"37183009-02",37
"3714100SC13",46
"37183009-01",37
"371050000E2",34
"3708100H19A",17
"37183005-06",9
"37125000WAB",18
"37183005-05",20
"37183005-03",20
"37183005-01",9
"37183009-03",37
"3714701504B",44
"3714701504A",44
"3708100H19B",17
"370830RINGW",24
"37181000EH1",11
"3719700BNVL",2
"371170000CR",31
"3705100CC17",29
"3705100CC16",29
"3705100CC15",36
"3705100CC14",29
"3705100CC13",29
"37119000207",42
"3705100CC12",29
"37119000206",42
"37119000205",14
"3705100CC10",36
"37119000203",14
"37119000202",42
"37119000201",21
"37119000200",26
"3705100CC19",29
"3705100CC18",29
"371010PR31B",6
"371010PR31A",6
"37119000209",26
"37119000208",42
"3705100LI65",29
"370830FAUCT",24
"37025008-00",18
"370210028.1",48
"37065000501",24
"3705100CC06",29
"3705100CC05",29
"3712700P20A",24
"3705100CC04",29
"3705100CC03",29
"370210015.1",48
"3707700WOEL",11
"37081000OR2",17
"3705100CC01",29
"37081000OR1",17
"3707700CRDM",11
"3707700CRDL",11
"3705100CC08",29
"3708500PR32",34
"3705100CC07",29
"3708500PR31",34
"37119000221",3
"37119000220",3
"37083000HPR",24
"371050000B2",34
"371050000B1",34
"37025004-13",19
"370810000GR",47
"370130SURBA",44
"37025004-12",19
"37119000229",10
"3705100CC34",29
"37025004-11",19
"37119000228",10
"3705100CC33",29
"37119000227",3
"3705100CC32",29
"37119000226",3
"37119000225",10
"37119000224",26
"3708500PR25",29
"3708500PR24",29
"37119000222",26
"3708500PR23",34
"371290000WB",50
"3708500PR20",29
"3714701505B",44
"370890000SM",25
"3714100SP15",46
"3714701505A",44
"371870000P2",31
"3708500PR29",29
"371870000P1",31
"3708500PR28",34
"3703900GCRK",39
"3708500PR26",29
"370890000SW",25
"37115REVERE",1
"371510000PR",49
"37119000210",26
"3705100CC27",36
"371050000A2",34
"3705100CC26",29
"371050000A1",34
"37025004-03",19
"3705100CC25",29
"3705100CC24",29
"37025004-01",19
"37119000218",3
"371870000P3",31
"37119000217",3
"37119000216",3
"3705100CC21",29
"37119000215",3
"37119000214",14
"37119000213",26
"37045KINGST",13
"37119000212",14
"37119000211",26
"37025004-09",19
"370890000RR",25
"37025004-08",19
"3705100CC29",36
"37065001001",24
"37119000219",3
"3710900BS26",13
"3705100CC31",36
"370210058.1",48
"37173000BC2",39
"370890000SB",25
"37173000BC1",39
"370890000SE",25
"3704300BRAS",39
"371510000SE",49
"370210006.1",48
"37055000WAN",27
"37095000OCK",27
"3700300000M",23
"371810000CC",11
"371510000SO",49
"3700300000W",23
"3703900HOTH",39
"3704500KM-S",13
"3704500KM-N",13
"3705100G11B",29
"371510000RN",49
"371510000RM",49
"37107000PH2",45
"37107000PH1",45
"3701900010B",46
"37183012-02",32
"37183012-01",32
"371110MAR-5",1
"371110MAR-4",1
"371110MAR-3",1
"371110MAR-2",1
"371110MAR-1",1
"370130WASH4",44
"370130WASH2",44
"370130WASH1",44
"3713300CR07",22
"3700300000E",23
"3708900HV-3",25
"3708900HV-2",25
"37125000CAR",34
"3708900HV-1",25
"37125000CAM",34
"370210001.1",48
"370890000NM",25
"370910000M2",31
"370890000NW",25
"370910000M1",31
"3707900HOOK",7
"370210049.1",48
"3707900MAUR",7
"370910000ML",31
"37179000021",41
"37081000GIB",47
"37065000102",24
"37065000101",24
"370210036.1",25
"3703300MILT",33
"371510000LC",49
"37179000027",41
"371510000LB",49
"3710900TA37",13
"37179000026",41
"37179000025",41
"37179000024",41
"37067000504",43
"371150BEECH",1
"37179000023",41
"37067000503",43
"37179000022",41
"37067000502",43
"37065000104",24
"37067000501",43
"37065000103",24
"371510000NM",49
"37183012-09",32
"37183012-08",32
"37099000GLV",39
"37183012-07",12
"3700300G1G2",23
"37183012-06",32
"37183012-05",32
"37183012-04",12
"37067000507",43
"37067000506",43
"3706100CYCK",45
"370890000RG",25
"37067000505",43
"371370001RB",27
"3706100CHAR",45
"37179000010",41
"37099000CFK",39
"37179000018",3
"37011000002",1
"37011000001",1
"37179000016",41
"371870000LM",31
"370890000PV",25
"37179000015",41
"37179000014",41
"37179000013",41
"37179000012",41
"370890000PR",25
"37179000011",41
"37143PARKVI",31
"37011000009",1
"37011000008",1
"37011000007",1
"37011000006",1
"37011000005",1
"37123000BIS",18
"37011000004",1
"37179000019",41
"37011000003",1
"37169001618",15
"37179000043",41
"37179000042",41
"37179000041",3
"37179000040",41
"370210023.3",25
"370210023.2",48
"37009000020",2
"370210014.3",48
"370210014.2",48
"3712700P22A",24
"3706100HALL",45
"37179000032",41
"37179000031",41
"37179000030",41
"37179000039",41
"37179000036",41
"37179000035",41
"370910000HV",31
"37179000034",41
"37179000033",41
"37119000243",10
"37119000242",42
"37119000241",26
"37119000240",42
