iteration,score,cut_edges
0,775,775
1,759,759
2,742,742
3,732,732
4,734,734
5,729,729
6,744,744
7,754,754
8,733,733
9,714,714
10,709,709
11,710,710
12,733,733
13,713,713
14,713,713
15,713,713
16,713,713
17,711,711
18,729,729
19,699,699
20,700,700
21,692,692
22,696,696
23,696,696
24,696,696
25,698,698
26,724,724
27,744,744
28,735,735
29,765,765
30,779,779
31,770,770
32,737,737
33,731,731
34,732,732
35,730,730
36,730,730
37,736,736
38,728,728
39,749,749
40,749,749
41,746,746
42,749,749
43,729,729
44,744,744
45,744,744
46,736,736
47,732,732
48,701,701
49,745,745
50,743,743
51,706,706
52,706,706
53,715,715
54,695,695
55,691,691
56,696,696
57,702,702
58,709,709
59,730,730
60,750,750
61,755,755
62,757,757
63,753,753
64,753,753
65,758,758
66,777,777
67,778,778
68,786,786
69,775,775
70,749,749
71,786,786
72,770,770
73,770,770
74,744,744
75,715,715
76,694,694
77,700,700
78,705,705
79,701,701
80,712,712
81,718,718
82,730,730
83,729,729
84,723,723
85,719,719
86,720,720
87,733,733
88,733,733
89,746,746
90,746,746
91,740,740
92,746,746
93,755,755
94,773,773
95,783,783
96,766,766
97,759,759
98,751,751
99,765,765
100,765,765
101,768,768
102,776,776
103,779,779
104,781,781
105,772,772
106,762,762
107,742,742
108,766,766
109,758,758
110,759,759
111,770,770
112,771,771
113,753,753
114,755,755
115,745,745
116,744,744
117,740,740
118,742,742
119,716,716
120,724,724
121,724,724
122,723,723
123,721,721
124,701,701
125,697,697
126,696,696
127,700,700
128,700,700
129,689,689
130,697,697
131,696,696
132,696,696
133,687,687
134,694,694
135,687,687
136,687,687
137,704,704
138,700,700
139,707,707
140,715,715
141,698,698
142,698,698
143,699,699
144,716,716
145,726,726
146,735,735
147,717,717
148,720,720
149,719,719
150,717,717
151,713,713
152,707,707
153,707,707
154,709,709
155,731,731
156,737,737
157,713,713
158,718,718
159,724,724
160,724,724
161,722,722
162,732,732
163,733,733
164,730,730
165,730,730
166,728,728
167,730,730
168,721,721
169,702,702
170,695,695
171,691,691
172,709,709
173,716,716
174,740,740
175,704,704
176,714,714
177,718,718
178,710,710
179,726,726
180,743,743
181,738,738
182,741,741
183,741,741
184,701,701
185,709,709
186,702,702
187,707,707
