"GEOID20","assignment"
"37025012-12",13
"37025012-11",13
"37025012-10",13
"3700300T2T3",4
"3712500EKWD",8
"371370005AP",9
"3704300TUSQ",12
"37191000001",9
"3715900019A",13
"370510G3A-2",8
"37167000022",8
"370510G3A-1",8
"37167000021",8
"3700100003S",6
"37115GRAPEV",12
"37167000020",8
"37183004-05",14
"37125000WND",8
"37191000029",9
"37183004-04",14
"3700100003N",6
"37191000028",9
"37183004-03",14
"37191000027",9
"370210044.1",12
"37183004-02",14
"37191000026",9
"37183004-01",14
"37167000028",8
"37191000024",9
"3716300CLNE",9
"37167000027",8
"37167000026",8
"37167000025",8
"3700100003W",6
"37167000024",8
"37167000023",8
"37025012-03",13
"370810NWASH",3
"37023000066",4
"37023000065",4
"37123000STA",8
"37023000064",4
"37023000062",4
"37025012-09",13
"37147001501",10
"37025012-08",13
"37025012-06",13
"37025012-05",13
"37025012-04",13
"37147001509",10
"37147001507",10
"37147001506",10
"37191000018",9
"37191000017",9
"37023000070",4
"3714100LT18",2
"37191000016",9
"3712700P06A",10
"37147001503",10
"37191000015",9
"37191000014",9
"37067000405",11
"37191000013",9
"37067000404",11
"3712500WKWD",8
"3707700EAOX",6
"37067000403",11
"37067000402",11
"37067000401",11
"3713300HN14",2
"37175000TC1",12
"3703100ATSL",9
"371150SANDY",12
"37175000TC7",12
"3719700EBND",11
"37191000023",9
"37191000022",9
"37191000021",9
"3703100MASM",9
"3712700P05A",10
"370970000CD",4
"3719905-GRE",12
"3708700BE56",12
"371570000IR",3
"3719700DCRK",11
"370210050.1",12
"370970000CS",4
"3706100KENA",9
"37001000011",6
"37081000RC2",3
"37081000RC1",3
"3710900LS12",4
"371170000BG",10
"370210022.2",12
"3712700P08A",10
"371490TR123",12
"37001000013",6
"37125000BEN",8
"3703100BFT2",9
"3703100BFT1",9
"3710900LB34",4
"3708300CONC",10
"3705100LR63",8
"3705500KTHK",10
"370970000FT",4
"37001000001",6
"3708100H29B",3
"3716300GIDD",9
"3708100H29A",3
"37005000004",11
"3712700P07A",10
"37005000001",11
"37001000007",6
"370030000B1",4
"37001000005",6
"37025001-02",13
"37001000004",6
"37001000002",6
"370970000EM",4
"3719700SLIB",11
"37025001-08",13
"37025001-07",13
"370030000B2",4
"37025001-04",13
"37125000EWD",8
"37143BETHEL",10
