"GEOID20","assignment"
"37025012-12",4
"37025012-11",4
"37025012-10",4
"3700300T2T3",5
"3712500EKWD",2
"371370005AP",11
"3704300TUSQ",13
"37191000001",3
"3715900019A",4
"370510G3A-2",2
"37167000022",4
"370510G3A-1",2
"37167000021",4
"3700100003S",7
"37115GRAPEV",13
"37167000020",4
"37183004-05",14
"37125000WND",2
"37191000029",3
"37183004-04",14
"3700100003N",7
"37191000028",3
"37183004-03",14
"37191000027",3
"370210044.1",13
"37183004-02",14
"37191000026",3
"37183004-01",14
"37167000028",4
"37191000024",3
"3716300CLNE",12
"37167000027",4
"37167000026",4
"37167000025",4
"3700100003W",7
"37167000024",4
"37167000023",4
"37025012-03",4
"370810NWASH",6
"37023000066",5
"37023000065",5
"37123000STA",4
"37023000064",5
"37023000062",5
"37025012-09",4
"37147001501",11
"37025012-08",4
"37025012-06",4
"37025012-05",4
"37025012-04",4
"37147001509",11
"37147001507",11
"37147001506",11
"37191000018",3
"37191000017",3
"37023000070",5
"3714100LT18",12
"37191000016",3
"3712700P06A",3
"37147001503",11
"37191000015",3
"37191000014",3
"37067000405",9
"37191000013",3
"37067000404",9
"3712500WKWD",2
"3707700EAOX",1
"37067000403",9
"37067000402",9
"37067000401",9
"3713300HN14",12
"37175000TC1",13
"3703100ATSL",11
"371150SANDY",13
"37175000TC7",13
"3719700EBND",9
"37191000023",3
"37191000022",3
"37191000021",3
"3703100MASM",11
"3712700P05A",3
"370970000CD",5
"3719905-GRE",5
"3708700BE56",13
"371570000IR",6
"3719700DCRK",9
"370210050.1",13
"370970000CS",5
"3706100KENA",12
"37001000011",7
"37081000RC2",6
"37081000RC1",7
"3710900LS12",8
"371170000BG",11
"370210022.2",13
"3712700P08A",3
"371490TR123",13
"37001000013",7
"37125000BEN",14
"3703100BFT2",11
"3703100BFT1",11
"3710900LB34",8
"3708300CONC",11
"3705100LR63",2
"3705500KTHK",11
"370970000FT",5
"37001000001",7
"3708100H29B",6
"3716300GIDD",12
"3708100H29A",6
"37005000004",5
"3712700P07A",3
"37005000001",5
"37001000007",7
"370030000B1",5
"37001000005",7
"37025001-02",4
"37001000004",7
"37001000002",7
"370970000EM",9
"3719700SLIB",9
"37025001-08",4
"37025001-07",4
"370030000B2",5
"37025001-04",4
"37125000EWD",2
"37143BETHEL",11
"3719300113A",5
"370970DV2-A",5
"3708500PR16",14
"370070WADES",4
"3719903-EGY",13
"37155000041",2
"37155000040",2
"3703100BOGU",11
"3714500HLWY",7
"370970DV2-B",8
"37183016-06",3
"37183016-05",14
"37183016-04",3
"37183016-03",3
"37183016-02",3
"37183016-01",3
"3708500PR01",2
"370210041.1",13
"3703100IBSP",11
"3708500PR08",14
"3708500PR07",14
"37155000034",2
"37155000033",2
"3719908-CRA",5
"3703100CISL",11
"37155000030",2
"370830BUTWD",3
"37131SEABOA",11
"37025001-11",4
"37025001-10",4
"370210019.1",13
"37155000039",2
"37155000038",2
"37057000088",6
"37155000037",2
"37155000036",2
"37155000035",2
"37057000084",9
"3700700GULL",4
"37057000082",9
"3719300115A",5
"3704700P02B",12
"37057000076",6
"37057000074",9
"37057000072",9
"37147001101",11
"370810MON2B",6
"37057000070",9
"370810MON2A",6
"371170000HS",11
"37183016-09",3
"37183016-07",3
"37057000078",9
"3714500WDSD",7
"371170000HM",11
"3704700P01A",12
"37125000VSS",2
"3707500WEST",13
"3714701508B",11
"3714701508A",11
"37037000085",14
"37183016-11",3
"37183016-10",3
"3718100HTOP",1
"3715500005A",2
"371170000GR",11
"3705500CHCA",11
"371170000GN",11
"370210063.1",13
"3700500006A",5
"37051SL78-3",2
"371050000D2",14
"371050000D1",14
"37037000075",7
"37037000078",7
"3714701507B",11
"37065001401",3
"37099000CAN",13
"3703300ANDE",7
"37099000CAS",13
"371050000C2",14
"371370002OT",11
"371050000C1",14
"3707700OKHL",1
"37097000ST5",5
"37097000ST4",5
"37097000ST3",5
"37097000ST2",5
"37097000ST1",5
"3713300NM13",12
"37183005-08",14
"37183005-07",14
"37097000ST6",5
"371190238.1",8
"3707900WALS",3
"37083000HOL",3
"371050000E1",14
"370550000MH",11
"370450MULLS",8
"37183009-02",3
"3714100SC13",12
"37183009-01",1
"371050000E2",14
"3708100H19A",6
"37183005-06",14
"37125000WAB",2
"37183005-05",1
"37183005-03",14
"37183005-01",14
"37183009-03",3
"3714701504B",11
"3714701504A",3
"3708100H19B",6
"370830RINGW",3
"37181000EH1",1
"3719700BNVL",9
"371170000CR",11
"3705100CC17",2
"3705100CC16",2
"3705100CC15",2
"3705100CC14",2
"3705100CC13",2
"37119000207",8
"3705100CC12",2
"37119000206",8
"37119000205",10
"3705100CC10",2
"37119000203",10
"37119000202",8
"37119000201",10
"37119000200",8
"3705100CC19",2
"3705100CC18",2
"371010PR31B",3
"371010PR31A",3
"37119000209",8
"37119000208",8
"3705100LI65",2
"370830FAUCT",3
"37025008-00",4
"370210028.1",13
"37065000501",3
"3705100CC06",2
"3705100CC05",2
"3712700P20A",3
"3705100CC04",2
"3705100CC03",2
"370210015.1",13
"3707700WOEL",1
"37081000OR2",6
"3705100CC01",2
"37081000OR1",6
"3707700CRDM",1
"3707700CRDL",1
"3705100CC08",2
"3708500PR32",14
"3705100CC07",2
"3708500PR31",2
"37119000221",4
"37119000220",4
"37083000HPR",11
"371050000B2",14
"371050000B1",14
"37025004-13",4
"370810000GR",6
"370130SURBA",11
"37025004-12",4
"37119000229",10
"3705100CC34",2
"37025004-11",4
"37119000228",10
"3705100CC33",2
"37119000227",4
"3705100CC32",2
"37119000226",10
"37119000225",10
"37119000224",8
"3708500PR25",2
"3708500PR24",14
"37119000222",8
"3708500PR23",14
"371290000WB",12
"3708500PR20",2
"3714701505B",11
"370890000SM",13
"3714100SP15",12
"3714701505A",11
"371870000P2",11
"3708500PR29",2
"371870000P1",11
"3708500PR28",14
"3703900GCRK",13
"3708500PR26",2
"370890000SW",13
"37115REVERE",13
"371510000PR",6
"37119000210",8
"3705100CC27",2
"371050000A2",14
"3705100CC26",2
"371050000A1",14
"37025004-03",4
"3705100CC25",2
"3705100CC24",2
"37025004-01",4
"37119000218",4
"371870000P3",11
"37119000217",10
"37119000216",10
"3705100CC21",2
"37119000215",10
"37119000214",8
"37119000213",8
"37045KINGST",8
"37119000212",10
"37119000211",8
"37025004-09",4
"370890000RR",13
"37025004-08",4
"3705100CC29",2
"37065001001",3
"37119000219",10
"3710900BS26",8
"3705100CC31",2
"370210058.1",13
"37173000BC2",13
"370890000SB",13
"37173000BC1",13
"370890000SE",13
"3704300BRAS",13
"371510000SE",14
"370210006.1",13
"37055000WAN",11
"37095000OCK",11
"3700300000M",5
"371810000CC",1
"371510000SO",14
"3700300000W",5
"3703900HOTH",13
"3704500KM-S",8
"3704500KM-N",8
"3705100G11B",2
"371510000RN",6
"371510000RM",14
"37107000PH2",11
"37107000PH1",11
"3701900010B",12
"37183012-02",14
"37183012-01",14
"371110MAR-5",5
"371110MAR-4",5
"371110MAR-3",5
"371110MAR-2",5
"371110MAR-1",5
"370130WASH4",11
"370130WASH2",11
"370130WASH1",11
"3713300CR07",12
"3700300000E",5
"3708900HV-3",13
"3708900HV-2",13
"37125000CAR",14
"3708900HV-1",13
"37125000CAM",14
"370210001.1",13
"370890000NM",13
"370910000M2",11
"370890000NW",13
"370910000M1",11
"3707900HOOK",11
"370210049.1",13
"3707900MAUR",11
"370910000ML",11
"37179000021",4
"37081000GIB",7
"37065000102",3
"37065000101",11
"370210036.1",13
"3703300MILT",7
"371510000LC",6
"37179000027",4
"371510000LB",6
"3710900TA37",8
"37179000026",4
"37179000025",4
"37179000024",4
"37067000504",9
"371150BEECH",13
"37179000023",4
"37067000503",9
"37179000022",4
"37067000502",9
"37065000104",3
"37067000501",9
"37065000103",3
"371510000NM",6
"37183012-09",14
"37183012-08",14
"37099000GLV",13
"37183012-07",14
"3700300G1G2",5
"37183012-06",14
"37183012-05",14
"37183012-04",14
"37067000507",9
"37067000506",9
"3706100CYCK",12
"370890000RG",13
"37067000505",9
"371370001RB",11
"3706100CHAR",12
"37179000010",4
"37099000CFK",13
"37179000018",4
"37011000002",5
"37011000001",5
"37179000016",4
"371870000LM",11
"370890000PV",13
"37179000015",4
"37179000014",4
"37179000013",4
"37179000012",4
"370890000PR",13
"37179000011",4
"37143PARKVI",11
"37011000009",5
"37011000008",5
"37011000007",5
"37011000006",5
"37011000005",5
"37123000BIS",4
"37011000004",5
"37179000019",4
"37011000003",5
"37169001618",9
"37179000043",4
"37179000042",4
"37179000041",4
"37179000040",4
"370210023.3",13
"370210023.2",13
"37009000020",5
"370210014.3",13
"370210014.2",13
"3712700P22A",3
"3706100HALL",12
"37179000032",4
"37179000031",4
"37179000030",4
"37179000039",4
"37179000036",4
"37179000035",4
"370910000HV",11
"37179000034",4
"37179000033",4
"37119000243",10
"37119000242",8
"37119000241",8
"37119000240",8
"3714500MTTZ",7
"3703900PCHT",13
"3712700P21A",3
"370210054.2",13
"3709700SH-B",5
"37147000301",11
"3709700SH-A",5
"37011000013",5
"37011000012",5
"37049000016",11
"37011000011",5
"37011000010",5
"37049000011",11
"37183001-09",1
"37119000232",10
"37119000231",10
"37183001-07",1
"37119000230",10
"37183001-06",1
"37011000019",5
"37183001-05",1
"37011000018",5
"37183001-04",1
"37011000017",5
"37183001-03",1
"37011000016",5
"3713300RL09",12
"37011000015",5
"37049000019",11
"3712700P24A",3
"37011000014",5
"37119000239",8
"37049000017",11
"37037000020",14
"37119000237",10
"37119000236",10
"37119000235",10
"37119000234",10
"37119000233",10
"370450RIPPY",8
"3715700ED-1",6
"37183001-13",1
"37037000024",14
