iteration,score,cut_edges,county_splits,dem_share_d1,dem_share_d2,dem_share_d3,dem_share_d4,dem_share_d5,dem_share_d6,dem_share_d7,dem_share_d8,dem_share_d9,dem_share_d10,dem_share_d11,dem_share_d12,dem_share_d13,dem_share_d14
0,2907.47342525638,746,62.6418669765694,0.450964040296217,0.726208494133335,0.403313127139376,0.416994438813824,0.42924309579751,0.616611945726388,0.458471835470699,0.464054976096099,0.464580829424004,0.64947990360363,0.503202591353918,0.317287299630086,0.490709037912516,0.392268046212202
1,2937.77874596469,751,63.6593480189612,0.450964040296217,0.726208494133335,0.401179955279792,0.418792560219534,0.42924309579751,0.616611945726388,0.458471835470699,0.464054976096099,0.464580829424004,0.64947990360363,0.503202591353918,0.317287299630086,0.490709037912516,0.392268046212202
2,2945.68627709649,756,63.737402087665,0.450964040296217,0.726208494133335,0.402226029897826,0.418792560219534,0.42924309579751,0.616611945726388,0.458471835470699,0.464054976096099,0.463090696569175,0.64947990360363,0.503202591353918,0.317287299630086,0.490709037912516,0.392268046212202
3,2879.73017979418,728,62.1594252125223,0.450964040296217,0.698603134553853,0.402226029897826,0.418792560219534,0.42924309579751,0.647974604791974,0.458471835470699,0.464054976096099,0.463090696569175,0.64947990360363,0.503202591353918,0.317287299630086,0.490709037912516,0.392268046212202
4,2956.73721939551,728,61.9802215394433,0.450964040296217,0.698603134553853,0.402226029897826,0.418792560219534,0.42924309579751,0.647974604791974,0.598345719594112,0.464054976096099,0.463090696569175,0.501890413537766,0.503202591353918,0.317287299630086,0.490709037912516,0.392268046212202
5,2956.73721939551,728,61.9802215394433,0.450964040296217,0.698603134553853,0.402226029897826,0.418792560219534,0.42924309579751,0.647974604791974,0.598345719594112,0.464054976096099,0.463090696569175,0.501890413537766,0.503202591353918,0.317287299630086,0.490709037912516,0.392268046212202
6,2955.40731126637,726,61.8285543915911,0.450964040296217,0.698603134553853,0.402226029897826,0.418792560219534,0.42924309579751,0.647974604791974,0.315788852957063,0.464054976096099,0.463090696569175,0.501890413537766,0.503202591353918,0.61393589925572,0.490709037912516,0.392268046212202
7,2897.31116383377,718,59.7907959556675,0.450964040296217,0.698603134553853,0.402226029897826,0.418792560219534,0.42924309579751,0.647974604791974,0.315788852957063,0.464054976096099,0.463090696569175,0.501890413537766,0.503202591353918,0.61393589925572,0.494312901764114,0.391291955517552
8,3005.88412980452,753,61.9721703388492,0.450964040296217,0.698603134553853,0.402226029897826,0.418792560219534,0.42924309579751,0.647974604791974,0.315788852957063,0.464054976096099,0.463090696569175,0.501890413537766,0.503202591353918,0.61393589925572,0.472807710456407,0.412086244250576
9,3005.48086716998,754,62.0319799776488,0.450964040296217,0.698603134553853,0.402226029897826,0.418792560219534,0.42924309579751,0.465171906370455,0.315788852957063,0.641857963550864,0.463090696569175,0.501890413537766,0.503202591353918,0.61393589925572,0.472807710456407,0.412086244250576
10,2930.45584157717,727,60.8995143479631,0.450964040296217,0.698603134553853,0.402226029897826,0.418792560219534,0.42924309579751,0.465171906370455,0.315788852957063,0.641857963550864,0.463090696569175,0.501890413537766,0.503202591353918,0.61393589925572,0.391777943256771,0.491345382579818
11,2825.74279256748,725,60.8073934455156,0.450964040296217,0.698603134553853,0.402226029897826,0.418792560219534,0.42924309579751,0.465171906370455,0.315788852957063,0.641857963550864,0.463090696569175,0.465340784993897,0.503202591353918,0.654782879054824,0.391777943256771,0.491345382579818
