"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000"
"3700100003N",12,13,10,10,11,6,2,2,3,3,12,1,6,5,5,1,1,11,11,11,11
"37191000028",10,9,11,13,5,13,9,5,1,13,13,3,9,3,7,4,7,1,12,12,12
"37183004-03",8,10,7,11,12,11,6,6,6,6,6,6,1,1,1,5,5,5,5,5,5
"37191000027",10,9,11,13,5,13,9,5,5,13,13,3,9,3,7,4,7,1,12,12,12
"370210044.1",2,12,2,2,2,1,7,7,8,8,10,4,2,2,2,6,6,9,9,9,2
"37183004-02",8,7,7,11,12,11,4,6,6,6,6,6,1,1,1,5,5,5,5,5,5
"37191000026",10,9,11,5,5,13,9,5,5,13,13,3,9,3,7,4,7,1,12,12,12
"37183004-01",8,7,7,11,12,11,4,6,11,6,6,6,1,1,1,5,5,5,5,5,5
"37167000028",11,6,1,1,3,7,1,2,10,4,7,5,5,12,3,10,2,10,10,6,10
"37191000024",10,11,11,13,5,13,9,5,5,13,13,3,9,3,7,4,7,1,12,12,12
"3716300CLNE",7,11,6,13,13,5,11,9,5,13,9,13,12,3,12,7,4,4,4,4,4
"37167000027",11,6,1,1,3,7,1,2,10,4,7,7,5,12,3,10,2,10,10,6,10
"37167000026",11,6,1,1,3,7,1,8,2,4,4,7,5,12,3,10,2,10,10,6,10
"37167000025",11,6,3,1,1,7,1,8,2,7,7,7,5,12,3,10,2,10,10,6,10
"3700100003W",12,13,10,10,11,6,2,2,3,3,12,1,6,5,5,1,1,11,11,11,11
"37167000024",11,6,3,1,1,7,1,8,2,4,7,7,5,12,3,10,2,10,10,6,10
"37167000023",11,6,3,1,1,7,1,8,2,7,4,7,5,12,3,10,2,10,10,6,10
"37025012-03",11,6,1,1,1,3,8,8,2,4,7,7,5,12,3,10,2,10,10,6,10
"370810NWASH",12,13,10,10,11,6,2,2,3,3,12,1,6,5,5,1,1,11,11,11,11
"37023000066",9,2,4,4,4,1,3,3,12,12,5,2,4,6,8,2,9,6,6,10,9
"37023000065",2,2,4,4,4,1,3,3,12,12,5,2,4,6,8,2,9,6,6,10,9
"37123000STA",11,6,1,1,12,10,2,11,13,4,11,12,5,12,3,10,10,10,10,6,10
"37023000064",2,2,4,4,4,1,3,3,7,10,8,2,4,6,8,2,9,6,6,10,9
"37023000062",9,2,4,4,4,2,3,3,12,12,10,4,4,6,8,2,9,6,6,10,9
"37025012-09",4,6,1,1,1,3,8,8,2,4,7,7,5,12,3,10,2,10,10,6,10
"37147001501",1,9,5,5,5,9,9,1,1,1,1,9,3,11,9,12,11,7,7,7,7
"37025012-08",4,6,1,1,1,3,8,8,2,4,7,7,5,12,3,10,2,10,10,6,10
"37025012-06",11,6,1,1,1,3,8,8,2,4,7,7,5,12,3,10,2,10,10,6,10
"37025012-05",11,6,1,1,1,3,8,8,2,4,7,7,5,12,3,10,2,10,10,6,10
"37025012-04",11,6,1,1,1,3,8,8,2,4,7,7,5,12,3,10,2,10,10,6,10
"37147001509",1,1,5,5,5,9,9,1,1,1,1,9,3,11,9,12,11,7,7,7,7
"37147001507",1,1,5,5,5,9,9,1,1,1,1,9,3,11,9,12,11,7,7,7,7
"37147001506",1,1,5,5,5,9,9,1,1,1,1,9,3,11,9,12,11,7,7,7,7
"37191000018",10,9,11,5,5,13,9,5,1,13,13,3,9,3,7,4,7,1,12,12,12
"37191000017",10,9,11,13,5,13,9,5,1,13,13,3,9,3,7,4,7,1,12,12,12
"37023000070",9,2,4,4,4,1,3,3,12,12,5,2,4,6,8,2,9,6,6,10,9
"3714100LT18",7,11,6,13,13,5,13,9,5,11,9,13,7,9,12,7,4,4,4,4,4
"37191000016",10,9,11,5,5,13,9,5,5,13,13,3,9,3,7,4,7,1,12,12,12
"3712700P06A",13,9,11,5,9,13,5,13,9,1,1,3,3,7,11,11,11,7,7,7,7
"37147001503",1,1,5,5,5,9,9,1,1,1,1,9,3,11,9,12,11,7,7,7,7
"37191000015",10,9,6,5,5,13,9,5,1,13,13,3,9,3,7,4,7,1,12,12,12
"37191000014",10,9,11,5,5,13,9,5,1,13,13,3,9,3,7,4,7,1,12,12,12
"37067000405",5,8,12,12,10,12,10,10,3,3,2,8,8,4,4,3,10,13,13,13,13
"37191000013",10,9,11,5,5,13,9,5,1,13,13,3,9,3,7,4,7,1,12,12,12
"37067000404",5,8,12,12,10,12,10,10,3,3,2,8,8,4,4,3,10,13,13,13,13
"3712500WKWD",3,5,9,6,6,10,11,11,13,9,11,12,12,8,10,9,3,3,3,3,6
"3707700EAOX",13,9,13,9,9,13,5,13,11,2,6,11,11,7,11,11,12,12,1,1,1
"37067000403",5,8,12,12,10,12,10,10,3,3,2,8,8,4,4,3,10,13,13,13,13
"37067000402",5,8,12,12,10,12,10,10,3,3,2,8,8,4,4,3,10,13,13,13,13
"37067000401",5,8,12,12,10,12,10,10,3,3,2,8,8,4,4,3,10,13,13,13,13
"3713300HN14",7,11,6,13,13,5,13,9,5,11,9,13,7,9,12,7,4,4,4,4,4
"37175000TC1",2,12,2,2,2,1,7,7,8,8,10,4,2,2,2,6,6,9,9,9,2
"3703100ATSL",1,1,5,9,5,9,9,1,1,1,1,9,3,11,9,12,11,7,7,7,7
"371150SANDY",2,12,2,2,2,1,7,7,8,8,10,4,2,2,2,6,6,9,9,9,2
"37175000TC7",2,12,2,2,2,1,7,7,8,8,10,4,2,2,2,6,6,9,9,9,2
"3719700EBND",5,8,12,12,10,12,10,10,3,3,2,8,8,4,4,3,10,13,13,13,13
"37191000023",10,9,11,5,5,13,9,5,1,13,13,3,9,3,7,4,7,1,12,12,12
"37191000022",10,9,11,5,5,13,9,5,1,13,13,3,9,3,7,4,7,1,12,12,12
"37191000021",10,9,11,5,5,13,9,5,1,13,13,3,9,3,7,4,7,1,12,12,12
"3703100MASM",1,1,5,9,5,9,9,1,1,1,1,9,3,11,9,12,11,7,7,7,7
"3712700P05A",13,9,11,5,9,13,5,13,9,1,13,3,3,11,9,12,11,7,7,7,7
"370970000CD",5,2,1,4,1,2,3,3,12,12,5,2,4,6,8,2,9,6,6,10,9
"3719905-GRE",9,12,2,2,4,2,7,7,8,8,10,4,4,6,8,2,9,9,9,9,9
"3708700BE56",2,12,2,2,2,1,7,7,8,8,10,4,2,2,2,6,6,9,9,9,2
"371570000IR",12,13,10,10,11,6,2,2,3,3,12,1,6,5,5,1,1,11,11,11,11
"3719700DCRK",5,8,1,4,4,2,3,3,12,12,5,2,4,6,8,2,9,6,6,10,9
"370210050.1",2,12,2,2,2,1,7,7,8,8,10,4,2,2,2,6,6,9,9,9,2
"370970000CS",5,2,1,4,1,2,3,3,12,12,5,2,4,6,8,2,9,6,6,10,9
"3706100KENA",7,11,6,13,5,5,11,9,5,11,9,13,9,9,12,7,4,4,4,4,4
"37001000011",12,13,10,10,11,6,2,2,3,3,12,1,6,5,5,1,1,11,11,11,11
"37081000RC2",12,13,10,10,12,6,2,2,3,3,12,1,6,5,5,1,1,11,11,11,11
"37081000RC1",12,13,10,10,11,6,2,2,10,5,12,1,6,5,5,1,1,11,11,11,11
"3710900LS12",9,3,8,8,8,3,12,3,12,12,5,10,13,10,6,8,13,2,2,2,3
"371170000BG",1,1,5,9,9,9,5,1,1,1,1,9,3,11,9,12,11,7,7,7,7
"370210022.2",2,12,2,2,2,1,7,7,8,8,10,4,2,2,2,6,6,9,9,9,2
"3712700P08A",13,9,11,5,9,9,5,13,9,1,1,3,3,7,9,12,11,7,7,7,7
"371490TR123",2,12,2,2,2,1,7,7,8,8,10,4,2,2,2,6,6,9,9,9,2
"37001000013",12,13,10,10,11,6,2,2,3,3,12,1,6,5,5,1,1,11,11,11,11
"37125000BEN",3,5,9,6,6,10,2,11,13,4,11,12,12,8,3,9,3,3,3,3,10
"3703100BFT2",1,1,5,9,5,9,9,1,1,1,1,9,3,11,9,12,11,7,7,7,7
"3703100BFT1",1,1,5,9,5,9,9,1,1,1,1,9,3,11,9,7,4,4,4,4,4
"3710900LB34",9,3,8,8,8,3,12,3,12,12,5,10,13,10,6,8,13,2,2,2,3
"3708300CONC",10,9,5,9,9,9,5,13,9,1,1,9,3,11,9,12,11,7,7,7,7
"3705100LR63",3,5,9,6,6,10,11,11,13,9,11,12,12,8,10,9,3,3,3,3,6
"3705500KTHK",1,1,5,9,5,9,9,1,1,1,1,9,3,11,9,12,11,7,7,7,7
"370970000FT",9,2,4,4,1,3,8,12,2,4,5,2,4,6,8,2,9,6,6,10,9
"37001000001",12,13,10,10,12,6,2,2,10,5,12,1,6,5,5,1,1,11,11,11,11
"3708100H29B",12,8,10,10,10,12,10,10,10,5,2,8,8,4,4,3,10,13,13,13,13
"3716300GIDD",7,11,11,13,13,5,11,9,5,13,9,13,9,3,7,7,4,4,4,4,4
"3708100H29A",5,13,10,10,10,12,10,10,10,5,12,8,8,4,4,3,10,13,13,13,13
"37005000004",5,8,1,4,4,2,3,3,12,12,5,2,4,6,8,2,9,6,6,10,9
"3712700P07A",13,9,11,5,9,9,5,13,9,1,1,3,3,7,9,12,11,7,7,7,7
"37005000001",5,8,1,4,4,2,3,3,12,12,5,2,4,6,8,2,9,6,6,10,9
"37001000007",12,13,10,10,12,6,2,2,3,3,12,1,6,5,5,1,1,11,11,11,11
"370030000B1",9,2,4,4,4,2,3,3,12,12,5,2,4,6,8,2,9,6,6,10,9
"37001000005",12,13,10,10,11,6,2,2,3,3,12,1,6,5,5,1,1,11,11,11,11
"37025001-02",6,4,1,1,1,7,12,8,4,7,7,7,5,12,3,10,2,10,10,6,10
"37001000004",12,13,10,10,11,6,2,2,3,3,12,1,6,5,5,1,1,11,11,11,11
"37001000002",12,13,10,10,12,6,2,2,3,3,12,1,6,5,5,1,1,11,11,11,11
"370970000EM",5,8,1,4,1,2,8,3,12,12,5,2,4,6,8,2,9,6,6,10,9
"3719700SLIB",5,8,12,12,10,12,10,10,3,12,5,2,4,6,8,2,9,6,6,10,9
"37025001-08",4,6,3,1,1,7,8,8,4,4,7,7,5,12,3,10,2,10,10,6,10
"37025001-07",4,6,1,1,1,7,12,8,4,4,7,7,5,12,3,10,2,10,10,6,10
"370030000B2",9,2,4,4,4,2,3,3,12,12,5,2,4,6,8,2,9,6,6,10,9
"37025001-04",6,4,1,3,1,8,12,8,4,4,7,7,10,13,13,13,8,8,8,8,8
"37125000EWD",3,5,9,6,6,10,11,11,13,9,11,12,12,8,10,9,3,3,3,3,6
"37143BETHEL",1,1,5,9,5,9,5,1,1,1,1,9,3,11,9,12,11,7,7,7,7
"3719300113A",9,2,4,4,4,2,3,3,12,12,5,2,4,6,8,2,9,6,6,10,9
"370970DV2-A",11,2,4,1,8,3,8,12,7,4,7,7,13,12,3,10,2,2,2,2,10
"3708500PR16",3,5,9,6,6,10,11,11,13,9,11,12,12,8,10,9,3,3,3,3,6
"370070WADES",11,5,1,1,3,7,1,8,2,9,4,5,5,12,3,10,2,10,10,6,10
"3719903-EGY",9,12,2,2,2,2,7,7,8,8,10,4,2,2,8,6,6,9,9,9,2
"37155000041",3,11,6,6,6,5,13,9,5,11,11,12,7,9,10,9,3,3,3,3,6
"37155000040",7,11,9,13,6,5,13,9,5,9,11,12,7,8,10,9,3,3,3,3,6
"3703100BOGU",1,1,5,9,5,9,9,9,1,11,9,9,3,11,9,7,4,4,4,4,4
"3714500HLWY",12,13,10,10,9,13,5,13,11,2,6,1,1,1,1,5,5,5,5,5,5
"370970DV2-B",11,2,4,1,8,3,8,12,7,4,7,7,5,12,3,10,2,2,2,2,10
"37183016-06",8,7,7,7,7,11,6,5,9,13,13,6,11,3,7,4,7,1,12,12,12
"37183016-05",8,7,7,7,7,11,6,5,6,6,13,6,11,3,7,4,7,1,12,12,12
"37183016-04",8,7,7,7,7,11,6,5,9,13,13,3,9,3,7,4,7,1,12,12,12
"37183016-03",8,7,7,7,7,11,6,5,9,6,13,6,11,3,7,4,7,1,12,12,12
"37183016-02",10,7,7,7,7,11,6,5,9,6,13,6,11,7,11,11,12,12,12,12,12
"37183016-01",10,7,7,7,7,11,6,5,9,13,13,3,9,3,7,4,7,1,12,12,12
"3708500PR01",3,5,9,6,6,10,11,11,13,9,9,13,12,8,10,4,7,1,12,12,12
"370210041.1",2,12,2,2,2,1,7,7,8,8,10,4,2,2,2,6,6,9,9,9,2
"3703100IBSP",1,1,5,9,5,9,9,9,1,11,9,9,3,11,9,7,4,4,4,4,4
"3708500PR08",8,10,7,5,7,11,6,5,9,13,3,3,12,3,7,4,7,1,12,12,12
"3708500PR07",3,5,9,6,6,10,11,11,13,9,11,12,12,8,10,4,7,1,12,12,12
"37155000034",3,5,9,6,6,10,11,11,13,9,11,12,7,8,10,9,3,3,3,3,6
"37155000033",3,5,9,6,6,10,11,11,13,9,11,12,12,8,10,9,3,3,3,3,6
"3719908-CRA",9,12,2,2,2,2,7,7,8,8,10,4,4,6,8,6,6,6,6,10,9
"3703100CISL",1,1,5,9,5,9,9,1,1,1,1,9,3,11,9,12,11,7,7,7,7
"37155000030",3,5,9,6,6,10,13,11,13,9,11,12,7,8,10,9,3,3,3,3,6
"370830BUTWD",13,9,11,9,9,9,5,13,9,1,1,11,11,11,9,12,11,7,7,7,7
"37131SEABOA",1,9,5,9,9,9,5,13,9,1,1,9,3,11,9,12,11,7,7,7,7
"37025001-11",4,6,1,8,1,8,12,8,2,4,7,7,10,13,13,13,8,8,8,8,8
"37025001-10",4,6,1,1,1,3,8,8,2,4,7,7,5,12,3,10,2,10,10,6,10
"370210019.1",2,12,2,2,2,1,7,7,8,8,10,4,2,2,2,6,6,9,9,9,2
"37155000039",3,11,9,6,6,10,13,11,13,9,11,12,7,8,10,9,3,3,3,3,6
"37155000038",7,11,9,6,6,10,13,11,13,9,11,12,7,8,10,9,3,3,3,3,6
"37057000088",5,6,12,12,10,12,10,10,10,5,12,8,8,4,4,3,10,13,13,13,13
"37155000037",7,11,6,13,6,5,13,9,5,11,11,12,7,8,10,9,3,3,3,3,6
"37155000036",3,11,6,13,6,10,13,11,13,11,11,12,7,8,10,9,3,3,3,3,6
"37155000035",3,5,9,6,6,10,13,11,13,9,11,12,12,8,10,9,3,3,3,3,6
"37057000084",5,8,1,12,10,12,10,10,10,5,2,8,8,4,4,3,10,13,13,13,13
"3700700GULL",11,5,9,6,6,7,1,8,2,9,4,5,5,12,3,10,2,10,10,6,10
"37057000082",5,8,12,12,10,12,8,8,10,5,2,8,8,4,4,3,10,13,13,13,13
"3719300115A",9,8,4,4,4,2,3,3,12,12,5,2,4,6,8,2,9,6,6,10,9
"3704700P02B",7,11,6,13,13,5,13,9,5,11,9,13,7,9,12,7,3,3,3,3,6
"37057000076",11,6,12,1,1,7,10,10,10,5,2,8,8,4,4,3,10,13,13,13,13
"37057000074",11,6,12,1,1,12,10,10,10,5,2,8,8,4,4,3,10,13,13,13,13
"37057000072",11,6,12,12,10,12,10,10,10,5,2,8,8,4,4,3,10,13,13,13,13
"37147001101",1,1,5,9,5,9,9,1,1,1,1,9,3,11,9,12,11,7,7,7,7
"370810MON2B",12,13,10,10,11,6,2,2,3,3,12,1,6,5,5,1,1,11,11,11,11
"37057000070",11,6,12,12,10,12,10,10,10,5,2,8,8,4,4,3,10,13,13,13,13
"370810MON2A",12,13,10,10,11,6,2,2,10,5,12,1,6,5,5,1,1,11,11,11,11
"371170000HS",10,9,5,9,9,9,9,1,1,1,1,9,3,11,9,12,11,7,7,7,7
"37183016-09",8,7,7,7,7,11,6,5,9,13,13,3,9,3,7,4,7,1,12,12,12
"37183016-07",8,7,7,7,7,11,6,5,9,13,13,6,11,3,7,4,7,1,12,12,12
"37057000078",5,8,1,1,1,2,8,8,2,5,2,8,8,12,3,3,10,13,13,13,13
"3714500WDSD",12,13,10,10,9,13,5,13,11,2,6,1,1,1,1,5,5,5,5,5,5
"371170000HM",10,1,5,9,9,9,5,1,1,1,1,9,3,11,9,12,11,7,7,7,7
"3704700P01A",7,11,6,13,13,5,13,9,5,11,11,12,7,9,12,7,3,3,3,3,6
"37125000VSS",3,5,9,6,6,10,11,11,13,9,11,12,12,8,10,9,3,3,3,3,6
"3707500WEST",2,12,2,2,2,1,7,7,8,8,10,4,2,2,2,6,6,9,9,9,2
"3714701508B",1,9,5,5,5,9,9,1,1,1,1,9,3,11,9,12,11,7,7,7,7
"3714701508A",1,9,5,5,5,9,9,1,1,1,1,9,3,11,9,12,11,7,7,7,7
"37037000085",11,6,10,12,12,6,2,2,10,5,12,1,6,5,5,1,1,11,11,11,11
"37183016-11",10,7,7,7,7,11,6,5,6,6,13,3,9,3,7,4,7,1,1,1,1
"37183016-10",10,7,7,7,9,11,6,5,6,6,13,3,9,3,11,11,12,12,1,1,1
"3718100HTOP",13,9,13,9,9,13,5,13,9,6,6,11,11,7,11,11,12,12,1,1,1
"3715500005A",7,11,9,13,6,10,13,9,5,11,11,12,7,8,10,9,3,3,3,3,6
"371170000GR",1,1,5,9,9,9,5,1,1,1,1,9,3,11,9,12,11,7,7,7,7
"3705500CHCA",1,1,5,9,5,9,9,1,1,1,1,9,3,11,9,12,11,7,7,7,7
"371170000GN",10,1,5,9,9,9,9,1,1,1,1,9,3,11,9,12,11,7,7,7,7
"370210063.1",2,12,2,2,2,1,7,7,8,8,10,4,2,2,2,6,6,9,9,9,2
"3700500006A",9,8,1,4,4,2,3,3,12,12,5,2,4,6,8,2,9,6,6,10,9
"37051SL78-3",3,5,9,6,6,10,11,11,13,9,11,12,12,8,10,4,7,1,12,12,12
"371050000D2",3,5,9,5,12,6,11,11,13,9,11,12,12,3,7,9,1,11,11,3,6
"371050000D1",3,5,9,6,6,10,11,11,13,9,11,12,12,8,10,9,1,11,11,3,6
"37037000075",8,10,13,11,12,11,4,6,11,2,3,11,1,1,1,5,5,5,5,5,5
"37037000078",8,10,13,11,12,11,4,6,11,2,3,11,1,1,1,5,5,5,5,5,5
"3714701507B",1,1,5,5,5,9,9,1,1,1,1,9,3,11,9,12,11,7,7,7,7
"37065001401",13,9,11,5,9,13,5,1,9,13,13,3,3,11,7,4,7,7,7,7,7
"37099000CAN",2,12,2,2,2,1,7,7,8,8,10,4,2,2,2,6,6,9,9,9,2
"3703300ANDE",12,13,10,10,11,13,2,2,3,3,12,1,6,5,5,1,1,11,11,11,11
"37099000CAS",2,12,2,2,2,1,7,7,8,8,10,4,2,2,2,6,6,9,9,9,2
"371050000C2",3,5,9,6,6,10,11,11,13,9,11,12,12,8,10,9,3,3,3,3,6
"371370002OT",1,1,5,9,5,9,9,1,1,1,1,9,3,11,9,12,11,7,7,7,7
"371050000C1",3,5,9,6,6,10,11,11,13,9,11,12,12,3,10,9,3,3,3,3,6
"3707700OKHL",13,7,13,9,9,13,5,13,11,2,6,1,1,1,1,5,5,5,5,5,5
"37097000ST5",9,2,1,4,1,2,3,8,12,12,5,2,4,6,8,2,9,6,6,10,9
"37097000ST4",9,2,1,4,1,2,3,8,12,12,5,2,4,6,8,2,9,6,6,10,9
"37097000ST3",9,2,1,4,1,2,3,8,12,12,5,2,4,6,8,2,9,6,6,10,9
"37097000ST2",5,2,1,4,1,2,8,8,12,12,5,2,4,6,8,2,9,6,6,10,9
"37097000ST1",5,2,1,4,1,2,8,8,2,4,5,2,4,12,8,2,9,6,6,6,10
"3713300NM13",7,11,6,13,13,5,13,9,5,11,9,13,7,9,12,7,4,4,4,4,4
"37183005-08",8,10,7,11,12,11,4,6,11,2,3,6,1,1,1,5,5,5,5,5,5
"37183005-07",8,10,7,11,12,11,4,6,11,2,3,6,1,1,1,5,5,5,5,5,5
"37097000ST6",9,2,1,4,1,2,8,8,2,4,5,2,4,6,8,2,9,6,6,6,10
"371190238.1",4,3,8,8,8,8,8,8,2,10,8,10,13,10,6,8,8,8,8,8,8
"3707900WALS",10,1,5,5,5,9,9,5,1,13,13,3,9,3,9,12,11,1,12,12,12
"37083000HOL",13,9,11,9,9,9,5,13,9,1,1,9,3,11,9,12,11,7,7,7,7
"371050000E1",8,5,9,5,7,11,11,11,13,13,11,12,12,3,7,4,7,11,11,3,6
"370550000MH",1,1,5,9,5,9,9,1,1,1,1,9,3,11,9,12,11,7,7,7,7
"370450MULLS",9,2,8,8,4,1,3,3,7,10,8,10,13,6,8,2,9,6,6,10,9
"37183009-02",10,9,11,5,9,13,9,5,6,13,13,3,9,7,7,4,7,1,12,12,12
"3714100SC13",7,11,6,13,13,5,13,9,5,11,9,13,7,9,12,7,4,4,4,4,4
"37183009-01",10,9,11,5,9,13,5,13,6,13,6,11,11,7,11,11,12,12,1,1,1
"371050000E2",8,5,9,6,6,10,11,11,13,9,11,12,12,3,10,9,1,11,11,3,6
"3708100H19A",11,6,12,12,10,12,10,10,10,5,12,8,8,4,4,3,10,13,13,13,13
"37183005-06",8,10,7,11,12,11,4,6,11,2,3,6,1,1,1,5,5,5,5,5,5
"37125000WAB",3,5,9,6,6,10,11,11,13,4,11,12,12,8,10,9,3,3,3,3,6
"37183005-05",13,7,7,11,12,11,4,6,6,2,6,6,11,7,11,11,12,12,1,1,1
"37183005-03",8,10,7,11,12,11,4,6,6,2,6,6,1,1,1,5,5,5,5,5,5
"37183005-01",8,10,7,11,12,11,4,6,11,2,3,6,1,1,1,5,5,5,5,5,5
"37183009-03",10,9,11,5,9,13,9,13,9,13,6,3,9,7,7,4,7,1,1,1,1
"3714701504B",1,1,6,5,5,9,9,1,1,1,1,9,9,11,9,12,11,7,7,7,7
"3714701504A",1,1,5,5,5,9,9,1,1,1,1,9,9,11,9,12,11,7,7,7,7
"3708100H19B",5,13,12,12,10,12,10,10,10,5,12,8,8,4,4,3,10,13,13,13,13
"370830RINGW",13,9,11,9,9,9,5,13,9,1,1,9,3,11,9,12,11,7,7,7,7
"37181000EH1",13,9,13,9,9,13,5,13,9,6,6,11,11,7,11,11,12,12,1,1,1
"3719700BNVL",5,8,1,4,4,2,3,3,12,12,5,2,4,6,8,2,9,6,6,10,9
"371170000CR",1,1,5,9,9,9,9,1,1,1,1,9,3,11,9,12,11,7,7,7,7
"3705100CC17",3,5,9,6,6,10,11,11,13,9,11,12,12,8,10,9,3,3,3,3,6
"3705100CC16",3,5,9,6,6,10,11,11,13,9,11,12,12,8,10,9,3,3,3,3,6
"3705100CC15",3,5,9,6,6,10,11,11,13,9,11,12,12,8,10,9,3,3,3,3,6
"3705100CC14",3,5,9,6,6,10,11,11,13,9,11,12,12,8,10,9,3,3,3,3,6
"3705100CC13",3,5,9,6,6,10,11,11,13,9,11,12,12,8,10,9,3,3,3,3,6
"37119000207",4,2,4,1,8,8,8,12,7,4,7,7,10,10,6,8,13,2,2,2,3
"3705100CC12",3,5,9,6,6,10,11,11,13,9,11,12,12,8,10,9,3,3,3,3,6
"37119000206",11,2,4,1,8,3,8,12,2,4,7,7,5,10,6,8,13,10,10,6,10
"37119000205",4,4,1,3,1,8,12,4,4,4,7,7,10,13,13,13,8,8,8,8,8
"3705100CC10",3,5,9,6,6,10,11,11,13,9,11,12,12,8,10,9,3,3,3,3,6
"37119000203",4,4,8,3,1,8,12,8,4,7,7,7,10,13,13,13,8,8,8,8,8
"37119000202",11,2,4,1,1,3,8,12,7,4,7,7,10,10,6,8,13,2,2,2,3
"37119000201",6,4,8,3,1,8,12,4,4,7,7,7,10,13,13,13,8,8,8,8,8
"37119000200",4,3,8,8,3,8,12,12,7,10,8,10,13,10,6,8,13,2,2,2,3
"3705100CC19",3,5,9,6,6,10,11,11,13,9,11,12,12,8,10,9,3,3,3,3,6
"3705100CC18",3,5,9,6,6,10,11,11,13,9,11,12,12,8,10,9,3,3,3,3,6
"371010PR31B",8,9,11,5,7,11,6,5,9,13,13,3,9,3,7,4,7,1,12,12,12
"371010PR31A",8,9,11,5,7,11,6,5,9,13,13,3,9,3,7,4,7,1,12,12,12
"37119000209",4,2,4,8,8,8,8,12,7,10,8,10,13,10,6,8,13,2,2,2,3
"37119000208",11,2,4,1,8,3,8,12,7,4,7,7,13,10,6,8,13,2,2,2,3
"3705100LI65",3,5,9,6,13,10,11,11,13,9,9,13,12,8,7,4,7,1,12,12,12
"370830FAUCT",13,9,11,9,9,9,5,13,9,1,1,9,3,11,9,12,11,7,7,7,7
"37025008-00",11,6,1,1,1,7,8,8,2,4,7,7,5,12,3,10,2,10,10,6,10
"370210028.1",2,12,2,2,2,1,7,7,8,8,10,4,2,2,2,6,6,9,9,9,2
"37065000501",13,9,11,9,9,9,5,1,9,1,1,9,3,11,9,12,11,7,7,7,7
"3705100CC06",3,5,9,6,6,10,11,11,13,9,11,12,12,8,10,9,3,3,3,3,6
"3705100CC05",3,5,9,6,6,10,11,11,13,9,11,12,12,8,10,9,3,3,3,3,6
"3712700P20A",13,9,11,9,9,9,5,13,9,13,13,3,3,11,9,12,11,7,7,7,7
"3705100CC04",3,5,9,6,6,10,11,11,13,9,11,12,12,8,10,9,3,3,3,3,6
"3705100CC03",3,5,9,6,6,10,11,11,13,9,11,12,12,8,10,9,3,3,3,3,6
"370210015.1",2,12,2,2,2,1,7,7,8,8,10,4,2,2,2,6,6,9,9,9,2
"3707700WOEL",13,9,13,9,9,13,5,13,11,2,6,11,11,7,11,11,12,12,1,1,1
"37081000OR2",12,13,12,10,11,12,2,2,3,3,12,1,6,5,5,1,1,11,11,11,11
"3705100CC01",3,5,9,6,6,10,11,11,13,9,11,12,12,8,10,9,3,3,3,3,6
