"GEOID20","assignment"
"37025012-12",8
"37025012-11",8
"37025012-10",8
"3700300T2T3",13
"3712500EKWD",10
"371370005AP",6
"3704300TUSQ",5
"37191000001",12
"3715900019A",8
"370510G3A-2",7
"37167000022",8
"370510G3A-1",7
"37167000021",8
"3700100003S",11
"37115GRAPEV",5
"37167000020",8
"37183004-05",4
"37125000WND",10
"37191000029",12
"37183004-04",4
"3700100003N",11
"37191000028",12
"37183004-03",4
"37191000027",12
"370210044.1",5
"37183004-02",4
"37191000026",12
"37183004-01",4
"37167000028",8
"37191000024",12
"3716300CLNE",7
"37167000027",8
"37167000026",8
"37167000025",8
"3700100003W",11
"37167000024",8
"37167000023",8
"37025012-03",8
"370810NWASH",11
"37023000066",13
"37023000065",13
"37123000STA",10
"37023000064",13
"37023000062",13
"37025012-09",8
"37147001501",6
"37025012-08",8
"37025012-06",8
"37025012-05",8
"37025012-04",8
"37147001509",6
"37147001507",6
"37147001506",3
"37191000018",12
"37191000017",12
"37023000070",13
"3714100LT18",3
"37191000016",12
"3712700P06A",12
"37147001503",6
"37191000015",12
"37191000014",12
"37067000405",14
"37191000013",12
"37067000404",14
"3712500WKWD",10
"3707700EAOX",9
"37067000403",14
"37067000402",14
"37067000401",14
"3713300HN14",3
"37175000TC1",5
"3703100ATSL",6
"371150SANDY",5
"37175000TC7",5
"3719700EBND",14
"37191000023",12
"37191000022",12
"37191000021",12
"3703100MASM",6
"3712700P05A",12
"370970000CD",13
"3719905-GRE",13
"3708700BE56",5
"371570000IR",11
"3719700DCRK",13
"370210050.1",5
"370970000CS",13
"3706100KENA",3
"37001000011",10
"37081000RC2",11
"37081000RC1",11
"3710900LS12",1
"371170000BG",6
"370210022.2",5
"3712700P08A",12
"371490TR123",5
"37001000013",11
"37125000BEN",10
"3703100BFT2",6
"3703100BFT1",6
"3710900LB34",1
"3708300CONC",6
"3705100LR63",7
"3705500KTHK",6
"370970000FT",8
"37001000001",11
"3708100H29B",11
"3716300GIDD",7
"3708100H29A",11
"37005000004",14
"3712700P07A",12
"37005000001",14
"37001000007",11
"370030000B1",13
"37001000005",11
"37025001-02",8
"37001000004",11
"37001000002",11
"370970000EM",13
"3719700SLIB",13
"37025001-08",8
"37025001-07",8
"370030000B2",13
"37025001-04",8
"37125000EWD",10
"37143BETHEL",6
"3719300113A",13
"370970DV2-A",1
"3708500PR16",7
"370070WADES",10
"3719903-EGY",13
"37155000041",7
"37155000040",7
"3703100BOGU",6
"3714500HLWY",10
"370970DV2-B",1
"37183016-06",4
"37183016-05",4
"37183016-04",4
"37183016-03",4
"37183016-02",4
"37183016-01",12
"3708500PR01",7
"370210041.1",5
"3703100IBSP",6
"3708500PR08",4
"3708500PR07",7
"37155000034",7
"37155000033",7
"3719908-CRA",13
"3703100CISL",6
"37155000030",7
"370830BUTWD",12
"37131SEABOA",6
"37025001-11",8
"37025001-10",8
"370210019.1",5
"37155000039",7
"37155000038",7
"37057000088",14
"37155000037",7
"37155000036",7
"37155000035",7
"37057000084",14
"3700700GULL",10
"37057000082",14
"3719300115A",13
"3704700P02B",3
"37057000076",14
"37057000074",8
"37057000072",14
"37147001101",6
"370810MON2B",11
"37057000070",14
"370810MON2A",11
"371170000HS",6
"37183016-09",4
"37183016-07",4
"37057000078",8
"3714500WDSD",10
"371170000HM",6
"3704700P01A",3
"37125000VSS",10
"3707500WEST",5
"3714701508B",6
"3714701508A",6
"37037000085",10
"37183016-11",12
"37183016-10",12
"3718100HTOP",9
"3715500005A",7
"371170000GR",6
"3705500CHCA",6
"371170000GN",6
"370210063.1",5
"3700500006A",13
"37051SL78-3",7
"371050000D2",10
"371050000D1",10
"37037000075",10
"37037000078",10
"3714701507B",6
"37065001401",12
"37099000CAN",5
"3703300ANDE",10
"37099000CAS",5
"371050000C2",10
"371370002OT",6
"371050000C1",10
"3707700OKHL",10
"37097000ST5",13
"37097000ST4",13
"37097000ST3",13
"37097000ST2",13
"37097000ST1",8
"3713300NM13",3
"37183005-08",4
"37183005-07",4
"37097000ST6",8
"371190238.1",1
"3707900WALS",12
"37083000HOL",12
"371050000E1",10
"370550000MH",6
"370450MULLS",13
"37183009-02",12
"3714100SC13",3
"37183009-01",12
"371050000E2",10
"3708100H19A",14
"37183005-06",4
"37125000WAB",10
"37183005-05",9
"37183005-03",4
"37183005-01",4
"37183009-03",12
"3714701504B",3
"3714701504A",3
"3708100H19B",14
"370830RINGW",12
"37181000EH1",9
"3719700BNVL",13
"371170000CR",6
"3705100CC17",7
"3705100CC16",7
"3705100CC15",7
"3705100CC14",7
"3705100CC13",7
"37119000207",1
"3705100CC12",7
"37119000206",1
"37119000205",8
"3705100CC10",7
"37119000203",8
"37119000202",1
"37119000201",8
"37119000200",1
"3705100CC19",7
"3705100CC18",7
"371010PR31B",12
"371010PR31A",12
"37119000209",1
"37119000208",1
"3705100LI65",7
"370830FAUCT",12
"37025008-00",8
"370210028.1",5
"37065000501",6
"3705100CC06",7
"3705100CC05",7
"3712700P20A",12
"3705100CC04",7
"3705100CC03",7
"370210015.1",5
"3707700WOEL",9
"37081000OR2",11
"3705100CC01",7
"37081000OR1",11
"3707700CRDM",9
"3707700CRDL",9
"3705100CC08",7
"3708500PR32",7
"3705100CC07",7
"3708500PR31",7
"37119000221",2
"37119000220",2
"37083000HPR",6
"371050000B2",10
"371050000B1",10
"37025004-13",8
"370810000GR",11
"370130SURBA",6
"37025004-12",8
"37119000229",2
"3705100CC34",7
"37025004-11",8
"37119000228",2
"3705100CC33",7
"37119000227",2
"3705100CC32",7
"37119000226",2
"37119000225",2
"37119000224",1
"3708500PR25",7
"3708500PR24",7
"37119000222",1
"3708500PR23",7
"371290000WB",3
"3708500PR20",7
"3714701505B",3
"370890000SM",5
"3714100SP15",3
"3714701505A",3
"371870000P2",6
"3708500PR29",7
"371870000P1",6
"3708500PR28",4
"3703900GCRK",5
"3708500PR26",7
"370890000SW",5
"37115REVERE",5
"371510000PR",11
"37119000210",1
"3705100CC27",7
"371050000A2",10
"3705100CC26",7
"371050000A1",10
"37025004-03",8
"3705100CC25",7
"3705100CC24",7
"37025004-01",8
"37119000218",2
"371870000P3",6
"37119000217",2
"37119000216",2
"3705100CC21",7
"37119000215",2
"37119000214",1
"37119000213",1
"37045KINGST",13
"37119000212",8
"37119000211",1
"37025004-09",8
"370890000RR",5
"37025004-08",8
"3705100CC29",7
"37065001001",12
"37119000219",2
"3710900BS26",1
"3705100CC31",7
"370210058.1",5
"37173000BC2",5
"370890000SB",5
"37173000BC1",5
"370890000SE",5
"3704300BRAS",5
"371510000SE",10
"370210006.1",5
"37055000WAN",6
"37095000OCK",6
"3700300000M",13
"371810000CC",9
"371510000SO",10
"3700300000W",13
"3703900HOTH",5
"3704500KM-S",13
"3704500KM-N",13
"3705100G11B",7
"371510000RN",11
"371510000RM",10
"37107000PH2",3
"37107000PH1",3
"3701900010B",3
"37183012-02",4
"37183012-01",4
"371110MAR-5",5
"371110MAR-4",5
"371110MAR-3",5
"371110MAR-2",5
"371110MAR-1",5
"370130WASH4",6
"370130WASH2",6
"370130WASH1",6
"3713300CR07",3
"3700300000E",13
"3708900HV-3",5
"3708900HV-2",5
"37125000CAR",10
"3708900HV-1",5
"37125000CAM",10
"370210001.1",5
"370890000NM",5
"370910000M2",6
"370890000NW",5
"370910000M1",6
"3707900HOOK",3
"370210049.1",5
"3707900MAUR",3
"370910000ML",6
"37179000021",10
"37081000GIB",11
"37065000102",12
"37065000101",12
"370210036.1",5
"3703300MILT",11
"371510000LC",11
"37179000027",10
"371510000LB",11
"3710900TA37",1
"37179000026",10
"37179000025",10
"37179000024",10
"37067000504",14
"371150BEECH",5
"37179000023",10
"37067000503",14
"37179000022",10
"37067000502",14
"37065000104",12
"37067000501",14
"37065000103",12
"371510000NM",14
"37183012-09",4
"37183012-08",4
"37099000GLV",5
"37183012-07",4
"3700300G1G2",13
"37183012-06",4
"37183012-05",4
"37183012-04",4
"37067000507",14
"37067000506",14
"3706100CYCK",3
"370890000RG",5
"37067000505",14
"371370001RB",6
"3706100CHAR",3
"37179000010",10
"37099000CFK",5
"37179000018",2
"37011000002",13
"37011000001",13
"37179000016",2
"371870000LM",6
"370890000PV",5
"37179000015",2
"37179000014",2
"37179000013",10
"37179000012",8
"370890000PR",5
"37179000011",10
"37143PARKVI",6
"37011000009",13
"37011000008",13
"37011000007",13
"37011000006",13
"37011000005",13
"37123000BIS",10
"37011000004",13
"37179000019",10
"37011000003",13
"37169001618",14
"37179000043",10
"37179000042",10
"37179000041",2
"37179000040",2
"370210023.3",5
"370210023.2",5
"37009000020",13
"370210014.3",5
"370210014.2",5
"3712700P22A",12
"3706100HALL",3
"37179000032",2
"37179000031",10
"37179000030",2
"37179000039",2
"37179000036",10
"37179000035",2
"370910000HV",6
"37179000034",10
"37179000033",10
"37119000243",1
"37119000242",1
"37119000241",1
"37119000240",1
"3714500MTTZ",10
"3703900PCHT",5
"3712700P21A",12
"370210054.2",5
"3709700SH-B",8
"37147000301",6
"3709700SH-A",13
"37011000013",13
"37011000012",13
"37049000016",6
"37011000011",13
"37011000010",13
"37049000011",6
"37183001-09",4
"37119000232",2
"37119000231",2
"37183001-07",4
"37119000230",1
"37183001-06",4
"37011000019",13
"37183001-05",4
"37011000018",13
"37183001-04",4
"37011000017",13
"37183001-03",4
"37011000016",13
"3713300RL09",3
"37011000015",13
"37049000019",6
"3712700P24A",12
"37011000014",13
"37119000239",8
"37049000017",6
"37037000020",10
"37119000237",8
"37119000236",8
"37119000235",2
"37119000234",2
"37119000233",2
"370450RIPPY",13
"3715700ED-1",11
"37183001-13",4
"37037000024",10
"37183001-12",4
"37183001-11",4
"37183001-10",4
"37037000021",10
"37049000005",6
"37049000003",6
"37049000002",6
"37131CREEKS",6
"3712700P23A",12
"37125000TLT",10
"37049000007",6
"3707300004S",6
"37183017-09",12
"3712900CF06",3
"3715500026A",7
"37025009-00",8
"3712900CF05",3
"37177000001",6
"370330PROVI",11
"37037000015",10
"3712900CF02",3
"3712900CF01",3
"37183017-10",4
"37123000LIT",10
"37183001-02",4
"37183001-01",4
