"GEOID20","assignment"
"37025012-12",5
"37025012-11",5
"37025012-10",5
"3700300T2T3",12
"3712500EKWD",11
"371370005AP",14
"3704300TUSQ",1
"37191000001",10
"3715900019A",5
"370510G3A-2",11
"37167000022",5
"370510G3A-1",11
"37167000021",5
"3700100003S",4
"37115GRAPEV",1
"37167000020",5
"37183004-05",3
"37125000WND",11
"37191000029",10
"37183004-04",3
"3700100003N",4
"37191000028",10
"37183004-03",3
"37191000027",10
"370210044.1",1
"37183004-02",3
"37191000026",10
"37183004-01",3
"37167000028",5
"37191000024",10
"3716300CLNE",10
"37167000027",5
"37167000026",5
"37167000025",5
"3700100003W",4
"37167000024",5
"37167000023",5
"37025012-03",5
"370810NWASH",7
"37023000066",12
"37023000065",12
"37123000STA",5
"37023000064",12
"37023000062",12
"37025012-09",5
"37147001501",14
"37025012-08",5
"37025012-06",5
"37025012-05",5
"37025012-04",5
"37147001509",14
"37147001507",14
"37147001506",14
"37191000018",10
"37191000017",10
"37023000070",12
"3714100LT18",9
"37191000016",10
"3712700P06A",14
"37147001503",14
"37191000015",10
"37191000014",10
"37067000405",2
"37191000013",10
"37067000404",2
"3712500WKWD",11
"3707700EAOX",8
"37067000403",2
"37067000402",2
"37067000401",2
"3713300HN14",9
"37175000TC1",1
"3703100ATSL",10
"371150SANDY",1
"37175000TC7",1
"3719700EBND",2
"37191000023",10
"37191000022",10
"37191000021",10
"3703100MASM",10
"3712700P05A",14
"370970000CD",12
"3719905-GRE",12
"3708700BE56",1
"371570000IR",4
"3719700DCRK",2
"370210050.1",1
"370970000CS",2
"3706100KENA",10
"37001000011",4
"37081000RC2",7
"37081000RC1",7
"3710900LS12",13
"371170000BG",14
"370210022.2",1
"3712700P08A",14
"371490TR123",1
"37001000013",4
"37125000BEN",11
"3703100BFT2",10
"3703100BFT1",10
"3710900LB34",13
"3708300CONC",14
"3705100LR63",11
"3705500KTHK",14
"370970000FT",12
"37001000001",4
"3708100H29B",7
"3716300GIDD",10
"3708100H29A",7
"37005000004",12
"3712700P07A",14
"37005000001",12
"37001000007",4
"370030000B1",12
"37001000005",4
"37025001-02",5
"37001000004",4
"37001000002",4
"370970000EM",2
"3719700SLIB",2
"37025001-08",5
"37025001-07",5
"370030000B2",12
"37025001-04",6
"37125000EWD",11
"37143BETHEL",14
"3719300113A",12
"370970DV2-A",13
"3708500PR16",11
"370070WADES",5
"3719903-EGY",12
"37155000041",9
"37155000040",9
"3703100BOGU",10
"3714500HLWY",8
"370970DV2-B",13
"37183016-06",3
"37183016-05",3
"37183016-04",3
"37183016-03",3
"37183016-02",3
"37183016-01",3
"3708500PR01",11
"370210041.1",1
"3703100IBSP",10
"3708500PR08",11
"3708500PR07",11
"37155000034",9
"37155000033",9
"3719908-CRA",12
"3703100CISL",10
"37155000030",9
"370830BUTWD",14
"37131SEABOA",14
"37025001-11",6
"37025001-10",5
"370210019.1",1
"37155000039",9
"37155000038",9
"37057000088",7
"37155000037",9
"37155000036",9
"37155000035",9
"37057000084",2
"3700700GULL",5
"37057000082",2
"3719300115A",12
"3704700P02B",9
"37057000076",7
"37057000074",7
"37057000072",7
"37147001101",14
"370810MON2B",7
"37057000070",7
"370810MON2A",7
"371170000HS",14
"37183016-09",3
"37183016-07",3
"37057000078",2
"3714500WDSD",8
"371170000HM",14
"3704700P01A",9
"37125000VSS",11
"3707500WEST",1
"3714701508B",14
"3714701508A",14
"37037000085",11
"37183016-11",3
"37183016-10",3
"3718100HTOP",8
"3715500005A",9
"371170000GR",14
"3705500CHCA",14
"371170000GN",14
"370210063.1",1
"3700500006A",12
"37051SL78-3",11
"371050000D2",11
"371050000D1",11
"37037000075",4
"37037000078",11
"3714701507B",14
"37065001401",14
"37099000CAN",1
"3703300ANDE",4
"37099000CAS",1
"371050000C2",11
"371370002OT",14
"371050000C1",11
"3707700OKHL",8
"37097000ST5",12
"37097000ST4",12
"37097000ST3",12
"37097000ST2",12
"37097000ST1",12
"3713300NM13",10
"37183005-08",3
"37183005-07",3
"37097000ST6",12
"371190238.1",13
"3707900WALS",10
"37083000HOL",14
"371050000E1",11
"370550000MH",14
"370450MULLS",13
"37183009-02",8
"3714100SC13",9
"37183009-01",8
"371050000E2",11
"3708100H19A",7
"37183005-06",3
"37125000WAB",11
"37183005-05",3
"37183005-03",3
"37183005-01",3
"37183009-03",8
"3714701504B",14
"3714701504A",14
"3708100H19B",7
"370830RINGW",14
"37181000EH1",8
"3719700BNVL",2
"371170000CR",14
"3705100CC17",11
"3705100CC16",11
"3705100CC15",11
"3705100CC14",11
"3705100CC13",11
"37119000207",13
"3705100CC12",11
"37119000206",5
"37119000205",6
"3705100CC10",11
"37119000203",6
"37119000202",5
"37119000201",6
"37119000200",13
"3705100CC19",11
"3705100CC18",11
"371010PR31B",3
"371010PR31A",10
"37119000209",13
"37119000208",13
"3705100LI65",11
"370830FAUCT",14
"37025008-00",5
"370210028.1",1
"37065000501",14
"3705100CC06",11
"3705100CC05",11
"3712700P20A",14
"3705100CC04",11
"3705100CC03",11
"370210015.1",1
"3707700WOEL",8
"37081000OR2",7
"3705100CC01",11
"37081000OR1",7
"3707700CRDM",8
"3707700CRDL",8
"3705100CC08",11
"3708500PR32",11
"3705100CC07",11
"3708500PR31",11
"37119000221",5
"37119000220",6
"37083000HPR",14
"371050000B2",11
"371050000B1",11
"37025004-13",5
"370810000GR",7
"370130SURBA",14
"37025004-12",5
"37119000229",13
"3705100CC34",11
"37025004-11",5
"37119000228",6
"3705100CC33",11
"37119000227",5
"3705100CC32",11
"37119000226",6
"37119000225",6
"37119000224",13
"3708500PR25",11
"3708500PR24",11
"37119000222",13
"3708500PR23",11
"371290000WB",9
"3708500PR20",11
"3714701505B",14
"370890000SM",1
"3714100SP15",9
"3714701505A",14
"371870000P2",14
"3708500PR29",11
"371870000P1",14
"3708500PR28",11
"3703900GCRK",1
"3708500PR26",11
"370890000SW",1
"37115REVERE",1
"371510000PR",7
"37119000210",13
"3705100CC27",11
"371050000A2",11
"3705100CC26",11
"371050000A1",11
"37025004-03",5
"3705100CC25",11
"3705100CC24",11
"37025004-01",5
"37119000218",6
"371870000P3",14
"37119000217",6
"37119000216",6
"3705100CC21",11
"37119000215",6
"37119000214",13
"37119000213",13
"37045KINGST",13
"37119000212",6
"37119000211",13
"37025004-09",5
"370890000RR",1
"37025004-08",5
"3705100CC29",11
"37065001001",14
"37119000219",6
"3710900BS26",13
"3705100CC31",11
"370210058.1",1
"37173000BC2",1
"370890000SB",1
"37173000BC1",1
"370890000SE",1
"3704300BRAS",1
"371510000SE",7
"370210006.1",1
"37055000WAN",14
"37095000OCK",14
"3700300000M",12
"371810000CC",8
"371510000SO",7
"3700300000W",12
"3703900HOTH",1
"3704500KM-S",13
"3704500KM-N",13
"3705100G11B",11
"371510000RN",7
"371510000RM",7
"37107000PH2",10
"37107000PH1",10
"3701900010B",9
"37183012-02",3
"37183012-01",3
"371110MAR-5",12
"371110MAR-4",12
"371110MAR-3",12
"371110MAR-2",12
"371110MAR-1",12
"370130WASH4",14
"370130WASH2",14
"370130WASH1",14
"3713300CR07",9
"3700300000E",12
"3708900HV-3",1
"3708900HV-2",1
"37125000CAR",11
"3708900HV-1",1
"37125000CAM",11
"370210001.1",1
"370890000NM",1
"370910000M2",14
"370890000NW",1
"370910000M1",14
"3707900HOOK",10
"370210049.1",1
"3707900MAUR",10
"370910000ML",14
"37179000021",5
"37081000GIB",4
"37065000102",14
"37065000101",14
"370210036.1",1
"3703300MILT",4
"371510000LC",7
"37179000027",5
"371510000LB",7
"3710900TA37",13
"37179000026",5
"37179000025",5
"37179000024",5
"37067000504",2
"371150BEECH",1
"37179000023",5
"37067000503",2
"37179000022",5
"37067000502",2
"37065000104",14
"37067000501",2
"37065000103",14
"371510000NM",7
"37183012-09",3
"37183012-08",3
"37099000GLV",1
"37183012-07",3
"3700300G1G2",12
"37183012-06",3
"37183012-05",3
"37183012-04",3
"37067000507",2
"37067000506",2
"3706100CYCK",10
"370890000RG",1
"37067000505",2
"371370001RB",10
"3706100CHAR",10
"37179000010",5
"37099000CFK",1
"37179000018",5
"37011000002",12
"37011000001",12
"37179000016",5
"371870000LM",14
"370890000PV",1
"37179000015",5
"37179000014",5
"37179000013",5
"37179000012",5
"370890000PR",1
"37179000011",5
"37143PARKVI",14
"37011000009",12
"37011000008",12
"37011000007",12
"37011000006",12
"37011000005",12
"37123000BIS",5
"37011000004",12
"37179000019",5
"37011000003",12
"37169001618",2
"37179000043",5
"37179000042",5
"37179000041",5
"37179000040",5
"370210023.3",1
"370210023.2",1
"37009000020",12
"370210014.3",1
"370210014.2",1
"3712700P22A",14
"3706100HALL",10
"37179000032",5
"37179000031",5
"37179000030",5
"37179000039",5
"37179000036",5
"37179000035",5
"370910000HV",14
"37179000034",5
"37179000033",5
"37119000243",13
"37119000242",13
"37119000241",13
"37119000240",13
"3714500MTTZ",8
"3703900PCHT",1
"3712700P21A",14
"370210054.2",1
"3709700SH-B",12
"37147000301",14
"3709700SH-A",12
"37011000013",12
"37011000012",12
"37049000016",10
"37011000011",12
"37011000010",12
"37049000011",10
"37183001-09",8
"37119000232",6
"37119000231",6
"37183001-07",3
"37119000230",6
"37183001-06",3
"37011000019",12
"37183001-05",8
"37011000018",12
