"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500","iteration_1550","iteration_1600","iteration_1650","iteration_1700","iteration_1750","iteration_1800","iteration_1850","iteration_1900","iteration_1950","iteration_2000","iteration_2050","iteration_2100","iteration_2150","iteration_2200","iteration_2250","iteration_2300","iteration_2350","iteration_2400","iteration_2450","iteration_2500","iteration_2550","iteration_2600","iteration_2650","iteration_2700","iteration_2750","iteration_2800","iteration_2850","iteration_2900","iteration_2950","iteration_3000","iteration_3050","iteration_3100","iteration_3150","iteration_3200","iteration_3250","iteration_3300","iteration_3350","iteration_3400","iteration_3450","iteration_3500","iteration_3550","iteration_3600","iteration_3650","iteration_3700","iteration_3750","iteration_3800","iteration_3850","iteration_3900","iteration_3950","iteration_4000","iteration_4050","iteration_4100","iteration_4150","iteration_4200","iteration_4250","iteration_4300","iteration_4350","iteration_4400","iteration_4450","iteration_4500","iteration_4550","iteration_4600","iteration_4650","iteration_4700","iteration_4750","iteration_4800","iteration_4850","iteration_4900","iteration_4950","iteration_5000"
"3716300GARL",11,4,6,13,1,9,6,6,6,8,6,1,3,3,3,2,4,5,4,11,8,11,5,1,5,13,11,7,11,3,11,6,6,13,7,2,4,2,4,11,13,3,4,14,2,14,3,3,3,3,3,3,3,8,3,3,3,6,7,7,6,6,12,6,9,6,6,14,14,14,4,7,7,7,10,10,10,10,9,7,7,7,7,7,10,10,10,12,8,9,12,12,4,8,8,8,8,8,8,8,8
"37001000128",3,11,11,10,4,13,10,7,4,10,14,6,2,4,2,7,1,14,14,3,3,8,11,4,2,7,3,1,1,14,1,1,1,1,1,11,12,4,5,7,7,2,5,11,10,13,14,10,10,1,14,1,6,7,7,6,6,14,14,14,3,13,7,4,4,8,4,4,8,8,5,5,10,8,8,8,12,12,12,5,12,12,12,12,12,9,9,9,9,6,6,5,5,5,5,5,5,5,7,7,7
"37001000127",3,11,11,10,4,13,10,7,4,10,14,6,2,4,2,7,1,14,14,3,3,8,6,6,6,7,3,10,14,14,1,1,1,1,1,11,12,9,5,7,7,2,5,11,10,13,14,10,10,1,14,1,6,7,7,6,6,14,14,14,3,13,7,4,4,8,4,4,8,8,5,5,10,8,8,8,12,12,12,5,12,12,12,12,12,9,9,9,9,6,6,5,5,5,5,5,5,5,7,7,7
"3714701102B",4,3,1,1,3,1,8,8,8,6,4,3,5,2,1,12,8,8,8,1,11,1,4,11,7,1,1,11,3,5,4,13,7,6,7,6,2,6,2,6,6,6,6,3,3,3,6,5,4,4,4,8,8,10,10,4,4,4,4,8,8,8,14,8,14,14,14,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,12,12,4,4,4,4,4,4
"37001000126",3,11,11,10,4,13,10,7,4,10,14,6,2,4,2,7,1,14,14,3,3,8,6,6,6,2,3,1,1,14,1,1,1,1,1,11,12,4,7,7,7,2,5,11,10,13,14,10,10,1,14,1,6,7,7,6,6,14,14,14,3,13,7,4,4,8,4,4,8,8,5,5,10,8,8,8,12,12,12,5,12,12,12,12,12,9,9,9,9,6,6,5,5,5,5,5,5,5,7,7,7
"3714701102A",4,3,1,1,3,1,8,8,8,6,4,3,5,2,1,12,8,8,8,1,11,1,4,11,7,1,1,11,3,5,4,13,7,6,7,7,2,6,2,6,6,6,6,3,3,3,6,5,4,4,4,8,8,10,10,4,4,4,4,8,8,8,14,8,14,14,14,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,12,12,4,4,4,4,4,4
"37001000125",3,11,11,10,4,13,10,7,4,10,14,6,2,5,2,7,1,14,14,3,3,8,11,4,2,2,3,1,1,14,1,1,1,1,1,11,12,4,5,7,7,2,5,11,10,13,14,10,10,1,14,1,6,7,7,6,6,14,14,14,3,13,7,4,4,8,4,4,8,8,5,5,10,8,8,8,12,12,12,5,12,12,12,12,12,9,9,9,9,6,6,5,5,5,5,5,5,5,7,7,7
"37001000124",3,11,11,10,4,13,10,7,4,10,14,6,2,4,2,7,1,14,14,3,3,8,6,6,6,2,3,10,14,14,1,1,1,1,1,11,12,9,7,7,7,2,5,11,10,13,14,10,10,1,14,1,6,7,7,6,6,14,14,14,3,13,7,4,4,8,4,4,8,8,5,5,10,8,8,8,12,12,12,5,12,12,12,12,12,9,9,9,9,6,6,5,5,5,5,5,5,5,7,7,7
"371510000AN",11,5,3,3,9,13,10,14,10,4,9,2,4,5,4,11,5,3,7,7,7,12,8,6,6,2,12,10,14,1,14,9,14,4,11,5,11,11,13,5,5,8,13,5,5,9,14,14,1,5,1,2,9,9,9,13,13,12,12,2,5,5,5,5,5,5,13,5,5,4,10,10,5,5,5,5,5,5,5,12,5,5,5,14,14,14,14,14,14,14,14,14,14,14,13,14,14,14,14,14,13
"370910000SJ",4,3,6,8,3,1,8,8,8,3,4,3,5,2,1,12,8,8,8,1,11,1,4,11,7,1,1,5,13,10,13,7,13,6,6,6,2,13,2,2,6,6,6,3,3,3,6,5,4,4,10,4,10,4,8,4,4,4,4,8,8,8,14,8,14,14,14,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,12,12,4,4,4,4,4,4
"37099000GCK",5,9,9,2,2,14,11,2,2,14,10,14,14,14,11,6,13,13,13,13,10,14,14,14,14,14,14,8,8,8,2,2,9,9,9,9,10,10,12,12,12,12,12,12,8,8,8,13,13,13,13,13,14,14,14,14,9,2,11,9,10,10,11,11,11,11,11,11,11,11,11,11,14,14,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"37129000W08",7,4,13,12,8,3,13,1,1,12,3,1,12,8,12,1,7,2,2,5,12,5,5,12,4,13,11,7,11,11,10,4,12,2,2,14,14,14,14,13,13,4,3,2,2,14,3,3,3,3,3,3,3,8,3,3,3,6,7,7,14,14,12,6,9,6,6,14,14,14,4,7,7,7,10,10,10,10,9,7,7,7,7,7,10,10,10,12,8,9,12,12,4,8,8,8,8,8,8,8,8
"371510000AS",11,5,3,3,9,13,10,14,10,4,9,2,4,5,4,4,1,3,7,7,7,12,8,6,6,2,12,10,14,1,14,9,14,4,11,5,11,11,13,5,5,8,13,5,5,9,14,14,1,5,1,2,9,9,9,13,13,12,12,2,5,5,5,5,5,5,13,5,5,4,10,10,5,5,5,5,5,5,5,12,5,5,5,14,14,14,14,14,14,14,14,14,14,14,13,14,14,14,14,14,13
"37165000007",7,5,13,12,8,10,10,14,12,8,8,2,4,5,5,4,1,3,7,7,7,12,12,12,4,5,11,14,11,11,10,4,4,2,2,4,13,5,14,13,7,3,4,14,14,6,11,11,6,12,6,6,1,1,1,1,6,14,14,14,3,6,1,13,6,9,12,12,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,9,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"371510000AR",11,5,3,3,9,13,2,14,10,4,9,2,4,5,4,11,5,3,7,3,3,12,8,6,6,2,12,10,14,1,14,9,14,4,11,5,11,11,13,5,5,8,13,5,5,11,14,12,1,5,1,2,9,9,9,13,13,12,12,2,5,5,5,5,5,5,13,5,5,4,10,10,5,5,5,5,5,5,5,12,5,5,5,14,14,14,14,14,14,14,14,14,14,14,13,14,14,14,14,14,13
"3700100012E",3,11,11,10,4,13,10,7,4,10,14,6,2,4,2,7,1,14,14,3,3,8,11,4,2,7,3,1,1,14,1,1,1,1,1,11,12,4,5,7,7,2,5,11,10,13,14,10,10,1,14,1,6,7,7,6,6,14,14,14,3,13,7,4,4,8,4,4,8,8,5,5,10,8,8,8,12,12,12,5,12,12,12,12,12,9,9,9,9,6,6,5,5,5,5,5,5,5,7,7,7
"37165000004",7,5,13,12,8,10,10,14,12,8,8,2,4,5,5,4,1,3,7,7,7,12,12,12,4,5,11,14,11,11,10,4,4,2,2,4,13,5,14,13,7,3,4,14,14,6,11,11,6,12,6,6,1,1,1,1,6,14,14,14,3,6,1,13,6,9,12,12,9,9,9,9,9,9,9,9,9,9,12,5,8,8,8,8,9,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"3714701513B",4,3,1,1,3,1,8,8,8,6,4,3,5,2,1,12,8,8,8,1,11,1,1,11,7,1,1,11,3,5,4,13,7,6,7,7,2,6,2,6,6,6,6,3,3,3,6,5,4,4,4,8,8,10,10,4,4,4,4,8,8,8,14,8,14,14,14,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,12,12,4,4,4,4,4,4
"37165000003",7,5,13,12,8,10,10,14,12,8,8,2,4,5,5,4,1,3,7,7,7,12,12,12,4,5,11,14,11,11,10,4,4,2,2,4,13,5,14,13,7,3,4,14,14,6,11,11,6,12,6,6,1,1,1,1,6,14,14,14,3,6,1,13,6,9,12,12,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,9,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"371370003BY",6,3,1,8,12,1,6,8,8,3,4,3,5,8,1,12,8,8,8,11,11,1,4,1,7,1,1,11,3,5,13,13,7,14,7,7,6,6,2,6,6,6,6,3,3,3,6,5,4,4,4,8,8,10,10,4,4,4,4,8,8,8,14,8,14,14,14,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,12,12,4,4,4,4,4,4
"3714701513A",4,3,1,1,3,1,8,8,8,6,4,3,5,2,1,12,7,8,8,1,11,1,1,11,7,1,1,11,3,5,4,13,7,6,7,7,2,6,2,6,6,6,6,3,3,3,6,5,4,4,4,8,8,10,10,4,4,4,4,8,8,8,14,8,14,14,14,6,6,6,4,7,7,7,10,10,10,10,9,7,7,7,7,7,10,10,10,12,8,9,12,12,4,8,8,8,8,8,8,8,8
"3703300LOCU",3,11,11,14,13,13,2,7,4,10,14,6,2,4,2,7,2,14,12,8,2,4,11,4,2,7,3,1,1,2,14,10,2,1,1,11,12,4,5,7,7,2,5,5,5,13,10,10,10,1,14,4,6,7,7,6,6,14,14,14,3,13,7,4,4,8,4,4,8,8,5,5,10,8,8,8,12,12,12,5,12,12,12,12,12,9,9,9,9,6,6,5,5,5,5,5,5,5,7,7,7
"37161000034",5,9,9,11,2,11,11,11,5,2,11,14,14,14,13,6,13,13,13,13,10,14,14,14,14,14,14,8,8,8,3,12,9,9,9,9,10,8,8,12,12,12,12,12,12,1,1,13,13,13,13,13,14,14,14,14,9,2,11,9,10,10,10,11,11,11,11,11,11,11,11,11,14,1,2,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"371510000AW",11,5,3,3,9,13,10,14,10,4,9,2,4,5,4,11,5,3,7,7,7,12,8,6,6,2,12,10,14,1,14,9,14,4,11,5,11,11,13,5,5,8,13,5,5,11,14,14,1,5,1,2,9,9,9,13,13,12,12,2,5,5,5,5,5,5,13,5,5,4,10,10,5,5,5,5,5,5,5,12,5,5,5,14,14,14,14,14,14,14,14,14,14,14,13,14,14,14,14,14,13
"370150000C1",4,3,6,8,3,1,8,8,8,3,4,3,5,2,1,12,8,8,8,1,11,1,4,11,7,1,1,5,13,10,13,7,13,6,6,6,6,13,2,2,6,6,6,3,3,3,6,5,4,4,10,4,10,4,8,4,4,4,4,8,8,8,14,8,14,14,14,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,12,12,4,4,4,4,4,4
"37017000P70",11,4,13,12,8,9,13,1,1,8,8,8,3,3,3,2,12,5,2,5,12,5,5,1,1,13,11,7,5,11,10,4,12,2,2,14,14,14,14,13,11,4,4,14,14,6,11,11,6,12,6,6,1,1,1,3,1,3,6,6,6,6,1,13,6,9,12,12,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,9,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"3716100003A",5,9,9,11,5,11,11,11,5,2,11,10,6,13,13,13,13,13,11,9,10,14,14,14,3,9,4,12,9,8,3,12,9,9,12,3,10,8,8,12,12,1,8,8,12,1,1,13,7,13,13,13,14,11,11,11,9,2,11,10,9,11,10,11,11,11,11,11,11,11,11,11,14,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"37067000075",14,7,12,9,6,2,14,5,11,5,1,5,10,10,9,5,11,1,1,2,5,3,8,3,8,3,2,2,2,2,9,10,2,5,5,5,11,11,13,9,5,9,10,10,9,10,13,8,12,2,2,7,5,13,13,9,2,13,5,12,2,2,9,9,13,13,5,13,1,13,13,13,13,13,13,13,14,14,14,14,14,14,14,5,5,5,5,13,13,13,13,13,13,13,14,13,13,13,13,13,14
"37067000074",14,7,12,9,6,2,14,5,11,5,1,5,10,10,9,5,11,1,1,2,5,3,8,3,8,3,2,2,2,2,9,10,2,5,5,5,11,7,13,9,5,9,10,10,9,10,13,8,12,2,2,7,5,13,13,9,2,13,5,12,2,2,9,9,13,13,5,13,1,13,13,13,13,13,13,13,14,14,14,14,14,14,14,5,5,5,5,13,13,13,13,13,13,13,14,13,13,13,13,13,14
"37025005-00",2,10,5,6,7,5,5,12,12,4,5,11,13,6,14,9,11,9,10,14,6,13,13,12,9,8,10,6,12,12,8,5,4,10,8,10,3,3,10,14,8,10,7,9,11,11,12,14,11,14,5,5,12,2,5,5,11,13,2,11,12,3,2,1,1,10,3,1,13,10,14,3,3,3,3,3,3,3,3,13,13,13,1,1,11,13,13,5,5,5,5,6,6,11,11,3,3,3,3,6,6
"37067000073",14,7,12,9,6,2,14,5,11,5,1,5,10,10,9,5,11,1,1,2,5,3,8,3,8,3,2,2,2,2,9,10,2,5,5,5,11,11,13,9,5,9,10,10,9,10,13,8,12,2,2,7,5,13,13,9,2,13,5,12,2,2,9,9,13,13,5,13,1,13,13,13,13,13,13,13,14,14,14,14,14,14,14,5,5,5,5,13,13,13,13,13,13,13,14,13,13,13,13,13,14
"37067000072",14,7,12,9,6,2,14,5,11,5,1,5,10,10,9,5,11,1,1,2,5,3,8,3,8,3,2,2,2,2,9,10,2,5,5,5,11,11,13,9,5,9,10,10,9,10,13,8,12,2,2,7,5,13,13,9,2,13,5,12,2,2,9,9,13,13,5,13,1,13,13,13,13,13,13,13,14,14,14,14,14,14,14,5,5,5,5,13,13,13,13,13,13,13,14,13,13,13,13,13,14
"37183001-29",8,14,4,4,14,8,9,9,9,13,12,12,1,12,7,3,3,4,5,4,1,4,2,2,10,6,5,3,7,7,7,11,11,7,13,13,7,12,3,3,3,5,11,4,4,4,9,9,9,10,9,9,7,6,4,10,10,7,8,1,7,7,4,7,8,4,8,8,12,5,8,12,8,10,7,7,7,7,7,9,9,10,10,10,7,7,7,8,12,12,9,9,9,9,9,9,9,9,9,9,9
"37067000071",14,7,12,9,6,2,14,5,11,5,1,5,10,10,9,5,11,1,1,2,5,3,8,3,8,3,2,2,2,2,9,10,2,5,5,5,11,11,13,9,5,9,10,10,9,10,13,8,12,2,2,7,5,13,13,9,2,13,5,12,2,2,9,9,13,13,5,13,1,13,13,13,13,13,13,13,14,14,14,14,14,14,14,5,5,5,5,13,13,13,13,13,13,13,14,13,13,13,13,13,14
"37183001-28",9,8,4,4,14,8,9,10,13,13,12,7,7,7,7,3,3,4,5,4,1,4,7,2,11,10,5,3,7,7,7,11,11,7,13,13,7,12,3,3,3,5,11,4,4,4,9,9,9,10,9,9,7,3,4,10,10,7,8,1,7,7,13,12,7,12,9,7,7,5,7,4,8,10,7,7,7,7,7,9,9,10,10,10,7,7,7,8,12,12,9,9,9,9,9,9,9,9,9,9,9
"37183001-27",8,8,4,4,14,8,9,10,13,13,12,7,7,12,7,3,3,4,3,4,1,4,2,5,11,10,5,3,7,7,7,11,11,7,13,13,7,12,3,3,3,5,11,4,4,4,9,9,9,10,9,9,7,3,4,10,10,7,8,1,7,7,4,7,8,4,8,8,12,5,7,4,8,10,7,7,7,7,7,9,9,10,10,10,7,7,7,8,12,12,9,9,9,9,9,9,9,9,9,9,9
"37183001-26",8,8,4,4,14,8,9,10,13,13,12,7,7,7,7,3,3,4,3,4,1,4,2,5,11,10,5,3,10,7,7,11,11,7,14,13,7,12,3,3,3,13,11,4,4,4,9,9,9,10,9,9,7,3,4,10,10,7,8,1,7,7,4,7,7,12,9,7,7,5,7,4,8,10,7,7,7,7,7,9,9,10,10,10,7,7,7,8,12,12,9,9,9,9,9,9,9,9,9,9,9
"37183001-25",8,8,4,4,14,8,9,10,13,13,12,7,7,7,7,3,3,4,3,4,1,4,2,5,11,10,5,3,10,7,7,11,11,7,14,13,7,12,3,3,3,5,11,4,4,4,9,9,9,10,9,9,7,3,4,10,10,7,8,1,7,7,4,7,8,4,8,8,12,5,7,4,8,10,7,7,7,7,7,9,9,10,10,10,7,7,7,8,12,12,9,9,9,9,9,9,9,9,9,9,9
"37017000P75",11,4,13,12,8,9,13,1,1,12,8,8,3,3,3,2,12,5,2,5,12,5,5,1,1,13,11,7,11,11,10,4,12,2,2,14,14,14,14,13,11,4,4,14,14,6,11,11,6,12,6,6,1,1,3,3,1,3,6,6,6,6,1,13,6,9,12,12,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,9,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"370150000C2",4,3,6,8,3,1,8,8,8,3,4,3,5,2,1,12,8,8,8,1,11,1,4,11,7,1,1,5,13,10,13,7,13,6,6,6,6,13,2,2,6,6,6,3,3,3,6,5,4,4,10,4,10,4,8,4,4,4,4,8,8,8,14,8,14,14,14,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,12,12,4,4,4,4,4,4
"37067000081",14,7,12,9,6,2,14,5,11,5,1,5,10,10,9,5,5,1,1,2,5,3,8,3,8,3,2,2,2,2,9,10,2,5,5,5,11,11,7,9,10,9,10,10,9,10,13,8,12,5,2,7,5,13,13,9,2,11,5,12,2,2,9,9,13,13,5,13,1,13,13,13,13,13,13,13,14,14,14,14,14,14,14,5,5,5,5,13,13,13,13,13,13,13,14,13,13,13,13,13,14
"37161000028",5,9,9,2,2,11,11,11,5,2,11,14,14,14,13,6,13,13,13,13,10,14,14,14,3,9,14,8,8,8,3,12,9,9,12,3,10,8,8,12,12,12,12,12,12,1,1,13,13,13,13,13,14,14,14,14,9,2,11,9,10,10,10,11,2,2,10,3,3,11,11,11,14,14,2,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"37161000027",5,9,9,2,2,11,11,11,5,2,11,14,14,14,13,6,13,13,13,13,10,14,14,14,14,14,14,8,8,8,3,12,9,9,9,9,10,8,8,12,12,12,12,12,12,1,1,13,13,13,13,13,14,14,14,14,9,2,11,9,10,10,10,11,11,11,11,11,11,11,11,11,14,14,2,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"37183001-35",8,8,4,4,14,8,9,10,13,13,12,7,7,7,7,3,3,4,3,4,1,4,2,5,11,10,5,3,10,7,7,11,11,11,14,13,13,12,3,3,3,13,11,4,4,4,9,9,9,10,8,9,7,3,4,10,10,7,8,1,7,7,4,7,7,12,9,7,7,5,7,4,8,10,7,7,7,7,7,9,9,10,10,10,7,7,7,8,12,12,9,9,9,9,9,9,9,9,9,9,9
"37183001-34",8,8,4,4,14,8,9,10,13,13,12,7,7,7,7,3,3,4,5,4,1,4,2,5,11,10,5,3,7,7,7,11,11,7,13,13,7,12,3,3,3,5,11,4,4,4,9,9,9,10,9,9,7,3,4,10,10,7,8,1,7,7,4,7,7,12,9,7,7,5,7,4,8,10,7,7,7,7,7,9,9,10,10,10,7,7,7,8,12,12,9,9,9,9,9,9,9,9,9,9,9
"37183001-33",8,14,4,4,14,8,9,9,9,13,12,12,1,12,7,3,3,4,3,12,1,4,2,2,10,10,5,3,7,13,7,11,11,7,13,13,7,12,3,3,3,5,11,4,4,4,9,9,9,10,9,9,7,6,4,10,10,7,8,1,7,7,4,7,8,4,8,8,12,5,8,12,8,10,7,7,7,7,7,9,9,10,10,10,7,7,7,8,12,12,9,9,9,9,9,9,9,9,9,9,9
"37081000SF4",3,11,11,3,4,2,14,14,4,10,14,6,2,4,4,11,5,14,14,3,3,8,6,6,6,2,12,10,14,1,14,9,14,4,11,1,5,9,7,5,10,8,5,11,10,9,14,12,1,5,14,2,9,9,9,13,13,12,12,2,5,5,5,5,5,5,13,5,5,4,10,10,5,5,5,5,5,5,5,12,5,5,5,14,14,14,14,14,14,14,14,14,14,14,13,14,14,14,14,14,13
"37183001-32",8,14,4,14,14,8,12,9,9,9,12,12,1,12,7,3,3,4,3,12,1,7,2,5,10,10,5,13,7,13,7,11,5,7,14,4,13,12,3,4,4,5,1,13,13,4,9,9,9,10,9,9,7,6,6,8,7,7,3,3,1,7,4,7,8,4,8,8,12,5,8,12,12,12,12,12,8,7,7,9,9,10,10,10,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,12,12
"37081000SF3",3,11,11,3,4,2,14,14,4,10,14,6,2,4,4,11,5,14,14,3,3,8,6,6,6,2,12,10,14,1,14,9,14,4,11,1,5,9,7,5,10,8,5,11,10,9,14,12,1,5,14,2,9,9,9,13,13,12,12,2,5,5,5,5,5,5,13,5,5,4,10,10,5,5,5,5,5,5,5,12,5,5,5,14,14,14,14,14,14,14,14,14,14,14,13,14,14,14,14,14,13
"37017000P60",11,5,13,12,8,9,13,1,1,8,8,8,3,3,3,2,12,5,7,7,12,5,5,1,1,13,7,7,5,3,10,4,12,13,4,14,14,14,14,13,11,4,4,14,14,6,11,11,6,12,6,6,1,1,1,3,1,3,6,6,6,6,1,13,6,9,12,12,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,9,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"37183001-31",8,14,4,4,14,8,12,9,9,13,12,12,1,12,7,3,3,4,3,12,1,4,2,5,10,10,5,3,7,13,7,11,5,7,13,13,7,12,3,4,4,5,1,4,4,4,9,9,9,10,9,9,7,6,6,8,7,1,8,1,7,7,4,7,8,4,8,8,12,5,8,12,8,10,7,7,7,7,7,9,9,10,10,10,7,7,7,8,12,12,9,9,9,9,9,9,9,9,9,9,9
"3704900DFB9",6,6,1,8,12,3,6,8,8,3,3,3,12,8,1,12,8,8,8,11,11,1,4,1,7,1,1,11,3,5,13,13,7,14,7,7,6,6,2,6,6,6,6,3,3,3,6,5,4,4,4,8,8,10,10,4,4,4,4,8,8,8,14,8,14,14,14,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,12,12,4,4,4,4,4,4
"37067000067",14,7,12,9,6,2,14,5,11,5,14,5,2,10,9,5,5,1,1,2,5,3,6,3,8,3,2,2,2,2,9,10,2,5,5,1,5,9,7,9,5,9,10,10,9,10,13,8,12,5,2,7,5,13,13,9,2,11,5,12,2,2,9,9,13,13,5,13,1,13,13,13,13,13,13,13,14,14,14,14,14,14,14,5,5,5,5,13,13,13,13,13,13,13,14,13,13,13,13,13,14
"37081000SF2",3,11,11,3,4,2,14,7,4,10,14,6,2,4,4,5,5,14,14,3,3,8,6,6,6,2,2,10,14,1,14,9,14,4,11,1,5,9,7,5,10,8,5,11,10,9,14,12,1,5,14,2,9,9,9,13,13,12,12,2,5,5,5,5,5,5,13,5,5,4,10,10,5,5,5,5,5,5,5,12,5,5,5,14,14,14,14,14,14,14,14,14,14,14,13,14,14,14,14,14,13
"3704900N3N5",6,3,1,8,12,3,6,8,8,3,3,3,12,8,12,12,8,8,8,11,11,1,4,1,7,1,1,11,3,5,13,13,7,14,7,7,6,6,2,6,6,6,6,3,3,3,6,5,4,4,4,8,8,10,10,4,4,4,4,8,8,8,14,8,14,14,14,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,12,12,4,4,4,4,4,4
"37183001-30",8,14,4,4,14,7,9,13,13,13,12,12,1,12,7,3,3,4,5,4,1,4,2,2,11,10,13,3,7,7,7,11,11,7,13,13,7,12,3,3,3,5,11,4,4,2,10,4,9,10,9,9,7,6,4,10,10,7,8,1,7,7,4,7,8,4,8,8,12,5,8,12,8,10,7,7,7,7,7,9,9,10,10,10,7,7,7,8,12,12,9,9,9,9,9,9,9,9,9,9,9
"37067000066",14,7,12,9,6,2,14,5,11,5,1,5,10,10,9,5,5,1,1,2,3,3,6,3,8,3,2,2,2,2,9,10,2,5,5,1,5,9,7,9,5,9,5,10,9,10,13,8,1,5,2,7,5,13,13,9,2,11,5,12,2,2,9,9,13,13,5,13,1,13,13,13,13,13,13,13,14,14,14,14,14,14,14,5,5,5,5,13,13,13,13,13,13,13,14,13,13,13,13,13,14
"3700100009S",3,11,11,10,4,13,10,7,4,10,14,6,2,5,2,7,1,14,14,3,3,8,11,4,2,7,3,1,1,14,1,1,1,1,1,11,12,4,5,7,7,2,13,11,10,13,14,10,10,1,1,1,6,7,7,6,6,14,14,14,3,13,7,4,4,8,4,4,8,8,5,5,10,8,8,8,12,12,12,5,12,12,12,12,12,9,9,9,9,6,6,5,5,5,5,5,5,5,7,7,7
"37081000SF1",3,11,11,3,4,2,14,14,4,10,14,6,2,4,4,5,5,14,14,3,3,8,6,6,6,2,2,10,14,1,14,9,14,4,11,1,5,9,7,5,10,8,5,11,10,9,14,12,1,5,14,2,9,9,9,13,13,12,12,2,5,5,5,5,5,5,13,5,5,4,10,10,5,5,5,5,5,5,5,12,5,5,5,14,14,14,14,14,14,14,14,14,14,14,13,14,14,14,14,14,13
"37067000065",14,7,12,9,6,2,14,5,11,5,14,5,2,10,9,5,5,1,1,2,5,3,6,3,8,3,2,2,2,2,9,10,2,5,5,1,5,9,7,9,10,9,10,10,9,10,13,8,1,5,2,7,5,13,13,9,2,11,5,12,2,2,9,9,13,13,5,13,1,13,13,13,13,13,13,13,14,14,14,14,14,14,14,5,5,5,5,13,13,13,13,13,13,13,14,13,13,13,13,13,14
"37049000023",6,3,1,8,12,3,6,8,8,3,3,3,12,8,12,12,8,8,8,11,11,1,4,1,7,1,1,11,3,5,13,13,7,14,7,7,6,6,2,6,6,6,6,3,3,3,6,5,4,4,4,8,8,10,10,4,4,4,4,8,8,8,14,8,14,14,14,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,12,12,4,4,4,4,4,4
"37067000064",14,7,12,9,6,2,14,5,11,5,14,5,10,10,9,5,5,1,1,2,5,3,6,3,8,3,2,2,2,2,9,10,2,5,5,1,5,9,7,9,5,9,10,10,9,10,13,8,1,5,2,7,5,13,13,9,2,11,5,12,2,2,9,9,13,13,5,13,1,13,13,13,13,13,13,13,14,14,14,14,14,14,14,5,5,5,5,13,13,13,13,13,13,13,14,13,13,13,13,13,14
"37067000063",14,7,12,9,6,2,14,5,11,5,1,5,10,10,9,5,5,1,1,2,5,3,6,3,8,3,2,2,2,2,9,10,2,5,5,1,5,9,7,9,10,9,10,10,9,10,13,8,12,5,2,7,5,13,13,9,2,11,5,12,2,2,9,9,13,13,5,13,1,13,13,13,13,13,13,13,14,14,14,14,14,14,14,5,5,5,5,13,13,13,13,13,13,13,14,13,13,13,13,13,14
