iteration,score,cut_edges
580,558,558
581,558,558
582,558,558
583,558,558
584,556,556
585,556,556
586,556,556
587,556,556
588,556,556
589,556,556
590,557,557
591,546,546
592,542,542
593,542,542
594,537,537
595,531,531
596,531,531
597,531,531
598,531,531
599,531,531
600,531,531
601,532,532
602,537,537
603,537,537
604,533,533
605,533,533
606,533,533
607,533,533
608,533,533
609,528,528
610,528,528
611,528,528
612,528,528
613,540,540
614,534,534
615,534,534
616,530,530
617,533,533
618,533,533
619,528,528
620,528,528
621,526,526
622,540,540
623,540,540
624,540,540
625,541,541
626,541,541
627,541,541
628,538,538
629,541,541
630,541,541
631,541,541
632,541,541
633,541,541
634,522,522
635,522,522
636,522,522
637,522,522
638,522,522
639,522,522
640,522,522
641,522,522
642,522,522
643,522,522
644,522,522
645,522,522
646,522,522
647,522,522
648,519,519
649,519,519
650,519,519
651,519,519
652,519,519
653,519,519
654,519,519
655,522,522
656,523,523
657,526,526
658,526,526
659,526,526
660,526,526
661,526,526
662,529,529
663,529,529
664,529,529
665,529,529
666,528,528
667,526,526
668,526,526
669,526,526
670,526,526
671,526,526
672,526,526
673,534,534
674,534,534
675,534,534
676,534,534
677,534,534
678,534,534
679,534,534
680,534,534
681,534,534
682,536,536
683,536,536
684,533,533
685,533,533
686,533,533
687,533,533
688,533,533
689,533,533
690,533,533
691,534,534
692,534,534
693,534,534
694,534,534
695,534,534
696,534,534
697,534,534
698,534,534
699,534,534
700,534,534
701,534,534
702,534,534
703,534,534
704,534,534
705,536,536
706,536,536
707,536,536
708,536,536
709,536,536
710,536,536
711,533,533
712,533,533
713,534,534
714,534,534
715,538,538
716,538,538
717,538,538
718,542,542
719,542,542
720,542,542
721,542,542
722,541,541
723,541,541
724,541,541
725,541,541
726,541,541
727,541,541
728,541,541
729,541,541
730,541,541
731,541,541
732,541,541
733,541,541
734,541,541
735,541,541
736,541,541
737,541,541
738,541,541
739,541,541
740,541,541
741,541,541
742,541,541
743,541,541
744,541,541
745,541,541
746,541,541
747,541,541
748,541,541
749,541,541
750,541,541
751,541,541
752,541,541
753,541,541
754,541,541
755,541,541
756,541,541
757,541,541
758,541,541
759,541,541
760,538,538
761,538,538
762,538,538
763,538,538
764,538,538
765,538,538
766,538,538
767,537,537
768,537,537
769,537,537
770,537,537
771,537,537
772,537,537
773,537,537
774,537,537
775,537,537
776,534,534
777,534,534
778,534,534
779,534,534
780,534,534
781,534,534
782,534,534
783,534,534
784,534,534
785,534,534
786,534,534
787,534,534
788,534,534
789,534,534
790,534,534
791,534,534
792,534,534
793,534,534
794,534,534
795,534,534
796,534,534
797,531,531
798,531,531
799,531,531
800,531,531
801,531,531
802,525,525
803,525,525
804,525,525
805,515,515
806,515,515
807,515,515
808,515,515
809,515,515
810,515,515
811,515,515
812,515,515
813,515,515
814,515,515
815,515,515
816,515,515
817,515,515
818,515,515
819,515,515
820,515,515
821,515,515
822,515,515
823,515,515
824,515,515
825,515,515
826,515,515
827,515,515
828,515,515
829,508,508
830,508,508
831,508,508
832,508,508
833,508,508
834,508,508
835,508,508
836,508,508
837,508,508
838,508,508
839,508,508
840,508,508
841,508,508
842,508,508
843,508,508
844,508,508
845,508,508
846,508,508
847,508,508
848,508,508
849,508,508
850,508,508
851,507,507
852,507,507
853,507,507
854,506,506
855,506,506
856,506,506
857,506,506
858,506,506
859,506,506
860,506,506
861,509,509
862,509,509
863,509,509
864,509,509
865,509,509
866,509,509
867,509,509
868,509,509
869,509,509
870,509,509
871,509,509
872,507,507
873,507,507
874,507,507
875,507,507
876,507,507
877,507,507
878,507,507
879,507,507
880,507,507
881,507,507
882,504,504
883,504,504
884,504,504
885,504,504
886,504,504
887,504,504
888,504,504
889,504,504
890,504,504
891,504,504
892,504,504
893,504,504
894,504,504
895,504,504
896,504,504
897,504,504
898,504,504
899,504,504
900,504,504
901,504,504
902,504,504
903,504,504
904,504,504
905,504,504
906,504,504
907,504,504
908,504,504
909,505,505
910,505,505
911,505,505
912,505,505
913,505,505
914,503,503
915,503,503
916,503,503
917,503,503
918,503,503
919,503,503
920,503,503
921,503,503
922,503,503
923,504,504
924,504,504
925,504,504
926,504,504
927,504,504
928,504,504
929,504,504
930,504,504
931,504,504
932,504,504
933,504,504
934,504,504
935,504,504
936,504,504
937,504,504
938,504,504
939,503,503
940,503,503
941,503,503
942,503,503
943,503,503
944,503,503
945,503,503
946,503,503
947,503,503
948,503,503
949,502,502
950,502,502
951,495,495
952,495,495
953,495,495
954,495,495
955,495,495
956,495,495
957,495,495
958,495,495
959,495,495
960,495,495
961,495,495
962,489,489
963,489,489
964,489,489
965,489,489
966,489,489
967,489,489
968,489,489
969,489,489
970,485,485
971,485,485
972,485,485
973,484,484
974,484,484
975,484,484
976,484,484
977,484,484
978,484,484
979,484,484
980,484,484
981,484,484
982,484,484
983,484,484
984,484,484
985,484,484
986,484,484
987,484,484
988,484,484
989,484,484
990,484,484
991,484,484
992,484,484
993,484,484
994,484,484
995,484,484
996,484,484
997,484,484
998,483,483
999,483,483
1000,483,483
