"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500","iteration_1550","iteration_1600","iteration_1650","iteration_1700","iteration_1750","iteration_1800","iteration_1850","iteration_1900","iteration_1950","iteration_2000","iteration_2050","iteration_2100","iteration_2150","iteration_2200","iteration_2250","iteration_2300","iteration_2350","iteration_2400","iteration_2450","iteration_2500","iteration_2550","iteration_2600","iteration_2650","iteration_2700","iteration_2750","iteration_2800","iteration_2850","iteration_2900","iteration_2950","iteration_3000"
"37167000022",11,3,5,4,11,5,5,4,1,14,13,3,8,14,8,2,2,11,9,9,11,6,13,6,10,6,6,3,5,8,9,11,5,7,7,7,4,11,7,7,3,4,7,12,11,3,11,11,12,7,2,2,2,3,3,3,3,3,3,3,3
"370510G3A-1",11,14,10,11,9,14,6,2,2,2,11,8,4,3,11,6,10,10,10,3,7,8,8,1,1,1,13,4,2,2,7,10,12,10,10,5,5,5,5,5,5,5,5,6,10,10,10,4,4,4,4,4,4,4,4,4,4,10,10,10,10
"37167000021",11,3,5,4,11,5,5,4,1,14,13,3,8,14,8,2,2,11,9,9,11,6,13,6,10,6,6,3,5,8,9,11,5,7,7,7,4,11,7,7,3,4,7,12,11,3,11,11,12,7,2,2,2,3,3,3,3,3,3,3,3
"3700100003S",5,9,2,10,7,8,11,7,4,4,6,5,1,13,10,8,9,8,2,2,2,2,12,2,2,9,8,8,8,3,3,3,1,1,1,13,9,2,2,2,10,10,10,10,2,2,2,2,2,2,14,14,14,14,14,14,14,14,14,14,14
"37115GRAPEV",1,1,1,1,3,1,4,1,9,7,12,12,12,12,4,4,13,13,13,13,10,14,9,9,12,11,11,11,9,9,5,2,2,2,2,2,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,7,7,7,7,7,7,7,7,7,7
"37167000020",3,3,5,4,11,5,5,4,1,14,13,3,8,14,8,2,2,11,9,9,11,6,13,6,10,6,6,3,5,8,9,11,5,7,7,7,4,11,7,7,3,4,7,12,11,3,11,11,12,7,2,2,2,3,3,3,3,3,3,3,3
"37183004-05",9,7,7,10,2,8,8,11,11,6,2,6,5,10,1,10,7,1,1,8,9,5,2,13,8,7,3,2,6,7,4,5,13,4,4,1,12,12,4,4,2,2,2,2,10,10,10,4,4,4,4,4,4,4,4,4,4,10,10,10,10
"37125000WND",11,14,2,5,7,8,6,2,4,2,11,8,4,4,13,8,8,8,11,12,3,3,7,5,4,8,3,5,10,10,12,11,8,8,8,10,10,9,9,1,1,1,1,4,13,13,6,6,6,6,1,13,13,13,1,1,1,1,1,1,1
"37191000029",14,11,14,14,8,2,10,14,8,10,1,4,6,5,5,9,1,14,14,6,8,1,3,3,3,3,7,7,7,1,10,6,4,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5
"37183004-04",13,5,7,10,2,8,8,11,11,6,2,6,1,10,1,10,7,1,10,8,9,5,2,13,8,7,3,2,6,2,4,5,12,10,10,5,5,5,5,5,5,5,5,6,10,10,10,4,4,4,4,4,4,4,4,4,4,10,10,10,10
"3700100003N",5,10,2,10,7,8,11,7,4,4,6,5,1,13,10,1,9,8,2,2,4,2,12,2,2,9,8,8,8,3,3,3,1,1,1,13,9,2,2,2,10,10,10,10,2,2,2,2,2,2,14,14,14,14,14,14,14,14,14,14,14
"37191000028",14,11,14,14,10,2,10,14,8,10,1,4,6,5,5,9,1,14,14,6,8,7,3,3,3,3,9,13,13,12,8,8,10,12,12,12,1,1,13,13,13,13,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"37183004-03",13,7,7,10,2,8,8,11,11,6,2,6,1,10,1,10,14,7,10,8,9,12,8,1,1,1,1,2,6,7,4,5,12,4,4,1,12,12,8,8,8,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8
"37191000027",14,11,14,14,10,2,10,14,8,10,1,4,6,5,5,9,1,14,7,6,8,7,3,3,3,3,9,13,13,12,8,8,10,12,12,12,1,1,13,13,13,13,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"370210044.1",1,1,1,1,3,1,4,1,9,7,12,12,12,12,4,4,13,13,13,13,10,14,9,9,12,11,11,11,9,9,5,2,2,2,2,2,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,7,7,7,7,7,7,7,7,7,7
"37183004-02",13,7,7,10,2,8,8,11,11,6,2,6,5,10,1,10,7,1,1,8,9,5,2,13,8,7,3,2,6,7,4,5,13,4,4,5,5,5,5,5,5,5,5,6,10,10,10,4,4,4,4,4,4,4,4,4,4,10,10,10,10
"37191000026",14,11,14,14,10,2,10,14,8,10,1,4,6,5,5,9,1,1,7,6,8,7,3,3,3,3,9,13,13,12,8,8,10,12,12,12,1,1,13,13,13,13,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"37183004-01",13,5,7,10,2,8,8,11,11,6,2,6,1,10,1,10,7,1,1,8,9,5,2,13,8,7,3,2,6,7,4,5,12,4,4,5,5,5,5,5,5,5,5,6,10,10,10,4,4,4,4,4,4,4,4,4,4,10,10,10,10
"37167000028",11,3,5,4,11,5,5,4,1,14,11,8,8,14,8,7,5,11,9,9,14,6,13,6,10,6,6,3,5,8,9,11,5,7,7,7,4,11,7,7,3,4,7,12,11,3,11,11,12,7,2,2,2,3,3,3,3,3,3,3,3
"37191000024",14,11,14,14,10,2,10,14,8,1,1,4,6,5,5,9,1,14,7,6,8,12,4,5,7,3,9,13,13,12,8,8,10,12,12,12,1,1,13,13,13,13,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"3716300CLNE",14,8,10,14,10,2,10,14,8,1,8,4,6,5,5,5,6,6,6,7,12,7,1,5,7,8,9,5,13,12,8,8,10,8,8,12,1,13,1,13,13,13,9,13,4,4,13,13,13,13,13,1,1,1,13,13,13,13,13,13,13
"37167000027",11,3,5,4,11,5,6,2,4,14,13,3,8,14,11,7,5,11,9,9,14,6,13,6,10,2,6,3,5,8,9,11,5,7,7,7,4,11,7,7,3,4,7,12,11,3,11,11,12,7,2,2,2,3,3,3,3,3,3,3,3
"37167000026",11,3,5,4,11,5,5,4,1,14,13,3,8,14,8,2,2,11,9,9,14,6,13,6,10,6,6,3,5,8,9,11,5,7,7,10,10,9,9,1,1,1,1,4,13,13,6,6,6,6,1,13,13,13,1,1,1,1,1,1,1
"37167000025",3,3,5,4,11,5,5,4,1,14,13,3,8,14,8,2,2,11,9,11,11,6,13,6,10,6,6,3,12,8,9,11,5,7,7,7,4,11,7,7,4,11,7,12,11,3,11,11,12,7,2,2,2,3,3,3,3,3,3,3,3
"3700100003W",5,9,13,10,7,8,11,7,4,4,6,5,1,13,10,1,9,8,2,2,4,2,12,2,2,9,8,8,8,3,3,3,1,1,1,13,9,2,2,2,10,10,10,10,2,2,2,2,2,2,14,14,14,14,14,14,14,14,14,14,14
"37167000024",3,3,5,4,11,5,5,4,1,14,13,3,8,14,7,2,2,11,9,9,11,6,13,6,10,6,6,3,12,8,9,11,5,7,7,7,4,11,7,7,4,11,7,12,11,3,11,11,12,7,2,2,2,3,3,3,3,3,3,3,3
"37167000023",3,3,5,4,11,5,5,4,1,14,13,3,8,14,8,2,2,11,9,9,11,6,13,6,10,6,6,3,5,8,9,11,5,7,7,7,4,11,7,7,4,4,7,12,11,3,11,11,12,7,2,2,2,3,3,3,3,3,3,3,3
"37025012-03",12,13,5,4,11,5,5,5,7,14,13,3,8,7,7,2,2,11,9,11,6,6,13,11,6,6,6,3,12,13,14,12,5,7,7,7,4,7,7,7,4,4,11,11,12,12,7,7,7,12,12,12,12,12,12,11,11,11,12,12,12
"370810NWASH",5,10,2,10,7,8,14,3,13,13,9,5,13,13,6,8,9,9,11,10,14,4,12,2,2,9,8,8,8,3,3,3,1,1,1,13,9,2,2,2,10,10,10,10,2,2,2,2,2,2,14,14,14,14,14,14,14,14,14,14,14
"37023000066",4,6,3,3,13,3,1,12,12,3,3,9,9,9,12,13,11,2,5,4,13,13,14,12,9,10,12,9,11,11,11,14,3,11,14,14,2,3,3,11,7,12,12,7,7,7,12,12,11,11,11,11,11,11,11,12,12,12,11,11,11
"37023000065",4,6,3,3,13,3,1,12,12,3,3,9,9,9,12,13,11,2,5,4,13,13,14,12,9,10,12,9,11,11,11,14,3,11,14,14,2,3,3,11,7,12,12,7,7,7,12,12,11,11,11,11,11,11,11,12,12,12,11,11,11
"37123000STA",11,14,2,5,7,8,12,9,13,13,14,2,4,4,13,2,2,8,11,8,9,5,2,13,5,2,3,6,4,8,9,11,5,7,7,10,10,9,9,1,1,1,1,4,13,13,6,6,6,6,1,13,13,13,1,1,1,1,1,1,1
"37023000064",4,6,3,3,13,3,1,12,12,12,3,9,9,9,12,13,11,2,5,4,13,13,14,12,9,10,12,9,11,11,11,14,3,11,14,14,2,3,3,11,7,12,12,7,7,7,12,12,11,11,11,11,11,11,11,12,12,12,11,11,11
"37023000062",4,6,3,3,13,3,1,12,12,3,3,9,9,9,12,13,11,2,5,4,13,13,14,12,9,10,12,9,11,11,11,14,3,11,14,14,2,3,3,11,7,12,12,7,7,7,12,12,11,11,11,11,11,11,11,12,12,12,11,11,11
"37025012-09",12,4,5,4,11,5,13,5,7,9,7,3,8,7,8,11,2,5,3,11,6,11,10,10,6,14,10,10,12,13,14,12,5,7,3,3,3,7,11,3,4,11,11,11,12,12,7,7,7,12,12,12,12,12,12,11,11,11,12,12,12
"37147001501",8,2,11,14,14,7,7,8,10,10,4,11,11,2,2,9,1,14,14,1,1,1,3,3,3,3,7,7,7,1,10,6,4,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5
"37025012-08",12,4,5,4,11,5,13,5,7,9,7,3,8,7,7,11,2,5,3,11,6,6,13,11,6,12,10,10,12,13,14,12,5,7,3,9,7,7,7,3,4,11,11,11,12,12,7,7,7,12,12,12,12,12,12,11,11,11,12,12,12
"37025012-06",3,4,5,4,11,5,13,5,7,9,7,3,8,7,7,11,2,5,9,11,6,6,13,11,6,12,10,10,12,13,14,11,5,7,7,7,7,7,11,3,4,4,7,12,12,12,7,7,7,12,12,12,12,12,12,11,11,11,12,12,12
"37025012-05",12,4,5,4,11,5,13,5,12,9,7,3,8,7,7,11,2,5,9,9,6,6,13,11,6,6,6,3,5,13,14,11,5,7,3,9,7,7,11,7,4,4,7,12,11,3,11,11,12,12,12,12,12,12,12,11,11,11,12,12,12
"37025012-04",12,13,5,4,11,5,13,5,12,14,13,3,8,7,7,11,2,11,9,9,6,6,13,11,6,6,6,3,12,13,14,11,5,7,3,9,7,7,11,7,4,4,7,12,11,3,11,11,12,12,12,12,12,12,12,11,11,11,12,12,12
"37147001509",8,2,11,2,14,7,7,8,8,8,4,11,11,2,2,9,1,14,14,1,1,1,3,3,3,3,7,7,7,1,10,6,4,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5
"37147001507",8,2,11,2,14,7,7,8,8,8,4,11,11,2,2,9,1,14,14,1,1,1,3,3,3,3,7,7,7,1,10,6,4,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5
"37147001506",14,2,11,2,14,7,7,8,8,8,4,11,11,2,2,9,1,14,14,1,1,1,3,3,3,3,7,7,7,1,10,6,4,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5
"37191000018",14,11,14,14,10,2,10,14,8,10,1,4,6,5,5,9,1,14,14,6,8,12,4,3,3,3,7,7,7,1,10,6,4,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5
"37191000017",14,11,14,14,10,2,10,14,8,10,1,4,6,5,5,9,1,14,14,6,8,12,4,3,3,3,7,7,7,1,10,6,4,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5
"37023000070",4,6,3,3,13,3,1,12,12,3,3,9,9,9,12,13,11,2,5,4,13,13,14,12,9,10,12,9,11,11,11,14,3,11,14,14,2,3,3,11,7,12,12,7,7,7,12,12,11,11,11,11,11,11,11,12,12,12,11,11,11
"3714100LT18",2,8,8,8,8,10,9,6,14,1,8,10,10,11,5,5,6,6,12,12,3,7,1,7,4,4,4,13,10,10,12,13,8,8,8,8,8,13,13,9,9,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"37191000016",14,11,14,14,10,2,10,14,8,10,1,4,6,5,5,9,1,1,7,6,8,12,4,3,3,3,9,13,13,12,8,8,10,12,12,12,1,1,13,13,13,13,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"3712700P06A",8,11,11,14,6,7,7,10,10,10,4,11,11,2,2,9,7,1,14,1,1,1,3,3,3,3,7,7,7,1,10,6,4,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5
"37147001503",14,2,11,14,14,7,7,8,10,10,4,11,11,2,2,9,1,14,14,1,1,1,3,3,3,3,7,7,7,1,10,6,4,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5
"37191000015",14,11,14,14,8,2,10,14,8,10,1,4,6,5,5,9,1,14,14,6,8,1,3,3,3,3,7,7,7,1,10,6,4,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5
"37191000014",14,11,14,14,14,2,10,14,8,10,1,4,6,5,5,9,1,14,14,6,8,1,3,3,3,3,7,7,7,1,10,6,4,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5
"37067000405",6,12,12,6,5,12,12,9,3,5,9,13,3,4,13,12,12,4,4,10,4,9,12,6,14,5,5,3,5,4,2,1,14,14,11,11,11,10,10,10,11,3,3,3,3,11,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2
"37191000013",14,11,14,14,14,2,10,14,8,10,1,4,6,5,5,9,1,14,14,6,8,1,3,3,3,3,7,7,7,1,10,6,4,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5
"37067000404",6,12,12,6,5,12,12,3,3,5,9,13,3,4,13,12,12,4,4,10,4,9,6,6,2,5,5,3,4,4,2,1,14,14,11,11,11,10,10,10,11,3,3,3,3,11,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2
"3712500WKWD",11,14,10,11,7,8,6,2,2,2,11,8,4,3,11,7,5,3,12,12,3,5,2,13,1,1,3,5,10,10,12,13,8,8,8,10,10,9,9,1,1,1,1,4,13,13,6,6,6,6,1,13,13,13,1,1,1,1,1,1,1
"3707700EAOX",7,7,9,2,6,6,11,10,6,11,2,6,5,6,10,14,7,7,1,14,1,2,5,4,13,13,2,1,1,1,10,5,13,4,13,4,13,8,4,4,2,2,2,2,6,6,4,10,10,10,10,10,10,10,10,10,10,4,4,4,4
"37067000403",6,12,12,6,5,12,12,3,3,5,9,13,3,4,13,12,12,4,4,10,4,9,6,6,14,5,5,3,3,4,2,1,14,14,11,11,11,10,10,10,11,3,3,3,3,11,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2
"37067000402",6,12,12,6,5,12,12,3,3,5,9,13,3,4,13,12,12,4,4,10,4,9,6,6,14,5,5,3,3,4,2,1,14,14,11,11,11,10,10,10,11,3,3,3,3,11,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2
"37067000401",6,10,12,6,5,12,12,9,3,5,9,13,3,4,13,12,12,4,2,2,14,9,12,6,2,6,5,3,4,4,2,1,14,14,11,11,11,10,10,10,11,3,3,3,3,11,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2
"3713300HN14",2,8,8,8,8,10,9,6,8,8,8,10,10,11,5,5,6,6,6,7,12,7,1,7,7,4,4,13,13,12,8,13,10,12,12,8,1,1,13,9,13,9,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"37175000TC1",1,1,1,1,3,1,4,1,9,7,12,12,12,12,4,4,13,13,13,13,10,14,9,9,12,11,11,11,9,9,5,2,2,2,2,2,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,7,7,7,7,7,7,7,7,7,7
"3703100ATSL",8,2,8,2,14,10,10,8,8,8,1,4,6,5,5,5,6,6,6,7,12,7,1,7,7,4,9,13,13,12,8,8,10,12,12,12,1,1,13,13,13,9,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"371150SANDY",1,1,1,1,3,1,4,1,9,7,12,12,12,12,4,4,13,13,13,13,10,14,9,9,12,11,11,11,9,9,5,2,2,2,2,2,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,7,7,7,7,7,7,7,7,7,7
"37175000TC7",1,1,1,1,3,1,4,1,9,7,12,12,12,12,4,4,13,13,13,13,10,14,9,9,12,11,11,11,9,9,5,2,2,2,2,2,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,7,7,7,7,7,7,7,7,7,7
"3719700EBND",6,12,12,13,12,12,12,3,3,5,14,13,3,4,13,12,12,4,4,10,6,9,6,6,14,5,5,12,3,5,2,1,14,14,11,11,11,10,10,10,11,3,3,3,3,11,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2
"37191000023",14,11,14,14,8,2,10,14,8,10,1,4,6,5,5,9,1,14,14,6,8,1,3,3,3,3,7,7,7,1,10,6,4,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5
"37191000022",14,11,14,14,8,2,10,14,8,10,1,4,6,5,5,9,1,14,14,6,8,1,3,3,3,3,7,7,7,1,10,6,4,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5
"37191000021",14,11,14,14,8,2,10,14,8,10,1,4,6,5,5,9,1,14,14,6,8,1,3,3,3,3,7,7,7,1,10,6,4,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5
"3703100MASM",8,2,8,2,14,10,10,6,14,8,1,4,6,5,5,5,6,6,6,7,12,7,1,7,7,4,9,13,13,12,8,8,10,12,12,12,1,1,13,13,13,9,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"3712700P05A",8,11,11,14,14,7,7,10,10,10,4,11,11,2,2,9,1,1,14,1,1,12,5,3,3,3,7,7,7,1,10,6,4,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5
"370970000CD",4,6,3,3,13,3,13,12,12,3,7,9,8,9,7,13,12,4,4,10,6,6,6,12,14,5,6,12,3,5,2,1,14,14,11,11,4,11,7,7,11,4,7,12,11,3,11,11,12,7,2,2,2,3,3,3,3,3,3,3,3
"3719905-GRE",4,1,1,1,3,1,4,1,9,7,3,12,12,12,4,4,13,2,5,13,10,13,14,9,12,10,12,11,9,9,5,2,2,2,2,2,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,7,7,7,7,7,7,7,7,7,7
"3708700BE56",1,1,1,1,3,1,4,1,9,7,12,12,12,12,4,4,13,13,13,13,10,14,9,9,12,11,11,11,9,9,5,2,2,2,2,2,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,7,7,7,7,7,7,7,7,7,7
"371570000IR",5,10,13,10,5,4,14,3,13,13,9,5,13,1,6,8,9,9,2,2,14,4,12,2,2,9,8,8,8,3,3,3,1,1,1,13,9,2,2,2,10,10,10,10,2,2,2,2,2,2,14,14,14,14,14,14,14,14,14,14,14
"3719700DCRK",6,12,12,13,12,3,1,12,3,5,14,13,3,4,7,12,12,4,4,10,6,9,6,12,14,5,6,12,3,5,2,1,14,14,11,11,11,10,10,10,11,3,3,3,3,11,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2
"370210050.1",4,1,1,1,3,1,4,1,9,7,12,12,12,12,4,4,13,13,13,13,10,14,9,9,12,11,11,11,9,9,5,2,2,2,2,2,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,7,7,7,7,7,7,7,7,7,7
"370970000CS",4,6,6,3,13,3,1,12,12,3,7,9,8,9,7,13,12,4,4,10,6,6,6,11,14,5,6,12,3,5,2,1,14,14,11,11,4,11,7,7,11,4,7,12,11,3,11,11,12,7,2,2,2,3,3,3,3,3,3,3,3
"3706100KENA",2,11,8,14,10,2,10,14,8,1,8,4,6,5,5,9,1,6,6,7,12,7,3,3,3,3,9,13,13,12,8,8,10,12,12,12,1,1,13,13,13,9,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"37001000011",9,9,2,5,7,8,11,7,4,4,6,2,5,13,10,8,9,8,11,14,2,2,2,13,5,9,8,8,8,3,3,3,1,1,13,13,13,2,2,2,2,2,2,2,2,2,2,2,2,2,14,14,14,14,14,14,14,4,4,4,4
"37081000RC2",5,9,13,10,7,8,11,7,4,4,6,5,13,13,10,1,9,8,2,2,4,2,12,2,2,2,8,8,8,3,3,3,1,1,1,13,9,2,2,2,10,10,10,10,2,2,2,2,2,2,14,14,14,14,14,14,14,14,14,14,14
"37081000RC1",5,10,13,10,7,8,14,3,13,13,9,5,13,1,6,1,9,9,2,2,4,2,12,2,2,9,8,8,8,3,3,3,1,1,1,13,9,2,2,2,10,10,10,10,2,2,2,2,2,2,14,14,14,14,14,14,14,14,14,14,14
"3710900LS12",10,6,3,9,4,13,13,5,7,12,3,9,7,8,12,11,11,5,5,4,13,13,14,14,9,10,6,9,11,11,11,14,3,11,14,14,2,3,3,11,7,12,12,7,7,7,12,12,11,11,11,11,11,11,11,12,12,12,11,11,11
"371170000BG",8,2,11,2,14,7,7,8,10,8,4,11,11,2,2,9,1,14,14,1,1,1,1,7,7,4,9,13,13,12,8,8,10,12,12,12,1,1,13,13,13,9,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"370210022.2",1,1,1,1,3,1,4,1,9,7,12,12,12,12,4,4,13,13,13,13,10,14,9,9,12,11,11,11,9,9,5,2,2,2,2,2,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,7,7,7,7,7,7,7,7,7,7
"3712700P08A",8,2,11,14,6,7,7,8,10,10,4,11,11,2,2,9,1,14,14,1,1,1,3,3,3,3,7,7,7,1,10,6,4,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5
"371490TR123",1,1,1,1,3,1,4,1,9,7,12,12,12,12,4,4,13,13,13,13,13,14,9,12,12,11,11,9,11,11,11,14,3,11,14,14,2,3,3,11,7,12,12,7,7,7,12,12,11,11,11,11,11,11,11,12,12,12,11,11,11
"37001000013",9,9,2,5,7,8,11,10,6,4,6,2,1,13,10,8,9,8,11,14,2,2,12,2,2,9,8,8,8,3,3,3,1,1,1,13,9,2,2,2,10,10,10,10,2,2,2,2,2,2,14,14,14,14,14,14,14,14,14,14,14
"37125000BEN",11,14,2,5,7,8,12,9,13,13,14,2,4,4,13,2,5,8,11,8,9,5,2,13,5,2,4,5,10,10,9,11,5,7,7,10,10,9,9,1,1,1,1,4,13,13,6,6,6,6,1,13,13,13,1,1,1,1,1,1,1
"3703100BFT2",8,2,8,2,8,10,10,6,14,8,1,4,6,5,5,5,6,6,6,7,12,7,1,7,7,4,9,13,13,12,8,8,10,12,12,12,1,1,13,13,13,9,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"3703100BFT1",8,2,8,2,8,10,10,6,14,8,1,4,6,5,5,5,6,6,6,7,12,7,1,7,7,4,9,13,13,12,8,8,10,12,12,12,1,1,13,13,13,9,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"3710900LB34",10,6,3,9,4,13,13,5,7,12,3,9,9,8,12,13,11,5,5,4,13,13,14,14,9,10,6,9,11,11,11,14,3,11,14,14,2,3,3,11,7,12,12,7,7,7,12,12,11,11,11,11,11,11,11,12,12,12,11,11,11
