"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500","iteration_1550","iteration_1600","iteration_1650","iteration_1700","iteration_1750","iteration_1800","iteration_1850","iteration_1900","iteration_1950","iteration_2000","iteration_2050","iteration_2100","iteration_2150","iteration_2200","iteration_2250","iteration_2300","iteration_2350","iteration_2400","iteration_2450","iteration_2500","iteration_2550","iteration_2600","iteration_2650","iteration_2700","iteration_2750","iteration_2800","iteration_2850","iteration_2900","iteration_2950","iteration_3000"
"37049000019",8,2,8,2,8,10,10,6,14,8,1,4,6,5,5,5,6,6,6,7,12,7,1,7,7,4,9,13,13,12,8,8,10,12,12,12,1,1,13,13,13,9,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"3712700P24A",8,11,14,14,6,7,10,8,10,10,4,11,11,2,2,9,1,1,14,1,1,1,3,3,3,3,7,7,7,1,10,6,4,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5
"37011000014",4,1,3,3,13,3,1,12,12,3,3,9,9,9,12,13,11,2,5,4,13,13,14,12,9,10,12,12,9,9,5,2,2,2,2,2,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,7,7,7,7,7,7,7,7,7,7
"37119000239",12,4,6,12,1,11,13,13,5,9,7,3,7,7,8,11,4,5,3,11,11,11,10,10,10,14,10,10,12,13,14,12,11,3,9,9,7,7,11,3,4,11,11,11,12,12,7,7,7,12,12,12,12,12,12,11,11,11,12,12,12
"37049000017",8,2,11,8,14,7,7,6,8,8,1,4,6,5,5,5,6,6,6,7,12,7,1,7,7,4,9,13,13,12,8,8,10,12,12,12,1,1,13,13,13,9,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"37037000020",13,5,7,5,7,8,8,7,2,4,6,2,1,10,10,6,14,1,10,3,7,8,8,1,1,1,13,4,4,4,1,7,7,5,10,5,5,5,5,5,5,5,5,6,10,10,10,4,4,4,4,4,4,4,4,4,4,10,10,10,10
"37119000237",12,4,6,12,1,11,13,4,5,9,7,3,7,7,8,11,3,5,3,11,11,11,10,10,10,14,10,14,12,13,14,12,11,9,9,3,3,7,11,3,4,11,4,11,12,12,7,7,7,12,12,12,12,12,12,11,11,11,12,12,12
"37119000236",3,4,5,4,11,5,5,4,1,14,13,14,14,7,8,3,2,11,3,11,11,11,10,10,10,12,14,14,12,13,13,9,5,9,3,3,3,4,11,12,12,11,4,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6
"37119000235",3,3,5,4,4,13,5,4,1,14,13,14,14,7,8,3,3,12,3,11,11,11,10,10,10,12,14,14,14,14,13,9,9,9,3,3,3,4,12,12,12,7,4,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6
"37119000234",3,3,5,4,4,13,5,4,1,14,13,14,14,7,8,3,3,12,3,11,11,11,10,10,10,12,14,14,14,14,13,9,9,9,3,3,3,4,12,12,12,7,4,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6
"37119000233",3,3,4,4,11,5,3,4,1,14,13,14,14,7,3,3,3,12,8,5,5,11,11,14,11,12,14,14,14,14,13,9,9,9,3,3,3,4,12,12,12,7,4,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6
"370450RIPPY",1,6,4,9,4,13,3,5,7,12,3,9,9,9,12,13,11,2,5,4,13,13,14,11,9,10,12,9,11,11,11,14,3,11,14,14,2,3,3,11,7,12,12,7,7,7,12,12,11,11,11,11,11,11,11,12,12,12,11,11,11
"3715700ED-1",6,10,2,13,12,4,14,3,4,5,9,5,13,1,6,1,9,9,4,10,14,4,5,13,5,9,5,12,3,3,2,3,13,4,1,13,9,10,10,10,11,10,10,10,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2
"37183001-13",7,7,14,7,2,9,2,11,11,6,10,1,2,10,1,10,14,7,7,6,8,12,4,8,8,7,1,2,6,6,6,4,6,13,4,4,13,8,8,8,8,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8
"37037000024",13,5,2,5,7,8,11,7,4,4,11,2,4,13,11,8,8,8,11,8,9,5,2,13,5,2,3,6,4,4,1,7,5,5,5,10,10,9,9,1,1,1,1,4,13,13,6,6,6,6,1,13,13,13,1,1,1,1,1,1,1
"37183001-12",7,7,7,7,2,9,2,11,11,6,10,1,2,10,1,14,14,7,1,6,8,12,4,8,8,7,1,1,1,6,6,4,6,13,4,4,13,12,8,8,8,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8
"37183001-11",7,7,7,10,2,9,2,11,11,6,10,1,2,10,1,14,14,7,1,6,8,12,4,8,8,7,1,1,1,7,4,5,13,4,13,1,12,12,8,8,8,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8
"37183001-10",7,7,7,7,2,9,2,11,11,6,10,1,2,10,1,14,14,7,7,6,8,12,4,8,8,7,1,1,1,7,4,5,13,4,13,4,13,12,8,8,8,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8
"37037000021",5,9,2,5,7,8,11,7,4,4,6,2,1,13,10,8,8,8,11,8,9,5,2,13,5,2,3,4,4,4,1,7,7,5,5,10,10,9,9,1,1,1,1,4,13,13,6,6,6,6,1,13,13,13,1,1,1,1,1,1,1
"37049000005",8,2,11,8,14,7,7,6,8,8,1,4,6,5,5,5,6,6,6,7,12,7,1,7,7,4,9,13,13,12,8,8,10,12,12,12,1,1,13,13,13,9,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"37049000003",8,2,11,8,14,7,7,8,8,8,1,4,6,5,5,5,6,6,6,7,12,7,1,7,7,4,9,13,13,12,8,8,10,12,12,12,1,1,13,13,13,9,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"37049000002",8,8,8,2,8,10,10,6,14,8,1,4,6,5,5,5,6,6,6,7,12,7,1,7,7,4,9,13,13,12,8,8,10,12,12,12,1,1,13,13,13,9,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"37131CREEKS",8,2,11,2,14,9,7,8,10,10,1,11,11,2,2,9,1,14,14,1,1,1,3,3,3,3,7,7,7,1,10,6,4,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5
"3712700P23A",8,2,11,14,6,7,7,8,10,10,4,11,11,2,2,9,1,14,14,1,1,1,3,3,3,3,7,7,7,1,10,6,4,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5
"37125000TLT",11,14,10,11,9,8,6,2,4,2,11,8,4,3,11,8,8,3,12,12,3,5,2,13,4,8,3,5,10,10,12,11,8,8,8,10,10,13,5,1,1,1,1,4,13,13,6,6,6,6,1,13,13,13,1,1,1,1,1,1,1
"37049000007",8,2,11,8,14,7,7,8,8,8,1,4,6,5,5,5,6,6,6,7,12,7,1,7,7,4,9,13,13,12,8,8,10,12,12,12,1,1,13,13,13,9,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"3707300004S",8,2,11,2,14,7,7,8,10,8,1,11,11,2,2,5,6,6,6,7,12,7,1,7,7,4,9,13,13,12,8,8,10,12,12,12,1,1,13,13,13,9,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"37183017-09",7,5,14,7,2,2,2,11,6,11,10,1,2,6,14,10,14,7,7,6,8,12,4,8,8,7,1,2,6,6,6,4,6,13,4,1,12,8,8,8,8,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8
"3712900CF06",2,8,8,8,8,10,9,6,14,1,8,10,10,11,9,7,5,3,12,12,3,3,7,5,4,8,4,5,10,10,12,13,8,8,8,8,8,13,1,9,9,13,9,13,4,4,13,13,13,13,13,1,1,1,13,13,13,13,13,13,13
"3715500026A",11,14,10,11,9,14,6,2,2,2,11,8,4,3,11,7,5,3,12,12,3,3,7,5,4,8,4,5,10,10,12,13,8,8,8,8,8,13,1,9,9,13,9,13,4,4,13,13,13,13,13,1,1,1,13,13,13,13,13,13,13
"37025009-00",3,4,5,4,11,5,5,4,1,14,13,3,8,7,7,2,2,11,9,9,11,6,13,6,6,12,10,10,12,8,9,11,5,7,7,7,4,11,7,7,4,4,7,12,11,3,11,11,12,7,2,2,2,3,3,3,3,3,3,3,3
"3712900CF05",2,8,8,8,8,10,9,6,14,1,8,10,10,11,9,7,5,3,12,12,3,3,7,7,4,8,4,5,10,10,12,13,8,8,8,8,8,13,1,9,9,13,9,13,4,4,13,13,13,13,13,1,1,1,13,13,13,13,13,13,13
"37177000001",8,2,11,2,14,7,7,8,8,8,1,11,11,2,2,5,6,6,6,7,12,7,1,7,7,4,9,13,13,12,8,8,10,12,12,12,1,1,13,13,13,9,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"370330PROVI",9,9,2,10,6,6,11,7,4,4,6,2,13,13,6,8,9,9,11,14,2,2,5,13,5,9,8,8,8,7,4,5,13,4,1,4,9,8,4,4,2,2,2,2,6,6,4,10,10,10,10,10,10,10,10,10,10,4,4,4,4
"37037000015",13,5,7,5,10,8,11,7,4,4,6,2,1,10,10,8,8,8,11,8,9,5,2,13,5,2,3,4,4,4,1,7,7,5,5,10,10,9,9,1,1,1,1,4,13,13,6,6,6,6,1,13,13,13,1,1,1,1,1,1,1
"3712900CF02",2,8,8,8,8,10,9,6,14,1,8,10,10,11,9,7,6,6,12,12,3,3,7,7,4,8,4,5,10,10,12,13,8,8,8,8,8,13,1,9,9,13,9,13,4,4,13,13,13,13,13,1,1,1,13,13,13,13,13,13,13
"3712900CF01",2,8,8,8,8,10,9,6,14,1,8,10,10,11,9,7,5,3,12,12,3,3,7,5,4,8,4,5,10,10,12,13,8,8,8,8,8,13,1,9,9,13,9,13,4,4,13,13,13,13,13,1,1,1,13,13,13,13,13,13,13
"37183017-10",9,5,9,7,2,9,2,11,11,6,10,1,2,10,1,14,14,7,1,14,2,2,4,8,13,13,1,1,1,6,6,4,6,13,13,4,13,8,8,8,8,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8
"37123000LIT",13,12,2,13,12,5,12,9,13,13,11,8,8,4,13,2,2,11,9,8,9,5,13,6,5,2,3,6,5,8,9,11,5,7,7,7,4,11,7,7,3,4,7,12,11,3,11,11,12,7,2,2,2,3,3,3,3,3,3,3,3
"37183001-02",7,7,7,10,2,9,8,11,11,6,10,1,2,6,14,14,14,7,7,6,9,5,2,4,8,7,2,2,6,6,6,4,6,13,4,1,12,12,8,8,8,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8
"37183001-01",7,7,7,10,2,9,8,11,11,6,10,1,2,6,14,10,14,7,7,6,8,5,4,4,8,7,1,2,6,6,6,4,6,13,4,1,12,12,8,8,8,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8
"37179000007",3,3,5,4,11,5,5,4,1,14,13,14,14,14,8,2,2,12,9,11,11,11,10,10,10,6,6,3,5,8,9,11,5,7,7,10,10,9,9,1,1,1,1,4,13,13,6,6,6,6,1,13,13,13,1,1,1,1,1,1,1
"37179000006",3,3,5,4,11,5,5,4,1,14,13,14,14,14,8,2,2,11,9,11,11,11,10,10,10,6,6,3,5,8,9,11,5,7,7,10,10,9,9,1,1,1,1,4,13,13,6,6,6,6,1,13,13,13,1,1,1,1,1,1,1
"37179000005",3,3,5,4,11,5,5,4,1,14,13,14,14,14,8,2,2,12,9,11,11,11,10,10,10,6,6,3,5,8,9,11,5,7,7,10,10,9,12,12,1,1,1,4,13,13,6,6,6,6,1,13,13,13,1,1,1,1,1,1,1
"3706100ALBE",8,11,14,14,8,2,10,14,8,1,1,4,6,5,5,9,1,6,6,7,12,7,3,3,3,3,7,7,7,1,10,6,4,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5
"37067000111",6,12,13,6,5,12,12,3,3,5,9,13,3,4,13,12,12,4,4,10,14,9,6,6,14,5,5,12,3,4,2,1,14,14,11,11,11,10,10,10,11,3,3,3,3,11,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2
"37179000004",3,3,5,4,11,5,5,4,1,14,13,14,14,14,8,2,2,11,9,9,11,11,10,10,10,6,6,3,5,8,9,11,5,7,7,10,10,9,9,1,1,1,1,4,13,13,6,6,6,6,1,13,13,13,1,1,1,1,1,1,1
"37179000003",3,3,5,4,11,5,5,4,1,14,13,14,14,14,8,2,2,11,9,9,11,11,10,10,10,6,6,3,5,8,9,11,5,7,7,10,10,9,9,1,1,1,1,4,13,13,6,6,6,6,1,13,13,13,1,1,1,1,1,1,1
"37179000002",3,3,5,4,11,5,5,4,1,14,13,14,14,14,8,2,2,11,9,9,11,11,10,10,10,6,6,3,5,8,9,11,5,7,7,10,10,9,9,1,1,1,1,4,13,13,6,6,6,6,1,13,13,13,1,1,1,1,1,1,1
"3701300WDPD",8,2,11,2,14,7,7,8,8,8,4,11,11,2,2,5,6,6,6,7,12,7,1,7,7,4,9,13,13,12,8,8,10,12,12,12,1,1,13,13,13,9,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"37125000PDN",11,14,10,11,9,14,6,2,2,2,11,8,4,3,11,7,5,3,12,12,3,3,7,5,1,1,3,5,10,10,12,13,8,8,8,8,8,13,5,1,1,1,1,4,13,13,6,6,6,6,1,13,13,13,1,1,1,1,1,1,1
"37179000001",3,3,5,4,11,5,5,4,1,14,13,14,14,14,8,2,2,11,9,11,11,11,10,10,10,6,6,3,5,8,9,11,5,7,7,10,10,9,9,1,1,1,1,4,13,13,6,6,6,6,1,13,13,13,1,1,1,1,1,1,1
"371510000TT",13,12,13,6,5,12,12,9,13,13,14,5,3,4,13,2,2,4,9,9,14,5,13,13,5,2,3,6,4,4,1,7,7,7,7,7,4,11,7,7,3,4,7,12,11,3,11,11,12,7,2,2,2,3,3,3,3,3,3,3,3
"37177000003",8,2,11,2,14,7,7,8,8,8,1,11,11,2,2,5,6,6,6,7,12,7,1,7,7,4,9,13,13,12,8,8,10,12,12,12,1,1,13,13,13,9,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"37037000018",13,5,2,5,7,8,6,7,4,4,6,2,1,13,10,8,8,8,11,8,9,5,2,13,5,2,3,6,4,4,1,7,7,5,10,10,10,9,9,1,1,1,1,4,13,13,6,6,6,6,1,13,13,13,1,1,1,1,1,1,1
"37177000002",8,2,11,2,14,7,7,8,8,8,1,11,11,2,2,5,6,6,6,7,12,7,1,7,7,4,9,13,13,12,8,8,10,12,12,12,1,1,13,13,13,9,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"371510000TR",5,12,13,6,5,12,12,9,13,13,14,5,3,4,13,12,2,4,9,9,14,9,13,6,6,6,8,6,4,4,1,7,7,5,5,7,4,11,7,7,3,4,7,12,11,3,11,11,12,7,2,2,2,3,3,3,3,3,3,3,3
"37183017-13",7,7,14,7,2,9,2,11,6,10,10,1,2,6,14,10,14,7,7,6,8,12,5,8,13,13,2,1,1,6,6,4,6,13,4,1,12,8,8,8,8,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8
"3701700P202",2,14,10,11,9,2,9,14,8,1,8,10,10,11,9,7,5,3,12,12,3,3,7,5,4,8,4,5,10,10,12,13,8,8,8,8,8,13,1,9,9,13,9,13,4,4,13,13,13,13,13,1,1,1,13,13,13,13,13,13,13
"37183017-12",7,5,14,7,2,2,2,11,6,10,10,1,2,6,14,10,14,7,7,6,8,12,4,8,8,7,2,1,1,6,6,4,6,13,4,1,12,8,8,8,8,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8
"3701700P201",2,14,10,11,9,2,9,14,8,1,8,10,10,11,9,7,5,3,12,12,3,3,7,5,4,8,4,5,10,10,12,13,8,8,8,8,8,13,1,9,9,13,9,13,4,4,13,13,13,13,13,1,1,1,13,13,13,13,13,13,13
"37183017-11",9,7,14,7,2,9,2,11,6,6,10,1,2,10,1,14,14,7,7,14,2,2,5,8,13,13,1,1,1,6,6,4,6,13,4,4,13,8,8,8,8,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8
"37179000009",3,3,5,4,11,5,5,4,1,14,13,3,8,14,8,2,2,11,9,9,11,11,10,10,10,6,6,3,5,8,9,11,5,7,7,10,10,9,9,1,1,1,1,4,13,13,6,6,6,6,1,13,13,13,1,1,1,1,1,1,1
"37179000008",3,3,5,4,11,5,5,4,1,14,13,3,8,14,8,2,2,11,9,9,11,11,10,10,10,6,6,3,5,8,9,11,5,7,7,10,10,9,9,1,1,1,1,4,13,13,6,6,6,6,1,13,13,13,1,1,1,1,1,1,1
"37067000112",6,10,13,6,5,12,12,9,3,5,9,13,13,1,6,1,8,9,2,2,14,9,6,6,14,5,5,12,3,5,2,1,14,14,11,11,11,10,10,10,10,3,3,3,3,11,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2
"37037000042",13,5,7,5,10,8,8,7,4,4,6,2,1,10,10,6,14,1,10,3,7,8,8,1,1,1,13,4,4,4,1,7,7,10,10,5,5,5,5,5,5,5,5,6,10,10,10,4,4,4,4,4,4,4,4,4,4,10,10,10,10
"3705100MR02",11,14,10,11,9,14,6,2,2,2,11,8,4,3,11,6,10,10,10,3,7,8,8,1,1,1,13,4,2,2,7,10,12,10,10,5,5,5,5,5,5,5,5,6,10,10,10,4,4,4,4,4,4,4,4,4,4,10,10,10,10
"3710900LW31",10,13,6,12,1,11,13,5,7,9,7,7,7,8,8,11,11,5,3,9,6,10,11,14,11,14,6,9,11,11,11,14,11,3,9,9,7,7,11,3,3,11,11,11,12,12,7,7,7,12,12,11,11,11,11,3,3,3,3,3,3
"371510000UG",13,12,12,13,12,12,12,9,13,13,14,5,3,4,13,2,2,11,11,8,9,5,2,13,5,2,3,6,5,8,9,11,7,7,7,7,4,11,7,7,3,4,7,12,11,3,11,11,12,7,2,2,2,3,3,3,3,3,3,3,3
"3708100G42B",6,10,13,6,5,4,14,3,13,13,9,5,13,1,6,1,8,9,2,2,4,4,12,2,2,9,8,8,8,3,3,3,1,1,1,13,9,2,2,2,10,10,10,10,2,2,2,2,2,2,14,14,14,14,14,14,14,14,14,14,14
"3710900SL24",10,13,3,9,4,13,13,5,7,12,3,7,9,8,12,11,11,5,5,4,13,10,14,14,9,10,6,9,11,11,11,14,11,11,14,14,2,3,3,11,7,12,12,7,7,7,12,12,11,11,11,11,11,11,11,12,12,12,11,11,11
"3708100G42A",6,10,13,6,5,4,14,3,13,13,9,5,13,1,6,1,8,9,2,2,4,4,12,2,2,2,8,8,8,3,3,3,1,1,1,13,9,2,2,2,10,10,10,10,2,2,2,2,2,2,14,14,14,14,14,14,14,14,14,14,14
"3710900LW18",10,13,3,3,1,11,13,5,7,9,3,7,7,8,12,11,11,5,8,4,13,10,11,14,9,14,6,9,11,11,11,14,11,14,14,14,7,7,3,11,3,11,11,11,11,3,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3
"3714500SWST",7,9,2,10,6,6,11,10,6,4,6,2,5,13,10,8,9,8,11,14,2,2,5,13,5,9,2,1,1,3,3,5,1,1,13,4,13,8,4,4,2,2,2,2,6,6,4,10,10,10,10,10,10,10,10,10,10,4,4,4,4
"37037000045",13,5,2,5,7,8,11,7,4,4,6,2,1,13,10,8,8,8,11,3,7,8,8,1,1,1,13,6,4,4,1,7,7,5,10,10,10,9,9,1,1,1,1,4,13,13,6,6,6,6,1,13,13,13,1,1,1,1,1,1,1
"371510000SW",13,12,12,13,12,12,12,9,13,13,13,3,8,14,7,2,2,11,9,9,14,6,13,6,6,2,6,6,5,8,9,11,5,7,7,7,4,11,7,7,3,4,7,12,11,3,11,11,12,7,2,2,2,3,3,3,3,3,3,3,3
"37009000012",4,6,3,3,13,3,1,12,3,3,3,9,9,9,12,12,12,2,5,4,13,13,14,12,14,5,6,12,9,9,2,1,3,14,11,11,11,10,14,14,11,3,3,3,3,11,11,11,12,7,2,2,2,2,2,2,2,2,2,2,2
"37129000W25",2,8,8,8,8,10,9,6,14,1,8,10,10,11,9,7,5,3,12,12,3,3,7,5,4,8,4,5,10,10,12,13,8,8,8,8,8,13,1,9,9,13,9,13,4,4,13,13,13,13,13,1,1,1,13,13,13,13,13,13,13
"37183017-07",7,7,14,7,2,2,2,11,6,11,10,1,2,6,14,10,14,7,1,6,8,12,5,8,13,13,1,1,1,6,6,4,6,13,4,1,12,8,8,8,8,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8
"37009000011",4,6,3,3,13,3,1,12,3,3,3,9,9,9,12,12,12,2,4,4,13,13,6,12,14,5,6,12,9,9,2,1,3,14,11,11,11,10,10,10,11,3,3,3,3,11,11,11,12,7,2,2,2,2,2,2,2,2,2,2,2
"37183017-06",7,5,14,7,2,2,2,10,6,11,10,1,2,6,14,10,14,7,7,6,8,12,4,8,13,13,1,2,6,6,6,4,6,13,4,1,12,8,8,8,8,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8
"37129000W24",2,8,8,8,8,10,9,6,14,1,8,10,10,11,9,7,5,3,12,12,3,3,7,5,4,8,4,5,10,10,12,13,8,8,8,8,8,13,1,9,9,13,9,13,4,4,13,13,13,13,13,1,1,1,13,13,13,13,13,13,13
"37009000010",4,6,3,3,13,3,1,12,3,3,3,9,9,9,12,12,12,2,5,4,13,13,14,12,14,5,6,12,9,9,2,1,3,14,11,11,11,10,10,10,11,3,3,3,3,11,11,11,12,7,2,2,2,2,2,2,2,2,2,2,2
"371510000ST",5,9,2,5,7,8,11,7,4,4,6,5,1,1,10,1,8,8,11,8,9,5,2,13,5,2,3,6,4,4,1,7,7,5,5,7,4,11,7,7,3,4,7,12,11,3,11,11,12,7,2,2,2,3,3,3,3,3,3,3,3
"37183017-05",9,5,14,7,2,9,2,11,6,6,10,1,2,10,1,14,14,7,7,14,2,2,4,8,13,13,2,1,1,6,6,4,6,13,4,1,12,8,8,8,8,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8
"37183017-04",7,7,9,7,6,9,2,10,6,11,10,1,2,6,14,14,14,7,7,1,2,12,5,8,13,13,2,1,1,6,6,4,6,13,4,4,13,8,8,8,8,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8
"37129000W21",2,8,8,8,8,10,9,6,14,1,8,10,10,11,9,7,5,3,12,12,3,3,7,5,4,8,4,5,10,10,12,13,8,8,8,8,8,13,1,9,9,13,9,13,4,4,13,13,13,13,13,1,1,1,13,13,13,13,13,13,13
"37183017-03",9,7,14,7,2,9,2,11,6,11,10,1,2,6,14,14,14,7,7,6,8,12,5,8,13,13,2,1,1,6,6,4,6,13,4,1,12,8,8,8,8,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8
"370910000UN",8,2,11,2,14,7,7,8,10,8,1,11,11,2,2,5,6,14,14,1,1,1,3,3,3,3,7,7,7,1,10,6,4,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5
"37183017-02",7,5,14,7,2,2,2,10,6,10,4,1,2,6,14,10,14,7,7,6,8,12,5,8,13,13,2,1,1,6,6,4,6,13,4,1,12,8,8,8,8,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8
"37183017-01",9,5,14,7,2,2,2,11,11,6,10,1,2,10,1,14,14,7,1,14,2,2,4,8,13,13,1,1,1,6,6,4,6,13,4,1,12,8,8,8,8,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8
"370210032.1",4,1,1,1,3,1,4,1,9,7,12,12,12,12,4,4,13,13,13,13,10,14,9,9,12,11,11,11,9,9,5,2,2,2,2,2,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,7,7,7,7,7,7,7,7,7,7
"37009000018",4,6,3,3,13,3,1,12,3,3,3,9,9,9,12,12,12,2,5,4,13,13,6,12,14,5,6,12,9,9,2,1,3,14,11,11,11,10,10,10,11,3,3,3,3,11,11,11,12,7,2,2,2,2,2,2,2,2,2,2,2
"37009000017",4,6,3,3,13,3,1,12,3,3,3,9,9,9,12,12,12,2,5,4,13,13,6,12,14,5,6,12,9,9,2,1,3,14,11,11,11,10,10,10,11,3,3,3,3,11,11,11,12,7,2,2,2,2,2,2,2,2,2,2,2
"37009000016",4,6,3,3,13,3,1,12,3,3,3,9,9,9,12,12,12,2,4,4,13,13,14,12,14,5,12,12,3,11,5,1,3,14,11,11,11,10,10,10,11,3,3,3,3,11,11,11,12,7,2,2,2,2,2,2,2,2,2,2,2
"37129000W29",2,8,8,8,8,10,9,6,14,1,8,10,10,11,9,7,5,3,12,12,3,3,7,5,4,8,4,5,10,10,12,13,8,8,8,8,8,13,1,9,9,13,9,13,4,4,13,13,13,13,13,1,1,1,13,13,13,13,13,13,13
"37067000101",6,12,12,13,12,12,12,3,3,5,9,13,3,4,13,12,12,4,4,10,14,9,6,6,14,5,5,12,3,5,2,1,14,14,11,11,11,10,10,10,11,3,3,3,3,11,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2
"371870000SC",8,2,11,2,14,7,7,8,8,8,1,11,11,2,2,5,6,6,6,7,12,7,1,7,7,4,9,13,13,12,8,8,10,12,12,12,1,1,13,13,13,9,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"37009000015",4,6,3,3,13,3,1,12,3,3,3,9,9,9,13,12,12,4,4,4,13,13,6,12,14,5,6,12,3,5,2,1,3,14,11,11,11,10,10,10,11,3,3,3,3,11,11,11,12,7,2,2,2,2,2,2,2,2,2,2,2
"370210045.1",1,1,1,1,3,1,4,1,9,7,12,12,12,12,4,4,13,13,13,13,10,14,9,9,12,11,11,11,9,9,5,2,2,2,2,2,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,7,7,7,7,7,7,7,7,7,7
"37129000W28",2,8,8,8,8,10,9,6,14,1,8,10,10,11,9,7,5,3,12,12,3,3,7,5,4,8,4,5,10,10,12,13,8,8,8,8,8,13,1,9,9,13,9,13,4,4,13,13,13,13,13,1,1,1,13,13,13,13,13,13,13
"37009000014",4,6,3,3,13,3,1,12,3,3,3,9,9,9,12,12,12,2,5,4,13,13,14,12,14,5,12,12,9,9,2,1,3,14,11,11,11,10,10,10,11,3,3,3,3,11,11,11,12,7,2,2,2,2,2,2,2,2,2,2,2
"37037000030",13,9,2,5,7,8,11,7,4,4,6,2,1,13,10,8,8,8,11,8,9,5,2,13,5,2,3,4,4,4,1,7,7,5,5,10,10,9,9,1,1,1,1,4,13,13,6,6,6,6,1,13,13,13,1,1,1,1,1,1,1
"37129000W27",2,8,8,8,8,10,9,6,14,1,8,10,10,11,9,7,5,3,12,12,3,3,7,5,4,8,4,5,10,10,12,13,8,8,8,8,8,13,1,9,9,13,9,13,4,4,13,13,13,13,13,1,1,1,13,13,13,13,13,13,13
"37009000013",4,6,3,3,13,3,1,12,3,3,3,9,9,9,13,12,12,4,4,4,13,13,6,12,14,5,12,12,3,11,2,1,3,14,11,11,11,10,10,10,11,3,3,3,3,11,11,11,12,7,2,2,2,2,2,2,2,2,2,2,2
