"GEOID20","assignment"
"37025012-12",25
"37025012-11",25
"37025012-10",25
"3700300T2T3",12
"3712500EKWD",24
"371370005AP",50
"3704300TUSQ",3
"37191000001",6
"3715900019A",30
"370510G3A-2",49
"37167000022",25
"370510G3A-1",49
"37167000021",25
"3700100003S",38
"37115GRAPEV",20
"37167000020",25
"37183004-05",2
"37125000WND",24
"37191000029",6
"37183004-04",2
"3700100003N",38
"37191000028",6
"37183004-03",19
"37191000027",6
"370210044.1",18
"37183004-02",2
"37191000026",6
"37183004-01",2
"37167000028",25
"37191000024",6
"3716300CLNE",14
"37167000027",25
"37167000026",25
"37167000025",25
"3700100003W",38
"37167000024",25
"37167000023",25
"37025012-03",43
"370810NWASH",41
"37023000066",9
"37023000065",9
"37123000STA",24
"37023000064",9
"37023000062",9
"37025012-09",43
"37147001501",27
"37025012-08",43
"37025012-06",25
"37025012-05",25
"37025012-04",25
"37147001509",27
"37147001507",27
"37147001506",27
"37191000018",6
"37191000017",6
"37023000070",9
"3714100LT18",44
"37191000016",6
"3712700P06A",4
"37147001503",27
"37191000015",6
"37191000014",6
"37067000405",40
"37191000013",6
"37067000404",22
"3712500WKWD",24
"3707700EAOX",48
"37067000403",22
"37067000402",22
"37067000401",22
"3713300HN14",36
"37175000TC1",35
"3703100ATSL",50
"371150SANDY",20
"37175000TC7",35
"3719700EBND",17
"37191000023",6
"37191000022",6
"37191000021",6
"3703100MASM",50
"3712700P05A",4
"370970000CD",7
"3719905-GRE",20
"3708700BE56",3
"371570000IR",41
"3719700DCRK",17
"370210050.1",18
"370970000CS",7
"3706100KENA",6
"37001000011",38
"37081000RC2",38
"37081000RC1",38
"3710900LS12",45
"371170000BG",11
"370210022.2",18
"3712700P08A",4
"371490TR123",20
"37001000013",38
"37125000BEN",24
"3703100BFT2",50
"3703100BFT1",50
"3710900LB34",45
"3708300CONC",11
"3705100LR63",49
"3705500KTHK",21
"370970000FT",7
"37001000001",38
"3708100H29B",5
"3716300GIDD",6
"3708100H29A",5
"37005000004",17
"3712700P07A",4
"37005000001",17
"37001000007",38
"370030000B1",12
"37001000005",38
"37025001-02",25
"37001000004",38
"37001000002",38
"370970000EM",7
"3719700SLIB",17
"37025001-08",25
"37025001-07",25
"370030000B2",12
"37025001-04",25
"37125000EWD",24
"37143BETHEL",21
"3719300113A",17
"370970DV2-A",7
"3708500PR16",32
"370070WADES",25
"3719903-EGY",20
"37155000041",31
"37155000040",31
"3703100BOGU",50
"3714500HLWY",48
"370970DV2-B",7
"37183016-06",46
"37183016-05",46
"37183016-04",46
"37183016-03",46
"37183016-02",29
"37183016-01",29
"3708500PR01",32
"370210041.1",18
"3703100IBSP",50
