iteration,score,cut_edges,county_splits,dem_share_d1,dem_share_d2,dem_share_d3,dem_share_d4,dem_share_d5,dem_share_d6,dem_share_d7,dem_share_d8,dem_share_d9,dem_share_d10,dem_share_d11,dem_share_d12,dem_share_d13,dem_share_d14
0,9542.89898479427,759,45.7160361758795,0.404799497960464,0.456860553473208,0.401916652442147,0.470096912116637,0.560451819106324,0.459691819814124,0.580590317529246,0.310937384056739,0.549559721204567,0.652087484706521,0.554601589037941,0.39297116873065,0.359580231439113,0.621948038333736
1,9445.76838251567,764,44.5278401159116,0.404799497960464,0.456860553473208,0.401916652442147,0.470096912116637,0.560451819106324,0.459691819814124,0.580590317529246,0.310937384056739,0.549559721204567,0.652087484706521,0.613018040688334,0.39297116873065,0.359580231439113,0.563016761126754
2,9413.1106506184,765,44.1953832072638,0.404799497960464,0.456860553473208,0.401916652442147,0.470096912116637,0.560451819106324,0.459691819814124,0.347113597645966,0.310937384056739,0.549559721204567,0.652087484706521,0.613018040688334,0.630344831214472,0.359580231439113,0.563016761126754
3,9370.90482702608,750,41.8727624730425,0.404799497960464,0.457089120102286,0.401916652442147,0.470096912116637,0.560451819106324,0.459691819814124,0.347113597645966,0.310211492552369,0.549559721204567,0.652087484706521,0.613018040688334,0.630344831214472,0.359580231439113,0.563016761126754
4,9429.01032895584,751,43.5124761691702,0.404799497960464,0.457089120102286,0.401916652442147,0.470096912116637,0.560451819106324,0.566941475188866,0.347113597645966,0.310211492552369,0.549559721204567,0.652087484706521,0.613018040688334,0.630344831214472,0.359580231439113,0.455417331996485
5,9453.58001542944,756,44.6662341398486,0.404799497960464,0.457089120102286,0.401916652442147,0.470096912116637,0.560451819106324,0.565174170068551,0.347113597645966,0.310211492552369,0.549559721204567,0.652087484706521,0.614880800882328,0.630344831214472,0.359580231439113,0.455417331996485
6,9406.31293455793,755,43.4665209160132,0.418440671656413,0.457089120102286,0.401916652442147,0.470096912116637,0.560451819106324,0.565174170068551,0.347113597645966,0.294197246859969,0.549559721204567,0.652087484706521,0.614880800882328,0.630344831214472,0.359580231439113,0.455417331996485
7,9401.20807038842,746,44.461973882249,0.418440671656413,0.457089120102286,0.401916652442147,0.470096912116637,0.560451819106324,0.565174170068551,0.386224894104164,0.294197246859969,0.549559721204567,0.652087484706521,0.614880800882328,0.630344831214472,0.321578027073223,0.455417331996485
8,9349.93453799733,778,45.644218229363,0.418440671656413,0.457089120102286,0.401916652442147,0.470096912116637,0.560451819106324,0.602402535017394,0.386224894104164,0.294197246859969,0.549559721204567,0.615226509860363,0.614880800882328,0.630344831214472,0.321578027073223,0.455417331996485
9,9672.40585206336,761,45.4550762691106,0.418440671656413,0.457089120102286,0.401916652442147,0.470096912116637,0.560451819106324,0.541156762309566,0.386224894104164,0.294197246859969,0.549559721204567,0.615226509860363,0.677654916440329,0.630344831214472,0.321578027073223,0.455417331996485
