iteration,score,cut_edges,county_splits
0,1313.63425153263,800,51.363425153263
1,1308.3752933959,793,51.5375293395904
2,1261.23394336152,769,49.2233943361517
3,1258.85614328964,768,49.0856143289643
4,1281.92285318565,771,51.0922853185653
5,1297.37671030037,773,52.4376710300371
6,1298.80746080507,776,52.2807460805067
7,1285.14565574082,770,51.5145655740816
8,1285.32703118297,770,51.5327031182969
9,1291.47193568413,765,52.6471935684125
10,1277.40854724567,764,51.3408547245671
11,1276.98326873731,764,51.2983268737308
12,1249.59944869049,740,50.9599448690487
13,1244.21284838745,736,50.8212848387448
14,1207.41722013137,730,47.7417220131373
15,1207.41722013137,730,47.7417220131373
16,1180.92837681647,724,45.6928376816468
17,1164.99724559141,718,44.6997245591411
18,1191.73205758038,735,45.6732057580379
19,1186.95703327616,740,44.6957033276163
20,1155.07350202159,723,43.2073502021586
21,1154.92663546645,708,44.6926635466451
22,1200.92197046294,756,44.4921970462939
23,1220.56711937614,776,44.4567119376144
24,1175.17673354033,734,44.1176733540328
25,1187.9676936137,733,45.4967693613696
26,1162.90324613718,708,45.490324613718
27,1222.88433914363,734,48.8884339143631
28,1209.44280791837,734,47.5442807918371
29,1226.52704309611,739,48.752704309611
30,1230.8183749802,743,48.7818374980202
31,1232.34009219349,746,48.6340092193494
32,1239.61185299293,752,48.7611852992925
33,1218.653418547,739,47.9653418546999
34,1221.6248106898,742,47.9624810689799
35,1221.6248106898,742,47.9624810689799
36,1214.62173013661,746,46.862173013661
37,1201.56079929897,744,45.7560799298968
38,1240.17353365799,752,48.8173533657992
39,1212.099076507,745,46.7099076507002
40,1209.64346331188,744,46.5643463311884
41,1203.97392293754,749,45.4973922937542
42,1200.09507451138,754,44.6095074511376
43,1203.63286854366,755,44.8632868543662
44,1213.20736787302,754,45.9207367873024
45,1176.74332405953,747,42.9743324059531
46,1177.17460496699,746,43.1174604966992
47,1171.73714056961,751,42.0737140569615
48,1156.04158622963,740,41.6041586229633
49,1103.64141985893,697,40.6641419858932
50,1111.77345965367,704,40.7773459653668
51,1138.83758483584,709,42.9837584835841
52,1142.65829001437,722,42.0658290014367
53,1141.63900434751,724,41.7639004347505
54,1148.4656751462,731,41.7465675146196
55,1123.86093925624,706,41.786093925624
56,1114.75225217469,698,41.6752252174685
57,1063.24268345629,658,40.5242683456289
58,1031.31795768119,651,38.0317957681188
59,1044.22729956378,652,39.2227299563782
60,1109.74655354389,694,41.574655354389
61,1097.70168125813,694,40.3701681258131
62,1107.20272634857,707,40.020272634857
63,1115.46447768247,728,38.7464477682473
64,1116.65969465417,729,38.7659694654166
65,1105.78075128805,721,38.4780751288053
66,1105.78075128805,721,38.4780751288053
67,1097.47382112097,723,37.4473821120975
68,1081.49552219425,707,37.4495522194247
69,1121.60609243037,714,40.7606092430375
70,1118.51878267704,687,43.1518782677042
71,1098.2451852455,684,41.4245185245499
72,1112.95482626199,687,42.5954826261993
73,1117.09779201232,692,42.5097792012317
74,1188.07471596004,715,47.3074715960035
75,1200.77184779332,717,48.3771847793325
76,1196.74104409936,713,48.3741044099361
77,1235.45744782027,753,48.2457447820268
78,1206.83006880897,739,46.783006880897
79,1207.3825819694,741,46.6382581969405
80,1204.39834462508,740,46.4398344625085
81,1221.49690880298,746,47.5496908802982
82,1246.08207346851,748,49.8082073468515
83,1236.98912323572,735,50.1989123235724
84,1235.24075216779,732,50.3240752167787
85,1242.20582266076,735,50.7205822660761
86,1233.28093637204,722,51.1280936372036
87,1223.33641911403,712,51.1336419114026
88,1208.56942191163,708,50.0569421911629
89,1196.1975817473,696,50.0197581747295
90,1189.9317202602,700,48.9931720260202
91,1250.2147872013,736,51.4214787201299
92,1237.49897912307,711,52.6498979123068
93,1204.51871637304,711,49.3518716373044
94,1216.01776982662,717,49.9017769826623
95,1211.98354841899,713,49.8983548418986
96,1155.04816289737,694,46.1048162897369
97,1139.8703973038,694,44.5870397303804
98,1165.76540498593,698,46.7765404985927
99,1127.77490800883,699,42.8774908008835
100,1073.36702982838,682,39.1367029828384
101,1083.05567378059,713,37.0055673780585
102,1072.07385217114,713,35.9073852171143
103,1094.97987711886,723,37.1979877118864
104,1102.65747436425,731,37.1657474364251
105,1102.65747436425,731,37.1657474364251
106,1090.94234743966,728,36.2942347439662
107,1057.68892378855,690,36.7688923788553
108,1075.61579844901,693,38.2615798449014
109,1089.0563112727,697,39.2056311272703
110,1073.76232176861,682,39.1762321768615
111,1064.93947201191,679,38.5939472011907
112,1072.29384796777,686,38.6293847967772
113,1070.06610765986,683,38.7066107659863
114,1040.03886334646,653,38.7038863346461
115,1079.12459827117,667,41.2124598271173
116,1061.74492919863,659,40.2744929198633
117,1050.61005025838,663,38.7610050258381
118,1066.7701447167,669,39.7770144716701
119,1066.7701447167,669,39.7770144716701
120,1078.36118850992,670,40.8361188509918
121,1077.53890076676,669,40.853890076676
122,1111.58902370606,684,42.7589023706055
123,1119.79424691402,695,42.4794246914021
124,1137.51318079797,723,41.4513180797974
125,1168.37431919307,734,43.4374319193073
126,1169.89195916175,740,42.9891959161751
127,1171.64072971894,742,42.9640729718936
128,1171.64072971894,742,42.9640729718936
129,1158.61204985717,736,42.2612049857169
130,1169.28268954819,736,43.3282689548194
131,1165.61998343212,740,42.5619983432118
132,1175.44335497325,739,43.6443354973247
133,1187.49817386054,740,44.7498173860537
134,1185.53054706916,738,44.7530547069161
135,1190.43216278917,752,43.8432162789172
136,1203.447768515,754,44.9447768514996
137,1172.56740491793,729,44.3567404917929
138,1175.38842399309,732,44.3388423993091
139,1136.84588285579,716,42.0845882855786
140,1148.16774817465,735,41.3167748174655
141,1151.26545438195,742,40.9265454381953
142,1148.39096963007,729,41.939096963007
143,1169.77648757078,718,45.1776487570776
144,1169.77648757078,718,45.1776487570776
145,1149.63777797904,700,44.9637777979043
146,1152.96606819209,702,45.0966068192093
147,1162.28258374124,711,45.1282583741241
148,1168.32789668315,707,46.1327896683153
149,1136.75389587787,701,43.5753895877866
150,1138.90795516662,701,43.7907955166616
151,1116.05121322272,669,44.705121322272
152,1115.8512095769,679,43.6851209576904
153,1113.45528331259,676,43.7455283312595
154,1118.58817653723,691,42.7588176537228
155,1128.6645198922,690,43.8664519892202
156,1150.73898517243,692,45.8738985172427
157,1126.93981062175,668,45.8939810621752
158,1113.78798988934,657,45.6787989889339
159,1125.52822596906,655,47.0528225969062
160,1101.96236687403,655,44.6962366874026
161,1110.06298600924,649,46.1062986009241
162,1121.47966051951,648,47.3479660519514
163,1126.42252781529,652,47.4422527815285
164,1160.94329435554,671,48.9943294355539
165,1168.51811145355,662,50.6518111453553
166,1172.93915171511,666,50.6939151715108
167,1184.49726988999,671,51.3497269889993
168,1184.49726988999,671,51.3497269889993
169,1183.61174866336,670,51.3611748663364
170,1183.56368872156,670,51.3563688721563
171,1181.92976670302,667,51.4929766703021
172,1188.46333732839,673,51.5463337328392
173,1173.47277271579,666,50.7472772715788
174,1186.74705949512,677,50.9747059495121
175,1158.40968806463,657,50.1409688064628
176,1160.00778445262,658,50.2007784452624
177,1156.9993127785,655,50.1999312778496
178,1173.4420108867,658,51.5442010886699
179,1178.1340895856,662,51.6134089585599
180,1166.81703045936,659,50.7817030459356
181,1204.23463174433,673,53.1234631744328
182,1197.35913832301,666,53.1359138323008
183,1192.93234192278,668,52.493234192278
184,1156.74848076908,655,50.1748480769075
185,1160.87047786694,659,50.1870477866942
186,1160.87047786694,659,50.1870477866942
187,1111.88684653088,634,47.7886846530881
188,1079.43046405565,635,44.4430464055653
189,1094.99095249398,652,44.2990952493978
190,1083.98167130102,652,43.1981671301015
191,1109.99095249398,657,45.2990952493978
192,1115.8135527171,671,44.4813552717097
193,1105.2107423822,657,44.8210742382195
194,1112.54667356333,676,43.6546673563332
195,1114.64326119096,678,43.6643261190961
196,1114.64326119096,678,43.6643261190961
197,1073.85859775992,670,40.3858597759916
198,1057.52266657878,652,40.5522666578779
199,1080.34827741502,663,41.7348277415019
200,1101.82474536786,674,42.782474536786
201,1121.13817291275,679,44.2138172912748
202,1135.99346581229,683,45.2993465812286
203,1114.6683416857,687,42.7668341685705
204,1126.84064826233,690,43.6840648262327
205,1111.89369588614,689,42.2893695886143
206,1128.65591526754,706,42.2655915267541
207,1127.7154105939,692,43.5715410593898
208,1097.01989317105,669,42.8019893171045
209,1085.69583990787,687,39.8695839907873
210,1101.71488251043,694,40.7714882510427
211,1114.8391626638,695,41.9839162663798
212,1143.63107767332,707,43.6631077673324
213,1135.45920964315,699,43.6459209643148
214,1135.45920964315,699,43.6459209643148
215,1160.98165897194,703,45.7981658971943
216,1194.92039603479,713,48.1920396034789
217,1168.03436479972,709,45.9034364799723
218,1161.67546179447,704,45.7675461794468
219,1159.10340551851,704,45.5103405518507
220,1127.41718841937,694,43.3417188419367
221,1137.93791510914,695,44.2937915109141
222,1123.02547983634,688,43.5025479836336
223,1095.2341531373,684,41.1234153137299
224,1138.25197199332,682,45.6251971993324
225,1122.53529346333,666,45.6535293463325
226,1133.20151868632,654,47.920151868632
227,1108.53094172619,644,46.4530941726186
228,1108.53094172619,644,46.4530941726186
229,1098.3462466567,655,44.3346246656704
230,1095.14255281902,652,44.3142552819019
231,1095.14255281902,652,44.3142552819019
232,1095.14255281902,652,44.3142552819019
233,1112.21858519533,659,45.3218585195331
234,1112.21858519533,659,45.3218585195331
235,1096.17767327102,656,44.0177673271025
236,1134.89900512483,679,45.5899005124835
237,1108.654167423,676,43.2654167422998
238,1108.654167423,676,43.2654167422998
239,1112.51080326816,693,41.9510803268164
240,1112.51080326816,693,41.9510803268164
241,1084.12514734088,690,39.4125147340882
242,1086.12514734088,692,39.4125147340882
243,1098.02229740472,693,40.502229740472
244,1098.02229740472,693,40.502229740472
245,1098.02229740472,693,40.502229740472
246,1097.02229740472,692,40.502229740472
247,1083.91512974521,689,39.4915129745211
