"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500","iteration_1550","iteration_1600","iteration_1650","iteration_1700","iteration_1750","iteration_1800","iteration_1850","iteration_1900","iteration_1950","iteration_2000","iteration_2050","iteration_2100","iteration_2150","iteration_2200","iteration_2250","iteration_2300","iteration_2350","iteration_2400","iteration_2450","iteration_2500","iteration_2550","iteration_2600","iteration_2650","iteration_2700","iteration_2750","iteration_2800","iteration_2850","iteration_2900","iteration_2950","iteration_3000","iteration_3050","iteration_3100","iteration_3150","iteration_3200","iteration_3250","iteration_3300","iteration_3350","iteration_3400","iteration_3450","iteration_3500","iteration_3550","iteration_3600","iteration_3650","iteration_3700","iteration_3750","iteration_3800","iteration_3850","iteration_3900","iteration_3950","iteration_4000","iteration_4050","iteration_4100","iteration_4150","iteration_4200","iteration_4250","iteration_4300","iteration_4350","iteration_4400","iteration_4450","iteration_4500","iteration_4550","iteration_4600","iteration_4650","iteration_4700","iteration_4750","iteration_4800","iteration_4850","iteration_4900","iteration_4950","iteration_5000"
"37167000022",47,44,44,44,44,4,4,4,33,35,35,35,35,10,40,34,10,1,20,9,20,47,7,24,1,6,6,49,2,7,7,20,9,9,20,7,29,38,37,37,37,18,40,39,8,8,41,41,9,49,37,11,11,9,9,9,48,48,40,10,10,27,33,49,49,49,33,33,35,41,29,29,29,29,29,41,41,41,49,49,49,49,49,38,38,38,38,38,49,50,50,50,50,50,50,50,50,29,9,43,46
"370510G3A-1",50,10,49,49,47,10,10,10,12,12,41,12,31,31,31,12,12,34,15,47,36,36,36,49,49,10,49,10,6,6,13,10,10,14,14,10,10,40,40,1,1,1,1,47,47,41,18,18,18,18,18,18,18,18,8,8,8,5,47,8,47,47,47,15,16,18,1,8,8,8,5,5,5,50,50,50,16,16,18,17,17,17,17,17,17,17,17,17,17,17,31,31,31,31,31,31,31,31,15,31,31
"37167000021",47,44,44,44,44,4,4,4,33,35,35,35,35,10,40,34,10,1,36,36,47,47,7,24,1,6,6,49,2,7,7,20,9,9,20,7,29,38,37,37,37,18,40,39,8,8,41,41,9,49,37,11,11,9,9,9,48,48,40,10,10,27,33,49,49,49,33,33,35,41,29,29,29,29,29,41,41,41,49,49,49,49,49,38,38,38,38,38,49,50,50,50,50,50,50,50,50,29,9,43,46
"3700100003S",19,16,16,30,30,17,34,38,30,30,38,24,38,48,14,30,30,30,30,8,8,30,47,8,8,8,24,24,24,24,11,45,45,6,6,38,38,30,20,6,6,17,17,17,50,50,28,28,28,50,50,31,31,31,40,40,49,39,39,24,39,24,24,39,39,39,39,39,39,39,39,27,27,27,27,27,27,27,27,27,27,33,33,33,33,33,33,33,33,33,33,33,33,33,33,5,5,5,5,5,24
"37115GRAPEV",25,25,25,43,22,43,43,25,39,18,18,18,25,43,43,43,43,42,42,18,42,39,4,18,18,25,39,39,25,43,39,27,27,27,13,13,13,13,44,27,18,29,29,29,44,44,44,44,19,44,44,44,13,13,13,13,13,11,11,42,42,42,42,42,42,42,42,42,42,44,19,19,19,19,19,19,19,19,19,7,7,7,7,7,7,7,7,7,7,7,20,22,22,22,20,20,20,20,20,20,20
"37167000020",47,44,44,44,44,4,4,4,33,35,23,23,1,9,9,23,9,9,36,36,47,47,7,24,24,19,6,49,2,7,7,20,9,20,20,7,29,38,37,37,37,18,40,39,8,8,41,41,9,49,37,11,11,9,9,9,48,48,40,10,10,27,33,49,49,49,33,33,35,41,29,29,29,29,29,41,41,41,49,49,49,49,49,38,38,38,38,38,49,50,50,50,50,50,50,50,50,29,9,43,46
"37183004-05",8,12,8,12,50,8,8,8,28,28,7,7,7,7,7,7,7,7,13,13,16,11,11,11,11,28,12,12,12,12,5,5,5,5,5,28,21,31,31,31,28,38,5,28,30,24,38,5,14,14,14,14,28,28,28,14,14,14,34,14,4,4,35,36,36,36,6,6,6,6,6,6,24,24,24,24,30,30,36,36,36,30,30,30,10,10,10,10,10,10,10,14,6,6,6,6,6,6,6,6,5
"37125000WND",49,4,47,44,44,4,4,4,33,35,35,35,35,10,40,40,6,1,36,36,47,47,7,24,1,6,6,30,30,40,10,13,29,7,7,7,29,38,37,37,37,18,40,40,45,39,45,45,39,39,49,49,49,49,49,39,4,10,48,48,48,10,10,10,35,35,35,35,33,4,27,4,39,39,39,39,5,5,21,21,21,21,21,49,49,49,49,49,38,49,49,49,4,4,44,44,44,44,29,46,43
"37191000029",48,21,15,15,6,15,15,15,15,6,21,13,13,50,49,15,15,26,10,49,10,49,15,36,36,35,35,26,26,26,16,16,16,40,31,46,46,46,46,35,16,21,21,21,21,15,1,1,1,3,34,1,1,1,1,47,47,8,8,5,18,5,15,47,18,17,17,17,16,16,18,18,17,17,26,38,38,38,8,8,8,26,8,8,8,31,31,31,8,8,17,17,17,17,17,17,17,17,17,17,17
"37183004-04",8,12,8,8,50,41,28,11,28,28,7,7,7,7,7,7,7,7,13,13,16,11,11,11,11,11,8,8,12,5,5,5,5,5,5,28,21,5,5,31,28,38,5,28,30,24,38,5,14,14,14,14,28,28,28,5,28,50,36,36,50,50,35,36,36,36,36,36,36,36,36,36,6,6,6,4,4,36,30,30,30,4,4,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5
"3700100003N",30,16,16,30,30,17,34,7,30,30,17,24,38,48,14,30,8,30,30,8,8,30,47,8,8,8,24,24,24,24,11,45,45,6,6,38,38,30,20,6,6,17,17,17,50,50,28,28,28,50,50,31,31,31,40,40,49,39,39,24,39,24,24,39,39,39,39,39,39,39,39,27,27,27,27,27,27,27,27,27,27,33,33,33,33,33,33,33,33,33,33,33,33,33,33,5,5,5,5,5,24
"37191000028",48,21,15,15,6,15,15,15,15,6,21,13,13,50,49,15,15,26,10,49,10,49,15,36,36,35,35,26,26,26,16,16,16,40,31,46,46,46,46,35,16,21,21,21,21,15,1,1,1,3,34,1,1,1,1,47,47,8,8,5,18,5,15,47,18,17,17,17,16,16,18,18,17,17,26,38,38,38,8,8,8,26,8,8,8,31,31,31,8,8,17,17,17,17,17,17,17,17,17,17,17
"37183004-03",8,12,24,24,40,8,8,8,8,8,11,11,11,45,7,7,7,7,13,13,16,11,11,16,16,5,16,5,16,8,8,8,12,21,21,5,5,5,5,31,28,38,5,28,30,24,38,5,14,14,14,14,28,28,28,5,28,50,36,36,50,50,35,36,36,36,36,36,36,36,36,36,24,24,24,24,30,30,30,30,30,30,30,30,30,14,14,14,14,14,14,14,6,6,6,6,6,6,6,6,6
"37191000027",48,21,15,15,6,15,15,15,15,6,21,13,13,50,49,15,15,26,10,49,10,49,15,36,36,35,35,26,26,34,16,16,16,40,31,46,46,46,46,35,16,21,21,21,21,15,1,1,1,3,34,1,1,1,1,47,47,8,8,5,18,5,15,47,18,17,17,17,16,16,18,18,17,17,26,38,38,38,8,8,8,26,8,8,8,31,31,31,8,8,17,17,17,17,17,17,17,17,17,17,17
"370210044.1",25,25,25,43,22,43,43,43,43,18,18,18,43,25,18,18,18,18,18,25,42,39,39,39,39,25,39,39,25,25,4,4,4,44,4,4,4,27,27,18,44,44,13,13,13,19,19,44,44,44,44,44,13,13,27,19,13,11,11,42,20,20,20,20,20,42,42,42,42,44,19,19,19,19,19,19,19,19,19,7,7,7,7,7,7,7,7,7,7,7,20,22,22,22,20,20,20,20,20,20,20
"37183004-02",8,12,24,24,40,41,28,8,8,8,11,11,11,45,7,7,7,7,13,13,16,11,11,11,11,11,8,8,12,5,5,5,5,5,5,28,21,5,5,31,28,38,5,28,30,24,38,5,14,14,14,14,28,28,28,5,28,50,36,36,50,50,35,36,36,36,36,36,36,36,36,36,6,6,6,4,4,36,30,30,30,30,30,30,30,14,14,14,14,14,14,10,10,10,10,10,10,10,10,10,5
"37191000026",48,21,15,15,6,15,15,15,15,6,21,13,13,50,49,15,15,26,10,49,10,49,15,36,36,35,35,26,26,34,16,16,16,16,31,46,46,46,46,35,16,21,21,21,21,15,1,1,1,3,34,1,1,1,1,47,47,8,8,5,18,5,15,47,18,17,17,17,16,16,18,18,17,17,26,38,38,38,8,8,8,26,8,8,8,31,31,31,8,8,17,17,17,17,17,17,17,17,17,17,17
"37183004-01",8,12,8,8,50,41,28,8,28,28,7,7,7,7,7,7,7,7,13,13,16,11,11,11,11,11,8,8,12,5,5,5,5,5,5,28,21,5,5,31,28,38,5,28,30,24,38,5,14,14,14,14,28,28,28,5,5,35,35,4,4,4,50,50,36,36,6,6,6,6,6,6,6,6,6,4,4,36,30,30,30,4,4,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5
"37167000028",47,44,44,44,44,4,4,4,33,35,35,35,35,10,40,34,10,1,36,36,47,47,7,24,1,6,6,49,2,7,7,20,13,20,20,7,29,38,37,37,37,18,40,39,8,8,41,41,9,49,37,11,11,9,9,9,48,48,40,10,10,27,33,49,49,49,33,33,35,41,29,29,29,29,29,41,41,41,49,49,49,49,49,38,38,38,38,38,49,50,50,50,50,50,50,50,50,29,9,43,46
"37191000024",48,21,15,15,6,15,15,47,47,41,21,13,13,50,49,15,15,26,10,49,10,49,15,36,36,35,35,26,26,26,16,16,17,16,31,46,46,46,46,35,16,21,21,21,21,15,1,1,1,3,34,1,1,1,1,47,47,8,8,5,18,5,15,47,18,17,17,17,16,16,18,18,17,17,26,38,38,38,8,8,8,26,8,8,8,31,31,31,8,8,17,17,17,17,17,17,17,17,17,17,17
"3716300CLNE",50,10,15,15,6,15,15,15,15,6,21,13,13,50,49,15,15,26,10,49,10,49,15,36,36,35,35,26,35,35,40,16,16,40,15,16,35,15,35,15,16,21,21,21,21,15,1,1,1,3,34,1,1,1,1,47,47,8,8,5,18,5,15,47,18,18,18,18,8,8,5,5,5,50,50,50,16,38,8,8,8,26,8,8,8,31,31,31,8,8,17,17,17,17,17,17,17,17,17,17,17
"37167000027",47,44,44,44,44,4,4,4,33,35,35,35,35,10,40,34,10,1,36,36,47,47,7,24,1,6,6,49,2,7,7,20,9,20,20,7,29,38,37,37,37,18,40,39,8,8,41,41,9,49,37,11,11,9,9,9,48,48,40,10,10,27,33,49,49,49,33,33,35,41,29,29,29,29,29,41,41,41,49,49,49,49,49,38,38,38,38,38,49,50,50,50,50,50,50,50,50,29,9,43,46
"37167000026",47,44,44,44,44,4,4,4,33,35,35,35,35,10,40,34,10,1,36,36,47,47,7,24,1,6,6,49,2,7,7,20,9,20,20,7,29,38,37,37,37,18,40,39,8,8,41,41,9,49,37,11,11,9,9,9,48,48,40,10,10,27,33,49,49,49,33,33,35,41,29,29,29,29,29,41,41,41,49,49,49,49,49,38,38,38,38,38,49,50,50,50,50,50,50,50,50,29,9,43,46
"37167000025",47,44,44,44,44,4,4,4,33,35,23,23,1,9,9,23,9,9,20,9,20,1,1,22,48,33,19,19,49,49,49,20,9,20,37,37,2,23,23,23,49,18,40,39,8,8,41,41,9,49,37,11,11,9,9,9,48,48,40,10,10,27,33,49,49,49,33,33,35,41,29,29,29,29,29,41,41,41,49,49,49,49,49,38,38,38,38,38,49,50,50,50,50,50,50,50,50,29,9,43,46
"3700100003W",19,16,16,30,30,17,34,7,30,30,17,24,38,48,14,30,8,30,30,8,8,30,47,8,8,8,24,24,24,24,11,45,45,6,6,38,38,30,20,6,6,17,17,17,50,50,28,28,28,50,50,31,31,31,40,40,49,39,39,24,39,24,24,39,39,39,39,39,39,39,39,27,27,27,27,27,27,27,27,27,27,33,33,33,33,33,33,33,33,33,33,33,33,33,33,5,5,5,5,5,24
"37167000024",47,44,44,42,37,20,3,33,33,35,23,23,1,9,9,23,9,9,20,9,20,1,1,22,48,33,19,19,49,49,49,20,9,20,20,7,29,38,37,37,37,18,40,39,8,8,41,41,9,49,37,11,11,9,9,9,48,48,40,10,10,27,33,49,49,49,33,33,35,41,29,29,29,29,29,41,41,41,49,49,49,49,49,38,38,38,38,38,49,50,50,50,50,50,50,50,50,29,9,43,46
"37167000023",47,44,44,44,44,4,4,4,33,35,23,23,1,9,9,23,9,9,20,9,20,47,7,24,1,6,19,19,49,49,49,20,9,9,20,7,29,38,37,37,37,18,40,39,8,8,41,41,9,49,37,11,11,9,9,9,48,48,40,10,10,27,33,49,49,49,33,33,35,41,29,29,29,29,29,41,41,41,49,49,49,49,49,38,38,38,38,38,49,50,50,50,50,50,50,50,50,29,9,43,46
"37025012-03",9,9,9,42,37,20,3,33,1,2,23,23,1,9,9,9,1,19,19,19,22,22,1,22,24,27,27,2,2,7,7,37,22,11,11,20,8,32,23,23,49,49,49,49,42,42,12,32,4,4,4,37,37,37,37,37,41,41,41,23,37,41,41,23,23,23,22,22,41,25,25,25,35,48,9,9,11,23,11,11,11,11,23,23,43,43,23,23,23,23,23,23,23,9,9,9,9,9,44,44,44
"370810NWASH",19,16,16,30,30,17,34,38,38,38,17,38,38,48,48,30,30,14,22,30,30,30,38,14,3,32,11,11,45,38,38,14,6,38,38,12,39,7,7,45,45,45,45,45,40,11,11,11,40,40,39,40,40,40,39,31,39,49,49,49,49,43,45,45,27,27,27,4,4,33,21,21,21,21,33,21,45,45,45,45,33,27,5,45,32,5,5,5,5,5,5,5,5,5,5,33,33,33,12,12,32
"37023000066",7,7,7,25,43,39,39,25,18,39,39,19,42,42,43,43,39,3,3,3,29,3,18,43,43,43,43,42,42,42,43,32,48,25,25,25,13,25,25,49,29,29,29,25,25,25,33,25,25,25,25,20,20,20,20,20,20,20,20,11,11,11,11,11,11,11,20,11,7,20,20,20,20,20,7,7,7,44,40,40,40,40,19,19,19,19,19,19,19,2,2,2,2,2,45,45,43,43,2,2,2
"37023000065",20,20,20,39,43,39,18,18,18,39,39,19,42,42,39,39,39,43,43,43,4,3,29,29,29,29,43,22,42,42,43,32,48,27,25,25,13,25,49,49,29,29,29,25,25,25,33,25,25,25,25,20,20,20,20,20,20,20,42,11,11,11,11,11,11,11,20,11,7,20,20,20,20,20,7,7,7,44,40,40,40,40,19,19,19,19,19,19,19,2,2,2,2,2,45,45,43,43,2,2,2
"37123000STA",44,47,4,34,4,44,44,1,44,4,14,34,34,34,34,34,10,1,36,36,47,47,7,24,1,6,48,49,2,7,6,38,29,7,7,48,48,29,6,20,20,37,37,39,8,8,41,41,9,49,49,49,49,49,49,39,4,10,48,48,48,10,33,49,49,49,33,33,35,41,29,29,29,29,29,41,41,41,49,49,49,49,49,38,38,38,38,38,49,50,50,50,50,50,50,50,50,29,9,43,46
"37023000064",20,20,20,39,43,39,18,18,36,36,42,19,42,42,39,39,39,43,43,43,4,3,18,43,43,43,43,42,42,42,44,25,25,25,25,25,13,25,49,49,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,20,20,20,42,11,11,11,11,11,11,11,20,11,7,20,20,20,20,20,7,7,7,44,40,40,40,40,19,19,19,19,19,19,19,2,2,2,2,2,45,45,43,43,2,2,2
"37023000062",7,7,7,25,43,39,39,25,18,39,39,19,42,42,39,39,43,43,43,3,29,29,18,43,43,43,44,42,43,43,39,32,48,27,13,25,13,25,25,49,29,29,29,29,29,29,13,25,25,25,25,20,20,20,20,20,20,20,42,20,42,11,11,11,11,11,20,11,7,20,20,20,20,20,42,42,44,44,40,40,40,40,40,40,40,22,22,22,22,22,22,20,20,20,45,45,43,43,2,2,2
"37025012-09",9,9,9,42,37,20,3,3,3,9,2,2,1,9,9,9,1,19,19,19,22,22,1,22,24,27,27,3,3,3,3,37,22,37,42,32,32,32,23,23,49,49,49,49,42,42,32,32,4,4,4,37,37,37,37,37,41,41,41,23,37,41,41,23,23,23,22,22,41,25,25,25,35,48,9,9,11,23,11,11,11,11,23,23,43,43,23,23,23,23,23,23,23,9,9,9,9,9,44,44,44
"37147001501",40,26,11,6,46,46,26,26,48,27,5,26,26,26,26,50,31,31,46,46,45,46,41,41,50,50,31,46,17,36,36,34,26,16,15,16,35,35,15,46,46,36,46,46,36,36,21,21,21,15,15,15,3,17,17,17,17,17,17,3,28,28,28,28,28,3,3,3,3,3,3,3,3,3,3,3,28,28,28,28,28,28,28,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"37025012-08",9,9,9,42,37,20,3,33,1,2,23,23,1,9,9,9,1,19,19,19,22,22,1,22,24,27,27,3,3,3,3,37,22,37,42,32,32,32,23,23,49,49,49,49,42,42,32,32,4,4,4,37,37,37,37,37,41,41,41,23,37,41,41,23,23,23,22,22,41,25,25,25,35,48,9,9,11,23,11,11,11,11,23,23,43,43,23,23,23,23,23,23,23,9,9,9,9,9,44,44,44
"37025012-06",9,9,9,42,37,20,3,33,1,2,23,23,1,9,9,9,1,19,19,19,22,22,1,22,24,27,19,3,3,3,3,37,22,37,42,42,2,23,23,23,49,49,49,49,42,42,32,32,4,4,4,37,37,37,37,37,41,41,41,23,37,41,41,23,23,23,22,22,41,25,25,25,35,48,9,9,11,23,11,11,11,11,23,23,43,43,23,23,23,23,23,23,23,9,9,9,9,9,44,44,44
"37025012-05",9,9,9,42,37,20,3,33,1,2,23,23,1,9,9,9,1,19,19,19,22,22,1,22,24,27,27,2,2,7,7,9,9,20,20,20,8,32,23,23,49,49,49,49,42,42,12,32,4,4,4,37,37,37,37,37,41,41,41,23,37,41,41,23,23,23,22,22,41,25,25,25,35,48,9,9,11,23,11,11,11,11,23,23,43,43,23,23,23,23,23,23,23,9,9,9,9,9,44,44,44
"37025012-04",9,9,9,42,37,20,3,33,1,2,23,23,1,9,9,9,1,19,19,19,22,22,1,22,24,27,27,2,2,7,7,9,9,20,20,20,8,32,23,23,49,49,49,49,42,42,12,32,4,4,4,37,37,37,37,37,41,41,41,23,37,41,41,23,23,23,22,22,41,25,25,25,35,48,9,9,11,23,11,11,11,11,23,23,43,43,23,23,23,23,23,23,23,9,9,9,9,9,44,44,44
"37147001509",26,40,46,46,48,48,48,26,26,5,5,26,27,26,26,50,31,31,46,46,45,46,41,41,50,50,31,46,17,36,36,34,26,31,16,15,15,35,15,46,46,36,46,46,36,36,21,21,21,15,15,15,3,17,17,17,17,17,38,38,38,38,38,38,46,38,3,3,3,3,3,3,3,3,3,3,28,28,28,28,28,28,28,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"37147001507",26,26,11,6,46,46,26,48,48,27,5,26,27,26,26,50,31,31,46,46,45,46,41,41,50,50,31,46,17,36,36,34,26,31,16,15,15,15,15,46,46,36,46,46,36,36,21,21,21,15,15,15,3,17,17,17,17,17,38,38,38,38,38,38,46,38,3,3,3,3,3,3,3,3,3,3,28,28,28,28,28,28,28,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"37147001506",26,26,11,6,48,48,48,48,26,5,5,26,27,26,26,50,31,31,46,46,45,46,41,41,50,50,31,46,17,36,36,34,26,31,16,15,15,15,15,46,46,36,46,46,36,36,21,21,21,15,15,15,3,17,17,17,17,17,38,38,38,38,38,38,46,38,3,3,3,3,3,3,3,3,3,3,28,28,28,28,28,28,28,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"37191000018",48,21,15,15,6,15,15,15,15,6,21,13,13,50,49,15,15,12,12,49,10,49,15,36,36,35,35,26,26,26,16,16,16,40,31,46,46,46,46,35,16,21,21,21,21,15,1,1,1,3,34,1,1,1,1,47,47,8,8,5,18,5,15,47,18,17,17,17,16,16,18,18,17,17,26,38,38,38,8,8,8,26,8,8,8,31,31,31,8,8,17,17,17,17,17,17,17,17,17,17,17
"37191000017",48,21,15,15,6,15,15,15,15,6,21,13,13,50,49,15,15,26,10,49,10,49,15,36,36,35,35,26,26,34,16,16,16,40,31,46,46,46,46,35,16,21,21,21,21,15,1,1,1,3,34,1,1,1,1,47,47,8,8,5,18,5,15,47,18,17,17,17,16,16,18,18,17,17,26,38,38,38,8,8,8,26,8,8,8,31,31,31,8,8,17,17,17,17,17,17,17,17,17,17,17
"37023000070",7,7,7,25,43,39,18,18,18,39,39,19,42,42,39,39,39,43,43,43,4,29,29,29,29,29,43,22,42,42,43,32,48,25,25,25,13,25,49,49,29,29,29,25,25,25,33,25,25,25,25,20,20,20,20,20,20,20,42,11,11,11,11,11,11,11,20,11,7,20,20,20,20,20,7,7,7,44,40,40,40,40,19,19,19,19,19,19,19,2,2,2,2,2,45,45,43,43,2,2,2
"3714100LT18",48,21,48,48,13,13,6,6,6,15,15,21,6,21,21,21,21,21,27,35,15,15,10,10,13,15,15,15,13,13,35,41,41,15,40,40,40,10,14,41,41,10,10,10,10,10,10,10,16,16,16,47,47,15,15,15,15,15,18,15,16,15,5,5,16,17,17,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,31,26,15
"37191000016",48,21,15,15,6,15,15,15,15,6,21,13,13,50,49,15,15,26,10,49,10,49,15,36,36,35,35,26,26,26,16,16,16,16,31,46,46,46,46,35,16,21,21,21,21,15,1,1,1,3,34,1,1,1,1,47,47,8,8,5,18,5,15,47,18,17,17,17,16,16,18,18,17,17,26,38,38,38,8,8,8,26,8,8,8,31,31,31,8,8,17,17,17,17,17,17,17,17,17,17,17
"3712700P06A",21,46,6,6,11,11,30,40,27,48,48,48,8,16,50,17,17,46,12,12,46,45,45,34,45,45,34,34,50,31,26,26,24,24,24,24,24,24,24,24,24,30,3,16,15,16,46,46,30,30,30,34,36,3,3,3,21,3,30,17,3,3,3,3,26,28,28,28,28,31,31,31,31,31,31,31,31,46,46,46,46,46,46,46,46,46,46,46,46,46,46,47,47,47,47,47,47,47,47,47,47
"37147001503",26,26,11,6,48,48,48,48,48,27,5,26,27,26,26,50,31,31,46,46,45,46,41,41,50,50,31,46,17,36,36,34,26,31,15,15,15,15,15,46,46,36,46,46,36,36,21,21,21,15,15,15,17,17,17,17,17,17,17,3,28,28,28,28,28,3,3,3,3,3,3,3,3,3,3,3,28,28,28,28,28,28,28,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
