"GEOID20","assignment"
"37025012-12",11
"37025012-11",11
"37025012-10",11
"3700300T2T3",10
"3712500EKWD",1
"371370005AP",5
"3704300TUSQ",7
"37191000001",3
"3715900019A",11
"370510G3A-2",3
"37167000022",1
"370510G3A-1",3
"37167000021",11
"3700100003S",9
"37115GRAPEV",7
"37167000020",11
"37183004-05",12
"37125000WND",1
"37191000029",3
"37183004-04",12
"3700100003N",9
"37191000028",3
"37183004-03",12
"37191000027",3
"370210044.1",7
"37183004-02",12
"37191000026",3
"37183004-01",12
"37167000028",1
"37191000024",3
"3716300CLNE",3
"37167000027",11
"37167000026",1
"37167000025",1
"3700100003W",9
"37167000024",11
"37167000023",1
"37025012-03",11
"370810NWASH",9
"37023000066",10
"37023000065",10
"37123000STA",1
"37023000064",10
"37023000062",10
"37025012-09",11
"37147001501",5
"37025012-08",11
"37025012-06",11
"37025012-05",11
"37025012-04",11
"37147001509",5
"37147001507",5
"37147001506",5
"37191000018",3
"37191000017",3
"37023000070",10
"3714100LT18",13
"37191000016",3
"3712700P06A",5
"37147001503",5
"37191000015",3
"37191000014",3
"37067000405",2
"37191000013",3
"37067000404",2
"3712500WKWD",1
"3707700EAOX",6
"37067000403",2
"37067000402",2
"37067000401",2
"3713300HN14",13
"37175000TC1",7
"3703100ATSL",5
"371150SANDY",7
"37175000TC7",7
"3719700EBND",2
"37191000023",3
"37191000022",3
"37191000021",3
"3703100MASM",5
"3712700P05A",5
"370970000CD",4
"3719905-GRE",10
"3708700BE56",7
"371570000IR",9
"3719700DCRK",10
"370210050.1",7
"370970000CS",4
"3706100KENA",3
"37001000011",9
"37081000RC2",9
"37081000RC1",9
"3710900LS12",4
"371170000BG",5
"370210022.2",7
"3712700P08A",6
"371490TR123",7
"37001000013",9
"37125000BEN",1
"3703100BFT2",5
"3703100BFT1",5
"3710900LB34",4
"3708300CONC",6
"3705100LR63",1
"3705500KTHK",5
"370970000FT",4
"37001000001",9
"3708100H29B",9
"3716300GIDD",3
"3708100H29A",9
"37005000004",10
"3712700P07A",6
"37005000001",10
"37001000007",9
"370030000B1",10
"37001000005",9
"37025001-02",11
"37001000004",9
"37001000002",9
"370970000EM",10
"3719700SLIB",2
"37025001-08",11
"37025001-07",11
"370030000B2",10
"37025001-04",11
"37125000EWD",1
"37143BETHEL",5
"3719300113A",10
"370970DV2-A",4
"3708500PR16",1
"370070WADES",1
"3719903-EGY",7
"37155000041",3
"37155000040",3
"3703100BOGU",5
"3714500HLWY",14
"370970DV2-B",4
"37183016-06",12
"37183016-05",12
"37183016-04",12
"37183016-03",12
"37183016-02",12
"37183016-01",12
"3708500PR01",1
"370210041.1",7
"3703100IBSP",5
"3708500PR08",12
"3708500PR07",1
"37155000034",1
"37155000033",1
"3719908-CRA",7
"3703100CISL",5
"37155000030",3
"370830BUTWD",6
"37131SEABOA",6
"37025001-11",11
"37025001-10",11
"370210019.1",7
"37155000039",3
"37155000038",3
"37057000088",2
"37155000037",3
"37155000036",3
"37155000035",1
"37057000084",2
"3700700GULL",1
"37057000082",2
"3719300115A",10
"3704700P02B",13
"37057000076",2
"37057000074",2
"37057000072",2
"37147001101",5
"370810MON2B",9
"37057000070",2
"370810MON2A",9
"371170000HS",5
"37183016-09",12
"37183016-07",12
"37057000078",11
"3714500WDSD",14
"371170000HM",5
"3704700P01A",13
"37125000VSS",1
"3707500WEST",7
"3714701508B",5
"3714701508A",5
"37037000085",9
"37183016-11",12
"37183016-10",12
"3718100HTOP",6
"3715500005A",3
"371170000GR",5
"3705500CHCA",5
"371170000GN",5
"370210063.1",7
"3700500006A",10
"37051SL78-3",1
"371050000D2",1
"371050000D1",1
"37037000075",14
"37037000078",14
"3714701507B",5
"37065001401",6
"37099000CAN",7
"3703300ANDE",9
"37099000CAS",7
"371050000C2",1
"371370002OT",5
"371050000C1",1
"3707700OKHL",6
"37097000ST5",4
"37097000ST4",4
"37097000ST3",4
"37097000ST2",4
"37097000ST1",4
"3713300NM13",13
"37183005-08",14
"37183005-07",14
"37097000ST6",4
