iteration,score,cut_edges
782,500,500
783,500,500
784,500,500
785,500,500
786,500,500
787,504,504
788,504,504
789,504,504
790,504,504
791,504,504
792,504,504
793,504,504
794,504,504
795,504,504
796,502,502
797,502,502
798,502,502
799,502,502
800,502,502
801,502,502
802,502,502
803,502,502
804,502,502
805,503,503
806,503,503
807,503,503
808,503,503
809,503,503
810,503,503
811,503,503
812,503,503
813,503,503
814,503,503
815,503,503
816,503,503
817,503,503
818,503,503
819,503,503
820,503,503
821,503,503
822,503,503
823,503,503
824,503,503
825,503,503
826,503,503
827,501,501
828,501,501
829,501,501
830,501,501
831,501,501
832,501,501
833,501,501
834,501,501
835,501,501
836,501,501
837,501,501
838,501,501
839,501,501
840,501,501
841,501,501
842,501,501
843,497,497
844,499,499
845,499,499
846,499,499
847,499,499
848,493,493
849,493,493
850,493,493
851,493,493
852,493,493
853,493,493
854,493,493
855,493,493
856,493,493
857,493,493
858,493,493
859,493,493
860,493,493
861,493,493
862,493,493
863,493,493
864,493,493
865,493,493
866,493,493
867,493,493
868,493,493
869,490,490
870,490,490
871,490,490
872,490,490
873,489,489
874,489,489
875,489,489
876,489,489
877,489,489
878,489,489
879,489,489
880,489,489
881,489,489
882,489,489
883,488,488
884,490,490
885,490,490
886,483,483
887,483,483
888,483,483
889,483,483
890,483,483
891,483,483
892,483,483
893,483,483
894,483,483
895,483,483
896,483,483
897,483,483
898,483,483
899,483,483
900,483,483
901,483,483
902,483,483
903,483,483
904,483,483
905,483,483
906,483,483
907,483,483
908,483,483
909,483,483
910,483,483
911,483,483
912,478,478
913,478,478
914,478,478
915,478,478
916,478,478
917,478,478
918,478,478
919,478,478
920,478,478
921,478,478
922,478,478
923,478,478
924,478,478
925,478,478
926,478,478
927,478,478
928,478,478
929,478,478
930,478,478
931,478,478
932,478,478
933,478,478
934,478,478
935,478,478
936,478,478
937,478,478
938,478,478
939,478,478
940,478,478
941,478,478
942,478,478
943,478,478
944,479,479
945,479,479
946,479,479
947,479,479
948,479,479
949,478,478
950,478,478
951,478,478
952,478,478
953,478,478
954,474,474
955,474,474
956,474,474
957,474,474
958,474,474
959,474,474
960,474,474
961,474,474
962,474,474
963,474,474
964,474,474
965,472,472
966,472,472
967,472,472
968,472,472
969,472,472
970,472,472
971,472,472
972,472,472
973,472,472
974,472,472
975,472,472
976,472,472
977,472,472
978,472,472
979,472,472
980,470,470
981,470,470
982,470,470
983,470,470
984,470,470
985,470,470
986,470,470
987,470,470
988,470,470
989,470,470
990,470,470
991,470,470
992,470,470
993,470,470
994,470,470
995,470,470
996,470,470
997,470,470
998,470,470
999,470,470
1000,470,470
