"GEOID20","assignment"
"37025012-12",6
"37025012-11",6
"37025012-10",6
"3700300T2T3",3
"3712500EKWD",7
"371370005AP",4
"3704300TUSQ",2
"37191000001",5
"3715900019A",6
"370510G3A-2",10
"37167000022",6
"370510G3A-1",10
"37167000021",6
"3700100003S",7
"37115GRAPEV",2
"37167000020",6
"37183004-05",12
"37125000WND",7
"37191000029",5
"37183004-04",12
"3700100003N",7
"37191000028",5
"37183004-03",12
"37191000027",5
"370210044.1",2
"37183004-02",12
"37191000026",5
"37183004-01",12
"37167000028",6
"37191000024",8
"3716300CLNE",8
"37167000027",6
"37167000026",6
"37167000025",6
"3700100003W",7
"37167000024",6
"37167000023",6
"37025012-03",6
"370810NWASH",13
"37023000066",3
"37023000065",3
"37123000STA",7
"37023000064",3
"37023000062",3
"37025012-09",6
"37147001501",4
"37025012-08",6
"37025012-06",6
"37025012-05",6
"37025012-04",6
"37147001509",4
"37147001507",4
"37147001506",8
"37191000018",5
"37191000017",5
"37023000070",3
"3714100LT18",8
"37191000016",5
"3712700P06A",5
"37147001503",8
"37191000015",5
"37191000014",5
"37067000405",14
"37191000013",5
"37067000404",14
"3712500WKWD",7
"3707700EAOX",5
"37067000403",14
"37067000402",14
"37067000401",14
"3713300HN14",4
"37175000TC1",2
"3703100ATSL",4
"371150SANDY",2
"37175000TC7",2
"3719700EBND",14
"37191000023",5
"37191000022",5
"37191000021",5
"3703100MASM",4
"3712700P05A",5
"370970000CD",6
"3719905-GRE",3
"3708700BE56",2
"371570000IR",13
"3719700DCRK",14
"370210050.1",2
"370970000CS",6
"3706100KENA",8
"37001000011",7
"37081000RC2",13
"37081000RC1",13
"3710900LS12",3
"371170000BG",4
"370210022.2",2
"3712700P08A",5
"371490TR123",2
"37001000013",7
"37125000BEN",7
"3703100BFT2",4
"3703100BFT1",4
"3710900LB34",3
"3708300CONC",5
"3705100LR63",10
"3705500KTHK",4
"370970000FT",6
"37001000001",7
"3708100H29B",13
"3716300GIDD",8
"3708100H29A",13
"37005000004",3
"3712700P07A",5
"37005000001",3
"37001000007",7
"370030000B1",3
"37001000005",7
"37025001-02",6
"37001000004",7
"37001000002",7
"370970000EM",6
"3719700SLIB",14
"37025001-08",6
"37025001-07",6
"370030000B2",3
"37025001-04",6
"37125000EWD",7
"37143BETHEL",4
"3719300113A",3
"370970DV2-A",6
"3708500PR16",10
"370070WADES",7
"3719903-EGY",3
"37155000041",10
"37155000040",10
"3703100BOGU",4
"3714500HLWY",7
"370970DV2-B",6
"37183016-06",9
"37183016-05",9
"37183016-04",9
"37183016-03",9
"37183016-02",9
"37183016-01",9
"3708500PR01",10
"370210041.1",2
"3703100IBSP",4
"3708500PR08",10
"3708500PR07",10
"37155000034",10
"37155000033",10
"3719908-CRA",3
"3703100CISL",4
"37155000030",10
"370830BUTWD",5
"37131SEABOA",5
"37025001-11",6
"37025001-10",6
"370210019.1",2
"37155000039",10
"37155000038",10
"37057000088",14
"37155000037",10
"37155000036",10
"37155000035",10
"37057000084",14
"3700700GULL",7
"37057000082",14
"3719300115A",3
"3704700P02B",10
"37057000076",14
"37057000074",14
"37057000072",14
"37147001101",4
"370810MON2B",13
"37057000070",14
"370810MON2A",13
"371170000HS",4
"37183016-09",9
"37183016-07",9
"37057000078",14
"3714500WDSD",7
"371170000HM",4
"3704700P01A",10
"37125000VSS",7
"3707500WEST",2
"3714701508B",4
"3714701508A",4
"37037000085",7
"37183016-11",9
"37183016-10",9
"3718100HTOP",5
"3715500005A",10
"371170000GR",4
"3705500CHCA",4
"371170000GN",4
"370210063.1",2
"3700500006A",3
"37051SL78-3",10
"371050000D2",7
"371050000D1",7
"37037000075",7
"37037000078",7
"3714701507B",4
"37065001401",5
"37099000CAN",2
"3703300ANDE",7
"37099000CAS",2
"371050000C2",7
"371370002OT",4
"371050000C1",7
"3707700OKHL",5
"37097000ST5",6
"37097000ST4",6
"37097000ST3",6
"37097000ST2",6
"37097000ST1",6
"3713300NM13",4
"37183005-08",12
"37183005-07",12
"37097000ST6",6
"371190238.1",1
"3707900WALS",8
"37083000HOL",5
"371050000E1",7
"370550000MH",4
"370450MULLS",3
"37183009-02",9
"3714100SC13",8
"37183009-01",5
"371050000E2",7
"3708100H19A",13
"37183005-06",12
"37125000WAB",7
"37183005-05",12
"37183005-03",12
"37183005-01",12
"37183009-03",5
"3714701504B",8
"3714701504A",8
"3708100H19B",13
"370830RINGW",5
"37181000EH1",5
"3719700BNVL",14
"371170000CR",4
"3705100CC17",10
"3705100CC16",10
"3705100CC15",10
"3705100CC14",10
"3705100CC13",10
"37119000207",6
"3705100CC12",10
"37119000206",6
"37119000205",1
"3705100CC10",10
"37119000203",1
"37119000202",6
"37119000201",1
"37119000200",11
"3705100CC19",10
"3705100CC18",10
"371010PR31B",9
"371010PR31A",9
"37119000209",11
"37119000208",6
"3705100LI65",10
"370830FAUCT",5
"37025008-00",6
"370210028.1",2
"37065000501",5
"3705100CC06",10
"3705100CC05",10
"3712700P20A",5
"3705100CC04",10
"3705100CC03",10
"370210015.1",2
"3707700WOEL",5
"37081000OR2",13
"3705100CC01",10
"37081000OR1",13
"3707700CRDM",5
"3707700CRDL",5
"3705100CC08",10
"3708500PR32",10
"3705100CC07",10
"3708500PR31",10
"37119000221",1
"37119000220",1
"37083000HPR",5
"371050000B2",7
"371050000B1",7
"37025004-13",6
"370810000GR",13
"370130SURBA",4
"37025004-12",6
"37119000229",11
"3705100CC34",10
"37025004-11",6
"37119000228",11
"3705100CC33",10
"37119000227",11
"3705100CC32",10
"37119000226",11
"37119000225",11
"37119000224",11
"3708500PR25",10
"3708500PR24",10
"37119000222",1
"3708500PR23",10
"371290000WB",8
"3708500PR20",10
"3714701505B",8
"370890000SM",2
"3714100SP15",8
"3714701505A",8
"371870000P2",4
"3708500PR29",10
"371870000P1",4
"3708500PR28",10
"3703900GCRK",2
"3708500PR26",10
"370890000SW",2
"37115REVERE",2
"371510000PR",13
"37119000210",1
"3705100CC27",10
"371050000A2",7
"3705100CC26",10
"371050000A1",7
"37025004-03",6
"3705100CC25",10
"3705100CC24",10
"37025004-01",6
"37119000218",1
"371870000P3",4
"37119000217",11
"37119000216",1
"3705100CC21",10
"37119000215",1
"37119000214",1
"37119000213",1
"37045KINGST",3
"37119000212",1
"37119000211",1
"37025004-09",6
"370890000RR",2
"37025004-08",6
"3705100CC29",10
"37065001001",5
"37119000219",1
"3710900BS26",3
"3705100CC31",10
"370210058.1",2
"37173000BC2",2
"370890000SB",2
"37173000BC1",2
"370890000SE",2
"3704300BRAS",2
"371510000SE",13
"370210006.1",2
"37055000WAN",4
"37095000OCK",4
"3700300000M",3
"371810000CC",5
"371510000SO",13
"3700300000W",3
"3703900HOTH",2
"3704500KM-S",3
"3704500KM-N",3
"3705100G11B",10
"371510000RN",13
"371510000RM",13
"37107000PH2",8
"37107000PH1",8
"3701900010B",8
"37183012-02",12
"37183012-01",12
"371110MAR-5",2
"371110MAR-4",2
"371110MAR-3",2
"371110MAR-2",2
"371110MAR-1",2
"370130WASH4",4
"370130WASH2",4
"370130WASH1",4
"3713300CR07",4
"3700300000E",3
"3708900HV-3",2
"3708900HV-2",2
"37125000CAR",7
"3708900HV-1",2
"37125000CAM",7
"370210001.1",2
"370890000NM",2
"370910000M2",4
"370890000NW",2
"370910000M1",4
"3707900HOOK",8
"370210049.1",2
"3707900MAUR",8
"370910000ML",4
"37179000021",1
"37081000GIB",13
"37065000102",5
"37065000101",5
"370210036.1",2
"3703300MILT",7
"371510000LC",13
"37179000027",1
"371510000LB",13
"3710900TA37",3
"37179000026",1
"37179000025",1
"37179000024",1
"37067000504",14
"371150BEECH",2
"37179000023",1
"37067000503",14
"37179000022",1
"37067000502",14
"37065000104",5
"37067000501",14
"37065000103",5
"371510000NM",13
"37183012-09",12
"37183012-08",12
"37099000GLV",2
"37183012-07",12
"3700300G1G2",3
"37183012-06",12
"37183012-05",12
"37183012-04",12
"37067000507",14
"37067000506",14
"3706100CYCK",8
"370890000RG",2
"37067000505",14
"371370001RB",4
"3706100CHAR",8
"37179000010",1
"37099000CFK",2
"37179000018",1
"37011000002",3
"37011000001",3
"37179000016",1
"371870000LM",4
"370890000PV",2
