"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000"
"37155000037",13,10,11,13,1,2,1,6,7,1,1,1,4,2,4,4,12,12,12,12,12
"37155000036",13,10,11,13,1,2,1,6,7,1,1,1,4,2,12,12,12,12,12,12,12
"37155000035",12,4,11,3,2,2,1,6,7,7,7,1,4,2,12,12,12,12,12,12,12
"37057000084",1,5,4,2,11,9,4,12,10,4,3,12,12,12,11,13,13,13,9,9,9
"3700700GULL",11,4,9,3,9,4,11,9,12,6,11,3,3,13,7,11,5,5,11,11,11
"37057000082",9,12,2,2,11,9,4,12,12,6,11,4,13,8,7,11,5,5,11,11,11
"3719300115A",5,3,8,9,3,5,3,11,10,4,3,12,12,12,11,13,13,13,9,9,9
"3704700P02B",13,10,11,13,1,2,6,6,13,1,1,7,7,7,4,4,4,4,4,6,6
"37057000076",9,12,2,2,9,9,4,12,12,6,11,4,13,8,7,11,5,5,11,11,11
"37057000074",9,12,2,2,9,9,4,12,10,6,11,4,13,8,7,11,5,5,11,11,11
"37057000072",1,12,4,2,11,9,4,12,10,4,3,4,13,8,7,11,5,5,11,11,11
"37147001101",2,7,10,5,13,1,2,7,1,2,2,13,10,10,10,10,10,10,10,10,10
"370810MON2B",12,8,6,4,4,11,10,8,6,8,6,6,5,5,8,8,2,2,2,2,2
"37057000070",9,12,2,2,9,9,4,12,10,6,11,4,13,8,7,11,5,5,11,11,11
"370810MON2A",12,8,6,4,4,11,10,8,6,8,6,6,5,5,8,8,2,2,2,2,2
"371170000HS",7,7,10,5,13,1,2,7,1,2,2,13,10,10,10,10,10,10,10,10,10
"37183016-09",10,7,3,6,10,13,13,1,2,13,13,2,1,4,2,6,6,6,6,4,4
"37183016-07",10,7,3,6,10,13,13,1,2,13,13,2,1,4,2,6,6,6,6,4,4
"37057000078",9,12,2,8,9,9,3,12,12,6,11,4,13,8,7,11,5,5,11,11,11
"3714500WDSD",4,6,13,1,5,11,10,8,6,5,6,6,5,5,8,8,2,2,2,2,2
"371170000HM",7,7,10,5,13,1,2,7,1,2,2,13,10,10,10,10,10,10,10,10,10
"3704700P01A",13,10,11,13,1,2,6,6,13,1,1,7,7,7,4,4,4,4,4,6,6
"37125000VSS",10,9,5,3,2,6,1,6,7,7,7,1,4,2,12,12,12,12,12,12,12
"3707500WEST",3,1,1,12,12,3,12,3,3,3,9,9,9,9,9,9,9,9,13,13,13
"3714701508B",2,7,13,5,13,1,2,7,1,2,2,13,10,10,10,10,10,10,10,10,10
"3714701508A",7,7,13,5,13,1,2,7,1,2,2,13,10,10,10,10,10,10,10,10,10
"37037000085",4,9,5,11,4,10,8,2,7,6,11,4,4,2,7,12,12,12,11,2,2
"37183016-11",7,7,3,6,10,7,13,13,2,13,13,2,2,6,6,6,6,8,8,4,4
"37183016-10",7,6,3,6,10,7,13,13,2,13,13,2,2,6,6,6,6,8,8,8,8
"3718100HTOP",4,6,13,1,6,7,7,13,4,10,5,10,2,6,6,2,8,8,8,8,8
"3715500005A",13,10,11,13,1,2,1,6,7,1,1,1,4,2,12,12,12,12,12,12,12
"371170000GR",7,13,10,5,13,1,2,7,1,2,2,13,10,10,10,10,10,10,10,10,10
"3705500CHCA",2,13,10,5,13,1,2,7,1,2,2,13,10,10,10,10,10,10,10,10,10
"371170000GN",7,7,10,5,13,1,2,7,1,2,2,13,10,10,10,10,10,10,10,10,10
"370210063.1",3,1,1,12,12,3,12,3,3,3,9,9,9,9,9,9,9,9,13,13,13
"3700500006A",5,3,8,9,3,5,3,11,10,4,3,12,12,12,11,13,13,13,9,9,9
"37051SL78-3",10,9,5,11,2,6,1,6,7,7,7,1,4,2,12,12,12,12,12,12,12
"371050000D2",6,9,5,11,2,6,1,6,7,7,7,1,4,2,12,12,12,12,12,12,12
"371050000D1",4,9,5,11,2,6,1,6,7,7,7,1,4,2,12,12,12,12,12,12,12
"37037000075",4,2,7,10,5,10,8,2,5,5,10,5,6,1,1,1,1,1,1,1,1
"37037000078",4,2,7,10,5,10,8,2,5,5,10,5,6,1,1,1,1,1,1,1,1
"3714701507B",2,7,13,5,13,1,2,7,1,2,2,13,10,10,10,10,10,10,10,10,10
"37065001401",7,7,13,1,6,7,7,1,1,2,2,13,10,10,10,10,10,10,10,10,10
"37099000CAN",3,1,1,12,12,3,12,3,3,3,9,9,9,9,9,9,9,9,13,13,13
"3703300ANDE",4,8,6,4,5,11,10,8,6,8,6,6,5,5,8,8,2,2,2,2,2
"37099000CAS",3,1,1,12,12,3,12,3,3,3,9,9,9,9,9,9,9,9,13,13,13
"371050000C2",4,9,5,11,2,6,1,6,7,7,7,1,4,2,12,12,12,12,12,12,12
"371370002OT",2,13,10,5,13,1,2,7,1,2,2,13,10,10,10,10,10,10,10,10,10
"371050000C1",6,9,5,11,2,6,1,6,7,7,7,1,4,2,12,12,12,12,12,12,12
"3707700OKHL",4,6,13,1,6,7,7,13,4,10,5,10,2,6,6,2,8,8,8,8,8
"37097000ST5",5,3,8,9,7,5,3,11,12,4,3,8,13,8,7,11,5,5,11,11,11
"37097000ST4",9,3,8,8,7,5,3,11,12,4,11,8,13,8,7,11,5,5,11,11,11
"37097000ST3",5,3,8,9,7,5,3,11,12,4,3,8,13,8,7,11,5,5,11,11,11
"37097000ST2",9,3,8,8,7,5,3,10,12,6,11,4,13,8,7,11,5,5,11,11,11
"37097000ST1",9,3,8,8,7,5,3,10,12,9,11,4,13,8,7,11,5,5,11,11,11
"3713300NM13",2,13,10,13,1,2,6,4,13,1,1,7,7,7,4,4,4,4,4,6,6
"37183005-08",6,6,3,6,5,10,8,2,5,5,10,5,6,1,1,1,1,1,1,1,1
"37183005-07",6,6,7,10,5,10,8,2,5,5,10,5,6,1,1,1,1,1,1,1,1
"37097000ST6",9,3,8,8,7,5,3,10,12,9,11,4,13,8,7,11,5,5,11,11,11
"371190238.1",8,11,12,7,8,12,5,9,9,11,12,11,8,3,5,7,7,7,7,7,7
"3707900WALS",7,7,13,1,13,7,2,7,1,2,2,13,10,10,10,10,10,10,10,10,10
"37083000HOL",7,7,13,1,6,7,7,1,4,10,5,10,2,6,6,2,8,8,8,10,10
"371050000E1",6,9,5,11,10,10,8,6,7,7,7,1,4,2,12,12,12,12,12,12,12
"370550000MH",2,13,10,5,13,1,2,7,1,2,2,13,10,10,10,10,10,10,10,10,10
"370450MULLS",5,3,12,9,3,12,9,10,11,9,8,8,11,11,3,3,3,3,3,3,3
"37183009-02",7,7,13,1,10,7,7,1,2,13,13,2,1,6,6,6,6,6,6,4,4
"3714100SC13",2,10,10,13,1,2,6,4,13,1,1,7,7,7,4,4,4,4,4,6,6
"37183009-01",7,7,13,1,6,7,7,13,2,13,5,10,1,6,6,2,8,8,8,8,8
"371050000E2",6,9,5,11,2,6,1,6,7,7,7,1,4,2,12,12,12,12,12,12,12
"3708100H19A",1,8,4,4,11,9,4,12,10,6,3,4,13,5,7,11,5,5,11,11,11
"37183005-06",6,2,7,6,5,10,8,2,5,5,10,5,6,1,1,1,1,1,1,1,1
"37125000WAB",10,9,9,3,2,6,1,9,12,7,7,1,4,2,12,12,12,12,12,12,12
"37183005-05",6,2,3,10,5,10,8,13,5,5,10,5,6,1,1,1,1,1,1,1,1
"37183005-03",6,2,3,6,5,10,8,2,5,5,10,5,6,1,1,1,1,1,1,1,1
"37183005-01",6,6,3,6,5,10,8,2,5,5,10,5,6,1,1,1,1,1,1,1,1
"37183009-03",7,7,13,1,6,7,7,13,2,13,13,2,1,6,6,6,6,8,8,8,8
"3714701504B",2,7,13,5,13,1,2,7,1,2,2,13,10,10,10,10,10,10,10,10,10
"3714701504A",2,7,13,5,13,1,2,7,1,2,2,13,10,10,10,10,10,10,10,10,10
"3708100H19B",1,8,4,4,11,9,4,12,10,6,6,6,5,5,7,11,5,5,11,11,11
"370830RINGW",7,7,10,1,6,7,7,1,1,2,2,13,10,10,10,10,10,10,10,10,10
"37181000EH1",4,6,13,1,6,7,7,13,4,10,5,10,2,6,6,2,8,8,8,8,8
"3719700BNVL",1,5,4,9,11,5,3,11,10,4,3,12,12,12,11,13,13,13,9,9,9
"371170000CR",7,13,10,5,13,1,2,7,1,2,2,13,10,10,10,10,10,10,10,10,10
"3705100CC17",10,9,5,11,2,6,1,6,7,7,7,1,4,2,12,12,12,12,12,12,12
"3705100CC16",10,9,5,11,2,6,1,6,7,7,7,1,4,2,12,12,12,12,12,12,12
"3705100CC15",10,9,5,11,2,6,1,6,7,7,7,1,4,2,12,12,12,12,12,12,12
"3705100CC14",10,9,5,11,2,6,1,6,7,7,7,1,4,2,12,12,12,12,12,12,12
"3705100CC13",10,9,5,11,2,6,1,6,7,7,7,1,4,2,12,12,12,12,12,12,12
"37119000207",9,12,12,8,7,12,5,10,8,9,12,11,8,3,5,7,7,7,7,7,7
"3705100CC12",10,9,5,11,2,6,1,6,7,7,7,1,4,2,12,12,12,12,12,12,12
"37119000206",9,12,8,8,7,12,3,10,8,9,12,11,13,3,5,7,7,7,7,7,7
"37119000205",9,12,2,7,8,4,5,9,9,11,12,11,8,13,5,7,7,7,7,7,7
"3705100CC10",13,9,5,11,2,6,1,6,7,7,7,1,4,2,12,12,12,12,12,12,12
"37119000203",9,12,2,7,8,4,5,9,9,11,12,11,8,13,5,7,7,7,7,7,7
"37119000202",8,12,12,8,7,12,3,10,8,9,12,11,8,3,5,7,7,7,7,7,7
"37119000201",9,12,2,3,9,8,5,9,9,11,4,3,8,13,5,7,7,7,7,7,7
"37119000200",8,11,9,7,8,12,9,5,11,11,8,11,8,11,5,5,11,11,5,5,5
"3705100CC19",10,9,5,11,2,6,1,6,7,7,7,1,4,2,12,12,12,12,12,12,12
"3705100CC18",10,9,5,11,2,6,1,6,7,7,7,1,4,2,12,12,12,12,12,12,12
"371010PR31B",10,10,3,6,10,7,13,1,2,13,13,2,1,4,2,6,6,6,6,4,4
"371010PR31A",10,10,3,6,2,7,13,1,2,13,13,2,1,4,2,6,6,6,6,4,4
"37119000209",8,11,12,8,7,12,5,10,8,11,12,11,8,3,5,7,7,7,7,7,7
"37119000208",8,12,12,8,7,12,5,10,12,9,12,11,13,3,5,7,7,7,7,7,7
"3705100LI65",10,9,5,11,2,6,1,6,7,7,7,1,4,2,12,6,6,6,6,4,4
"370830FAUCT",7,7,13,5,6,7,7,7,4,10,5,10,10,10,10,10,10,10,10,10,10
"37025008-00",9,12,2,8,7,4,11,9,12,6,11,4,8,8,7,11,5,5,11,11,11
"370210028.1",3,1,1,12,12,3,12,3,3,3,9,9,9,9,9,9,9,9,13,13,13
"37065000501",7,7,13,5,13,1,2,1,1,2,2,13,10,10,10,10,10,10,10,10,10
"3705100CC06",10,9,5,11,2,6,1,6,7,7,7,1,4,2,12,12,12,12,12,12,12
"3705100CC05",10,9,5,11,2,6,1,6,7,7,7,1,4,2,12,12,12,12,12,12,12
"3712700P20A",7,7,13,1,6,7,7,1,2,2,2,13,10,10,10,10,10,10,10,10,10
"3705100CC04",10,9,5,11,2,6,1,6,7,7,7,1,4,2,12,12,12,12,12,12,12
"3705100CC03",10,9,5,11,2,6,1,6,7,7,7,1,4,2,12,12,12,12,12,12,12
"370210015.1",3,1,1,12,12,3,12,3,3,3,9,9,9,9,9,9,9,9,13,13,13
"3707700WOEL",4,6,13,1,6,7,7,13,4,10,5,10,2,6,6,2,8,8,8,8,8
"37081000OR2",1,8,4,2,11,11,4,8,6,8,3,12,12,12,8,8,2,2,2,2,2
"3705100CC01",10,9,5,11,2,6,1,6,7,7,7,1,4,2,12,12,12,12,12,12,12
