"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500","iteration_1550","iteration_1600","iteration_1650","iteration_1700","iteration_1750","iteration_1800","iteration_1850","iteration_1900","iteration_1950","iteration_2000","iteration_2050","iteration_2100","iteration_2150","iteration_2200","iteration_2250","iteration_2300","iteration_2350","iteration_2400","iteration_2450","iteration_2500"
"37167000022",13,7,7,6,3,14,10,10,13,12,12,3,5,3,7,9,12,2,6,11,11,6,9,5,11,13,10,11,11,10,5,5,5,5,5,5,9,9,5,13,10,1,11,11,11,11,11,11,1,1,1
"370510G3A-1",7,2,2,2,14,4,4,4,8,2,13,9,12,7,10,10,8,12,13,11,5,5,9,12,6,6,6,3,3,9,14,1,1,14,14,14,14,1,1,7,7,7,7,8,8,8,8,8,13,13,13
"37167000021",14,7,7,6,3,14,10,10,13,12,12,3,5,3,7,10,12,12,6,11,11,9,4,5,11,13,10,11,11,10,5,5,5,5,5,5,9,9,5,13,10,1,11,11,11,11,11,11,1,1,1
"3700100003S",2,1,12,4,1,1,11,14,12,10,8,13,7,6,6,6,6,3,3,12,10,13,3,1,10,3,14,14,1,4,4,8,8,8,8,8,8,8,8,8,8,14,6,6,6,6,6,6,6,6,6
"37115GRAPEV",5,5,8,5,10,9,1,3,5,3,11,2,4,4,4,4,4,4,4,4,4,7,7,7,5,7,5,5,5,13,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,2,2,2
"37167000020",14,7,7,6,3,14,10,10,4,9,9,3,5,12,7,10,12,12,6,11,11,9,4,5,11,13,10,11,11,10,5,5,5,10,5,5,9,9,5,13,10,1,11,11,11,11,11,11,1,1,1
"37183004-05",1,12,1,14,8,12,6,5,12,1,14,1,14,8,9,8,13,1,8,1,1,3,13,13,12,14,1,8,6,6,1,14,14,1,1,6,6,6,6,6,6,8,14,14,14,14,14,14,14,3,3
"37125000WND",14,7,7,7,2,4,12,12,8,2,10,12,12,3,10,10,8,12,6,11,5,5,9,12,6,6,6,3,12,9,14,1,1,14,14,14,14,1,1,7,7,7,7,8,8,8,8,8,13,13,13
"37191000029",12,2,4,12,5,8,8,8,14,14,6,7,1,1,3,13,14,14,10,13,8,8,14,8,1,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,3,3,12,12,12,12,12
"37183004-04",1,6,1,14,8,12,6,5,12,1,14,1,14,8,9,8,13,1,8,1,1,3,13,13,12,14,1,8,6,6,1,14,14,1,1,6,6,6,6,6,6,8,14,14,14,14,14,14,14,3,3
"3700100003N",10,1,12,4,1,1,11,14,12,10,8,13,13,6,6,6,6,3,3,12,10,13,3,1,10,3,14,14,1,4,4,8,8,8,8,8,8,8,8,8,8,14,6,6,6,6,6,6,6,6,6
"37191000028",12,2,4,12,5,8,8,8,14,14,6,7,1,1,3,13,14,14,10,13,8,8,14,8,1,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,3,3,12,12,12,12,12
"37183004-03",1,12,14,14,8,12,8,5,2,1,14,1,14,8,9,8,13,1,8,1,1,3,13,13,12,14,1,8,6,1,1,4,6,6,6,6,6,6,6,6,6,8,14,14,14,14,14,14,14,3,3
"37191000027",12,2,4,12,5,8,8,8,14,14,6,7,1,1,3,13,14,8,10,13,8,8,14,8,1,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,3,3,12,12,12,12,12
"370210044.1",5,5,8,5,10,9,1,3,5,3,11,2,4,4,4,4,4,4,7,7,7,7,7,7,5,7,5,5,5,13,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,2,2,2
"37183004-02",1,6,1,14,8,12,6,5,2,1,14,1,14,8,9,8,13,1,8,1,1,3,13,13,12,14,1,8,6,6,1,4,6,6,6,6,6,6,6,6,6,8,14,14,14,14,14,14,14,3,3
"37191000026",12,2,4,12,5,8,8,8,14,14,6,7,1,1,3,13,14,14,10,13,8,8,14,8,1,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,3,3,12,12,12,12,12
"37183004-01",14,6,1,14,8,12,6,5,12,1,14,1,14,8,9,8,13,1,8,1,1,3,13,13,12,14,1,8,6,6,1,14,14,1,1,6,6,6,6,6,6,8,14,14,14,14,14,14,14,3,3
"37167000028",14,7,7,6,3,14,10,10,13,12,12,3,5,3,7,10,8,12,6,11,11,9,9,12,11,13,10,11,11,10,5,5,5,10,5,5,9,9,5,13,10,1,11,11,11,11,11,11,1,1,1
"37191000024",12,6,7,12,5,8,8,8,14,14,6,7,1,1,3,13,14,8,10,10,12,1,14,8,1,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,3,3,12,12,12,12,12
"3716300CLNE",7,2,2,1,5,8,8,8,14,14,1,9,3,7,8,2,2,8,13,8,13,12,12,9,9,1,12,12,3,12,12,12,12,12,12,12,12,12,12,12,12,12,3,3,12,12,3,7,7,7,7
"37167000027",14,7,7,6,3,14,10,10,13,12,12,3,12,3,7,10,8,12,6,11,11,9,9,5,11,13,10,11,11,10,5,5,5,10,5,5,9,9,5,13,10,1,11,11,11,11,11,11,1,1,1
"37167000026",14,7,7,6,3,14,10,10,13,12,12,3,5,3,7,10,12,2,6,11,11,9,9,5,11,13,10,11,11,10,5,5,5,10,5,5,9,9,5,13,10,1,11,11,11,11,11,11,1,1,1
"37167000025",14,14,7,6,3,14,10,10,4,9,9,3,5,12,7,9,12,12,2,11,11,9,9,5,11,13,10,11,11,10,5,5,5,5,5,5,9,9,5,13,10,1,11,11,11,11,11,11,1,1,1
"3700100003W",10,1,12,4,1,1,11,14,12,10,8,13,13,6,6,6,6,3,3,12,10,13,3,1,10,3,14,14,1,4,4,8,8,8,8,8,8,8,8,8,8,14,6,6,6,6,6,6,6,6,6
"37167000024",14,7,7,6,3,14,10,10,13,12,12,3,5,12,7,10,12,12,6,11,11,9,9,5,11,13,10,11,11,10,5,5,5,5,5,5,9,9,5,13,10,1,11,11,11,11,11,11,1,1,1
"37167000023",14,7,7,6,3,14,10,10,13,12,12,3,5,12,7,10,12,2,2,11,11,9,9,5,11,13,10,11,11,10,5,5,5,5,5,5,9,9,5,13,10,1,11,11,11,11,11,11,1,1,1
"37025012-03",13,9,11,6,3,14,13,11,4,9,9,3,5,12,7,7,11,11,11,6,11,9,4,5,11,13,13,2,2,2,2,7,10,10,5,5,9,9,5,9,9,9,9,9,9,9,9,9,9,9,9
"370810NWASH",10,10,10,8,4,1,11,2,10,8,2,13,13,6,6,6,6,6,12,3,3,10,10,10,10,4,14,6,14,14,9,9,9,9,11,11,11,11,11,11,11,11,1,1,1,1,1,1,11,11,11
"37023000066",9,8,13,10,10,9,1,9,3,4,5,11,6,10,5,11,9,7,4,4,4,4,6,6,7,5,7,13,13,11,11,11,11,11,9,9,5,5,9,5,5,5,5,5,5,5,5,5,5,5,5
"37023000065",9,8,13,10,9,2,14,9,3,4,5,11,6,10,5,11,9,7,4,4,4,4,6,6,7,5,7,13,13,11,11,11,11,11,9,9,5,5,9,5,5,5,5,5,5,5,5,5,5,5,5
"37123000STA",14,7,7,7,2,4,12,12,8,13,10,12,12,3,10,10,8,12,6,11,5,5,4,12,6,6,10,11,11,10,14,1,1,10,5,5,9,9,5,13,10,1,11,11,11,11,11,11,1,1,1
"37023000064",9,8,13,10,9,2,14,9,3,4,5,11,6,10,5,11,9,7,4,4,4,4,6,6,7,5,7,13,13,11,11,11,11,11,9,9,5,5,9,5,5,5,5,5,5,5,5,5,5,5,5
"37023000062",9,8,13,10,10,9,1,9,3,4,5,11,6,10,5,11,9,7,4,4,4,4,6,6,7,5,7,13,13,11,11,11,11,11,9,9,5,5,9,5,5,5,5,5,5,5,5,5,5,5,5
"37025012-09",13,9,11,6,6,14,13,11,4,9,9,10,5,12,7,7,11,9,11,6,11,9,4,2,11,2,11,2,2,2,2,7,10,2,10,7,7,2,2,9,9,9,9,9,9,9,9,9,9,9,9
"37147001501",3,3,3,3,12,3,5,7,7,7,7,6,9,9,14,3,1,10,10,13,14,14,1,3,14,8,4,4,4,8,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"37025012-08",13,9,11,6,3,14,13,11,4,9,9,3,5,12,7,7,11,9,11,6,11,9,4,2,11,2,11,2,2,2,2,7,10,2,10,7,7,2,2,9,9,9,9,9,9,9,9,9,9,9,9
"37025012-06",13,14,11,6,3,14,13,11,4,9,9,3,5,12,7,7,11,11,11,6,11,9,4,5,11,13,11,2,2,2,2,5,5,10,5,5,9,9,5,9,9,9,9,9,9,9,9,9,9,9,9
"37025012-05",13,14,11,6,3,14,13,11,4,9,9,3,5,12,7,7,11,11,11,6,11,9,4,5,11,13,11,2,2,2,5,5,5,10,5,5,9,9,5,9,9,9,9,9,9,9,9,9,9,9,9
"37025012-04",13,9,11,6,3,14,13,11,4,9,9,3,5,12,7,7,11,11,11,6,11,9,4,5,11,13,13,2,2,2,2,5,5,10,5,5,9,9,5,9,9,9,9,9,9,9,9,9,9,9,9
"37147001509",3,3,3,3,12,3,5,7,6,6,7,6,9,9,14,3,1,14,10,13,14,14,1,3,14,8,4,4,4,8,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"37147001507",3,3,3,3,12,3,5,7,6,7,7,6,9,9,14,3,1,10,10,13,14,14,1,3,14,8,4,4,4,8,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"37147001506",3,3,3,3,12,3,5,7,6,7,7,6,9,9,14,3,1,14,10,13,14,14,1,3,14,8,4,4,4,8,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"37191000018",12,2,4,12,5,8,8,8,14,14,6,7,1,1,3,13,14,14,10,13,8,8,14,8,1,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,3,3,12,12,12,12,12
"37191000017",12,2,4,12,5,8,8,8,14,14,6,7,1,1,3,13,14,14,10,13,8,8,14,8,1,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,3,3,12,12,12,12,12
"37023000070",9,8,13,10,10,9,1,9,3,4,5,11,6,10,5,11,9,7,4,4,4,4,6,6,7,5,7,13,13,11,11,11,11,11,9,9,5,5,9,5,5,5,5,5,5,5,5,5,5,5,5
"3714100LT18",4,4,4,12,12,3,8,7,14,13,13,9,3,7,8,2,10,8,13,8,13,12,12,9,9,1,12,12,3,12,12,12,12,12,12,12,12,12,12,12,12,12,3,3,12,12,3,7,7,7,7
"37191000016",12,6,7,12,5,8,8,8,14,14,6,7,1,1,3,13,14,8,10,13,8,8,14,8,1,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,3,3,12,12,12,12,12
"3712700P06A",3,3,3,12,7,7,2,6,7,7,6,6,9,9,14,3,1,14,14,14,14,14,1,3,14,8,4,4,4,8,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"37147001503",3,3,3,3,12,3,5,7,6,7,7,6,9,9,14,3,1,14,10,13,14,14,1,3,14,8,4,4,4,8,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"37191000015",12,2,4,12,5,8,8,8,14,14,6,7,1,1,3,2,2,14,10,13,8,8,14,8,1,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,3,3,12,12,12,12,12
"37191000014",12,2,4,12,5,8,8,8,14,14,6,7,1,1,3,13,14,14,10,13,8,8,14,8,1,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,3,3,12,12,12,12,12
"37067000405",10,11,6,9,13,10,3,1,11,11,4,5,10,11,11,5,5,5,5,5,9,11,5,4,4,10,10,7,7,10,5,5,5,10,5,5,9,9,5,13,10,1,1,1,1,1,1,1,1,1,1
"37191000013",12,2,4,12,5,8,8,8,14,14,6,7,1,1,3,13,14,14,10,13,8,8,14,8,1,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,3,3,12,12,12,12,12
"37067000404",10,11,6,9,13,10,3,1,11,11,4,5,10,11,11,5,5,5,5,5,9,11,5,4,4,10,10,7,7,10,5,5,5,10,5,5,9,9,5,13,10,1,1,1,1,1,1,1,1,1,1
"3712500WKWD",14,7,7,7,2,4,12,12,8,2,10,12,12,3,10,10,8,12,6,11,5,5,9,12,6,6,6,3,12,9,14,1,1,14,14,14,14,1,1,7,7,7,7,8,8,8,8,8,13,13,13
"3707700EAOX",2,1,12,12,1,5,7,6,7,7,8,14,7,13,13,3,1,14,14,14,14,14,1,1,14,8,4,4,4,4,8,4,6,6,6,6,6,6,6,6,6,6,8,7,7,7,7,3,3,14,14
"37067000403",11,11,6,9,13,10,3,2,11,11,4,5,10,11,11,5,5,5,5,5,9,11,5,4,4,10,10,7,7,10,5,5,5,10,5,5,5,5,5,13,10,1,1,1,1,1,1,1,1,1,1
"37067000402",10,11,6,9,13,10,3,2,11,11,4,5,10,11,11,5,5,5,5,5,9,11,5,4,4,10,10,7,7,10,5,5,5,10,5,5,5,5,5,13,10,1,1,1,1,1,1,1,1,1,1
"37067000401",10,11,6,9,13,10,3,2,11,11,4,5,10,11,11,5,5,5,5,5,9,11,5,4,4,10,10,7,7,10,5,5,5,10,5,5,9,9,5,13,10,1,1,1,1,1,1,1,1,1,1
"3713300HN14",4,4,4,12,12,3,5,7,6,6,7,7,1,7,3,14,10,10,10,8,13,8,14,8,1,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,3,3,12,12,12,12,12
"37175000TC1",5,5,8,5,10,9,1,3,5,3,11,2,4,4,4,4,4,4,7,7,7,7,7,7,5,7,5,5,5,13,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,2,2,2
"3703100ATSL",3,3,3,3,12,3,5,7,6,6,7,7,1,1,3,14,2,10,10,14,8,8,14,8,1,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,3,3,12,12,12,12,12
"371150SANDY",5,5,8,5,10,9,1,3,5,3,11,2,4,4,4,4,4,4,4,4,4,7,7,7,5,7,5,5,5,13,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,2,2,2
"37175000TC7",5,5,8,5,10,9,1,3,5,3,11,2,4,4,4,4,4,4,7,7,7,7,7,7,5,7,5,5,5,13,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,2,2,2
"3719700EBND",11,11,6,9,13,10,3,11,11,11,4,5,10,11,11,5,5,5,5,5,9,11,5,4,4,10,10,7,7,11,11,11,11,11,9,9,5,5,9,5,5,5,5,5,5,5,5,5,5,5,5
"37191000023",12,2,4,12,5,8,8,8,14,14,6,7,1,1,3,13,14,14,10,13,8,8,14,8,1,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,3,3,12,12,12,12,12
"37191000022",12,2,4,12,5,8,8,8,14,14,6,7,1,1,3,13,14,14,10,13,8,8,14,8,1,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,3,3,12,12,12,12,12
"37191000021",12,2,4,12,5,8,8,8,14,14,6,7,1,1,3,13,14,14,10,13,8,8,14,8,1,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,3,3,12,12,12,12,12
"3703100MASM",3,3,3,3,12,3,5,7,6,6,7,7,1,1,3,14,2,10,10,13,8,8,14,8,1,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,3,3,12,12,12,12,12
"3712700P05A",3,3,3,12,7,7,2,6,7,7,6,6,9,9,14,3,1,14,14,14,14,14,1,3,14,8,4,4,4,8,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"370970000CD",9,8,13,6,3,2,14,9,4,9,9,3,5,12,7,7,11,11,11,6,11,9,4,5,11,13,13,11,11,5,10,10,7,7,7,10,10,10,10,10,13,10,10,10,13,13,13,10,10,10,10
"3719905-GRE",5,5,8,6,13,9,1,1,5,4,5,11,4,4,4,4,4,5,4,4,4,7,7,7,5,7,5,5,5,11,13,13,13,11,9,9,5,5,9,5,5,5,5,5,5,5,5,5,5,5,5
"3708700BE56",5,5,8,5,10,9,1,3,5,3,11,2,4,4,4,4,4,4,7,7,7,7,7,7,5,7,5,5,5,13,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,2,2,2
"371570000IR",10,11,10,8,4,1,3,2,10,8,2,5,13,6,1,1,3,6,12,3,3,10,10,10,4,4,3,6,14,14,9,9,9,9,11,11,11,11,11,11,11,11,1,1,1,1,1,1,11,11,11
"3719700DCRK",11,8,6,9,13,10,3,11,11,11,4,5,5,11,11,5,5,5,5,5,9,11,5,5,11,10,13,7,7,11,11,11,11,11,9,9,5,5,9,5,5,5,5,5,5,5,5,5,5,5,5
"370210050.1",5,5,8,5,10,9,1,3,5,3,11,2,4,4,4,4,4,4,4,4,4,7,7,7,5,7,5,5,5,13,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,2,2,2
"370970000CS",9,11,13,6,3,2,14,9,4,9,9,3,5,12,7,7,11,11,11,6,11,9,4,5,11,13,13,11,11,5,10,10,7,7,7,5,5,5,10,10,13,10,10,10,13,13,13,10,10,10,10
"3706100KENA",7,2,4,12,5,8,8,8,14,14,6,7,1,1,3,2,2,8,13,8,13,12,12,9,1,9,9,9,9,3,3,3,3,12,3,3,3,3,3,3,3,3,12,12,3,3,12,12,12,12,12
"37001000011",2,1,10,8,1,5,7,14,12,8,8,14,7,13,1,1,3,3,3,12,10,13,3,1,10,3,14,14,1,4,4,8,8,8,8,8,8,8,8,8,8,14,6,6,6,6,6,6,6,6,6
"37081000RC2",10,10,10,8,4,1,11,2,10,8,2,13,13,6,6,6,6,6,12,3,3,10,10,10,3,4,3,6,14,14,9,9,9,9,11,11,11,11,11,11,11,11,1,1,1,1,1,1,11,11,11
"37081000RC1",10,10,10,8,4,1,11,2,10,8,2,13,13,6,6,6,6,6,12,3,3,10,10,10,3,4,3,6,14,14,9,9,9,9,11,11,11,11,11,11,11,11,1,1,1,1,1,1,11,11,11
"3710900LS12",8,13,5,10,9,2,14,13,9,4,5,11,6,10,5,11,7,7,4,4,4,4,6,6,7,5,7,13,13,5,10,10,7,7,7,10,10,10,10,10,13,10,10,10,13,13,13,10,10,10,10
"371170000BG",3,3,3,3,12,7,5,7,6,6,7,7,1,1,14,3,1,10,14,14,8,8,1,3,14,8,4,4,4,8,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"370210022.2",5,5,8,5,10,9,1,3,5,3,11,2,4,4,4,4,4,4,7,7,7,7,7,7,5,7,5,5,5,13,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,2,2,2
"3712700P08A",3,3,3,12,7,7,2,6,7,7,6,6,9,9,14,3,1,14,14,14,14,14,1,3,14,8,4,4,4,8,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"371490TR123",8,13,8,5,9,13,9,3,5,3,11,2,4,4,4,4,4,4,7,7,7,7,7,7,5,7,7,13,13,13,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,2,2,2
"37001000013",2,1,12,4,1,5,7,14,12,8,8,14,7,13,1,1,3,3,3,12,10,13,3,1,10,3,14,14,1,4,4,8,8,8,8,8,8,8,8,8,8,14,6,6,6,6,6,6,6,6,6
"37125000BEN",14,7,7,7,2,4,12,12,8,2,10,12,12,3,10,10,8,12,6,11,5,5,9,12,6,6,10,3,12,9,14,1,1,14,14,14,14,1,1,7,7,7,7,11,11,11,11,11,1,1,1
"3703100BFT2",3,3,3,3,12,3,5,7,6,6,7,7,1,1,3,14,2,10,10,13,8,8,14,8,1,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,3,3,12,12,12,12,12
"3703100BFT1",3,3,3,3,12,3,5,7,6,6,7,7,1,1,3,14,2,10,10,13,8,8,14,8,1,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,3,3,12,12,12,12,12
"3710900LB34",8,13,5,10,9,2,14,13,9,4,5,11,6,10,5,11,7,7,4,4,4,4,6,6,7,5,7,13,13,5,10,10,7,7,7,10,10,10,10,10,13,10,10,10,13,13,13,10,10,10,10
"3708300CONC",3,3,3,3,7,7,2,6,7,7,6,6,9,9,14,3,1,14,14,14,14,14,1,3,14,8,4,4,4,8,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"3705100LR63",7,2,7,7,14,6,12,4,8,2,13,12,12,3,10,10,8,12,13,11,5,5,9,12,6,6,6,3,12,9,14,1,1,14,14,14,14,1,1,7,7,7,7,8,8,8,8,8,13,13,13
"3705500KTHK",3,3,3,3,7,3,5,7,6,6,7,7,1,1,3,14,2,10,14,14,8,8,14,8,1,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,3,3,12,12,12,12,12
"370970000FT",13,8,13,6,3,2,14,9,4,9,9,3,5,12,7,7,9,11,11,6,11,9,4,5,11,13,13,11,11,5,10,10,7,7,7,10,10,10,10,10,13,10,10,10,13,13,13,10,10,10,10
"37001000001",2,1,12,4,1,1,11,14,12,10,2,13,7,13,1,1,3,3,3,12,10,13,3,1,10,3,14,14,1,4,4,8,8,8,8,8,8,8,8,8,8,14,6,6,6,6,6,6,6,6,6
"3708100H29B",10,10,10,8,4,1,11,2,10,8,2,13,13,6,6,6,6,6,12,3,3,10,10,10,3,4,3,6,14,14,9,9,9,9,11,11,11,11,11,11,11,11,1,1,1,1,1,1,11,11,11
"3716300GIDD",12,2,2,1,5,8,8,8,14,14,1,9,3,7,8,2,2,8,13,8,13,1,8,9,9,1,12,12,3,12,12,12,12,12,12,12,12,12,12,12,12,12,3,3,12,12,3,7,7,7,7
"3708100H29A",10,10,10,8,4,1,11,1,10,8,2,13,13,6,6,6,6,6,12,3,3,10,10,10,3,4,3,6,14,14,9,9,9,9,11,11,11,11,11,11,11,11,1,1,1,1,1,1,11,11,11
"37005000004",11,8,6,6,13,10,3,1,3,4,5,11,10,11,11,5,5,5,5,5,11,11,5,4,4,13,13,7,11,11,11,11,11,11,9,9,5,5,9,5,5,5,5,5,5,5,5,5,5,5,5
"3712700P07A",3,3,3,12,7,7,2,6,7,7,6,6,9,9,14,3,1,14,14,14,14,14,1,3,14,8,4,4,4,8,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"37005000001",11,8,13,6,13,10,3,1,3,4,5,11,10,11,11,5,5,5,5,5,11,11,5,4,4,13,13,7,11,11,11,11,11,11,9,9,5,5,9,5,5,5,5,5,5,5,5,5,5,5,5
"37001000007",2,1,12,4,1,5,7,14,12,10,2,13,7,13,1,1,3,3,3,12,10,13,3,1,10,3,14,14,1,4,4,8,8,8,8,8,8,8,8,8,8,14,6,6,6,6,6,6,6,6,6
"370030000B1",9,8,13,6,9,2,14,1,3,4,5,11,10,10,5,11,9,7,4,4,4,4,4,5,7,5,13,11,11,11,11,11,11,11,9,9,5,5,9,5,5,5,5,5,5,5,5,5,5,5,5
"37001000005",2,1,10,8,4,5,7,14,12,8,8,14,7,13,6,6,6,3,3,12,10,13,3,1,10,3,14,14,1,4,4,8,8,8,8,8,8,8,8,8,8,14,6,6,6,6,6,6,6,6,6
"37025001-02",13,14,11,6,3,14,10,10,4,9,9,3,2,2,2,9,12,11,11,2,2,9,11,2,13,2,11,10,10,7,7,7,10,2,10,7,7,2,2,9,9,9,9,9,9,9,9,9,9,9,9
"37001000004",2,10,10,8,4,5,7,14,12,8,8,14,7,6,6,6,6,3,3,12,10,13,3,1,10,3,14,14,1,4,4,8,8,8,8,8,8,8,8,8,8,14,6,6,6,6,6,6,6,6,6
"37001000002",2,1,12,4,1,1,11,14,12,10,2,13,7,6,1,1,3,3,3,12,10,13,3,1,10,3,14,14,1,4,4,8,8,8,8,8,8,8,8,8,8,14,6,6,6,6,6,6,6,6,6
"370970000EM",9,8,13,6,13,2,3,11,11,11,4,5,5,12,7,7,11,11,11,6,9,9,5,5,11,10,13,7,7,11,11,11,11,11,9,9,5,5,10,10,13,10,10,10,13,13,13,10,10,10,10
"3719700SLIB",11,8,6,9,13,10,3,11,11,11,4,5,10,11,11,5,5,5,5,5,9,11,5,5,11,10,13,7,7,11,11,11,11,11,9,9,5,5,9,5,5,5,5,5,5,5,5,5,5,5,5
"37025001-08",13,14,11,6,3,14,13,11,4,9,9,3,5,12,7,7,12,11,11,6,11,9,11,2,13,2,11,2,2,2,2,7,10,2,10,7,7,2,2,9,9,9,9,9,9,9,9,9,9,9,9
