iteration,score,cut_edges,county_splits,dem_share_d1,dem_share_d2,dem_share_d3,dem_share_d4,dem_share_d5,dem_share_d6,dem_share_d7,dem_share_d8,dem_share_d9,dem_share_d10,dem_share_d11,dem_share_d12,dem_share_d13
0,8236.83048223471,710,51.1774741755196,0.416753603691414,0.379203721864141,0.282809469100473,0.510267443760553,0.658255508266602,0.563307327235845,0.534203302064766,0.438670164532225,0.438397497139138,0.64516403960246,0.491780167909776,0.559527297374117,0.369221091415605
1,8143.69359770394,726,50.515204708194,0.416753603691414,0.379203721864141,0.282809469100473,0.510267443760553,0.658255508266602,0.563307327235845,0.534203302064766,0.438670164532225,0.438397497139138,0.581748601838155,0.491780167909776,0.559527297374117,0.419237719100639
2,7603.89171998751,735,50.7980760493557,0.416753603691414,0.533934264317952,0.282809469100473,0.363206497144045,0.658255508266602,0.563307327235845,0.534203302064766,0.438670164532225,0.438397497139138,0.581748601838155,0.491780167909776,0.559527297374117,0.419237719100639
3,7561.75639800325,731,50.7980760493557,0.416753603691414,0.533934264317952,0.282809469100473,0.363206497144045,0.657505121254405,0.563307327235845,0.537666479036822,0.438670164532225,0.438397497139138,0.581748601838155,0.491780167909776,0.559527297374117,0.419237719100639
4,7425.35623040754,717,49.8977925071397,0.416753603691414,0.533934264317952,0.282809469100473,0.363206497144045,0.657505121254405,0.563307327235845,0.537666479036822,0.401272262761207,0.438397497139138,0.581748601838155,0.491780167909776,0.559527297374117,0.455656077462767
5,7209.66682107082,734,48.817241244095,0.416753603691414,0.533934264317952,0.282809469100473,0.363206497144045,0.657505121254405,0.563307327235845,0.537666479036822,0.401272262761207,0.438397497139138,0.581748601838155,0.491780167909776,0.476499204878003,0.540830201985697
6,7270.74244228336,722,49.7575080848768,0.416753603691414,0.533934264317952,0.282809469100473,0.363206497144045,0.657505121254405,0.563307327235845,0.537666479036822,0.354913624417399,0.438397497139138,0.640703054912885,0.491780167909776,0.476499204878003,0.540830201985697
7,7252.39781140994,717,49.6727464659692,0.416753603691414,0.533934264317952,0.282809469100473,0.363206497144045,0.657505121254405,0.563307327235845,0.537666479036822,0.351707095194999,0.438397497139138,0.640703054912885,0.491780167909776,0.477301196592238,0.540830201985697
8,7268.57536783462,703,47.8515870071414,0.416753603691414,0.357413849654314,0.282809469100473,0.530509170187579,0.657505121254405,0.563307327235845,0.537666479036822,0.351707095194999,0.438397497139138,0.640703054912885,0.491780167909776,0.477301196592238,0.540830201985697
9,7268.57536783462,703,47.8515870071414,0.416753603691414,0.357413849654314,0.282809469100473,0.530509170187579,0.657505121254405,0.563307327235845,0.537666479036822,0.351707095194999,0.438397497139138,0.640703054912885,0.491780167909776,0.477301196592238,0.540830201985697
10,7338.88233772227,699,47.2898527137622,0.416753603691414,0.524718229922439,0.282809469100473,0.36781580265433,0.657505121254405,0.563307327235845,0.537666479036822,0.351707095194999,0.438397497139138,0.640703054912885,0.491780167909776,0.477301196592238,0.540830201985697
11,7370.78053375395,718,49.78424950383,0.416753603691414,0.524718229922439,0.282809469100473,0.36781580265433,0.540036816518773,0.563307327235845,0.537666479036822,0.351707095194999,0.438397497139138,0.640703054912885,0.491780167909776,0.477301196592238,0.653638979541706
12,7370.78053375395,718,49.78424950383,0.416753603691414,0.524718229922439,0.282809469100473,0.36781580265433,0.540036816518773,0.563307327235845,0.537666479036822,0.351707095194999,0.438397497139138,0.640703054912885,0.491780167909776,0.477301196592238,0.653638979541706
13,7343.93144983378,736,48.587013567681,0.416753603691414,0.527509970478331,0.282809469100473,0.370360729438325,0.540036816518773,0.563307327235845,0.537666479036822,0.351707095194999,0.438397497139138,0.640703054912885,0.491780167909776,0.477301196592238,0.653638979541706
14,7343.93144983378,736,48.587013567681,0.416753603691414,0.527509970478331,0.282809469100473,0.370360729438325,0.540036816518773,0.563307327235845,0.537666479036822,0.351707095194999,0.438397497139138,0.640703054912885,0.491780167909776,0.477301196592238,0.653638979541706
15,7343.93144983378,736,48.587013567681,0.416753603691414,0.527509970478331,0.282809469100473,0.370360729438325,0.540036816518773,0.563307327235845,0.537666479036822,0.351707095194999,0.438397497139138,0.640703054912885,0.491780167909776,0.477301196592238,0.653638979541706
16,7555.33002723709,753,48.5903485471532,0.416753603691414,0.527509970478331,0.30507506726836,0.370360729438325,0.540036816518773,0.563307327235845,0.537666479036822,0.351707095194999,0.438397497139138,0.640703054912885,0.491780167909776,0.463651478746893,0.653638979541706
17,7874.99949371533,761,47.7666694102433,0.51730669757462,0.42135317954903,0.30507506726836,0.370360729438325,0.540036816518773,0.563307327235845,0.537666479036822,0.351707095194999,0.438397497139138,0.640703054912885,0.491780167909776,0.463651478746893,0.653638979541706
18,8139.97849689301,744,51.9103127809824,0.503967513527846,0.42135317954903,0.30507506726836,0.38683983177162,0.540036816518773,0.563307327235845,0.537666479036822,0.351707095194999,0.438397497139138,0.640703054912885,0.491780167909776,0.463651478746893,0.653638979541706
19,8118.5397576781,723,49.6144783658967,0.503967513527846,0.42135317954903,0.30507506726836,0.38683983177162,0.540036816518773,0.563307327235845,0.537666479036822,0.341555546088414,0.438397497139138,0.64803077786613,0.491780167909776,0.463651478746893,0.653638979541706
20,8118.5397576781,723,49.6144783658967,0.503967513527846,0.42135317954903,0.30507506726836,0.38683983177162,0.540036816518773,0.563307327235845,0.537666479036822,0.341555546088414,0.438397497139138,0.64803077786613,0.491780167909776,0.463651478746893,0.653638979541706
21,8162.71409541509,742,50.8707655928174,0.503967513527846,0.42135317954903,0.30507506726836,0.38683983177162,0.540036816518773,0.563307327235845,0.537666479036822,0.658631467032411,0.438397497139138,0.347189523083531,0.491780167909776,0.463651478746893,0.653638979541706
22,7973.52921933545,759,49.9977548868537,0.376411462482647,0.42135317954903,0.30507506726836,0.514050034929676,0.540036816518773,0.563307327235845,0.537666479036822,0.658631467032411,0.438397497139138,0.347189523083531,0.491780167909776,0.463651478746893,0.653638979541706
23,7973.52921933545,759,49.9977548868537,0.376411462482647,0.42135317954903,0.30507506726836,0.514050034929676,0.540036816518773,0.563307327235845,0.537666479036822,0.658631467032411,0.438397497139138,0.347189523083531,0.491780167909776,0.463651478746893,0.653638979541706
24,7964.09525047476,759,49.1868484536195,0.423558420982742,0.375227949721802,0.30507506726836,0.514050034929676,0.540036816518773,0.563307327235845,0.537666479036822,0.658631467032411,0.438397497139138,0.347189523083531,0.491780167909776,0.463651478746893,0.653638979541706
25,7964.09525047476,759,49.1868484536195,0.423558420982742,0.375227949721802,0.30507506726836,0.514050034929676,0.540036816518773,0.563307327235845,0.537666479036822,0.658631467032411,0.438397497139138,0.347189523083531,0.491780167909776,0.463651478746893,0.653638979541706
26,8746.53919586577,748,50.4299744551131,0.423558420982742,0.375227949721802,0.30507506726836,0.486234220559075,0.540036816518773,0.587674360330763,0.537666479036822,0.658631467032411,0.438397497139138,0.347189523083531,0.491780167909776,0.463651478746893,0.653638979541706
27,8882.28323903217,718,49.3160964380864,0.423558420982742,0.375227949721802,0.30507506726836,0.486234220559075,0.436983171198261,0.587674360330763,0.537666479036822,0.658631467032411,0.438397497139138,0.347189523083531,0.491780167909776,0.562947393110541,0.653638979541706
28,8965.98383988517,690,47.493235665321,0.423558420982742,0.374096372170113,0.30507506726836,0.481026671945267,0.436983171198261,0.587674360330763,0.537666479036822,0.658631467032411,0.438397497139138,0.347189523083531,0.491780167909776,0.562947393110541,0.653638979541706
29,8965.98383988517,690,47.493235665321,0.423558420982742,0.374096372170113,0.30507506726836,0.481026671945267,0.436983171198261,0.587674360330763,0.537666479036822,0.658631467032411,0.438397497139138,0.347189523083531,0.491780167909776,0.562947393110541,0.653638979541706
30,8965.98383988517,690,47.493235665321,0.423558420982742,0.374096372170113,0.30507506726836,0.481026671945267,0.436983171198261,0.587674360330763,0.537666479036822,0.658631467032411,0.438397497139138,0.347189523083531,0.491780167909776,0.562947393110541,0.653638979541706
