"GEOID20","assignment"
"37025012-12",4
"37025012-11",4
"37025012-10",4
"3700300T2T3",12
"3712500EKWD",13
"371370005AP",9
"3704300TUSQ",10
"37191000001",6
"3715900019A",4
"370510G3A-2",13
"37167000022",4
"370510G3A-1",13
"37167000021",4
"3700100003S",2
"37115GRAPEV",10
"37167000020",4
"37183004-05",11
"37125000WND",13
"37191000029",9
"37183004-04",11
"3700100003N",2
"37191000028",9
"37183004-03",6
"37191000027",9
"370210044.1",10
"37183004-02",11
"37191000026",9
"37183004-01",11
"37167000028",4
"37191000024",9
"3716300CLNE",8
"37167000027",4
"37167000026",4
"37167000025",4
"3700100003W",2
"37167000024",4
"37167000023",4
"37025012-03",4
"370810NWASH",5
"37023000066",12
"37023000065",12
"37123000STA",13
"37023000064",14
"37023000062",12
"37025012-09",4
"37147001501",7
"37025012-08",4
"37025012-06",4
"37025012-05",4
"37025012-04",4
"37147001509",9
"37147001507",9
"37147001506",9
"37191000018",9
"37191000017",9
"37023000070",12
"3714100LT18",8
"37191000016",9
"3712700P06A",7
"37147001503",7
"37191000015",9
"37191000014",9
"37067000405",1
"37191000013",9
"37067000404",1
"3712500WKWD",13
"3707700EAOX",2
"37067000403",1
"37067000402",1
"37067000401",1
"3713300HN14",9
"37175000TC1",10
"3703100ATSL",7
"371150SANDY",10
"37175000TC7",10
"3719700EBND",1
"37191000023",9
"37191000022",9
"37191000021",9
"3703100MASM",9
"3712700P05A",7
"370970000CD",12
"3719905-GRE",10
"3708700BE56",10
"371570000IR",5
"3719700DCRK",1
"370210050.1",10
"370970000CS",12
"3706100KENA",8
"37001000011",2
"37081000RC2",5
"37081000RC1",5
"3710900LS12",14
"371170000BG",7
"370210022.2",10
"3712700P08A",7
"371490TR123",14
"37001000013",2
"37125000BEN",13
"3703100BFT2",9
"3703100BFT1",9
"3710900LB34",14
"3708300CONC",7
"3705100LR63",13
"3705500KTHK",7
"370970000FT",12
"37001000001",2
"3708100H29B",5
"3716300GIDD",8
"3708100H29A",5
"37005000004",12
"3712700P07A",7
"37005000001",12
"37001000007",2
"370030000B1",12
"37001000005",2
"37025001-02",4
"37001000004",2
"37001000002",2
"370970000EM",12
"3719700SLIB",1
"37025001-08",4
"37025001-07",4
"370030000B2",12
"37025001-04",4
"37125000EWD",13
"37143BETHEL",7
"3719300113A",12
"370970DV2-A",12
"3708500PR16",6
"370070WADES",13
"3719903-EGY",10
"37155000041",8
"37155000040",8
"3703100BOGU",9
"3714500HLWY",2
"370970DV2-B",12
"37183016-06",6
"37183016-05",6
"37183016-04",6
"37183016-03",6
"37183016-02",6
"37183016-01",6
"3708500PR01",6
"370210041.1",10
"3703100IBSP",9
"3708500PR08",6
"3708500PR07",6
"37155000034",8
"37155000033",8
"3719908-CRA",10
"3703100CISL",7
"37155000030",8
"370830BUTWD",7
"37131SEABOA",7
"37025001-11",4
"37025001-10",4
"370210019.1",10
"37155000039",8
"37155000038",8
"37057000088",1
"37155000037",8
"37155000036",8
"37155000035",8
"37057000084",1
"3700700GULL",13
"37057000082",1
"3719300115A",12
"3704700P02B",8
"37057000076",1
"37057000074",1
"37057000072",1
"37147001101",9
"370810MON2B",5
"37057000070",1
"370810MON2A",5
"371170000HS",7
"37183016-09",6
"37183016-07",6
"37057000078",1
"3714500WDSD",2
"371170000HM",7
"3704700P01A",8
"37125000VSS",13
"3707500WEST",10
"3714701508B",9
"3714701508A",7
"37037000085",13
"37183016-11",6
"37183016-10",6
"3718100HTOP",7
"3715500005A",8
"371170000GR",7
"3705500CHCA",7
"371170000GN",7
"370210063.1",10
"3700500006A",12
"37051SL78-3",13
"371050000D2",13
"371050000D1",13
"37037000075",13
"37037000078",13
"3714701507B",9
"37065001401",7
"37099000CAN",10
"3703300ANDE",2
"37099000CAS",10
"371050000C2",13
"371370002OT",9
"371050000C1",13
"3707700OKHL",2
"37097000ST5",12
"37097000ST4",12
"37097000ST3",12
"37097000ST2",12
"37097000ST1",12
"3713300NM13",9
"37183005-08",11
"37183005-07",11
"37097000ST6",12
"371190238.1",4
"3707900WALS",9
"37083000HOL",7
"371050000E1",13
"370550000MH",7
"370450MULLS",14
"37183009-02",6
"3714100SC13",8
"37183009-01",6
"371050000E2",13
"3708100H19A",5
"37183005-06",11
"37125000WAB",13
"37183005-05",11
"37183005-03",11
"37183005-01",11
"37183009-03",6
"3714701504B",9
"3714701504A",7
"3708100H19B",5
"370830RINGW",7
"37181000EH1",7
"3719700BNVL",1
"371170000CR",7
"3705100CC17",13
"3705100CC16",13
"3705100CC15",13
"3705100CC14",13
"3705100CC13",13
"37119000207",14
"3705100CC12",13
"37119000206",14
"37119000205",4
"3705100CC10",13
"37119000203",4
"37119000202",14
"37119000201",4
"37119000200",14
"3705100CC19",13
"3705100CC18",13
"371010PR31B",6
"371010PR31A",6
"37119000209",14
"37119000208",14
"3705100LI65",13
"370830FAUCT",7
"37025008-00",4
"370210028.1",10
"37065000501",7
"3705100CC06",13
"3705100CC05",13
"3712700P20A",7
"3705100CC04",13
"3705100CC03",13
"370210015.1",10
"3707700WOEL",2
"37081000OR2",5
"3705100CC01",13
"37081000OR1",5
"3707700CRDM",2
"3707700CRDL",2
"3705100CC08",13
"3708500PR32",6
"3705100CC07",13
"3708500PR31",6
"37119000221",3
"37119000220",3
"37083000HPR",7
"371050000B2",13
"371050000B1",13
"37025004-13",4
"370810000GR",5
"370130SURBA",7
"37025004-12",4
"37119000229",3
"3705100CC34",13
"37025004-11",4
"37119000228",3
"3705100CC33",13
"37119000227",3
"3705100CC32",13
"37119000226",3
"37119000225",3
"37119000224",14
"3708500PR25",6
"3708500PR24",6
"37119000222",14
"3708500PR23",6
"371290000WB",8
"3708500PR20",6
"3714701505B",9
"370890000SM",10
"3714100SP15",8
"3714701505A",9
"371870000P2",7
"3708500PR29",6
"371870000P1",7
"3708500PR28",6
"3703900GCRK",10
"3708500PR26",6
"370890000SW",10
"37115REVERE",10
"371510000PR",5
"37119000210",14
"3705100CC27",13
"371050000A2",13
"3705100CC26",13
"371050000A1",13
"37025004-03",4
"3705100CC25",13
"3705100CC24",13
"37025004-01",4
"37119000218",3
"371870000P3",7
"37119000217",3
"37119000216",3
"3705100CC21",13
"37119000215",3
"37119000214",4
"37119000213",4
"37045KINGST",14
"37119000212",4
"37119000211",14
"37025004-09",4
"370890000RR",10
"37025004-08",4
"3705100CC29",13
"37065001001",7
"37119000219",3
"3710900BS26",14
"3705100CC31",13
"370210058.1",10
"37173000BC2",10
"370890000SB",10
"37173000BC1",10
"370890000SE",10
"3704300BRAS",10
"371510000SE",5
"370210006.1",10
"37055000WAN",7
"37095000OCK",7
"3700300000M",12
"371810000CC",7
"371510000SO",5
"3700300000W",12
"3703900HOTH",10
"3704500KM-S",14
"3704500KM-N",14
"3705100G11B",13
"371510000RN",5
"371510000RM",5
"37107000PH2",9
"37107000PH1",9
"3701900010B",8
"37183012-02",6
"37183012-01",11
"371110MAR-5",10
"371110MAR-4",10
"371110MAR-3",10
"371110MAR-2",10
"371110MAR-1",10
"370130WASH4",7
"370130WASH2",7
"370130WASH1",7
"3713300CR07",9
"3700300000E",12
"3708900HV-3",10
"3708900HV-2",10
"37125000CAR",13
"3708900HV-1",10
"37125000CAM",13
"370210001.1",10
"370890000NM",10
"370910000M2",7
"370890000NW",10
"370910000M1",7
"3707900HOOK",9
"370210049.1",10
"3707900MAUR",9
"370910000ML",7
"37179000021",3
"37081000GIB",5
"37065000102",7
"37065000101",7
"370210036.1",10
"3703300MILT",2
"371510000LC",5
"37179000027",3
"371510000LB",5
"3710900TA37",14
"37179000026",3
"37179000025",3
"37179000024",3
"37067000504",1
"371150BEECH",10
"37179000023",3
"37067000503",1
"37179000022",3
"37067000502",1
"37065000104",7
"37067000501",1
"37065000103",7
"371510000NM",5
"37183012-09",11
"37183012-08",11
"37099000GLV",10
"37183012-07",6
"3700300G1G2",12
"37183012-06",11
"37183012-05",11
"37183012-04",11
"37067000507",1
"37067000506",1
"3706100CYCK",8
"370890000RG",10
"37067000505",1
"371370001RB",9
"3706100CHAR",8
"37179000010",3
"37099000CFK",10
"37179000018",3
"37011000002",12
"37011000001",12
"37179000016",3
"371870000LM",7
"370890000PV",10
"37179000015",3
"37179000014",3
"37179000013",3
"37179000012",3
"370890000PR",10
"37179000011",3
"37143PARKVI",7
"37011000009",12
"37011000008",12
"37011000007",12
"37011000006",12
"37011000005",12
"37123000BIS",13
"37011000004",12
"37179000019",3
"37011000003",12
"37169001618",1
"37179000043",3
"37179000042",3
"37179000041",3
"37179000040",3
"370210023.3",10
"370210023.2",10
"37009000020",12
"370210014.3",10
"370210014.2",10
"3712700P22A",7
"3706100HALL",8
"37179000032",3
"37179000031",3
"37179000030",3
"37179000039",3
"37179000036",3
"37179000035",3
"370910000HV",7
"37179000034",3
"37179000033",3
"37119000243",3
"37119000242",14
"37119000241",14
"37119000240",14
"3714500MTTZ",2
"3703900PCHT",10
"3712700P21A",7
"370210054.2",10
"3709700SH-B",12
"37147000301",7
"3709700SH-A",12
"37011000013",12
"37011000012",12
"37049000016",9
"37011000011",12
"37011000010",12
"37049000011",9
"37183001-09",11
"37119000232",3
"37119000231",3
"37183001-07",11
"37119000230",3
"37183001-06",11
"37011000019",12
"37183001-05",11
"37011000018",12
"37183001-04",11
"37011000017",12
"37183001-03",11
"37011000016",12
"3713300RL09",9
"37011000015",12
"37049000019",9
"3712700P24A",7
"37011000014",12
"37119000239",4
"37049000017",9
"37037000020",13
"37119000237",4
"37119000236",4
"37119000235",3
"37119000234",3
"37119000233",3
"370450RIPPY",14
"3715700ED-1",5
"37183001-13",6
"37037000024",13
