"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500","iteration_1550","iteration_1600","iteration_1650","iteration_1700","iteration_1750","iteration_1800","iteration_1850","iteration_1900","iteration_1950","iteration_2000","iteration_2050","iteration_2100","iteration_2150","iteration_2200","iteration_2250","iteration_2300","iteration_2350","iteration_2400","iteration_2450","iteration_2500","iteration_2550","iteration_2600","iteration_2650","iteration_2700","iteration_2750","iteration_2800","iteration_2850","iteration_2900","iteration_2950","iteration_3000","iteration_3050","iteration_3100","iteration_3150","iteration_3200","iteration_3250","iteration_3300","iteration_3350","iteration_3400","iteration_3450","iteration_3500","iteration_3550","iteration_3600","iteration_3650","iteration_3700","iteration_3750","iteration_3800","iteration_3850","iteration_3900","iteration_3950","iteration_4000","iteration_4050","iteration_4100","iteration_4150","iteration_4200","iteration_4250","iteration_4300","iteration_4350","iteration_4400","iteration_4450","iteration_4500","iteration_4550","iteration_4600","iteration_4650","iteration_4700","iteration_4750","iteration_4800","iteration_4850","iteration_4900","iteration_4950","iteration_5000"
"3708700CL-S",1,1,1,1,1,1,12,12,12,12,12,29,29,1,12,12,12,12,12,29,12,1,1,1,18,23,23,1,44,1,44,44,24,27,44,23,44,44,44,18,44,44,44,44,44,44,44,44,44,44,44,44,47,47,47,47,47,47,47,49,49,49,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,49,49,49,49,49,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
"37067000052",34,46,46,15,46,15,46,20,20,34,20,2,47,47,23,47,32,47,5,47,47,34,38,24,7,7,7,8,50,9,9,22,22,15,15,15,4,22,22,4,4,1,1,1,49,38,38,2,24,24,20,20,20,31,31,31,20,20,39,2,39,28,28,2,2,2,2,18,18,18,28,11,36,36,22,18,18,18,18,18,18,39,39,39,39,39,39,2,2,2,2,2,2,2,2,2,6,6,6,6,18
"37067000051",34,46,46,15,46,15,46,20,20,34,20,2,47,47,23,47,32,47,5,47,47,34,38,24,7,7,7,8,50,9,9,22,22,15,15,15,22,22,22,4,4,1,1,1,49,38,38,2,24,24,20,20,20,31,31,31,20,20,39,2,39,28,28,28,28,28,28,18,18,18,28,11,36,36,22,18,18,18,18,18,18,39,39,39,39,39,39,2,2,2,2,2,2,2,2,2,6,6,6,6,18
"3700100012W",48,18,26,49,49,49,47,47,47,11,47,47,15,7,7,7,45,7,15,15,45,45,45,31,5,19,19,31,31,31,29,13,13,20,20,9,26,49,49,20,50,26,20,9,9,9,9,30,30,30,30,30,30,30,30,30,40,45,45,24,40,40,30,22,22,30,30,30,30,30,46,45,45,45,45,45,33,33,33,13,2,2,2,33,45,45,45,45,45,45,33,33,9,9,9,9,29,29,29,40,40
"371510000BC",20,15,49,46,15,33,27,9,46,46,18,18,22,22,22,22,22,22,22,21,14,14,32,32,32,8,9,22,15,15,50,50,34,34,9,20,4,4,9,9,13,4,3,3,13,12,10,16,13,39,39,32,32,32,10,39,39,30,12,12,28,39,39,39,39,39,39,39,34,36,36,3,2,2,2,2,2,2,22,22,22,33,2,33,2,2,2,9,9,9,9,6,45,45,45,45,25,9,40,29,29
"37065000701",40,28,45,45,45,45,39,39,48,48,48,48,17,50,50,17,17,6,17,31,31,37,37,37,37,17,30,17,25,25,28,28,19,39,39,6,29,29,29,7,29,6,25,25,5,15,31,50,45,45,45,6,50,25,25,25,19,19,19,19,50,50,25,25,25,25,25,6,24,24,24,29,29,48,48,48,48,48,48,48,48,48,43,43,43,43,43,43,43,43,7,7,7,7,7,1,22,13,13,13,13
"37161000019",16,22,16,16,11,16,16,16,32,32,13,24,38,16,1,5,5,29,29,41,41,29,29,2,23,18,44,18,18,47,2,12,23,24,23,47,47,47,47,47,47,47,47,18,18,23,23,23,23,27,18,18,18,18,18,18,34,44,44,44,44,44,47,47,44,44,44,44,44,47,21,41,27,27,27,27,27,27,27,27,26,44,44,26,21,21,47,47,47,47,47,47,44,44,47,47,47,47,47,44,44
"3700100012S",48,18,49,49,49,49,49,49,49,50,50,25,7,7,7,7,45,15,15,15,50,20,20,20,5,19,19,32,31,31,29,13,13,20,20,9,26,49,49,20,50,26,20,9,9,9,30,30,30,30,30,30,30,30,30,30,40,12,30,30,33,33,33,33,33,45,45,36,36,46,46,45,45,45,45,45,33,33,45,2,2,2,33,33,2,2,2,9,9,9,9,6,45,45,45,45,25,9,40,40,40
"37161000018",16,22,16,16,11,16,16,16,32,32,13,24,16,16,1,5,5,29,29,41,41,29,29,2,23,18,44,18,18,47,2,12,23,24,23,47,47,47,47,47,47,47,47,18,18,23,23,23,23,27,18,18,18,18,18,18,34,44,44,44,44,44,47,47,44,44,44,44,44,47,21,41,27,27,27,27,27,27,27,27,26,44,44,26,21,21,47,47,47,47,47,47,44,44,47,47,47,47,47,44,44
"3716300WBRK",31,37,17,40,37,31,21,25,39,6,46,10,31,8,6,3,3,46,46,36,46,10,48,40,28,36,36,40,3,42,37,6,6,42,42,42,43,3,3,3,28,48,48,46,42,5,37,43,28,6,42,42,14,14,14,14,14,7,15,15,7,7,10,19,29,14,10,4,42,4,5,4,50,15,15,15,5,24,24,5,5,5,5,5,5,50,50,50,50,50,50,50,4,4,4,4,4,4,4,4,4
"370130BELHV",5,5,5,30,31,3,3,28,3,28,30,30,36,28,3,37,37,37,37,37,37,17,17,37,30,30,17,42,46,46,5,5,39,45,19,19,19,19,19,19,19,19,19,19,19,19,19,19,50,50,50,45,15,15,15,15,15,6,4,4,4,4,4,4,4,4,4,10,15,15,15,15,7,7,7,7,7,7,7,7,7,7,15,15,15,15,15,15,15,30,30,30,30,43,43,43,43,30,30,24,24
"3718100KITT",45,45,28,5,39,39,30,30,30,7,7,50,48,42,17,50,48,48,48,17,17,31,26,26,25,42,42,30,30,5,45,19,5,19,45,39,39,36,36,6,6,29,29,5,46,46,46,46,25,25,25,25,25,50,45,50,50,50,50,36,36,36,24,24,24,24,6,25,25,25,25,30,30,10,10,10,10,13,6,6,6,6,6,6,6,6,6,22,22,22,22,22,22,10,15,15,15,15,15,1,1
"371390NORTH",3,3,3,31,30,30,45,45,45,30,30,3,3,3,28,28,30,31,30,37,37,17,17,30,17,45,30,30,30,5,5,5,39,39,19,19,19,19,19,19,19,19,19,19,19,19,19,19,50,50,50,45,45,45,50,36,36,36,36,50,25,25,50,50,6,6,24,24,15,15,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,15,15,15,15,15,10,10,10,10,10,10,10
"3719911-PRI",24,44,11,11,11,16,16,29,16,16,13,24,24,24,24,24,16,34,34,34,34,24,12,12,12,23,23,1,44,1,34,24,44,44,18,24,24,24,23,21,23,23,23,23,23,47,49,49,49,49,49,49,49,23,23,23,23,23,23,23,27,47,44,44,47,47,21,21,21,21,47,47,47,47,47,44,44,44,44,44,44,26,26,44,47,44,44,44,44,44,44,44,47,47,23,23,23,44,44,47,47
"37067000043",47,26,15,15,46,15,46,20,20,34,20,2,47,47,23,47,23,14,23,47,47,8,5,5,22,7,7,8,50,9,9,20,49,49,13,22,20,9,22,4,49,49,13,49,1,1,20,12,1,9,9,24,38,24,24,24,30,20,2,39,39,28,28,2,30,22,22,22,22,22,18,18,18,18,18,22,22,39,11,11,39,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,6
"371510000AE",20,49,18,18,18,33,27,9,46,46,18,18,22,22,22,22,47,22,22,21,14,14,32,32,32,8,9,22,15,15,50,50,34,34,50,50,50,4,9,9,13,4,4,3,14,4,10,16,13,39,39,32,32,32,10,39,39,30,12,12,28,12,18,18,18,34,34,34,34,36,36,3,2,2,2,2,2,2,22,22,22,33,2,33,2,2,2,9,9,9,9,6,45,45,45,45,25,9,40,29,29
"3712700P19A",40,28,45,45,45,45,39,39,48,48,48,48,17,50,50,17,17,6,17,31,31,37,37,37,37,17,30,17,25,25,28,28,19,19,39,6,29,29,29,7,29,6,25,25,5,15,31,50,45,45,45,6,50,25,25,25,19,19,19,19,50,50,25,25,25,25,25,6,24,24,24,29,29,48,48,48,48,48,48,48,48,48,43,43,43,43,43,43,43,43,7,7,7,7,7,1,22,13,13,13,13
"37129000W03",25,25,25,37,25,10,31,21,21,17,17,46,8,6,46,46,46,21,36,10,27,36,36,36,36,6,6,6,6,6,6,37,10,10,37,3,3,43,43,43,43,43,43,43,37,43,43,37,37,28,28,28,42,42,5,5,5,42,42,6,6,6,6,42,42,10,14,14,14,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,4,4,50,50,50,50,50,42,42,42,42
"37067000042",34,46,15,15,46,15,46,20,20,34,20,2,47,47,23,47,23,14,14,14,8,47,47,5,22,7,7,8,50,9,9,22,22,15,15,13,22,22,22,4,4,1,1,1,49,38,38,38,24,24,20,20,20,31,31,31,20,39,2,39,2,2,2,28,28,28,28,2,40,28,28,11,36,36,22,18,18,18,18,18,18,39,39,39,39,39,39,2,2,2,2,2,2,2,2,2,6,6,6,6,6
"37001000129",48,18,49,39,5,26,49,49,49,50,50,25,7,13,13,15,15,7,50,50,50,20,20,20,5,19,13,32,31,31,29,13,13,20,20,9,26,49,49,20,50,26,20,9,9,9,9,30,30,30,30,30,30,30,30,30,40,12,30,30,33,33,33,33,33,45,45,36,36,46,30,45,46,46,46,46,6,45,45,2,29,33,2,33,2,2,2,9,9,9,9,6,45,45,45,45,25,9,40,29,29
"3716300GARL",31,37,27,40,37,31,21,10,17,8,46,10,31,8,6,3,3,46,46,36,46,10,48,40,28,36,36,40,3,42,37,6,6,42,42,42,43,3,3,3,28,48,48,46,42,5,37,43,28,6,42,42,14,14,14,14,14,7,15,15,7,7,10,19,29,14,10,4,42,4,5,4,50,15,15,15,5,24,24,5,5,5,5,5,5,50,50,50,50,50,50,50,4,4,4,4,4,4,4,4,4
"37001000128",48,18,26,49,49,49,47,47,47,11,47,47,15,7,7,7,45,7,15,15,45,45,45,31,5,19,19,31,32,31,29,13,13,20,20,9,26,49,49,20,50,26,20,9,9,9,9,30,30,30,30,30,30,30,30,30,40,12,30,30,33,33,33,33,33,45,45,36,36,46,30,45,45,45,45,45,33,33,45,13,2,2,2,33,45,45,45,45,45,45,33,33,9,9,9,9,29,29,29,40,40
"37001000127",49,15,26,49,49,49,47,47,47,11,47,47,15,7,7,7,45,7,15,15,45,45,45,31,5,19,19,31,32,13,32,13,13,20,20,9,26,49,49,20,50,26,20,9,9,9,9,9,30,30,30,30,30,30,30,30,12,45,45,24,40,40,30,22,22,30,30,30,30,30,46,46,45,45,45,45,33,33,33,13,2,2,33,2,45,45,45,45,45,45,33,33,9,9,9,9,29,29,29,40,40
"3714701102B",5,5,5,30,31,28,28,8,8,28,28,17,30,37,37,30,31,30,31,48,6,6,6,6,6,40,28,28,28,28,25,36,28,28,28,45,25,6,6,42,42,28,46,15,15,31,15,15,6,4,6,29,19,19,19,6,6,15,7,25,19,19,19,6,50,7,7,7,7,7,7,24,24,24,24,24,24,15,15,15,15,15,7,7,7,7,7,7,7,7,43,43,43,30,30,30,30,14,14,14,14
"37001000126",48,15,26,49,49,49,47,47,47,11,47,47,15,13,13,15,15,7,15,15,45,45,45,31,5,19,19,32,32,31,29,13,13,20,20,9,26,49,49,20,50,26,20,9,9,9,9,30,30,30,30,30,30,30,30,30,12,45,45,24,40,40,30,22,22,30,30,30,30,30,30,46,45,45,45,45,33,33,45,13,2,2,2,2,45,45,45,45,45,45,33,33,9,9,9,9,29,29,29,40,40
"3714701102A",5,5,5,30,31,28,28,8,8,28,28,17,30,37,37,30,31,30,31,48,6,6,6,6,6,40,28,28,28,28,25,36,28,28,28,45,25,6,6,42,42,28,46,15,15,31,31,50,6,4,6,29,19,19,19,6,6,15,7,25,19,19,19,6,50,7,7,7,7,7,7,24,24,24,24,24,24,15,15,15,15,15,7,7,7,7,7,7,7,7,43,43,43,30,30,30,30,14,14,14,14
"37001000125",48,15,26,49,49,49,49,49,49,50,50,25,7,13,13,15,15,7,15,15,50,20,20,20,5,19,19,32,31,31,29,13,13,20,20,9,26,49,49,20,50,26,20,9,9,9,9,30,30,30,30,30,30,30,30,30,40,45,45,24,40,40,30,22,22,30,30,30,30,30,30,46,45,45,45,45,33,33,45,13,2,2,2,33,45,45,45,45,45,45,33,33,9,9,9,9,29,29,29,40,40
"37001000124",48,15,26,49,49,49,47,47,47,11,47,47,15,7,7,7,45,7,15,15,45,45,45,31,5,19,19,31,32,13,32,13,13,20,20,9,26,49,49,20,50,26,20,9,9,9,9,9,30,30,30,30,30,30,30,30,12,45,45,24,40,40,30,22,22,30,30,30,30,30,46,46,45,45,45,45,33,33,33,13,2,2,2,2,45,45,45,45,45,45,33,33,9,9,9,9,29,29,29,40,40
"371510000AN",20,15,49,49,49,5,27,9,46,46,18,18,22,22,22,22,22,22,22,21,14,14,32,32,32,8,9,22,15,15,50,50,34,34,50,50,50,4,9,9,13,4,3,3,14,4,10,16,13,39,39,32,32,32,10,39,39,30,12,12,28,39,39,39,39,39,39,39,2,40,40,28,2,2,2,2,2,2,22,22,22,33,2,33,2,2,2,9,9,9,9,6,45,45,45,45,25,9,40,29,29
"370910000SJ",3,3,28,31,30,30,45,45,45,30,28,17,30,37,37,37,31,31,30,37,31,37,37,30,17,45,30,30,30,5,45,19,5,39,19,39,39,19,19,19,19,19,19,19,19,19,19,19,25,25,25,25,25,50,45,50,50,50,50,36,36,36,24,24,24,24,6,25,25,25,25,30,30,10,10,10,10,13,6,6,6,6,6,6,6,6,6,22,22,22,22,22,22,10,15,15,15,15,15,1,1
"37099000GCK",1,1,1,29,29,12,12,12,12,12,12,29,29,1,12,12,12,12,12,29,12,1,1,1,1,1,1,23,1,44,44,44,18,44,44,44,44,44,44,18,44,44,44,44,44,44,44,44,44,44,44,44,47,47,47,47,47,47,47,49,49,49,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,49,49,49,49,49,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
"37129000W08",25,25,37,37,25,10,31,21,21,17,17,46,46,46,46,46,46,21,36,10,27,36,36,36,36,6,6,6,6,6,6,37,10,10,37,37,37,43,43,43,43,43,43,43,43,43,43,37,37,28,28,28,42,42,42,42,42,5,5,6,6,6,6,42,42,42,42,42,14,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,4,4,50,50,50,50,50,42,42,42,42
"371510000AS",20,49,18,18,18,33,27,9,46,46,18,18,22,22,22,22,47,22,22,21,14,14,32,32,32,8,9,22,15,15,50,50,34,34,50,50,50,34,34,50,32,32,3,4,14,4,10,16,13,39,39,32,32,32,10,39,33,33,12,12,28,12,18,18,18,34,34,34,34,36,36,3,2,2,2,2,2,2,22,22,22,33,2,33,2,2,2,9,9,9,9,6,45,45,45,45,25,9,40,29,29
"37165000007",17,48,6,17,17,17,17,4,4,21,21,21,21,21,36,36,36,36,21,27,10,3,28,27,48,48,48,48,27,14,43,43,43,14,10,10,14,14,10,10,10,14,14,14,4,14,14,14,14,14,37,5,28,28,39,10,10,10,10,3,14,10,29,29,19,19,50,50,50,19,19,19,4,28,28,28,19,19,19,4,19,19,19,40,40,40,5,5,5,5,5,40,5,5,5,5,40,40,50,50,50
"371510000AR",20,20,20,46,15,20,20,46,23,23,2,20,20,15,2,2,22,32,32,21,14,14,32,32,32,8,9,22,15,15,50,50,34,34,9,20,15,20,32,49,20,4,3,3,20,20,20,12,9,1,1,12,40,40,40,40,30,30,12,12,28,39,39,39,39,39,39,39,2,40,40,28,39,39,39,11,39,22,2,39,11,11,11,11,11,11,11,11,11,11,11,11,6,6,6,6,20,20,20,20,20
"3700100012E",49,18,26,49,49,49,47,47,47,11,47,47,15,7,7,7,45,15,15,15,45,45,45,31,5,19,13,31,31,31,29,13,13,20,20,9,26,49,49,20,50,26,20,9,9,9,30,30,30,30,30,30,30,30,30,30,40,45,45,24,40,40,30,22,22,30,30,30,30,30,46,45,45,45,45,45,33,33,33,13,2,2,33,33,45,45,45,45,45,45,33,33,9,9,9,9,29,29,29,40,40
"37165000004",17,48,6,17,17,17,17,4,4,21,21,21,21,21,36,36,36,36,21,27,10,3,28,27,48,48,48,48,27,14,43,43,43,14,10,10,14,14,10,10,10,14,14,14,4,14,14,14,14,14,37,5,28,28,39,10,10,10,10,3,14,10,29,29,19,19,50,50,50,19,19,19,4,28,28,28,19,19,19,4,19,19,19,40,40,40,5,5,5,5,5,40,5,5,5,5,40,40,50,50,50
"3714701513B",5,5,5,30,31,28,28,8,8,28,28,17,30,37,37,30,31,30,31,48,6,6,6,6,6,40,28,28,28,28,25,36,28,28,28,45,25,6,6,42,42,28,46,15,15,31,15,15,6,4,6,29,19,19,19,6,6,15,7,25,19,19,19,6,50,7,7,7,7,7,7,24,24,24,24,24,24,15,15,15,15,15,7,7,7,7,7,7,7,7,43,43,43,30,30,30,30,14,14,14,14
"37165000003",17,48,6,17,17,17,17,4,4,21,21,21,21,21,36,36,36,36,21,27,10,3,28,27,48,48,48,48,27,14,43,43,43,14,10,10,14,14,10,10,10,14,14,14,4,14,14,14,14,14,37,5,28,28,39,10,10,10,10,3,14,10,29,29,19,19,50,50,50,19,19,19,4,28,28,28,19,19,19,4,19,19,19,40,40,40,5,5,5,5,5,40,5,5,5,5,40,40,50,50,50
"371370003BY",5,5,30,28,3,3,3,28,3,3,3,30,36,28,28,28,37,37,37,30,30,30,30,10,30,30,45,45,45,45,3,3,3,3,25,25,6,6,25,25,46,46,28,28,28,28,6,6,15,15,4,15,15,15,15,15,15,6,4,4,4,4,4,4,4,4,4,10,10,10,15,15,7,7,7,7,7,7,7,7,7,7,15,15,15,15,15,15,15,30,30,30,30,43,43,43,43,30,30,24,24
"3714701513A",5,5,5,3,31,37,37,37,8,28,28,17,30,37,37,30,31,30,31,48,6,6,6,6,6,40,28,28,28,28,25,36,28,28,28,45,25,6,6,42,42,28,46,15,15,31,15,15,6,4,6,29,19,19,19,6,6,15,7,25,19,19,19,6,50,7,7,7,7,7,7,24,24,24,24,24,24,15,15,15,15,15,7,7,7,7,7,7,7,7,43,43,43,30,30,30,30,14,14,14,14
"3703300LOCU",7,7,39,34,26,49,47,47,47,11,47,47,15,20,14,14,14,13,47,20,5,50,50,47,20,50,19,13,49,49,49,29,29,32,31,32,32,39,39,26,26,31,50,30,30,30,30,9,3,46,40,31,31,38,38,12,12,45,45,24,40,40,30,22,22,30,30,30,30,30,46,46,45,45,45,45,33,33,33,13,2,2,33,2,45,45,45,45,45,45,33,33,9,9,9,9,29,29,29,40,40
"37161000034",16,22,16,16,11,16,16,16,32,32,13,24,16,16,1,5,5,29,29,41,41,29,29,2,23,18,44,18,18,47,2,12,23,24,23,47,47,47,47,47,47,47,47,18,18,23,23,23,23,27,18,18,18,18,18,18,34,44,44,44,44,44,47,47,44,44,44,44,44,47,21,41,27,27,27,27,27,27,27,27,26,44,44,26,21,21,47,47,47,47,47,47,44,44,47,47,47,47,47,44,44
"371510000AW",20,49,18,18,18,33,27,9,46,46,18,18,22,22,22,22,47,22,22,21,14,14,32,32,32,8,9,22,15,15,50,50,34,34,50,50,50,34,34,9,13,4,3,3,14,4,10,16,13,39,39,32,32,32,10,39,33,33,12,12,28,39,39,39,39,39,39,39,34,36,36,3,2,2,2,2,2,2,22,22,22,33,2,33,2,2,2,9,9,9,9,6,45,45,45,45,25,9,40,29,29
"370150000C1",3,3,3,31,30,30,45,45,8,30,30,3,3,3,28,28,30,30,31,48,31,17,17,30,37,45,17,42,46,46,5,5,5,45,45,19,19,19,19,19,19,19,19,19,19,19,19,19,50,50,50,45,45,45,50,36,36,36,36,50,25,25,50,50,6,6,24,24,15,15,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,15,15,15,15,15,10,10,10,10,10,10,10
"37017000P70",31,37,27,40,37,31,21,10,17,10,46,10,31,8,6,3,3,46,46,10,46,28,48,40,28,36,10,40,3,42,37,6,6,48,42,42,43,3,40,14,14,10,31,37,6,37,37,43,28,37,14,14,5,14,14,14,14,7,15,15,7,7,10,19,29,14,10,4,42,4,5,4,50,15,15,15,5,24,24,5,5,5,5,5,5,4,4,4,4,4,42,42,42,42,42,42,42,50,2,2,2
"3716100003A",16,22,16,16,11,16,16,16,32,32,13,24,16,16,1,5,5,29,29,41,41,29,7,38,23,18,44,18,18,47,2,12,23,24,23,47,47,47,47,47,47,47,47,18,18,23,23,23,23,27,18,18,18,18,18,18,34,44,44,44,44,44,47,47,44,44,44,44,44,47,21,41,27,27,27,27,27,27,27,27,26,44,44,26,21,21,47,47,47,47,47,47,44,44,47,47,47,47,47,44,44
"37067000075",34,46,46,15,20,22,13,24,15,15,15,11,2,2,5,47,23,23,23,47,47,34,38,24,7,7,7,8,50,9,9,22,22,15,15,15,13,13,4,4,4,1,1,1,49,38,38,38,24,24,20,20,20,31,31,31,20,20,39,2,39,28,28,2,2,2,2,18,18,18,22,22,22,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,35,35,6,6,6,18
"37067000074",34,46,46,15,46,15,46,20,20,34,20,2,47,47,23,23,23,23,23,47,47,34,38,24,7,7,7,8,20,20,20,9,9,15,15,15,13,13,4,4,4,1,1,1,49,38,38,38,24,24,20,20,20,31,31,31,20,20,39,2,39,28,28,2,2,2,2,18,18,18,22,22,22,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,35,35,35,35,35,36
"37025005-00",23,43,43,23,13,13,9,23,38,33,9,9,9,9,11,11,27,11,11,11,11,9,9,9,9,32,22,9,8,8,27,34,1,33,34,34,34,35,33,33,34,34,34,22,16,13,13,11,11,10,10,10,10,35,41,11,11,41,22,22,9,9,20,20,34,18,18,28,28,9,9,9,9,9,9,9,9,9,9,28,36,36,28,28,31,31,31,16,16,16,16,16,16,16,16,16,16,16,16,9,9
"37067000073",34,46,46,15,20,22,13,24,15,15,32,11,2,2,5,47,23,23,23,47,47,34,38,24,7,7,7,8,9,9,9,22,22,15,15,15,22,22,22,4,4,1,1,1,49,38,38,38,24,24,20,20,20,31,31,31,20,20,39,2,39,28,28,2,2,2,2,18,18,18,28,11,36,36,22,18,18,18,18,18,18,39,39,39,39,39,39,2,2,2,2,2,2,2,2,2,6,6,6,6,18
"37067000072",34,46,46,15,46,15,46,20,20,34,20,2,47,47,23,47,23,14,23,47,47,34,38,24,7,7,7,8,50,9,9,22,22,15,15,15,22,22,22,4,4,1,1,1,49,38,38,38,24,24,20,20,20,31,31,31,20,20,39,2,39,28,28,2,2,2,2,18,18,18,28,11,36,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,35,35,6,6,6,18
"37183001-29",21,21,21,36,50,36,14,14,36,42,40,49,49,49,49,25,42,19,25,25,25,25,25,39,4,25,25,5,5,4,4,4,30,4,30,30,5,17,5,5,17,17,36,36,36,17,17,7,17,17,48,48,48,48,48,29,46,46,46,38,38,38,38,38,48,48,48,38,1,13,6,38,38,38,38,1,1,1,43,43,10,10,10,46,10,10,10,48,48,48,48,48,48,38,38,38,38,38,38,38,38
"37067000071",34,46,46,15,20,22,13,24,15,15,15,11,2,2,5,47,23,14,23,47,47,34,38,24,7,7,7,8,50,9,9,22,22,15,15,15,22,22,22,4,4,1,1,1,49,38,38,38,24,24,20,20,20,31,31,31,20,20,39,2,39,28,28,2,2,2,2,18,18,18,28,11,36,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,35,35,35,35,35,36
"37183001-28",21,21,14,8,6,42,14,14,26,26,26,49,49,49,49,25,25,25,25,25,25,25,25,39,4,25,25,5,5,4,4,4,30,4,30,30,5,17,5,5,17,17,36,36,36,36,7,36,17,17,48,48,48,17,17,37,46,46,46,38,38,38,38,38,48,48,48,38,1,6,43,6,48,13,43,43,43,43,1,1,1,1,37,37,1,1,38,10,38,38,38,13,13,13,48,7,13,22,22,22,22
"37183001-27",8,8,14,8,6,42,42,36,26,26,26,26,40,49,49,25,25,25,25,25,25,25,25,49,4,25,25,5,5,4,4,4,30,4,30,30,5,17,5,5,17,17,36,36,36,17,17,7,36,36,32,48,17,17,17,37,17,46,46,38,38,38,38,38,48,48,48,38,1,13,6,38,38,38,38,1,1,1,43,43,10,10,37,37,37,37,37,10,38,38,38,13,13,13,48,7,13,22,22,22,22
"37183001-26",8,8,14,8,6,42,42,36,26,26,26,26,40,49,49,25,25,25,25,25,25,25,25,49,39,39,25,5,5,4,4,4,30,4,4,17,5,5,5,5,17,17,36,36,36,17,17,17,17,17,32,48,48,17,17,37,17,46,46,38,38,38,38,38,48,48,48,38,1,13,6,38,38,38,38,29,29,29,37,37,1,1,37,37,37,37,37,10,38,38,38,13,13,13,48,7,13,22,22,22,22
"37183001-25",8,8,14,8,6,42,42,36,26,26,26,26,40,49,49,25,25,25,25,25,25,25,25,49,4,25,25,5,5,4,4,4,30,4,30,30,5,17,5,5,17,17,36,36,36,17,17,17,36,36,32,48,17,17,17,37,17,46,46,38,38,38,38,38,48,48,48,38,1,13,6,38,38,38,38,29,29,29,37,37,1,1,37,37,37,37,37,10,38,38,38,13,13,13,48,7,13,22,22,22,22
"37017000P75",31,37,27,40,37,31,21,10,17,10,46,10,31,8,6,3,3,46,46,10,46,10,48,40,28,36,10,40,3,42,37,6,6,48,42,42,43,3,40,14,14,10,31,37,6,37,37,43,28,37,14,14,5,14,5,14,14,7,15,15,7,7,10,19,29,14,10,4,42,4,5,4,50,50,50,50,50,50,50,50,50,50,50,50,50,4,4,4,4,4,42,42,42,42,42,42,42,50,2,2,2
"370150000C2",3,3,3,31,30,30,45,45,8,30,30,3,3,3,28,28,30,30,31,48,31,17,17,30,37,45,17,42,46,46,5,5,5,45,45,19,19,19,19,19,19,19,19,19,19,19,19,19,50,50,50,45,45,45,50,36,36,36,36,50,25,25,50,50,6,6,24,24,15,15,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,15,15,15,15,15,10,10,10,10,10,10,10
"37067000081",46,46,46,20,46,15,15,15,11,20,15,13,47,47,14,14,14,14,23,44,44,47,47,47,22,22,50,50,20,20,20,9,9,22,22,13,22,22,13,13,49,20,26,26,26,49,2,38,38,38,2,38,24,20,20,20,31,31,31,31,31,22,22,30,30,22,22,22,22,22,18,18,18,18,18,22,22,39,11,11,39,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,6
"37161000028",16,22,16,16,11,16,16,16,32,32,13,24,16,16,1,5,5,29,29,41,41,29,29,2,23,18,44,18,18,47,2,12,23,24,23,47,47,47,47,47,47,47,47,18,18,23,23,23,23,27,18,18,18,18,18,18,34,44,44,44,44,44,47,47,44,44,44,44,44,47,21,41,27,27,27,27,27,27,27,27,26,44,44,26,21,21,47,47,47,47,47,47,44,44,47,47,47,47,47,44,44
"37161000027",16,22,16,16,11,16,16,16,32,32,13,24,16,16,1,5,5,29,29,41,41,29,29,2,23,18,44,18,18,47,2,12,23,24,23,47,47,47,47,47,47,47,47,18,18,23,23,23,23,27,18,18,18,18,18,18,34,44,44,44,44,44,47,47,44,44,44,44,44,47,21,41,27,27,27,27,27,27,27,27,26,44,44,26,21,21,47,47,47,47,47,47,44,44,47,47,47,47,47,44,44
