"GEOID20","assignment"
"37025012-12",3
"37025012-11",3
"37025012-10",3
"3700300T2T3",3
"3712500EKWD",8
"371370005AP",6
"3704300TUSQ",11
"37191000001",2
"3715900019A",3
"370510G3A-2",8
"37167000022",1
"370510G3A-1",8
"37167000021",1
"3700100003S",9
"37115GRAPEV",11
"37167000020",1
"37183004-05",7
"37125000WND",8
"37191000029",2
"37183004-04",7
"3700100003N",9
"37191000028",2
"37183004-03",4
"37191000027",2
"370210044.1",11
"37183004-02",7
"37191000026",2
"37183004-01",7
"37167000028",1
"37191000024",2
"3716300CLNE",10
"37167000027",1
"37167000026",1
"37167000025",14
"3700100003W",9
"37167000024",14
"37167000023",14
"37025012-03",3
"370810NWASH",1
"37023000066",13
"37023000065",13
"37123000STA",1
"37023000064",13
"37023000062",13
"37025012-09",3
"37147001501",6
"37025012-08",3
"37025012-06",3
"37025012-05",3
"37025012-04",3
"37147001509",6
"37147001507",6
"37147001506",6
"37191000018",2
"37191000017",2
"37023000070",13
"3714100LT18",10
"37191000016",2
"3712700P06A",2
"37147001503",6
"37191000015",2
"37191000014",2
"37067000405",12
"37191000013",2
"37067000404",12
"3712500WKWD",8
"3707700EAOX",2
"37067000403",12
"37067000402",12
"37067000401",12
"3713300HN14",10
"37175000TC1",11
"3703100ATSL",6
"371150SANDY",11
"37175000TC7",11
"3719700EBND",12
"37191000023",2
"37191000022",2
"37191000021",2
"3703100MASM",6
"3712700P05A",2
"370970000CD",3
"3719905-GRE",11
"3708700BE56",11
"371570000IR",1
"3719700DCRK",12
"370210050.1",11
"370970000CS",3
"3706100KENA",10
"37001000011",9
"37081000RC2",9
"37081000RC1",9
"3710900LS12",13
"371170000BG",6
"370210022.2",11
"3712700P08A",2
"371490TR123",11
"37001000013",9
"37125000BEN",1
"3703100BFT2",6
"3703100BFT1",6
"3710900LB34",13
"3708300CONC",6
"3705100LR63",8
"3705500KTHK",6
"370970000FT",3
"37001000001",9
"3708100H29B",1
"3716300GIDD",10
"3708100H29A",1
"37005000004",3
"3712700P07A",2
"37005000001",3
"37001000007",9
"370030000B1",13
"37001000005",9
"37025001-02",3
"37001000004",9
"37001000002",9
"370970000EM",3
"3719700SLIB",12
"37025001-08",3
"37025001-07",3
"370030000B2",13
"37025001-04",3
"37125000EWD",8
"37143BETHEL",6
"3719300113A",3
"370970DV2-A",13
"3708500PR16",7
"370070WADES",14
"3719903-EGY",11
"37155000041",8
"37155000040",8
"3703100BOGU",6
"3714500HLWY",9
"370970DV2-B",13
"37183016-06",4
"37183016-05",4
"37183016-04",4
"37183016-03",4
"37183016-02",4
"37183016-01",2
"3708500PR01",7
"370210041.1",11
"3703100IBSP",6
"3708500PR08",7
"3708500PR07",7
"37155000034",8
"37155000033",8
"3719908-CRA",11
"3703100CISL",6
"37155000030",8
"370830BUTWD",2
"37131SEABOA",2
"37025001-11",3
"37025001-10",3
"370210019.1",11
"37155000039",8
"37155000038",8
"37057000088",12
"37155000037",8
"37155000036",8
"37155000035",8
"37057000084",12
"3700700GULL",8
"37057000082",12
"3719300115A",3
"3704700P02B",8
"37057000076",1
"37057000074",1
"37057000072",12
"37147001101",6
"370810MON2B",1
"37057000070",1
"370810MON2A",1
"371170000HS",6
"37183016-09",4
"37183016-07",4
"37057000078",3
"3714500WDSD",9
"371170000HM",6
"3704700P01A",8
"37125000VSS",8
"3707500WEST",11
"3714701508B",6
"3714701508A",6
"37037000085",7
"37183016-11",4
"37183016-10",4
"3718100HTOP",2
"3715500005A",8
"371170000GR",6
"3705500CHCA",6
"371170000GN",6
"370210063.1",11
"3700500006A",3
"37051SL78-3",7
"371050000D2",7
"371050000D1",7
"37037000075",7
"37037000078",9
"3714701507B",6
"37065001401",2
"37099000CAN",11
"3703300ANDE",9
"37099000CAS",11
"371050000C2",7
"371370002OT",6
"371050000C1",7
"3707700OKHL",2
"37097000ST5",3
"37097000ST4",3
"37097000ST3",3
"37097000ST2",3
"37097000ST1",3
"3713300NM13",10
"37183005-08",7
"37183005-07",7
"37097000ST6",3
"371190238.1",5
"3707900WALS",6
"37083000HOL",2
"371050000E1",7
"370550000MH",6
"370450MULLS",13
"37183009-02",2
"3714100SC13",10
"37183009-01",4
"371050000E2",7
"3708100H19A",12
"37183005-06",7
"37125000WAB",8
"37183005-05",7
"37183005-03",7
"37183005-01",7
"37183009-03",4
"3714701504B",6
"3714701504A",6
"3708100H19B",12
"370830RINGW",2
"37181000EH1",2
"3719700BNVL",12
"371170000CR",6
"3705100CC17",8
"3705100CC16",8
"3705100CC15",8
"3705100CC14",8
"3705100CC13",8
"37119000207",13
"3705100CC12",8
"37119000206",13
"37119000205",3
"3705100CC10",8
"37119000203",14
"37119000202",13
"37119000201",14
"37119000200",5
"3705100CC19",8
"3705100CC18",8
"371010PR31B",2
"371010PR31A",2
"37119000209",5
"37119000208",13
"3705100LI65",7
"370830FAUCT",2
"37025008-00",3
"370210028.1",11
"37065000501",6
"3705100CC06",8
"3705100CC05",8
"3712700P20A",2
"3705100CC04",8
"3705100CC03",8
"370210015.1",11
"3707700WOEL",2
"37081000OR2",1
"3705100CC01",8
"37081000OR1",1
"3707700CRDM",4
"3707700CRDL",2
"3705100CC08",8
"3708500PR32",7
"3705100CC07",8
"3708500PR31",7
"37119000221",14
"37119000220",14
"37083000HPR",6
"371050000B2",7
"371050000B1",7
"37025004-13",3
"370810000GR",9
"370130SURBA",6
"37025004-12",3
"37119000229",5
"3705100CC34",8
"37025004-11",3
"37119000228",5
"3705100CC33",8
"37119000227",14
"3705100CC32",8
"37119000226",14
"37119000225",5
"37119000224",5
"3708500PR25",7
"3708500PR24",7
"37119000222",5
"3708500PR23",7
"371290000WB",10
"3708500PR20",7
"3714701505B",6
"370890000SM",11
"3714100SP15",10
"3714701505A",6
"371870000P2",6
"3708500PR29",7
"371870000P1",6
"3708500PR28",7
"3703900GCRK",11
"3708500PR26",7
"370890000SW",11
"37115REVERE",11
"371510000PR",1
"37119000210",5
"3705100CC27",8
"371050000A2",7
"3705100CC26",8
"371050000A1",7
"37025004-03",3
"3705100CC25",8
"3705100CC24",8
"37025004-01",3
"37119000218",14
"371870000P3",6
"37119000217",14
"37119000216",14
"3705100CC21",8
"37119000215",14
"37119000214",5
"37119000213",5
"37045KINGST",13
"37119000212",5
"37119000211",5
"37025004-09",3
"370890000RR",11
"37025004-08",3
"3705100CC29",8
"37065001001",2
"37119000219",14
"3710900BS26",13
"3705100CC31",8
"370210058.1",11
"37173000BC2",11
"370890000SB",11
"37173000BC1",11
"370890000SE",11
"3704300BRAS",11
"371510000SE",1
"370210006.1",11
"37055000WAN",6
"37095000OCK",6
"3700300000M",13
"371810000CC",2
"371510000SO",1
"3700300000W",13
"3703900HOTH",11
"3704500KM-S",5
"3704500KM-N",5
"3705100G11B",8
"371510000RN",1
"371510000RM",1
"37107000PH2",10
"37107000PH1",10
"3701900010B",10
"37183012-02",7
"37183012-01",7
"371110MAR-5",11
"371110MAR-4",11
"371110MAR-3",11
"371110MAR-2",11
"371110MAR-1",11
"370130WASH4",6
"370130WASH2",6
"370130WASH1",6
"3713300CR07",10
"3700300000E",13
"3708900HV-3",11
"3708900HV-2",11
"37125000CAR",8
"3708900HV-1",11
"37125000CAM",7
"370210001.1",11
"370890000NM",11
"370910000M2",6
"370890000NW",11
"370910000M1",6
"3707900HOOK",6
"370210049.1",11
"3707900MAUR",6
"370910000ML",6
"37179000021",14
"37081000GIB",9
"37065000102",6
"37065000101",6
"370210036.1",11
"3703300MILT",9
"371510000LC",1
"37179000027",14
"371510000LB",1
"3710900TA37",13
"37179000026",14
"37179000025",14
"37179000024",14
"37067000504",12
"371150BEECH",11
"37179000023",14
"37067000503",12
"37179000022",14
"37067000502",12
"37065000104",6
"37067000501",12
"37065000103",6
"371510000NM",1
"37183012-09",7
"37183012-08",7
"37099000GLV",11
"37183012-07",7
"3700300G1G2",3
"37183012-06",7
"37183012-05",7
"37183012-04",7
"37067000507",12
"37067000506",12
"3706100CYCK",10
"370890000RG",11
"37067000505",12
"371370001RB",6
"3706100CHAR",10
"37179000010",14
"37099000CFK",11
"37179000018",14
"37011000002",3
"37011000001",3
"37179000016",14
"371870000LM",6
"370890000PV",11
"37179000015",14
"37179000014",14
"37179000013",14
"37179000012",14
"370890000PR",11
"37179000011",14
"37143PARKVI",6
"37011000009",3
"37011000008",3
"37011000007",3
"37011000006",3
"37011000005",3
"37123000BIS",1
"37011000004",3
"37179000019",14
"37011000003",3
"37169001618",12
"37179000043",14
"37179000042",14
"37179000041",14
"37179000040",14
"370210023.3",11
"370210023.2",11
"37009000020",3
"370210014.3",11
"370210014.2",11
"3712700P22A",2
"3706100HALL",10
"37179000032",14
"37179000031",14
"37179000030",14
"37179000039",14
"37179000036",14
"37179000035",14
"370910000HV",6
"37179000034",14
"37179000033",14
"37119000243",5
"37119000242",13
"37119000241",13
"37119000240",13
"3714500MTTZ",9
"3703900PCHT",11
"3712700P21A",2
"370210054.2",11
"3709700SH-B",3
"37147000301",6
"3709700SH-A",3
"37011000013",3
"37011000012",3
"37049000016",6
"37011000011",3
"37011000010",3
"37049000011",6
"37183001-09",4
"37119000232",14
"37119000231",5
"37183001-07",4
"37119000230",5
"37183001-06",4
"37011000019",3
"37183001-05",4
"37011000018",3
"37183001-04",4
"37011000017",3
"37183001-03",4
"37011000016",3
"3713300RL09",10
"37011000015",3
"37049000019",6
"3712700P24A",2
"37011000014",3
"37119000239",5
"37049000017",6
"37037000020",7
"37119000237",5
"37119000236",14
"37119000235",14
"37119000234",14
"37119000233",14
"370450RIPPY",13
"3715700ED-1",9
"37183001-13",4
"37037000024",1
"37183001-12",4
"37183001-11",4
"37183001-10",4
"37037000021",7
"37049000005",6
"37049000003",6
"37049000002",6
"37131CREEKS",6
"3712700P23A",2
"37125000TLT",8
"37049000007",6
"3707300004S",6
"37183017-09",4
"3712900CF06",10
"3715500026A",8
"37025009-00",3
"3712900CF05",10
"37177000001",6
"370330PROVI",9
"37037000015",9
"3712900CF02",10
"3712900CF01",10
"37183017-10",4
"37123000LIT",1
"37183001-02",4
"37183001-01",4
"37179000007",14
"37179000006",14
"37179000005",14
"3706100ALBE",10
"37067000111",12
"37179000004",14
"37179000003",14
"37179000002",14
"3701300WDPD",6
"37125000PDN",8
"37179000001",14
"371510000TT",1
"37177000003",6
"37037000018",7
"37177000002",6
"371510000TR",1
"37183017-13",4
"3701700P202",8
"37183017-12",4
"3701700P201",8
"37183017-11",4
"37179000009",14
"37179000008",14
"37067000112",12
"37037000042",7
"3705100MR02",8
"3710900LW31",13
"371510000UG",1
"3708100G42B",1
"3710900SL24",13
"3708100G42A",1
"3710900LW18",13
"3714500SWST",9
"37037000045",7
"371510000SW",1
"37009000012",3
"37129000W25",10
"37183017-07",4
"37009000011",3
"37183017-06",4
"37129000W24",10
"37009000010",3
"371510000ST",1
"37183017-05",4
"37183017-04",4
"37129000W21",10
"37183017-03",4
"370910000UN",6
"37183017-02",4
"37183017-01",4
"370210032.1",11
"37009000018",3
"37009000017",3
"37009000016",3
"37129000W29",10
"37067000101",12
"371870000SC",6
"37009000015",3
"370210045.1",11
"37129000W28",10
"37009000014",3
"37037000030",7
"37129000W27",10
"37009000013",3
"37129000W26",10
"371190204.1",5
"3714100MT19",10
"371870000SK",6
"371510000TB",1
"3704900TE13",6
"3713300FS16",10
"37081000G13",1
"37081000G12",1
"37081000G11",1
"37081000G10",1
"3714100LU16",10
"37129000W13",10
"37129000W12",10
"37081000G19",1
"37081000G18",1
"37081000G17",1
"37081000G16",1
"37081000G15",1
"37009000009",3
"37009000008",3
"37081000G14",1
"37009000007",3
"37009000006",3
"37129000W18",10
"37009000004",3
"37129000W17",10
"37009000003",3
"37129000W16",10
"37009000002",3
"37129000W15",10
"3706100ROSE",10
"37081000G02",1
"37081000G01",1
"37081000G09",1
"37081000G08",1
"37081000G07",1
"3713100WOPO",6
"37081000G06",1
"37081000G05",1
"370910000WN",6
"37081000G04",1
"37081000G03",1
"3719901-BUR",11
"370630034-1",7
"3700100010N",9
"37081000G35",1
"370210010.1",11
"370830RR1-2",2
"37081000FR4",1
"37081000G34",1
"37081000G33",1
"37081000FR3",1
"37081000G32",1
"37081000FR2",1
"37081000FR1",1
"37081000G31",1
"3706100WALL",10
"37081000G30",1
"3712700P18A",2
"370630034-2",9
"3700100010S",9
"37129000W31",10
"37081000G39",1
"37129000W30",10
"37081000G38",1
"37081000G37",1
"37081000G36",1
"3704700P16B",8
"3714100CF11",10
"3708100JAM5",12
"3708100JAM4",1
"3714701512B",6
"3708100JAM3",1
"37037000006",1
"3714701512A",6
"3708100JAM2",1
"3708100JAM1",1
"37037000003",7
"37025002-03",3
"37025002-02",3
"37081000G24",1
"3705500STPT",6
"37025002-01",3
"37081000G23",1
"37081000G22",1
"37081000G21",1
"3712700P17A",2
"37081000G20",1
"3707300004N",6
"37037000009",7
"37025002-09",3
"37025002-08",13
"37001000103",9
"37025002-07",3
"37081000G29",1
"37025002-06",3
"37081000G28",1
"37025002-05",3
"37081000G27",1
"37081000G26",1
"37081000G25",1
"37055000COL",6
"370210067.1",11
"3714701511B",6
"3714701511A",6
"3708700CL-N",11
"37125000PBF",8
"37161000014",13
"3700100012N",9
"37161000013",13
"37161000011",13
"37067000055",12
"37067000054",12
"37067000053",12
"3708700CL-S",11
"37067000052",12
"37067000051",12
"3700100012W",9
"371510000BC",1
"37065000701",2
"37161000019",13
"3700100012S",9
"37161000018",11
"3716300WBRK",8
"370130BELHV",6
"3718100KITT",2
"371390NORTH",6
"3719911-PRI",11
"37067000043",12
"371510000AE",1
"3712700P19A",2
"37129000W03",10
"37067000042",12
"37001000129",9
"3716300GARL",10
"37001000128",9
"37001000127",9
"3714701102B",6
"37001000126",9
"3714701102A",6
"37001000125",9
"37001000124",9
"371510000AN",1
"370910000SJ",6
"37099000GCK",11
"37129000W08",10
