iteration,score,cut_edges,county_splits
0,5150.3632509737,673,44.773632509737
1,4841.08281328815,635,42.0608281328815
2,4789.62811965064,652,41.3762811965064
3,4686.13943290554,656,40.3013943290554
4,4581.28598431144,664,39.1728598431144
5,4443.00415259964,671,37.7200415259965
6,4462.51693541461,690,37.7251693541461
7,4435.84909496537,662,37.7384909496537
8,4431.47700985898,660,37.7147700985898
9,4534.43077822182,666,38.6843077822182
10,4419.63823838973,660,37.5963823838973
11,4551.47406885637,669,38.8247406885637
12,4388.31448217739,649,37.3931448217739
13,4388.31448217739,649,37.3931448217739
14,4434.89404509439,660,37.7489404509439
15,4434.89404509439,660,37.7489404509439
16,4428.08724989198,655,37.7308724989198
17,4267.57103296999,636,36.3157103296999
18,4482.00592590254,660,38.2200592590254
19,4824.45134269247,660,41.6445134269247
20,4589.60591087997,640,39.4960591087997
21,4354.27342742261,628,37.2627342742261
22,4616.55745027767,647,39.6955745027767
23,4767.44584221163,665,41.0244584221163
24,4649.70750412535,659,39.9070750412535
25,4745.98532570589,669,40.7698532570589
26,4652.53000800109,673,39.7953000800109
27,4652.53000800109,673,39.7953000800109
28,4758.85910351259,688,40.7085910351259
29,4669.48577958682,692,39.7748577958682
30,4440.96661981881,680,37.6096661981881
31,4433.59441431524,673,37.6059441431524
32,4691.88546776743,692,39.9988546776743
33,4666.49551599463,658,40.0849551599463
34,4586.49844730345,645,39.4149844730345
35,4711.00678011153,669,40.4200678011153
36,4711.00678011153,669,40.4200678011153
37,4649.40394414081,682,39.6740394414081
38,4523.79014780115,674,38.4979014780115
39,4414.61362301315,666,37.4861362301315
40,4411.62418988403,665,37.4662418988403
41,4312.57080678577,644,36.6857080678577
42,4466.26306175492,687,37.7926306175492
43,4595.20918541828,710,38.8520918541828
44,4595.20918541828,710,38.8520918541828
45,4648.16218448335,713,39.3516218448335
46,4648.16218448335,713,39.3516218448335
47,4404.2485507324,681,37.232485507324
48,4228.25910901476,662,35.6625910901476
49,4338.80068180737,660,36.7880068180737
50,4407.6185836384,650,37.576185836384
51,4407.6185836384,650,37.576185836384
52,4407.6185836384,650,37.576185836384
53,4407.6185836384,650,37.576185836384
54,4314.65766915683,667,36.4765766915683
55,4314.65766915683,667,36.4765766915683
56,4344.25624718863,672,36.7225624718863
57,4461.25868254949,668,37.9325868254949
58,4363.75717684533,652,37.1175717684533
59,4363.75717684533,652,37.1175717684533
60,4317.36253309492,607,37.1036253309492
61,4317.36253309492,607,37.1036253309492
62,4335.29033342855,623,37.1229033342855
63,4123.30076075103,619,35.0430076075103
64,4129.68714080916,625,35.0468714080916
65,4129.68714080916,625,35.0468714080916
66,4142.27582298499,629,35.1327582298499
67,4137.75749518501,625,35.1275749518501
68,4137.75749518501,625,35.1275749518501
69,4137.75749518501,625,35.1275749518501
70,4137.75749518501,625,35.1275749518501
71,4137.75749518501,625,35.1275749518501
72,4161.87314799424,643,35.1887314799424
73,4161.87314799424,643,35.1887314799424
74,4161.87314799424,643,35.1887314799424
75,4121.77957822209,622,34.9977957822209
76,4121.77957822209,622,34.9977957822209
77,4112.64506463803,625,34.8764506463803
78,4112.64506463803,625,34.8764506463803
79,4112.64506463803,625,34.8764506463803
80,4112.64506463803,625,34.8764506463803
81,4116.80030767745,620,34.9680030767745
82,4116.80030767745,620,34.9680030767745
83,4109.80030767745,613,34.9680030767745
84,3983.22273493252,624,33.5922273493252
85,3983.22273493252,624,33.5922273493252
86,3983.22273493252,624,33.5922273493252
87,3983.22273493252,624,33.5922273493252
88,3980.15837748314,621,33.5915837748314
89,3975.81949285201,611,33.6481949285201
90,3975.81949285201,611,33.6481949285201
91,3966.01431266981,600,33.6601431266981
92,3960.70635588958,605,33.5570635588958
93,3972.89036961638,619,33.5389036961638
