"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500","iteration_1550","iteration_1600","iteration_1650","iteration_1700","iteration_1750","iteration_1800","iteration_1850","iteration_1900","iteration_1950","iteration_2000","iteration_2050","iteration_2100","iteration_2150","iteration_2200","iteration_2250","iteration_2300","iteration_2350","iteration_2400","iteration_2450","iteration_2500","iteration_2550","iteration_2600","iteration_2650","iteration_2700","iteration_2750","iteration_2800","iteration_2850","iteration_2900","iteration_2950","iteration_3000","iteration_3050","iteration_3100","iteration_3150","iteration_3200","iteration_3250","iteration_3300","iteration_3350","iteration_3400","iteration_3450","iteration_3500","iteration_3550","iteration_3600","iteration_3650","iteration_3700","iteration_3750","iteration_3800","iteration_3850","iteration_3900","iteration_3950","iteration_4000","iteration_4050","iteration_4100","iteration_4150","iteration_4200","iteration_4250","iteration_4300","iteration_4350","iteration_4400","iteration_4450","iteration_4500","iteration_4550","iteration_4600","iteration_4650","iteration_4700","iteration_4750","iteration_4800","iteration_4850","iteration_4900","iteration_4950","iteration_5000"
"37025012-12",6,17,32,32,32,39,31,31,39,39,30,29,29,29,11,34,11,21,20,20,29,38,38,38,37,25,37,19,11,11,11,11,11,11,20,20,6,34,34,20,20,20,20,6,9,6,35,35,34,23,20,20,6,6,40,40,15,15,37,37,37,37,40,37,37,37,37,37,39,39,8,8,20,40,31,31,31,31,31,31,31,31,31,31,31,23,24,24,24,20,20,6,6,6,6,6,6,6,6,6,6
"37025012-11",6,17,32,32,32,39,31,31,39,39,34,29,29,29,11,34,11,21,20,20,29,38,38,38,37,25,37,19,11,11,11,11,11,11,20,20,6,34,34,20,20,20,20,6,9,6,35,35,34,23,35,20,6,6,40,40,15,15,37,37,37,37,40,37,37,37,37,37,39,39,8,8,20,40,31,31,31,31,31,31,31,31,31,31,31,23,24,24,24,20,20,6,6,6,6,6,6,6,6,6,6
"37025012-10",6,17,32,32,40,31,31,31,39,39,34,29,29,29,11,34,11,21,20,20,29,38,38,38,37,25,37,19,11,11,11,11,11,11,20,20,6,34,34,20,20,20,20,6,9,6,35,35,34,23,20,20,6,6,40,40,15,15,37,37,37,37,40,37,37,37,37,37,39,39,8,8,20,40,31,31,31,31,31,31,31,31,31,31,31,23,24,24,24,20,20,6,6,6,6,6,6,6,6,6,6
"3700300T2T3",37,3,3,3,3,3,11,11,32,29,29,8,3,30,40,19,25,19,19,1,25,34,19,39,39,39,34,8,8,47,34,47,47,47,25,21,17,25,25,25,25,7,8,8,8,8,8,8,8,8,8,32,17,17,9,9,9,27,9,39,39,8,34,34,1,1,27,40,40,40,39,39,39,9,9,20,20,48,48,48,48,20,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,39,34,34,34
"3712500EKWD",34,34,34,27,15,15,46,46,13,34,14,14,11,11,49,30,30,27,38,14,14,29,13,14,33,5,5,17,17,17,17,17,17,40,40,1,49,49,1,1,23,23,9,2,33,1,44,44,4,26,5,5,5,27,25,25,25,35,35,35,35,35,28,28,28,14,19,46,26,35,35,19,19,28,28,28,28,13,28,13,22,8,14,50,41,50,50,50,50,50,5,5,5,22,22,22,22,5,27,27,27
"371370005AP",18,18,23,46,22,22,35,22,22,22,17,17,12,12,43,43,43,12,12,17,46,45,46,18,46,18,18,18,18,18,18,18,18,26,26,14,28,26,26,28,45,45,27,45,45,45,30,28,30,45,45,45,41,41,41,19,41,30,47,47,30,30,30,21,21,21,30,30,30,30,30,29,29,29,4,4,43,43,43,43,43,43,43,43,43,44,44,44,44,44,44,30,30,30,30,49,49,49,49,49,44
"3704300TUSQ",1,1,8,8,1,1,1,1,1,1,1,1,1,10,10,10,10,10,3,3,3,48,3,48,3,3,3,36,39,39,36,36,36,39,39,39,39,39,36,36,39,36,36,36,38,38,38,38,38,38,38,3,3,3,3,3,3,3,3,36,36,36,36,36,36,36,36,36,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1,1,1,1,1,1,1,1,1,1,1
"37191000001",46,9,9,9,7,7,50,50,33,33,22,43,28,50,15,17,17,17,17,12,43,22,17,29,29,22,22,28,30,28,28,14,14,5,14,28,35,29,43,14,9,26,26,43,43,26,43,43,43,43,33,33,33,43,43,43,45,50,50,50,44,44,44,44,44,44,44,44,33,43,33,44,18,44,43,43,4,44,33,33,33,4,10,10,10,10,43,10,10,10,10,44,21,21,18,18,16,16,16,43,43
"3715900019A",38,10,40,40,31,32,25,25,11,11,11,11,38,49,30,29,29,29,29,29,19,25,25,19,19,37,25,40,40,1,1,1,40,17,1,6,20,1,20,34,32,34,34,9,34,7,7,7,35,35,35,34,20,7,15,15,40,40,27,27,40,40,37,40,27,27,8,27,27,27,27,20,42,42,42,20,17,6,6,3,3,3,3,3,3,3,3,15,3,3,3,39,39,39,39,20,20,20,20,20,20
"370510G3A-2",13,13,15,13,13,13,13,16,16,50,33,33,27,33,33,27,27,50,13,33,33,33,33,13,14,14,14,14,5,32,32,5,27,27,16,16,32,18,44,44,18,18,1,1,25,16,16,25,25,2,2,2,25,14,14,14,14,14,25,25,25,25,25,13,25,50,50,50,50,50,25,25,25,25,25,25,30,19,19,19,19,19,19,19,19,19,19,28,19,19,19,19,19,19,19,19,19,19,19,19,28
"37167000022",32,32,17,34,34,34,34,34,34,13,34,11,38,49,30,29,29,29,20,19,38,15,21,19,25,37,25,1,1,40,1,1,40,17,1,6,20,1,20,21,32,32,23,9,34,7,7,7,35,35,20,34,20,7,2,31,7,7,7,7,7,7,24,24,24,24,15,19,19,26,26,26,7,7,7,8,8,8,8,8,8,22,22,22,22,22,22,22,22,22,22,22,22,5,5,5,5,27,5,5,5
"370510G3A-1",13,13,15,13,13,13,13,16,16,50,33,33,27,16,16,50,50,38,27,27,27,14,14,13,13,14,14,14,5,32,32,5,27,27,16,16,32,44,18,18,18,18,1,1,25,16,16,25,25,2,2,2,25,14,14,14,14,14,25,25,25,25,25,13,25,50,50,50,50,50,25,25,25,25,25,25,30,19,19,19,19,19,19,19,19,19,19,28,19,19,19,19,19,19,19,19,19,19,19,19,28
"37167000021",38,10,40,39,40,31,39,39,39,30,34,11,38,49,30,29,29,29,20,19,38,15,21,19,25,37,25,1,1,40,1,1,40,17,1,6,20,1,20,21,32,32,23,9,34,7,7,7,35,35,20,34,20,7,2,31,7,7,7,7,7,7,24,24,24,24,15,19,19,26,26,26,7,7,7,8,8,8,8,8,8,22,22,22,22,22,22,22,22,22,22,22,22,5,5,5,5,27,5,5,5
"3700100003S",44,43,43,42,16,6,43,26,26,27,27,32,47,44,44,6,6,6,9,9,9,9,6,5,49,49,41,41,41,41,41,41,41,41,4,4,4,4,4,49,4,4,33,44,44,44,1,1,1,1,1,27,27,5,21,21,21,19,19,19,19,19,17,19,19,19,14,14,14,14,5,5,5,2,2,45,45,45,45,45,45,45,45,45,45,45,45,45,5,47,46,46,46,46,46,46,47,47,47,47,47
"37115GRAPEV",1,1,8,8,8,8,36,1,1,10,25,36,30,8,20,8,8,8,25,10,48,8,8,8,8,48,39,39,36,48,48,48,48,48,21,48,36,36,11,11,11,39,11,11,3,3,11,11,11,9,9,9,9,32,36,36,36,36,36,32,38,38,3,3,38,38,11,11,11,11,11,11,11,1,11,11,34,34,34,34,34,34,36,1,1,1,1,1,38,36,36,11,36,36,36,36,36,36,3,3,3
"37167000020",38,10,40,39,40,31,39,39,39,30,34,11,38,49,30,29,29,29,20,19,38,15,21,19,25,37,25,1,1,40,1,1,40,17,1,6,20,1,20,21,32,34,34,9,34,7,7,7,35,35,20,34,20,7,2,31,7,7,7,7,7,7,24,24,24,24,15,19,19,26,26,26,7,7,7,8,8,8,8,8,8,22,22,22,22,22,22,22,22,22,22,22,22,5,5,5,5,27,5,5,5
"37183004-05",41,41,50,45,49,41,9,4,5,5,44,4,4,32,24,42,42,24,32,42,44,42,42,42,42,42,42,6,46,46,27,46,45,9,49,46,47,47,35,35,35,35,35,19,18,18,41,33,26,18,12,26,26,42,4,4,4,4,42,42,12,12,12,35,35,35,35,35,35,19,4,4,35,35,35,49,49,49,49,49,49,49,49,49,21,12,12,12,12,12,12,12,41,41,41,12,12,13,13,13,48
"37125000WND",34,34,34,27,15,15,46,46,13,34,14,14,11,11,49,30,30,27,38,14,14,29,13,14,33,5,5,17,17,17,17,17,17,40,40,1,49,49,1,1,23,23,9,2,33,1,44,44,4,26,5,5,5,27,25,25,25,35,35,35,35,35,28,28,28,14,19,46,26,35,35,19,19,28,28,28,28,13,28,13,22,8,14,50,41,50,50,50,50,50,5,5,5,22,22,22,22,5,27,27,27
"37191000029",45,35,35,7,7,7,50,50,33,33,22,43,28,50,15,17,17,17,17,12,43,22,17,29,29,22,22,28,30,28,28,14,14,5,14,28,35,29,43,14,9,26,26,43,43,26,43,43,43,43,33,33,33,43,19,30,50,50,50,50,44,44,44,44,44,44,44,44,33,43,33,44,18,44,43,43,4,44,33,33,33,4,10,10,10,10,43,10,10,10,10,44,21,21,18,18,16,16,16,43,43
"37183004-04",4,41,50,50,44,4,4,4,5,5,44,4,4,32,24,42,42,24,32,42,44,42,42,42,42,42,42,6,46,46,27,9,9,45,49,44,44,47,47,35,35,35,35,18,18,18,41,33,26,18,12,26,26,42,4,42,4,4,42,42,12,12,12,35,35,35,35,35,46,4,4,4,35,35,35,49,49,49,49,49,49,49,49,49,21,12,12,12,12,12,12,12,41,41,41,12,12,13,13,13,48
"3700100003N",44,43,43,42,16,6,43,26,26,27,27,32,47,44,44,6,6,6,9,9,9,9,6,5,49,49,41,41,41,41,41,41,41,41,4,4,4,4,4,49,4,4,33,44,44,44,1,1,1,1,1,27,27,5,21,21,21,19,19,19,19,19,17,19,19,19,14,14,14,14,5,5,5,2,2,45,45,45,45,45,45,45,45,45,45,45,45,45,5,47,46,46,46,46,46,46,47,47,47,47,47
"37191000028",35,35,35,7,7,7,50,50,33,33,22,43,28,50,15,17,17,17,17,12,43,22,17,29,29,22,22,28,30,28,28,14,14,5,14,28,35,29,43,14,9,26,26,43,43,26,43,43,43,43,33,33,33,43,19,30,50,50,50,50,44,44,44,44,44,44,44,44,33,43,33,44,18,44,43,43,4,44,33,33,33,4,10,10,10,10,43,10,10,10,10,44,21,21,18,18,16,16,16,43,43
"37183004-03",41,15,45,45,49,41,9,4,5,5,44,4,4,32,24,42,42,42,33,42,44,42,42,42,42,42,42,6,9,49,6,49,49,45,49,5,42,42,30,30,30,22,42,18,18,18,41,33,26,18,12,26,26,42,4,42,4,4,42,42,12,12,12,35,35,35,35,35,46,4,4,4,35,35,35,49,49,49,49,49,49,49,49,49,21,12,12,12,12,12,12,12,41,41,41,12,12,13,13,13,48
"37191000027",45,35,35,7,7,7,50,50,33,33,22,43,28,50,15,17,17,17,17,12,43,22,17,29,29,22,22,22,16,5,14,14,14,5,14,28,35,29,43,14,9,26,26,43,43,26,43,43,43,43,33,33,33,43,19,30,50,50,50,50,44,44,44,44,44,44,44,44,33,43,33,44,18,44,43,43,4,44,33,33,33,4,10,10,10,10,43,10,10,10,10,44,21,21,18,18,16,16,16,43,43
"370210044.1",8,8,1,1,8,8,36,36,36,36,36,25,25,1,3,3,36,3,10,10,48,8,8,8,8,48,39,39,36,36,48,39,39,36,36,36,36,36,11,11,36,39,11,3,36,36,36,39,3,3,3,38,38,38,32,32,32,32,32,3,3,3,32,32,32,32,32,11,11,11,11,36,36,36,36,36,36,36,36,36,38,38,38,38,38,11,11,11,11,11,32,32,32,32,32,32,32,32,32,32,32
"37183004-02",4,41,50,45,49,41,9,4,5,5,44,4,4,32,24,42,42,24,32,42,44,42,42,42,42,42,42,6,46,46,27,49,49,45,49,44,44,16,47,35,35,35,35,19,18,18,41,33,26,18,12,26,26,42,4,42,4,4,42,42,12,12,12,35,35,35,35,35,46,4,4,4,35,35,35,49,49,49,49,49,49,49,49,49,21,12,12,12,12,12,12,12,41,41,41,12,12,13,13,13,48
"37191000026",35,35,35,7,7,7,50,50,33,33,22,43,28,50,15,17,17,17,17,12,43,22,17,29,29,22,22,22,16,5,14,29,5,5,14,28,35,29,43,14,9,26,26,43,43,26,43,43,43,43,33,33,33,43,19,30,50,50,50,50,44,44,44,44,44,44,44,44,33,43,33,44,18,44,43,43,4,44,33,33,33,4,10,10,10,10,43,10,10,10,10,44,21,21,18,18,16,16,16,43,43
"37183004-01",4,41,50,45,49,41,9,9,5,5,44,4,4,32,24,42,42,24,32,42,44,42,42,42,42,42,42,6,46,46,27,9,9,45,49,46,47,47,47,35,35,35,35,19,18,18,41,33,26,18,12,26,26,42,4,42,4,4,42,42,12,12,12,35,35,35,35,35,46,4,4,4,35,35,35,49,49,49,49,49,49,49,49,49,21,12,12,12,12,12,12,12,41,41,41,12,12,13,13,13,48
"37167000028",38,10,40,39,40,31,39,39,39,30,34,11,38,49,30,29,29,29,20,19,38,15,21,19,25,37,25,1,1,40,1,1,40,40,1,6,20,1,20,21,32,34,34,9,34,7,7,7,35,35,20,34,20,7,2,31,7,7,7,7,7,7,24,24,24,24,15,19,19,26,26,26,7,7,7,8,8,8,8,8,8,22,22,22,22,22,22,22,22,22,22,22,22,5,5,5,5,27,5,5,5
"37191000024",45,35,35,7,7,7,50,50,33,33,22,43,28,50,15,17,17,17,17,12,43,22,17,29,29,22,28,22,16,5,14,14,14,5,14,28,35,29,43,14,9,26,26,43,43,26,43,43,43,43,50,43,43,43,19,30,50,49,41,44,44,44,44,44,44,44,44,44,33,43,33,44,18,44,43,43,4,44,33,33,33,4,10,10,10,10,43,10,10,10,10,44,21,21,18,18,16,16,16,43,43
"3716300CLNE",45,35,35,7,7,7,7,50,33,33,22,43,28,50,15,17,17,17,17,12,43,22,17,27,17,28,28,22,16,5,14,29,5,14,45,45,27,27,27,27,29,13,13,13,29,28,29,30,28,28,50,43,43,50,50,50,49,49,41,44,33,33,41,33,41,33,33,33,44,16,16,33,16,30,30,30,25,16,44,10,30,30,30,4,4,4,10,33,33,33,21,21,33,33,33,33,18,18,33,33,49
"37167000027",38,10,40,39,40,31,39,39,39,30,34,11,38,49,30,29,29,29,20,19,38,15,21,19,25,37,25,1,1,40,1,1,40,17,1,6,20,1,20,21,32,34,34,9,34,7,7,7,35,35,20,34,20,7,2,31,7,7,7,7,7,7,24,24,24,24,15,19,19,26,26,26,7,7,7,8,8,8,8,8,8,22,22,22,22,22,22,22,22,22,22,22,22,5,5,5,5,27,5,5,5
"37167000026",38,10,40,39,40,31,39,39,39,30,34,11,38,49,30,29,29,29,20,19,38,15,21,19,25,37,25,1,1,40,1,1,40,17,1,6,20,1,20,21,32,34,34,9,34,7,7,7,35,35,20,34,20,7,2,31,7,7,7,7,7,7,24,24,24,24,15,19,19,26,26,26,7,7,7,8,8,8,8,8,8,22,22,22,22,22,22,22,22,22,22,22,22,5,5,5,5,27,5,5,5
"37167000025",38,10,40,39,40,31,39,39,39,30,34,11,14,14,14,14,14,14,14,38,20,20,20,11,11,11,25,1,1,40,1,1,40,17,1,6,20,1,20,21,32,32,23,9,34,7,7,7,35,35,20,34,20,7,2,31,7,7,7,7,7,7,24,24,24,24,15,19,19,26,26,26,7,7,7,8,8,8,8,8,8,22,22,22,22,22,22,22,22,22,22,22,22,5,5,5,5,27,5,5,5
"3700100003W",44,43,43,42,16,6,43,26,26,27,27,32,47,44,44,6,6,6,9,9,9,9,6,5,49,49,41,41,41,41,41,41,41,41,4,4,4,4,4,49,4,4,33,44,44,44,1,1,1,1,1,27,27,5,21,21,21,19,19,19,19,19,17,19,19,19,14,14,14,14,5,5,5,2,2,45,45,45,45,45,45,45,45,45,45,45,45,45,5,47,46,46,46,46,46,46,47,47,47,47,47
"37167000024",38,10,40,39,40,31,39,39,39,30,34,11,38,49,30,29,29,29,20,19,29,20,20,11,11,11,25,1,1,40,1,1,40,17,1,6,20,1,20,21,32,32,23,9,34,7,7,7,35,35,20,34,20,7,2,31,7,7,7,7,7,7,24,24,24,24,15,19,19,26,26,26,7,7,7,8,8,8,8,8,8,22,22,22,22,22,22,22,22,22,22,22,22,5,5,5,5,27,5,5,5
"37167000023",38,10,40,39,40,31,39,39,39,30,34,11,38,49,30,29,29,29,20,19,38,15,21,19,25,37,25,1,1,40,1,1,40,17,1,6,20,1,20,21,32,32,23,9,34,7,7,7,35,35,20,34,20,7,2,31,7,7,7,7,7,7,24,24,24,24,15,19,19,26,26,26,7,7,7,8,8,8,8,8,8,22,22,22,22,22,22,22,22,22,22,22,22,5,5,5,5,27,5,5,5
"37025012-03",6,17,32,32,32,39,31,31,30,30,30,29,38,49,11,34,11,21,29,20,29,38,38,38,37,37,37,19,11,11,11,11,11,11,20,20,6,34,34,20,20,20,20,6,9,6,35,35,34,23,35,20,6,6,40,40,15,15,37,37,37,37,40,37,37,37,37,37,39,39,8,8,20,40,31,31,31,31,31,31,31,31,31,31,31,23,24,24,24,20,20,6,6,6,6,6,6,6,6,6,6
"370810NWASH",24,26,26,43,43,43,6,14,14,14,48,48,48,6,9,9,9,9,6,6,6,32,26,5,49,49,41,41,45,45,23,23,24,24,12,15,41,41,12,4,46,12,49,49,49,4,15,4,6,6,24,15,15,21,21,21,21,19,19,19,5,10,19,19,19,5,5,5,5,5,14,14,14,14,14,14,14,14,7,7,7,7,7,7,7,5,5,5,45,45,45,48,48,48,45,45,45,45,45,45,45
"37023000066",36,36,36,36,11,11,10,29,10,10,25,36,30,3,36,36,25,25,8,25,1,1,1,34,34,34,2,34,34,34,3,3,25,21,8,8,8,17,17,17,38,38,17,37,17,17,39,36,9,17,17,11,32,9,11,11,11,11,11,38,32,34,31,11,11,3,3,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,36,36,36,36,36,36,38,38,38,38,38,38,38,38,38,38,38,17
"37023000065",36,36,36,36,11,11,10,3,3,10,3,30,30,3,36,36,25,36,36,36,1,1,1,40,2,2,2,34,34,34,3,3,47,25,8,8,8,17,17,17,38,38,17,37,17,17,39,36,9,17,17,11,32,9,11,11,11,11,11,38,32,32,3,11,11,11,38,38,36,36,1,1,1,11,1,1,1,1,1,1,1,1,1,36,36,36,36,36,36,38,38,38,38,38,38,38,38,38,38,38,17
"37123000STA",38,10,40,39,40,31,39,39,39,30,34,11,11,49,30,30,30,29,20,19,38,15,21,19,25,37,25,1,1,7,40,40,23,17,1,6,20,49,20,21,32,34,34,25,33,24,24,6,44,44,44,44,2,35,2,31,7,7,7,7,7,7,24,24,24,24,15,19,19,26,26,26,7,7,7,8,8,8,8,8,8,22,22,22,22,22,22,22,22,22,22,22,22,5,5,5,5,27,5,5,5
"37023000064",36,36,36,36,11,11,10,3,3,10,3,30,30,3,36,36,25,36,36,36,1,1,1,40,2,2,2,25,25,34,3,3,21,25,8,8,8,17,17,17,38,38,17,37,17,17,39,36,9,17,17,11,32,9,11,11,11,11,11,9,9,32,3,11,11,3,3,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,36,36,36,36,36,36,38,38,38,38,38,38,38,38,38,38,38,17
"37023000062",36,36,36,36,11,11,10,29,10,10,25,36,30,3,36,36,25,25,8,25,1,1,1,34,34,34,2,34,34,34,3,3,25,21,8,8,8,17,17,17,38,38,17,37,17,17,39,36,9,17,17,11,32,9,11,11,11,11,11,38,32,34,31,11,11,11,38,38,36,36,36,11,1,11,1,1,1,1,1,1,1,1,1,36,36,36,36,36,36,38,38,38,38,38,38,38,38,38,38,38,17
"37025012-09",6,17,32,32,32,39,31,31,39,39,30,29,29,29,11,34,11,21,29,20,29,38,38,38,37,25,37,19,11,11,11,11,11,11,20,20,6,34,34,20,20,20,20,6,9,6,35,35,34,23,20,20,6,6,40,40,15,15,37,37,37,37,40,37,37,37,37,37,39,39,8,8,20,40,31,31,31,31,31,31,31,31,31,31,31,23,24,24,24,20,20,6,6,6,6,6,6,6,6,6,6
"37147001501",18,46,46,23,24,35,22,35,24,41,41,41,41,43,41,41,35,35,45,45,45,17,18,45,22,29,29,29,28,30,30,35,28,28,28,14,35,29,43,43,26,43,45,30,30,30,43,43,43,43,47,47,45,45,45,49,30,18,30,30,47,47,21,30,30,30,21,21,49,49,49,49,10,4,29,29,29,29,18,4,4,18,18,18,18,18,18,18,18,18,18,18,49,49,49,30,30,30,30,30,16
"37025012-08",6,17,32,32,32,39,31,31,39,39,30,29,29,29,11,34,11,21,29,20,29,38,38,38,37,25,37,19,11,11,11,11,11,11,20,20,6,34,34,20,20,20,20,6,9,6,35,35,34,23,35,20,6,6,40,40,15,15,37,37,37,37,40,37,37,37,37,37,39,39,8,8,20,40,31,31,31,31,31,31,31,31,31,31,31,23,24,24,24,20,20,6,6,6,6,6,6,6,6,6,6
"37025012-06",6,17,32,32,32,39,31,31,39,39,30,29,29,29,11,34,11,21,29,20,29,38,38,38,37,25,37,19,11,11,11,11,11,11,20,20,6,34,34,20,20,20,20,6,9,6,35,35,34,23,20,20,6,6,40,40,15,15,37,37,37,37,40,37,37,37,37,37,39,39,8,8,20,40,31,31,31,31,31,31,31,31,31,31,31,23,24,24,24,20,20,6,6,6,6,6,6,6,6,6,6
"37025012-05",6,17,32,32,40,31,31,31,39,39,34,11,29,29,11,34,11,21,29,20,29,38,38,38,37,25,37,19,11,11,11,11,11,11,20,20,6,34,34,20,20,20,20,6,9,6,7,35,35,35,20,20,6,6,40,40,15,15,37,37,37,37,40,37,37,37,37,37,39,39,8,8,20,40,31,31,31,31,31,31,31,31,31,31,31,23,24,24,24,20,20,6,6,6,6,6,6,6,6,6,6
"37025012-04",6,17,32,32,32,39,39,39,30,39,34,11,29,29,11,34,11,21,20,20,29,38,38,38,37,25,37,19,11,11,11,11,11,11,20,20,6,34,34,20,20,20,20,6,9,6,35,35,34,23,35,20,6,6,40,40,15,15,37,37,37,37,40,37,37,37,37,37,39,39,8,8,20,40,31,31,31,31,31,31,31,31,31,31,31,23,24,24,24,20,20,6,6,6,6,6,6,6,6,6,6
"37147001509",7,7,7,35,35,35,22,35,24,41,41,41,41,41,41,41,35,35,45,45,45,17,22,22,22,30,29,29,28,30,30,35,28,28,28,14,28,28,28,43,26,43,45,30,30,30,45,12,45,49,47,47,45,45,45,49,30,18,30,30,47,47,21,30,30,30,21,21,49,49,49,49,10,4,29,29,29,29,18,4,4,18,18,18,18,18,18,18,18,18,18,18,49,49,49,30,30,30,30,30,16
"37147001507",7,7,7,35,35,35,22,35,24,41,41,41,41,41,41,41,35,35,45,45,45,17,22,22,22,30,29,29,28,30,30,35,28,28,28,14,28,28,28,43,26,43,45,30,30,30,45,12,45,49,47,47,45,45,45,49,30,18,30,30,47,47,21,30,30,30,21,21,49,49,49,49,10,4,29,29,29,29,18,4,4,18,18,18,18,18,18,18,18,18,18,18,49,49,49,30,30,30,30,30,16
"37147001506",7,7,7,35,35,35,22,35,24,41,41,41,41,41,41,41,35,35,45,45,45,17,22,22,22,30,29,29,28,30,30,35,28,28,14,14,28,28,28,43,26,43,45,30,30,30,45,12,45,49,47,47,45,45,45,49,30,18,30,30,47,47,21,30,30,30,21,21,49,49,49,49,10,4,29,29,29,29,18,4,4,18,18,18,18,18,18,18,18,18,18,18,49,49,49,30,30,30,30,30,16
"37191000018",45,35,35,7,7,7,50,50,33,33,22,43,28,50,15,17,17,17,17,12,43,22,17,29,29,22,22,28,30,28,28,14,14,5,14,28,35,29,43,14,9,26,26,43,43,26,43,43,43,43,33,33,33,43,19,30,50,50,50,50,44,44,44,44,44,44,44,44,33,43,33,44,18,44,43,43,4,44,33,33,33,4,10,10,10,10,43,10,10,10,10,44,21,21,18,18,16,16,16,43,43
"37191000017",45,35,35,7,7,7,50,50,33,33,22,43,28,50,15,17,17,17,17,12,43,22,17,29,29,22,22,28,30,28,28,14,14,5,14,28,35,29,43,14,9,26,26,43,43,26,43,43,43,43,33,33,33,43,19,30,50,50,50,50,44,44,44,44,44,44,44,44,33,43,33,44,18,44,43,43,4,44,33,33,33,4,10,10,10,10,43,10,10,10,10,44,21,21,18,18,16,16,16,43,43
"37023000070",36,36,36,36,11,11,10,3,3,10,3,30,30,3,36,36,25,25,8,25,1,1,1,40,2,2,2,34,34,34,3,3,25,21,8,8,8,17,17,17,17,17,17,37,17,17,39,36,9,17,17,11,32,9,11,11,11,11,11,38,32,32,3,11,11,3,3,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,36,36,36,36,36,36,38,38,38,38,38,38,38,38,38,38,38,17
"3714100LT18",33,33,28,28,28,28,17,17,17,17,50,12,17,22,50,16,12,15,15,15,15,43,27,27,17,28,28,22,16,13,14,29,5,14,45,45,27,27,27,27,29,13,13,13,29,28,29,30,28,28,50,43,43,50,50,50,49,49,41,44,33,33,41,33,41,33,33,33,44,16,16,33,16,30,30,30,25,16,44,10,30,30,30,4,4,4,10,33,33,33,21,21,33,33,33,33,18,18,33,33,49
"37191000016",45,35,35,7,7,7,50,50,33,33,22,43,28,50,15,17,17,17,17,12,43,22,17,29,29,22,28,22,16,5,14,14,14,5,14,28,35,29,43,14,9,26,26,43,43,26,43,43,43,43,33,33,33,43,19,30,50,50,50,50,44,44,44,44,44,44,44,44,33,43,33,44,18,44,43,43,4,44,33,33,33,4,10,10,10,10,43,10,10,10,10,44,21,21,18,18,16,16,16,43,43
"3712700P06A",9,16,24,24,23,23,23,12,12,12,24,18,24,43,22,22,41,46,43,43,35,12,18,45,30,46,32,35,29,29,29,28,35,35,35,35,22,22,22,22,14,30,43,26,26,43,26,49,27,33,28,30,30,30,30,47,47,10,10,10,21,49,47,47,47,47,47,47,18,18,18,18,44,10,10,10,10,4,4,18,18,33,33,33,33,33,33,43,43,43,43,43,18,18,21,21,21,21,43,16,30
"37147001503",18,46,46,23,24,24,24,41,24,41,41,41,41,41,41,22,35,35,45,45,45,17,18,45,22,30,29,29,29,29,35,35,28,28,28,14,35,29,43,43,26,43,45,30,30,30,43,43,43,43,47,47,45,45,45,30,30,18,30,30,47,47,21,30,30,30,21,21,49,49,49,49,10,4,29,29,29,29,18,4,4,18,18,18,18,18,18,18,18,18,18,18,49,49,49,30,30,30,30,30,16
"37191000015",35,35,35,7,7,7,50,50,33,33,22,22,22,22,15,17,17,17,17,12,43,22,17,29,29,22,22,28,30,28,28,14,14,5,14,28,35,29,43,14,9,26,26,43,43,26,43,43,43,43,33,33,33,50,50,50,50,50,50,50,44,44,44,44,44,44,44,44,33,43,33,44,18,44,43,43,4,44,33,33,33,4,10,10,10,10,43,10,10,10,10,44,21,21,18,18,16,16,16,43,43
"37191000014",35,35,35,7,7,7,50,50,33,33,22,43,28,50,15,17,17,17,17,12,43,22,17,29,29,22,22,28,30,28,28,14,14,5,14,28,35,29,43,14,9,26,26,43,43,26,43,43,43,43,33,33,33,50,50,50,50,50,50,50,44,44,44,44,44,44,44,44,33,43,33,44,18,44,43,43,4,44,33,33,33,4,10,10,10,10,43,10,10,10,10,44,21,21,18,18,16,16,16,43,43
"37067000405",26,25,14,14,14,47,47,47,47,40,6,13,26,26,26,26,26,20,23,21,26,23,32,23,24,23,26,15,47,8,7,7,7,15,24,24,24,24,41,41,49,25,40,40,21,37,37,37,37,37,46,46,37,37,24,10,10,1,1,8,8,46,46,46,46,20,20,34,34,34,34,34,34,27,15,15,15,15,15,15,15,15,15,15,17,8,8,27,8,8,8,8,3,40,40,40,7,7,7,7,7
