"GEOID20","assignment"
"37025012-12",10
"37025012-11",10
"37025012-10",10
"3700300T2T3",9
"3712500EKWD",14
"371370005AP",8
"3704300TUSQ",11
"37191000001",8
"3715900019A",10
"370510G3A-2",14
"37167000022",12
"370510G3A-1",14
"37167000021",12
"3700100003S",6
"37115GRAPEV",11
"37167000020",12
"37183004-05",1
"37125000WND",14
"37191000029",8
"37183004-04",1
"3700100003N",6
"37191000028",8
"37183004-03",1
"37191000027",8
"370210044.1",11
"37183004-02",1
"37191000026",8
"37183004-01",1
"37167000028",12
"37191000024",8
"3716300CLNE",3
"37167000027",12
"37167000026",12
"37167000025",12
"3700100003W",6
"37167000024",12
"37167000023",12
"37025012-03",10
"370810NWASH",5
"37023000066",9
"37023000065",9
"37123000STA",12
"37023000064",9
"37023000062",9
"37025012-09",10
"37147001501",13
"37025012-08",10
"37025012-06",10
"37025012-05",10
"37025012-04",10
"37147001509",13
"37147001507",13
"37147001506",13
"37191000018",8
"37191000017",8
"37023000070",9
"3714100LT18",3
"37191000016",8
"3712700P06A",13
"37147001503",13
"37191000015",8
"37191000014",8
"37067000405",2
"37191000013",8
"37067000404",2
"3712500WKWD",14
"3707700EAOX",7
"37067000403",2
"37067000402",2
"37067000401",2
"3713300HN14",8
"37175000TC1",11
"3703100ATSL",8
"371150SANDY",11
"37175000TC7",11
"3719700EBND",2
"37191000023",8
"37191000022",8
"37191000021",8
"3703100MASM",8
"3712700P05A",13
"370970000CD",10
"3719905-GRE",2
"3708700BE56",11
"371570000IR",5
"3719700DCRK",2
"370210050.1",11
"370970000CS",10
"3706100KENA",8
"37001000011",6
"37081000RC2",5
"37081000RC1",5
"3710900LS12",9
"371170000BG",13
"370210022.2",11
"3712700P08A",13
"371490TR123",11
"37001000013",6
"37125000BEN",14
"3703100BFT2",8
"3703100BFT1",8
"3710900LB34",9
"3708300CONC",13
"3705100LR63",14
"3705500KTHK",13
"370970000FT",10
"37001000001",6
"3708100H29B",5
"3716300GIDD",3
"3708100H29A",5
"37005000004",2
"3712700P07A",13
"37005000001",2
"37001000007",6
"370030000B1",9
"37001000005",6
"37025001-02",10
"37001000004",6
"37001000002",6
"370970000EM",10
"3719700SLIB",2
"37025001-08",10
"37025001-07",10
"370030000B2",9
"37025001-04",10
"37125000EWD",14
"37143BETHEL",13
"3719300113A",2
"370970DV2-A",10
"3708500PR16",14
"370070WADES",12
"3719903-EGY",2
"37155000041",3
"37155000040",3
"3703100BOGU",8
"3714500HLWY",6
"370970DV2-B",10
"37183016-06",1
"37183016-05",1
"37183016-04",1
"37183016-03",1
"37183016-02",1
"37183016-01",7
"3708500PR01",14
"370210041.1",11
"3703100IBSP",8
"3708500PR08",14
"3708500PR07",14
"37155000034",3
"37155000033",3
"3719908-CRA",2
"3703100CISL",8
"37155000030",3
"370830BUTWD",13
"37131SEABOA",13
"37025001-11",10
"37025001-10",10
"370210019.1",11
"37155000039",3
"37155000038",3
"37057000088",10
"37155000037",3
"37155000036",3
"37155000035",3
"37057000084",10
"3700700GULL",12
"37057000082",10
"3719300115A",2
"3704700P02B",3
"37057000076",10
"37057000074",10
"37057000072",10
"37147001101",13
"370810MON2B",5
"37057000070",10
"370810MON2A",5
"371170000HS",13
"37183016-09",1
"37183016-07",1
"37057000078",10
"3714500WDSD",6
"371170000HM",13
"3704700P01A",3
"37125000VSS",14
"3707500WEST",11
"3714701508B",13
"3714701508A",13
"37037000085",14
"37183016-11",7
"37183016-10",7
"3718100HTOP",7
"3715500005A",3
"371170000GR",13
"3705500CHCA",13
"371170000GN",13
"370210063.1",11
"3700500006A",2
"37051SL78-3",14
"371050000D2",14
"371050000D1",14
"37037000075",14
"37037000078",14
"3714701507B",13
"37065001401",13
"37099000CAN",11
"3703300ANDE",6
"37099000CAS",11
"371050000C2",14
"371370002OT",8
"371050000C1",14
"3707700OKHL",7
"37097000ST5",10
"37097000ST4",10
"37097000ST3",10
"37097000ST2",10
"37097000ST1",10
"3713300NM13",8
"37183005-08",1
"37183005-07",1
"37097000ST6",10
"371190238.1",4
"3707900WALS",8
"37083000HOL",13
"371050000E1",14
"370550000MH",13
"370450MULLS",9
"37183009-02",7
"3714100SC13",3
"37183009-01",7
"371050000E2",14
"3708100H19A",5
"37183005-06",1
"37125000WAB",14
"37183005-05",1
"37183005-03",1
"37183005-01",1
"37183009-03",7
"3714701504B",13
"3714701504A",13
"3708100H19B",5
"370830RINGW",13
"37181000EH1",7
"3719700BNVL",2
"371170000CR",13
"3705100CC17",14
"3705100CC16",14
"3705100CC15",14
"3705100CC14",14
"3705100CC13",14
"37119000207",4
"3705100CC12",14
"37119000206",4
"37119000205",4
"3705100CC10",14
"37119000203",4
"37119000202",4
"37119000201",4
"37119000200",4
"3705100CC19",14
"3705100CC18",14
"371010PR31B",7
"371010PR31A",7
"37119000209",4
"37119000208",4
"3705100LI65",14
"370830FAUCT",13
"37025008-00",10
"370210028.1",11
"37065000501",13
"3705100CC06",14
"3705100CC05",14
"3712700P20A",13
"3705100CC04",14
"3705100CC03",14
"370210015.1",11
"3707700WOEL",7
"37081000OR2",5
"3705100CC01",14
"37081000OR1",5
"3707700CRDM",7
"3707700CRDL",7
"3705100CC08",14
"3708500PR32",14
"3705100CC07",14
"3708500PR31",14
"37119000221",12
"37119000220",4
"37083000HPR",13
"371050000B2",14
"371050000B1",14
"37025004-13",10
"370810000GR",5
"370130SURBA",13
"37025004-12",10
"37119000229",12
"3705100CC34",14
"37025004-11",10
"37119000228",12
"3705100CC33",14
"37119000227",12
"3705100CC32",14
"37119000226",12
"37119000225",12
"37119000224",4
"3708500PR25",14
"3708500PR24",14
"37119000222",4
"3708500PR23",14
"371290000WB",3
"3708500PR20",14
