"GEOID20","assignment"
"37025012-12",8
"37025012-11",8
"37025012-10",8
"3700300T2T3",2
"3712500EKWD",14
"371370005AP",5
"3704300TUSQ",7
"37191000001",11
"3715900019A",8
"370510G3A-2",6
"37167000022",8
"370510G3A-1",6
"37167000021",8
"3700100003S",9
"37115GRAPEV",7
"37167000020",8
"37183004-05",11
"37125000WND",14
"37191000029",13
"37183004-04",11
"3700100003N",9
"37191000028",13
"37183004-03",11
"37191000027",13
"370210044.1",7
"37183004-02",11
"37191000026",11
"37183004-01",11
"37167000028",8
"37191000024",11
"3716300CLNE",5
"37167000027",8
"37167000026",8
"37167000025",8
"3700100003W",9
"37167000024",8
"37167000023",8
"37025012-03",8
"370810NWASH",9
"37023000066",12
"37023000065",12
"37123000STA",8
"37023000064",12
"37023000062",12
"37025012-09",8
"37147001501",13
"37025012-08",8
"37025012-06",8
"37025012-05",8
"37025012-04",8
"37147001509",13
"37147001507",13
"37147001506",13
"37191000018",13
"37191000017",13
"37023000070",12
"3714100LT18",5
"37191000016",11
"3712700P06A",3
"37147001503",13
"37191000015",13
"37191000014",13
"37067000405",4
"37191000013",13
"37067000404",4
"3712500WKWD",14
"3707700EAOX",9
"37067000403",4
"37067000402",4
"37067000401",4
"3713300HN14",5
"37175000TC1",7
"3703100ATSL",5
"371150SANDY",7
"37175000TC7",7
"3719700EBND",2
"37191000023",13
"37191000022",13
"37191000021",13
"3703100MASM",5
"3712700P05A",13
"370970000CD",2
"3719905-GRE",7
"3708700BE56",7
"371570000IR",9
"3719700DCRK",2
"370210050.1",7
"370970000CS",2
"3706100KENA",5
"37001000011",9
"37081000RC2",4
"37081000RC1",4
"3710900LS12",12
"371170000BG",13
"370210022.2",7
"3712700P08A",13
"371490TR123",12
"37001000013",9
"37125000BEN",8
"3703100BFT2",5
"3703100BFT1",5
"3710900LB34",12
"3708300CONC",13
"3705100LR63",6
"3705500KTHK",5
"370970000FT",2
"37001000001",9
"3708100H29B",4
"3716300GIDD",5
"3708100H29A",4
"37005000004",2
"3712700P07A",13
"37005000001",2
"37001000007",9
"370030000B1",2
"37001000005",9
"37025001-02",8
"37001000004",9
"37001000002",9
"370970000EM",2
"3719700SLIB",2
"37025001-08",8
"37025001-07",8
"370030000B2",2
"37025001-04",1
"37125000EWD",8
"37143BETHEL",5
"3719300113A",2
"370970DV2-A",10
"3708500PR16",6
"370070WADES",1
"3719903-EGY",7
"37155000041",14
"37155000040",14
"3703100BOGU",5
"3714500HLWY",9
"370970DV2-B",10
"37183016-06",11
"37183016-05",11
"37183016-04",11
"37183016-03",11
"37183016-02",11
"37183016-01",3
"3708500PR01",6
"370210041.1",7
"3703100IBSP",5
"3708500PR08",6
"3708500PR07",6
"37155000034",14
"37155000033",14
"3719908-CRA",7
"3703100CISL",5
"37155000030",14
"370830BUTWD",13
"37131SEABOA",13
"37025001-11",1
"37025001-10",8
"370210019.1",7
"37155000039",14
"37155000038",14
"37057000088",4
"37155000037",14
"37155000036",14
"37155000035",14
"37057000084",8
"3700700GULL",14
"37057000082",8
"3719300115A",2
"3704700P02B",14
"37057000076",8
"37057000074",8
"37057000072",8
"37147001101",5
"370810MON2B",9
"37057000070",8
"370810MON2A",4
"371170000HS",13
"37183016-09",11
"37183016-07",11
"37057000078",8
"3714500WDSD",9
"371170000HM",13
"3704700P01A",14
"37125000VSS",14
"3707500WEST",7
"3714701508B",13
"3714701508A",13
"37037000085",8
"37183016-11",3
"37183016-10",3
"3718100HTOP",13
"3715500005A",14
"371170000GR",13
"3705500CHCA",5
"371170000GN",13
"370210063.1",7
"3700500006A",2
"37051SL78-3",6
"371050000D2",6
"371050000D1",6
"37037000075",6
"37037000078",6
"3714701507B",13
"37065001401",13
"37099000CAN",7
"3703300ANDE",9
"37099000CAS",7
"371050000C2",6
"371370002OT",5
"371050000C1",6
"3707700OKHL",9
"37097000ST5",2
"37097000ST4",2
"37097000ST3",2
"37097000ST2",2
"37097000ST1",2
"3713300NM13",5
"37183005-08",11
"37183005-07",11
"37097000ST6",2
"371190238.1",10
"3707900WALS",13
"37083000HOL",13
"371050000E1",6
"370550000MH",5
"370450MULLS",12
"37183009-02",3
"3714100SC13",5
"37183009-01",3
"371050000E2",6
"3708100H19A",4
"37183005-06",11
"37125000WAB",14
"37183005-05",3
"37183005-03",11
"37183005-01",11
"37183009-03",3
"3714701504B",13
"3714701504A",13
"3708100H19B",4
"370830RINGW",13
"37181000EH1",13
"3719700BNVL",2
"371170000CR",13
"3705100CC17",6
"3705100CC16",6
"3705100CC15",6
"3705100CC14",6
"3705100CC13",6
"37119000207",10
"3705100CC12",6
"37119000206",10
"37119000205",1
"3705100CC10",6
"37119000203",1
"37119000202",10
"37119000201",1
"37119000200",10
"3705100CC19",6
"3705100CC18",6
"371010PR31B",11
"371010PR31A",11
"37119000209",10
"37119000208",10
"3705100LI65",6
"370830FAUCT",13
"37025008-00",8
"370210028.1",7
"37065000501",13
"3705100CC06",6
"3705100CC05",6
"3712700P20A",13
"3705100CC04",6
"3705100CC03",6
"370210015.1",7
"3707700WOEL",9
"37081000OR2",4
"3705100CC01",6
"37081000OR1",4
"3707700CRDM",9
"3707700CRDL",9
"3705100CC08",6
"3708500PR32",6
"3705100CC07",6
"3708500PR31",6
"37119000221",1
"37119000220",1
"37083000HPR",13
"371050000B2",6
"371050000B1",6
"37025004-13",8
"370810000GR",4
"370130SURBA",5
"37025004-12",8
"37119000229",10
"3705100CC34",6
"37025004-11",8
"37119000228",10
"3705100CC33",6
"37119000227",10
"3705100CC32",6
"37119000226",10
"37119000225",10
"37119000224",10
"3708500PR25",6
"3708500PR24",6
"37119000222",10
"3708500PR23",6
"371290000WB",14
"3708500PR20",6
"3714701505B",13
"370890000SM",7
"3714100SP15",5
"3714701505A",13
"371870000P2",5
"3708500PR29",6
"371870000P1",5
"3708500PR28",6
"3703900GCRK",7
"3708500PR26",6
"370890000SW",7
"37115REVERE",7
"371510000PR",8
"37119000210",10
"3705100CC27",6
"371050000A2",6
"3705100CC26",6
"371050000A1",6
"37025004-03",8
"3705100CC25",6
"3705100CC24",6
"37025004-01",8
"37119000218",1
"371870000P3",5
"37119000217",1
"37119000216",1
"3705100CC21",6
"37119000215",1
"37119000214",1
"37119000213",1
"37045KINGST",12
"37119000212",1
"37119000211",10
"37025004-09",8
"370890000RR",7
"37025004-08",8
"3705100CC29",6
"37065001001",13
"37119000219",1
"3710900BS26",12
"3705100CC31",6
"370210058.1",7
"37173000BC2",7
"370890000SB",7
"37173000BC1",7
"370890000SE",7
"3704300BRAS",7
"371510000SE",8
"370210006.1",7
"37055000WAN",5
"37095000OCK",5
"3700300000M",2
"371810000CC",9
"371510000SO",8
"3700300000W",2
"3703900HOTH",7
"3704500KM-S",12
"3704500KM-N",12
"3705100G11B",6
"371510000RN",8
"371510000RM",8
"37107000PH2",13
"37107000PH1",13
"3701900010B",14
"37183012-02",6
"37183012-01",11
"371110MAR-5",12
"371110MAR-4",12
"371110MAR-3",12
"371110MAR-2",12
"371110MAR-1",12
"370130WASH4",5
"370130WASH2",5
"370130WASH1",5
"3713300CR07",5
"3700300000E",2
"3708900HV-3",7
"3708900HV-2",7
"37125000CAR",8
"3708900HV-1",7
"37125000CAM",6
"370210001.1",7
"370890000NM",7
"370910000M2",13
"370890000NW",7
"370910000M1",13
"3707900HOOK",13
"370210049.1",7
"3707900MAUR",13
"370910000ML",13
"37179000021",1
"37081000GIB",9
"37065000102",13
"37065000101",13
"370210036.1",7
"3703300MILT",9
"371510000LC",8
"37179000027",1
"371510000LB",8
"3710900TA37",2
"37179000026",1
"37179000025",1
"37179000024",1
"37067000504",4
"371150BEECH",7
"37179000023",1
"37067000503",4
"37179000022",1
"37067000502",4
"37065000104",13
"37067000501",4
"37065000103",13
"371510000NM",8
"37183012-09",11
"37183012-08",6
"37099000GLV",7
"37183012-07",11
"3700300G1G2",2
"37183012-06",11
"37183012-05",11
"37183012-04",11
"37067000507",4
"37067000506",4
"3706100CYCK",5
"370890000RG",7
"37067000505",4
"371370001RB",5
"3706100CHAR",5
"37179000010",1
"37099000CFK",7
"37179000018",1
"37011000002",7
"37011000001",7
"37179000016",1
"371870000LM",5
"370890000PV",7
"37179000015",1
"37179000014",1
"37179000013",1
"37179000012",1
"370890000PR",7
"37179000011",1
"37143PARKVI",5
"37011000009",7
"37011000008",7
"37011000007",7
"37011000006",7
"37011000005",7
"37123000BIS",8
"37011000004",7
"37179000019",1
"37011000003",7
"37169001618",2
"37179000043",1
"37179000042",1
"37179000041",1
"37179000040",1
"370210023.3",7
"370210023.2",7
"37009000020",2
"370210014.3",7
"370210014.2",7
"3712700P22A",13
"3706100HALL",5
"37179000032",1
"37179000031",1
"37179000030",1
"37179000039",1
"37179000036",1
"37179000035",1
"370910000HV",13
"37179000034",1
"37179000033",1
"37119000243",10
"37119000242",10
"37119000241",10
"37119000240",10
"3714500MTTZ",9
"3703900PCHT",7
"3712700P21A",13
"370210054.2",7
"3709700SH-B",2
"37147000301",13
"3709700SH-A",2
"37011000013",7
"37011000012",7
"37049000016",5
"37011000011",7
"37011000010",7
"37049000011",5
"37183001-09",3
"37119000232",10
"37119000231",10
"37183001-07",11
"37119000230",10
"37183001-06",3
"37011000019",7
"37183001-05",3
"37011000018",7
"37183001-04",3
"37011000017",7
"37183001-03",3
"37011000016",7
"3713300RL09",5
"37011000015",7
"37049000019",5
"3712700P24A",13
"37011000014",7
"37119000239",1
"37049000017",5
"37037000020",6
"37119000237",1
"37119000236",1
"37119000235",1
"37119000234",1
"37119000233",10
"370450RIPPY",12
"3715700ED-1",9
"37183001-13",11
"37037000024",8
"37183001-12",3
"37183001-11",3
"37183001-10",3
"37037000021",6
"37049000005",5
"37049000003",5
"37049000002",5
"37131CREEKS",13
"3712700P23A",13
"37125000TLT",14
"37049000007",5
"3707300004S",13
"37183017-09",3
"3712900CF06",14
"3715500026A",14
"37025009-00",8
"3712900CF05",14
"37177000001",5
"370330PROVI",9
"37037000015",6
"3712900CF02",14
"3712900CF01",14
"37183017-10",3
"37123000LIT",8
"37183001-02",3
"37183001-01",11
