iteration,score,cut_edges,dem_share_d1,dem_share_d2,dem_share_d3,dem_share_d4,dem_share_d5,dem_share_d6,dem_share_d7,dem_share_d8,dem_share_d9,dem_share_d10,dem_share_d11,dem_share_d12,dem_share_d13,dem_share_d14
0,2490.86300121134,807,0.54377902906111,0.685170477760078,0.468192442999819,0.391762064435606,0.653012544616041,0.531503390719657,0.460928652321631,0.604543630503165,0.422476213710661,0.582277711959659,0.463905537702713,0.356950926318767,0.328898782107656,0.28519069076044
1,2491.88196402889,808,0.54377902906111,0.685170477760078,0.468192442999819,0.391762064435606,0.653012544616041,0.531503390719657,0.460928652321631,0.604543630503165,0.422476213710661,0.542320642111854,0.463905537702713,0.389619576201359,0.328898782107656,0.28519069076044
2,2487.86410239373,804,0.54377902906111,0.685170477760078,0.468192442999819,0.391762064435606,0.653012544616041,0.531503390719657,0.460928652321631,0.501179167365527,0.422476213710661,0.652549711704996,0.463905537702713,0.389619576201359,0.328898782107656,0.28519069076044
3,2478.86829673266,795,0.54377902906111,0.685170477760078,0.468192442999819,0.391762064435606,0.653012544616041,0.531503390719657,0.460928652321631,0.501179167365527,0.422476213710661,0.652549711704996,0.463905537702713,0.287218628719276,0.328898782107656,0.385978003107368
4,2490.8597791376,807,0.54377902906111,0.685170477760078,0.468192442999819,0.391762064435606,0.653012544616041,0.531503390719657,0.460928652321631,0.355927062338939,0.422476213710661,0.652549711704996,0.463905537702713,0.287218628719276,0.328898782107656,0.534508045917442
5,2497.85344688503,814,0.678366903978407,0.553022265491281,0.468192442999819,0.391762064435606,0.653012544616041,0.531503390719657,0.460928652321631,0.355927062338939,0.422476213710661,0.652549711704996,0.463905537702713,0.287218628719276,0.328898782107656,0.534508045917442
6,2492.83301714203,809,0.678366903978407,0.553022265491281,0.468192442999819,0.391762064435606,0.653375841548895,0.531503390719657,0.460928652321631,0.355927062338939,0.422476213710661,0.652549711704996,0.462651571783256,0.287218628719276,0.328898782107656,0.534508045917442
7,2491.83643560886,808,0.678366903978407,0.553022265491281,0.468192442999819,0.391762064435606,0.653375841548895,0.531503390719657,0.460928652321631,0.328479017805574,0.422476213710661,0.652549711704996,0.462651571783256,0.287218628719276,0.355025386774984,0.534508045917442
8,2491.82044442411,808,0.678366903978407,0.553022265491281,0.468192442999819,0.391762064435606,0.653375841548895,0.531503390719657,0.460928652321631,0.328479017805574,0.422476213710661,0.656694761668669,0.462651571783256,0.287218628719276,0.357067814814294,0.534508045917442
9,2502.82193988877,819,0.678366903978407,0.553022265491281,0.468192442999819,0.391762064435606,0.653375841548895,0.451004498797993,0.460928652321631,0.328479017805574,0.502395823316532,0.656694761668669,0.462651571783256,0.287218628719276,0.357067814814294,0.534508045917442
10,2495.82956026776,812,0.678366903978407,0.553022265491281,0.468192442999819,0.391762064435606,0.653375841548895,0.451004498797993,0.460928652321631,0.328479017805574,0.502395823316532,0.664589582765203,0.462651571783256,0.287218628719276,0.357067814814294,0.523663456605699
11,2496.83068448448,813,0.717794481459783,0.553022265491281,0.468192442999819,0.391762064435606,0.613513382349373,0.451004498797993,0.460928652321631,0.328479017805574,0.502395823316532,0.664589582765203,0.462651571783256,0.287218628719276,0.357067814814294,0.523663456605699
12,2498.8032733087,815,0.461577095452357,0.553022265491281,0.468192442999819,0.391762064435606,0.613513382349373,0.451004498797993,0.460928652321631,0.328479017805574,0.502395823316532,0.664589582765203,0.72197248003998,0.287218628719276,0.357067814814294,0.523663456605699
13,2510.79614204268,827,0.449952957779607,0.553022265491281,0.468192442999819,0.391762064435606,0.613513382349373,0.460861029800255,0.460928652321631,0.328479017805574,0.502395823316532,0.664589582765203,0.72197248003998,0.287218628719276,0.357067814814294,0.523663456605699
14,2486.69671605878,803,0.449952957779607,0.553022265491281,0.29786858278921,0.391762064435606,0.613513382349373,0.460861029800255,0.460928652321631,0.328479017805574,0.502395823316532,0.664589582765203,0.72197248003998,0.445185949455701,0.357067814814294,0.523663456605699
