"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000"
"37191000028",6,11,11,9,2,1,1,13,11,4,4,11,11,11,12,12,13,13,4,12,10
"37183004-03",11,13,11,1,1,11,10,10,13,13,12,3,3,3,3,6,6,6,6,6,6
"37191000027",6,11,11,9,2,1,1,11,11,4,4,11,11,11,12,12,13,13,4,12,10
"370210044.1",4,4,4,13,12,12,12,12,6,1,1,1,1,1,1,1,1,1,1,1,1
"37183004-02",11,13,3,1,1,11,10,10,13,13,12,3,3,3,3,6,6,6,6,6,6
"37191000026",6,11,11,9,2,1,1,11,11,4,4,11,11,11,12,12,13,13,4,12,10
"37183004-01",13,13,3,1,1,11,10,10,13,13,12,3,3,3,3,6,6,6,6,6,6
"37167000028",13,9,8,11,3,3,3,4,5,8,7,7,9,6,6,13,9,10,10,13,5
"37191000024",6,11,11,9,2,1,1,11,11,4,4,11,11,11,12,12,13,13,4,12,10
"3716300CLNE",6,2,9,5,2,1,1,11,11,11,13,13,13,12,12,8,13,13,4,12,10
"37167000027",13,9,8,11,3,3,3,4,5,8,7,7,9,6,6,13,9,10,10,13,5
"37167000026",13,9,8,11,3,3,3,4,5,8,7,7,9,6,6,13,9,10,10,13,5
"37167000025",13,9,8,11,3,3,3,4,5,8,6,2,2,6,6,13,9,10,10,13,5
"3700100003W",1,8,10,10,7,6,6,1,7,5,5,8,8,9,9,10,3,3,3,3,3
"37167000024",13,9,8,11,3,3,3,4,5,8,7,7,9,6,6,13,9,10,10,13,5
"37167000023",13,9,8,11,3,3,3,4,5,8,7,7,9,6,6,13,9,10,10,13,5
"37025012-03",8,12,5,11,3,4,4,3,5,2,8,9,7,7,8,9,7,7,2,2,2
"370810NWASH",5,8,10,10,7,6,6,7,1,5,5,8,8,9,9,10,3,3,3,3,3
"37023000066",7,9,4,13,13,7,7,5,4,6,2,5,5,5,5,5,5,5,5,5,9
"37023000065",7,9,4,12,13,7,7,5,4,6,2,6,5,5,5,5,5,5,5,5,9
"37123000STA",13,6,5,11,3,3,3,4,12,3,7,7,9,6,6,13,9,10,10,13,5
"37023000064",7,9,4,12,13,7,7,5,2,6,2,6,5,5,5,5,5,5,5,5,9
"37023000062",7,9,4,13,13,7,7,5,4,6,2,5,5,5,5,5,5,5,5,5,9
"37025012-09",8,12,5,11,3,4,4,3,5,2,8,9,7,7,8,9,7,7,2,2,2
"37147001501",3,10,2,9,5,10,9,13,10,10,10,12,12,4,4,4,11,11,12,11,11
"37025012-08",8,12,5,11,3,4,4,3,5,2,8,9,7,7,8,9,7,7,2,2,2
"37025012-06",8,12,5,11,3,4,4,3,5,2,8,9,9,6,8,9,7,7,2,2,2
"37025012-05",8,12,5,11,3,4,4,3,5,2,8,7,7,7,6,9,7,7,2,2,2
"37025012-04",8,12,5,11,3,4,4,3,5,2,8,7,7,7,8,9,7,7,2,2,2
"37147001509",3,10,2,9,5,10,9,13,10,10,10,12,12,4,4,4,11,11,12,11,11
"37147001507",3,10,2,9,5,10,9,13,10,10,10,12,12,4,4,4,11,11,12,11,11
"37147001506",3,10,2,9,5,10,9,13,10,10,10,12,12,4,4,4,11,11,12,11,11
"37191000018",6,11,11,9,2,1,1,13,11,4,4,11,11,11,12,12,13,13,4,12,10
"37191000017",6,11,11,9,2,1,1,11,11,4,4,11,11,11,12,12,13,13,4,12,10
"37023000070",7,9,4,13,13,7,7,5,4,6,2,5,5,5,5,5,5,5,5,5,9
"3714100LT18",2,1,1,5,2,1,1,11,11,4,4,11,11,11,12,12,13,13,4,12,12
"37191000016",6,11,11,9,2,1,1,11,11,4,4,11,11,11,12,12,13,13,4,12,10
"3712700P06A",11,3,3,3,11,2,11,8,9,11,11,13,13,12,11,11,12,12,11,4,4
"37147001503",3,10,2,9,5,10,9,13,10,10,10,12,12,4,4,4,11,11,12,11,11
"37191000015",2,11,11,9,2,1,1,13,11,4,4,11,11,11,12,12,13,13,4,12,10
"37191000014",6,11,11,9,2,1,1,13,11,4,4,11,11,11,12,12,13,13,4,12,10
"37067000405",8,5,12,8,8,13,5,6,4,12,3,5,5,5,5,5,5,5,5,5,9
"37191000013",6,11,11,9,2,1,1,13,11,4,4,11,11,11,12,12,13,13,4,12,10
"37067000404",8,5,12,8,8,13,5,6,4,12,3,5,5,5,5,5,5,5,5,5,9
"3712500WKWD",6,6,9,2,3,3,6,4,12,3,7,7,9,6,6,13,9,10,10,13,5
"3707700EAOX",1,3,7,3,9,9,13,1,7,7,9,10,10,10,10,3,10,8,8,8,8
"37067000403",8,5,12,8,8,13,5,6,4,5,3,5,5,5,5,5,5,5,5,5,9
"37067000402",8,5,12,8,8,13,5,6,4,5,3,5,5,5,5,5,5,5,5,5,9
"37067000401",8,5,12,8,8,13,5,7,1,5,3,8,8,5,5,5,5,5,5,5,9
"3713300HN14",2,1,1,5,5,1,1,11,11,4,4,11,11,11,12,12,13,13,4,12,12
"37175000TC1",4,4,4,13,12,12,12,12,6,1,1,1,1,1,1,1,1,1,1,1,1
"3703100ATSL",2,1,2,9,5,10,9,13,10,10,10,12,12,4,4,4,11,11,12,11,11
"371150SANDY",4,4,4,13,12,12,12,12,6,1,1,1,1,1,1,1,1,1,1,1,1
"37175000TC7",4,4,4,13,12,12,12,12,6,1,1,1,1,1,1,1,1,1,1,1,1
"3719700EBND",7,5,12,8,8,13,5,6,4,12,3,5,5,5,5,5,5,5,5,5,9
"37191000023",6,11,11,9,2,1,1,13,11,4,4,11,11,11,12,12,13,13,4,12,10
"37191000022",6,11,11,9,2,1,1,13,11,4,4,11,11,11,12,12,13,13,4,12,10
"37191000021",6,11,11,9,2,1,1,13,11,4,4,11,11,11,12,12,13,13,4,12,10
"3703100MASM",2,1,2,9,5,10,9,13,10,10,10,12,12,4,4,4,11,11,12,11,11
"3712700P05A",3,3,3,3,11,2,11,8,9,11,11,13,13,12,11,11,12,12,11,4,4
"370970000CD",7,5,6,8,6,13,5,6,2,12,2,6,6,8,7,7,8,9,9,9,13
"3719905-GRE",7,4,4,13,13,7,12,12,6,1,1,1,1,1,1,1,1,1,1,1,1
"3708700BE56",4,4,4,13,12,12,12,12,6,1,1,1,1,1,1,1,1,1,1,1,1
"371570000IR",5,8,10,10,7,13,13,7,1,5,5,8,10,9,10,10,3,3,3,3,3
"3719700DCRK",7,5,12,8,8,13,5,6,4,12,3,5,5,5,5,5,5,5,5,5,9
"370210050.1",4,4,4,13,12,12,12,12,6,1,1,1,1,1,1,1,1,1,1,1,1
"370970000CS",7,5,6,8,6,13,5,6,2,12,2,6,6,8,7,7,8,9,9,9,13
"3706100KENA",2,2,9,5,2,1,1,11,11,4,4,11,11,11,12,12,13,13,4,12,10
"37001000011",1,8,10,10,9,9,6,1,7,7,9,10,8,10,9,10,3,3,3,3,3
"37081000RC2",5,6,10,10,7,6,6,7,1,5,5,8,8,9,9,10,3,3,3,3,3
"37081000RC1",5,6,10,10,7,6,6,7,1,5,5,8,8,9,9,10,3,3,3,3,3
"3710900LS12",9,7,6,12,13,7,7,5,2,6,2,6,6,8,7,7,8,9,9,9,13
"371170000BG",3,10,2,9,5,10,9,13,10,10,10,12,12,4,4,4,11,11,12,11,11
"370210022.2",4,4,4,13,12,12,12,12,6,1,1,1,1,1,1,1,1,1,1,1,1
"3712700P08A",3,3,3,3,11,2,11,8,9,11,11,13,13,12,11,11,12,12,11,4,4
"371490TR123",4,4,4,12,12,12,12,12,6,1,1,1,1,1,1,1,1,1,1,1,1
"37001000013",1,8,10,10,7,6,6,1,7,7,9,10,8,10,9,10,3,3,3,3,3
"37125000BEN",6,6,5,10,10,5,6,4,12,3,7,7,9,6,6,13,9,10,10,13,5
"3703100BFT2",2,1,1,5,5,10,9,13,10,10,10,12,12,4,4,4,11,11,12,11,11
"3703100BFT1",2,1,1,5,5,10,9,13,10,10,10,12,12,4,4,4,11,11,12,11,11
"3710900LB34",9,7,6,12,13,7,7,5,2,6,2,6,6,8,7,7,8,9,9,9,13
"3708300CONC",3,10,2,3,5,10,11,8,10,10,11,13,13,4,4,11,11,11,12,11,11
"3705100LR63",6,2,9,2,10,5,2,9,8,9,13,4,4,13,13,8,4,4,13,10,10
"3705500KTHK",3,10,2,9,5,10,9,13,10,10,10,12,12,4,4,4,11,11,12,11,11
"370970000FT",7,9,6,4,6,4,4,6,2,12,2,6,6,8,7,7,8,9,9,9,13
"37001000001",1,8,10,7,7,6,6,1,7,7,9,10,8,9,9,3,10,8,8,8,8
"3708100H29B",5,8,10,11,7,6,6,7,1,5,5,8,8,9,9,10,3,3,3,3,3
"3716300GIDD",6,11,11,5,2,1,1,11,11,11,13,13,13,12,12,8,13,13,4,12,10
"3708100H29A",5,8,10,11,7,6,6,7,1,5,5,8,8,9,9,10,3,3,3,3,3
"37005000004",7,5,12,8,8,13,5,6,4,12,3,5,5,5,5,5,5,5,5,5,9
"3712700P07A",3,3,3,3,11,2,11,8,9,11,11,13,13,12,11,11,12,12,11,4,4
"37005000001",7,5,12,8,8,13,5,6,4,12,3,5,5,5,5,5,5,5,5,5,9
"37001000007",1,8,10,10,7,6,6,7,7,7,9,10,8,9,9,10,3,3,3,3,8
"370030000B1",7,5,6,12,13,13,5,6,2,12,3,6,6,8,7,7,8,9,9,9,13
"37001000005",1,8,10,10,9,9,6,1,1,7,9,10,8,10,9,10,3,3,3,3,3
"37025001-02",8,12,5,6,3,4,4,3,5,2,8,9,7,7,8,9,7,7,2,2,2
"37001000004",1,8,10,10,7,6,6,1,1,5,5,8,8,9,9,10,3,3,3,3,3
"37001000002",1,8,10,10,7,6,6,7,7,7,9,10,8,9,9,10,3,3,3,3,3
"370970000EM",7,5,6,8,6,13,5,6,2,12,3,6,6,8,7,7,8,9,9,9,13
"3719700SLIB",7,5,12,8,8,13,5,6,4,12,3,5,5,5,5,5,5,5,5,5,9
"37025001-08",8,12,5,6,3,4,4,3,5,2,8,9,7,7,8,9,7,7,2,2,2
"37025001-07",12,12,5,11,3,4,4,3,5,2,8,9,7,7,8,9,7,7,2,2,2
"370030000B2",7,5,6,12,13,13,5,6,2,12,3,6,6,8,7,7,8,9,9,9,13
"37025001-04",12,12,5,11,3,4,4,3,5,2,8,9,7,7,8,9,7,7,2,2,2
"37125000EWD",6,2,5,2,3,3,6,4,12,3,7,7,9,6,6,13,9,10,10,13,5
"37143BETHEL",3,10,2,9,5,10,9,13,10,10,10,12,12,4,4,4,11,11,12,11,11
"3719300113A",7,5,12,8,13,13,5,5,4,12,3,5,5,5,5,5,5,5,5,5,9
"370970DV2-A",9,12,6,4,6,4,4,6,2,12,2,6,6,8,7,7,8,9,9,9,13
"3708500PR16",10,2,9,2,10,5,2,9,8,9,13,4,4,13,13,8,4,4,13,10,10
"370070WADES",13,6,8,6,4,3,3,4,12,3,7,7,9,6,6,13,9,10,10,13,5
"3719903-EGY",7,4,4,13,12,12,12,12,6,1,1,1,1,1,1,1,1,1,1,1,1
"37155000041",6,2,9,2,10,5,2,9,8,9,13,4,4,13,13,8,4,4,13,10,12
"37155000040",6,2,9,2,10,5,2,9,8,9,13,4,4,13,13,8,4,4,13,10,12
"3703100BOGU",2,1,1,5,5,10,9,13,10,10,10,12,12,4,4,4,11,11,12,11,11
"3714500HLWY",1,3,7,7,9,9,13,1,7,7,9,10,10,10,10,3,10,8,8,8,8
"370970DV2-B",9,12,6,4,6,4,4,6,2,12,2,6,6,8,7,7,8,9,9,9,13
"37183016-06",10,11,11,1,1,11,10,10,9,13,12,3,3,3,3,6,6,6,6,6,6
"37183016-05",10,11,11,1,1,11,10,10,9,13,12,3,3,3,3,6,6,6,6,6,6
"37183016-04",10,11,3,1,1,11,10,10,13,13,12,3,3,3,3,6,6,6,6,6,6
"37183016-03",10,11,3,1,1,11,10,10,9,13,12,3,3,3,3,6,6,6,6,6,6
"37183016-02",10,11,11,1,1,11,11,10,9,13,12,3,3,3,3,6,6,6,6,6,6
"37183016-01",10,11,3,3,1,2,11,10,9,13,11,13,13,12,11,11,12,12,11,4,4
"3708500PR01",10,2,9,2,10,5,2,9,8,9,13,4,4,13,13,8,4,4,13,10,10
"370210041.1",4,4,4,13,12,12,12,12,6,1,1,1,1,1,1,1,1,1,1,1,1
"3703100IBSP",2,1,1,5,5,10,9,13,10,10,10,12,12,4,4,4,11,11,12,11,11
"3708500PR08",10,2,9,2,10,5,2,8,8,9,11,4,4,13,13,8,4,4,13,10,10
"3708500PR07",10,2,9,2,10,5,2,9,8,9,13,4,4,13,13,8,4,4,13,10,10
"37155000034",6,2,9,2,10,5,2,9,8,9,13,4,4,13,13,8,4,4,13,10,12
"37155000033",6,2,9,2,10,5,2,9,8,9,13,4,4,13,13,8,4,4,13,10,12
"3719908-CRA",7,4,4,13,12,12,12,12,6,1,1,1,1,1,1,1,1,1,1,1,1
"3703100CISL",2,1,2,9,5,10,9,13,10,10,10,12,12,4,4,4,11,11,12,11,11
"37155000030",6,2,9,2,10,5,2,9,8,9,13,4,4,13,13,8,4,4,13,10,12
"370830BUTWD",3,3,7,3,11,2,11,8,10,10,11,13,13,4,4,11,11,11,12,11,11
"37131SEABOA",3,10,2,3,5,10,11,8,10,10,11,12,13,4,4,11,11,11,12,11,11
"37025001-11",12,12,5,11,3,4,4,3,5,2,8,9,7,7,8,9,7,7,2,2,2
"37025001-10",12,12,5,11,3,4,4,3,5,2,8,9,7,7,8,9,7,7,2,2,2
"370210019.1",4,4,4,13,12,12,12,12,6,1,1,1,1,1,1,1,1,1,1,1,1
"37155000039",6,2,9,2,10,5,2,9,8,9,13,4,4,13,13,8,4,4,13,10,12
"37155000038",6,2,9,2,10,5,2,9,8,9,13,4,4,13,13,8,4,4,13,10,12
"37057000088",5,8,5,11,8,6,3,3,12,3,7,7,9,6,9,13,9,10,10,13,5
"37155000037",6,2,9,2,10,5,2,9,8,9,13,4,4,13,13,8,4,4,13,10,12
"37155000036",6,2,9,2,10,5,2,9,8,9,13,4,4,13,13,8,4,4,13,10,12
"37155000035",6,2,9,2,10,5,2,9,8,9,13,4,4,13,13,8,4,4,13,10,12
"37057000084",5,8,12,11,8,6,3,3,12,3,7,7,9,5,6,13,9,10,10,13,5
"3700700GULL",13,6,8,6,4,3,3,4,12,3,7,7,9,6,6,13,9,10,10,13,5
"37057000082",5,8,5,11,8,6,3,3,12,3,7,7,9,6,6,13,9,10,10,13,5
"3719300115A",7,5,12,8,8,13,5,6,4,12,3,5,5,5,5,5,5,5,5,5,9
"3704700P02B",2,1,1,2,10,5,1,9,8,4,4,11,4,13,13,12,4,4,13,10,12
"37057000076",5,8,5,11,8,6,3,3,12,3,7,7,9,6,6,13,9,10,10,13,5
"37057000074",5,8,5,11,8,3,3,3,12,3,7,7,9,6,6,13,9,10,10,13,5
"37057000072",5,8,5,11,8,6,3,3,12,3,7,7,9,6,6,13,9,10,10,13,5
"37147001101",3,10,2,9,5,10,9,13,10,10,10,12,12,4,4,4,11,11,12,11,11
"370810MON2B",5,8,10,10,7,6,6,7,1,5,5,8,8,9,9,10,3,3,3,3,3
"37057000070",5,8,5,11,8,6,3,3,12,3,7,7,9,6,6,13,9,10,10,13,5
"370810MON2A",5,8,10,10,7,6,6,7,1,5,5,8,8,9,9,10,3,3,3,3,3
"371170000HS",3,10,2,9,5,10,9,13,10,10,10,12,12,4,4,4,11,11,12,11,11
"37183016-09",10,11,3,1,1,11,10,10,9,13,12,13,13,12,11,11,12,12,11,4,4
"37183016-07",10,11,3,1,1,11,10,10,13,13,12,3,3,3,3,6,6,6,6,6,6
"37057000078",5,8,5,11,3,3,3,3,4,12,7,7,9,6,6,13,9,10,10,13,5
"3714500WDSD",1,3,7,7,9,9,13,1,7,7,9,10,10,10,10,3,10,8,8,8,8
"371170000HM",3,10,2,9,5,10,9,13,10,10,10,12,12,4,4,4,11,11,12,11,11
"3704700P01A",2,1,1,2,10,5,2,9,8,9,13,4,4,13,13,12,4,4,13,10,12
"37125000VSS",6,6,9,2,3,3,6,4,12,3,7,7,9,6,6,13,9,10,10,13,5
"3707500WEST",4,4,4,13,12,12,12,12,6,1,1,1,1,1,1,1,1,1,1,1,1
"3714701508B",3,10,2,9,5,10,9,13,10,10,10,12,12,4,4,4,11,11,12,11,11
"3714701508A",3,10,2,9,5,10,9,13,10,10,10,12,12,4,4,4,11,11,12,11,11
"37037000085",13,6,5,10,3,3,6,4,12,3,7,7,9,6,6,3,10,8,8,8,8
"37183016-11",10,11,3,3,1,2,11,10,9,13,11,13,13,12,11,11,12,12,11,4,4
"37183016-10",10,11,3,3,1,2,11,10,9,13,12,13,13,12,11,11,12,12,11,4,4
"3718100HTOP",11,3,7,3,11,9,13,1,7,7,9,10,10,10,10,3,10,8,8,8,8
"3715500005A",6,2,9,2,10,5,2,9,8,9,13,4,4,13,13,8,4,4,13,10,12
"371170000GR",3,10,2,9,5,10,9,13,10,10,10,12,12,4,4,4,11,11,12,11,11
"3705500CHCA",3,10,2,9,5,10,9,13,10,10,10,12,12,4,4,4,11,11,12,11,11
"371170000GN",3,10,2,9,5,10,9,13,10,10,10,12,12,4,4,4,11,11,12,11,11
"370210063.1",4,4,4,13,12,12,12,12,6,1,1,1,1,1,1,1,1,1,1,1,1
"3700500006A",7,5,12,8,8,13,5,6,4,12,3,5,5,5,5,5,5,5,5,5,9
"37051SL78-3",6,2,9,2,10,5,2,9,8,9,13,4,4,13,13,8,4,4,13,10,10
"371050000D2",13,6,9,10,3,3,2,9,8,9,13,4,4,13,13,8,4,4,13,10,10
"371050000D1",13,6,9,10,3,3,2,4,8,9,13,4,4,13,13,8,4,4,13,10,10
"37037000075",13,13,11,1,9,9,10,4,12,3,9,7,10,10,10,3,10,8,8,8,8
"37037000078",13,6,11,1,9,9,10,4,12,3,7,7,10,10,10,3,10,8,8,8,8
"3714701507B",3,10,2,9,5,10,9,13,10,10,10,12,12,4,4,4,11,11,12,11,11
"37065001401",3,10,2,9,11,2,11,8,9,11,10,13,12,12,11,11,12,12,11,4,4
"37099000CAN",4,4,4,13,12,12,12,12,6,1,1,1,1,1,1,1,1,1,1,1,1
"3703300ANDE",1,3,7,7,9,9,13,1,1,7,9,10,10,10,10,10,3,3,3,8,3
"37099000CAS",4,4,4,13,12,12,12,12,6,1,1,1,1,1,1,1,1,1,1,1,1
"371050000C2",13,6,9,10,3,3,2,9,8,9,13,4,4,13,13,8,4,4,13,10,10
"371370002OT",3,10,2,9,5,10,9,13,10,10,10,12,12,4,4,4,11,11,12,11,11
"371050000C1",13,6,9,10,3,3,2,9,8,9,13,4,4,13,13,8,4,4,13,10,10
"3707700OKHL",1,3,7,3,9,9,13,1,7,7,9,10,10,10,10,3,10,8,8,8,8
"37097000ST5",7,5,6,4,6,4,4,6,2,12,2,6,6,8,7,7,8,9,9,9,13
"37097000ST4",7,5,6,4,6,4,4,6,2,12,2,6,6,8,7,7,8,9,9,9,13
"37097000ST3",7,5,6,4,6,4,4,6,2,12,2,6,6,8,7,7,8,9,9,9,13
"37097000ST2",7,5,6,4,6,13,5,6,2,12,2,6,6,8,7,7,8,9,9,9,13
"37097000ST1",7,9,6,8,6,13,5,6,2,12,2,6,6,8,7,7,8,9,9,9,13
"3713300NM13",2,1,1,5,2,1,1,11,11,4,4,11,11,11,12,12,13,13,4,12,12
"37183005-08",11,13,3,1,9,11,10,4,12,3,12,3,3,3,3,3,10,6,6,6,6
"37183005-07",1,13,11,1,9,11,10,4,12,3,12,3,3,3,3,3,10,8,8,8,8
"37097000ST6",7,9,6,8,6,4,4,6,2,12,2,6,6,8,7,7,8,9,9,9,13
"371190238.1",9,12,13,4,6,4,4,3,5,2,8,9,7,7,8,9,7,7,2,2,2
"3707900WALS",3,10,2,9,2,10,9,13,10,10,10,12,12,4,4,4,11,11,12,11,11
"37083000HOL",3,3,7,3,5,10,11,8,10,10,11,13,13,4,4,11,11,11,12,11,11
"371050000E1",13,6,9,10,3,3,2,9,8,9,13,4,4,13,13,8,4,4,13,10,10
"370550000MH",3,10,2,9,5,10,9,13,10,10,10,12,12,4,4,4,11,11,12,11,11
"370450MULLS",4,9,6,12,13,7,7,5,2,6,2,6,6,8,7,7,8,9,9,9,13
"37183009-02",10,13,3,3,11,2,11,8,9,11,11,13,13,12,11,11,12,12,11,4,4
"3714100SC13",2,1,1,5,2,1,1,11,11,4,4,11,11,11,12,12,13,13,4,12,12
"37183009-01",10,13,3,3,11,2,11,8,9,11,11,13,13,12,11,11,12,12,11,4,4
"371050000E2",13,6,9,10,3,3,2,9,8,9,13,4,4,13,13,8,4,4,13,10,10
"3708100H19A",5,8,10,11,7,6,3,7,1,5,5,8,8,9,9,10,3,3,3,3,3
"37183005-06",11,13,11,1,9,9,10,4,12,3,12,3,3,3,3,3,10,8,8,8,8
"37125000WAB",6,2,5,2,10,5,6,4,12,3,7,7,9,6,6,13,9,10,10,13,5
"37183005-05",11,13,3,1,1,11,10,10,13,13,12,10,10,10,10,6,6,6,6,6,6
"37183005-03",11,13,3,1,1,11,10,10,13,13,12,3,3,3,3,6,6,6,6,6,6
"37183005-01",11,13,11,1,9,11,10,4,12,3,12,3,3,3,3,3,6,8,8,8,8
"37183009-03",10,13,3,3,11,2,11,8,9,11,11,13,13,12,11,11,12,12,11,4,4
"3714701504B",3,10,2,9,5,10,9,13,10,10,10,12,12,4,4,4,11,11,12,11,11
"3714701504A",3,10,2,9,5,10,9,8,10,10,10,12,12,4,4,4,11,11,12,11,11
"3708100H19B",5,8,10,11,7,6,6,7,1,5,5,8,8,9,9,10,3,3,3,3,3
"370830RINGW",3,10,7,3,5,10,11,8,10,10,11,13,13,4,4,11,11,11,12,11,11
"37181000EH1",11,3,7,3,11,9,13,1,7,7,9,10,10,10,10,3,10,8,8,8,8
"3719700BNVL",7,5,12,8,8,13,5,6,4,12,3,5,5,5,5,5,5,5,5,5,9
"371170000CR",3,10,2,9,5,10,9,13,10,10,10,12,12,4,4,4,11,11,12,11,11
"3705100CC17",6,2,9,2,10,5,2,9,8,9,13,4,4,13,13,8,4,4,13,10,10
"3705100CC16",6,2,9,2,10,5,2,9,8,9,13,4,4,13,13,8,4,4,13,10,10
"3705100CC15",6,2,9,2,10,5,2,9,8,9,13,4,4,13,13,8,4,4,13,10,10
"3705100CC14",6,2,9,2,10,5,2,9,8,9,13,4,4,13,13,8,4,4,13,10,10
"3705100CC13",6,2,9,2,10,5,2,9,8,9,13,4,4,13,13,8,4,4,13,10,10
"37119000207",9,12,13,4,6,8,4,2,5,2,8,9,7,7,8,9,7,7,2,2,2
"3705100CC12",6,2,9,2,10,5,2,9,8,9,13,4,4,13,13,8,4,4,13,10,10
"37119000206",9,9,13,4,6,8,4,6,2,2,8,9,7,7,8,9,7,7,2,2,2
"37119000205",12,12,13,6,6,4,8,3,5,2,6,9,7,7,8,9,7,7,2,2,2
"3705100CC10",6,2,9,2,10,5,2,9,8,9,13,4,4,13,13,8,4,4,13,10,10
"37119000203",12,12,8,6,6,4,8,3,5,8,6,9,7,7,8,9,7,7,2,2,2
"37119000202",9,12,13,4,6,8,4,2,5,2,8,9,7,7,8,9,7,7,2,2,2
"37119000201",12,12,8,6,3,8,8,3,3,8,6,2,2,2,2,2,2,2,7,7,7
"37119000200",9,7,13,4,6,8,8,2,5,2,8,9,7,7,8,9,7,7,2,2,2
"3705100CC19",6,2,9,2,10,5,2,9,8,9,13,4,4,13,13,8,4,4,13,10,10
"3705100CC18",6,2,9,2,10,5,2,9,8,9,13,4,4,13,13,8,4,4,13,10,10
"371010PR31B",10,11,11,1,11,2,2,8,9,11,11,13,13,12,11,11,12,12,11,4,4
"371010PR31A",10,11,11,1,11,2,11,8,9,11,11,13,13,12,11,11,12,12,11,4,4
"37119000209",9,12,13,4,6,8,4,2,5,2,8,9,7,7,8,9,7,7,2,2,2
"37119000208",9,12,13,4,6,8,4,2,5,2,2,9,7,7,8,9,7,7,2,2,2
"3705100LI65",6,2,9,2,10,5,2,9,8,9,13,4,4,13,13,8,4,4,13,10,10
"370830FAUCT",3,10,7,3,5,10,11,8,10,10,11,13,13,4,4,11,11,11,12,11,11
"37025008-00",8,9,5,11,3,4,4,3,5,2,7,7,9,6,6,13,9,10,10,13,5
"370210028.1",4,4,4,13,12,12,12,12,6,1,1,1,1,1,1,1,1,1,1,1,1
"37065000501",3,10,2,3,11,2,11,8,10,10,10,13,12,4,4,11,11,11,11,4,4
"3705100CC06",6,2,9,2,10,5,2,9,8,9,13,4,4,13,13,8,4,4,13,10,10
"3705100CC05",6,2,9,2,10,5,2,9,8,9,13,4,4,13,13,8,4,4,13,10,10
"3712700P20A",3,3,3,3,11,2,11,8,9,11,11,13,13,12,11,11,12,12,11,4,4
"3705100CC04",6,2,9,2,10,5,2,9,8,9,13,4,4,13,13,8,4,4,13,10,10
"3705100CC03",6,2,9,2,10,5,2,9,8,9,13,4,4,13,13,8,4,4,13,10,10
"370210015.1",4,4,4,13,12,12,12,12,6,1,1,1,1,1,1,1,1,1,1,1,1
"3707700WOEL",1,3,7,3,9,9,13,1,7,7,9,10,10,10,10,3,10,8,8,8,8
"37081000OR2",5,8,10,10,7,6,6,7,1,5,5,8,8,9,9,10,3,3,3,3,3
"3705100CC01",6,2,9,2,10,5,2,9,8,9,13,4,4,13,13,8,4,4,13,10,10
