"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500","iteration_1550","iteration_1600","iteration_1650","iteration_1700","iteration_1750","iteration_1800","iteration_1850","iteration_1900","iteration_1950","iteration_2000","iteration_2050","iteration_2100","iteration_2150","iteration_2200","iteration_2250","iteration_2300","iteration_2350","iteration_2400","iteration_2450","iteration_2500","iteration_2550","iteration_2600","iteration_2650","iteration_2700","iteration_2750","iteration_2800","iteration_2850","iteration_2900","iteration_2950","iteration_3000"
"37023000066",6,13,1,1,1,7,7,8,10,10,1,1,1,10,10,6,11,1,13,13,5,1,1,13,13,12,2,9,5,6,4,5,1,1,1,2,2,2,10,2,10,10,10,4,4,4,10,10,10,10,10,10,10,10,12,4,4,4,4,10,10
"37023000065",6,8,1,1,1,7,7,10,10,10,8,1,1,10,10,6,11,1,13,13,5,1,1,13,12,2,2,9,5,6,4,6,1,1,1,2,2,2,10,2,10,10,10,4,4,4,10,10,10,10,10,10,10,10,12,4,4,4,4,10,10
"37123000STA",10,10,12,4,6,6,9,11,3,1,9,3,6,1,3,12,10,10,9,3,2,11,3,7,4,11,4,4,6,7,7,7,5,6,6,6,6,4,6,13,4,4,4,2,2,12,12,12,12,12,4,2,2,7,7,7,2,2,2,7,7
"37023000064",6,8,1,1,1,7,8,10,10,10,1,1,8,10,10,6,11,1,13,13,5,1,1,13,13,13,9,9,5,6,4,6,1,1,1,2,2,2,10,2,10,10,10,4,4,4,10,10,10,10,10,10,10,10,12,4,4,4,4,10,10
"37023000062",6,13,1,1,1,1,7,8,8,8,8,1,1,10,10,6,11,1,13,13,5,5,1,13,13,12,2,9,5,6,4,5,1,1,1,2,2,2,10,2,10,10,10,4,4,4,10,10,10,10,10,10,10,10,12,4,4,4,4,10,10
"37025012-09",8,3,6,7,7,8,10,11,11,1,11,11,2,3,8,5,1,3,5,7,1,12,5,5,5,1,5,12,9,4,6,4,13,2,13,13,1,6,4,10,2,2,7,7,7,7,7,4,4,4,12,12,12,12,10,10,10,10,12,12,12
"37147001501",7,9,10,2,2,2,13,2,2,2,6,12,12,12,4,4,4,4,4,10,6,3,10,11,10,10,6,10,3,3,10,10,3,3,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,13,13,13,13,13,9,9,9,5,5,5
"37025012-08",8,3,6,7,7,11,10,11,11,1,11,10,11,3,6,5,7,3,5,7,1,12,5,5,5,1,5,12,9,4,6,4,13,2,13,13,1,6,4,10,2,2,7,7,7,7,7,4,4,4,12,12,12,12,10,10,10,10,12,12,12
"37025012-06",8,3,6,7,3,11,10,11,11,1,11,10,11,3,8,5,7,3,5,7,1,12,5,5,5,1,5,12,4,4,6,4,13,2,13,13,1,6,4,10,2,2,7,7,7,7,7,4,4,4,12,12,12,12,10,10,10,10,12,12,12
"37025012-05",8,3,6,7,3,11,10,11,11,1,11,10,11,3,8,5,1,3,5,7,1,12,5,5,5,1,5,12,9,4,6,4,13,2,13,13,1,6,4,10,2,2,7,7,7,7,7,4,4,4,12,12,12,12,10,10,10,10,12,12,12
"37025012-04",8,3,6,7,3,11,10,11,11,1,11,10,11,3,6,5,7,3,5,7,1,12,5,5,5,1,5,12,9,4,6,4,13,2,13,13,1,6,4,10,2,2,7,7,7,7,7,4,4,4,12,12,12,12,10,10,10,10,12,12,12
"37147001509",1,9,10,2,2,2,13,5,2,2,6,12,12,12,4,4,4,4,4,10,6,3,10,11,10,10,6,10,3,3,10,10,3,3,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,13,13,13,13,13,9,9,9,5,5,5
"37147001507",7,9,10,2,2,2,13,5,2,2,6,12,12,12,4,4,4,4,4,10,6,3,10,11,10,10,6,10,3,3,10,10,3,3,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,13,13,13,13,13,9,9,9,5,5,5
"37147001506",7,9,10,2,2,2,13,5,2,2,6,12,12,12,4,4,4,4,4,10,6,3,10,11,10,10,6,10,3,3,10,10,3,3,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,13,13,13,13,13,9,9,9,5,5,5
"37191000018",7,2,10,2,4,3,12,5,13,12,13,13,12,13,13,13,4,4,4,8,10,10,10,3,10,10,6,8,1,1,3,8,9,4,3,3,3,3,3,9,9,9,9,9,9,9,9,9,9,5,5,5,5,5,5,5,13,13,13,13,13
"37191000017",7,2,10,2,4,3,12,5,13,12,13,13,12,13,13,13,4,4,4,8,10,10,10,3,10,10,6,8,1,1,3,8,9,4,3,3,3,3,3,9,9,9,9,9,9,9,9,9,9,5,5,5,5,5,5,5,13,13,13,13,13
"37023000070",6,13,1,1,1,7,7,8,8,8,1,1,1,10,10,6,11,1,13,13,5,1,1,13,12,2,2,9,5,6,4,6,1,1,1,2,2,2,10,2,10,10,10,4,4,4,10,10,10,10,10,10,10,10,12,4,4,4,4,10,10
"3714100LT18",1,11,2,12,13,13,2,4,4,3,3,13,13,13,13,13,2,2,9,2,3,2,11,3,3,4,3,3,8,9,1,3,5,5,4,4,4,1,1,3,3,3,3,3,5,5,5,5,5,9,9,9,9,9,9,3,3,3,3,3,3
"37191000016",7,2,10,2,4,3,12,5,13,12,6,13,12,13,13,13,4,4,4,8,10,10,10,3,10,10,6,8,1,1,3,8,9,4,3,3,3,3,3,9,9,9,9,9,9,9,9,9,9,5,5,5,5,5,5,5,13,13,13,13,13
"3712700P06A",7,2,11,10,5,3,3,3,13,2,6,12,12,12,4,4,4,4,4,10,6,3,10,11,10,10,6,10,3,3,10,10,3,3,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,13,13,13,13,13,9,9,9,5,5,5
"37147001503",7,9,10,2,2,2,13,2,2,2,6,12,12,12,4,4,4,4,4,10,6,3,10,11,10,10,6,10,3,3,10,10,3,3,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,13,13,13,13,13,9,9,9,5,5,5
"37191000015",7,2,10,2,4,3,12,5,13,12,13,13,12,13,13,13,4,4,4,10,10,10,10,3,10,10,6,8,1,1,1,8,10,5,4,3,3,3,3,9,9,9,9,9,9,9,9,9,9,5,5,5,5,5,5,5,13,13,13,13,13
"37191000014",7,2,10,2,4,3,12,5,13,12,13,13,12,13,13,13,4,4,4,10,10,10,10,3,10,10,6,8,1,1,3,8,10,4,3,3,3,3,3,9,9,9,9,9,9,9,9,9,9,5,5,5,5,5,5,5,13,13,13,13,13
"37067000405",6,12,13,6,11,12,6,9,1,9,2,7,4,7,7,8,9,13,10,1,7,7,7,7,7,8,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6,8,12,2,8,7,7,7,7,7,7,2,2,2,8,8,8,8,8
"37191000013",7,2,10,2,4,3,12,5,13,12,13,13,12,13,13,13,4,4,4,10,10,10,10,3,10,10,6,8,1,1,3,8,10,4,3,3,3,3,3,9,9,9,9,9,9,9,9,9,9,5,5,5,5,5,5,5,13,13,13,13,13
"37067000404",6,12,13,6,11,12,6,9,1,9,2,7,4,7,7,8,9,13,10,1,7,7,7,7,7,8,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6,8,12,2,8,7,7,7,7,7,7,2,2,2,8,8,8,8,8
"3712500WKWD",13,10,12,4,6,6,9,6,3,13,9,3,6,6,12,12,10,10,9,3,2,11,3,2,4,11,8,6,6,7,7,7,7,7,6,6,6,4,6,13,4,4,4,6,8,8,2,13,13,13,1,1,1,8,8,8,7,7,7,2,2
"3707700EAOX",5,5,9,5,9,9,3,3,13,2,12,5,5,4,4,4,4,4,4,10,6,9,6,11,10,10,10,10,3,3,9,10,3,3,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,13,13,13,13,13,9,9,9,5,5,5
"37067000403",6,12,13,6,11,12,6,9,1,9,2,7,4,7,7,8,13,13,10,1,7,7,7,7,7,8,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6,8,12,2,8,7,7,7,7,7,7,2,2,2,8,8,8,8,8
"37067000402",6,12,13,6,11,12,6,9,1,9,2,7,4,7,7,8,13,13,10,1,7,7,7,7,7,8,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6,8,12,2,8,7,7,7,7,7,7,2,2,2,8,8,8,8,8
"37067000401",9,12,13,6,11,12,6,9,1,9,2,7,4,7,7,8,9,13,10,1,7,7,7,7,7,8,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6,8,12,2,8,7,7,7,7,7,7,2,2,2,8,8,8,8,8
"3713300HN14",1,2,2,12,13,13,2,4,4,12,3,13,13,13,13,13,2,2,2,2,3,2,11,3,3,4,3,3,8,9,1,3,10,5,4,4,7,1,1,3,3,5,5,5,5,5,5,5,5,9,9,9,9,9,9,13,5,5,9,9,9
"37175000TC1",3,6,8,8,8,1,8,8,8,8,8,8,8,8,1,1,6,11,11,11,13,13,13,12,12,2,2,5,11,11,5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"3703100ATSL",1,9,10,2,2,2,13,2,2,12,13,13,13,13,13,13,2,2,2,2,3,2,11,3,3,4,3,3,8,9,1,3,10,5,4,4,7,7,1,3,3,5,5,5,5,5,5,5,5,9,9,9,9,9,9,13,5,5,9,9,9
"371150SANDY",3,6,8,8,8,1,8,8,8,8,8,8,8,8,1,1,6,11,11,11,13,13,13,12,12,2,2,5,11,11,5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"37175000TC7",3,6,8,8,8,1,8,8,8,8,8,8,8,8,1,1,6,11,11,11,13,13,13,12,12,2,2,5,11,11,5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"3719700EBND",6,13,1,9,3,11,10,9,1,9,2,7,11,1,6,8,13,3,13,7,1,5,12,1,2,12,11,11,13,5,11,5,1,13,2,1,10,10,2,4,7,7,2,2,2,12,12,7,7,7,7,7,7,7,7,7,8,8,8,8,8
"37191000023",7,2,10,2,4,3,12,5,13,12,13,13,12,13,13,13,4,4,4,8,10,10,10,3,10,10,6,8,1,1,3,8,9,4,3,3,3,3,3,9,9,9,9,9,9,9,9,9,9,5,5,5,5,5,5,5,13,13,13,13,13
"37191000022",7,2,10,2,4,3,12,5,13,12,13,13,12,13,13,13,4,4,4,8,6,3,10,3,10,10,6,8,1,1,3,8,9,4,3,3,3,3,3,9,9,9,9,9,9,9,9,9,9,5,5,5,5,5,5,5,13,13,13,13,13
"37191000021",7,2,10,2,4,3,12,5,13,12,13,13,12,13,13,13,4,4,4,8,10,10,10,3,10,10,6,8,1,1,3,8,9,4,3,3,3,3,3,9,9,9,9,9,9,9,9,9,9,5,5,5,5,5,5,5,13,13,13,13,13
"3703100MASM",1,9,10,2,2,2,13,2,2,12,3,13,13,13,13,13,2,2,2,2,3,2,11,3,3,4,3,3,8,9,1,3,10,5,4,4,7,7,1,3,3,5,5,5,5,5,5,5,5,9,9,9,9,9,9,13,5,5,9,9,9
"3712700P05A",7,2,11,10,5,3,3,2,13,2,6,12,12,12,4,4,4,4,4,10,6,3,10,11,10,10,6,10,3,3,10,10,3,3,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,13,13,13,13,13,9,9,9,5,5,5
"370970000CD",6,3,6,9,3,11,11,10,10,10,7,10,11,1,6,5,7,3,13,7,1,5,12,1,2,12,11,11,13,5,11,5,8,13,2,1,10,10,2,4,7,7,2,2,2,12,12,12,12,12,4,2,2,7,7,7,2,2,2,7,7
"3719905-GRE",3,6,8,8,8,1,8,8,8,8,1,1,8,8,1,6,6,11,11,11,13,13,13,12,12,2,2,5,13,5,5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"3708700BE56",3,6,8,8,8,1,8,8,8,8,8,8,8,8,1,1,6,11,11,11,13,13,13,12,12,2,2,5,11,11,5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"371570000IR",9,12,13,6,11,12,9,13,12,9,5,4,7,7,7,7,13,9,1,1,9,9,6,10,7,7,1,1,7,13,13,13,6,10,10,10,10,13,13,6,6,6,6,8,12,2,8,7,7,7,7,7,7,2,2,2,8,8,8,8,8
"3719700DCRK",6,13,6,9,3,11,10,9,1,9,2,7,4,7,6,8,13,3,13,7,1,5,12,1,2,12,11,11,13,5,11,5,1,13,2,1,10,10,2,4,7,7,2,2,2,12,12,12,12,12,4,2,2,7,7,7,2,2,2,7,7
"370210050.1",3,6,8,8,8,1,8,8,8,8,8,8,8,8,1,1,6,11,11,11,13,13,13,12,12,2,2,5,11,11,5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"370970000CS",13,3,6,9,3,11,10,11,10,10,7,10,11,1,6,5,7,3,13,7,1,5,12,1,2,12,11,11,13,5,11,5,8,13,2,1,10,10,2,4,7,7,2,2,2,12,12,12,12,12,4,2,2,7,7,7,2,2,2,7,7
"3706100KENA",1,2,2,13,4,3,2,5,13,3,13,13,13,13,13,13,2,2,2,2,3,2,11,3,3,4,3,3,8,9,1,3,10,5,4,4,7,7,1,3,3,5,5,5,5,5,5,5,5,9,9,9,9,9,9,13,5,5,9,9,9
"37001000011",9,5,9,5,9,4,4,13,12,6,5,4,7,4,3,7,13,9,1,12,9,9,6,10,8,7,1,1,7,13,13,13,6,10,10,10,13,13,13,6,6,6,12,12,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"37081000RC2",5,12,9,5,9,6,9,13,12,6,5,4,7,4,3,7,9,9,1,12,9,9,6,7,8,7,1,1,7,13,13,13,6,10,10,10,13,13,13,6,6,6,12,12,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"37081000RC1",5,12,9,6,9,12,9,13,12,6,5,4,7,4,3,7,13,9,1,12,9,9,6,7,8,7,1,1,7,13,13,13,6,10,10,10,13,13,13,6,6,6,12,12,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"3710900LS12",2,13,4,1,1,7,7,7,10,10,1,1,1,10,10,6,11,1,6,9,11,1,1,13,13,13,9,9,5,6,4,6,8,1,1,2,2,2,10,2,10,10,10,4,4,4,10,10,10,10,10,10,10,10,12,4,4,4,4,10,10
"371170000BG",7,9,10,2,2,2,13,2,2,12,13,12,13,13,4,4,2,2,2,2,3,2,10,11,10,10,6,3,3,3,10,10,10,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,9,9,9,9,9,9,9,9,9,5,5,5
"370210022.2",3,6,8,8,8,1,8,8,8,8,8,8,8,8,1,1,6,11,11,11,13,13,13,12,12,2,2,5,11,11,5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"3712700P08A",7,2,11,10,4,3,13,2,13,2,6,12,12,12,4,4,4,4,4,10,6,3,10,11,10,10,6,10,3,3,10,10,3,3,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,13,13,13,13,13,9,9,9,5,5,5
"371490TR123",3,6,8,8,8,1,8,8,8,8,8,8,8,8,1,1,6,11,13,13,13,13,13,12,12,13,9,5,11,11,5,11,11,1,1,2,2,2,10,2,10,10,10,4,4,4,10,10,10,10,10,10,10,10,12,4,4,4,4,10,10
"37001000013",9,5,9,5,9,4,4,13,12,6,5,4,7,4,3,7,13,9,1,12,9,9,6,10,8,7,1,1,7,13,13,13,6,10,10,10,13,13,13,6,6,6,12,12,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"37125000BEN",13,10,12,4,6,6,9,6,3,13,9,3,6,6,3,12,10,10,9,3,2,11,3,2,4,11,8,6,6,7,7,7,5,6,6,6,6,4,6,13,4,4,4,6,8,8,2,13,13,13,1,2,2,7,7,7,2,2,2,7,7
"3703100BFT2",1,9,10,2,2,2,13,2,2,12,3,13,13,13,13,13,2,2,2,2,3,2,11,3,3,4,3,3,8,9,1,3,10,5,4,4,7,7,1,3,3,5,5,5,5,5,5,5,5,9,9,9,9,9,9,13,5,5,9,9,9
"3703100BFT1",1,9,10,2,2,2,2,2,2,12,3,13,13,13,13,13,2,2,2,2,3,2,11,3,3,4,3,3,8,9,1,3,10,5,4,4,7,7,1,3,3,5,5,5,5,5,5,5,5,9,9,9,9,9,9,13,5,5,9,9,9
"3710900LB34",2,13,4,1,1,7,7,7,10,10,1,1,1,10,10,6,11,1,6,9,11,1,1,13,13,13,9,9,5,6,4,6,8,1,1,2,2,2,10,2,10,10,10,4,4,4,10,10,10,10,10,10,10,10,12,4,4,4,4,10,10
