"GEOID20","assignment"
"37025012-12",8
"37025012-11",8
"37025012-10",8
"3700300T2T3",8
"3712500EKWD",9
"371370005AP",3
"3704300TUSQ",12
"37191000001",3
"3715900019A",8
"370510G3A-2",9
"37167000022",2
"370510G3A-1",9
"37167000021",9
"3700100003S",10
"37115GRAPEV",12
"37167000020",9
"37183004-05",13
"37125000WND",9
"37191000029",3
"37183004-04",13
"3700100003N",10
"37191000028",3
"37183004-03",6
"37191000027",3
"370210044.1",12
"37183004-02",13
"37191000026",3
"37183004-01",13
"37167000028",9
"37191000024",3
"3716300CLNE",3
"37167000027",9
"37167000026",9
"37167000025",2
"3700100003W",10
"37167000024",2
"37167000023",2
"37025012-03",8
"370810NWASH",14
"37023000066",7
"37023000065",7
"37123000STA",9
"37023000064",7
"37023000062",7
"37025012-09",8
"37147001501",4
"37025012-08",8
"37025012-06",8
"37025012-05",8
"37025012-04",8
"37147001509",4
"37147001507",4
"37147001506",4
"37191000018",3
"37191000017",3
"37023000070",7
"3714100LT18",1
"37191000016",3
"3712700P06A",4
"37147001503",4
"37191000015",3
"37191000014",3
"37067000405",11
"37191000013",3
"37067000404",11
"3712500WKWD",9
"3707700EAOX",6
"37067000403",11
"37067000402",11
"37067000401",11
"3713300HN14",1
"37175000TC1",12
"3703100ATSL",3
"371150SANDY",12
"37175000TC7",12
"3719700EBND",11
"37191000023",3
"37191000022",3
"37191000021",3
"3703100MASM",3
"3712700P05A",4
"370970000CD",8
"3719905-GRE",12
"3708700BE56",12
"371570000IR",14
"3719700DCRK",11
"370210050.1",12
"370970000CS",8
"3706100KENA",3
"37001000011",10
"37081000RC2",14
"37081000RC1",14
"3710900LS12",7
"371170000BG",4
"370210022.2",12
"3712700P08A",4
"371490TR123",12
"37001000013",10
"37125000BEN",9
"3703100BFT2",3
"3703100BFT1",3
"3710900LB34",7
"3708300CONC",4
"3705100LR63",9
"3705500KTHK",4
"370970000FT",8
"37001000001",10
"3708100H29B",14
"3716300GIDD",3
"3708100H29A",14
"37005000004",8
"3712700P07A",4
"37005000001",8
"37001000007",10
"370030000B1",7
"37001000005",10
"37025001-02",2
"37001000004",10
"37001000002",10
"370970000EM",11
"3719700SLIB",11
"37025001-08",2
"37025001-07",2
"370030000B2",8
"37025001-04",2
"37125000EWD",9
"37143BETHEL",4
"3719300113A",8
"370970DV2-A",8
"3708500PR16",13
"370070WADES",9
"3719903-EGY",12
"37155000041",1
"37155000040",1
"3703100BOGU",3
"3714500HLWY",10
"370970DV2-B",8
"37183016-06",13
"37183016-05",13
"37183016-04",13
"37183016-03",13
"37183016-02",13
"37183016-01",13
"3708500PR01",9
"370210041.1",12
"3703100IBSP",3
"3708500PR08",3
"3708500PR07",13
"37155000034",9
"37155000033",1
"3719908-CRA",12
"3703100CISL",3
"37155000030",1
"370830BUTWD",4
"37131SEABOA",4
"37025001-11",2
"37025001-10",2
"370210019.1",12
"37155000039",1
"37155000038",1
"37057000088",11
"37155000037",1
"37155000036",1
"37155000035",1
"37057000084",11
"3700700GULL",9
"37057000082",11
"3719300115A",8
"3704700P02B",1
"37057000076",11
"37057000074",11
"37057000072",11
"37147001101",4
"370810MON2B",14
"37057000070",11
"370810MON2A",14
"371170000HS",4
"37183016-09",13
"37183016-07",13
"37057000078",11
"3714500WDSD",10
"371170000HM",4
"3704700P01A",1
"37125000VSS",9
"3707500WEST",12
"3714701508B",4
"3714701508A",4
"37037000085",13
"37183016-11",13
"37183016-10",6
"3718100HTOP",6
"3715500005A",1
"371170000GR",4
"3705500CHCA",4
"371170000GN",4
"370210063.1",12
"3700500006A",8
"37051SL78-3",9
"371050000D2",13
"371050000D1",13
"37037000075",13
"37037000078",13
"3714701507B",4
"37065001401",4
"37099000CAN",12
"3703300ANDE",10
"37099000CAS",12
"371050000C2",13
"371370002OT",3
"371050000C1",13
"3707700OKHL",6
"37097000ST5",8
"37097000ST4",8
"37097000ST3",8
"37097000ST2",8
"37097000ST1",8
"3713300NM13",1
"37183005-08",13
"37183005-07",13
"37097000ST6",8
"371190238.1",5
"3707900WALS",3
"37083000HOL",4
"371050000E1",13
"370550000MH",4
"370450MULLS",7
"37183009-02",6
"3714100SC13",1
"37183009-01",6
"371050000E2",13
"3708100H19A",14
"37183005-06",13
"37125000WAB",9
"37183005-05",13
"37183005-03",13
"37183005-01",13
"37183009-03",6
"3714701504B",4
"3714701504A",4
"3708100H19B",14
"370830RINGW",4
"37181000EH1",6
"3719700BNVL",11
"371170000CR",4
"3705100CC17",9
"3705100CC16",9
"3705100CC15",9
"3705100CC14",9
"3705100CC13",9
"37119000207",5
"3705100CC12",9
"37119000206",5
"37119000205",2
"3705100CC10",9
"37119000203",2
"37119000202",5
"37119000201",2
"37119000200",5
"3705100CC19",9
"3705100CC18",9
"371010PR31B",3
"371010PR31A",3
"37119000209",5
"37119000208",5
"3705100LI65",9
"370830FAUCT",4
"37025008-00",8
"370210028.1",12
"37065000501",4
"3705100CC06",9
"3705100CC05",9
"3712700P20A",4
"3705100CC04",9
"3705100CC03",9
"370210015.1",12
"3707700WOEL",6
"37081000OR2",14
"3705100CC01",9
"37081000OR1",11
"3707700CRDM",6
"3707700CRDL",6
"3705100CC08",9
"3708500PR32",13
"3705100CC07",9
"3708500PR31",9
"37119000221",2
"37119000220",2
"37083000HPR",4
"371050000B2",13
"371050000B1",13
"37025004-13",8
"370810000GR",14
"370130SURBA",4
"37025004-12",8
"37119000229",5
"3705100CC34",9
"37025004-11",8
"37119000228",5
"3705100CC33",9
"37119000227",2
"3705100CC32",9
"37119000226",2
"37119000225",5
"37119000224",5
"3708500PR25",9
"3708500PR24",3
"37119000222",5
"3708500PR23",13
"371290000WB",1
"3708500PR20",9
"3714701505B",4
"370890000SM",12
"3714100SP15",1
"3714701505A",4
"371870000P2",4
"3708500PR29",9
"371870000P1",4
"3708500PR28",13
"3703900GCRK",12
"3708500PR26",9
"370890000SW",12
"37115REVERE",12
"371510000PR",14
"37119000210",5
"3705100CC27",9
"371050000A2",13
"3705100CC26",9
"371050000A1",13
"37025004-03",8
"3705100CC25",9
"3705100CC24",9
"37025004-01",8
"37119000218",2
"371870000P3",4
"37119000217",2
"37119000216",2
"3705100CC21",9
"37119000215",2
"37119000214",5
"37119000213",5
"37045KINGST",7
"37119000212",5
"37119000211",5
"37025004-09",8
"370890000RR",12
"37025004-08",8
"3705100CC29",9
"37065001001",4
"37119000219",2
"3710900BS26",7
"3705100CC31",9
"370210058.1",12
"37173000BC2",12
"370890000SB",12
"37173000BC1",12
"370890000SE",12
"3704300BRAS",12
"371510000SE",14
"370210006.1",12
"37055000WAN",4
"37095000OCK",4
"3700300000M",8
"371810000CC",6
"371510000SO",14
"3700300000W",8
"3703900HOTH",12
"3704500KM-S",7
"3704500KM-N",7
"3705100G11B",9
"371510000RN",14
"371510000RM",14
"37107000PH2",3
"37107000PH1",3
"3701900010B",1
"37183012-02",13
"37183012-01",13
"371110MAR-5",12
"371110MAR-4",12
"371110MAR-3",12
"371110MAR-2",12
"371110MAR-1",12
"370130WASH4",4
"370130WASH2",4
"370130WASH1",4
"3713300CR07",1
"3700300000E",8
"3708900HV-3",12
"3708900HV-2",12
"37125000CAR",9
"3708900HV-1",12
"37125000CAM",9
"370210001.1",12
"370890000NM",12
"370910000M2",4
"370890000NW",12
"370910000M1",4
"3707900HOOK",3
"370210049.1",12
"3707900MAUR",3
"370910000ML",4
"37179000021",2
"37081000GIB",14
"37065000102",4
"37065000101",4
"370210036.1",12
"3703300MILT",10
"371510000LC",14
"37179000027",2
"371510000LB",14
"3710900TA37",7
"37179000026",2
"37179000025",2
"37179000024",2
"37067000504",11
"371150BEECH",12
"37179000023",2
"37067000503",11
"37179000022",2
"37067000502",11
"37065000104",4
"37067000501",11
"37065000103",4
"371510000NM",14
"37183012-09",13
"37183012-08",13
"37099000GLV",12
"37183012-07",13
"3700300G1G2",8
"37183012-06",13
"37183012-05",13
"37183012-04",13
"37067000507",11
"37067000506",11
"3706100CYCK",3
"370890000RG",12
"37067000505",11
"371370001RB",3
"3706100CHAR",3
"37179000010",2
"37099000CFK",12
"37179000018",2
"37011000002",8
"37011000001",8
"37179000016",2
"371870000LM",4
"370890000PV",12
"37179000015",2
"37179000014",2
"37179000013",2
"37179000012",2
"370890000PR",12
"37179000011",2
"37143PARKVI",4
"37011000009",8
"37011000008",8
"37011000007",8
"37011000006",8
"37011000005",8
"37123000BIS",9
"37011000004",8
"37179000019",2
"37011000003",8
"37169001618",11
"37179000043",2
"37179000042",2
"37179000041",2
"37179000040",2
"370210023.3",12
"370210023.2",12
"37009000020",8
"370210014.3",12
"370210014.2",12
"3712700P22A",4
"3706100HALL",3
"37179000032",2
"37179000031",2
"37179000030",2
"37179000039",2
"37179000036",2
"37179000035",2
"370910000HV",4
"37179000034",2
"37179000033",2
"37119000243",5
"37119000242",5
"37119000241",5
"37119000240",5
"3714500MTTZ",10
"3703900PCHT",12
"3712700P21A",4
"370210054.2",12
"3709700SH-B",8
"37147000301",4
"3709700SH-A",8
"37011000013",8
"37011000012",8
"37049000016",3
"37011000011",8
"37011000010",8
"37049000011",3
"37183001-09",6
"37119000232",2
"37119000231",2
"37183001-07",13
"37119000230",5
"37183001-06",6
"37011000019",8
"37183001-05",6
"37011000018",8
"37183001-04",6
"37011000017",8
"37183001-03",6
"37011000016",8
"3713300RL09",3
"37011000015",8
"37049000019",3
"3712700P24A",4
"37011000014",8
"37119000239",5
"37049000017",3
"37037000020",13
"37119000237",5
"37119000236",2
"37119000235",2
"37119000234",2
"37119000233",2
"370450RIPPY",7
"3715700ED-1",14
"37183001-13",6
"37037000024",13
"37183001-12",6
"37183001-11",6
"37183001-10",6
"37037000021",13
"37049000005",3
"37049000003",3
"37049000002",3
"37131CREEKS",4
"3712700P23A",4
"37125000TLT",9
"37049000007",3
"3707300004S",4
"37183017-09",6
"3712900CF06",1
"3715500026A",1
"37025009-00",8
"3712900CF05",1
"37177000001",4
"370330PROVI",10
"37037000015",13
"3712900CF02",1
"3712900CF01",1
"37183017-10",6
"37123000LIT",9
"37183001-02",6
"37183001-01",6
