"GEOID20","assignment"
"37025012-12",13
"37025012-11",13
"37025012-10",13
"3700300T2T3",1
"3712500EKWD",11
"371370005AP",12
"3704300TUSQ",6
"37191000001",3
"3715900019A",7
"370510G3A-2",11
"37167000022",13
"370510G3A-1",11
"37167000021",13
"3700100003S",5
"37115GRAPEV",6
"37167000020",13
"37183004-05",4
"37125000WND",11
"37191000029",3
"37183004-04",4
"3700100003N",5
"37191000028",3
"37183004-03",10
"37191000027",3
"370210044.1",6
"37183004-02",4
"37191000026",3
"37183004-01",4
"37167000028",13
"37191000024",3
"3716300CLNE",2
"37167000027",13
"37167000026",13
"37167000025",13
"3700100003W",5
"37167000024",13
"37167000023",13
"37025012-03",13
"370810NWASH",5
"37023000066",1
"37023000065",1
"37123000STA",13
"37023000064",1
"37023000062",1
"37025012-09",13
"37147001501",12
"37025012-08",13
"37025012-06",13
"37025012-05",13
"37025012-04",13
"37147001509",12
"37147001507",12
"37147001506",12
"37191000018",3
"37191000017",3
"37023000070",1
"3714100LT18",2
"37191000016",3
"3712700P06A",3
"37147001503",12
"37191000015",3
"37191000014",3
"37067000405",9
"37191000013",3
"37067000404",9
"3712500WKWD",11
"3707700EAOX",3
"37067000403",9
"37067000402",9
"37067000401",9
"3713300HN14",2
"37175000TC1",6
"3703100ATSL",12
"371150SANDY",6
"37175000TC7",6
"3719700EBND",9
"37191000023",3
"37191000022",3
"37191000021",3
"3703100MASM",12
"3712700P05A",3
"370970000CD",9
"3719905-GRE",6
"3708700BE56",6
"371570000IR",5
"3719700DCRK",9
"370210050.1",6
"370970000CS",9
"3706100KENA",2
"37001000011",5
"37081000RC2",5
"37081000RC1",5
"3710900LS12",1
"371170000BG",12
"370210022.2",6
"3712700P08A",3
"371490TR123",6
"37001000013",5
"37125000BEN",11
"3703100BFT2",12
"3703100BFT1",12
"3710900LB34",1
"3708300CONC",3
"3705100LR63",11
"3705500KTHK",12
"370970000FT",7
"37001000001",5
"3708100H29B",7
"3716300GIDD",2
"3708100H29A",7
"37005000004",9
"3712700P07A",3
"37005000001",9
"37001000007",5
"370030000B1",1
"37001000005",5
"37025001-02",13
"37001000004",5
"37001000002",5
"370970000EM",9
"3719700SLIB",9
"37025001-08",13
"37025001-07",13
"370030000B2",1
"37025001-04",13
"37125000EWD",11
"37143BETHEL",12
