iteration,score,cut_edges,dem_share_d1,dem_share_d2,dem_share_d3,dem_share_d4,dem_share_d5,dem_share_d6,dem_share_d7,dem_share_d8,dem_share_d9,dem_share_d10,dem_share_d11,dem_share_d12,dem_share_d13,dem_share_d14
0,11612.8908191396,838,0.43691157837335,0.40287000291499,0.493965083176792,0.318582920413532,0.526209872887685,0.424774357877043,0.604995727858784,0.423171988366825,0.730556747885368,0.466386771601496,0.464004995115422,0.570304395131702,0.483038757510805,0.437763171786266
1,11531.664348946,839,0.43691157837335,0.40287000291499,0.493965083176792,0.318582920413532,0.526209872887685,0.424774357877043,0.604995727858784,0.423171988366825,0.730556747885368,0.466386771601496,0.464004995115422,0.560500636176341,0.487802660165351,0.437763171786266
2,11468.8099779004,806,0.43691157837335,0.40287000291499,0.493965083176792,0.318582920413532,0.526209872887685,0.424774357877043,0.692390491005356,0.423171988366825,0.636603837426854,0.466386771601496,0.464004995115422,0.560500636176341,0.487802660165351,0.437763171786266
3,11424.0679386483,789,0.43691157837335,0.40287000291499,0.493965083176792,0.318582920413532,0.526209872887685,0.424774357877043,0.692390491005356,0.419496973957173,0.636603837426854,0.466386771601496,0.464004995115422,0.560500636176341,0.487802660165351,0.440684665607905
4,10832.3430821901,822,0.43691157837335,0.40287000291499,0.493965083176792,0.486601314421013,0.526209872887685,0.424774357877043,0.692390491005356,0.419496973957173,0.636603837426854,0.310209812288322,0.464004995115422,0.560500636176341,0.487802660165351,0.440684665607905
5,10759.2462263403,839,0.43691157837335,0.40287000291499,0.493965083176792,0.486601314421013,0.526209872887685,0.424774357877043,0.692390491005356,0.452789912160696,0.636603837426854,0.310209812288322,0.464004995115422,0.560500636176341,0.487802660165351,0.407015375294974
6,10950.3493940416,876,0.43691157837335,0.40287000291499,0.493965083176792,0.486601314421013,0.494842941681007,0.424774357877043,0.692390491005356,0.452789912160696,0.636603837426854,0.310209812288322,0.464004995115422,0.560500636176341,0.516639578331566,0.407015375294974
7,10932.8003483261,886,0.43691157837335,0.40287000291499,0.495455819569624,0.485998513379584,0.494842941681007,0.424774357877043,0.692390491005356,0.452789912160696,0.636603837426854,0.310209812288322,0.464004995115422,0.560500636176341,0.516639578331566,0.407015375294974
8,10910.4169551252,895,0.43691157837335,0.40287000291499,0.495455819569624,0.485998513379584,0.494842941681007,0.424774357877043,0.692390491005356,0.452789912160696,0.636603837426854,0.310209812288322,0.465863918455496,0.560500636176341,0.516639578331566,0.405144560225852
9,10905.6147202982,902,0.43691157837335,0.40287000291499,0.495455819569624,0.485998513379584,0.494842941681007,0.307174299694101,0.692390491005356,0.452789912160696,0.636603837426854,0.427244138044068,0.465863918455496,0.560500636176341,0.516639578331566,0.405144560225852
10,10713.7093783812,881,0.43691157837335,0.40287000291499,0.495455819569624,0.485998513379584,0.48593734313074,0.307174299694101,0.692390491005356,0.452789912160696,0.636603837426854,0.427244138044068,0.465863918455496,0.560500636176341,0.529505836334118,0.405144560225852
11,10679.1840640759,879,0.43691157837335,0.40287000291499,0.495455819569624,0.457224205851755,0.48593734313074,0.307174299694101,0.692390491005356,0.452789912160696,0.636603837426854,0.427244138044068,0.494120934249463,0.560500636176341,0.529505836334118,0.405144560225852
12,10705.5779073247,881,0.43691157837335,0.40287000291499,0.495455819569624,0.457224205851755,0.48593734313074,0.30581118382435,0.692390491005356,0.452789912160696,0.636603837426854,0.427244138044068,0.494120934249463,0.559828980879112,0.529505836334118,0.405144560225852
13,10971.3889631698,861,0.43691157837335,0.40287000291499,0.485883749791816,0.457224205851755,0.48593734313074,0.313907432997917,0.692390491005356,0.452789912160696,0.636603837426854,0.427244138044068,0.494120934249463,0.559828980879112,0.529505836334118,0.405144560225852
14,10681.5375226237,823,0.43691157837335,0.40287000291499,0.485883749791816,0.457224205851755,0.48593734313074,0.313907432997917,0.692390491005356,0.452789912160696,0.636603837426854,0.412039566454889,0.494120934249463,0.559828980879112,0.543373753318505,0.405144560225852
15,10708.2282736523,819,0.43691157837335,0.40287000291499,0.485883749791816,0.457224205851755,0.48593734313074,0.313907432997917,0.732118556106562,0.452789912160696,0.605284554712873,0.412039566454889,0.494120934249463,0.559828980879112,0.543373753318505,0.405144560225852
16,9395.1567917506,848,0.43691157837335,0.40287000291499,0.485883749791816,0.457224205851755,0.684428692164516,0.313907432997917,0.523010550103597,0.452789912160696,0.605284554712873,0.412039566454889,0.494120934249463,0.559828980879112,0.543373753318505,0.405144560225852
17,9395.11586126035,866,0.43691157837335,0.40287000291499,0.485883749791816,0.457224205851755,0.631713721844367,0.313907432997917,0.523010550103597,0.452789912160696,0.655954417599657,0.412039566454889,0.494120934249463,0.559828980879112,0.543373753318505,0.405144560225852
18,9435.30823812342,879,0.43691157837335,0.40287000291499,0.485883749791816,0.457224205851755,0.631713721844367,0.313907432997917,0.536165109663393,0.452789912160696,0.655954417599657,0.412039566454889,0.494120934249463,0.559828980879112,0.529385523212173,0.405144560225852
19,9410.26199880196,859,0.43691157837335,0.412453054333032,0.485883749791816,0.457224205851755,0.631713721844367,0.313907432997917,0.536165109663393,0.452789912160696,0.655954417599657,0.412039566454889,0.494120934249463,0.559828980879112,0.529385523212173,0.395227081074569
20,9416.42115814168,861,0.43691157837335,0.412453054333032,0.485883749791816,0.457224205851755,0.667942346511161,0.313907432997917,0.536165109663393,0.452789912160696,0.619200353267127,0.412039566454889,0.494120934249463,0.559828980879112,0.529385523212173,0.395227081074569
21,10421.4970632699,863,0.43691157837335,0.412453054333032,0.711337052628512,0.457224205851755,0.667942346511161,0.313907432997917,0.536165109663393,0.452789912160696,0.619200353267127,0.412039566454889,0.494120934249463,0.364854528873592,0.529385523212173,0.395227081074569
22,10250.4761024212,823,0.43691157837335,0.412453054333032,0.711337052628512,0.457224205851755,0.540440477500825,0.313907432997917,0.66350362902087,0.452789912160696,0.619200353267127,0.412039566454889,0.494120934249463,0.364854528873592,0.529385523212173,0.395227081074569
23,10249.6571164106,821,0.43691157837335,0.412453054333032,0.711337052628512,0.457224205851755,0.540440477500825,0.314607694021681,0.66350362902087,0.452789912160696,0.619200353267127,0.411760861267536,0.494120934249463,0.364854528873592,0.529385523212173,0.395227081074569
24,10267.8410699246,827,0.43691157837335,0.412453054333032,0.711337052628512,0.457224205851755,0.540440477500825,0.314607694021681,0.607555500818771,0.452789912160696,0.677903237280361,0.411760861267536,0.494120934249463,0.364854528873592,0.529385523212173,0.395227081074569
25,10008.4773045004,800,0.457634105783884,0.412453054333032,0.711337052628512,0.457224205851755,0.540440477500825,0.294542676428395,0.607555500818771,0.452789912160696,0.677903237280361,0.411760861267536,0.494120934249463,0.364854528873592,0.529385523212173,0.395227081074569
26,10005.4676973321,794,0.457634105783884,0.412453054333032,0.711337052628512,0.457224205851755,0.540440477500825,0.295218275094376,0.607555500818771,0.452789912160696,0.677903237280361,0.40973333505681,0.494120934249463,0.364854528873592,0.529385523212173,0.395227081074569
