iteration,score,cut_edges,county_splits
0,5150.3632509737,673,44.773632509737
1,4841.08281328815,635,42.0608281328815
2,4789.62811965064,652,41.3762811965064
3,4686.13943290554,656,40.3013943290554
4,4581.28598431144,664,39.1728598431144
5,4443.00415259964,671,37.7200415259965
6,4462.51693541461,690,37.7251693541461
7,4435.84909496537,662,37.7384909496537
8,4431.47700985898,660,37.7147700985898
9,4534.43077822182,666,38.6843077822182
10,4419.63823838973,660,37.5963823838973
11,4551.47406885637,669,38.8247406885637
12,4388.31448217739,649,37.3931448217739
13,4928.21518909641,719,42.0921518909641
14,4943.98202673984,724,42.1998202673984
15,5043.97226529444,718,43.2597226529444
16,5051.75191211976,726,43.2575191211976
17,4890.14055000075,708,41.8214055000075
18,4988.07308118794,703,42.8507308118794
19,4741.30641165553,652,40.8930641165553
20,5076.89038967608,662,44.1489038967608
21,5076.89038967608,662,44.1489038967608
22,5088.72156417549,659,44.2972156417549
23,5217.52008141256,694,45.2352008141256
24,5107.02084737001,693,44.1402084737001
25,4906.09826545588,695,42.1109826545588
26,4887.13353666791,697,41.9013353666791
27,4740.74547842755,669,40.7174547842755
28,5104.65434829298,675,44.2965434829298
29,5285.52469044905,691,45.9452469044905
30,5026.66111984849,685,43.4166111984849
31,5158.85257311847,687,44.7185257311847
32,5258.32603797516,698,45.6032603797516
33,5279.92779941377,696,45.8392779941377
34,5175.67375493406,694,44.8167375493406
35,5066.94451342733,691,43.7594451342733
36,5060.94451342733,685,43.7594451342733
37,5190.93896675603,705,44.8593896675603
38,5057.62229638188,692,43.6562229638188
39,5108.50463071526,738,43.7050463071526
40,4930.4864135426,692,42.384864135426
41,4818.63028479501,690,41.2863028479501
42,4560.20841556301,674,38.8620841556301
43,4571.26416007524,686,38.8526416007525
44,4664.66231554935,675,39.8966231554935
45,4456.50022642287,692,37.6450022642287
46,4493.71996409318,679,38.1471996409318
47,4495.50532837522,690,38.0550532837522
48,4495.50532837522,690,38.0550532837522
49,4628.50737025191,697,39.3150737025191
50,4798.03617472618,729,40.6903617472618
51,4682.53713280148,726,39.5653713280148
52,4932.91550262595,737,41.9591550262595
53,4798.32853061898,712,40.8632853061898
54,4904.03651157362,721,41.8303651157362
55,4788.86943117389,720,40.6886943117389
56,4810.04729425605,719,40.9104729425605
57,4894.46863579288,723,41.7146863579288
58,4871.32663439797,700,41.7132663439797
59,4611.82479762318,680,39.3182479762318
60,4509.58713696819,696,38.1358713696819
61,4208.29356810629,659,35.4929356810629
62,4205.29356810629,656,35.4929356810629
63,4269.45968870345,645,36.2445968870345
64,4262.53553035755,638,36.2453553035755
65,4262.53553035755,638,36.2453553035755
66,4261.31383247269,637,36.2431383247269
67,4287.40308087131,660,36.2740308087131
68,4266.59138449641,646,36.2059138449641
69,4188.22231450598,633,35.5522231450598
70,4322.71053684631,644,36.7871053684631
71,4217.67473371514,643,35.7467473371514
72,4313.33841635788,649,36.6433841635788
73,4543.41827636576,643,39.0041827636576
74,4409.60738640176,617,37.9260738640176
75,4537.0071109558,609,39.280071109558
76,4537.0071109558,609,39.280071109558
77,4560.23947687475,632,39.2823947687475
78,4490.54775453558,637,38.5354775453558
79,4490.54775453558,637,38.5354775453558
80,4476.4868224557,631,38.454868224557
81,4469.46028684149,624,38.454602868415
82,4500.16885921211,624,38.7616885921211
83,4735.62415062726,649,40.8662415062726
84,4766.76541914426,701,40.6576541914426
85,4766.76541914426,701,40.6576541914426
86,4878.51741390352,702,41.7651741390352
87,4995.39756161212,721,42.7439756161212
88,5103.36514034559,719,43.8436514034559
89,5210.8900838028,713,44.978900838028
90,5211.02545129417,713,44.9802545129417
91,5205.18344529103,701,45.0418344529103
92,4985.96518880247,698,42.8796518880247
93,5172.60814972635,688,44.8460814972635
