"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500","iteration_1550","iteration_1600","iteration_1650","iteration_1700","iteration_1750","iteration_1800","iteration_1850","iteration_1900","iteration_1950","iteration_2000","iteration_2050","iteration_2100","iteration_2150","iteration_2200","iteration_2250","iteration_2300","iteration_2350","iteration_2400","iteration_2450","iteration_2500","iteration_2550","iteration_2600","iteration_2650","iteration_2700","iteration_2750","iteration_2800","iteration_2850","iteration_2900","iteration_2950","iteration_3000"
"370810NWASH",11,8,4,6,6,6,6,6,11,11,4,1,1,14,14,14,8,9,9,10,11,3,5,9,11,9,2,12,2,2,8,8,14,10,10,10,11,12,3,5,2,2,5,2,2,12,13,13,11,11,13,6,6,6,6,2,3,3,3,3,3
"37023000066",12,12,5,12,11,8,4,11,5,5,7,10,10,10,7,5,10,10,4,5,14,14,3,1,4,1,6,5,5,12,7,2,10,2,14,14,7,13,12,12,12,12,4,4,13,13,2,2,1,1,12,12,12,12,12,12,12,4,4,4,4
"37023000065",12,12,5,12,11,8,4,11,5,5,7,10,10,10,7,5,10,10,4,5,10,9,3,1,4,1,6,5,5,12,7,2,10,2,14,14,7,13,12,12,12,12,4,4,13,13,2,2,1,1,12,12,12,12,12,12,12,4,4,4,4
"37123000STA",13,11,3,6,14,3,1,7,7,12,12,13,9,1,10,11,12,4,10,9,6,11,8,9,6,5,3,13,6,14,2,7,4,8,13,6,12,6,8,13,14,14,8,8,8,1,1,6,6,6,6,13,13,8,8,13,2,2,2,8,8
"37023000064",12,12,5,12,11,8,4,11,5,5,7,10,10,10,7,5,10,10,4,5,10,9,3,3,4,1,6,5,5,12,7,2,10,2,14,14,7,13,12,12,12,12,4,4,13,13,2,2,1,1,12,12,12,12,12,12,12,4,4,4,4
"37023000062",12,12,5,12,11,8,4,11,3,5,7,10,10,10,5,5,10,10,4,5,14,10,3,1,4,1,6,4,5,12,7,2,2,2,14,14,7,13,12,12,12,12,4,4,13,13,2,2,1,1,12,12,12,12,12,12,12,4,4,4,4
"37025012-09",7,7,8,7,3,12,2,9,7,12,12,13,9,1,10,10,14,8,6,14,8,8,8,10,10,3,10,6,10,9,12,9,5,12,6,8,6,11,14,14,13,5,12,13,12,2,6,1,2,12,1,1,2,2,2,3,13,13,1,1,13
"37147001501",4,14,2,10,2,7,14,4,10,10,3,6,6,8,13,8,7,3,1,7,2,12,7,14,13,7,14,14,14,11,11,13,13,4,9,9,4,10,10,10,10,1,10,10,10,10,10,10,5,5,10,10,10,10,10,10,10,10,10,10,10
"37025012-08",7,7,8,7,3,1,2,9,7,9,12,13,9,1,10,10,14,8,6,14,8,8,8,10,10,3,10,6,10,9,12,9,5,12,6,8,6,11,14,14,13,5,12,13,12,2,6,1,2,12,1,1,2,2,2,3,13,13,1,1,13
"37025012-06",7,7,8,7,3,1,2,9,7,9,12,13,9,1,10,10,14,8,6,4,6,8,8,10,10,3,10,6,10,9,12,9,5,12,6,8,6,11,14,13,13,5,12,13,12,2,6,1,2,12,1,1,2,2,2,3,13,13,1,1,13
"37025012-05",10,7,8,7,3,1,2,3,7,9,12,13,9,1,10,10,14,8,6,4,6,8,8,10,10,3,10,6,10,9,7,5,5,12,6,8,6,11,14,14,13,5,12,13,12,2,6,1,2,12,1,1,2,2,2,3,13,13,1,1,13
"37025012-04",10,7,8,7,3,1,2,3,7,9,12,13,9,1,10,10,14,8,6,4,9,8,8,10,10,3,10,6,10,9,7,5,5,12,6,8,6,11,14,14,13,5,12,13,12,2,6,1,2,12,1,1,2,2,2,3,13,13,1,1,13
"37147001509",4,14,2,10,2,7,14,4,10,3,3,6,6,8,13,8,7,3,7,7,2,12,7,14,13,7,14,14,14,11,11,13,13,4,9,9,4,10,10,10,10,1,10,10,10,10,10,10,5,5,10,10,10,10,10,10,10,10,10,10,10
"37147001507",4,14,2,10,2,7,14,4,10,3,3,6,6,8,13,8,7,3,7,7,2,12,7,14,13,7,14,14,14,11,11,13,13,4,9,9,4,10,10,10,10,1,10,10,10,10,10,10,5,5,10,10,10,10,10,10,10,10,10,10,10
"37147001506",4,14,2,10,2,7,14,4,10,3,3,6,6,8,13,8,7,3,7,7,2,12,7,14,13,7,14,14,14,11,11,13,13,4,9,9,4,10,10,10,10,1,10,10,10,10,10,10,5,5,10,10,10,10,10,10,10,10,10,10,10
"37191000018",4,2,14,4,9,14,10,14,6,10,1,12,4,3,4,2,6,2,1,1,7,7,6,2,12,12,7,7,1,6,1,1,3,13,3,1,10,4,1,1,8,10,9,14,14,14,14,14,14,14,8,8,8,9,9,9,9,9,9,9,9
"37191000017",4,2,14,4,9,14,10,14,6,10,1,12,4,3,4,2,6,2,1,1,7,7,6,2,12,12,7,7,1,6,1,1,3,13,3,1,10,4,1,1,8,10,9,14,14,14,14,14,14,14,8,8,8,9,9,9,9,9,9,9,9
"37023000070",12,12,5,12,11,8,4,11,5,5,7,10,10,10,7,5,10,10,4,5,14,14,3,1,4,1,6,5,5,12,7,2,10,2,14,14,7,13,12,12,12,12,4,4,13,13,2,2,1,1,12,12,12,12,12,12,12,4,4,4,4
"3714100LT18",3,2,10,9,10,9,13,10,4,1,8,8,8,4,8,3,2,12,12,2,12,11,13,13,7,14,9,9,13,13,13,3,1,1,12,12,1,1,4,8,1,8,14,9,9,9,9,9,9,9,9,9,9,13,13,8,8,8,8,2,2
"37191000016",4,2,14,4,9,14,10,14,6,10,1,12,4,3,4,2,6,2,1,1,7,7,6,2,12,12,7,7,11,6,1,1,3,13,3,1,10,4,1,1,8,10,9,14,14,14,14,14,14,14,8,8,8,9,9,9,9,9,9,9,9
"3712700P06A",9,6,14,4,9,10,10,14,6,3,1,12,4,3,2,13,6,3,3,7,13,1,2,6,14,12,7,11,1,6,11,1,3,4,4,4,3,3,9,3,3,3,3,3,3,5,5,5,5,10,10,10,10,10,10,10,10,10,10,10,10
"37147001503",4,14,2,10,2,7,14,4,10,3,3,6,6,8,13,8,7,3,7,7,2,12,7,14,13,7,14,14,14,11,11,13,13,4,9,9,4,10,10,10,10,1,10,10,10,10,10,10,5,5,10,10,10,10,10,10,10,10,10,10,10
"37191000015",4,2,14,4,9,14,10,14,6,10,1,12,4,3,4,2,6,2,1,2,7,7,6,2,12,12,7,7,1,6,1,1,3,13,3,1,10,4,1,1,8,10,9,14,14,14,14,14,14,14,8,8,8,9,9,9,9,9,9,9,9
"37191000014",4,2,14,4,9,14,10,14,6,10,1,12,4,3,4,2,6,2,1,1,7,7,6,2,12,12,7,7,1,6,1,1,3,13,3,1,10,4,1,1,8,10,9,14,14,14,14,14,14,14,8,8,8,9,9,9,9,9,9,9,9
"37067000405",14,9,11,5,12,4,3,3,3,14,2,11,11,11,14,14,9,6,8,13,3,4,9,11,9,2,1,2,8,8,9,6,8,7,2,2,2,2,11,7,7,7,7,7,7,11,11,11,13,13,11,11,11,11,11,11,11,11,11,11,11
"37191000013",4,2,14,4,9,14,10,14,6,10,1,12,4,3,4,2,6,2,1,1,7,7,6,2,12,12,7,7,1,6,1,1,3,13,3,1,10,4,1,1,8,10,9,14,14,14,14,14,14,14,8,8,8,9,9,9,9,9,9,9,9
"37067000404",14,9,11,5,12,4,3,3,3,14,2,11,11,11,14,14,9,6,8,13,3,4,9,11,9,2,1,2,8,8,9,6,8,7,2,2,2,2,11,7,7,7,7,7,7,11,11,11,13,13,11,11,11,11,11,11,11,11,11,11,11
"3712500WKWD",8,4,9,2,7,13,9,13,13,13,13,3,12,2,6,6,13,13,10,9,5,13,12,12,2,13,12,13,6,14,2,7,4,8,13,6,12,6,8,13,14,14,8,8,8,1,1,6,6,6,6,13,13,8,8,13,2,2,2,8,8
"3707700EAOX",9,3,6,14,5,10,5,1,6,6,6,4,4,14,12,12,12,11,3,11,13,1,2,6,14,6,11,11,7,3,3,11,11,11,10,4,3,3,2,3,6,6,6,5,5,3,3,3,3,3,3,3,14,14,14,14,6,6,6,6,6
"37067000403",14,9,11,5,12,4,3,3,3,14,2,11,11,11,14,14,9,6,8,13,3,4,9,11,9,2,1,2,8,8,9,6,8,7,2,2,2,2,11,7,7,7,7,7,7,11,11,11,13,13,11,11,11,11,11,11,11,11,11,11,11
"37067000402",14,9,11,5,12,4,3,3,3,14,2,11,11,11,14,14,9,6,8,10,3,4,9,11,9,2,1,2,8,8,9,6,8,7,2,2,2,2,11,7,7,7,7,7,7,11,11,11,13,13,11,11,11,11,11,11,11,11,11,11,11
"37067000401",14,9,11,5,12,4,3,3,3,14,2,11,11,11,14,14,9,6,8,10,3,4,9,11,9,2,1,2,8,8,9,6,8,7,2,2,2,2,11,7,7,7,7,7,7,11,11,11,13,13,11,11,11,11,11,11,11,11,11,11,11
"3713300HN14",3,14,10,9,10,9,13,10,4,1,8,8,8,4,4,3,2,12,12,2,7,7,13,13,7,14,9,9,13,13,13,3,1,13,3,12,1,1,4,1,1,8,14,9,9,9,9,9,9,9,9,9,9,13,13,8,8,8,8,2,2
"37175000TC1",1,1,1,1,1,11,11,2,2,2,5,5,5,9,9,1,5,5,5,8,14,10,4,4,1,4,4,8,12,5,10,10,2,6,7,7,5,7,7,11,11,11,11,11,11,7,4,4,4,4,4,4,4,4,4,4,4,12,12,12,12
"3703100ATSL",4,14,2,10,2,7,14,4,10,10,3,6,6,8,13,8,7,3,7,7,2,12,7,14,13,7,14,14,14,13,13,13,13,4,9,9,4,10,10,10,10,1,9,14,14,14,14,14,14,14,8,8,8,9,9,9,9,9,9,9,9
"371150SANDY",1,1,1,1,1,11,11,2,2,2,5,5,5,9,9,1,5,5,5,8,14,10,4,4,1,4,4,8,12,5,10,10,2,6,7,7,5,7,7,11,11,11,11,11,11,7,4,4,4,4,4,4,4,4,4,4,4,12,12,12,12
"37175000TC7",1,1,1,1,1,11,11,2,2,2,5,5,5,9,9,1,5,5,5,8,14,10,4,4,1,4,4,8,12,5,10,10,2,6,7,7,5,7,7,11,11,11,11,11,11,7,4,4,4,4,4,4,4,4,4,4,4,12,12,12,12
"3719700EBND",14,13,11,5,12,4,3,3,3,14,2,10,10,10,5,9,4,6,8,13,3,4,9,1,9,2,1,2,8,8,7,6,8,7,2,2,2,2,11,7,7,7,7,7,7,11,11,11,13,13,11,11,11,11,11,11,11,11,11,11,11
"37191000023",4,2,14,4,9,14,10,14,6,10,1,12,4,3,4,2,6,2,1,1,7,7,6,2,12,12,7,7,1,6,1,1,3,13,3,1,10,4,1,1,8,10,9,14,14,14,14,14,14,14,8,8,8,9,9,9,9,9,9,9,9
"37191000022",4,2,14,4,9,14,10,14,6,10,1,12,4,3,4,2,6,2,1,1,7,7,6,2,12,12,7,7,1,6,1,1,3,13,3,1,10,4,1,1,8,10,9,14,14,14,14,14,14,14,8,8,8,9,9,9,9,9,9,9,9
"37191000021",4,2,14,4,9,14,10,14,6,10,1,12,4,3,4,2,6,2,1,1,7,7,6,2,12,12,7,7,1,6,1,1,3,13,3,1,10,4,1,1,8,10,9,14,14,14,14,14,14,14,8,8,8,9,9,9,9,9,9,9,9
"3703100MASM",4,14,2,10,2,7,14,4,10,10,3,6,6,8,8,3,2,3,7,7,2,12,7,14,13,7,14,9,13,13,13,13,13,4,9,9,4,10,10,10,10,1,9,14,14,14,14,14,14,14,8,8,8,9,9,9,9,9,9,9,9
"3712700P05A",9,6,14,4,9,10,10,14,6,3,1,12,4,3,13,13,6,3,3,7,13,1,2,6,14,12,7,7,1,6,11,1,3,4,9,9,4,10,10,10,10,1,10,10,10,10,10,10,5,5,10,10,10,10,10,10,10,10,10,10,10
"370970000CD",14,5,5,12,11,8,4,5,9,7,10,10,10,10,5,9,4,4,13,5,10,14,3,11,4,1,8,5,5,12,7,5,6,14,8,14,7,13,12,12,12,12,4,4,13,13,2,2,1,1,12,12,12,12,12,12,12,4,4,4,4
"3719905-GRE",12,12,1,1,1,8,11,2,2,2,5,5,10,9,9,9,4,10,5,8,14,10,4,4,4,4,4,8,12,5,10,10,2,14,7,7,2,7,7,11,11,11,11,11,11,7,4,4,4,4,4,4,4,4,4,4,4,12,12,12,12
"3708700BE56",1,1,1,1,1,11,11,2,2,2,5,5,5,9,9,1,5,5,5,8,14,10,4,4,1,4,4,8,12,5,10,10,2,6,7,7,5,7,7,11,11,11,11,11,11,7,4,4,4,4,4,4,4,4,4,4,4,12,12,12,12
"371570000IR",11,9,4,6,6,6,8,6,11,11,4,2,1,13,14,14,8,9,9,10,4,3,5,5,11,9,2,3,3,7,8,8,14,7,2,11,11,12,3,5,2,2,5,2,2,12,13,13,11,11,13,6,6,6,6,2,3,3,3,3,3
"3719700DCRK",14,13,11,5,11,4,3,5,3,5,2,10,10,10,5,9,4,6,13,5,3,4,9,1,9,5,1,2,8,8,7,6,6,7,2,2,2,2,11,7,7,7,7,7,7,13,11,11,13,13,11,11,11,11,11,11,11,11,11,11,11
"370210050.1",1,12,1,1,1,11,11,2,2,2,5,5,5,9,9,1,5,5,5,8,14,10,4,4,1,4,4,8,12,5,10,10,2,6,7,7,5,7,7,11,11,11,11,11,11,7,4,4,4,4,4,4,4,4,4,4,4,12,12,12,12
"370970000CS",14,5,5,12,11,8,4,5,9,5,10,10,10,10,5,9,14,4,8,5,10,14,3,11,9,5,8,5,5,12,7,5,6,14,8,8,6,11,12,12,12,12,4,4,12,2,2,2,1,1,12,12,12,12,12,12,12,4,4,4,4
"3706100KENA",3,2,2,9,10,9,13,4,4,10,1,12,3,3,4,2,2,2,1,2,12,7,6,13,12,12,9,14,14,11,1,1,3,13,3,1,10,4,1,8,8,10,9,14,14,14,14,14,14,14,8,8,8,9,9,9,9,9,9,9,9
"37001000011",2,8,3,14,6,6,6,1,14,6,4,1,1,14,12,12,8,11,11,11,11,5,1,5,11,9,2,3,3,7,6,8,9,9,10,10,8,9,2,2,6,6,6,5,5,3,3,3,3,3,3,3,14,14,14,14,6,6,6,6,6
"37081000RC2",13,8,4,14,6,6,8,6,11,6,11,1,13,14,12,12,8,9,9,10,4,3,5,9,6,9,3,12,2,2,8,14,14,10,11,11,11,12,3,5,2,2,5,2,2,12,13,13,11,11,13,6,6,6,6,2,3,3,3,3,3
"37081000RC1",11,8,4,14,6,6,8,6,11,11,4,1,1,14,12,12,8,9,9,10,4,3,5,9,6,9,3,12,2,2,8,14,14,10,11,11,11,12,3,5,2,2,5,2,2,12,13,13,11,11,13,6,6,6,6,2,3,3,3,3,3
"3710900LS12",5,5,12,3,11,2,4,11,9,7,10,7,2,5,7,9,10,10,4,14,9,9,11,3,4,1,8,4,4,10,5,2,10,14,14,14,7,13,12,12,5,4,4,4,13,13,2,2,1,1,12,12,12,12,12,12,12,4,4,4,4
"371170000BG",9,14,2,10,2,7,14,4,10,10,3,6,6,8,13,8,7,3,7,7,2,12,7,14,13,7,14,14,14,11,11,13,13,4,9,9,4,10,10,10,10,1,10,10,10,10,10,10,5,5,10,10,10,10,10,10,10,10,10,10,10
"370210022.2",1,1,1,1,1,11,11,2,2,2,5,5,5,9,9,1,5,5,5,8,14,10,4,4,1,4,4,8,12,5,10,10,2,6,7,7,5,7,7,11,11,11,11,11,11,7,4,4,4,4,4,4,4,4,4,4,4,12,12,12,12
"3712700P08A",9,6,14,4,9,7,10,14,6,3,1,12,6,3,13,13,6,3,3,7,13,1,2,6,14,12,7,11,1,6,11,1,3,4,9,9,4,10,10,10,10,1,10,10,10,10,10,10,5,10,10,10,10,10,10,10,10,10,10,10,10
"371490TR123",1,1,1,1,1,11,11,2,2,2,7,5,5,10,9,1,5,5,5,8,14,10,3,4,1,4,4,4,4,10,10,10,10,6,7,7,5,7,7,11,11,11,11,11,11,7,4,4,4,4,4,4,4,4,4,4,4,12,12,12,12
"37001000013",2,8,3,14,6,6,8,6,11,6,4,1,1,14,12,12,8,11,11,11,11,5,1,5,11,9,2,3,3,7,6,8,9,9,10,10,8,9,2,2,6,6,6,5,5,3,3,3,3,3,3,3,14,14,14,14,6,6,6,6,6
"37125000BEN",13,13,9,14,14,3,9,8,1,6,11,3,9,1,6,11,12,11,10,3,4,3,8,9,6,13,12,13,6,14,2,7,4,8,13,6,12,6,8,13,14,14,8,8,8,1,1,6,6,6,6,13,13,8,8,13,2,2,2,8,8
"3703100BFT2",4,14,2,10,2,7,14,4,10,10,3,6,6,8,8,3,2,3,7,7,2,12,7,14,13,7,14,9,13,13,13,3,1,13,12,12,4,10,10,10,10,1,9,14,14,14,14,14,14,14,8,8,8,9,9,9,9,9,9,9,9
"3703100BFT1",4,14,2,10,2,7,14,4,10,10,3,6,6,8,8,3,2,12,7,7,2,12,7,14,13,7,14,9,13,13,13,3,1,13,12,12,4,10,10,10,10,1,9,14,14,14,14,14,14,14,8,8,8,9,9,9,9,9,9,9,9
"3710900LB34",5,5,12,3,11,2,2,11,9,7,7,7,2,5,7,5,10,10,4,14,9,9,11,3,4,1,6,4,4,10,5,2,10,14,14,14,7,13,12,12,5,4,4,4,13,13,2,2,1,1,12,12,12,12,12,12,12,4,4,4,4
