iteration,score,cut_edges
0,792,792
1,820,820
2,780,780
3,774,774
4,798,798
5,808,808
6,788,788
7,789,789
8,789,789
9,775,775
10,795,795
11,793,793
12,806,806
13,806,806
14,797,797
15,794,794
16,793,793
17,811,811
18,806,806
19,814,814
20,853,853
21,843,843
22,839,839
23,820,820
24,816,816
25,863,863
26,818,818
27,821,821
28,818,818
29,790,790
30,789,789
31,762,762
32,763,763
33,769,769
34,750,750
35,744,744
36,741,741
37,744,744
38,714,714
39,711,711
40,736,736
41,754,754
42,763,763
43,744,744
44,744,744
45,754,754
46,729,729
47,731,731
48,722,722
49,746,746
50,747,747
51,758,758
52,748,748
53,748,748
54,733,733
55,733,733
56,729,729
57,751,751
58,750,750
59,739,739
60,743,743
61,724,724
62,726,726
63,720,720
64,746,746
65,717,717
66,726,726
67,709,709
68,705,705
69,734,734
70,732,732
71,697,697
72,699,699
73,694,694
74,701,701
75,721,721
76,749,749
77,767,767
78,761,761
79,771,771
80,773,773
81,788,788
82,787,787
83,781,781
84,732,732
85,727,727
86,754,754
87,762,762
88,747,747
89,729,729
90,729,729
91,741,741
92,738,738
93,729,729
94,746,746
95,758,758
96,775,775
97,771,771
98,768,768
99,755,755
100,749,749
101,752,752
102,764,764
103,762,762
104,752,752
105,741,741
106,752,752
107,749,749
108,803,803
109,803,803
110,798,798
111,802,802
112,801,801
113,791,791
114,785,785
115,753,753
116,760,760
117,759,759
118,752,752
119,763,763
120,763,763
121,742,742
122,750,750
123,747,747
124,749,749
125,748,748
126,748,748
127,746,746
128,746,746
129,751,751
130,750,750
131,738,738
132,738,738
133,748,748
134,758,758
135,726,726
136,731,731
137,746,746
138,764,764
139,752,752
140,752,752
141,732,732
142,733,733
143,735,735
144,754,754
145,769,769
146,773,773
147,771,771
148,758,758
149,747,747
150,722,722
151,722,722
152,729,729
153,688,688
154,708,708
155,743,743
156,748,748
157,751,751
158,745,745
159,739,739
160,747,747
161,765,765
162,748,748
163,734,734
164,753,753
165,753,753
166,753,753
167,737,737
168,740,740
169,755,755
170,757,757
171,761,761
172,761,761
173,763,763
174,757,757
175,800,800
176,758,758
177,745,745
178,752,752
179,742,742
180,742,742
181,747,747
182,716,716
183,720,720
184,723,723
185,706,706
186,730,730
187,737,737
188,738,738
189,737,737
190,737,737
191,721,721
192,729,729
193,714,714
194,699,699
195,688,688
196,708,708
197,721,721
198,745,745
199,745,745
200,746,746
201,763,763
202,763,763
203,758,758
204,778,778
205,757,757
206,764,764
207,770,770
208,770,770
209,747,747
210,741,741
211,751,751
212,766,766
213,762,762
214,762,762
215,763,763
216,803,803
217,792,792
