iteration,score,cut_edges
0,2945.25144444444,807
1,2945.25244444444,808
2,2945.24844444444,804
3,2820.23944444444,795
4,2820.25144444444,807
5,2820.25844444444,814
6,2820.25344444444,809
7,2820.25244444444,808
8,2820.25244444444,808
9,2820.26344444444,819
10,2820.25644444444,812
11,2820.25744444444,813
12,2820.25944444444,815
13,2820.27144444444,827
14,2820.24744444444,803
15,2820.24244444444,798
16,2820.26444444444,820
17,2820.26244444444,818
18,2820.25944444444,815
19,2820.26744444444,823
20,2820.27144444444,827
21,2820.28144444444,837
22,2820.28444444444,840
23,2820.26244444444,818
24,2820.24944444444,805
25,2820.23644444444,792
26,2820.21944444444,775
27,2820.20844444444,764
28,2820.20844444444,764
29,2820.20644444444,762
30,2820.19344444444,749
31,2820.23044444444,786
32,2820.22144444444,777
33,2820.21144444444,767
34,2820.20244444444,758
35,2820.20844444444,764
36,2820.20844444444,764
37,2820.20144444444,757
38,2820.20644444444,762
39,2820.22344444444,779
40,2820.22944444444,785
41,2820.23844444444,794
42,2820.27344444444,829
43,2820.24044444444,796
44,2820.24244444444,798
45,2820.24744444444,803
46,2820.25144444444,807
47,2820.25144444444,807
48,2820.25144444444,807
49,2820.28244444444,838
50,2820.30944444444,865
51,2820.31044444444,866
52,2820.31644444444,872
53,2820.31544444444,871
54,2820.31744444444,873
55,2820.33244444444,888
56,2820.32544444444,881
57,2820.34844444444,904
58,2820.33344444444,889
59,2820.33444444444,890
60,2820.33844444444,894
61,2820.28844444444,844
62,2820.29444444444,850
63,2820.29144444444,847
64,2820.28744444444,843
65,2820.29244444444,848
66,2820.29944444444,855
67,2820.29144444444,847
68,2820.28544444444,841
69,2820.28044444444,836
70,2820.26344444444,819
71,2820.25644444444,812
72,2820.24944444444,805
73,2820.26244444444,818
74,2820.24644444444,802
75,3223.02522222222,803
76,3223.01722222222,795
77,3223.02122222222,799
78,3223.01022222222,788
79,3223.01022222222,788
80,3223.03922222222,817
81,3223.04222222222,820
82,3223.04122222222,819
83,3223.05122222222,829
84,3223.05922222222,837
85,3223.05522222222,833
86,3223.06022222222,838
87,3223.07422222222,852
88,3223.05722222222,835
89,2820.27444444444,830
90,2820.27844444444,834
91,2820.27544444444,831
92,2820.27444444444,830
93,2820.27044444444,826
94,2820.28744444444,843
95,2820.28944444444,845
96,2820.29444444444,850
97,2820.30244444444,858
98,2820.31844444444,874
99,2820.31844444444,874
100,2820.28944444444,845
101,2820.32044444444,876
102,2820.32244444444,878
103,2820.31944444444,875
104,2820.34944444444,905
105,2820.33744444444,893
106,2820.32944444444,885
107,2820.33044444444,886
108,2820.29444444444,850
109,2820.29844444444,854
110,2542.51366666667,847
111,2542.51866666667,852
112,2542.54166666667,875
113,2542.56266666667,896
114,2542.55866666667,892
115,2542.57666666667,910
116,2542.57666666667,910
117,2542.57266666667,906
118,2542.56466666667,898
119,2542.57066666667,904
120,2542.59466666667,928
121,2820.36544444444,921
122,2820.36244444444,918
123,2820.38244444444,938
124,2820.39644444444,952
125,2820.39444444444,950
126,2820.39744444444,953
127,2820.39344444444,949
128,2820.39644444444,952
129,2820.38844444444,944
130,2820.38144444444,937
131,2820.37944444444,935
132,2820.38944444444,945
133,2820.36444444444,920
134,2820.35744444444,913
135,2820.35744444444,913
136,2820.35644444444,912
137,2820.37944444444,935
138,2820.36444444444,920
139,2820.35044444444,906
140,2820.33844444444,894
141,2820.34044444444,896
142,2820.36644444444,922
143,2820.36844444444,924
144,2820.36644444444,922
145,2820.36744444444,923
146,2820.31444444444,870
147,2820.33444444444,890
148,2820.34144444444,897
149,2820.35644444444,912
150,2820.36144444444,917
151,2820.39144444444,947
152,2820.41344444444,969
153,2820.40544444444,961
154,2820.36744444444,923
155,2820.34044444444,896
156,2820.32244444444,878
157,2820.30844444444,864
158,2820.31844444444,874
159,2820.30144444444,857
160,2820.30644444444,862
161,2820.29644444444,852
162,2820.29244444444,848
163,2820.30744444444,863
164,2820.30444444444,860
165,2820.30744444444,863
166,2820.32144444444,877
167,2820.31444444444,870
168,2820.33744444444,893
169,2820.31744444444,873
170,2820.31444444444,870
171,2820.32444444444,880
172,2820.32044444444,876
173,2820.32044444444,876
174,2820.31744444444,873
175,2820.30844444444,864
176,2820.26144444444,817
177,2820.25644444444,812
178,2820.25944444444,815
179,2820.26244444444,818
180,2820.26644444444,822
181,2820.26744444444,823
182,2820.26144444444,817
183,2820.26144444444,817
184,2820.25744444444,813
185,2820.25744444444,813
186,2820.24644444444,802
187,2820.25144444444,807
188,2820.27844444444,834
189,2820.27944444444,835
190,2820.30344444444,859
191,2820.30144444444,857
192,2820.29044444444,846
193,2820.29444444444,850
194,2542.51966666667,853
195,2542.52166666667,855
196,2542.52766666667,861
197,2542.52766666667,861
198,2542.52966666667,863
199,2542.52866666667,862
200,2542.53066666667,864
201,2542.53066666667,864
202,2542.54766666667,881
203,2542.54466666667,878
204,2542.55366666667,887
205,2542.54466666667,878
206,2542.54466666667,878
207,2542.58466666667,918
208,2542.59566666667,929
209,2542.58966666667,923
210,2542.56266666667,896
211,2542.55566666667,889
212,2542.55866666667,892
213,2542.55666666667,890
214,2542.54266666667,876
215,2542.54266666667,876
216,2542.56166666667,895
217,2542.56166666667,895
218,2542.56166666667,895
219,2542.56166666667,895
220,2542.56166666667,895
221,2542.57066666667,904
222,2542.56366666667,897
223,2542.58666666667,920
224,2542.57466666667,908
225,2945.33844444444,894
226,2945.31444444444,870
227,2945.30144444444,857
228,2945.30844444444,864
229,2667.51266666667,846
230,2667.51266666667,846
231,2667.51266666667,846
232,2667.54566666667,879
233,2667.54666666667,880
234,2667.52866666667,862
235,2667.51666666667,850
236,2667.51666666667,850
237,2667.51966666667,853
238,2667.48666666667,820
239,2667.47866666667,812
240,2667.46366666667,797
241,2667.46366666667,797
242,2667.45466666667,788
243,2667.46466666667,798
244,2667.48666666667,820
245,2667.50366666667,837
246,2667.50366666667,837
247,2667.55566666667,889
248,2667.55966666667,893
249,2667.56166666667,895
250,2667.53966666667,873
251,2667.50366666667,837
252,2667.48666666667,820
253,2667.49266666667,826
254,2945.26044444444,816
255,2945.24844444444,804
256,2945.24044444444,796
257,2945.23844444444,794
258,2945.23344444444,789
259,2945.23944444444,795
260,2945.23844444444,794
261,2945.26444444444,820
262,2945.26644444444,822
263,2945.26844444444,824
264,2945.27644444444,832
265,2820.26944444444,825
266,2820.26744444444,823
267,2820.28944444444,845
268,2820.30344444444,859
269,2820.31244444444,868
270,2820.32144444444,877
271,2820.33344444444,889
