"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000"
"3708500PR01",13,3,6,1,2,6,8,9,13,5,2,11,13,13,1,1,10,9,9,9,14
"370210041.1",8,7,12,10,10,10,9,3,12,12,6,12,12,12,12,7,7,7,7,7,7
"3703100IBSP",1,6,2,14,14,1,14,1,2,1,1,8,8,8,4,4,4,4,13,13,4
"3708500PR08",13,4,6,1,2,6,8,8,9,5,2,11,13,13,1,1,10,9,9,9,14
"3708500PR07",13,3,6,1,2,6,11,8,13,5,2,11,13,13,1,1,10,9,9,9,14
"37155000034",3,3,4,5,2,6,11,9,13,3,9,10,2,1,9,9,1,1,5,5,9
"37155000033",3,3,4,5,2,6,11,9,13,3,9,10,2,1,9,9,1,1,5,5,9
"3719908-CRA",8,7,12,10,10,10,9,3,12,12,6,12,12,12,12,14,6,14,3,3,3
"3703100CISL",1,6,2,14,14,1,1,1,2,1,1,8,8,8,4,4,4,4,13,13,4
"37155000030",3,3,4,5,2,6,11,9,13,3,9,10,2,1,9,9,1,1,5,5,9
"370830BUTWD",14,2,1,2,11,11,1,1,2,2,2,2,4,4,8,8,8,8,8,8,8
"37131SEABOA",14,2,1,2,1,11,1,1,2,1,1,8,8,4,8,8,8,8,8,8,8
"37025001-11",12,11,8,7,12,7,3,12,10,9,3,1,3,2,7,3,3,3,14,14,2
"37025001-10",12,11,8,7,12,7,3,12,10,9,3,1,3,2,7,3,3,3,14,14,2
"370210019.1",8,7,12,10,10,10,9,3,12,12,6,12,12,12,12,7,7,7,7,7,7
"37155000039",3,3,4,5,2,6,11,9,13,3,9,10,2,1,9,9,1,1,5,5,9
"37155000038",3,3,4,5,2,6,11,9,13,3,9,10,2,1,9,9,1,1,5,5,9
"37057000088",9,12,3,8,4,8,10,5,3,4,12,5,6,7,6,12,12,6,1,1,6
"37155000037",3,3,4,5,2,6,11,9,13,3,9,10,2,1,9,9,1,1,5,5,9
"37155000036",3,3,4,5,2,6,11,9,13,3,9,10,2,1,9,9,1,1,5,5,9
"37155000035",3,3,4,5,2,6,11,9,13,3,9,10,2,1,9,9,1,1,5,5,9
"37057000084",9,12,3,8,4,8,10,5,3,4,12,5,6,7,6,12,12,6,1,1,6
"3700700GULL",3,11,3,7,8,7,7,4,10,7,3,10,2,1,9,9,2,3,14,14,2
"37057000082",9,12,3,8,4,8,10,5,3,4,12,5,6,7,6,12,12,6,1,1,6
"3719300115A",12,8,7,4,9,9,3,10,5,10,5,14,5,5,14,14,6,6,3,3,3
"3704700P02B",3,14,4,14,14,6,14,14,13,3,8,9,9,9,9,9,1,1,5,5,9
"37057000076",9,12,3,7,12,8,10,5,3,4,12,5,6,7,6,12,12,6,1,1,6
"37057000074",9,12,3,7,12,8,10,5,3,4,12,5,6,7,6,12,12,6,1,1,6
"37057000072",9,12,3,8,4,8,10,5,3,4,12,5,6,7,6,12,12,6,1,1,6
"37147001101",1,6,2,2,1,1,5,11,1,1,1,8,8,8,4,4,4,4,13,13,4
"370810MON2B",7,9,9,9,4,13,12,6,8,14,14,7,7,6,5,5,5,5,6,6,13
"37057000070",9,12,3,8,4,8,10,5,3,4,12,5,6,7,6,12,12,6,1,1,6
"370810MON2A",7,9,9,9,4,13,12,6,8,14,14,7,7,6,5,5,5,5,6,6,13
"371170000HS",14,6,2,2,1,1,1,11,2,1,1,8,8,8,4,4,4,4,13,13,4
"37183016-09",6,4,6,11,6,5,2,2,11,2,4,13,10,10,10,11,9,11,11,11,11
"37183016-07",6,4,6,11,6,5,2,2,11,5,4,13,13,10,10,11,9,11,11,11,11
"37057000078",9,12,3,8,4,8,10,5,3,4,12,5,6,7,6,12,12,6,1,1,6
"3714500WDSD",2,13,11,13,5,12,6,13,6,11,11,4,11,11,11,10,11,10,10,10,10
"371170000HM",14,6,2,2,1,1,1,11,2,1,1,8,8,8,4,4,4,4,13,13,4
"3704700P01A",3,14,4,14,14,6,11,9,13,3,8,9,9,9,9,9,1,1,5,5,9
"37125000VSS",13,4,4,5,13,2,8,8,9,5,9,10,2,1,9,9,1,1,5,5,9
"3707500WEST",8,7,12,10,10,10,9,3,12,12,6,12,12,12,12,7,7,7,7,7,7
"3714701508B",1,6,2,2,1,1,5,11,1,1,1,8,8,8,4,4,4,4,13,13,4
"3714701508A",1,6,2,2,1,1,5,11,1,1,1,8,8,8,4,4,4,4,13,13,4
"37037000085",13,4,11,1,13,2,6,8,9,5,4,11,13,13,1,1,10,9,9,9,14
"37183016-11",6,1,6,11,6,5,2,2,11,2,4,13,10,10,10,11,9,11,11,11,11
"37183016-10",6,1,6,11,6,5,2,2,11,2,4,13,10,10,10,11,9,11,11,11,11
"3718100HTOP",14,1,1,11,11,11,1,1,2,8,13,2,4,4,8,8,8,8,8,8,8
"3715500005A",3,3,4,5,2,6,11,9,13,3,9,10,2,1,9,9,1,1,5,5,9
"371170000GR",14,6,2,2,1,1,1,1,2,1,1,8,8,8,4,4,4,4,13,13,4
"3705500CHCA",1,6,2,2,1,1,1,1,2,1,1,8,8,8,4,4,4,4,13,13,4
"371170000GN",14,6,2,2,1,1,1,11,2,1,1,8,8,8,4,4,4,4,13,13,4
"370210063.1",8,7,12,10,10,10,9,3,12,12,6,12,12,12,12,7,7,7,7,7,7
"3700500006A",11,8,7,4,9,8,3,10,5,4,5,14,5,5,14,12,12,6,1,1,6
"37051SL78-3",4,3,4,5,2,6,11,9,13,3,9,10,2,1,9,9,1,1,5,5,9
"371050000D2",13,4,6,1,2,2,8,8,9,5,4,11,13,13,1,1,10,9,9,9,14
"371050000D1",13,4,6,1,2,2,8,8,9,5,4,11,13,13,1,1,10,9,9,9,14
"37037000075",13,4,11,1,13,12,6,8,9,5,4,11,13,13,1,1,10,9,9,9,14
"37037000078",13,4,11,1,13,12,6,8,9,5,4,11,13,13,1,1,10,9,9,9,14
"3714701507B",1,6,2,2,1,1,5,11,1,1,1,8,8,8,4,4,4,4,13,13,4
"37065001401",13,2,2,2,11,11,5,11,2,2,2,2,4,4,8,8,8,8,8,8,8
"37099000CAN",8,7,12,10,10,10,9,3,12,12,6,12,12,12,12,7,7,7,7,7,7
"3703300ANDE",2,13,11,13,5,12,6,13,6,11,11,4,11,11,11,10,11,10,10,10,10
"37099000CAS",8,7,12,10,10,10,9,3,12,12,6,12,12,12,12,7,7,7,7,7,7
"371050000C2",13,4,6,1,2,2,8,8,9,5,4,11,13,13,1,1,10,9,9,9,14
"371370002OT",1,6,2,2,1,1,1,1,2,1,1,8,8,8,4,4,4,4,13,13,4
"371050000C1",13,4,6,1,2,2,8,8,9,5,4,11,13,13,1,1,10,9,9,9,14
"3707700OKHL",14,1,13,11,11,5,1,1,2,8,13,2,10,10,10,10,11,10,10,10,10
"37097000ST5",12,11,7,8,12,9,3,5,3,10,12,14,14,14,6,14,6,14,3,3,3
"37097000ST4",12,11,8,8,12,9,3,5,3,10,12,14,14,14,6,14,6,14,3,3,3
"37097000ST3",12,11,7,8,12,9,3,5,3,10,12,14,14,14,6,14,6,14,3,3,3
"37097000ST2",12,11,8,8,12,9,3,5,3,10,12,14,14,14,6,14,6,14,3,3,3
"37097000ST1",12,11,8,8,12,9,3,5,3,10,12,14,14,14,6,14,6,14,3,3,3
"3713300NM13",4,14,14,14,14,14,14,14,14,13,8,9,9,9,13,13,13,13,4,4,5
"37183005-08",6,1,13,1,13,2,8,8,9,5,4,11,13,13,1,1,10,9,9,9,14
"37183005-07",6,4,13,1,13,2,8,8,9,5,4,11,13,13,1,1,10,9,9,9,14
"37097000ST6",12,11,8,8,12,9,3,5,3,10,12,14,14,14,6,14,6,14,3,3,3
"371190238.1",10,10,10,3,7,4,13,12,10,9,10,1,1,2,7,3,3,12,12,12,12
"3707900WALS",1,6,2,6,1,1,5,11,1,1,1,8,8,8,4,4,4,4,13,13,4
"37083000HOL",14,2,1,2,11,11,1,1,2,2,2,2,4,4,8,8,8,8,8,8,8
"371050000E1",13,4,6,1,2,2,8,8,9,5,4,11,13,13,1,1,10,9,9,9,14
"370550000MH",1,6,2,2,1,1,1,1,2,1,1,8,8,8,4,4,4,4,13,13,4
"370450MULLS",11,8,8,4,3,3,4,7,7,6,7,6,5,5,2,6,14,12,12,12,12
"37183009-02",14,2,6,11,6,11,2,2,11,2,13,13,10,10,10,11,9,11,11,11,11
"3714100SC13",4,14,14,14,14,14,14,14,14,13,8,9,9,9,13,13,13,13,4,4,5
"37183009-01",14,2,6,11,6,5,2,2,11,8,13,13,10,10,10,11,9,11,11,11,11
"371050000E2",13,4,6,1,2,2,8,8,9,5,4,11,13,13,1,1,10,9,9,9,14
"3708100H19A",7,9,9,9,4,13,12,6,8,14,14,7,7,6,5,5,5,5,6,6,13
"37183005-06",6,4,13,1,13,2,8,8,9,5,4,11,13,13,1,1,10,9,9,9,14
"37125000WAB",13,4,4,5,13,2,8,8,9,3,9,10,2,1,9,9,1,1,5,5,9
"37183005-05",6,1,13,13,13,2,8,8,9,8,4,11,10,13,1,1,10,9,9,9,14
"37183005-03",6,4,13,1,13,2,8,8,9,5,4,11,13,13,1,1,10,9,9,9,14
"37183005-01",6,4,13,1,13,2,8,8,9,5,4,11,13,13,1,1,10,9,9,9,14
"37183009-03",14,2,6,11,6,11,2,2,11,8,13,13,10,10,10,11,9,11,11,11,11
"3714701504B",1,6,2,2,1,1,5,11,1,1,1,8,8,8,4,4,4,4,13,13,4
"3714701504A",1,6,2,2,1,1,5,11,1,1,1,8,8,8,4,4,4,4,13,13,4
"3708100H19B",7,9,9,9,4,13,12,6,8,14,14,7,7,6,5,5,5,5,6,6,13
"370830RINGW",13,2,1,2,11,11,1,1,2,2,2,2,4,4,8,8,8,8,8,8,8
"37181000EH1",14,1,1,11,11,11,1,1,2,8,13,2,4,4,8,8,8,8,8,8,8
"3719700BNVL",12,12,7,8,9,8,3,10,5,10,5,14,5,5,14,12,12,6,1,1,6
"371170000CR",14,6,2,2,1,1,1,11,2,1,1,8,8,8,4,4,4,4,13,13,4
"3705100CC17",4,3,4,5,2,6,11,9,13,3,9,10,2,1,9,9,1,1,5,5,9
"3705100CC16",4,3,4,5,2,6,11,9,13,3,9,10,2,1,9,9,1,1,5,5,9
"3705100CC15",4,3,4,5,2,6,11,9,13,3,9,10,2,1,9,9,1,1,5,5,9
"3705100CC14",4,3,4,5,2,6,11,9,13,3,9,10,2,1,9,9,1,1,5,5,9
"3705100CC13",4,3,4,5,2,6,11,9,13,3,9,10,2,1,9,9,1,1,5,5,9
"37119000207",10,10,8,3,7,4,13,12,10,6,10,1,1,2,7,3,3,12,12,12,12
"3705100CC12",4,3,4,5,2,6,11,9,13,3,9,10,2,1,9,9,1,1,5,5,9
"37119000206",10,10,8,3,7,4,13,7,10,6,10,14,14,14,7,3,3,12,12,12,12
"37119000205",10,5,5,12,7,4,13,12,10,9,3,1,1,3,3,2,3,2,2,2,1
"3705100CC10",4,3,4,5,2,6,11,9,13,3,9,10,2,1,9,9,1,1,5,5,9
"37119000203",10,5,5,12,7,7,13,12,4,9,3,1,1,3,3,2,3,2,2,2,1
"37119000202",10,10,10,3,7,4,13,7,10,6,10,14,14,14,7,3,3,12,12,12,12
"37119000201",5,5,5,12,8,7,13,4,4,7,3,1,1,3,3,2,2,2,2,2,1
"37119000200",5,10,10,3,7,4,7,12,4,6,7,3,1,2,2,6,14,12,12,12,12
"3705100CC19",4,3,4,5,2,6,11,9,13,3,9,10,2,1,9,9,1,1,5,5,9
"3705100CC18",4,3,4,5,2,6,11,9,13,3,9,10,2,1,9,9,1,1,5,5,9
"371010PR31B",13,2,1,6,11,11,2,8,9,2,2,2,4,4,8,8,8,8,8,8,8
"371010PR31A",13,2,1,6,11,11,2,8,9,2,2,2,4,4,8,8,8,8,8,8,8
"37119000209",10,10,8,3,7,4,13,12,7,6,10,14,14,14,2,6,14,12,12,12,12
"37119000208",10,10,8,3,7,4,13,7,10,6,10,14,14,14,7,3,3,12,12,12,12
"3705100LI65",4,3,6,1,2,6,11,9,13,3,9,10,2,1,9,9,1,1,5,5,9
"370830FAUCT",14,2,1,2,11,11,1,1,2,2,2,2,4,4,8,8,8,8,8,8,8
"37025008-00",12,11,8,7,8,9,3,12,10,9,3,1,3,2,7,3,3,3,14,14,2
"370210028.1",8,7,12,10,10,10,9,3,12,12,6,12,12,12,12,7,7,7,7,7,7
"37065000501",13,2,2,2,11,11,5,11,2,2,2,2,4,4,8,8,8,8,8,8,8
"3705100CC06",4,3,4,5,2,6,11,9,13,3,9,10,2,1,9,9,1,1,5,5,9
"3705100CC05",4,3,4,5,2,6,11,9,13,3,9,10,2,1,9,9,1,1,5,5,9
"3712700P20A",14,2,1,2,11,11,1,1,2,2,2,2,4,4,8,8,8,8,8,8,8
"3705100CC04",4,3,4,5,2,6,11,9,13,3,9,10,2,1,9,9,1,1,5,5,9
"3705100CC03",4,3,4,5,2,6,11,9,13,3,9,10,2,1,9,9,1,1,5,5,9
"370210015.1",8,7,12,10,10,10,9,3,12,12,6,12,12,12,12,7,7,7,7,7,7
"3707700WOEL",14,1,13,11,11,5,1,1,2,8,13,2,10,10,10,11,9,11,11,11,11
"37081000OR2",7,9,9,9,4,13,12,6,8,14,14,7,7,6,5,5,5,5,6,6,13
"3705100CC01",4,3,4,5,2,6,11,9,13,3,9,10,2,1,9,9,1,1,5,5,9
