"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500","iteration_1550","iteration_1600","iteration_1650","iteration_1700","iteration_1750","iteration_1800","iteration_1850","iteration_1900","iteration_1950","iteration_2000","iteration_2050","iteration_2100","iteration_2150","iteration_2200","iteration_2250","iteration_2300","iteration_2350","iteration_2400","iteration_2450","iteration_2500","iteration_2550","iteration_2600","iteration_2650","iteration_2700","iteration_2750","iteration_2800","iteration_2850","iteration_2900","iteration_2950","iteration_3000","iteration_3050","iteration_3100","iteration_3150","iteration_3200","iteration_3250","iteration_3300","iteration_3350","iteration_3400","iteration_3450","iteration_3500","iteration_3550","iteration_3600","iteration_3650","iteration_3700","iteration_3750","iteration_3800","iteration_3850","iteration_3900","iteration_3950","iteration_4000"
"37001000128",11,14,14,4,7,3,9,14,14,4,7,7,4,1,1,7,1,3,6,4,4,11,5,13,12,4,2,10,2,8,8,5,5,6,1,1,8,4,13,13,7,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"37001000127",11,14,14,4,7,3,9,14,14,4,7,7,4,1,1,7,1,3,6,4,4,11,5,13,12,4,2,10,3,8,8,5,5,6,1,1,8,4,13,13,7,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"3714701102B",4,4,9,3,3,7,3,7,7,7,2,6,7,5,7,3,3,5,1,5,1,1,12,12,1,1,6,6,6,6,10,6,1,1,5,6,6,1,4,5,4,5,4,11,11,11,1,4,4,6,2,2,2,8,8,8,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,12,12,12,12,2,2,2,2,2
"37001000126",11,14,14,4,7,3,9,14,14,4,7,7,4,1,1,7,1,3,6,4,4,11,5,13,12,4,2,10,2,8,8,5,5,6,1,1,8,4,13,13,7,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"3714701102A",4,3,9,3,3,7,3,7,7,7,2,6,7,5,7,3,3,5,1,10,9,12,12,12,1,1,6,6,6,6,10,6,1,1,5,6,6,1,4,5,4,5,4,11,11,11,1,4,4,6,2,2,2,8,8,8,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,12,12,12,12,2,2,2,2,2
"37001000125",11,14,14,4,7,3,9,14,14,4,7,7,4,1,1,7,1,3,6,4,4,11,5,13,12,4,2,10,2,8,8,5,5,6,1,8,8,4,13,13,7,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"37001000124",11,14,14,4,7,3,9,14,14,4,5,7,4,1,1,7,1,3,6,4,4,11,5,13,12,4,2,10,3,8,8,5,5,6,1,1,8,4,13,13,7,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"371510000AN",13,2,2,14,4,9,7,5,6,4,10,14,12,12,4,6,10,1,12,14,4,13,3,5,13,9,4,7,4,14,2,13,14,9,3,8,13,13,14,9,9,1,1,12,12,12,14,8,12,7,14,1,1,1,9,13,12,12,3,3,10,6,3,3,12,12,14,14,12,9,9,9,1,14,14,14,14,14,14,14,14
"370910000SJ",9,4,9,6,3,7,3,7,7,7,2,3,5,5,7,3,3,5,4,5,1,1,12,12,1,1,6,6,6,6,10,6,1,1,5,6,6,1,6,6,6,4,5,4,4,4,11,11,11,2,11,11,11,11,4,4,4,4,4,11,11,11,4,4,9,9,4,4,4,4,4,11,11,4,4,4,4,4,4,4,4
"37099000GCK",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"37129000W08",3,11,3,7,9,8,4,3,3,3,3,10,10,10,10,10,5,4,11,1,10,9,4,11,11,7,12,2,8,7,7,7,7,10,10,7,7,5,5,4,5,6,6,6,10,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"371510000AS",13,2,2,14,4,9,7,5,6,4,10,14,12,12,4,6,10,1,12,14,4,13,3,5,13,9,4,7,4,14,14,13,14,9,3,8,13,13,14,9,9,1,1,12,12,12,14,8,2,7,14,1,3,3,14,14,10,10,3,3,10,6,3,3,12,12,14,14,12,9,9,9,1,14,14,14,14,14,14,14,14
"37165000007",8,6,6,14,4,4,8,2,10,2,10,4,6,6,6,13,13,9,10,1,12,10,7,11,10,12,5,11,7,2,7,4,13,12,8,10,4,14,7,4,11,7,7,7,7,7,8,14,2,14,1,14,3,3,14,14,10,10,3,3,10,6,3,3,14,11,12,12,14,14,14,14,14,1,1,6,6,6,12,12,12
"371510000AR",13,2,10,14,4,9,7,5,6,4,10,14,12,12,4,6,10,1,12,14,4,13,3,5,13,9,4,7,2,3,2,13,4,9,3,8,13,13,13,9,9,1,1,12,9,8,12,7,3,7,14,10,1,1,9,13,12,12,10,12,12,12,12,12,12,12,14,14,12,9,9,9,1,14,14,14,14,14,14,14,14
"3700100012E",2,14,14,4,7,3,9,14,14,4,7,7,4,1,1,7,1,3,6,4,4,11,5,13,12,4,2,10,3,8,8,5,5,6,1,1,8,4,13,13,7,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"37165000004",8,6,6,14,4,4,8,2,10,10,10,4,6,6,6,13,13,9,10,1,12,10,7,10,10,12,5,11,7,2,14,4,13,12,8,10,7,14,7,11,11,7,7,7,7,7,8,14,2,14,1,14,3,3,14,14,10,10,3,3,10,6,3,3,14,11,12,12,14,14,14,14,14,1,1,6,6,6,12,12,12
"3714701513B",4,3,9,3,3,7,3,7,7,7,2,6,7,5,7,3,6,5,1,10,9,12,11,1,1,1,6,6,6,6,10,6,1,1,5,3,3,1,4,5,4,5,4,11,11,11,1,4,4,6,2,2,2,8,8,8,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,12,12,12,12,2,2,2,2,2
"37165000003",8,6,6,14,4,4,8,2,10,2,10,4,6,6,6,13,13,9,10,1,12,10,7,10,10,12,5,11,7,2,14,4,13,12,8,10,7,14,7,4,11,7,7,7,7,7,8,14,2,14,1,14,3,3,14,14,10,10,3,3,10,6,3,3,14,11,12,12,14,14,14,14,14,1,1,6,6,6,12,12,12
"371370003BY",4,3,9,3,3,7,3,7,7,7,2,3,7,5,7,3,3,5,1,10,9,12,11,1,1,1,6,6,6,5,6,1,10,7,7,3,3,6,4,5,4,4,5,11,11,11,11,11,11,6,2,2,2,8,8,8,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,12,12,12,12,2,2,2,2,2
"3714701513A",4,4,9,3,3,7,3,7,7,7,2,6,7,7,7,3,6,5,1,10,9,12,11,1,1,1,6,6,6,5,10,6,1,1,5,6,6,1,4,5,4,5,4,11,11,11,1,4,4,6,2,2,2,8,8,8,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,12,12,12,12,2,2,2,2,2
"3703300LOCU",11,14,14,4,7,3,9,14,6,4,7,7,4,1,3,1,7,3,12,4,13,11,5,13,12,10,2,10,3,8,8,5,5,6,1,8,8,4,10,13,7,2,10,1,2,6,4,6,6,3,3,3,14,14,13,13,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"37161000034",1,5,13,13,2,13,13,12,12,11,8,12,13,11,13,11,8,8,9,13,8,8,13,3,8,8,8,9,12,12,3,3,3,11,9,14,9,12,9,8,3,9,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,7,7,7,13,5,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"371510000AW",13,2,2,14,4,9,7,5,6,4,10,14,12,12,4,6,10,1,12,14,4,13,3,5,13,9,4,7,4,14,14,13,14,9,3,8,13,13,14,9,9,1,1,12,12,12,14,8,12,7,14,1,3,3,14,14,10,10,3,3,10,6,3,3,12,12,14,14,12,9,9,9,1,14,14,14,14,14,14,14,14
"370150000C1",9,4,9,6,3,7,3,7,7,7,2,3,5,5,7,3,3,5,4,5,1,1,12,12,1,1,6,6,6,6,10,6,1,1,5,6,6,1,4,6,6,4,5,4,4,4,11,11,11,2,11,11,11,11,4,4,4,4,4,11,11,11,4,4,9,9,4,4,4,4,4,11,11,4,4,4,4,4,4,4,4
"37017000P70",8,8,3,7,8,4,14,3,2,3,3,10,10,10,10,10,5,9,1,1,9,9,4,11,11,7,12,2,8,7,7,7,7,10,10,7,7,5,5,4,5,6,6,6,10,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"3716100003A",5,5,13,13,13,13,13,13,8,11,8,9,11,13,13,11,12,12,13,3,14,8,13,3,3,3,13,9,12,9,3,3,3,13,9,14,12,12,12,8,3,9,9,9,5,5,3,13,13,5,7,7,7,7,7,7,7,7,7,5,7,7,7,7,13,5,5,1,1,1,8,8,8,8,13,3,3,3,3,8,8
"37067000075",14,13,5,2,13,12,5,11,13,9,12,13,2,14,2,9,11,1,14,8,5,7,3,8,5,9,14,8,4,14,12,13,14,2,14,9,10,8,8,14,14,13,8,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37067000074",14,14,5,2,10,5,5,11,13,9,12,13,2,14,2,9,11,1,14,8,5,7,3,8,5,9,14,8,4,14,12,13,14,2,14,9,10,8,8,14,14,13,8,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37025005-00",10,6,10,12,14,11,11,5,13,9,12,8,11,9,8,14,14,7,8,2,7,13,8,7,14,13,14,4,4,4,9,12,2,4,11,11,14,7,2,3,14,13,8,5,9,8,12,7,3,8,10,1,12,9,12,12,13,13,12,14,3,3,8,8,8,8,8,3,3,3,3,1,9,9,3,13,13,7,7,7,7
"37067000073",14,2,5,2,13,12,5,11,13,9,12,13,2,14,2,9,11,1,14,8,5,7,3,8,5,9,14,8,4,14,9,13,14,2,14,9,10,8,8,14,14,13,8,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37067000072",14,7,5,2,10,5,5,11,13,9,12,13,2,14,2,9,11,1,14,8,5,7,3,8,5,9,14,8,4,14,9,13,14,2,14,9,10,8,8,14,14,13,8,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37183001-29",6,1,1,1,6,6,6,6,1,14,6,5,1,4,5,6,4,10,5,6,11,4,1,6,4,2,10,1,1,10,1,8,6,5,6,4,1,3,14,7,2,11,11,10,6,2,6,1,1,4,4,4,4,4,11,11,11,11,11,4,4,9,9,9,4,4,9,9,11,11,11,4,4,11,11,11,11,11,10,10,10
"37067000071",14,2,5,2,10,5,5,11,13,9,12,13,2,14,2,9,11,1,14,8,5,7,3,8,5,9,14,8,4,14,12,13,14,2,14,9,10,8,8,14,14,13,8,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37183001-28",6,1,1,1,6,6,6,6,1,14,6,2,3,4,5,5,4,10,5,6,11,6,6,4,7,11,1,1,1,1,1,10,8,8,6,5,1,10,14,7,2,10,2,10,6,1,2,2,10,1,8,6,6,6,6,6,6,6,6,9,6,14,14,14,6,6,6,6,6,2,12,12,10,10,2,2,12,12,6,6,6
"37183001-27",6,1,1,1,6,6,6,6,4,6,6,2,3,3,4,6,10,6,7,11,6,6,6,4,7,11,1,3,10,1,1,10,8,8,4,4,5,10,1,1,1,11,2,2,6,1,2,2,10,1,8,6,6,6,6,6,6,6,6,9,6,14,14,14,6,6,6,6,6,2,12,12,10,10,2,2,12,12,6,6,6
"37183001-26",6,1,1,1,6,6,6,6,4,6,6,2,3,3,4,6,4,10,5,11,11,6,6,4,7,11,10,3,10,1,1,10,8,8,4,5,5,10,1,1,1,11,2,2,6,1,2,2,10,1,8,6,6,6,6,6,6,6,6,9,6,14,14,14,6,6,6,6,6,2,12,12,10,10,2,2,12,12,6,6,6
"37183001-25",6,1,1,1,6,6,6,6,4,6,6,2,3,3,4,6,4,10,5,6,6,6,6,4,7,11,10,3,10,1,1,10,8,8,4,4,5,10,1,1,1,11,2,2,6,1,2,2,10,1,8,6,6,6,6,6,6,6,6,9,6,14,14,14,6,6,6,6,6,2,12,12,10,10,2,2,12,12,6,6,6
"37017000P75",3,11,3,7,9,8,14,3,3,3,3,10,10,10,10,10,5,4,11,1,10,9,4,11,11,7,12,2,8,7,7,7,7,10,10,7,7,5,5,4,5,6,6,6,10,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"370150000C2",9,4,9,6,3,7,3,7,7,7,2,3,5,5,7,3,3,5,4,5,1,1,12,12,1,1,6,6,6,6,10,6,1,1,5,6,6,1,4,6,6,4,5,4,4,4,11,11,11,2,11,11,11,11,4,4,4,4,4,11,11,11,4,4,9,9,4,4,4,4,4,11,11,4,4,4,4,4,4,4,4
"37067000081",14,14,5,2,10,5,5,11,13,9,12,9,2,14,2,9,11,14,14,8,5,7,10,8,5,10,14,8,2,3,12,13,14,2,14,9,10,8,8,14,10,3,12,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37161000028",1,5,13,8,2,13,13,12,12,11,8,12,13,13,13,8,8,8,9,13,8,8,13,3,8,8,8,9,12,12,3,3,3,11,9,14,9,9,9,8,3,9,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"37161000027",1,5,13,8,2,2,13,12,12,11,8,12,13,13,13,8,8,8,9,13,8,8,13,3,8,8,8,9,12,12,3,3,3,11,9,14,9,9,9,8,3,9,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"37183001-35",6,1,1,1,6,6,6,6,4,6,6,2,3,3,4,6,4,10,5,6,11,6,6,4,7,11,10,3,10,1,1,10,8,8,4,5,5,10,1,1,1,11,2,2,6,1,2,2,10,1,8,6,6,6,6,6,6,6,6,9,6,14,14,14,6,6,6,6,6,2,12,12,10,10,2,2,12,12,6,6,6
"37183001-34",6,1,1,1,6,6,6,6,1,6,6,2,3,3,4,6,4,10,5,6,11,6,6,4,7,11,10,1,10,1,1,10,6,8,6,5,5,10,1,1,1,10,2,10,6,1,2,2,10,1,8,6,6,6,6,6,6,6,6,9,6,14,14,14,6,6,6,6,6,2,12,12,10,10,2,2,12,12,6,6,6
"37183001-33",6,1,1,1,6,6,6,6,1,14,6,5,1,4,5,6,4,10,5,6,11,4,1,6,4,2,10,3,1,10,1,8,6,5,6,4,1,3,14,7,2,11,2,10,6,2,6,1,1,4,4,4,4,4,11,11,11,11,11,4,4,9,9,9,4,4,9,9,11,11,11,4,4,11,11,11,11,11,10,10,10
"37081000SF4",13,7,5,2,7,9,9,11,14,1,5,14,12,12,1,7,1,14,12,14,4,3,10,5,13,10,4,8,2,3,2,9,4,9,3,1,13,13,13,9,9,1,1,12,12,12,14,8,12,7,14,10,1,1,9,13,12,12,10,12,12,12,12,12,12,12,14,14,12,9,9,9,1,14,14,14,14,14,14,14,14
"37183001-32",6,1,1,1,6,6,6,6,1,6,6,5,1,3,4,6,10,6,7,6,6,4,1,4,7,11,10,3,1,1,1,10,8,5,4,4,1,3,14,7,2,11,2,10,6,1,6,1,1,4,4,4,4,4,11,11,11,11,11,4,4,9,9,9,4,4,9,9,11,11,11,4,4,11,11,11,11,11,10,10,10
"37081000SF3",13,7,5,2,10,3,9,11,14,1,5,14,12,12,1,7,1,14,12,14,4,3,10,5,13,10,4,8,2,3,2,9,4,9,3,1,13,13,13,9,9,1,1,12,12,12,14,8,12,7,14,10,1,1,9,13,12,12,10,12,12,12,12,12,12,12,14,14,12,9,9,9,1,14,14,14,14,14,14,14,14
"37017000P60",8,8,6,14,8,4,14,1,2,2,10,4,10,10,10,4,5,9,10,1,9,10,4,11,11,7,12,2,8,2,7,7,7,10,10,7,7,5,5,11,5,6,6,6,10,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"37183001-31",6,1,1,1,6,6,6,6,1,14,6,5,1,3,4,6,10,6,7,6,6,4,1,4,7,11,10,3,1,1,1,10,8,5,4,4,1,3,14,7,2,11,2,2,6,2,6,1,1,4,4,4,4,4,11,11,11,11,11,4,4,9,9,9,4,4,9,9,11,11,11,4,4,11,11,11,11,11,10,10,10
"3704900DFB9",4,3,9,7,9,7,3,7,7,7,2,3,7,7,12,4,6,11,1,10,9,12,11,1,6,6,11,5,5,5,10,6,10,7,7,3,3,1,4,5,4,4,4,11,11,11,11,11,11,6,2,2,2,8,8,8,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,12,12,12,12,2,2,2,2,2
"37067000067",14,7,5,2,10,5,5,11,14,1,5,14,2,14,2,9,11,14,14,14,5,7,10,8,5,9,4,8,2,3,2,9,4,2,14,9,13,8,8,14,10,3,12,13,13,13,13,3,7,7,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37081000SF2",13,7,5,2,10,3,9,11,14,1,5,14,12,14,1,7,1,3,12,14,13,3,10,5,13,10,14,8,2,3,2,9,4,9,3,1,10,13,13,9,9,1,1,12,12,12,14,8,12,7,5,10,1,1,9,13,12,12,10,12,12,12,12,12,12,12,14,14,12,9,9,9,1,14,14,14,14,14,14,14,14
"3704900N3N5",4,3,9,3,3,7,3,7,7,7,2,3,7,5,12,4,6,5,1,10,9,12,11,1,6,6,11,5,5,5,6,1,10,7,7,3,3,6,4,5,4,4,4,11,11,11,11,11,11,6,2,2,2,8,8,8,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,12,12,12,12,2,2,2,2,2
"37183001-30",6,9,11,11,11,10,10,10,1,14,6,5,1,4,5,5,4,10,5,6,11,4,1,6,4,2,10,1,1,10,5,8,6,5,6,4,1,10,14,7,2,10,11,10,1,2,6,1,1,4,4,4,4,4,11,11,11,11,11,4,4,9,9,9,4,4,9,9,11,11,11,4,4,11,11,11,11,11,10,10,10
"37067000066",13,7,5,2,10,5,5,11,14,1,5,14,2,14,1,9,11,14,14,14,13,7,10,5,5,10,14,8,2,3,2,9,4,2,14,9,13,8,8,9,9,3,12,13,13,13,13,3,7,7,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"3700100009S",2,14,2,4,7,3,9,14,6,4,7,7,4,1,3,7,7,3,6,4,4,11,5,13,12,4,2,10,3,8,8,5,5,6,1,8,8,4,13,13,7,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"37081000SF1",13,7,5,2,10,3,9,11,14,1,5,14,12,14,1,7,1,3,12,14,4,3,10,5,13,10,4,8,2,3,2,9,4,9,3,1,10,13,13,9,9,1,1,12,12,12,14,8,12,7,5,10,1,1,9,13,12,12,10,12,12,12,12,12,12,12,14,14,12,9,9,9,1,14,14,14,14,14,14,14,14
"37067000065",14,7,5,2,10,5,5,11,14,1,5,14,2,14,1,9,11,14,14,8,5,7,10,8,5,9,14,8,2,3,2,9,4,2,14,9,13,8,8,14,10,3,12,13,13,13,13,3,7,7,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37049000023",4,3,9,3,3,7,3,7,7,7,2,3,7,5,12,4,6,5,1,10,9,12,11,1,6,6,11,5,5,5,6,1,10,7,7,3,3,6,4,5,4,4,4,11,11,11,11,11,11,6,2,2,2,8,8,8,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,12,12,12,12,2,2,2,2,2
"37067000064",13,7,5,14,10,5,5,11,14,1,5,14,2,14,1,9,11,14,14,8,5,7,10,5,5,9,14,8,2,3,2,9,4,2,14,9,13,8,8,14,10,3,12,13,13,13,13,3,7,7,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37067000063",13,7,5,2,10,5,5,11,14,1,5,14,2,14,1,9,11,14,14,8,5,7,10,5,5,10,14,8,2,3,2,9,4,2,14,9,13,8,8,14,10,3,12,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37049000021",4,3,9,3,3,7,3,7,7,7,2,3,7,5,12,4,6,5,1,10,9,12,11,1,6,6,11,5,5,5,6,1,10,7,7,3,3,6,4,5,4,4,4,11,11,11,11,11,11,6,2,2,2,8,8,8,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,12,12,12,12,2,2,2,2,2
"37067000062",13,7,5,14,10,5,5,11,14,1,5,14,2,14,2,9,11,14,14,8,5,7,10,5,5,10,14,8,2,3,2,9,4,2,14,9,13,8,8,14,10,3,12,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37049000020",4,3,9,3,3,7,3,7,7,7,2,3,7,5,12,4,6,5,1,10,9,12,11,1,6,6,11,5,5,5,6,1,10,7,7,3,3,6,4,5,4,4,4,11,11,11,11,11,11,6,2,2,2,8,8,8,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,12,12,12,12,2,2,2,2,2
"37183001-19",6,1,1,1,6,6,6,6,1,6,6,2,3,3,4,6,4,10,5,6,11,6,6,4,7,11,10,1,1,1,1,10,8,8,6,5,5,10,1,1,1,10,2,2,6,1,2,2,10,1,8,6,6,6,6,6,6,6,6,9,6,14,14,14,6,6,6,6,6,2,12,12,10,10,2,2,12,12,6,6,6
"37067000061",14,7,5,14,10,5,5,11,14,1,5,14,2,14,1,9,11,14,14,8,5,7,10,8,5,9,4,8,2,3,2,9,4,2,14,9,13,8,8,14,10,3,12,13,13,13,13,3,7,7,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37183001-18",6,9,11,11,11,10,10,10,1,14,14,2,3,4,5,5,4,10,5,6,11,4,1,6,4,2,1,1,1,10,5,8,6,8,6,5,5,10,14,7,2,10,11,10,1,2,6,1,1,4,4,4,4,4,11,11,11,11,11,4,4,9,9,9,4,4,9,9,11,11,11,4,4,11,11,11,11,11,10,10,10
"37183001-17",6,9,11,11,11,10,10,10,1,6,6,5,1,4,5,5,4,10,5,6,11,4,1,6,4,2,10,1,1,10,5,8,6,5,6,5,1,3,14,7,2,10,11,10,1,2,6,1,1,4,4,4,4,4,11,11,11,11,11,4,4,9,9,9,4,4,9,9,11,11,11,4,4,11,11,11,11,11,10,10,10
"37183001-16",6,1,1,1,6,6,6,6,1,14,6,5,1,4,5,5,4,10,5,6,6,4,1,6,4,2,10,3,1,10,5,8,6,5,6,4,1,3,14,7,2,11,11,10,1,2,6,1,1,4,4,4,4,4,11,11,11,11,11,4,4,9,9,9,4,4,9,9,11,11,11,4,4,11,11,11,11,11,10,10,10
"37161000029",1,5,13,13,13,13,2,8,8,11,8,11,11,11,13,11,12,8,9,13,14,8,13,3,8,3,13,9,12,12,3,3,3,11,9,14,12,12,9,8,3,9,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,7,7,7,7,13,5,5,1,1,1,8,8,8,8,13,3,3,3,3,8,8
"37183001-15",6,9,11,11,11,10,10,10,1,6,14,5,1,4,5,5,4,10,5,6,11,4,1,6,4,2,1,1,1,10,5,8,6,8,6,5,1,10,14,7,2,10,11,10,1,2,6,1,1,4,4,4,4,4,11,11,11,11,11,4,4,9,9,9,4,4,9,9,11,11,11,4,4,11,11,11,11,11,10,10,10
"37017000P65",3,11,3,7,8,8,4,3,2,3,3,10,10,10,10,10,5,9,11,1,9,9,4,11,11,7,12,2,8,7,7,7,7,10,10,7,7,5,5,4,5,6,6,6,10,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"37183001-14",6,1,1,1,6,6,6,6,1,14,6,2,3,4,5,6,4,10,5,11,6,6,6,4,7,11,10,3,10,1,1,10,6,8,6,5,1,10,1,1,1,11,2,10,6,1,2,2,10,1,8,6,6,6,6,6,6,6,6,9,6,14,14,14,6,6,6,6,6,2,12,12,10,10,2,2,12,12,6,6,6
"3719700NBCK",14,13,7,5,13,12,5,13,8,12,11,13,2,8,2,9,11,7,8,8,5,7,10,8,5,13,9,14,14,14,12,14,9,3,14,9,10,8,8,14,10,3,12,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37067000068",14,7,5,2,10,5,5,11,14,1,5,14,2,14,2,9,11,14,14,8,5,7,10,5,5,10,14,8,2,3,2,9,4,2,14,9,13,8,8,14,10,3,12,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37147001201",4,4,9,3,3,7,3,7,7,7,2,6,7,5,7,3,3,5,1,5,1,1,12,12,1,1,6,6,6,6,10,6,1,1,5,6,6,1,4,5,4,5,4,11,11,11,1,4,4,6,2,2,2,8,8,8,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,12,12,12,12,2,2,2,2,2
"37161000030",1,5,13,13,2,13,13,12,12,11,8,12,13,11,13,8,8,8,9,13,8,8,13,3,8,8,8,9,12,12,3,3,3,11,9,14,9,12,9,8,3,9,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,7,7,7,13,5,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"37131RICH-S",9,4,4,6,3,7,3,7,7,7,1,3,5,5,7,3,3,5,4,5,1,1,12,12,1,1,6,6,6,6,10,6,1,1,5,6,6,1,6,6,6,4,5,4,4,4,1,4,4,2,11,11,11,11,4,4,4,4,4,11,11,11,4,4,9,9,4,4,4,4,4,11,11,4,4,4,4,4,4,4,4
