"GEOID20","assignment"
"37025012-12",4
"37025012-11",4
"37025012-10",4
"3700300T2T3",11
"3712500EKWD",4
"371370005AP",9
"3704300TUSQ",5
"37191000001",7
"3715900019A",4
"370510G3A-2",12
"37167000022",4
"370510G3A-1",12
"37167000021",4
"3700100003S",1
"37115GRAPEV",5
"37167000020",4
"37183004-05",6
"37125000WND",4
"37191000029",13
"37183004-04",6
"3700100003N",1
"37191000028",13
"37183004-03",6
"37191000027",13
"370210044.1",5
"37183004-02",6
"37191000026",13
"37183004-01",6
"37167000028",4
"37191000024",13
"3716300CLNE",13
"37167000027",4
"37167000026",4
"37167000025",4
"3700100003W",1
"37167000024",4
"37167000023",4
"37025012-03",4
"370810NWASH",8
"37023000066",11
"37023000065",11
"37123000STA",4
"37023000064",11
"37023000062",11
"37025012-09",10
"37147001501",9
"37025012-08",4
"37025012-06",4
"37025012-05",4
"37025012-04",4
"37147001509",9
"37147001507",9
"37147001506",9
"37191000018",13
"37191000017",13
"37023000070",11
"3714100LT18",13
"37191000016",13
"3712700P06A",7
"37147001503",9
"37191000015",13
"37191000014",13
"37067000405",3
"37191000013",13
"37067000404",3
"3712500WKWD",4
"3707700EAOX",1
"37067000403",3
"37067000402",3
"37067000401",3
"3713300HN14",13
"37175000TC1",5
"3703100ATSL",9
"371150SANDY",5
"37175000TC7",5
"3719700EBND",3
"37191000023",13
"37191000022",13
"37191000021",13
"3703100MASM",9
"3712700P05A",7
"370970000CD",3
"3719905-GRE",5
"3708700BE56",5
"371570000IR",8
"3719700DCRK",3
"370210050.1",5
"370970000CS",3
"3706100KENA",13
"37001000011",1
"37081000RC2",1
"37081000RC1",1
"3710900LS12",11
"371170000BG",9
"370210022.2",5
"3712700P08A",7
"371490TR123",5
"37001000013",1
"37125000BEN",4
"3703100BFT2",9
"3703100BFT1",9
"3710900LB34",11
"3708300CONC",9
"3705100LR63",12
"3705500KTHK",9
"370970000FT",11
"37001000001",1
"3708100H29B",8
"3716300GIDD",13
"3708100H29A",8
"37005000004",3
"3712700P07A",7
"37005000001",3
"37001000007",1
"370030000B1",11
"37001000005",1
"37025001-02",2
"37001000004",1
"37001000002",1
"370970000EM",3
"3719700SLIB",3
"37025001-08",2
"37025001-07",2
"370030000B2",11
"37025001-04",2
"37125000EWD",4
"37143BETHEL",9
"3719300113A",11
"370970DV2-A",10
"3708500PR16",12
"370070WADES",4
"3719903-EGY",5
"37155000041",12
"37155000040",12
"3703100BOGU",9
"3714500HLWY",1
"370970DV2-B",10
"37183016-06",6
"37183016-05",6
"37183016-04",6
"37183016-03",6
"37183016-02",6
"37183016-01",7
"3708500PR01",12
"370210041.1",5
"3703100IBSP",9
"3708500PR08",12
"3708500PR07",12
"37155000034",12
"37155000033",12
"3719908-CRA",5
"3703100CISL",9
"37155000030",12
"370830BUTWD",7
"37131SEABOA",9
"37025001-11",10
"37025001-10",10
"370210019.1",5
"37155000039",12
"37155000038",12
"37057000088",8
"37155000037",13
"37155000036",12
"37155000035",12
"37057000084",3
"3700700GULL",4
"37057000082",3
"3719300115A",3
"3704700P02B",13
"37057000076",3
"37057000074",3
"37057000072",8
"37147001101",9
"370810MON2B",8
"37057000070",3
"370810MON2A",8
"371170000HS",9
"37183016-09",7
"37183016-07",6
"37057000078",3
"3714500WDSD",1
"371170000HM",9
"3704700P01A",13
"37125000VSS",4
"3707500WEST",5
"3714701508B",9
"3714701508A",9
"37037000085",4
"37183016-11",7
"37183016-10",7
"3718100HTOP",7
"3715500005A",12
"371170000GR",9
"3705500CHCA",9
"371170000GN",9
"370210063.1",5
"3700500006A",3
"37051SL78-3",12
"371050000D2",4
"371050000D1",4
"37037000075",1
"37037000078",4
"3714701507B",9
"37065001401",7
"37099000CAN",5
"3703300ANDE",1
"37099000CAS",5
"371050000C2",4
"371370002OT",9
"371050000C1",4
"3707700OKHL",1
"37097000ST5",11
"37097000ST4",11
"37097000ST3",11
"37097000ST2",11
"37097000ST1",11
"3713300NM13",13
"37183005-08",6
"37183005-07",6
"37097000ST6",11
"371190238.1",10
"3707900WALS",13
"37083000HOL",7
"371050000E1",12
"370550000MH",9
"370450MULLS",11
"37183009-02",7
"3714100SC13",13
"37183009-01",7
"371050000E2",12
"3708100H19A",8
"37183005-06",6
"37125000WAB",4
"37183005-05",6
"37183005-03",6
"37183005-01",6
"37183009-03",7
"3714701504B",9
"3714701504A",9
"3708100H19B",8
"370830RINGW",7
"37181000EH1",7
"3719700BNVL",3
"371170000CR",9
"3705100CC17",12
"3705100CC16",12
"3705100CC15",12
"3705100CC14",12
"3705100CC13",12
"37119000207",10
"3705100CC12",12
"37119000206",10
"37119000205",10
"3705100CC10",12
"37119000203",10
"37119000202",10
"37119000201",2
"37119000200",10
"3705100CC19",12
"3705100CC18",12
"371010PR31B",7
"371010PR31A",12
"37119000209",10
"37119000208",10
"3705100LI65",12
"370830FAUCT",7
"37025008-00",4
"370210028.1",5
"37065000501",7
"3705100CC06",12
"3705100CC05",12
"3712700P20A",7
"3705100CC04",12
"3705100CC03",12
"370210015.1",5
"3707700WOEL",1
"37081000OR2",8
"3705100CC01",12
"37081000OR1",8
"3707700CRDM",1
"3707700CRDL",1
"3705100CC08",12
"3708500PR32",12
"3705100CC07",12
"3708500PR31",12
"37119000221",2
"37119000220",2
"37083000HPR",9
"371050000B2",12
"371050000B1",12
"37025004-13",4
"370810000GR",1
"370130SURBA",9
"37025004-12",4
"37119000229",2
"3705100CC34",12
"37025004-11",4
"37119000228",2
"3705100CC33",12
"37119000227",2
"3705100CC32",12
"37119000226",2
"37119000225",2
"37119000224",10
"3708500PR25",12
"3708500PR24",12
"37119000222",10
"3708500PR23",12
"371290000WB",13
"3708500PR20",12
"3714701505B",9
"370890000SM",5
"3714100SP15",13
"3714701505A",9
"371870000P2",9
"3708500PR29",12
"371870000P1",9
"3708500PR28",12
"3703900GCRK",5
"3708500PR26",12
"370890000SW",5
"37115REVERE",5
"371510000PR",8
"37119000210",10
"3705100CC27",12
"371050000A2",12
"3705100CC26",12
"371050000A1",4
"37025004-03",4
"3705100CC25",12
"3705100CC24",12
"37025004-01",4
"37119000218",2
"371870000P3",9
"37119000217",2
"37119000216",2
"3705100CC21",12
"37119000215",2
"37119000214",10
"37119000213",10
"37045KINGST",11
"37119000212",10
"37119000211",10
"37025004-09",4
"370890000RR",5
"37025004-08",4
"3705100CC29",12
"37065001001",7
"37119000219",2
"3710900BS26",11
"3705100CC31",12
"370210058.1",5
"37173000BC2",5
"370890000SB",5
"37173000BC1",5
"370890000SE",5
"3704300BRAS",5
"371510000SE",4
"370210006.1",5
"37055000WAN",9
"37095000OCK",9
"3700300000M",11
"371810000CC",7
"371510000SO",4
"3700300000W",11
"3703900HOTH",5
"3704500KM-S",11
"3704500KM-N",11
"3705100G11B",12
"371510000RN",8
"371510000RM",4
"37107000PH2",13
"37107000PH1",13
"3701900010B",13
"37183012-02",12
"37183012-01",6
"371110MAR-5",11
"371110MAR-4",11
"371110MAR-3",11
"371110MAR-2",11
"371110MAR-1",11
"370130WASH4",9
"370130WASH2",9
"370130WASH1",9
"3713300CR07",9
"3700300000E",11
"3708900HV-3",5
"3708900HV-2",5
"37125000CAR",4
"3708900HV-1",5
"37125000CAM",4
"370210001.1",5
"370890000NM",5
"370910000M2",9
"370890000NW",5
"370910000M1",9
"3707900HOOK",13
"370210049.1",5
"3707900MAUR",13
"370910000ML",9
"37179000021",2
"37081000GIB",1
"37065000102",7
"37065000101",7
"370210036.1",5
"3703300MILT",1
"371510000LC",8
"37179000027",4
"371510000LB",8
"3710900TA37",10
"37179000026",4
"37179000025",4
"37179000024",2
"37067000504",3
"371150BEECH",5
"37179000023",2
"37067000503",3
"37179000022",2
"37067000502",3
"37065000104",7
"37067000501",3
"37065000103",7
"371510000NM",8
"37183012-09",12
"37183012-08",12
"37099000GLV",5
"37183012-07",6
"3700300G1G2",3
"37183012-06",12
"37183012-05",6
"37183012-04",12
"37067000507",3
"37067000506",3
"3706100CYCK",13
"370890000RG",5
"37067000505",3
"371370001RB",9
"3706100CHAR",13
"37179000010",2
"37099000CFK",5
"37179000018",2
"37011000002",11
"37011000001",11
"37179000016",2
"371870000LM",9
"370890000PV",5
"37179000015",2
"37179000014",2
"37179000013",4
"37179000012",4
"370890000PR",5
"37179000011",4
"37143PARKVI",9
"37011000009",11
"37011000008",11
"37011000007",11
"37011000006",11
"37011000005",11
"37123000BIS",4
"37011000004",11
"37179000019",2
"37011000003",11
"37169001618",8
"37179000043",2
"37179000042",2
"37179000041",2
"37179000040",2
"370210023.3",5
"370210023.2",5
"37009000020",11
"370210014.3",5
"370210014.2",5
"3712700P22A",7
"3706100HALL",13
"37179000032",2
"37179000031",2
"37179000030",2
"37179000039",4
"37179000036",4
"37179000035",2
"370910000HV",9
"37179000034",4
"37179000033",2
"37119000243",2
"37119000242",10
"37119000241",10
"37119000240",10
"3714500MTTZ",1
"3703900PCHT",5
"3712700P21A",7
"370210054.2",5
"3709700SH-B",11
"37147000301",9
"3709700SH-A",11
"37011000013",11
"37011000012",11
"37049000016",9
"37011000011",11
"37011000010",11
"37049000011",9
"37183001-09",6
"37119000232",2
"37119000231",2
"37183001-07",6
"37119000230",2
"37183001-06",6
"37011000019",11
"37183001-05",6
"37011000018",11
"37183001-04",6
"37011000017",11
"37183001-03",6
"37011000016",11
"3713300RL09",13
"37011000015",11
"37049000019",9
"3712700P24A",7
"37011000014",11
"37119000239",10
"37049000017",9
"37037000020",4
"37119000237",10
"37119000236",2
"37119000235",2
"37119000234",2
"37119000233",2
"370450RIPPY",11
"3715700ED-1",8
"37183001-13",6
"37037000024",4
