"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500","iteration_1550","iteration_1600","iteration_1650","iteration_1700","iteration_1750","iteration_1800","iteration_1850","iteration_1900","iteration_1950","iteration_2000","iteration_2050","iteration_2100","iteration_2150","iteration_2200","iteration_2250","iteration_2300","iteration_2350","iteration_2400","iteration_2450","iteration_2500","iteration_2550","iteration_2600","iteration_2650","iteration_2700","iteration_2750","iteration_2800","iteration_2850","iteration_2900","iteration_2950","iteration_3000"
"37167000020",9,14,4,9,9,12,4,5,14,9,2,3,14,5,9,9,9,1,8,6,11,9,3,9,9,6,6,13,2,10,10,2,2,4,3,10,1,1,7,7,14,7,1,5,5,5,14,14,14,14,14,14,14,14,1,1,1,1,1,1,1
"37183004-05",1,12,6,2,1,6,11,6,3,10,10,1,5,4,5,5,2,2,7,7,7,4,4,12,14,3,8,9,9,6,9,12,12,12,11,11,11,11,9,4,9,9,9,9,9,9,9,9,9,9,4,4,4,4,4,4,12,12,12,12,12
"37125000WND",3,13,13,13,13,12,14,9,5,1,12,12,6,1,1,7,13,14,5,13,13,14,10,10,1,9,12,4,1,12,7,6,9,7,13,14,14,8,8,10,8,5,5,7,2,7,7,5,5,12,12,12,9,9,9,5,9,9,9,9,9
"37191000029",11,6,11,6,10,14,1,2,1,5,1,6,1,13,4,4,5,13,13,8,10,7,7,4,7,4,4,11,3,3,3,14,14,11,14,9,5,9,11,5,12,12,12,12,12,8,8,13,13,13,13,13,13,13,13,13,13,13,13,4,4
"37183004-04",12,12,6,12,1,6,11,6,3,10,10,1,5,4,5,5,6,2,2,7,7,4,12,12,14,3,8,8,9,6,12,12,12,12,12,4,11,11,9,4,9,9,9,9,9,9,9,9,9,9,4,4,4,4,4,4,12,12,12,12,12
"3700100003N",13,9,12,11,8,11,8,8,11,3,13,4,4,2,12,7,7,6,6,10,14,14,10,10,10,9,12,4,1,12,7,6,9,7,13,13,12,12,5,8,11,11,11,14,7,10,5,7,7,7,7,9,12,12,12,12,7,7,7,7,7
"37191000028",11,6,11,6,10,10,1,2,1,5,6,6,1,13,4,4,5,13,13,8,10,8,7,4,7,4,4,3,3,3,3,14,14,11,14,9,5,5,5,5,12,12,12,12,12,8,8,13,13,13,13,13,13,13,13,13,13,13,13,4,4
"37183004-03",12,12,6,12,1,6,11,6,3,10,10,1,5,10,2,5,6,2,2,7,2,12,12,14,14,3,8,9,9,6,12,12,12,14,12,4,11,11,9,9,4,4,4,4,4,4,4,4,4,4,9,7,7,7,7,7,12,12,12,12,12
"37191000027",11,6,11,6,10,14,1,2,1,5,6,6,1,13,4,4,5,13,13,8,10,7,7,4,7,4,4,3,3,3,3,14,14,11,14,9,5,5,5,5,12,12,12,12,12,8,8,13,13,13,13,13,13,13,13,13,13,13,13,4,4
"370210044.1",5,7,7,3,5,4,5,7,7,4,4,14,3,11,3,14,14,11,3,3,1,6,6,11,5,5,5,5,4,5,4,5,5,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2
"37183004-02",12,12,6,12,1,6,11,6,3,10,10,1,5,4,5,5,6,2,2,7,7,4,12,12,14,3,8,8,9,6,12,12,12,12,12,4,11,11,9,9,9,9,9,9,9,9,9,9,9,9,4,4,4,4,4,4,12,12,12,12,12
"37191000026",11,6,11,6,6,14,1,2,1,5,1,6,1,13,4,4,5,13,13,8,10,8,7,4,7,4,4,3,3,3,3,14,14,11,14,9,5,5,5,5,12,12,12,12,12,8,8,13,13,13,13,13,13,13,13,13,13,13,13,4,4
"37183004-01",12,12,6,12,1,6,11,6,3,10,10,1,5,4,5,5,6,2,2,7,7,4,12,12,14,3,8,8,9,6,12,12,12,12,11,11,11,11,9,9,9,9,9,9,9,9,9,9,9,9,4,4,4,4,4,4,12,12,12,12,12
"37167000028",14,8,14,9,9,12,4,9,4,13,8,3,14,5,9,9,9,14,8,6,11,9,3,9,9,6,6,13,1,10,10,2,2,4,3,10,1,1,7,7,14,7,1,7,2,7,7,5,5,12,12,12,9,9,9,5,9,9,9,9,9
"37191000024",11,6,11,10,6,10,2,2,1,5,1,6,1,13,4,4,5,13,13,14,4,7,7,4,7,4,14,3,3,3,3,14,14,11,4,9,12,12,5,5,12,12,12,12,12,8,8,13,13,13,13,13,13,13,13,13,13,13,13,4,4
"3716300CLNE",11,6,11,1,13,10,2,2,1,12,1,6,12,1,1,1,5,13,4,14,4,8,13,7,4,4,14,14,12,14,14,13,3,3,4,13,12,12,5,5,12,12,12,12,12,11,13,8,8,8,8,8,8,8,8,8,8,8,8,13,13
"37167000027",14,8,14,9,9,12,4,9,4,13,8,3,6,5,9,9,9,1,8,6,11,9,3,9,9,6,6,13,1,10,10,2,2,4,3,10,1,1,7,7,14,7,1,7,2,7,7,5,5,12,12,12,9,9,9,5,9,9,9,9,9
"37167000026",14,8,14,9,9,12,4,5,14,13,2,3,14,5,9,9,9,14,8,6,11,9,3,9,1,6,6,13,2,10,10,2,2,4,3,10,1,1,7,7,14,7,1,5,5,5,14,14,14,14,14,14,14,14,1,1,1,1,1,1,1
"37167000025",9,14,4,9,9,12,4,4,4,9,7,3,14,5,9,9,9,1,8,6,11,9,3,9,9,6,6,13,2,10,10,2,2,4,3,10,1,1,7,7,14,7,1,5,5,5,14,14,14,14,14,14,14,14,1,1,1,1,1,1,1
"3700100003W",13,9,12,11,8,11,8,8,11,3,13,4,4,2,12,7,7,6,6,10,14,14,10,10,1,1,11,4,1,12,7,6,9,7,13,13,12,12,5,8,11,11,11,14,7,10,5,7,7,7,7,9,12,12,12,12,7,7,7,7,7
"37167000024",9,14,4,9,9,12,4,4,4,9,7,3,14,5,9,9,9,1,8,6,11,9,3,9,9,6,6,13,2,10,10,2,2,4,3,10,1,1,7,7,14,7,1,5,5,5,14,14,14,14,14,14,14,14,1,1,1,1,1,1,1
"37167000023",9,14,4,9,9,12,4,9,4,13,7,3,14,5,9,9,9,1,8,6,11,9,3,9,9,6,6,13,2,10,10,2,2,4,3,10,1,1,7,7,14,7,1,5,5,5,14,14,14,14,14,14,14,14,1,1,1,1,1,1,1
"37025012-03",9,14,4,9,4,3,13,4,13,7,7,2,14,5,9,9,12,1,8,6,11,9,3,9,9,6,6,13,2,10,10,2,2,10,10,1,8,7,3,14,10,10,10,3,10,2,2,2,2,2,10,10,10,10,10,10,10,10,10,10,10
"370810NWASH",13,2,14,11,8,11,8,8,11,11,13,13,8,12,10,10,3,8,1,12,12,3,9,2,10,1,11,7,7,7,6,7,1,5,7,7,7,14,10,11,7,14,14,14,7,10,5,12,12,5,5,5,5,5,5,9,5,5,5,5,5
"37023000066",8,3,3,8,3,9,9,3,9,8,9,9,9,9,8,11,8,3,11,11,6,1,1,5,13,10,10,10,5,4,1,8,8,8,8,8,10,10,14,3,3,3,3,10,14,14,10,10,10,10,2,2,2,2,2,2,3,3,3,3,3
"37023000065",7,3,3,8,5,9,9,3,9,8,9,9,9,9,8,11,8,11,11,11,6,1,1,5,13,5,10,10,10,4,1,8,8,8,8,8,10,10,14,3,3,3,3,10,14,14,10,10,10,10,2,2,2,2,2,2,3,3,3,3,3
"37123000STA",14,8,14,14,9,12,4,9,4,13,2,12,6,1,5,7,13,1,8,10,14,14,13,10,9,9,12,4,1,14,14,13,13,13,4,14,14,8,8,10,8,5,5,7,2,7,7,5,5,12,12,12,9,9,9,9,5,5,5,5,5
"37023000064",7,3,3,8,3,9,9,3,9,8,9,9,9,11,14,11,8,11,11,11,6,1,1,5,13,2,10,10,10,4,1,8,8,8,8,8,10,10,14,3,3,3,3,10,14,14,10,10,10,10,2,2,2,2,2,2,3,3,3,3,3
"37023000062",8,3,3,8,3,9,9,3,9,8,9,10,9,11,8,11,8,3,11,11,6,1,1,5,13,2,10,10,5,4,1,8,8,8,8,8,10,10,14,3,3,3,3,10,14,14,10,10,10,10,2,2,2,2,2,2,3,3,3,3,3
"37025012-09",9,14,4,9,4,3,3,4,13,7,7,2,14,14,11,8,9,1,12,6,11,9,3,5,9,13,2,1,10,10,10,2,2,4,3,1,8,7,3,14,10,10,10,3,10,2,2,2,2,2,10,10,10,10,10,10,10,10,10,10,10
"37147001501",11,1,10,6,7,14,1,11,12,6,6,6,13,6,13,2,1,4,14,4,8,13,7,8,8,4,4,11,3,3,3,14,14,11,9,9,5,5,12,13,13,13,13,13,13,8,8,13,13,13,13,13,13,13,13,13,13,13,13,4,4
"37025012-08",9,14,4,9,4,3,13,4,13,7,7,2,14,14,11,8,9,1,8,6,11,9,3,5,9,6,6,13,10,10,10,2,2,10,10,1,8,7,3,14,10,10,10,3,10,2,2,2,2,2,10,10,10,10,10,10,10,10,10,10,10
"37025012-06",9,14,4,9,4,3,13,4,14,7,7,2,14,14,9,9,9,1,8,6,11,9,3,9,9,6,6,13,2,10,10,2,2,4,3,10,8,1,7,7,14,7,1,5,5,5,14,14,14,14,14,14,14,14,1,1,1,1,1,1,1
"37025012-05",9,14,4,9,4,3,13,4,14,9,2,2,14,14,9,9,9,1,8,6,11,9,3,9,9,6,6,13,2,10,10,2,2,4,3,10,1,1,7,7,14,7,1,5,5,5,14,14,14,14,14,14,14,14,1,1,1,1,1,1,1
"37025012-04",9,3,9,9,4,3,13,4,14,9,2,2,14,5,9,9,9,1,8,6,11,9,3,9,9,6,6,13,2,10,10,2,2,4,3,1,1,7,3,14,10,7,1,5,5,5,14,14,14,14,14,14,14,14,1,1,1,1,1,1,1
"37147001509",11,1,10,6,7,14,1,11,12,6,6,6,13,6,13,2,1,4,14,4,8,13,7,8,8,4,4,11,3,3,3,14,14,11,9,9,5,5,12,13,13,13,13,13,13,8,8,13,13,13,13,13,13,13,13,13,13,13,13,4,4
"37147001507",11,1,10,6,7,14,1,11,12,6,6,6,13,6,13,2,1,4,14,4,8,13,7,8,8,4,4,11,3,3,3,14,14,11,9,9,5,5,12,13,13,13,13,13,13,8,8,13,13,13,13,13,13,13,13,13,13,13,13,4,4
"37147001506",11,1,10,6,7,14,1,11,12,6,6,6,13,6,13,2,1,4,14,4,8,13,7,8,8,4,4,11,3,3,3,14,14,11,9,9,5,5,12,13,13,13,13,13,13,8,8,13,13,13,13,13,13,13,13,13,13,13,13,4,4
"37191000018",11,6,11,6,10,14,1,2,1,5,1,6,1,13,4,4,5,13,13,8,10,7,7,4,7,4,4,11,3,3,3,14,14,11,14,9,5,9,11,5,12,12,12,12,12,8,8,13,13,13,13,13,13,13,13,13,13,13,13,4,4
"37191000017",11,6,11,6,10,14,1,2,1,5,6,6,1,13,4,4,5,13,13,8,10,7,7,4,7,4,4,11,3,3,3,14,14,11,14,9,5,5,5,5,12,12,12,12,12,8,8,13,13,13,13,13,13,13,13,13,13,13,13,4,4
"37023000070",7,3,3,8,3,9,9,3,9,8,9,9,9,9,8,11,8,11,11,11,6,1,1,5,13,5,10,10,10,4,1,8,8,8,8,8,10,10,14,3,3,3,3,10,14,14,10,10,10,10,2,2,2,2,2,2,3,3,3,3,3
"3714100LT18",10,10,2,1,10,10,6,12,1,12,5,8,12,7,6,6,4,5,4,8,4,8,14,7,12,12,14,14,11,13,13,3,3,3,5,5,13,13,13,12,5,8,8,8,8,11,13,8,8,8,8,8,8,8,8,8,8,8,8,13,13
"37191000016",11,6,11,6,6,14,1,2,1,5,1,6,1,13,4,4,5,13,13,8,10,7,7,4,7,4,4,3,3,3,3,14,14,11,14,9,5,5,5,5,12,12,12,12,12,8,8,13,13,13,13,13,13,13,13,13,13,13,13,4,4
"3712700P06A",6,11,12,11,2,1,2,2,2,5,1,11,1,13,4,4,5,13,13,14,10,7,8,4,7,7,7,12,13,11,11,9,7,9,9,9,5,9,11,5,12,12,12,12,12,13,11,11,11,11,11,11,11,11,11,11,11,4,4,8,8
"37147001503",11,1,10,6,7,14,1,11,12,6,6,6,13,6,13,2,1,4,14,4,8,13,7,8,8,4,4,11,3,3,3,14,14,11,9,9,5,5,12,13,13,13,13,13,13,8,8,13,13,13,13,13,13,13,13,13,13,13,13,4,4
"37191000015",11,1,11,6,10,14,1,2,12,5,6,6,1,13,4,4,5,13,13,8,10,7,7,8,4,4,4,11,3,3,3,14,14,11,14,9,5,5,5,5,12,12,12,12,12,8,8,13,13,13,13,13,13,13,13,13,13,13,13,4,4
"37191000014",11,1,11,6,10,14,1,2,1,5,1,6,1,13,4,4,5,13,13,8,10,7,7,4,4,4,4,11,3,3,3,14,14,11,14,9,5,9,11,5,12,12,12,12,12,8,8,13,13,13,13,13,13,13,13,13,13,13,13,4,4
"37067000405",2,8,5,5,14,5,7,5,14,13,3,7,8,8,7,12,10,10,10,5,5,5,5,1,2,11,1,2,8,8,8,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"37191000013",11,6,11,6,10,14,1,2,1,5,6,6,1,13,4,4,5,13,13,8,10,7,7,4,4,4,4,11,3,3,3,14,14,11,14,9,5,9,11,5,12,12,12,12,12,8,8,13,13,13,13,13,13,13,13,13,13,13,13,4,4
"37067000404",2,8,5,5,14,5,7,5,14,13,3,7,8,8,7,12,10,10,10,5,5,5,5,1,2,11,1,2,8,8,8,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"3712500WKWD",3,13,13,13,13,7,14,1,5,1,12,12,6,1,1,7,13,14,5,13,13,10,10,10,1,9,12,4,1,12,7,6,9,7,13,14,14,8,8,10,8,5,5,7,2,7,7,5,5,12,12,12,9,9,9,5,9,9,9,9,9
"3707700EAOX",1,11,12,11,11,11,12,10,3,3,11,13,1,13,2,13,2,6,6,10,14,14,10,14,7,7,7,12,13,11,11,9,7,9,14,12,9,9,11,8,11,11,11,11,11,12,12,7,7,7,7,9,12,12,12,12,7,7,7,7,7
"37067000403",2,8,5,5,14,5,7,5,14,13,3,7,8,8,7,12,10,10,10,5,5,5,5,1,2,11,1,2,8,8,8,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"37067000402",2,8,5,5,14,5,7,5,11,13,3,7,8,8,7,12,10,10,10,5,5,5,5,1,2,11,1,2,8,8,8,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"37067000401",2,8,5,5,14,5,8,8,11,11,3,7,8,8,7,12,10,10,10,5,5,5,5,1,2,11,1,2,8,8,8,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"3713300HN14",10,10,2,1,10,10,6,12,12,12,5,8,12,7,6,6,4,5,4,8,4,8,14,7,12,12,4,11,11,13,13,3,3,3,5,5,13,13,13,12,5,8,8,8,8,11,13,8,8,8,8,8,8,8,8,8,8,8,8,4,4
"37175000TC1",5,7,7,3,5,4,5,7,7,4,4,14,3,11,3,14,14,11,3,3,1,6,6,11,5,5,5,5,4,5,4,5,5,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2
"3703100ATSL",6,1,10,6,7,14,1,11,12,6,6,11,13,6,13,6,1,4,14,4,8,13,8,8,8,7,7,12,13,11,11,9,7,9,9,12,9,5,12,13,13,13,13,13,13,13,11,11,11,11,11,11,11,11,11,11,11,4,4,8,8
"371150SANDY",5,7,7,3,5,4,5,7,7,4,4,14,3,11,3,14,14,11,3,3,1,6,6,11,5,5,5,5,4,5,4,5,5,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2
"37175000TC7",5,7,7,3,5,4,5,7,7,4,4,14,3,11,3,14,14,11,3,3,1,6,6,11,5,5,5,5,4,5,4,5,5,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2
"3719700EBND",2,2,5,5,14,5,7,5,14,13,3,4,4,8,7,12,10,10,10,5,12,5,5,1,2,1,11,7,7,7,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"37191000023",11,6,11,6,10,14,1,2,1,5,6,6,1,13,4,4,5,13,13,8,10,7,7,4,7,4,4,11,3,3,3,14,14,11,14,9,5,9,11,5,12,12,12,12,12,8,8,13,13,13,13,13,13,13,13,13,13,13,13,4,4
"37191000022",11,6,11,6,10,14,1,2,1,5,6,6,1,13,4,4,5,13,13,8,10,7,7,4,7,4,4,11,3,3,3,14,14,11,14,9,5,9,11,5,12,12,12,12,12,8,8,13,13,13,13,13,13,13,13,13,13,13,13,4,4
"37191000021",11,6,11,6,10,14,1,2,1,5,1,6,1,13,4,4,5,13,13,8,10,7,7,4,7,4,4,11,3,3,3,14,14,11,14,9,5,9,11,5,12,12,12,12,12,8,8,13,13,13,13,13,13,13,13,13,13,13,13,4,4
"3703100MASM",6,1,10,6,7,14,1,11,12,6,6,11,13,6,13,6,1,4,14,4,8,13,8,8,8,7,7,12,13,11,11,9,7,9,9,12,9,5,12,13,13,13,13,13,13,13,11,11,11,11,11,11,11,11,11,11,11,4,4,8,8
"3712700P05A",6,11,12,11,2,1,2,2,2,5,1,11,1,13,4,2,5,13,13,14,10,7,8,4,7,7,7,12,13,11,11,9,7,9,14,9,5,9,11,5,12,12,12,12,12,13,11,11,11,11,11,11,11,11,11,11,11,4,4,8,8
"370970000CD",8,3,3,7,12,3,9,4,9,9,9,10,2,9,8,11,8,3,11,11,3,11,1,6,11,10,2,1,5,4,1,8,8,8,8,8,10,10,14,3,3,3,3,10,14,14,10,10,10,10,2,2,2,2,2,2,3,3,3,3,3
"3719905-GRE",5,7,7,3,5,4,7,7,7,4,4,14,3,11,3,14,8,11,3,3,1,6,6,11,5,5,5,5,5,5,4,5,5,2,2,2,2,2,2,2,2,2,2,2,14,14,10,10,10,10,2,2,2,2,2,2,3,3,3,3,3
"3708700BE56",5,7,7,3,5,4,5,7,7,4,4,14,3,11,3,14,14,11,3,3,1,6,6,11,5,5,5,5,4,5,4,5,5,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2
"371570000IR",2,2,5,14,8,11,8,8,11,11,13,7,8,2,12,12,10,10,10,12,12,5,5,1,10,1,11,7,7,7,6,7,1,5,7,7,7,14,10,11,7,14,11,11,11,12,12,7,7,7,7,9,12,12,12,12,7,7,7,7,7
"3719700DCRK",8,2,5,5,14,5,7,5,14,13,3,4,4,9,7,12,10,10,10,12,12,11,3,6,11,1,11,7,7,7,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"370210050.1",5,7,7,3,5,4,5,7,7,4,4,14,3,11,3,14,14,11,3,3,1,6,6,11,5,5,5,5,5,4,1,8,8,8,8,8,10,10,14,3,3,3,3,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"370970000CS",8,3,3,7,12,3,13,4,9,9,9,10,2,9,8,11,8,3,11,11,3,11,1,9,11,10,2,1,5,4,1,8,8,8,8,8,10,10,14,3,3,3,3,10,14,14,10,10,10,10,2,2,2,2,2,2,3,3,3,3,3
"3706100KENA",11,6,11,1,10,10,6,12,1,12,5,6,1,13,4,4,5,5,4,8,4,7,14,7,4,4,4,11,3,3,3,14,14,11,14,9,12,12,5,5,12,12,12,12,12,8,8,13,13,13,13,13,13,13,13,13,13,13,13,4,4
"37001000011",13,9,12,11,11,11,12,10,10,3,13,13,7,2,12,7,7,6,6,10,14,14,10,10,1,9,12,4,1,12,7,6,9,7,13,13,12,12,5,8,11,11,11,11,11,12,12,7,7,7,7,9,12,12,12,12,7,7,7,7,7
"37081000RC2",14,9,12,11,8,11,12,14,5,2,11,4,4,12,10,10,3,8,1,12,12,3,9,2,10,1,11,7,7,7,7,7,1,5,7,7,7,14,10,11,7,14,11,14,7,10,5,12,12,5,5,5,5,5,5,9,5,5,5,5,5
"37081000RC1",13,2,14,11,8,11,12,14,11,11,11,7,8,12,10,10,3,8,1,12,12,3,9,2,10,1,11,7,7,7,7,7,1,5,7,7,7,14,10,11,7,14,14,14,7,10,5,12,12,5,5,5,5,5,5,9,5,5,5,5,5
"3710900LS12",8,5,9,7,3,9,9,4,13,9,14,9,2,3,14,8,12,9,9,9,3,11,11,5,13,2,10,1,10,1,5,4,4,10,10,1,8,7,3,14,3,3,3,3,14,14,10,10,2,2,10,10,10,10,10,10,10,10,10,10,10
"371170000BG",6,1,10,6,7,14,1,11,2,6,6,11,13,6,13,2,1,4,14,4,8,13,8,8,8,7,7,12,13,11,11,9,7,9,9,12,9,5,12,13,13,13,13,13,13,13,11,11,11,11,11,11,11,11,11,11,11,4,4,8,8
"370210022.2",5,7,7,3,5,4,5,7,7,4,4,14,3,11,3,14,14,11,3,3,1,6,6,11,5,5,5,5,4,5,4,5,5,2,2,2,2,2,2,2,2,2,2,2,14,14,10,10,10,10,2,2,2,2,2,2,3,3,3,3,3
"3712700P08A",6,11,12,11,2,1,2,2,2,5,1,11,1,13,4,2,1,13,13,14,10,7,8,4,7,7,7,12,13,11,11,9,7,9,9,12,9,9,11,5,12,12,12,12,12,13,11,11,11,11,11,11,11,11,11,11,11,4,4,8,8
"371490TR123",7,5,7,3,3,4,5,7,7,8,14,9,3,11,14,11,14,11,3,3,1,6,6,11,5,5,10,5,4,5,4,5,5,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2
"37001000013",13,9,12,11,11,11,12,10,10,3,13,4,7,2,12,7,7,6,6,10,14,14,10,10,10,9,12,4,1,12,7,6,9,7,13,13,12,12,5,8,11,11,11,11,11,12,12,7,7,7,7,9,12,12,12,12,7,7,7,7,7
"37125000BEN",3,13,14,14,11,7,4,9,4,13,2,12,6,1,5,7,13,14,5,10,14,14,10,10,1,9,12,4,1,14,14,13,13,13,4,14,14,8,8,10,8,5,5,7,2,7,7,5,5,12,12,12,9,9,9,5,9,9,9,9,9
"3703100BFT2",6,1,10,1,7,14,1,11,12,6,6,11,13,6,13,6,1,4,14,4,8,13,8,8,8,7,7,12,13,11,11,9,7,9,9,12,9,5,12,13,13,13,13,13,13,13,11,11,11,11,11,11,11,11,11,11,11,4,4,8,8
"3703100BFT1",6,1,10,6,7,14,1,11,12,6,6,11,13,6,13,6,1,4,14,4,8,13,8,8,8,7,7,12,13,11,11,9,7,9,9,12,9,5,12,13,13,13,13,13,13,13,11,11,11,11,11,11,11,11,11,11,11,4,4,8,8
"3710900LB34",8,5,3,8,3,9,9,4,13,9,14,9,2,3,14,8,12,9,9,9,6,1,11,5,13,2,10,1,10,1,5,4,4,10,10,1,8,7,3,14,3,3,3,3,10,2,2,2,2,2,10,10,10,10,10,10,10,10,10,10,10
