"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500","iteration_1550","iteration_1600","iteration_1650","iteration_1700","iteration_1750","iteration_1800","iteration_1850","iteration_1900","iteration_1950","iteration_2000","iteration_2050","iteration_2100","iteration_2150","iteration_2200","iteration_2250","iteration_2300","iteration_2350","iteration_2400","iteration_2450","iteration_2500","iteration_2550","iteration_2600","iteration_2650","iteration_2700","iteration_2750","iteration_2800","iteration_2850","iteration_2900","iteration_2950","iteration_3000"
"37167000022",9,4,4,11,11,10,5,9,1,1,12,12,12,4,10,6,9,8,8,12,3,14,2,9,10,7,10,4,4,4,11,11,11,1,3,2,4,4,4,4,4,4,4,4,10,9,9,6,6,10,8,8,9,9,10,10,10,10,10,10,10
"370510G3A-1",3,11,5,10,13,14,5,9,1,5,12,12,12,2,11,6,1,8,7,7,9,7,9,3,12,12,3,7,7,7,3,9,9,8,10,8,10,10,10,13,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"37167000021",14,11,5,11,11,10,5,9,1,1,12,12,12,4,11,6,9,8,8,12,3,14,2,9,10,7,10,4,4,4,11,11,11,1,3,2,4,4,4,4,4,4,4,4,10,9,9,6,6,10,8,8,9,9,10,10,10,10,10,10,10
"3700100003S",13,1,3,5,8,12,10,13,5,12,14,7,11,13,14,4,12,1,1,11,2,11,7,11,11,6,12,12,12,10,4,7,13,4,4,4,2,2,2,2,2,2,2,10,4,4,8,8,8,11,11,2,2,2,2,2,2,2,2,13,13
"37115GRAPEV",5,7,7,2,2,2,2,12,6,6,6,5,5,5,5,9,10,6,2,6,5,5,5,5,5,5,2,2,2,2,2,13,12,2,1,5,5,5,9,9,14,14,14,14,14,14,14,14,1,1,1,1,1,1,1,1,1,1,14,14,14
"37167000020",9,11,5,11,14,10,5,9,1,1,12,12,12,4,11,6,9,8,8,12,3,14,2,9,10,7,10,4,4,4,11,11,11,1,3,2,4,4,4,4,4,4,4,4,10,9,9,6,6,10,8,8,9,9,10,10,10,10,10,10,10
"37183004-05",1,9,1,3,6,6,13,6,8,10,1,2,14,3,8,7,13,9,9,1,1,14,2,12,8,1,8,8,8,6,6,10,6,10,11,11,13,11,11,11,11,11,11,11,8,11,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"37125000WND",3,11,5,8,14,14,5,9,1,5,12,12,12,2,11,6,1,8,8,1,3,14,2,1,12,12,3,7,7,7,3,9,9,3,12,6,12,12,12,12,12,6,6,6,6,6,6,9,9,9,9,9,8,8,8,8,8,8,8,8,8
"37191000029",11,6,10,6,9,13,14,8,2,2,13,8,1,1,7,7,1,3,13,8,4,9,8,8,6,8,1,1,8,6,6,10,6,10,10,8,10,10,10,13,10,10,10,3,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12
"37183004-04",12,9,1,3,6,6,13,6,8,10,1,2,14,3,8,13,13,9,8,3,1,1,1,3,1,2,7,11,8,6,6,10,6,10,11,11,13,11,11,11,11,11,11,11,8,11,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"3700100003N",13,1,3,5,8,12,10,13,5,12,7,7,11,13,14,4,3,1,1,11,2,11,7,11,11,6,12,10,12,12,12,12,1,11,4,13,11,13,13,10,7,7,3,10,4,4,8,8,8,11,11,2,2,2,2,2,2,2,2,13,13
"37191000028",11,6,10,6,9,13,14,8,2,2,2,8,1,1,7,7,1,3,3,8,4,9,8,8,6,8,1,1,8,6,6,10,8,8,10,10,10,10,10,13,10,10,10,3,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12
"37183004-03",12,9,9,3,6,6,9,6,8,10,1,2,14,3,13,13,13,9,9,3,1,1,1,3,1,2,7,11,8,6,6,10,6,10,11,11,13,11,11,11,11,11,11,11,8,11,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"37191000027",11,6,10,6,9,13,14,8,2,2,13,8,1,1,7,7,1,3,3,8,4,9,8,4,3,3,7,11,8,6,6,10,10,8,10,8,10,10,10,13,10,10,10,3,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12
"370210044.1",5,7,7,2,2,2,2,12,6,7,6,5,5,5,5,9,10,6,2,6,5,5,5,5,5,5,2,2,2,2,2,2,2,2,1,5,5,5,9,9,14,14,14,14,14,14,14,14,1,1,1,1,1,1,1,1,1,1,14,14,14
"37183004-02",12,9,9,3,6,6,13,6,8,10,1,2,14,3,8,13,13,9,8,3,1,1,1,3,1,2,7,11,8,6,6,10,6,10,11,11,13,11,11,11,11,11,11,11,8,11,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"37191000026",11,6,10,6,9,13,14,8,2,2,13,8,1,1,7,7,1,3,3,8,4,9,8,4,3,3,7,11,8,6,6,10,10,8,10,8,10,10,10,13,13,13,12,12,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12
"37183004-01",12,9,1,3,6,6,13,6,8,10,1,2,14,3,8,13,13,9,8,3,1,14,2,3,1,2,7,11,1,11,7,4,4,13,11,11,13,11,11,11,11,11,11,11,8,11,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"37167000028",14,11,5,8,14,10,5,9,1,1,12,12,12,4,11,6,9,8,8,12,3,14,2,9,10,7,10,4,4,4,11,11,11,1,3,2,4,4,4,4,4,4,4,4,10,9,9,6,6,10,8,8,9,9,10,10,10,10,10,10,10
"37191000024",11,6,10,6,9,13,14,8,2,2,2,8,2,1,13,7,1,3,3,9,9,7,8,4,3,3,7,11,6,6,6,10,10,8,10,8,10,10,10,13,10,10,10,3,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12
"3716300CLNE",11,6,12,14,14,13,8,8,2,2,2,13,12,1,1,1,1,4,3,9,9,7,8,4,3,3,6,3,6,8,8,8,10,8,10,8,10,10,10,13,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"37167000027",14,11,5,8,14,10,5,9,1,1,12,12,12,4,11,6,9,8,8,12,3,3,11,9,10,7,10,4,4,4,11,11,11,1,3,2,4,4,4,4,4,4,4,4,10,9,9,6,6,10,8,8,9,9,10,10,10,10,10,10,10
"37167000026",14,11,5,11,14,10,5,9,1,1,12,12,12,4,11,6,9,8,8,1,3,14,2,9,10,7,10,4,4,4,11,11,11,1,3,2,4,4,4,4,4,4,4,4,10,9,9,6,6,10,8,8,9,9,10,10,10,10,10,10,10
"37167000025",9,4,4,11,11,3,7,3,4,4,4,4,10,9,11,11,9,8,8,12,14,12,2,9,10,7,10,4,4,4,11,11,11,1,3,2,4,4,4,4,4,4,4,4,10,9,9,6,6,10,8,8,9,9,10,10,10,10,10,10,10
"3700100003W",13,1,3,5,8,12,10,13,5,12,7,7,11,13,14,4,3,1,1,11,2,11,7,11,11,6,12,10,12,10,4,7,13,4,4,13,11,13,13,10,7,7,3,10,4,4,8,8,8,11,11,2,2,2,2,2,2,2,2,13,13
"37167000024",9,4,4,11,14,3,7,3,4,4,4,4,10,9,11,6,9,8,8,12,14,12,2,9,10,7,10,4,4,4,11,11,11,1,3,2,4,4,4,4,4,4,4,4,10,9,9,6,6,10,8,8,9,9,10,10,10,10,10,10,10
"37167000023",9,4,4,11,11,10,5,9,1,1,12,12,12,4,11,6,9,8,8,12,14,12,2,9,10,7,10,4,4,4,11,11,11,1,3,2,4,4,4,4,4,4,4,4,10,9,9,6,6,10,8,8,9,9,10,10,10,10,10,10,10
"37025012-03",9,2,4,7,11,3,7,4,4,1,9,4,10,9,4,2,5,11,14,5,14,3,10,7,13,13,13,14,9,9,13,3,5,9,14,14,14,1,5,5,5,9,5,5,5,5,5,5,14,14,14,14,14,14,7,7,7,7,7,7,7
"370810NWASH",13,5,14,5,12,12,10,13,5,12,7,7,6,7,14,3,3,12,12,2,2,2,7,11,2,6,12,10,10,12,12,12,1,11,4,4,2,2,2,2,2,2,2,2,4,4,8,8,8,11,11,2,2,2,2,2,2,2,2,13,13
"37023000066",8,14,2,4,4,11,12,7,7,6,10,3,9,6,2,10,14,10,11,13,13,13,3,10,7,10,5,5,14,14,14,13,12,12,2,3,3,3,3,3,9,5,9,9,1,1,1,1,7,7,7,7,7,7,14,14,14,14,1,1,1
"37023000065",7,14,2,4,4,11,12,7,7,9,10,3,9,6,2,10,14,10,6,13,13,13,3,10,7,10,5,5,14,14,14,13,12,12,2,3,3,3,3,3,9,5,9,9,1,1,1,1,7,7,7,7,7,7,14,14,14,14,1,1,1
"37123000STA",14,13,5,8,14,10,5,9,1,5,12,12,12,2,11,6,9,5,1,12,3,14,2,9,10,7,10,7,7,7,3,9,9,1,3,2,4,4,4,4,4,4,4,4,10,6,6,6,6,10,8,8,9,9,10,10,10,10,10,10,10
"37023000064",7,14,2,4,4,11,12,7,7,9,10,3,9,10,2,10,14,10,6,13,13,13,3,10,7,10,5,5,14,14,14,13,12,12,2,3,3,3,3,3,9,5,9,9,1,1,1,1,7,7,7,7,7,7,14,14,14,14,1,1,1
"37023000062",8,14,2,4,4,11,12,7,7,6,10,3,9,6,2,10,14,10,11,13,13,13,3,10,7,10,5,5,14,14,14,13,12,12,2,3,3,3,3,3,9,5,9,9,1,1,1,1,7,7,7,7,7,7,14,14,14,14,1,1,1
"37025012-09",9,2,4,7,11,3,4,3,4,1,3,4,10,9,4,2,5,11,14,5,14,6,10,7,13,13,13,14,9,9,13,3,5,9,14,14,14,1,5,5,5,9,5,5,5,5,5,5,14,14,14,14,14,14,7,7,7,7,7,7,7
"37147001501",11,10,6,9,3,13,14,5,14,8,8,13,13,12,7,8,7,3,4,4,8,8,12,2,6,8,1,1,8,6,10,6,8,7,7,7,8,8,8,7,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"37025012-08",9,2,4,7,11,3,7,3,4,4,3,4,10,9,4,2,5,11,14,5,14,6,10,7,13,13,13,14,9,9,13,3,5,9,14,14,14,1,5,5,5,9,5,5,5,5,5,5,14,14,14,14,14,14,7,7,7,7,7,7,7
"37025012-06",9,2,4,11,11,3,7,3,4,4,9,4,10,9,4,2,5,11,14,5,14,6,10,7,13,13,13,14,9,9,13,3,5,9,14,14,14,1,5,5,5,9,5,5,5,5,5,5,14,14,14,14,14,14,7,7,7,7,7,7,7
"37025012-05",9,2,4,11,11,3,7,3,4,1,9,4,10,9,4,2,5,11,14,5,14,6,10,7,13,13,13,14,9,9,13,3,5,9,14,14,14,1,5,5,5,9,5,5,5,5,5,5,14,14,14,14,14,14,7,7,7,7,7,7,7
"37025012-04",9,2,4,7,11,5,7,4,4,1,9,4,10,9,4,2,5,11,14,5,14,6,10,7,13,13,13,14,9,9,13,3,5,9,14,14,14,1,5,5,5,9,5,5,5,5,5,5,14,14,14,14,14,14,7,7,7,7,7,7,7
"37147001509",11,10,6,9,3,13,14,5,11,14,8,8,1,11,7,12,7,3,4,4,8,8,12,2,6,8,1,1,8,6,6,6,6,10,8,10,8,8,8,7,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12
"37147001507",11,10,6,9,3,13,14,5,11,8,8,13,13,11,7,12,7,3,4,4,8,8,12,2,6,8,1,1,8,6,10,6,6,10,8,10,8,8,8,7,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12
"37147001506",11,10,6,9,3,13,14,5,14,14,8,13,13,12,7,8,7,3,13,4,8,8,12,2,6,8,1,1,8,6,6,6,6,10,8,10,8,8,8,7,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12
"37191000018",11,6,10,6,9,13,14,8,2,2,13,8,1,1,7,7,1,3,13,8,4,9,8,8,6,8,1,1,8,6,6,10,6,10,10,8,10,10,10,13,10,10,10,3,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12
"37191000017",11,6,10,6,9,13,14,8,2,2,13,8,1,1,7,7,1,3,3,8,4,9,8,8,6,8,1,1,8,6,6,10,6,10,10,8,10,10,10,13,10,10,10,3,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12
"37023000070",7,14,2,4,4,11,12,7,7,6,10,3,9,6,2,10,14,10,6,13,13,13,3,10,7,10,5,5,14,14,14,13,12,12,2,3,3,3,3,3,9,5,9,9,1,1,1,1,7,7,7,7,7,7,14,14,14,14,1,1,1
"3714100LT18",10,12,12,14,13,8,8,8,2,2,2,11,2,11,1,1,9,4,3,9,7,4,4,4,4,3,6,3,6,8,8,8,10,3,12,12,12,12,12,12,12,12,12,6,6,6,6,9,9,9,9,9,8,8,8,8,8,8,8,8,8
"37191000016",11,6,10,6,9,13,14,8,2,2,13,8,1,1,7,7,1,3,3,9,9,7,8,4,3,3,7,11,8,6,6,10,10,8,10,8,10,10,10,13,13,13,12,12,13,13,13,13,13,13,13,11,11,11,11,11,11,11,11,11,11
"3712700P06A",6,6,6,6,9,1,6,1,14,8,8,13,13,12,7,8,8,3,13,8,8,8,12,2,6,8,1,8,11,1,1,1,7,7,7,7,7,7,6,6,6,8,8,8,11,8,11,11,11,2,2,13,13,13,13,13,13,13,13,2,2
"37147001503",11,10,6,9,3,13,14,5,14,8,8,13,13,12,7,8,7,3,13,8,8,8,12,2,6,8,1,1,8,6,10,6,6,10,8,10,8,8,8,7,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12
"37191000015",11,6,10,6,3,13,14,5,14,14,13,8,1,1,13,7,1,3,3,8,4,9,8,8,6,8,1,1,6,3,6,10,6,10,10,10,8,8,8,8,8,12,12,12,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12
"37191000014",11,6,10,6,9,13,14,1,14,14,13,8,1,1,13,7,1,3,3,8,4,9,8,8,6,8,1,1,8,6,6,10,6,10,10,10,8,8,8,8,8,12,12,12,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12
"37067000405",2,13,13,13,5,4,3,4,12,1,9,6,3,14,9,14,6,5,12,2,11,2,11,9,2,11,11,10,10,12,12,12,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,10,10,10,10,9,9,9,9,9,9,9
"37191000013",11,6,10,6,9,13,14,1,14,14,13,8,1,1,7,7,1,3,13,8,4,9,8,8,6,8,1,1,8,6,6,10,6,10,10,10,8,8,8,8,8,12,12,12,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12
"37067000404",2,5,13,13,5,4,3,2,12,6,9,6,3,14,9,14,6,5,5,2,11,2,6,6,10,7,10,10,10,12,12,12,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,10,10,10,10,9,9,9,9,9,9,9
"3712500WKWD",3,11,5,10,8,14,5,9,1,5,12,12,12,2,11,6,1,8,8,1,3,14,2,1,12,12,3,7,7,7,3,9,9,3,12,6,12,12,12,12,12,6,6,6,6,6,6,9,9,9,9,9,8,8,8,8,8,8,8,8,8
"3707700EAOX",1,1,3,6,9,9,1,1,14,8,14,1,11,13,8,8,8,1,1,11,2,11,7,11,6,6,12,8,12,10,4,7,7,7,7,7,7,7,6,6,6,8,8,8,11,8,11,11,11,2,2,13,13,13,13,13,13,13,13,2,2
"37067000403",2,5,13,13,5,4,3,2,12,6,9,6,3,14,9,14,6,5,5,2,11,2,6,6,10,7,10,10,10,12,12,12,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,10,10,10,10,9,9,9,9,9,9,9
"37067000402",2,5,13,13,5,4,3,2,12,6,9,6,3,14,9,14,6,5,5,2,11,2,6,6,2,11,11,10,10,12,12,12,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,10,10,10,10,9,9,9,9,9,9,9
"37067000401",2,5,13,13,5,4,3,4,12,12,9,6,3,7,3,14,6,5,5,2,11,2,6,6,2,11,11,10,10,12,12,12,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,10,10,10,10,9,9,9,9,9,9,9
"3713300HN14",10,12,12,14,13,8,8,5,11,14,13,8,2,11,12,12,7,13,4,4,7,4,4,8,3,4,4,6,3,8,8,6,8,6,6,12,6,6,7,8,8,12,12,12,12,12,12,12,13,13,13,11,11,11,11,11,11,11,11,11,11
"37175000TC1",5,7,7,2,2,2,2,12,6,7,6,5,5,5,5,9,10,6,2,6,5,5,5,5,5,5,2,2,2,2,2,2,2,2,1,5,5,5,9,9,14,14,14,14,14,14,14,14,1,1,1,1,1,1,1,1,1,1,14,14,14
"3703100ATSL",6,10,10,9,3,8,14,5,11,14,13,8,1,11,12,12,7,13,4,4,4,9,8,8,4,4,4,6,3,3,10,6,8,6,6,12,6,6,7,8,8,12,12,12,12,12,12,12,13,13,13,11,11,11,11,11,11,11,11,11,11
"371150SANDY",5,7,7,2,2,2,2,12,6,7,6,5,5,5,5,9,10,6,2,6,5,5,5,5,5,5,2,2,2,2,2,2,2,2,1,5,5,5,9,9,14,14,14,14,14,14,14,14,1,1,1,1,1,1,1,1,1,1,14,14,14
"37175000TC7",5,7,7,2,2,2,2,12,6,7,6,5,5,5,5,9,10,6,2,6,5,5,5,5,5,5,2,2,2,2,2,2,2,2,1,5,5,5,9,9,14,14,14,14,14,14,14,14,1,1,1,1,1,1,1,1,1,1,14,14,14
"3719700EBND",2,5,13,13,5,4,3,2,12,6,10,6,3,14,9,14,14,5,5,12,12,13,3,10,10,7,5,4,4,4,4,13,13,4,13,13,11,13,3,3,3,3,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5
"37191000023",11,6,10,6,9,13,14,8,2,2,13,8,1,1,7,7,1,3,13,8,4,9,8,8,6,8,1,1,8,6,6,10,6,10,10,10,10,10,10,13,10,10,10,3,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12
"37191000022",11,6,10,6,9,13,14,8,2,2,13,8,1,1,7,7,1,3,13,8,4,9,8,8,6,8,1,1,8,6,6,10,6,10,10,10,8,8,8,8,8,12,12,12,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12
"37191000021",11,6,10,6,9,13,14,8,2,2,13,8,1,1,7,7,1,3,13,8,4,9,8,8,6,8,1,1,8,6,6,10,6,10,10,10,10,10,10,13,10,10,10,3,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12
"3703100MASM",6,10,10,9,3,8,14,5,11,14,13,8,1,11,12,12,7,13,4,4,4,9,8,8,4,4,4,6,3,3,10,6,8,6,6,12,6,6,7,8,8,12,12,12,12,12,12,12,13,13,13,11,11,11,11,11,11,11,11,11,11
"3712700P05A",6,6,6,6,9,1,6,1,14,8,8,13,13,12,7,8,8,3,13,8,8,8,12,2,6,8,1,8,11,1,1,1,7,7,7,7,7,7,6,6,6,8,8,8,11,8,11,11,11,2,2,13,13,13,13,13,13,13,13,2,2
"370970000CD",8,14,2,7,4,5,3,2,9,1,9,6,9,6,6,14,6,10,11,13,13,13,10,10,7,10,5,5,14,14,14,13,12,12,2,3,3,3,3,3,3,3,7,7,7,7,7,7,14,14,14,14,14,14,7,7,7,7,7,7,7
"3719905-GRE",5,7,7,2,4,2,12,12,6,6,10,3,5,6,5,10,10,6,11,13,13,5,5,5,5,5,2,2,2,2,2,13,12,12,2,3,3,3,3,3,3,3,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5
"3708700BE56",5,7,7,2,2,2,2,12,6,7,6,5,5,5,5,9,10,6,2,6,5,5,5,5,5,5,2,2,2,2,2,2,2,2,1,5,5,5,9,9,14,14,14,14,14,14,14,14,1,1,1,1,1,1,1,1,1,1,14,14,14
"371570000IR",2,5,14,5,5,12,10,13,5,12,7,7,6,7,3,3,12,12,12,2,11,2,7,11,2,11,12,12,12,10,4,7,13,4,4,4,2,2,2,2,2,2,2,10,4,4,8,8,8,11,11,2,2,2,2,2,2,2,2,13,13
"3719700DCRK",8,5,13,13,4,4,3,2,12,6,10,6,3,6,6,10,6,5,5,12,12,13,3,10,10,10,10,4,4,4,4,13,1,12,2,3,3,3,3,3,3,3,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5
"370210050.1",5,7,2,2,4,2,2,12,6,7,6,5,5,5,5,9,10,6,2,6,5,5,5,5,5,5,2,2,2,2,2,2,2,2,1,5,5,5,9,9,14,14,14,14,14,14,14,14,1,1,1,1,1,1,1,1,1,1,14,14,14
"370970000CS",8,14,2,7,4,5,3,2,9,1,9,4,9,6,6,2,6,10,11,13,13,13,10,9,13,13,13,14,9,14,14,13,12,12,2,3,3,3,3,3,3,3,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5
"3706100KENA",11,6,12,14,14,13,14,8,2,2,2,8,2,1,1,12,7,4,3,9,4,4,8,4,3,3,6,3,6,8,10,10,8,6,6,12,6,6,7,8,8,12,12,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"37001000011",13,1,14,5,12,12,10,13,13,12,14,7,11,13,14,4,12,1,12,11,2,11,7,11,11,6,12,12,12,10,4,7,13,4,4,13,11,13,13,10,7,7,3,10,4,4,8,8,8,11,11,2,2,2,2,2,2,2,2,13,13
"37081000RC2",14,13,3,8,8,12,13,13,5,5,7,7,6,7,14,4,3,12,1,11,11,11,7,11,11,6,11,10,10,12,12,11,11,11,4,4,2,2,2,2,2,2,2,2,2,4,8,8,8,11,11,2,2,2,2,2,2,2,2,13,13
"37081000RC1",13,5,14,8,12,12,10,13,5,5,7,7,11,13,14,4,3,12,12,2,2,2,7,11,11,6,11,10,10,12,12,12,1,11,13,4,2,2,2,2,2,2,2,2,2,4,8,8,8,8,11,2,2,2,2,2,2,2,2,13,13
"3710900LS12",8,2,4,4,11,11,4,7,7,9,5,10,7,10,2,10,14,2,11,14,6,10,13,14,14,10,5,5,14,5,5,5,14,5,5,1,1,14,14,14,3,3,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5
"371170000BG",6,10,6,9,9,13,14,5,11,14,8,8,13,12,12,12,8,13,4,8,4,9,8,8,4,4,4,6,3,3,10,6,8,6,6,12,6,6,7,7,13,13,13,13,12,12,12,12,13,13,13,11,11,11,11,11,11,11,11,11,11
"370210022.2",5,7,7,2,2,2,2,12,6,7,6,5,5,5,5,9,10,6,2,6,5,5,5,5,5,5,2,2,2,2,2,2,2,2,1,5,5,5,9,9,14,14,14,14,14,14,14,14,1,1,1,1,1,1,1,1,1,1,14,14,14
"3712700P08A",6,6,6,6,9,1,6,1,14,8,8,13,13,12,7,8,8,3,13,8,8,8,12,2,6,8,1,8,11,1,1,1,7,7,7,7,7,7,6,6,6,8,8,8,11,8,11,11,11,2,2,13,13,13,13,13,13,13,13,2,2
"371490TR123",7,14,7,2,2,2,2,7,6,7,6,3,5,5,5,5,14,6,2,6,5,5,5,5,5,5,9,2,13,14,14,2,2,2,1,5,5,5,9,9,14,14,14,14,14,14,14,14,1,1,1,1,1,1,1,1,1,1,14,14,14
"37001000013",13,1,14,1,1,10,10,13,13,12,14,7,11,13,14,4,12,1,1,11,2,11,7,11,11,6,12,12,12,10,4,7,13,4,4,13,11,13,13,10,7,7,3,10,4,4,8,8,8,11,11,2,2,2,2,2,2,2,2,13,13
"37125000BEN",3,11,5,8,14,10,5,9,1,5,12,12,12,2,11,6,1,8,8,1,3,14,2,9,10,7,3,7,7,7,3,9,9,3,12,6,12,12,4,4,4,4,4,4,10,6,6,9,9,9,8,8,8,8,8,8,8,8,8,8,8
"3703100BFT2",6,10,10,9,3,8,14,5,11,14,13,8,1,11,12,12,7,13,4,4,4,9,8,8,4,4,4,6,3,3,10,6,8,6,6,12,6,6,7,8,8,12,12,12,12,12,12,12,13,13,13,11,11,11,11,11,11,11,11,11,11
"3703100BFT1",6,10,10,9,3,8,14,5,11,14,13,8,1,11,12,12,7,13,4,4,4,9,8,8,4,4,4,6,3,3,10,6,8,6,6,12,6,6,7,8,8,12,12,12,12,12,12,12,13,13,13,11,11,11,11,11,11,11,11,11,11
"3710900LB34",8,2,4,4,4,11,4,7,7,9,5,10,7,10,2,10,14,2,11,14,6,10,13,14,14,10,5,5,14,5,5,5,14,5,5,1,1,14,14,14,3,3,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5
