"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500","iteration_1550","iteration_1600","iteration_1650","iteration_1700","iteration_1750","iteration_1800","iteration_1850","iteration_1900","iteration_1950","iteration_2000","iteration_2050","iteration_2100","iteration_2150","iteration_2200","iteration_2250","iteration_2300","iteration_2350","iteration_2400","iteration_2450","iteration_2500","iteration_2550","iteration_2600","iteration_2650","iteration_2700","iteration_2750","iteration_2800","iteration_2850","iteration_2900","iteration_2950","iteration_3000"
"3700100003W",10,9,4,4,7,14,5,4,11,4,6,7,3,1,4,11,11,4,4,3,7,11,11,11,6,1,6,6,13,5,8,8,2,11,11,4,8,8,8,8,2,5,5,5,8,8,8,2,2,2,2,2,2,9,2,2,2,2,2,2,2
"37167000024",14,4,14,6,3,2,13,14,14,7,10,12,9,12,8,5,13,5,2,10,13,9,2,5,9,4,7,14,6,11,6,7,9,14,1,9,3,10,14,1,1,1,1,1,1,1,12,12,12,12,11,4,4,12,12,12,12,12,11,8,8
"37167000023",14,4,14,6,3,2,13,13,14,7,10,12,9,12,8,5,13,5,2,10,13,9,2,5,9,4,7,14,6,11,6,4,6,14,2,2,3,10,14,1,1,1,1,1,1,1,12,12,12,12,11,4,4,12,12,12,12,12,11,8,8
"37025012-03",14,4,11,14,14,4,11,14,4,7,7,11,11,6,6,5,13,5,2,10,13,9,2,5,9,13,10,7,12,6,6,7,9,2,1,6,1,1,1,14,14,7,9,9,7,7,7,1,1,1,5,5,5,5,5,5,5,5,5,5,5
"370810NWASH",10,9,4,4,7,14,5,4,11,4,6,7,3,1,4,11,11,4,4,3,7,11,6,4,11,1,11,5,5,13,5,5,3,13,13,10,2,5,6,6,8,8,8,2,2,5,5,5,5,10,10,10,10,10,10,10,7,7,10,10,10
"37023000066",7,6,5,2,5,8,4,2,7,5,4,6,2,14,2,6,6,14,9,2,2,13,7,1,13,7,12,12,11,9,12,6,7,7,7,7,7,7,9,9,11,11,11,11,12,12,1,7,7,7,7,7,7,1,1,1,1,1,1,1,1
"37023000065",7,6,5,2,5,7,4,2,7,5,4,6,2,14,2,6,6,14,9,2,2,13,7,1,13,7,12,12,11,9,12,6,7,7,7,7,7,7,9,9,11,11,11,11,12,12,1,7,7,7,7,7,7,1,1,1,1,1,1,1,1
"37123000STA",13,5,14,6,3,14,3,13,14,14,11,4,9,12,8,8,4,7,10,10,14,6,5,5,9,4,7,14,6,11,9,4,6,14,2,2,3,10,14,1,1,1,1,1,1,1,12,12,12,12,11,4,4,12,12,12,12,12,11,8,8
"37023000064",7,6,5,2,5,8,4,3,7,5,4,6,2,14,13,6,6,14,9,2,2,13,7,1,13,7,12,12,11,9,12,6,7,7,7,7,7,7,9,9,11,11,11,11,12,12,1,7,7,7,7,7,7,1,1,1,1,1,1,1,1
"37023000062",6,6,5,2,5,7,4,2,7,5,4,2,2,14,2,6,6,14,9,2,2,13,7,12,13,7,12,12,11,9,7,6,7,7,7,7,7,7,9,9,11,11,11,11,12,12,1,7,7,7,7,7,7,1,1,1,1,1,1,1,1
"37025012-09",14,4,11,14,14,4,13,14,4,7,7,11,11,6,6,5,13,5,13,10,13,2,9,5,9,4,7,7,12,6,6,7,9,2,1,6,1,1,1,14,14,7,9,9,7,7,7,1,1,1,5,5,5,5,5,5,5,5,5,5,5
"37147001501",3,1,12,1,12,12,12,6,6,3,3,1,10,9,7,7,8,12,12,8,10,8,8,8,2,9,9,9,10,10,10,3,4,4,10,13,13,13,13,13,6,6,6,6,3,3,3,6,6,13,13,6,6,6,6,6,6,6,6,6,6
"37025012-08",14,4,11,14,14,4,11,14,4,7,7,11,11,6,6,5,13,5,2,10,13,9,2,5,9,13,7,7,12,6,6,7,9,2,1,6,1,1,1,14,14,7,9,9,7,7,7,1,1,1,5,5,5,5,5,5,5,5,5,5,5
"37025012-06",14,4,11,14,8,4,13,14,4,7,7,11,11,6,6,5,13,5,13,10,13,9,2,5,9,4,7,7,6,6,6,7,9,2,1,9,3,10,14,1,1,1,1,14,7,7,7,1,1,1,5,5,5,5,5,5,5,5,5,5,5
"37025012-05",14,4,11,14,8,4,13,14,4,7,7,11,11,6,6,5,13,5,2,10,13,9,2,5,9,4,7,7,6,6,6,4,9,2,1,9,3,10,14,1,1,1,1,14,7,7,7,1,1,1,5,5,5,5,5,5,5,5,5,5,5
"37025012-04",14,4,11,14,8,4,11,14,14,7,7,11,11,6,6,5,13,5,2,10,13,9,2,5,9,13,10,7,6,6,6,7,9,2,1,6,1,1,1,14,14,7,9,9,7,7,7,1,1,1,5,5,5,5,5,5,5,5,5,5,5
"37147001509",3,12,12,1,1,12,12,6,6,3,3,1,10,9,7,7,8,12,12,8,10,8,10,3,2,9,9,2,3,3,10,3,4,4,10,5,5,13,13,13,13,13,6,6,3,3,3,6,6,13,13,6,6,6,6,6,6,13,13,13,13
"37147001507",3,1,12,1,12,12,12,6,6,3,3,1,10,9,7,7,8,12,12,8,10,8,10,3,2,9,9,2,3,3,10,3,4,4,10,5,5,13,13,13,6,6,6,6,3,3,3,6,6,13,13,6,6,6,6,6,6,13,13,13,13
"37147001506",3,1,12,1,12,12,12,6,6,3,3,1,4,9,7,7,8,12,12,8,10,8,8,8,2,9,9,2,3,3,10,3,4,4,10,5,5,13,13,13,13,13,6,6,3,3,3,6,6,13,13,6,6,6,6,6,6,6,6,6,6
"37191000018",11,12,1,1,13,12,1,9,9,12,1,3,10,4,9,9,3,12,12,7,3,14,10,10,8,3,3,3,14,14,3,10,10,10,4,3,14,4,4,4,4,10,4,4,10,6,6,3,3,3,3,3,3,3,3,3,13,6,6,6,6
"37191000017",11,12,1,1,13,12,1,9,9,12,1,3,13,4,9,9,3,12,12,7,3,14,10,10,8,3,3,3,14,14,3,10,10,10,4,3,14,4,4,4,4,10,4,4,10,6,6,3,3,3,3,3,3,3,3,3,13,6,6,6,6
"37023000070",7,6,5,2,5,7,4,2,7,5,4,6,2,14,2,6,6,14,9,2,2,13,7,1,13,7,12,12,11,9,12,6,7,7,7,7,7,7,9,9,11,11,11,11,12,12,1,7,7,7,7,7,7,1,1,1,1,1,1,1,1
"3714100LT18",2,2,9,9,13,13,10,1,1,1,12,10,7,7,10,2,12,8,1,12,8,14,3,3,8,10,14,10,2,3,14,14,13,9,9,14,9,3,3,3,3,3,3,3,6,4,4,4,4,4,4,11,11,11,11,11,11,11,12,12,12
"37191000016",11,12,1,1,13,12,1,9,9,12,12,9,13,4,9,9,3,12,12,7,3,14,10,10,8,3,3,3,14,14,3,10,10,10,4,3,9,3,3,3,3,3,3,3,6,4,4,4,4,3,3,3,3,3,3,3,13,6,6,6,6
"3712700P06A",11,1,3,13,12,6,6,11,12,12,1,3,4,10,3,3,3,12,12,7,10,8,8,8,2,2,9,9,10,10,2,13,5,5,5,13,13,2,10,10,6,6,13,13,13,13,13,13,13,6,6,13,13,13,13,9,9,9,9,9,9
"37147001503",3,1,12,1,12,12,12,6,6,3,3,1,10,9,7,7,8,12,12,8,10,8,8,8,2,9,9,9,10,10,10,3,4,4,10,13,13,13,13,13,6,6,6,6,3,6,6,3,3,3,3,3,3,3,3,3,13,6,6,6,6
"37191000015",11,12,1,1,13,12,1,9,9,3,3,3,10,9,9,9,3,12,12,7,3,14,10,10,8,9,3,3,2,2,3,10,13,9,9,14,14,4,4,4,4,10,4,4,10,6,6,3,3,3,3,3,3,3,3,3,13,6,6,6,6
"37191000014",11,12,1,1,13,12,1,9,9,3,3,3,10,9,9,9,3,12,12,7,3,14,10,10,8,9,3,3,14,14,3,10,10,10,4,3,14,4,4,4,4,10,4,4,10,6,6,3,3,3,3,3,3,3,3,3,13,6,6,6,6
"37067000405",14,14,7,7,10,10,13,5,10,10,6,5,1,3,1,4,1,11,14,14,4,1,4,11,11,11,1,1,1,7,11,11,11,8,8,8,11,11,5,5,5,2,2,8,5,2,2,8,8,8,8,8,8,8,8,8,8,8,8,11,11
"37191000013",11,12,1,1,13,12,1,9,9,12,1,3,10,9,9,9,3,12,12,7,3,14,10,10,8,3,3,3,2,2,3,10,10,10,4,3,14,4,4,4,4,10,4,4,10,6,6,3,3,3,3,3,3,3,3,3,13,6,6,6,6
"37067000404",8,14,2,7,10,10,13,2,10,10,6,5,1,3,1,4,1,11,14,14,4,1,4,11,11,11,1,1,1,7,11,11,11,8,8,8,11,11,5,5,5,2,2,8,5,2,2,8,8,8,8,8,8,8,8,8,8,8,8,11,11
"3712500WKWD",13,5,13,6,3,2,3,13,14,14,10,12,9,5,8,10,2,7,10,10,11,6,5,5,9,4,7,14,6,11,9,4,6,14,2,2,3,10,14,1,1,1,1,1,1,1,12,12,12,12,11,4,4,12,12,12,12,12,11,8,8
"3707700EAOX",1,10,12,10,9,9,9,12,11,9,13,7,3,5,3,11,11,1,11,3,12,8,8,8,14,11,11,5,5,13,5,5,3,13,13,10,2,5,6,6,8,8,8,2,2,5,5,5,5,10,10,10,10,10,10,10,7,7,10,10,10
"37067000403",8,14,2,7,10,10,13,2,10,10,6,5,1,3,1,4,1,11,14,14,4,1,4,11,11,6,1,1,1,7,11,11,11,8,8,8,11,11,5,5,5,2,2,8,5,2,2,8,8,8,8,8,8,8,8,8,8,8,8,11,11
"37067000402",8,14,2,7,10,10,13,5,10,10,6,5,1,3,1,4,1,11,14,14,4,1,4,11,11,11,1,1,1,7,11,11,11,8,8,8,11,11,5,5,5,2,2,8,5,2,2,8,8,8,8,8,8,8,8,8,8,8,8,11,11
"37067000401",14,14,2,7,10,10,13,5,10,10,6,5,1,3,1,4,1,11,14,14,4,1,4,11,11,11,1,1,1,7,11,11,11,8,8,8,11,11,5,5,5,2,2,8,5,2,2,8,8,8,8,8,8,8,8,8,8,8,8,11,11
"3713300HN14",2,2,9,9,1,13,10,1,6,3,3,10,7,7,10,2,12,8,1,12,8,3,3,3,10,10,9,10,2,3,14,14,13,9,9,14,9,13,3,3,3,3,3,3,3,3,3,6,6,13,13,6,6,6,6,6,6,13,13,13,13
"37175000TC1",6,7,8,8,2,7,7,3,2,2,2,14,14,2,14,14,14,10,6,9,9,5,13,13,12,12,13,13,9,1,1,12,12,12,12,12,12,12,12,12,12,14,12,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
"3703100ATSL",3,1,12,1,1,12,12,6,6,3,3,1,10,9,7,7,8,3,3,8,8,3,10,3,10,9,9,2,3,3,10,3,4,4,10,5,5,13,13,13,13,13,6,6,3,3,3,6,6,13,13,6,6,6,6,6,6,13,13,13,13
"371150SANDY",6,7,8,8,2,7,7,2,2,2,2,14,14,2,14,14,14,10,6,9,9,5,13,13,12,12,13,13,9,1,1,12,12,12,12,12,12,12,12,12,12,14,12,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
"37175000TC7",6,7,8,8,2,7,7,3,2,2,2,14,14,2,14,14,14,10,6,9,9,5,13,13,12,12,13,13,9,1,1,12,12,12,12,12,12,12,12,12,12,14,12,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
"3719700EBND",8,14,2,7,8,8,14,2,7,5,14,2,6,3,2,1,1,11,14,14,4,1,4,2,1,13,10,5,5,7,7,9,8,6,14,9,6,6,11,11,9,12,14,14,9,9,9,9,9,5,1,1,1,7,7,7,10,10,7,7,7
"37191000023",11,12,1,1,13,12,1,9,9,12,1,3,10,4,9,9,3,12,12,7,3,14,10,10,8,9,3,3,14,14,3,10,10,10,4,3,14,4,4,4,4,10,4,4,10,6,6,3,3,3,3,3,3,3,3,3,13,6,6,6,6
"37191000022",11,12,1,1,13,12,1,9,9,12,1,3,10,9,9,9,3,12,12,7,3,14,10,10,8,3,3,3,2,2,3,10,10,10,4,3,14,4,4,4,4,10,4,4,10,6,6,3,3,3,3,3,3,3,3,3,13,6,6,6,6
"37191000021",11,12,1,1,13,12,1,9,9,12,1,3,10,4,9,9,3,12,12,7,3,14,10,10,8,3,3,3,14,14,3,10,10,10,4,3,14,4,4,4,4,10,4,4,10,6,6,3,3,3,3,3,3,3,3,3,13,6,6,6,6
"3703100MASM",2,2,9,9,1,12,12,6,6,3,3,1,10,7,7,7,8,3,3,8,8,3,10,3,10,9,9,2,3,3,10,3,4,4,10,5,5,13,13,13,13,13,6,6,3,3,3,6,6,13,13,6,6,6,6,6,6,13,13,13,13
"3712700P05A",11,1,3,13,12,6,6,11,12,12,1,3,4,10,3,3,3,12,12,7,10,8,8,8,3,2,9,9,10,10,2,13,5,5,5,13,13,2,10,10,6,6,13,13,13,13,13,13,13,6,6,13,13,13,13,9,9,9,9,9,9
"370970000CD",8,6,7,5,10,8,14,7,7,5,14,2,6,11,2,1,10,6,9,13,13,9,2,1,1,7,10,11,7,12,7,9,8,6,14,9,6,6,11,11,9,12,14,14,9,9,9,9,9,5,1,1,1,7,7,7,10,10,7,7,7
"3719905-GRE",6,7,8,2,2,7,4,2,7,2,4,14,14,2,14,14,14,14,6,2,9,9,7,12,12,12,12,13,11,1,1,12,12,12,12,12,12,12,12,12,12,14,12,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
"3708700BE56",6,7,8,8,2,7,7,3,2,2,2,14,14,2,14,14,14,10,6,9,9,5,13,13,12,12,13,13,9,1,1,12,12,12,12,12,12,12,12,12,12,14,12,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
"371570000IR",10,9,4,4,7,14,5,4,10,10,13,7,1,1,4,11,11,4,4,3,7,11,11,2,14,11,11,5,5,13,5,5,3,13,13,10,2,5,6,6,8,8,8,2,2,5,5,5,5,10,10,10,10,10,10,10,7,7,10,10,10
"3719700DCRK",8,14,2,7,8,8,14,2,7,5,14,2,6,11,2,1,10,6,2,13,13,9,2,12,1,13,10,11,7,12,7,9,8,6,14,9,6,6,11,11,9,12,14,14,9,9,9,9,9,5,1,1,1,7,7,7,10,10,7,7,7
"370210050.1",6,7,8,8,2,7,7,3,2,2,2,14,14,2,14,14,14,10,6,9,9,5,13,13,12,12,13,13,9,1,1,12,12,12,12,12,12,12,12,12,12,14,12,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
"370970000CS",8,14,7,5,10,8,14,2,7,5,14,2,6,11,2,1,10,6,2,13,13,9,2,12,1,13,10,11,7,12,7,9,8,6,14,9,6,6,11,11,9,12,14,14,9,9,9,9,9,5,1,1,1,7,7,7,10,10,7,7,7
"3706100KENA",11,12,1,1,13,12,1,6,1,1,12,10,10,4,9,9,12,8,3,12,3,3,10,10,8,10,14,10,2,2,14,14,13,9,9,14,9,3,3,3,3,3,3,3,6,4,4,4,4,4,4,11,11,11,11,11,11,11,12,12,12
"37001000011",10,10,4,4,7,1,9,4,11,9,13,7,3,1,4,11,11,4,4,3,7,11,6,4,6,1,6,6,13,13,8,8,2,11,11,4,8,8,8,8,2,5,5,5,8,8,8,2,2,2,2,2,2,9,2,2,2,2,2,2,2
"37081000RC2",10,9,4,4,7,14,5,4,11,4,6,7,3,1,4,11,11,4,4,14,7,11,11,11,6,1,6,6,13,5,8,8,2,11,11,4,8,8,8,8,2,5,5,5,8,8,8,2,2,2,2,2,2,9,2,2,2,2,2,2,2
"37081000RC1",10,9,4,4,7,14,5,4,11,4,6,7,3,1,4,11,11,4,4,14,7,11,11,11,11,1,6,6,13,5,8,8,2,11,11,4,8,8,8,8,2,5,5,5,8,8,8,2,2,2,2,2,2,9,2,2,2,2,2,2,2
"3710900LS12",7,6,5,2,5,5,14,7,5,11,14,6,2,14,13,6,6,14,9,2,13,13,7,1,13,7,12,12,7,9,12,6,7,7,7,7,7,7,9,9,11,11,11,11,12,12,1,7,7,7,7,7,7,1,1,1,1,1,1,1,1
"371170000BG",3,1,12,13,1,12,12,6,6,3,3,1,10,9,7,7,8,3,3,8,10,8,10,3,2,9,9,2,3,3,10,3,4,4,10,5,5,13,13,13,13,13,6,6,3,3,3,6,6,13,13,6,6,6,6,6,6,13,13,13,13
"370210022.2",6,7,8,8,2,7,7,2,2,2,2,14,14,2,14,14,14,10,6,9,9,5,13,13,12,12,13,13,9,1,1,12,12,12,12,12,12,12,12,12,12,14,12,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
"3712700P08A",11,1,3,13,12,6,6,11,12,12,1,3,4,10,3,3,3,12,12,7,10,8,8,8,2,2,9,9,10,10,2,13,5,5,5,13,13,2,10,10,6,6,13,13,13,13,13,13,13,6,6,13,13,13,13,9,9,9,9,9,9
"371490TR123",7,7,8,8,2,7,7,3,2,2,2,14,14,2,14,14,14,10,9,2,9,5,13,13,12,12,13,13,9,1,1,12,12,12,12,12,12,12,12,12,12,14,12,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
"37001000013",10,9,4,4,7,14,5,4,11,9,13,7,3,1,4,11,11,4,4,3,7,11,6,4,6,1,6,6,13,13,8,8,2,11,11,4,8,8,8,8,2,5,5,5,8,8,8,2,2,2,2,2,2,9,2,2,2,2,2,2,2
"37125000BEN",13,5,14,6,3,2,3,13,14,14,11,4,9,12,8,10,2,2,10,10,14,6,5,5,9,4,7,14,6,11,9,4,6,14,2,2,3,10,14,1,1,1,1,1,1,1,12,12,12,12,11,4,4,12,12,12,12,12,11,8,8
"3703100BFT2",2,2,9,9,1,12,12,6,6,3,3,1,10,7,7,7,8,3,3,8,8,3,10,3,10,9,9,2,3,3,10,3,4,4,10,5,5,13,13,13,13,13,6,6,3,3,3,6,6,13,13,6,6,6,6,6,6,13,13,13,13
"3703100BFT1",2,2,9,9,1,12,12,6,6,3,3,1,10,7,7,7,8,3,1,8,8,3,10,3,10,9,9,2,3,3,10,3,4,4,10,5,5,13,13,13,13,13,6,6,3,3,3,6,6,13,13,6,6,6,6,6,6,13,13,13,13
"3710900LB34",7,6,5,2,5,5,4,7,5,11,14,6,2,14,13,6,6,14,9,2,13,13,7,1,13,7,12,12,7,9,12,6,7,7,7,7,7,7,9,9,11,11,11,11,12,12,1,7,7,7,7,7,7,1,1,1,1,1,1,1,1
