"GEOID20","assignment"
"37025012-12",2
"37025012-11",2
"37025012-10",2
"3700300T2T3",8
"3712500EKWD",13
"371370005AP",7
"3704300TUSQ",6
"37191000001",9
"3715900019A",2
"370510G3A-2",11
"37167000022",13
"370510G3A-1",11
"37167000021",13
"3700100003S",9
"37115GRAPEV",6
"37167000020",13
"37183004-05",12
"37125000WND",13
"37191000029",9
"37183004-04",12
"3700100003N",9
"37191000028",9
"37183004-03",10
"37191000027",9
"370210044.1",6
"37183004-02",12
"37191000026",9
"37183004-01",12
"37167000028",13
"37191000024",9
"3716300CLNE",11
"37167000027",13
"37167000026",13
"37167000025",13
"3700100003W",9
"37167000024",13
"37167000023",13
"37025012-03",2
"370810NWASH",4
"37023000066",8
"37023000065",8
"37123000STA",13
"37023000064",8
"37023000062",8
"37025012-09",2
"37147001501",7
"37025012-08",2
"37025012-06",2
"37025012-05",2
"37025012-04",2
"37147001509",7
"37147001507",7
"37147001506",7
"37191000018",9
"37191000017",9
"37023000070",8
"3714100LT18",3
"37191000016",9
"3712700P06A",9
"37147001503",7
"37191000015",9
"37191000014",9
"37067000405",4
"37191000013",9
"37067000404",4
"3712500WKWD",13
"3707700EAOX",9
"37067000403",4
"37067000402",4
"37067000401",4
"3713300HN14",3
"37175000TC1",6
"3703100ATSL",7
"371150SANDY",6
"37175000TC7",6
"3719700EBND",4
"37191000023",9
"37191000022",9
"37191000021",9
"3703100MASM",7
"3712700P05A",7
"370970000CD",2
"3719905-GRE",6
"3708700BE56",6
"371570000IR",4
"3719700DCRK",4
"370210050.1",6
"370970000CS",2
"3706100KENA",3
"37001000011",9
"37081000RC2",1
"37081000RC1",1
"3710900LS12",8
"371170000BG",7
"370210022.2",6
"3712700P08A",7
"371490TR123",6
"37001000013",9
"37125000BEN",13
"3703100BFT2",7
"3703100BFT1",7
"3710900LB34",8
"3708300CONC",7
"3705100LR63",13
"3705500KTHK",7
"370970000FT",2
"37001000001",1
"3708100H29B",1
"3716300GIDD",11
"3708100H29A",1
"37005000004",4
"3712700P07A",9
"37005000001",4
"37001000007",1
"370030000B1",8
"37001000005",9
"37025001-02",2
"37001000004",9
"37001000002",1
"370970000EM",2
"3719700SLIB",4
"37025001-08",2
"37025001-07",2
"370030000B2",8
"37025001-04",2
"37125000EWD",13
"37143BETHEL",7
"3719300113A",8
"370970DV2-A",2
"3708500PR16",11
"370070WADES",13
"3719903-EGY",6
"37155000041",11
"37155000040",11
"3703100BOGU",7
"3714500HLWY",9
"370970DV2-B",2
"37183016-06",10
"37183016-05",10
"37183016-04",10
"37183016-03",10
"37183016-02",10
"37183016-01",10
"3708500PR01",11
"370210041.1",6
"3703100IBSP",7
"3708500PR08",11
"3708500PR07",11
"37155000034",11
"37155000033",11
"3719908-CRA",6
"3703100CISL",7
"37155000030",11
"370830BUTWD",7
"37131SEABOA",7
"37025001-11",2
"37025001-10",2
"370210019.1",6
"37155000039",11
"37155000038",11
"37057000088",1
"37155000037",11
"37155000036",11
"37155000035",11
"37057000084",1
"3700700GULL",13
"37057000082",1
"3719300115A",4
"3704700P02B",11
"37057000076",1
"37057000074",1
"37057000072",1
"37147001101",7
"370810MON2B",4
"37057000070",1
"370810MON2A",4
"371170000HS",7
"37183016-09",10
"37183016-07",10
"37057000078",1
"3714500WDSD",9
"371170000HM",7
"3704700P01A",11
"37125000VSS",13
"3707500WEST",6
"3714701508B",7
"3714701508A",7
"37037000085",1
"37183016-11",10
"37183016-10",10
"3718100HTOP",9
"3715500005A",11
"371170000GR",7
"3705500CHCA",7
"371170000GN",7
"370210063.1",6
"3700500006A",4
"37051SL78-3",11
"371050000D2",11
"371050000D1",11
"37037000075",12
"37037000078",12
