iteration,score,cut_edges,county_splits,dem_share_d1,dem_share_d2,dem_share_d3,dem_share_d4,dem_share_d5,dem_share_d6,dem_share_d7,dem_share_d8,dem_share_d9,dem_share_d10,dem_share_d11,dem_share_d12,dem_share_d13
0,4599.11901491966,773,61.1971299208648,0.452002752588696,0.399325374955714,0.290520781446252,0.392132128137321,0.605570857172948,0.458370395827437,0.446921147324665,0.446482533101707,0.466269011900892,0.628035339059888,0.514763576779026,0.501629192334444,0.670777484953084
1,4588.89030282117,773,58.984628360589,0.452927935755715,0.399325374955714,0.290520781446252,0.392132128137321,0.605570857172948,0.458370395827437,0.445930043596669,0.446482533101707,0.466269011900892,0.628035339059888,0.514763576779026,0.501629192334444,0.670777484953084
2,4496.82402424621,748,57.4753652940073,0.308876022689838,0.399325374955714,0.443690926275992,0.392132128137321,0.605570857172948,0.458370395827437,0.445930043596669,0.446482533101707,0.466269011900892,0.628035339059888,0.514763576779026,0.501629192334444,0.670777484953084
3,3776.64690673825,754,58.6238172326382,0.308876022689838,0.456339123041419,0.443690926275992,0.392132128137321,0.605570857172948,0.458370395827437,0.445930043596669,0.446482533101707,0.466269011900892,0.628035339059888,0.514763576779026,0.443694006572085,0.670777484953084
4,3776.64690673825,754,58.6238172326382,0.308876022689838,0.456339123041419,0.443690926275992,0.392132128137321,0.605570857172948,0.458370395827437,0.445930043596669,0.446482533101707,0.466269011900892,0.628035339059888,0.514763576779026,0.443694006572085,0.670777484953084
5,3746.05430384706,753,58.6753290586551,0.439822274508156,0.456339123041419,0.309862051911375,0.392132128137321,0.605570857172948,0.458370395827437,0.445930043596669,0.446482533101707,0.466269011900892,0.628035339059888,0.514763576779026,0.443694006572085,0.670777484953084
6,3660.95412003903,747,58.682394165936,0.439822274508156,0.456339123041419,0.309862051911375,0.392132128137321,0.424336667690277,0.458370395827437,0.633875242183462,0.446482533101707,0.466269011900892,0.628035339059888,0.514763576779026,0.443694006572085,0.670777484953084
7,3621.96653228255,750,59.7066820684692,0.439822274508156,0.456339123041419,0.309862051911375,0.392132128137321,0.424336667690277,0.458370395827437,0.633875242183462,0.446482533101707,0.466269011900892,0.510861147904401,0.633033864667407,0.443694006572085,0.670777484953084
8,3621.05639931296,691,49.8360374337521,0.439822274508156,0.456339123041419,0.309862051911375,0.392132128137321,0.424336667690277,0.458370395827437,0.633875242183462,0.446482533101707,0.446494837612619,0.526641915917172,0.633033864667407,0.443694006572085,0.670777484953084
9,3631.42854526581,707,49.5847410028246,0.439822274508156,0.456339123041419,0.309862051911375,0.392132128137321,0.424336667690277,0.44688653614201,0.633875242183462,0.446482533101707,0.446494837612619,0.526641915917172,0.633033864667407,0.455491147540984,0.670777484953084
10,3631.42854526581,707,49.5847410028246,0.439822274508156,0.456339123041419,0.309862051911375,0.392132128137321,0.424336667690277,0.44688653614201,0.633875242183462,0.446482533101707,0.446494837612619,0.526641915917172,0.633033864667407,0.455491147540984,0.670777484953084
11,3636.57608275065,715,48.8939646630906,0.439822274508156,0.456339123041419,0.309862051911375,0.392038805156615,0.424336667690277,0.44688653614201,0.633875242183462,0.446482533101707,0.446672782443017,0.526641915917172,0.633033864667407,0.455491147540984,0.670777484953084
12,3634.11683730574,709,48.7449529278486,0.439822274508156,0.456339123041419,0.309862051911375,0.392038805156615,0.424336667690277,0.44261787577001,0.633875242183462,0.446482533101707,0.446672782443017,0.526641915917172,0.633033864667407,0.458842187579937,0.670777484953084
13,3554.66692927673,695,48.3914994939845,0.439822274508156,0.456339123041419,0.309862051911375,0.410510056845143,0.424336667690277,0.44261787577001,0.633875242183462,0.446482533101707,0.426797497777015,0.526641915917172,0.633033864667407,0.458842187579937,0.670777484953084
14,3557.24402806289,692,49.5406478629038,0.439822274508156,0.458241482472888,0.309862051911375,0.410510056845143,0.424336667690277,0.44261787577001,0.633875242183462,0.446482533101707,0.426797497777015,0.526641915917172,0.633033864667407,0.456950742767787,0.670777484953084
