iteration,score,cut_edges,county_splits,dem_share_d1,dem_share_d2,dem_share_d3,dem_share_d4,dem_share_d5,dem_share_d6,dem_share_d7,dem_share_d8,dem_share_d9,dem_share_d10,dem_share_d11,dem_share_d12,dem_share_d13,dem_share_d14
0,6552.97194589947,857,71.8499750246129,0.593252833044184,0.392010866831011,0.439106142363911,0.691900077534406,0.627764808449291,0.456847482193239,0.301463495637352,0.362360978632955,0.539766626452442,0.546875753274232,0.442727601682878,0.575921694510551,0.39390978010381,0.415655798457463
1,6550.09312890579,853,71.8900036713121,0.539365023893274,0.392010866831011,0.439106142363911,0.691900077534406,0.627764808449291,0.456847482193239,0.301463495637352,0.362360978632955,0.539766626452442,0.602874170095522,0.442727601682878,0.575921694510551,0.39390978010381,0.415655798457463
2,6590.96161532712,876,73.0870132148312,0.404342420310235,0.392010866831011,0.439106142363911,0.691900077534406,0.627764808449291,0.456847482193239,0.301463495637352,0.362360978632955,0.539766626452442,0.602874170095522,0.442727601682878,0.575921694510551,0.528581802830916,0.415655798457463
3,6552.99860486312,872,70.8322975567385,0.424759554637214,0.392010866831011,0.439106142363911,0.691900077534406,0.627764808449291,0.456847482193239,0.301463495637352,0.362360978632955,0.539766626452442,0.602874170095522,0.442727601682878,0.575921694510551,0.528581802830916,0.394662519040442
4,6489.09769968082,863,66.7630517888291,0.424759554637214,0.438352141516562,0.439106142363911,0.691900077534406,0.627764808449291,0.456847482193239,0.301463495637352,0.362360978632955,0.539766626452442,0.602874170095522,0.395297442967294,0.575921694510551,0.528581802830916,0.394662519040442
5,6470.88534767544,860,65.7177427412091,0.424759554637214,0.438352141516562,0.439106142363911,0.39307197290882,0.627764808449291,0.456847482193239,0.301463495637352,0.362360978632955,0.539766626452442,0.602874170095522,0.395297442967294,0.575921694510551,0.528581802830916,0.695290399360087
6,6461.88131572891,852,65.6639824414718,0.424759554637214,0.438352141516562,0.439106142363911,0.531082098983241,0.627764808449291,0.456847482193239,0.301463495637352,0.362360978632955,0.539766626452442,0.602874170095522,0.395297442967294,0.575921694510551,0.389811277434719,0.695290399360087
7,6501.85581659693,856,68.0942167287988,0.424759554637214,0.602361098098004,0.439106142363911,0.531082098983241,0.627764808449291,0.456847482193239,0.301463495637352,0.362360978632955,0.539766626452442,0.437017411665573,0.395297442967294,0.575921694510551,0.389811277434719,0.695290399360087
8,6411.66221929373,857,65.392639569131,0.424759554637214,0.566934592487735,0.439106142363911,0.531082098983241,0.627764808449291,0.456847482193239,0.301463495637352,0.362360978632955,0.539766626452442,0.477733150784568,0.395297442967294,0.575921694510551,0.389811277434719,0.695290399360087
9,6334.4124475583,815,63.0947374806336,0.424759554637214,0.566934592487735,0.439106142363911,0.531082098983241,0.521398508473867,0.456847482193239,0.301463495637352,0.362360978632955,0.639722618845051,0.477733150784568,0.395297442967294,0.575921694510551,0.389811277434719,0.695290399360087
10,6305.93028352659,793,62.6576898290089,0.424759554637214,0.566934592487735,0.443236232523151,0.531082098983241,0.521398508473867,0.456847482193239,0.301463495637352,0.362360978632955,0.639722618845051,0.477733150784568,0.391778274408895,0.575921694510551,0.389811277434719,0.695290399360087
11,6335.40049087234,796,64.4802923241792,0.424759554637214,0.566934592487735,0.443236232523151,0.531082098983241,0.521398508473867,0.45750238841377,0.298072241267949,0.362360978632955,0.639722618845051,0.477733150784568,0.391778274408895,0.575921694510551,0.389811277434719,0.695290399360087
12,6337.54709443048,798,64.494240314723,0.424759554637214,0.573294428572124,0.443236232523151,0.531082098983241,0.521398508473867,0.45750238841377,0.298072241267949,0.362360978632955,0.639722618845051,0.477733150784568,0.391778274408895,0.569025194779975,0.389811277434719,0.695290399360087
13,6350.06783822308,810,64.5047613271642,0.424759554637214,0.573294428572124,0.443236232523151,0.531082098983241,0.640936498176951,0.45750238841377,0.298072241267949,0.362360978632955,0.523277880091598,0.477733150784568,0.391778274408895,0.569025194779975,0.389811277434719,0.695290399360087
14,5859.41202903517,790,63.77538891364,0.424759554637214,0.573294428572124,0.443236232523151,0.531082098983241,0.640936498176951,0.45750238841377,0.298072241267949,0.362360978632955,0.523277880091598,0.477733150784568,0.391778274408895,0.749011302220995,0.389811277434719,0.513976391738405
15,6129.78514506219,739,64.3404977497749,0.348458074311877,0.573294428572124,0.443236232523151,0.531082098983241,0.640936498176951,0.45750238841377,0.298072241267949,0.442014087139532,0.523277880091598,0.477733150784568,0.391778274408895,0.749011302220995,0.389811277434719,0.513976391738405
16,6132.29343335314,740,64.4329880731564,0.32989943299811,0.573294428572124,0.443236232523151,0.531082098983241,0.640936498176951,0.45750238841377,0.317643647851874,0.442014087139532,0.523277880091598,0.477733150784568,0.391778274408895,0.749011302220995,0.389811277434719,0.513976391738405
17,6086.01940143043,717,62.1051247669798,0.32989943299811,0.573294428572124,0.454772900738671,0.531082098983241,0.640936498176951,0.45750238841377,0.317643647851874,0.442014087139532,0.523277880091598,0.465869817598782,0.391778274408895,0.749011302220995,0.389811277434719,0.513976391738405
18,6085.1495845389,715,62.1294389199647,0.32989943299811,0.573294428572124,0.454772900738671,0.531082098983241,0.534250143631991,0.45750238841377,0.317643647851874,0.442014087139532,0.634658433856371,0.465869817598782,0.391778274408895,0.749011302220995,0.389811277434719,0.513976391738405
19,6076.6213275586,722,61.0952154256149,0.333125007342316,0.573294428572124,0.454772900738671,0.531082098983241,0.534250143631991,0.45750238841377,0.314327325777575,0.442014087139532,0.634658433856371,0.465869817598782,0.391778274408895,0.749011302220995,0.389811277434719,0.513976391738405
20,6091.22094961343,733,61.2012013068653,0.333125007342316,0.573294428572124,0.454772900738671,0.531082098983241,0.534250143631991,0.317031724844479,0.455950698988697,0.442014087139532,0.634658433856371,0.465869817598782,0.391778274408895,0.749011302220995,0.389811277434719,0.513976391738405
21,6112.01212254671,750,61.4538227073288,0.329941792014769,0.573294428572124,0.454772900738671,0.531082098983241,0.534250143631991,0.317031724844479,0.455950698988697,0.445208173690932,0.634658433856371,0.465869817598782,0.391778274408895,0.749011302220995,0.389811277434719,0.513976391738405
22,6641.69609946844,772,64.5880741675772,0.329941792014769,0.573294428572124,0.454772900738671,0.531082098983241,0.534250143631991,0.317031724844479,0.455950698988697,0.445208173690932,0.634658433856371,0.465869817598782,0.391778274408895,0.628143149941336,0.389811277434719,0.641305976919011
23,6646.30000697369,773,64.5880741675772,0.329941792014769,0.463210001502439,0.454772900738671,0.531082098983241,0.534250143631991,0.317031724844479,0.455950698988697,0.445208173690932,0.634658433856371,0.577492435179875,0.391778274408895,0.628143149941336,0.389811277434719,0.641305976919011
24,6626.27806437985,755,64.4273432235703,0.329941792014769,0.463210001502439,0.454772900738671,0.534266974576901,0.534250143631991,0.317031724844479,0.455950698988697,0.444132127518419,0.634658433856371,0.577492435179875,0.391778274408895,0.628143149941336,0.389811277434719,0.641305976919011
25,6622.0382311227,768,64.4273432235703,0.329941792014769,0.561148222487476,0.454772900738671,0.534266974576901,0.534250143631991,0.317031724844479,0.455950698988697,0.444132127518419,0.634658433856371,0.478787486585451,0.391778274408895,0.628143149941336,0.389811277434719,0.641305976919011
26,6666.4313028723,798,65.4008076093695,0.329941792014769,0.561148222487476,0.454772900738671,0.534266974576901,0.530783344186634,0.317031724844479,0.455950698988697,0.444132127518419,0.636500498790141,0.478787486585451,0.391778274408895,0.628143149941336,0.389811277434719,0.641305976919011
27,6656.70388822555,803,64.4242728019947,0.329941792014769,0.561148222487476,0.454772900738671,0.534266974576901,0.535792473976,0.317031724844479,0.455950698988697,0.444132127518419,0.630871107443764,0.478787486585451,0.391778274408895,0.628143149941336,0.389811277434719,0.641305976919011
