iteration,score,cut_edges,county_splits,dem_share_d1,dem_share_d2,dem_share_d3,dem_share_d4,dem_share_d5,dem_share_d6,dem_share_d7,dem_share_d8,dem_share_d9,dem_share_d10,dem_share_d11,dem_share_d12,dem_share_d13
0,2030.0422849175,800,51.363425153263,0.452002752588696,0.523501813869122,0.395715243201838,0.67099612597309,0.317900131092838,0.460042607707507,0.640005210102016,0.349706048427276,0.449920205304623,0.502657571919846,0.415187476596336,0.653137459307217,0.45854492131121
1,2023.38318579231,793,51.5375293395904,0.452002752588696,0.523501813869122,0.395715243201838,0.67099612597309,0.32233940945762,0.460042607707507,0.640005210102016,0.348028637251757,0.449920205304623,0.502657571919846,0.415187476596336,0.653137459307217,0.45854492131121
2,2023.38318579231,793,51.5375293395904,0.452002752588696,0.523501813869122,0.395715243201838,0.67099612597309,0.32233940945762,0.460042607707507,0.640005210102016,0.348028637251757,0.449920205304623,0.502657571919846,0.415187476596336,0.653137459307217,0.45854492131121
3,2058.25332245919,820,52.9346026474903,0.452002752588696,0.523501813869122,0.395715243201838,0.67099612597309,0.32233940945762,0.460042607707507,0.668045445514152,0.348028637251757,0.449920205304623,0.502657571919846,0.415187476596336,0.624279662813874,0.45854492131121
4,2039.50971934179,811,50.7069992398038,0.452002752588696,0.523501813869122,0.395715243201838,0.67099612597309,0.32233940945762,0.460042607707507,0.692414256044763,0.348028637251757,0.449920205304623,0.502657571919846,0.415187476596336,0.598623116527325,0.45854492131121
5,2034.02111727855,810,51.7069992398038,0.452002752588696,0.523501813869122,0.395715243201838,0.67099612597309,0.32233940945762,0.460042607707507,0.692414256044763,0.348028637251757,0.449920205304623,0.506583155449759,0.415187476596336,0.598623116527325,0.455625974262405
6,2030.54087679347,809,51.7144784659346,0.452002752588696,0.523501813869122,0.378785068508135,0.67099612597309,0.32233940945762,0.477769276545099,0.692414256044763,0.348028637251757,0.449920205304623,0.506583155449759,0.415187476596336,0.598623116527325,0.455625974262405
7,2005.0926987164,785,51.6231380854582,0.452002752588696,0.523501813869122,0.39075572098094,0.67099612597309,0.32233940945762,0.477769276545099,0.692414256044763,0.348028637251757,0.444400664646459,0.506583155449759,0.415187476596336,0.598623116527325,0.455625974262405
8,2002.26506657376,778,52.6516953064656,0.452002752588696,0.687360417555394,0.39075572098094,0.67099612597309,0.32233940945762,0.477769276545099,0.530302736583632,0.348028637251757,0.444400664646459,0.506583155449759,0.415187476596336,0.598623116527325,0.455625974262405
9,1909.91561480059,781,51.9836188766696,0.452002752588696,0.500190471038259,0.39075572098094,0.67099612597309,0.32233940945762,0.477769276545099,0.709406979252226,0.348028637251757,0.444400664646459,0.506583155449759,0.415187476596336,0.598623116527325,0.455625974262405
10,1810.60274267269,787,51.6650458702718,0.452002752588696,0.336559829108232,0.39075572098094,0.67099612597309,0.485513482179168,0.477769276545099,0.709406979252226,0.348028637251757,0.444400664646459,0.506583155449759,0.415187476596336,0.598623116527325,0.455625974262405
11,1851.50031326035,787,48.0196611608768,0.452002752588696,0.336559829108232,0.39075572098094,0.67099612597309,0.485513482179168,0.477769276545099,0.709406979252226,0.348028637251757,0.435814591178024,0.506583155449759,0.415187476596336,0.598623116527325,0.46874374943488
12,1719.64831264654,756,47.8189507244934,0.452002752588696,0.336559829108232,0.39075572098094,0.67099612597309,0.498852816335895,0.477769276545099,0.709406979252226,0.348028637251757,0.435814591178024,0.49185315576825,0.415187476596336,0.598623116527325,0.46874374943488
13,1694.7266538775,735,47.0068152932367,0.452002752588696,0.400211484744557,0.39075572098094,0.67099612597309,0.498852816335895,0.477769276545099,0.709406979252226,0.283705495115009,0.435814591178024,0.49185315576825,0.415187476596336,0.598623116527325,0.46874374943488
14,1639.22472864144,704,42.6362158869645,0.448933834126549,0.400211484744557,0.39075572098094,0.67099612597309,0.498852816335895,0.477769276545099,0.709406979252226,0.300085247802814,0.435814591178024,0.49185315576825,0.415187476596336,0.598623116527325,0.46874374943488
15,1622.43840211777,684,42.2292418308182,0.448933834126549,0.400211484744557,0.39075572098094,0.67099612597309,0.408081287142231,0.477769276545099,0.709406979252226,0.300085247802814,0.435814591178024,0.581058286706314,0.415187476596336,0.598623116527325,0.46874374943488
16,1593.06593658309,682,41.1562973413913,0.448933834126549,0.400211484744557,0.39075572098094,0.699352237098969,0.408081287142231,0.477769276545099,0.709406979252226,0.300085247802814,0.435814591178024,0.581058286706314,0.390361738512863,0.598623116527325,0.46874374943488
17,1575.01651245044,682,39.9504400693411,0.448933834126549,0.400211484744557,0.39075572098094,0.699352237098969,0.408081287142231,0.477769276545099,0.709406979252226,0.300085247802814,0.416475566506225,0.581058286706314,0.390361738512863,0.612688970594944,0.46874374943488
18,1575.10993303014,685,39.1821337810709,0.448933834126549,0.400211484744557,0.39075572098094,0.699352237098969,0.377518110322428,0.477769276545099,0.709406979252226,0.325327882041787,0.416475566506225,0.581058286706314,0.390361738512863,0.612688970594944,0.46874374943488
