iteration,score,cut_edges
289,733,733
290,724,724
291,725,725
292,712,712
293,712,712
294,721,721
295,719,719
296,712,712
297,716,716
298,711,711
299,706,706
300,697,697
301,697,697
302,697,697
303,686,686
304,699,699
305,699,699
306,713,713
307,713,713
308,713,713
309,714,714
310,714,714
311,711,711
312,707,707
313,707,707
314,743,743
315,743,743
316,730,730
317,712,712
318,715,715
319,719,719
320,719,719
321,732,732
322,732,732
323,716,716
324,701,701
325,701,701
326,695,695
327,705,705
328,715,715
329,711,711
330,719,719
331,710,710
332,714,714
333,708,708
334,726,726
335,726,726
336,727,727
337,726,726
338,724,724
339,739,739
340,744,744
341,752,752
342,728,728
343,725,725
344,728,728
345,728,728
346,728,728
347,727,727
348,692,692
349,692,692
350,699,699
351,683,683
352,683,683
353,683,683
354,683,683
355,681,681
356,680,680
357,684,684
358,650,650
359,650,650
360,661,661
361,661,661
362,661,661
363,664,664
364,672,672
365,662,662
366,662,662
367,654,654
368,654,654
369,676,676
370,676,676
371,676,676
372,667,667
373,667,667
374,664,664
375,664,664
376,661,661
377,667,667
378,666,666
379,663,663
380,672,672
381,672,672
382,654,654
383,685,685
384,675,675
385,679,679
386,664,664
387,674,674
388,675,675
389,688,688
390,666,666
391,690,690
392,687,687
393,692,692
394,701,701
395,706,706
396,702,702
397,709,709
398,699,699
399,700,700
400,701,701
401,701,701
402,714,714
403,714,714
404,707,707
405,728,728
406,728,728
407,734,734
408,728,728
409,728,728
410,704,704
411,704,704
412,704,704
413,699,699
414,699,699
415,710,710
416,710,710
417,710,710
418,716,716
419,704,704
420,704,704
421,694,694
422,694,694
423,684,684
424,684,684
425,675,675
426,675,675
427,675,675
428,677,677
429,675,675
430,675,675
431,674,674
432,674,674
433,674,674
434,672,672
435,661,661
436,658,658
437,659,659
438,657,657
439,671,671
440,668,668
441,662,662
442,670,670
443,670,670
444,670,670
445,670,670
446,663,663
447,655,655
448,668,668
449,662,662
450,663,663
451,663,663
452,663,663
453,663,663
454,666,666
455,666,666
456,650,650
457,638,638
458,637,637
459,634,634
460,634,634
461,624,624
462,624,624
463,624,624
464,620,620
465,600,600
466,606,606
467,606,606
468,606,606
469,604,604
470,604,604
471,604,604
472,607,607
473,607,607
474,607,607
475,616,616
476,616,616
477,616,616
478,621,621
479,621,621
480,610,610
481,612,612
482,612,612
483,612,612
484,612,612
485,620,620
486,620,620
487,620,620
488,620,620
489,622,622
490,622,622
491,624,624
492,608,608
493,608,608
494,608,608
495,608,608
496,609,609
497,609,609
498,604,604
499,593,593
500,593,593
501,593,593
502,593,593
503,587,587
504,575,575
505,575,575
506,591,591
507,592,592
508,590,590
509,590,590
510,590,590
511,590,590
512,577,577
513,577,577
514,577,577
515,577,577
516,566,566
517,565,565
518,565,565
519,565,565
520,578,578
521,587,587
522,587,587
523,587,587
524,593,593
525,593,593
526,593,593
527,593,593
528,586,586
529,573,573
530,573,573
531,573,573
532,573,573
533,573,573
534,573,573
535,573,573
536,573,573
537,573,573
538,568,568
539,568,568
540,577,577
541,577,577
542,585,585
543,561,561
544,561,561
545,561,561
546,565,565
547,565,565
548,565,565
549,562,562
550,562,562
551,562,562
552,558,558
553,558,558
554,550,550
555,552,552
556,551,551
557,551,551
558,551,551
559,556,556
560,556,556
561,556,556
562,556,556
563,556,556
564,563,563
565,563,563
566,563,563
567,560,560
568,560,560
569,568,568
570,568,568
571,568,568
572,568,568
573,568,568
574,558,558
575,558,558
576,558,558
577,559,559
578,559,559
579,552,552
580,552,552
581,549,549
582,549,549
583,549,549
584,544,544
585,544,544
586,538,538
587,538,538
588,538,538
589,538,538
590,537,537
591,537,537
592,534,534
593,534,534
594,534,534
595,534,534
596,534,534
597,534,534
598,534,534
599,534,534
600,534,534
601,534,534
602,534,534
603,550,550
604,550,550
605,550,550
606,535,535
607,535,535
608,533,533
609,533,533
610,533,533
611,533,533
612,533,533
613,533,533
614,533,533
615,533,533
616,541,541
617,540,540
618,540,540
619,544,544
620,544,544
621,544,544
622,544,544
623,543,543
624,543,543
625,543,543
626,543,543
627,543,543
628,543,543
629,543,543
630,550,550
631,550,550
632,550,550
633,550,550
634,552,552
635,552,552
636,552,552
637,552,552
638,552,552
639,552,552
640,547,547
641,547,547
642,542,542
643,543,543
644,550,550
645,550,550
646,550,550
647,550,550
648,550,550
649,550,550
650,550,550
651,550,550
652,550,550
653,550,550
654,548,548
655,548,548
656,556,556
657,556,556
658,556,556
659,556,556
660,560,560
661,560,560
662,560,560
663,553,553
664,546,546
665,545,545
666,545,545
667,546,546
668,546,546
669,546,546
670,548,548
671,542,542
672,542,542
673,542,542
674,542,542
675,542,542
676,542,542
677,542,542
678,542,542
679,542,542
680,541,541
681,541,541
682,541,541
683,541,541
684,541,541
685,542,542
686,542,542
687,542,542
688,542,542
689,542,542
690,542,542
691,542,542
692,542,542
693,542,542
694,542,542
695,542,542
696,540,540
697,540,540
698,540,540
699,540,540
700,540,540
701,528,528
702,528,528
703,528,528
704,528,528
705,526,526
706,526,526
707,526,526
708,526,526
709,526,526
710,526,526
711,526,526
712,522,522
713,522,522
714,513,513
715,513,513
716,513,513
717,514,514
718,514,514
719,514,514
720,514,514
721,507,507
722,507,507
723,507,507
724,507,507
725,507,507
726,507,507
727,508,508
728,508,508
729,508,508
730,508,508
731,507,507
732,507,507
733,507,507
734,507,507
735,507,507
736,504,504
737,504,504
738,504,504
739,504,504
740,508,508
741,508,508
742,508,508
743,510,510
744,510,510
745,510,510
746,510,510
747,510,510
748,507,507
749,507,507
750,507,507
751,507,507
752,507,507
753,507,507
754,507,507
755,507,507
756,507,507
757,507,507
758,507,507
759,505,505
760,505,505
761,505,505
762,505,505
763,505,505
764,505,505
765,505,505
766,505,505
767,509,509
768,509,509
769,509,509
770,509,509
771,509,509
772,509,509
773,509,509
774,509,509
775,509,509
776,509,509
777,509,509
778,509,509
779,512,512
780,511,511
781,511,511
782,511,511
783,511,511
784,511,511
785,511,511
786,511,511
787,511,511
788,511,511
789,511,511
790,511,511
791,511,511
792,511,511
793,511,511
794,511,511
795,511,511
796,511,511
797,511,511
798,511,511
799,511,511
800,511,511
801,511,511
802,511,511
803,511,511
804,511,511
805,511,511
806,511,511
807,503,503
808,503,503
809,503,503
810,503,503
811,503,503
812,503,503
813,503,503
814,503,503
815,503,503
816,503,503
817,503,503
818,503,503
819,503,503
820,503,503
821,503,503
822,499,499
823,499,499
824,499,499
825,499,499
826,500,500
827,500,500
828,500,500
829,500,500
830,500,500
831,500,500
832,499,499
833,499,499
834,499,499
835,499,499
836,499,499
837,499,499
838,499,499
839,499,499
840,499,499
841,499,499
842,498,498
843,498,498
844,498,498
845,498,498
846,498,498
847,498,498
848,498,498
849,498,498
850,498,498
851,498,498
852,498,498
853,496,496
854,496,496
855,496,496
856,496,496
857,496,496
858,495,495
859,495,495
860,495,495
861,495,495
862,495,495
863,495,495
864,495,495
865,495,495
866,495,495
867,495,495
868,495,495
869,495,495
870,495,495
871,492,492
872,492,492
873,492,492
874,492,492
875,492,492
876,492,492
877,492,492
878,492,492
879,492,492
880,492,492
881,492,492
882,492,492
883,492,492
884,492,492
885,492,492
886,492,492
887,492,492
888,492,492
889,492,492
890,492,492
891,492,492
892,492,492
893,492,492
894,492,492
895,489,489
896,489,489
897,489,489
898,489,489
899,489,489
900,489,489
901,489,489
902,489,489
903,489,489
904,488,488
905,486,486
906,485,485
907,485,485
908,485,485
909,485,485
910,485,485
911,485,485
912,485,485
913,485,485
914,485,485
915,485,485
916,481,481
917,481,481
918,481,481
919,481,481
920,481,481
921,481,481
922,481,481
923,481,481
924,481,481
925,481,481
926,481,481
927,481,481
928,481,481
929,481,481
930,481,481
931,481,481
932,481,481
933,481,481
934,481,481
935,481,481
936,481,481
937,481,481
938,481,481
939,481,481
940,483,483
941,481,481
942,481,481
943,481,481
944,481,481
945,481,481
946,481,481
947,481,481
948,479,479
949,479,479
950,479,479
951,479,479
952,479,479
953,479,479
954,479,479
955,479,479
956,479,479
957,479,479
958,479,479
959,479,479
960,479,479
961,479,479
962,479,479
963,479,479
964,479,479
965,479,479
966,479,479
967,479,479
968,480,480
969,480,480
970,480,480
971,480,480
972,480,480
973,480,480
974,480,480
975,480,480
976,480,480
977,480,480
978,480,480
979,480,480
980,480,480
981,480,480
982,480,480
983,480,480
984,480,480
985,480,480
986,480,480
987,480,480
988,480,480
989,480,480
990,480,480
991,479,479
992,479,479
993,479,479
994,479,479
995,479,479
996,479,479
997,479,479
998,479,479
999,479,479
1000,479,479
