"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500","iteration_1550","iteration_1600","iteration_1650","iteration_1700","iteration_1750","iteration_1800","iteration_1850","iteration_1900","iteration_1950","iteration_2000","iteration_2050","iteration_2100","iteration_2150","iteration_2200","iteration_2250","iteration_2300","iteration_2350","iteration_2400","iteration_2450","iteration_2500"
"37191000029",2,5,6,9,6,8,5,10,3,3,7,9,4,8,3,5,3,1,4,6,5,10,6,10,5,9,1,1,14,10,12,1,10,10,10,13,12,7,13,13,12,7,6,6,6,6,6,6,6,7,1
"37183004-04",5,9,11,5,8,6,12,5,7,12,12,12,1,12,12,12,7,3,3,1,9,3,11,11,9,13,14,14,7,12,10,10,13,2,1,7,13,6,7,7,7,12,7,7,12,12,12,7,7,6,6
"3700100003N",10,3,14,7,13,5,14,7,10,9,13,13,13,3,4,2,12,12,3,3,3,7,3,3,14,1,13,6,2,13,1,2,7,7,7,10,1,13,10,6,10,10,10,1,7,7,7,12,12,12,12
"37191000028",2,5,6,9,6,8,5,10,3,3,7,9,4,8,3,5,3,1,4,6,5,10,6,10,5,9,1,1,14,10,12,1,10,10,10,13,12,7,13,13,12,7,6,6,6,6,6,6,6,7,1
"37183004-03",5,9,7,5,8,6,12,5,7,12,6,4,1,12,12,12,7,3,3,5,9,3,11,11,9,13,14,14,7,12,10,10,13,13,13,7,13,6,7,7,7,12,7,7,12,12,12,7,7,6,6
"37191000027",2,5,6,9,6,8,5,10,3,3,7,9,4,8,3,5,3,1,4,6,5,10,6,10,5,9,1,1,14,10,12,1,10,10,10,13,12,7,13,13,12,7,6,6,6,6,6,6,6,7,1
"370210044.1",4,4,1,3,3,10,4,13,13,10,14,14,14,10,10,11,14,14,13,14,4,4,4,4,2,2,8,8,8,9,3,5,8,11,11,3,3,3,3,3,3,3,3,11,11,11,11,11,11,11,11
"37183004-02",5,9,7,5,8,6,12,5,7,12,12,12,1,12,7,12,7,3,3,1,9,3,11,11,9,13,14,14,7,12,10,10,13,2,1,7,13,6,7,7,7,12,7,7,12,12,12,7,7,6,6
"37191000026",2,5,6,9,6,8,5,10,3,3,7,9,4,8,3,5,3,1,4,6,5,10,6,10,5,9,1,1,14,10,12,1,10,10,10,13,12,7,13,13,12,7,6,6,6,6,6,6,6,7,1
"37183004-01",5,9,11,5,8,6,12,5,7,12,12,12,1,3,7,12,7,3,3,1,9,3,11,11,9,13,14,14,7,12,10,10,13,2,1,7,13,6,7,7,7,12,7,7,12,12,12,7,7,6,6
"37167000028",11,14,5,10,5,1,2,12,5,7,11,11,7,13,9,1,10,8,6,2,8,14,12,9,6,7,5,4,6,14,9,9,5,5,5,9,9,14,1,1,4,1,1,10,14,14,14,4,4,4,4
"37191000024",9,5,6,9,6,8,5,10,3,3,7,9,4,8,3,5,3,1,12,5,7,9,9,6,10,6,7,1,14,10,12,1,10,10,10,13,12,7,13,13,12,7,6,6,6,6,6,6,6,7,1
"3716300CLNE",9,5,6,6,6,8,5,4,3,6,1,8,4,8,8,8,8,9,12,10,6,6,10,5,7,9,1,1,14,10,12,1,10,10,10,13,12,7,13,13,12,7,6,6,6,6,6,6,6,7,1
"37167000027",11,8,5,10,5,1,2,4,5,7,11,11,7,13,9,1,10,8,6,2,8,14,12,9,6,7,5,4,6,14,9,9,5,5,5,9,9,14,1,1,4,1,1,10,14,14,14,4,4,4,4
"37167000026",11,8,5,10,5,1,2,12,5,7,11,11,7,13,2,1,10,8,6,2,8,14,12,9,6,7,5,4,6,14,9,9,5,5,5,9,9,14,1,1,4,1,1,10,14,14,14,4,4,4,4
"37167000025",1,1,4,10,5,12,2,12,2,2,9,11,7,1,2,1,10,8,6,2,8,14,12,9,6,7,5,4,6,14,9,9,5,5,5,9,9,14,1,1,4,1,1,10,14,14,14,4,4,4,4
"3700100003W",10,3,14,7,10,5,14,14,14,9,13,13,13,3,4,2,12,12,3,3,3,7,3,3,14,1,13,6,2,13,1,2,7,7,7,10,1,13,10,6,10,10,10,1,7,7,7,12,12,12,12
"37167000024",11,8,5,10,5,1,2,12,2,2,9,11,7,1,2,1,10,8,6,2,8,14,12,9,6,7,5,4,6,14,9,9,5,5,5,9,9,14,1,1,4,1,1,10,14,14,14,4,4,4,4
"37167000023",11,8,5,10,5,12,2,12,2,2,9,11,7,1,2,1,10,8,6,2,8,14,12,9,6,7,5,4,6,14,9,9,5,5,5,9,9,14,1,1,4,1,1,10,14,14,14,4,4,4,4
"37025012-03",12,8,4,10,5,12,13,2,5,7,8,7,11,6,14,14,6,11,2,8,13,12,14,7,13,11,5,5,5,3,6,6,14,14,9,5,14,9,9,9,9,9,9,9,9,9,9,9,9,8,8
"370810NWASH",10,3,14,2,10,13,3,14,14,13,3,3,3,3,1,7,12,12,3,3,3,7,3,3,11,1,13,4,2,6,14,14,9,6,6,6,6,1,14,14,14,14,14,14,10,10,10,10,10,10,10
"37023000066",13,7,13,4,12,4,9,8,11,14,10,10,6,14,14,14,6,6,10,4,14,13,2,2,12,3,9,11,3,3,6,6,14,14,9,5,14,9,9,9,9,9,9,9,9,9,9,9,9,8,8
"37023000065",13,4,12,4,12,4,10,8,11,14,10,10,6,14,14,14,6,6,14,13,14,13,2,2,12,3,9,11,9,9,6,6,14,14,9,5,14,9,9,9,9,9,9,9,9,9,9,9,9,8,8
"37123000STA",11,14,5,8,9,1,2,12,12,5,11,9,5,13,2,1,10,8,12,2,8,14,12,9,6,7,5,4,6,14,9,9,5,5,5,9,9,14,4,4,4,1,1,10,14,14,13,13,13,13,13
"37023000064",13,4,12,4,12,4,10,8,11,14,10,10,6,14,14,14,6,6,14,13,2,8,8,8,12,3,9,11,9,9,6,6,14,14,9,5,14,9,9,9,9,9,9,9,9,9,9,9,9,8,8
"37023000062",13,7,13,4,12,4,9,8,11,14,10,10,6,14,14,14,6,6,10,4,14,13,2,2,12,3,9,11,3,3,3,6,14,14,9,5,14,9,9,9,9,9,9,9,9,9,9,9,9,8,8
"37025012-09",1,13,4,10,5,12,13,2,8,2,8,7,11,6,2,6,6,11,2,8,13,12,14,7,13,11,5,5,5,3,6,6,14,14,9,5,14,9,9,9,9,9,9,9,9,9,9,9,9,8,8
"37147001501",6,6,10,9,14,7,6,6,3,1,6,1,8,4,5,3,5,5,5,7,1,9,1,6,1,10,6,12,13,2,13,12,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"37025012-08",1,13,4,10,5,12,13,2,8,2,8,7,11,6,14,14,6,11,2,8,13,12,14,7,13,11,5,5,5,3,6,6,14,14,9,5,14,9,9,9,9,9,9,9,9,9,9,9,9,8,8
"37025012-06",1,13,4,10,5,12,13,12,2,2,8,11,11,1,2,1,6,11,6,8,8,2,13,13,13,11,5,5,5,3,6,6,14,14,9,5,14,9,9,9,9,9,9,9,9,9,9,9,9,8,8
"37025012-05",1,13,4,10,5,1,13,12,2,2,11,11,7,1,2,1,6,11,6,8,13,12,14,7,6,11,5,5,5,3,6,6,14,14,9,5,14,14,9,9,9,9,9,9,9,9,9,9,9,8,8
"37025012-04",1,8,4,10,5,12,13,12,8,2,8,7,11,6,2,1,6,11,2,8,13,12,14,7,6,11,5,5,5,3,6,6,14,14,9,5,14,14,9,9,9,9,9,9,9,9,9,9,9,8,8
"37147001509",2,6,9,9,14,7,6,6,3,1,4,1,8,4,5,3,5,5,5,7,1,9,1,6,1,10,1,1,14,10,13,12,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"37147001507",2,6,9,9,14,7,6,6,3,1,4,1,8,4,5,3,5,5,5,7,1,9,1,6,1,10,6,12,13,2,13,12,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"37147001506",2,6,10,9,6,8,5,6,3,1,4,1,8,4,5,3,5,5,5,7,1,9,1,6,1,10,1,1,14,10,13,12,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"37191000018",2,5,6,9,6,8,5,10,3,3,7,9,4,8,3,5,3,1,4,6,5,10,6,10,5,9,1,1,14,10,12,1,10,10,10,13,12,7,13,13,12,7,6,6,6,6,6,6,6,7,1
"37191000017",2,5,6,9,6,8,5,10,3,3,7,9,4,8,3,5,3,1,4,6,5,10,6,10,5,9,1,1,14,10,12,1,10,10,10,13,12,7,13,13,12,7,6,6,6,6,6,6,6,7,1
"37023000070",13,7,13,4,12,4,10,8,11,14,10,10,6,14,14,14,6,14,13,13,14,13,2,2,12,3,9,11,3,3,3,5,14,14,9,5,14,9,9,9,9,9,9,9,9,9,9,9,9,8,8
"3714100LT18",9,5,6,6,11,2,1,1,6,6,1,8,9,9,8,9,8,9,9,9,6,6,6,5,7,12,1,10,10,7,7,7,1,1,2,2,7,12,12,12,13,13,5,5,5,5,5,5,5,5,5
"37191000016",2,5,6,9,6,8,5,10,3,3,7,9,4,8,3,5,3,1,4,5,7,9,9,6,10,9,1,1,14,10,12,1,10,10,10,13,12,7,13,13,12,7,6,6,6,6,6,6,6,7,1
"3712700P06A",6,2,10,9,14,14,7,3,1,4,6,4,4,4,4,5,3,7,5,5,1,1,1,1,1,10,6,12,13,2,12,12,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"37147001503",2,6,10,9,14,7,6,6,3,1,4,1,8,4,5,3,5,5,5,7,1,9,1,6,1,10,6,12,13,2,13,12,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"37191000015",2,5,6,9,6,8,5,10,6,1,4,8,9,8,3,5,3,1,4,6,5,10,6,10,5,9,1,1,14,10,12,1,10,10,10,13,12,7,13,13,12,7,6,6,6,6,6,6,6,7,1
"37191000014",2,5,6,9,6,8,5,10,6,3,7,9,4,8,3,5,3,1,4,6,5,10,6,10,5,9,1,1,14,10,12,1,10,10,10,13,12,7,13,13,12,7,6,6,6,6,6,6,6,7,1
"37067000405",14,8,8,13,2,3,9,11,9,11,5,6,10,7,13,13,11,10,11,11,11,11,7,14,11,14,2,2,4,6,14,14,9,6,6,6,6,1,14,14,14,14,14,14,10,10,10,10,10,10,10
"37191000013",2,5,6,9,6,8,5,10,6,3,7,9,4,8,3,5,3,1,4,6,5,10,6,10,5,9,1,1,14,10,12,1,10,10,10,13,12,7,13,13,12,7,6,6,6,6,6,6,6,7,1
"37067000404",14,8,8,13,2,3,9,11,9,11,5,6,10,7,13,13,11,10,11,11,11,13,7,14,11,14,2,2,4,6,5,3,3,3,3,8,8,8,8,8,1,4,4,4,4,4,4,14,14,14,14
"3712500WKWD",8,11,5,8,9,11,8,4,12,5,11,5,5,13,9,12,4,4,12,10,10,5,5,12,3,6,7,7,12,4,4,4,4,4,4,4,4,4,4,4,5,5,13,13,13,13,13,13,13,13,13
"3707700EAOX",3,10,11,7,7,14,7,3,1,4,6,4,12,5,4,2,12,7,5,7,1,1,1,1,1,10,12,6,1,13,2,13,2,13,13,1,10,10,6,10,6,6,12,12,1,1,1,1,1,1,7
"37067000403",14,7,8,13,2,3,9,11,9,11,5,6,10,7,13,13,11,10,11,11,11,13,7,14,11,3,9,11,3,5,5,3,3,3,3,8,8,8,8,8,1,4,4,4,4,4,4,14,14,14,14
"37067000402",14,8,8,13,2,3,9,11,9,11,5,6,10,7,13,13,11,6,10,4,14,13,7,14,12,14,9,11,3,5,5,3,3,3,3,8,8,8,8,8,1,4,4,4,4,4,4,14,14,14,14
"37067000401",14,8,8,13,2,3,9,11,9,11,5,6,10,7,13,13,11,6,10,4,14,11,7,14,12,14,2,2,4,6,14,14,9,6,6,6,6,1,14,14,14,14,14,14,10,10,10,10,10,10,10
"3713300HN14",2,6,9,6,11,2,1,1,6,6,1,8,9,9,3,5,3,5,4,6,5,10,6,10,5,9,1,10,10,7,7,7,1,1,2,2,7,12,12,12,13,13,5,5,5,5,5,5,5,5,5
"37175000TC1",4,4,1,3,3,10,4,13,13,10,14,14,14,10,10,11,14,14,13,14,4,4,4,4,2,2,8,8,8,9,3,5,8,11,11,3,3,3,3,3,3,3,3,11,11,11,11,11,11,11,11
"3703100ATSL",2,6,9,14,14,7,6,6,6,1,4,1,8,4,5,3,5,5,4,6,5,10,6,10,5,9,6,12,13,2,13,12,12,12,12,12,7,12,12,12,13,13,5,5,5,5,5,5,5,5,5
"371150SANDY",4,4,1,3,3,10,4,13,13,10,14,14,14,10,10,11,14,14,13,14,4,4,4,4,2,2,8,8,8,9,3,5,8,11,11,3,3,3,3,3,3,3,3,11,11,11,11,11,11,11,11
"37175000TC7",4,4,1,3,3,10,4,13,13,10,14,14,14,10,10,11,14,14,13,14,4,4,4,4,2,2,8,8,8,9,3,5,8,11,11,3,3,3,3,3,3,3,3,11,11,11,11,11,11,11,11
"3719700EBND",14,7,13,13,2,3,9,11,9,11,5,6,10,7,13,13,11,6,10,4,14,13,2,2,12,3,9,11,3,5,5,3,3,3,3,8,8,8,8,8,1,4,4,4,4,4,4,14,14,14,14
"37191000023",2,5,6,9,6,8,5,10,6,3,7,9,4,8,3,5,3,1,4,6,5,10,6,10,5,9,1,1,14,10,12,1,10,10,10,13,12,7,13,13,12,7,6,6,6,6,6,6,6,7,1
"37191000022",2,5,6,9,6,8,5,10,6,3,7,9,4,8,3,5,3,1,4,6,5,10,6,10,5,9,1,1,14,10,12,1,10,10,10,13,12,7,13,13,12,7,6,6,6,6,6,6,6,7,1
"37191000021",2,5,6,9,6,8,5,10,3,3,7,9,4,8,3,5,3,1,4,6,5,10,6,10,5,9,1,1,14,10,12,1,10,10,10,13,12,7,13,13,12,7,6,6,6,6,6,6,6,7,1
"3703100MASM",2,6,9,14,14,7,6,6,6,1,4,1,8,9,5,3,5,5,4,6,5,10,6,10,5,9,6,12,13,2,13,12,12,12,12,12,7,12,12,12,13,13,5,5,5,5,5,5,5,5,5
"3712700P05A",6,2,10,9,14,14,7,3,1,4,6,4,4,4,4,3,3,7,5,7,1,1,1,6,1,10,6,12,13,2,12,12,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"370970000CD",12,8,13,10,5,1,9,11,9,11,5,10,10,14,14,14,11,11,10,4,14,13,2,2,12,11,11,5,5,5,5,3,3,3,3,8,8,8,8,8,1,4,4,4,4,4,4,14,14,14,14
"3719905-GRE",4,4,1,3,12,10,4,13,11,10,14,14,14,10,10,14,11,6,13,14,4,4,4,4,2,2,8,8,8,9,3,5,8,11,11,3,3,3,3,3,3,3,3,11,11,11,11,11,11,11,11
"3708700BE56",4,4,1,3,3,10,4,13,13,10,14,14,14,10,10,11,14,14,13,14,4,4,4,4,2,2,8,8,8,9,3,5,8,11,11,3,3,3,3,3,3,3,3,11,11,11,11,11,11,11,11
"371570000IR",10,3,14,2,10,13,3,14,14,13,13,3,3,3,1,7,1,6,10,3,3,7,3,3,14,1,2,2,2,13,1,2,2,7,7,10,10,10,10,6,10,10,10,1,7,7,7,12,12,12,12
"3719700DCRK",14,7,13,13,2,3,9,11,9,11,5,6,10,7,13,13,11,6,6,2,8,13,2,2,12,3,9,11,3,5,5,3,3,3,3,8,8,8,8,8,1,4,4,4,4,4,4,14,14,14,14
"370210050.1",4,4,1,3,3,10,4,13,13,10,14,14,14,10,10,11,14,14,13,14,4,4,4,4,2,2,8,8,8,9,3,5,8,11,11,3,3,3,3,3,3,3,3,11,11,11,11,11,11,11,11
"370970000CS",12,8,13,10,5,1,9,11,9,11,5,10,10,1,1,7,11,11,2,8,13,12,14,7,13,11,11,5,5,5,5,3,3,3,3,8,8,8,8,8,1,4,4,4,4,4,4,14,14,14,14
"3706100KENA",2,5,6,6,11,8,1,1,6,6,1,8,9,8,3,5,3,9,4,6,5,10,6,10,5,9,1,1,14,10,12,1,10,10,2,2,12,7,13,13,12,7,6,6,6,6,6,6,6,7,1
"37001000011",10,3,11,7,13,5,14,7,10,9,13,3,13,3,4,2,12,12,3,3,3,7,3,3,14,1,13,6,2,13,1,2,7,7,7,10,1,13,10,6,10,10,10,1,7,7,7,12,12,12,12
"37081000RC2",11,14,14,7,10,13,14,14,14,13,3,13,13,2,13,2,12,12,3,3,3,7,3,3,11,1,13,6,4,13,1,2,7,7,7,10,1,1,1,1,4,1,1,10,10,10,10,10,10,10,10
"37081000RC1",10,3,14,2,10,13,3,14,14,13,3,13,3,2,13,2,12,12,3,3,3,7,3,3,11,1,13,6,4,13,1,14,9,6,6,6,6,1,14,14,14,14,14,14,10,10,10,10,10,10,10
"3710900LS12",12,12,12,1,12,4,10,2,11,14,10,10,6,14,14,14,6,13,14,13,2,12,14,7,13,11,11,5,5,3,6,6,14,14,9,5,14,9,9,9,9,9,9,9,9,9,9,9,9,8,8
"371170000BG",6,6,9,9,14,7,6,6,3,1,4,1,8,4,5,3,5,7,5,7,1,9,1,6,1,10,6,12,13,2,13,12,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"370210022.2",4,4,1,3,3,10,4,13,13,10,14,14,14,10,10,11,14,14,13,14,4,4,4,4,2,2,8,8,8,9,3,5,8,11,11,3,3,3,3,3,3,3,3,11,11,11,11,11,11,11,11
"3712700P08A",6,2,10,9,14,14,7,3,1,4,6,4,4,4,4,4,9,7,5,7,1,1,1,1,1,10,6,12,13,2,13,12,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"371490TR123",4,12,1,3,3,10,4,13,13,10,14,14,14,14,10,10,14,14,13,14,4,4,4,4,8,8,8,8,8,8,8,8,6,8,8,3,3,3,3,3,3,3,11,3,3,3,3,3,3,3,3
"37001000013",10,3,11,7,13,5,14,7,10,9,13,3,13,3,4,2,12,12,3,3,3,7,3,3,14,1,13,6,2,13,1,2,7,7,7,10,1,13,10,6,10,10,10,1,7,7,7,12,12,12,12
"37125000BEN",11,14,2,8,9,11,8,4,12,5,11,9,5,13,2,12,4,8,12,10,10,5,5,9,6,6,10,7,6,4,4,4,4,4,4,4,4,4,4,4,5,5,13,13,13,13,13,13,13,13,13
"3703100BFT2",2,6,9,14,14,7,6,6,6,1,4,1,8,9,5,3,5,5,4,6,5,10,6,10,5,9,1,10,10,7,7,7,1,1,2,2,7,12,12,12,13,13,5,5,5,5,5,5,5,5,5
"3703100BFT1",2,6,9,14,14,7,6,6,6,1,4,1,8,9,5,3,5,5,4,6,5,10,6,10,5,9,1,10,10,7,7,7,1,1,2,2,7,12,12,12,13,13,5,5,5,5,5,5,5,5,5
"3710900LB34",12,12,12,1,12,4,10,2,11,14,8,7,2,14,14,14,6,13,14,13,2,12,14,7,13,11,11,5,5,3,6,6,14,14,9,5,14,9,9,9,9,9,9,9,9,9,9,9,9,8,8
"3708300CONC",6,2,10,14,14,7,6,6,3,1,6,9,12,5,5,3,3,7,5,7,1,9,1,1,1,10,6,12,13,2,13,12,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"3705100LR63",8,11,5,8,9,11,8,4,12,5,9,5,5,13,9,8,4,4,12,10,10,5,5,12,3,6,7,7,12,4,4,4,4,4,4,4,4,4,4,4,5,5,13,13,13,13,13,13,13,13,13
"3705500KTHK",6,6,9,14,14,7,6,6,3,1,4,1,8,4,5,3,5,5,4,6,5,10,6,10,1,10,6,12,13,2,13,12,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"370970000FT",12,12,12,10,5,1,13,11,11,14,10,10,6,14,14,14,6,11,2,8,13,12,14,7,13,11,11,5,5,5,5,3,3,3,3,8,8,8,8,8,1,4,4,4,4,4,4,14,14,14,14
"37001000001",11,14,2,7,13,13,3,7,10,9,3,13,13,3,4,13,4,4,12,10,10,5,5,3,3,6,7,6,2,13,1,2,7,7,7,10,1,13,10,6,10,10,10,1,7,7,7,12,12,12,12
"3708100H29B",10,8,14,2,10,13,3,14,14,13,3,13,3,2,13,13,1,10,11,11,11,11,7,14,11,14,2,2,4,6,14,14,9,6,6,6,6,1,14,14,14,14,14,14,10,10,10,10,10,10,10
"3716300GIDD",9,5,6,9,6,8,5,10,3,3,7,9,4,8,3,8,8,1,12,5,5,6,10,5,7,9,1,1,14,10,12,1,10,10,10,13,12,7,13,13,12,7,6,6,6,6,6,6,6,7,1
"3708100H29A",10,8,14,2,10,13,3,14,14,13,3,13,3,2,13,13,1,10,11,11,11,11,7,14,11,14,2,2,4,6,14,14,9,6,6,6,6,1,14,14,14,14,14,14,10,10,10,10,10,10,10
"37005000004",13,7,13,13,2,3,9,8,11,11,5,6,10,7,1,7,11,6,10,4,14,13,2,2,12,3,9,11,3,5,5,3,3,3,3,8,8,8,8,8,1,4,4,4,4,4,4,14,14,14,14
"3712700P07A",6,2,10,9,14,14,7,3,1,4,6,4,4,4,4,4,9,7,5,7,1,1,1,1,1,10,6,12,13,2,12,12,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"37005000001",13,7,13,13,2,3,9,8,11,11,5,6,10,7,1,7,11,6,10,4,14,13,2,2,12,3,9,11,3,5,5,3,3,3,3,8,8,8,8,8,1,4,4,4,4,4,4,14,14,14,14
"37001000007",10,3,2,7,13,5,14,7,10,9,3,13,13,3,4,2,12,12,3,3,3,7,3,3,3,6,7,6,2,13,1,2,7,7,7,10,1,13,10,6,10,10,10,1,7,7,7,12,12,12,12
"370030000B1",13,7,13,4,12,4,13,2,11,14,10,10,6,14,14,14,6,11,2,8,13,12,14,7,12,3,9,11,3,3,6,6,14,14,9,5,14,9,9,9,9,9,9,9,9,9,9,9,9,8,8
"37001000005",10,3,14,7,13,5,14,7,10,9,13,3,13,3,4,2,12,12,3,3,3,7,3,3,14,1,13,6,2,13,1,2,7,7,7,10,1,13,10,6,10,10,10,1,7,7,7,12,12,12,12
"37025001-02",1,13,4,12,5,12,13,2,2,2,9,11,11,1,2,1,10,2,8,8,8,2,13,13,6,11,5,5,5,3,6,6,14,14,9,5,5,5,5,5,4,1,9,9,9,9,9,9,9,8,8
"37001000004",10,3,14,7,13,13,14,7,10,9,13,3,3,3,1,2,12,12,3,3,3,7,3,3,14,1,13,6,2,13,1,2,7,7,7,10,1,13,10,6,10,10,10,1,7,7,7,12,12,12,12
"37001000002",10,3,14,7,13,5,14,7,10,13,3,13,13,3,4,2,12,12,3,3,3,7,3,3,14,1,13,6,2,13,1,2,7,7,7,10,1,13,10,6,10,10,10,1,7,7,7,12,12,12,12
"370970000EM",14,7,8,10,5,1,9,11,9,11,5,6,10,7,13,13,11,6,6,2,8,13,2,2,12,7,11,5,5,5,5,3,3,3,3,8,8,8,8,8,1,4,4,4,4,4,4,14,14,14,14
"3719700SLIB",14,7,8,13,2,3,9,11,9,11,5,6,10,7,13,13,11,6,10,4,14,13,2,2,12,14,9,11,3,5,5,3,3,3,3,8,8,8,8,8,1,4,4,4,4,4,4,14,14,14,14
"37025001-08",1,13,4,10,5,12,13,2,8,2,9,11,11,1,2,1,10,8,8,8,8,2,13,13,6,11,5,5,5,3,6,6,14,14,9,5,14,9,9,9,9,9,9,9,9,9,9,9,9,8,8
