"GEOID20","assignment"
"37025012-12",9
"37025012-11",9
"37025012-10",9
"3700300T2T3",5
"3712500EKWD",13
"371370005AP",12
"3704300TUSQ",2
"37191000001",12
"3715900019A",1
"370510G3A-2",13
"37167000022",1
"370510G3A-1",13
"37167000021",1
"3700100003S",6
"37115GRAPEV",2
"37167000020",1
"37183004-05",3
"37125000WND",13
"37191000029",12
"37183004-04",3
"3700100003N",6
"37191000028",12
"37183004-03",3
"37191000027",12
"370210044.1",2
"37183004-02",3
"37191000026",12
"37183004-01",3
"37167000028",1
"37191000024",12
"3716300CLNE",7
"37167000027",1
"37167000026",1
"37167000025",1
"3700100003W",6
"37167000024",1
"37167000023",1
"37025012-03",9
"370810NWASH",11
"37023000066",5
"37023000065",5
"37123000STA",1
"37023000064",5
"37023000062",5
"37025012-09",9
"37147001501",4
"37025012-08",9
"37025012-06",9
"37025012-05",9
"37025012-04",9
"37147001509",4
"37147001507",4
"37147001506",4
"37191000018",12
"37191000017",12
"37023000070",5
"3714100LT18",7
"37191000016",12
"3712700P06A",4
"37147001503",4
"37191000015",12
"37191000014",12
"37067000405",1
"37191000013",12
"37067000404",1
"3712500WKWD",13
"3707700EAOX",14
"37067000403",1
"37067000402",1
"37067000401",1
"3713300HN14",12
"37175000TC1",2
"3703100ATSL",12
"371150SANDY",2
"37175000TC7",2
"3719700EBND",5
"37191000023",12
"37191000022",12
"37191000021",12
"3703100MASM",12
"3712700P05A",4
"370970000CD",10
"3719905-GRE",5
"3708700BE56",2
"371570000IR",11
"3719700DCRK",5
"370210050.1",2
"370970000CS",10
"3706100KENA",12
"37001000011",6
"37081000RC2",11
"37081000RC1",11
"3710900LS12",10
"371170000BG",4
"370210022.2",2
"3712700P08A",4
"371490TR123",2
"37001000013",6
"37125000BEN",1
"3703100BFT2",12
"3703100BFT1",12
"3710900LB34",10
"3708300CONC",4
"3705100LR63",13
"3705500KTHK",12
"370970000FT",10
"37001000001",6
"3708100H29B",11
"3716300GIDD",7
"3708100H29A",11
"37005000004",5
"3712700P07A",4
"37005000001",5
"37001000007",6
"370030000B1",5
"37001000005",6
"37025001-02",9
"37001000004",6
"37001000002",6
"370970000EM",10
"3719700SLIB",5
"37025001-08",9
"37025001-07",9
"370030000B2",5
"37025001-04",9
"37125000EWD",13
"37143BETHEL",4
"3719300113A",5
"370970DV2-A",10
"3708500PR16",13
"370070WADES",13
"3719903-EGY",5
"37155000041",7
"37155000040",7
"3703100BOGU",12
"3714500HLWY",6
"370970DV2-B",10
"37183016-06",14
"37183016-05",14
"37183016-04",14
"37183016-03",14
"37183016-02",14
"37183016-01",14
"3708500PR01",13
"370210041.1",2
"3703100IBSP",12
"3708500PR08",13
"3708500PR07",13
"37155000034",7
"37155000033",7
"3719908-CRA",5
"3703100CISL",12
"37155000030",7
"370830BUTWD",4
"37131SEABOA",4
"37025001-11",9
"37025001-10",9
"370210019.1",2
"37155000039",7
"37155000038",7
"37057000088",11
"37155000037",7
"37155000036",7
"37155000035",7
"37057000084",1
"3700700GULL",13
"37057000082",1
"3719300115A",5
"3704700P02B",7
"37057000076",1
"37057000074",1
"37057000072",11
"37147001101",4
"370810MON2B",11
"37057000070",1
"370810MON2A",11
"371170000HS",4
"37183016-09",14
"37183016-07",14
"37057000078",1
"3714500WDSD",6
"371170000HM",4
