"GEOID20","assignment"
"37025012-12",5
"37025012-11",5
"37025012-10",5
"3700300T2T3",1
"3712500EKWD",8
"371370005AP",13
"3704300TUSQ",14
"37191000001",6
"3715900019A",7
"370510G3A-2",3
"37167000022",8
"370510G3A-1",3
"37167000021",8
"3700100003S",2
"37115GRAPEV",14
"37167000020",8
"37183004-05",3
"37125000WND",8
"37191000029",6
"37183004-04",3
"3700100003N",2
"37191000028",6
"37183004-03",3
"37191000027",6
"370210044.1",14
"37183004-02",3
"37191000026",6
"37183004-01",3
"37167000028",8
"37191000024",12
"3716300CLNE",12
"37167000027",8
"37167000026",8
"37167000025",8
"3700100003W",2
"37167000024",8
"37167000023",8
"37025012-03",5
"370810NWASH",10
"37023000066",1
"37023000065",1
"37123000STA",8
"37023000064",1
"37023000062",1
"37025012-09",5
"37147001501",6
"37025012-08",5
"37025012-06",5
"37025012-05",5
"37025012-04",5
"37147001509",13
"37147001507",13
"37147001506",6
"37191000018",6
"37191000017",6
"37023000070",1
"3714100LT18",12
"37191000016",6
"3712700P06A",9
"37147001503",6
"37191000015",6
"37191000014",6
"37067000405",11
"37191000013",6
"37067000404",11
"3712500WKWD",8
"3707700EAOX",10
"37067000403",11
"37067000402",11
"37067000401",11
"3713300HN14",13
"37175000TC1",14
"3703100ATSL",13
"371150SANDY",14
"37175000TC7",14
"3719700EBND",7
"37191000023",6
"37191000022",6
"37191000021",6
"3703100MASM",13
"3712700P05A",9
"370970000CD",7
"3719905-GRE",14
"3708700BE56",14
"371570000IR",10
"3719700DCRK",7
"370210050.1",14
"370970000CS",7
"3706100KENA",12
"37001000011",2
"37081000RC2",2
"37081000RC1",2
"3710900LS12",1
"371170000BG",13
"370210022.2",14
"3712700P08A",9
"371490TR123",14
"37001000013",2
"37125000BEN",8
"3703100BFT2",13
"3703100BFT1",13
"3710900LB34",1
"3708300CONC",9
"3705100LR63",3
"3705500KTHK",13
"370970000FT",7
"37001000001",2
"3708100H29B",11
"3716300GIDD",12
"3708100H29A",11
"37005000004",7
"3712700P07A",9
"37005000001",7
"37001000007",2
"370030000B1",1
"37001000005",10
"37025001-02",4
"37001000004",10
"37001000002",2
"370970000EM",7
"3719700SLIB",7
"37025001-08",5
"37025001-07",5
"370030000B2",1
"37025001-04",4
"37125000EWD",8
"37143BETHEL",13
"3719300113A",7
"370970DV2-A",7
"3708500PR16",3
"370070WADES",8
"3719903-EGY",14
"37155000041",8
"37155000040",8
"3703100BOGU",13
"3714500HLWY",10
"370970DV2-B",7
"37183016-06",6
"37183016-05",6
"37183016-04",6
"37183016-03",6
"37183016-02",6
"37183016-01",6
"3708500PR01",3
"370210041.1",14
"3703100IBSP",13
"3708500PR08",3
"3708500PR07",3
"37155000034",8
"37155000033",8
"3719908-CRA",14
"3703100CISL",13
"37155000030",8
"370830BUTWD",9
"37131SEABOA",9
"37025001-11",5
"37025001-10",5
"370210019.1",14
"37155000039",8
"37155000038",8
"37057000088",11
"37155000037",8
"37155000036",8
"37155000035",8
"37057000084",11
"3700700GULL",8
"37057000082",7
"3719300115A",7
"3704700P02B",12
"37057000076",7
"37057000074",7
"37057000072",11
"37147001101",13
"370810MON2B",10
"37057000070",7
"370810MON2A",10
"371170000HS",13
"37183016-09",6
"37183016-07",6
"37057000078",7
"3714500WDSD",10
"371170000HM",13
"3704700P01A",12
"37125000VSS",8
"3707500WEST",14
"3714701508B",13
"3714701508A",6
"37037000085",2
"37183016-11",6
"37183016-10",6
"3718100HTOP",10
"3715500005A",8
"371170000GR",13
"3705500CHCA",13
"371170000GN",13
"370210063.1",14
"3700500006A",7
"37051SL78-3",3
"371050000D2",2
"371050000D1",2
"37037000075",2
"37037000078",2
"3714701507B",13
"37065001401",9
"37099000CAN",14
"3703300ANDE",10
"37099000CAS",14
"371050000C2",2
"371370002OT",13
"371050000C1",2
"3707700OKHL",10
"37097000ST5",7
"37097000ST4",7
"37097000ST3",7
"37097000ST2",7
"37097000ST1",7
"3713300NM13",12
"37183005-08",2
"37183005-07",2
"37097000ST6",7
"371190238.1",5
"3707900WALS",6
"37083000HOL",9
"371050000E1",2
"370550000MH",13
"370450MULLS",1
"37183009-02",6
"3714100SC13",12
"37183009-01",9
"371050000E2",2
"3708100H19A",11
"37183005-06",2
"37125000WAB",8
"37183005-05",9
"37183005-03",3
"37183005-01",2
"37183009-03",9
"3714701504B",6
"3714701504A",6
"3708100H19B",11
"370830RINGW",9
"37181000EH1",10
"3719700BNVL",7
"371170000CR",13
"3705100CC17",3
"3705100CC16",3
"3705100CC15",3
"3705100CC14",3
"3705100CC13",3
"37119000207",5
"3705100CC12",3
"37119000206",5
"37119000205",5
"3705100CC10",3
"37119000203",4
"37119000202",5
"37119000201",4
"37119000200",5
"3705100CC19",3
"3705100CC18",3
"371010PR31B",6
"371010PR31A",12
"37119000209",5
"37119000208",5
"3705100LI65",12
"370830FAUCT",9
"37025008-00",7
"370210028.1",14
"37065000501",9
"3705100CC06",3
"3705100CC05",3
"3712700P20A",9
"3705100CC04",3
"3705100CC03",3
"370210015.1",14
"3707700WOEL",10
"37081000OR2",10
"3705100CC01",3
"37081000OR1",10
"3707700CRDM",10
"3707700CRDL",10
"3705100CC08",3
"3708500PR32",3
"3705100CC07",3
"3708500PR31",3
"37119000221",4
"37119000220",4
"37083000HPR",9
"371050000B2",2
"371050000B1",2
"37025004-13",5
"370810000GR",2
"370130SURBA",13
"37025004-12",5
"37119000229",4
"3705100CC34",3
"37025004-11",5
"37119000228",4
"3705100CC33",3
"37119000227",4
"3705100CC32",3
"37119000226",4
"37119000225",4
"37119000224",5
"3708500PR25",12
"3708500PR24",12
"37119000222",5
"3708500PR23",3
"371290000WB",12
"3708500PR20",12
"3714701505B",6
"370890000SM",14
"3714100SP15",12
"3714701505A",6
"371870000P2",13
"3708500PR29",12
"371870000P1",13
"3708500PR28",3
"3703900GCRK",14
"3708500PR26",12
"370890000SW",14
"37115REVERE",14
"371510000PR",2
"37119000210",5
"3705100CC27",3
"371050000A2",2
"3705100CC26",3
"371050000A1",2
"37025004-03",5
"3705100CC25",3
"3705100CC24",3
"37025004-01",5
"37119000218",4
"371870000P3",13
"37119000217",4
"37119000216",4
"3705100CC21",3
"37119000215",4
"37119000214",5
"37119000213",5
"37045KINGST",1
"37119000212",5
"37119000211",5
"37025004-09",5
"370890000RR",14
"37025004-08",5
"3705100CC29",3
"37065001001",9
"37119000219",4
"3710900BS26",1
"3705100CC31",3
"370210058.1",14
"37173000BC2",14
"370890000SB",14
"37173000BC1",14
"370890000SE",14
"3704300BRAS",14
"371510000SE",2
"370210006.1",14
"37055000WAN",13
"37095000OCK",13
"3700300000M",1
"371810000CC",10
"371510000SO",8
"3700300000W",1
"3703900HOTH",14
"3704500KM-S",1
"3704500KM-N",1
"3705100G11B",3
"371510000RN",8
"371510000RM",2
"37107000PH2",13
"37107000PH1",13
"3701900010B",12
"37183012-02",3
"37183012-01",6
"371110MAR-5",1
"371110MAR-4",1
"371110MAR-3",1
"371110MAR-2",1
"371110MAR-1",1
"370130WASH4",13
"370130WASH2",13
"370130WASH1",13
"3713300CR07",13
"3700300000E",1
"3708900HV-3",14
"3708900HV-2",14
"37125000CAR",8
"3708900HV-1",14
"37125000CAM",8
"370210001.1",14
"370890000NM",14
"370910000M2",9
"370890000NW",14
"370910000M1",9
"3707900HOOK",6
"370210049.1",14
"3707900MAUR",6
"370910000ML",9
"37179000021",8
"37081000GIB",2
"37065000102",9
"37065000101",9
"370210036.1",14
"3703300MILT",10
"371510000LC",8
"37179000027",8
"371510000LB",2
"3710900TA37",1
"37179000026",8
"37179000025",8
"37179000024",8
"37067000504",11
"371150BEECH",14
"37179000023",8
"37067000503",11
"37179000022",8
"37067000502",11
"37065000104",9
"37067000501",11
"37065000103",9
"371510000NM",8
"37183012-09",3
"37183012-08",3
"37099000GLV",14
"37183012-07",6
"3700300G1G2",1
"37183012-06",3
"37183012-05",3
"37183012-04",6
"37067000507",11
"37067000506",11
"3706100CYCK",12
"370890000RG",14
"37067000505",11
"371370001RB",13
"3706100CHAR",12
"37179000010",8
"37099000CFK",14
"37179000018",4
"37011000002",14
"37011000001",1
"37179000016",8
"371870000LM",13
"370890000PV",14
"37179000015",4
"37179000014",8
"37179000013",8
"37179000012",8
"370890000PR",14
"37179000011",8
"37143PARKVI",13
"37011000009",14
"37011000008",14
"37011000007",14
"37011000006",14
"37011000005",14
"37123000BIS",8
"37011000004",1
"37179000019",8
"37011000003",14
"37169001618",10
"37179000043",8
"37179000042",8
"37179000041",4
"37179000040",8
"370210023.3",14
"370210023.2",14
"37009000020",7
"370210014.3",14
"370210014.2",14
"3712700P22A",9
"3706100HALL",12
"37179000032",8
"37179000031",8
"37179000030",8
"37179000039",8
"37179000036",8
"37179000035",8
"370910000HV",9
"37179000034",8
"37179000033",8
"37119000243",4
"37119000242",5
"37119000241",5
"37119000240",5
"3714500MTTZ",10
"3703900PCHT",14
"3712700P21A",9
"370210054.2",14
"3709700SH-B",1
"37147000301",6
"3709700SH-A",1
"37011000013",14
"37011000012",14
"37049000016",13
"37011000011",14
"37011000010",14
"37049000011",13
"37183001-09",6
"37119000232",4
"37119000231",4
"37183001-07",6
"37119000230",4
"37183001-06",6
"37011000019",14
"37183001-05",6
"37011000018",14
