"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500","iteration_1550","iteration_1600","iteration_1650","iteration_1700","iteration_1750","iteration_1800","iteration_1850","iteration_1900","iteration_1950","iteration_2000","iteration_2050","iteration_2100","iteration_2150","iteration_2200","iteration_2250","iteration_2300","iteration_2350","iteration_2400","iteration_2450","iteration_2500","iteration_2550","iteration_2600","iteration_2650","iteration_2700","iteration_2750","iteration_2800","iteration_2850","iteration_2900","iteration_2950","iteration_3000","iteration_3050","iteration_3100","iteration_3150","iteration_3200","iteration_3250","iteration_3300","iteration_3350","iteration_3400","iteration_3450","iteration_3500","iteration_3550","iteration_3600","iteration_3650","iteration_3700","iteration_3750","iteration_3800","iteration_3850","iteration_3900","iteration_3950","iteration_4000","iteration_4050","iteration_4100","iteration_4150","iteration_4200","iteration_4250","iteration_4300","iteration_4350","iteration_4400","iteration_4450","iteration_4500","iteration_4550","iteration_4600","iteration_4650","iteration_4700","iteration_4750","iteration_4800","iteration_4850","iteration_4900","iteration_4950","iteration_5000"
"37183004-04",16,16,10,13,13,22,40,42,40,40,41,41,41,10,10,1,10,10,28,28,10,10,18,18,42,42,18,28,35,42,42,42,42,42,22,22,22,22,22,28,28,22,22,30,3,8,8,3,3,22,38,22,48,22,11,22,40,11,11,11,48,48,48,48,11,11,11,11,22,22,22,22,30,11,11,11,11,14,14,42,22,22,22,22,14,22,20,20,20,30,20,30,14,48,48,48,48,48,48,48,48
"3700100003N",19,19,16,16,16,21,5,29,29,28,10,10,10,19,19,19,43,43,29,29,29,13,13,29,41,21,21,21,21,21,22,22,48,48,26,48,20,42,46,7,46,46,36,28,20,43,46,46,46,46,43,43,43,43,46,46,46,46,3,3,3,5,46,5,29,29,29,29,29,16,16,16,16,16,16,48,48,48,48,48,48,48,3,3,3,3,3,3,3,3,3,3,3,3,3,30,28,28,28,28,28
"37191000028",32,11,14,14,14,14,20,35,35,35,14,35,44,50,15,20,20,38,40,50,48,4,48,48,4,41,41,40,20,20,41,41,15,15,15,15,28,37,37,45,45,45,45,40,45,45,48,4,4,24,4,30,30,37,32,39,39,15,12,15,18,18,50,19,19,24,8,8,8,8,8,8,4,4,24,50,50,50,50,50,50,50,50,4,4,4,4,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"37183004-03",35,35,35,35,13,22,10,22,22,22,41,41,41,10,10,1,10,10,28,28,10,10,21,39,39,42,1,10,10,42,42,42,42,42,35,35,22,22,22,28,28,22,22,30,3,30,22,8,15,8,38,22,48,22,11,22,11,11,11,11,1,1,22,22,22,22,22,4,11,11,11,30,22,22,22,22,22,22,22,22,42,42,42,30,30,20,48,48,48,44,44,20,20,20,20,20,20,3,3,3,3
"37191000027",32,11,14,14,14,14,20,35,35,35,14,35,44,50,15,20,20,38,40,50,48,4,48,48,4,41,41,40,20,20,41,41,15,15,37,15,28,37,37,45,45,45,45,40,45,45,48,4,4,24,4,30,30,37,32,39,39,15,12,15,18,18,50,19,19,24,8,8,8,8,8,8,4,4,24,50,50,50,50,50,50,50,50,4,4,4,4,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"370210044.1",2,6,6,6,2,6,12,2,6,6,6,12,33,2,2,33,12,26,3,3,3,23,23,23,33,33,23,3,23,23,23,23,23,23,33,33,33,27,5,5,5,5,5,44,27,16,23,23,23,23,44,45,28,28,27,45,27,44,44,17,17,27,31,31,31,31,23,23,23,23,10,44,44,27,27,27,27,27,27,27,27,27,27,27,17,17,17,17,17,10,10,10,26,26,26,26,26,26,26,26,26
"37183004-02",16,16,10,13,13,22,40,42,40,40,41,41,41,10,10,1,10,10,28,28,10,10,18,18,42,42,1,10,10,42,42,42,42,42,22,22,22,22,22,28,28,22,22,30,3,30,22,3,3,22,38,22,48,22,11,22,11,11,11,11,48,48,48,48,48,48,3,3,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,14,22,20,20,20,30,20,30,14,48,48,48,48,48,48,48,48
"37191000026",32,11,14,14,14,14,20,35,35,35,14,35,44,50,21,21,21,38,40,50,48,4,48,48,4,41,41,40,20,20,41,41,15,15,15,15,28,37,37,45,45,45,45,40,45,45,48,4,4,24,4,30,30,37,32,39,39,15,12,15,18,18,50,19,19,24,8,8,8,8,8,8,4,4,24,50,50,50,50,50,50,50,50,4,4,4,4,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"37183004-01",16,16,10,13,13,22,40,42,40,40,41,41,41,10,10,1,10,10,28,28,10,10,18,18,42,42,18,28,35,42,42,42,42,42,22,22,22,22,22,28,28,22,22,30,3,8,8,3,3,22,38,22,22,22,22,22,48,11,11,11,48,48,48,48,48,48,3,3,22,22,22,22,30,11,11,11,11,14,14,42,22,22,22,22,14,22,20,20,20,30,20,30,14,48,48,48,48,48,48,48,48
"37167000028",50,43,24,24,7,49,49,49,49,49,5,5,50,49,49,5,18,13,13,13,19,19,46,43,43,43,24,12,47,12,6,6,43,45,41,41,35,35,35,35,17,17,17,24,24,24,24,33,33,33,16,10,10,34,34,13,33,10,41,33,39,39,39,7,7,7,43,43,43,6,6,38,7,7,38,32,6,13,45,45,45,8,8,8,8,8,8,6,25,25,25,13,13,13,25,25,25,25,42,42,42
"37191000024",32,11,14,14,14,14,20,35,35,35,14,35,44,50,21,21,21,32,40,50,48,4,48,48,48,48,19,40,20,20,41,41,15,15,15,15,28,37,37,45,45,45,45,40,45,4,4,4,4,24,4,30,32,32,40,39,39,15,12,15,18,18,50,19,19,24,8,8,8,8,8,8,4,4,24,50,50,50,50,50,50,50,50,4,4,4,4,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"3716300CLNE",27,32,9,27,50,35,7,20,7,35,14,27,44,50,15,20,20,38,40,50,48,4,48,48,4,41,41,40,20,20,41,41,15,15,15,15,28,37,37,18,48,38,38,48,38,38,18,18,18,24,4,30,30,37,32,39,39,15,12,15,18,18,24,24,24,4,28,8,8,8,8,8,4,4,24,50,50,50,50,50,50,50,50,4,4,4,4,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"37167000027",50,43,24,24,7,49,49,49,49,49,5,5,50,49,49,5,18,13,13,13,19,19,46,43,43,43,24,12,47,12,6,6,43,45,41,41,35,35,35,35,17,17,17,24,24,24,24,33,33,33,16,10,10,34,34,13,33,10,41,33,39,39,39,7,7,7,43,43,43,6,6,38,7,7,38,32,6,13,45,45,45,8,8,8,8,8,8,6,25,25,25,13,13,13,25,25,25,25,42,42,42
"37167000026",50,43,24,24,7,49,49,49,49,49,5,5,50,49,49,5,18,13,13,13,19,19,46,43,43,43,24,12,47,12,6,6,43,45,41,41,35,35,35,35,17,17,17,24,24,24,24,33,33,33,16,10,10,34,34,13,33,10,41,33,39,39,39,7,7,7,43,43,43,46,6,38,38,38,38,32,6,13,45,45,45,8,8,8,8,8,8,6,25,25,25,13,13,13,25,25,25,25,42,42,42
"37167000025",50,43,24,24,24,24,24,24,24,18,18,18,18,49,49,5,18,13,13,13,19,19,46,43,43,43,24,12,47,47,47,6,6,6,6,41,35,35,35,35,17,17,17,24,24,24,24,33,33,33,33,33,33,41,41,9,13,13,13,7,7,7,7,39,39,39,39,39,39,6,6,38,7,7,38,32,6,13,45,45,45,8,8,8,8,8,8,6,25,25,25,13,13,13,25,25,25,25,42,42,42
"3700100003W",19,19,16,16,16,21,5,29,29,28,10,10,10,19,19,19,43,43,19,19,29,13,13,29,41,21,21,29,29,21,22,22,48,48,26,48,20,42,46,7,46,46,36,28,20,43,46,46,46,46,43,43,43,43,46,46,46,46,3,3,3,5,46,5,29,29,29,29,29,16,16,16,16,16,16,48,48,48,48,48,48,48,3,3,3,3,3,3,3,3,3,3,3,3,3,30,28,28,28,28,28
"37167000024",50,43,24,24,7,49,49,49,49,49,5,5,50,49,49,5,18,13,13,13,19,19,46,43,43,43,24,12,47,12,6,6,43,45,41,41,35,35,35,35,17,17,17,24,24,24,24,33,33,33,33,33,33,41,41,9,13,13,13,7,7,7,7,39,39,39,39,39,39,6,6,38,7,7,38,32,6,13,45,45,45,8,8,8,8,8,8,6,25,25,25,13,13,13,25,25,25,25,42,42,42
"37167000023",50,43,24,24,7,49,49,49,49,49,5,5,50,49,49,5,18,13,13,13,19,19,46,43,43,43,24,12,47,12,6,6,43,45,41,41,35,35,35,35,17,17,17,24,24,24,24,33,33,33,33,33,33,41,41,9,33,10,41,33,39,39,39,7,7,7,43,43,43,6,6,38,7,7,7,35,35,13,45,45,45,8,8,8,8,8,8,6,25,25,25,13,13,13,25,25,25,25,42,42,42
"37025012-03",49,49,49,49,49,31,31,25,30,46,49,16,16,18,18,18,5,24,24,47,47,47,47,47,47,47,47,9,9,12,6,9,24,31,3,3,41,41,41,41,41,24,24,24,25,25,34,2,34,16,25,25,33,25,25,2,9,41,9,41,39,39,32,13,13,13,13,32,32,32,32,32,32,32,32,32,6,13,6,6,6,6,6,6,6,6,6,25,32,32,32,32,32,35,35,35,35,35,25,6,6
"370810NWASH",19,19,16,23,23,21,19,19,19,19,19,19,22,30,30,19,43,43,29,29,29,13,42,41,29,29,29,29,29,46,46,25,26,26,20,20,13,3,1,1,29,2,46,46,46,46,21,21,5,5,29,29,29,16,16,16,29,29,29,29,29,29,29,29,5,5,5,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,48,48,42,39,44,22,22,22,22,22,22,22,22,39,39,39,39,39,39
"37023000066",33,18,33,37,33,33,36,36,36,36,36,9,9,9,3,26,33,33,33,6,49,49,49,49,49,26,36,36,3,3,27,7,27,27,44,16,31,44,13,13,13,25,16,17,17,10,10,10,10,35,17,17,17,17,44,44,26,34,28,23,35,35,44,26,26,44,44,44,27,27,27,27,27,44,44,26,26,26,26,26,26,26,26,26,26,26,26,26,26,31,31,31,31,31,31,31,31,31,31,31,31
"37023000065",33,18,33,37,33,33,36,36,2,2,36,9,9,9,3,26,33,33,33,23,33,36,12,12,26,26,36,36,3,3,27,7,27,27,44,16,31,23,13,13,13,25,16,17,17,10,25,25,25,35,17,17,17,17,44,44,26,34,28,23,35,35,44,26,26,44,44,44,27,27,27,27,27,44,44,26,26,26,26,26,26,26,26,26,26,26,26,26,26,31,31,31,31,31,31,31,31,31,31,31,31
"37123000STA",50,10,48,48,48,23,49,49,49,49,21,5,50,49,49,5,18,13,13,13,19,19,46,43,43,43,24,12,47,12,6,6,43,45,41,41,35,48,35,35,17,17,17,24,24,24,24,33,33,33,16,10,10,34,34,13,33,10,41,33,39,39,39,7,7,7,43,43,43,6,6,38,7,7,38,32,6,13,45,45,45,8,8,8,8,8,8,6,25,25,25,13,13,13,25,25,25,25,42,42,42
"37023000064",33,18,33,37,33,3,3,9,9,2,36,36,36,36,3,26,33,33,33,23,33,36,12,12,26,26,36,36,3,16,5,7,27,27,44,16,31,23,13,13,13,10,10,10,10,10,25,25,25,35,17,17,17,17,44,44,26,26,28,23,26,17,23,23,23,23,31,31,31,31,23,23,23,31,44,26,26,26,26,26,26,26,26,26,26,26,26,26,26,31,31,31,31,31,31,31,31,31,31,31,31
"37023000062",33,18,33,37,33,36,36,36,2,9,36,9,9,9,3,26,33,33,33,23,33,36,12,12,26,26,36,36,36,44,7,7,27,27,44,16,31,44,13,13,13,25,16,17,17,10,25,25,25,35,17,17,17,17,44,44,26,34,28,23,35,35,44,26,26,44,44,44,27,27,27,27,27,44,31,31,31,31,31,31,31,31,31,17,27,27,27,31,31,31,31,31,31,31,31,31,31,31,31,31,31
"37025012-09",49,49,49,49,49,31,31,25,30,46,49,16,16,18,45,18,5,24,24,47,47,47,47,47,47,47,47,12,12,24,9,9,24,31,3,3,41,41,41,41,41,24,24,25,25,25,34,2,34,16,33,33,25,41,41,41,41,41,9,41,10,28,32,13,13,13,13,32,32,32,32,32,32,32,32,38,45,45,6,6,6,6,6,6,6,6,6,25,32,32,32,32,32,35,35,35,35,35,25,6,6
"37147001501",38,38,4,4,4,4,1,8,38,4,4,4,20,35,35,35,35,21,38,38,38,15,32,35,35,35,35,38,15,50,48,38,38,38,32,32,21,21,32,32,32,32,32,39,50,19,39,39,39,50,50,8,19,19,50,50,50,20,20,20,36,36,36,36,36,36,20,36,36,36,5,5,18,18,5,5,5,5,5,5,5,5,5,5,5,5,5,12,12,12,12,12,12,12,12,12,12,12,24,5,5
"37025012-08",49,49,49,49,49,31,31,25,30,46,49,16,16,18,18,18,5,24,24,47,47,47,47,47,47,47,47,47,12,24,9,9,24,31,3,3,41,41,41,41,41,24,24,25,25,25,34,2,34,16,33,33,25,25,25,2,9,41,9,33,10,28,32,13,13,13,13,32,32,32,32,32,32,32,32,38,45,45,6,6,6,6,6,6,6,6,6,25,32,32,32,32,32,35,35,35,35,35,25,6,6
"37025012-06",49,49,49,49,49,31,31,25,30,46,49,16,16,18,24,18,18,13,13,13,19,19,46,47,47,47,47,47,12,24,9,9,24,31,3,3,35,35,41,41,17,17,17,25,25,25,34,2,34,16,33,33,33,41,41,41,41,41,41,33,39,39,39,7,7,7,43,43,43,6,6,38,7,7,38,38,6,13,6,6,6,6,6,6,8,8,8,25,25,25,25,13,13,13,25,25,35,35,42,42,42
"37025012-05",49,49,49,49,49,31,31,25,30,46,49,16,16,49,49,5,18,13,13,13,19,19,46,47,47,47,47,47,12,12,6,9,24,31,3,3,35,35,41,41,41,24,24,25,24,24,34,2,34,16,33,33,33,41,41,41,41,41,9,33,39,39,39,7,7,7,43,43,43,6,6,38,7,7,38,38,6,13,6,6,6,6,6,6,8,8,8,25,25,25,25,13,13,13,25,25,35,35,42,42,42
"37025012-04",49,49,49,24,49,31,31,25,47,46,49,16,16,18,18,18,5,24,24,47,47,47,47,43,43,47,47,47,47,12,6,9,24,31,3,3,35,35,41,41,41,24,24,24,25,25,34,2,34,16,33,33,33,41,41,41,41,41,9,33,39,28,39,7,7,7,43,43,43,6,6,38,7,7,38,38,6,13,6,6,6,6,6,6,6,6,6,25,32,32,32,32,32,35,35,35,35,35,25,6,6
"37147001509",8,38,38,8,1,8,38,8,38,4,4,8,8,8,35,35,35,21,38,38,38,15,32,35,35,35,35,38,15,50,48,38,38,38,32,32,21,21,32,32,32,32,32,39,50,19,39,39,39,50,50,50,19,19,50,50,50,20,20,20,36,36,19,12,12,36,20,36,36,36,5,5,18,18,5,5,5,5,5,5,5,5,5,5,5,5,5,12,12,12,12,12,12,12,12,12,12,12,24,5,5
"37147001507",8,38,4,4,4,4,1,8,38,4,4,8,8,8,35,35,35,21,38,38,38,15,32,35,35,35,35,38,15,50,48,38,38,38,32,32,21,21,32,32,32,32,32,39,50,19,39,39,39,50,50,8,19,19,50,50,50,20,20,20,36,36,19,12,12,36,20,36,36,36,5,5,18,18,5,5,5,5,5,5,5,5,5,5,5,5,5,12,12,12,12,12,12,12,12,12,12,12,24,5,5
"37147001506",8,38,38,4,4,4,38,8,38,4,4,8,8,8,35,35,35,21,38,38,38,15,32,35,35,35,35,38,15,50,48,38,38,38,32,32,21,21,32,32,32,32,32,39,50,19,39,39,39,50,50,50,19,19,50,50,50,20,20,20,36,36,19,12,12,36,20,36,36,36,5,5,18,18,5,5,5,5,5,5,5,5,5,5,5,5,5,12,12,12,12,12,12,12,12,12,12,12,24,5,5
"37191000018",38,14,14,14,14,14,20,35,35,35,14,35,44,50,15,20,20,38,40,50,48,4,48,48,4,41,41,40,20,20,41,41,15,15,37,15,28,37,37,45,39,21,39,50,11,45,48,4,4,24,4,30,30,37,32,39,39,15,12,15,18,18,50,19,19,24,8,8,8,8,8,8,4,4,24,50,50,50,50,50,50,50,50,4,4,4,4,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"37191000017",32,11,14,14,14,14,20,35,35,35,14,35,44,50,15,20,20,38,40,50,48,4,48,48,4,41,41,40,20,20,41,41,15,15,37,15,28,37,37,45,45,45,45,40,45,45,48,4,4,24,4,30,30,37,32,39,39,15,12,15,18,18,50,19,19,24,8,8,8,8,8,8,4,4,24,50,50,50,50,50,50,50,50,4,4,4,4,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"37023000070",33,18,33,37,33,33,36,36,2,2,36,9,9,9,3,26,33,33,33,23,33,36,12,12,26,26,36,36,3,3,27,44,44,44,44,16,31,23,13,13,13,25,16,17,17,10,25,25,25,35,17,17,17,17,44,44,26,34,28,23,35,35,44,26,26,44,44,44,27,27,27,27,27,44,44,26,26,26,26,26,26,26,26,26,26,26,26,26,26,31,31,31,31,31,31,31,31,31,31,31,31
"3714100LT18",20,20,20,20,20,20,15,14,14,14,20,32,32,32,32,8,8,8,8,8,8,8,8,14,14,20,8,32,14,14,40,14,14,14,40,40,38,28,38,37,37,12,37,37,37,37,12,37,12,12,12,12,12,12,12,30,30,30,30,30,30,8,8,37,37,37,19,19,19,24,24,19,24,24,8,8,8,19,19,19,19,19,19,50,19,19,19,4,4,4,37,37,37,45,45,45,45,37,37,37,37
"37191000016",32,11,14,14,14,14,20,35,35,35,14,35,44,50,21,21,21,38,40,50,48,4,48,48,4,41,41,40,20,20,41,41,15,15,37,15,28,37,37,45,45,45,45,40,45,45,48,4,4,24,4,30,30,37,32,39,39,15,12,15,18,18,50,19,19,24,8,8,8,8,8,8,4,4,24,50,50,50,50,50,50,50,50,4,4,4,4,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"3712700P06A",38,8,8,38,11,11,8,1,1,44,44,44,35,35,50,15,15,35,35,21,21,32,15,15,38,38,15,19,19,19,50,15,28,37,19,19,30,15,19,39,21,11,39,11,19,50,50,50,19,19,19,19,8,8,36,3,3,3,36,19,15,15,15,15,15,15,15,15,5,20,20,20,20,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,9,9,9,9,9,9,9,9,9,9,9,9
"37147001503",38,38,4,4,4,4,1,8,38,4,4,8,8,8,35,35,35,21,38,38,38,15,32,35,35,35,35,38,15,50,48,38,38,38,32,32,21,21,32,32,32,32,32,39,50,19,39,39,39,50,50,8,19,19,50,50,50,20,20,20,36,36,36,36,36,36,20,36,36,36,5,5,18,18,5,5,5,5,5,5,5,5,5,5,5,5,5,12,12,12,12,12,12,12,12,12,12,12,24,5,5
