"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500","iteration_1550","iteration_1600","iteration_1650","iteration_1700","iteration_1750","iteration_1800","iteration_1850","iteration_1900","iteration_1950","iteration_2000","iteration_2050","iteration_2100","iteration_2150","iteration_2200","iteration_2250","iteration_2300","iteration_2350","iteration_2400","iteration_2450","iteration_2500","iteration_2550","iteration_2600","iteration_2650","iteration_2700","iteration_2750","iteration_2800","iteration_2850","iteration_2900","iteration_2950","iteration_3000"
"37167000022",13,7,3,2,6,6,4,11,5,5,11,2,13,11,5,1,1,2,11,8,14,5,8,1,5,8,10,12,4,2,2,2,7,7,7,10,9,6,2,10,2,3,5,2,2,9,9,5,5,5,2,2,2,2,2,2,2,9,9,9,6
"370510G3A-1",13,7,1,2,7,6,4,5,5,13,6,2,2,13,9,12,6,6,6,5,5,4,4,4,7,5,7,10,12,10,10,11,6,2,2,2,7,14,14,14,14,14,11,11,11,14,4,14,4,1,11,11,11,11,11,11,14,14,14,14,14
"37167000021",13,7,3,2,6,6,4,11,5,5,11,2,13,11,5,1,1,2,11,8,14,5,8,1,5,7,2,12,4,4,2,2,7,7,7,10,9,6,2,10,2,3,5,2,2,9,9,5,5,5,2,2,2,2,2,2,2,9,9,9,6
"3700100003S",10,14,10,9,11,1,8,13,13,2,8,3,3,6,12,3,7,4,13,4,4,7,14,14,4,14,9,9,5,9,9,1,1,4,3,9,13,1,1,1,7,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
"37115GRAPEV",6,6,6,8,14,5,1,14,10,3,10,10,11,1,10,8,8,8,8,10,10,13,1,8,1,10,8,8,8,8,8,8,8,12,12,12,12,12,12,8,10,10,10,10,10,10,10,10,10,10,10,10,3,3,3,10,10,10,10,2,2
"37167000020",13,7,3,2,6,10,4,11,5,5,11,5,8,11,5,1,1,2,11,8,14,5,8,1,5,8,6,12,4,2,2,2,7,7,7,10,9,6,2,10,2,3,5,2,2,9,9,5,5,5,2,2,2,2,2,2,2,9,9,9,6
"37183004-05",1,10,1,3,13,11,12,10,12,4,4,4,6,3,3,6,5,6,6,5,9,4,4,2,9,9,4,9,9,3,3,9,9,9,9,1,4,4,4,7,13,13,13,12,1,11,11,11,11,11,12,4,4,4,4,4,4,4,4,4,4
"37125000WND",13,7,3,2,6,2,5,11,5,5,11,2,13,14,6,9,3,13,4,7,7,2,2,6,6,7,7,10,12,1,10,6,3,6,13,7,2,2,6,6,3,5,3,2,2,7,7,7,7,7,7,7,7,9,9,9,9,3,3,3,3
"37191000029",11,13,13,13,7,9,9,7,7,12,7,9,4,12,2,13,13,7,7,12,12,9,3,9,2,9,11,11,9,3,3,14,11,14,14,14,14,7,7,4,4,4,4,4,4,4,14,4,14,14,14,1,1,1,1,1,1,1,1,1,1
"37183004-04",12,10,1,3,13,11,12,10,12,4,4,4,6,3,3,6,5,6,6,5,5,4,4,2,9,9,11,11,9,3,3,9,9,9,9,1,4,4,4,7,13,13,13,12,1,11,11,11,11,11,12,4,4,4,4,4,4,4,4,4,4
"3700100003N",10,14,10,9,11,1,8,13,13,2,8,3,3,6,12,3,7,4,13,4,11,7,14,14,4,14,9,4,5,9,9,1,1,4,4,9,13,1,1,1,7,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
"37191000028",11,13,13,13,7,9,9,7,7,12,7,9,4,2,2,13,13,3,5,6,3,3,7,7,2,9,11,11,9,3,3,14,14,14,14,14,14,7,7,4,4,4,4,4,4,4,14,4,14,14,14,1,1,1,1,1,1,1,1,1,1
"37183004-03",12,10,1,3,1,11,12,10,12,4,13,9,6,3,3,6,12,12,12,9,5,6,9,2,9,9,11,11,9,3,3,9,9,9,9,1,4,4,4,7,13,13,13,12,1,11,11,11,11,11,12,4,4,4,4,4,4,4,4,4,4
"37191000027",11,13,13,13,7,9,9,7,7,12,7,9,4,12,2,2,5,3,5,6,3,3,7,7,2,9,11,11,9,3,3,14,14,14,14,14,14,7,7,4,4,4,4,4,4,4,14,4,14,14,14,1,1,1,1,1,1,1,1,1,1
"370210044.1",6,6,6,8,14,5,1,14,10,3,10,10,11,1,10,8,8,8,8,10,10,10,10,8,1,1,8,8,8,8,8,8,8,12,12,12,12,12,12,8,10,10,10,10,10,10,10,10,10,10,10,10,3,3,3,10,10,10,10,2,2
"37183004-02",12,10,1,3,13,11,12,10,12,4,13,9,6,3,3,6,5,6,6,5,5,4,4,2,9,9,11,11,9,3,3,9,9,9,9,1,4,4,4,7,13,13,13,12,1,11,11,11,11,11,12,4,4,4,4,4,4,4,4,4,4
"37191000026",11,13,13,13,7,9,9,7,7,12,7,9,4,12,2,2,5,3,5,6,3,3,7,7,2,9,11,11,9,3,3,14,14,14,14,14,14,7,7,4,4,4,4,4,4,4,14,4,14,14,14,1,1,1,1,1,1,1,1,1,1
"37183004-01",12,10,1,3,13,11,12,10,12,4,4,4,6,3,3,6,5,6,6,5,5,4,4,2,9,9,11,11,9,3,3,9,9,9,9,1,4,4,4,7,13,13,13,12,1,11,11,11,11,11,12,4,4,4,4,4,4,4,4,4,4
"37167000028",13,7,3,2,6,6,4,11,5,5,11,2,13,11,5,1,1,2,11,8,14,5,8,1,5,7,2,12,4,2,2,2,2,3,7,10,9,6,2,10,2,3,5,2,2,9,9,5,5,5,2,2,2,2,2,2,2,9,9,9,6
"37191000024",11,13,13,13,7,9,9,7,7,12,7,7,9,12,2,2,5,3,5,6,3,3,6,2,2,9,11,11,9,3,3,14,14,14,14,14,14,7,7,14,4,4,4,4,4,4,14,4,14,14,14,1,1,1,1,1,1,1,1,1,1
"3716300CLNE",11,13,13,13,7,9,5,5,4,13,13,13,6,3,3,6,6,5,5,5,5,3,6,4,2,2,7,10,14,3,3,14,14,11,11,2,7,14,14,14,14,14,11,11,11,14,4,14,4,1,11,11,11,11,11,11,14,14,14,1,1
"37167000027",13,7,3,2,10,6,4,11,5,5,11,2,8,11,5,1,1,2,11,8,14,5,8,1,5,7,2,12,4,2,4,2,2,3,7,10,9,6,2,10,2,3,5,2,2,9,9,5,5,5,2,2,2,2,2,2,2,9,9,9,6
"37167000026",13,7,3,2,6,6,4,11,5,5,11,2,13,11,5,1,1,2,11,8,14,5,13,5,6,7,2,12,4,2,2,2,7,7,7,10,9,6,2,10,2,3,5,2,2,9,9,5,5,5,2,2,2,2,2,2,2,9,9,9,6
"37167000025",14,8,3,2,6,6,4,11,5,5,11,2,13,11,5,1,1,2,11,1,8,8,8,1,5,6,6,12,4,4,2,2,7,7,7,10,9,6,2,10,2,3,5,2,2,9,9,5,5,5,2,2,2,2,2,2,2,9,9,9,6
"3700100003W",10,14,10,9,11,1,8,13,13,2,8,3,3,6,12,3,7,4,13,4,11,7,14,14,4,14,9,4,5,9,9,1,1,4,4,9,13,1,1,1,7,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
"37167000024",14,8,5,10,2,6,4,11,5,5,11,2,13,11,5,1,1,2,11,8,14,5,8,1,5,8,6,12,4,4,2,2,7,7,8,10,9,6,2,10,2,3,5,2,2,9,9,5,5,5,2,2,2,2,2,2,2,9,9,9,6
"37167000023",14,8,3,2,6,6,4,11,5,5,11,2,13,11,5,1,1,2,11,8,14,5,8,1,5,8,6,12,4,4,2,2,7,7,7,10,9,6,2,10,2,3,5,2,2,9,9,5,5,5,2,2,2,2,2,2,2,9,9,9,6
"37025012-03",14,12,8,10,2,10,10,4,1,10,3,5,8,11,5,1,1,2,11,8,14,5,8,1,5,8,6,12,4,2,4,7,2,3,8,10,9,5,10,2,5,2,2,2,2,9,9,5,5,5,2,2,2,2,2,2,2,9,9,9,6
"370810NWASH",10,14,10,14,8,1,8,13,13,2,8,3,3,6,12,3,7,4,13,13,4,7,14,14,4,14,4,4,5,9,9,1,1,4,4,9,13,1,3,3,6,6,6,6,6,2,2,2,2,2,9,9,9,7,7,7,7,7,7,7,7
"37023000066",7,9,4,14,8,8,14,1,14,8,5,11,10,10,14,11,2,10,10,2,13,13,1,10,10,10,12,1,1,6,5,10,13,10,10,8,6,8,8,12,12,9,7,5,5,5,5,9,9,9,5,6,6,6,5,5,5,8,8,8,8
"37023000065",7,9,9,14,8,8,14,1,14,8,5,11,10,10,14,11,2,10,10,2,13,13,1,10,10,10,12,1,1,6,5,10,13,10,10,8,6,9,8,9,9,7,7,5,5,5,5,9,9,9,5,6,6,6,5,5,5,8,8,8,8
"37123000STA",13,4,14,9,6,2,8,11,5,5,11,2,13,14,6,9,3,13,11,11,7,2,2,6,6,7,2,12,12,1,10,2,2,6,13,7,2,2,2,10,2,3,5,2,2,9,9,5,5,5,2,2,2,2,2,2,2,9,9,9,6
"37023000064",7,9,9,14,8,8,14,1,14,8,5,10,10,10,14,11,2,10,10,2,13,13,1,10,10,10,12,1,1,13,5,10,13,10,10,8,6,9,9,9,9,7,9,5,5,5,5,9,9,9,5,6,6,6,5,5,5,8,8,8,8
"37023000062",6,9,4,14,8,8,14,1,8,8,5,11,10,10,14,11,2,10,10,2,13,13,1,10,10,10,12,1,1,6,5,10,13,10,10,8,6,8,8,12,12,9,7,5,5,5,5,9,9,9,5,6,6,6,5,5,5,8,8,8,8
"37025012-09",14,8,8,10,2,14,10,4,1,14,3,5,8,11,5,1,1,11,11,8,14,5,8,1,5,8,10,2,2,4,2,7,2,3,8,13,9,5,10,2,5,2,2,2,2,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5
"37147001501",3,3,2,7,9,4,9,12,9,12,7,6,12,4,13,13,4,7,7,12,12,9,3,3,14,4,14,14,11,11,11,4,4,1,1,4,1,13,13,13,1,1,1,1,12,12,12,12,12,12,4,12,12,12,12,12,12,12,12,12,12
"37025012-08",14,8,8,10,2,10,10,4,1,10,3,5,8,11,5,1,11,2,11,8,14,5,8,1,5,8,10,12,4,4,4,7,2,3,8,13,9,5,10,2,5,2,2,2,2,9,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5
"37025012-06",14,8,8,10,2,10,10,4,1,14,3,5,8,11,5,10,1,2,11,8,14,5,8,1,5,8,6,12,4,4,4,7,7,7,8,13,9,5,10,2,5,2,2,2,2,9,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5
"37025012-05",14,8,8,10,2,10,10,4,1,14,3,5,8,11,5,1,11,2,11,8,14,5,8,1,5,8,6,12,4,4,4,7,2,3,8,13,9,5,10,2,5,2,2,2,2,9,8,5,5,5,2,2,2,2,2,2,2,9,9,9,6
"37025012-04",14,12,8,10,2,10,10,4,1,10,3,5,8,11,5,1,11,2,11,8,14,5,8,1,5,8,6,12,4,2,4,7,2,3,8,10,9,5,10,2,5,2,2,2,2,9,8,5,5,5,2,2,2,2,2,2,2,9,9,9,6
"37147001509",3,3,2,7,9,4,11,9,9,12,7,6,12,4,4,13,4,7,7,12,12,9,3,3,14,4,14,14,11,11,11,4,4,1,1,4,1,13,13,13,1,1,1,1,12,12,12,12,12,12,4,12,12,12,12,12,12,12,12,12,12
"37147001507",3,3,2,7,9,4,11,9,9,12,7,6,12,4,13,13,4,7,7,12,12,9,3,3,14,4,14,14,11,11,11,4,4,1,1,4,1,13,13,13,1,1,1,1,12,12,12,12,12,12,4,12,12,12,12,12,12,12,12,12,12
"37147001506",3,3,2,7,9,4,9,12,9,12,7,6,12,4,13,13,4,7,7,12,12,9,3,3,14,4,14,14,11,11,11,4,4,1,1,4,1,13,13,13,1,1,1,1,12,12,12,12,12,12,4,12,12,12,12,12,12,12,12,12,12
"37191000018",11,13,13,13,7,9,9,7,7,12,7,9,4,12,2,13,13,7,7,12,12,9,3,9,2,9,11,11,9,3,3,14,14,14,14,14,14,7,7,4,4,4,4,4,4,4,14,4,14,14,14,1,1,1,1,1,1,1,1,1,1
"37191000017",11,13,13,13,7,9,9,7,7,12,7,9,4,12,2,2,5,3,5,6,3,3,7,7,2,9,11,11,9,3,3,14,14,14,14,14,14,7,7,4,4,4,4,4,4,4,14,4,14,14,14,1,1,1,1,1,1,1,1,1,1
"37023000070",7,9,4,14,8,8,14,1,14,8,5,11,10,10,14,11,2,10,10,2,13,13,1,10,10,10,12,1,1,6,5,10,13,10,10,8,6,9,8,9,9,7,9,5,5,5,5,9,9,9,5,6,6,6,5,5,5,8,8,8,8
"3714100LT18",2,2,12,12,12,12,5,5,4,13,6,7,2,13,9,12,6,5,5,3,6,12,6,4,7,5,7,13,10,14,14,3,6,2,2,11,11,11,11,11,11,11,14,14,14,14,4,14,1,4,1,14,14,14,14,14,11,11,11,11,11
"37191000016",11,13,13,13,7,9,9,7,7,12,7,9,4,12,2,2,5,3,5,6,3,3,7,7,2,9,11,11,9,3,3,14,14,14,14,14,14,7,7,4,4,4,4,4,4,4,14,4,14,14,14,1,1,1,1,1,1,1,1,1,1
"3712700P06A",11,11,11,1,1,7,7,12,9,12,7,6,12,4,13,13,12,7,7,12,12,9,3,3,14,4,14,14,11,11,11,4,4,1,1,4,1,13,13,13,1,1,1,1,12,12,12,12,12,12,4,12,12,12,12,12,12,12,12,12,12
"37147001503",3,3,2,7,9,4,9,12,9,12,7,6,12,4,13,13,4,7,7,12,12,9,3,3,14,4,14,14,11,11,11,4,4,1,1,4,1,13,13,13,1,1,1,1,12,12,12,12,12,12,4,12,12,12,12,12,12,12,12,12,12
"37191000015",11,13,13,13,9,9,9,7,7,7,7,9,4,4,2,13,13,3,5,6,3,3,7,7,2,9,11,11,9,3,3,3,11,14,14,14,14,7,7,4,4,4,4,4,4,4,14,4,14,14,1,1,1,1,1,1,1,1,1,1,1
"37191000014",11,13,13,13,7,9,9,7,7,7,7,9,4,2,2,13,13,3,5,6,3,3,7,7,2,9,11,11,9,3,3,3,11,14,14,14,14,7,7,4,4,4,4,4,4,4,14,4,14,14,14,1,1,1,1,1,1,1,1,1,1
"37067000405",14,4,14,6,3,1,6,8,8,11,2,8,1,7,1,5,9,14,2,11,2,11,11,12,12,12,9,4,6,12,12,12,12,13,4,3,3,3,3,3,6,6,6,6,6,2,2,2,2,2,9,9,9,7,7,7,7,7,7,7,7
"37191000013",11,13,13,13,7,9,9,7,9,7,7,9,4,2,2,13,13,3,5,6,3,3,7,7,2,9,11,11,9,3,3,3,11,14,14,14,14,7,7,4,4,4,4,4,4,4,14,4,14,14,14,1,1,1,1,1,1,1,1,1,1
"37067000404",8,4,14,6,10,1,6,8,8,11,2,8,1,7,7,7,9,14,2,11,2,11,11,12,12,12,9,4,6,12,12,12,12,13,6,6,8,8,3,3,12,9,7,3,3,3,3,3,3,3,3,3,10,10,10,3,3,2,2,10,10
"3712500WKWD",13,7,3,2,6,9,5,11,5,5,11,13,13,14,6,9,3,13,4,7,7,2,2,6,6,7,7,10,12,1,10,6,3,6,13,7,2,2,6,6,3,5,3,7,7,7,7,7,7,7,7,7,7,9,9,9,9,3,3,3,3
"3707700EAOX",1,11,11,1,1,7,7,12,9,12,7,12,7,9,12,3,7,7,7,4,4,9,14,14,14,4,4,9,5,9,9,1,1,4,3,9,13,1,1,1,7,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
"37067000403",8,4,14,6,10,1,6,8,8,11,2,8,1,7,7,7,9,9,9,13,2,11,11,12,12,12,9,4,6,12,12,12,12,13,6,6,8,8,8,12,12,9,7,3,3,3,3,3,3,3,3,3,10,10,10,3,3,2,2,10,10
"37067000402",8,4,14,6,10,1,6,8,8,11,2,8,1,7,7,7,9,9,9,13,2,11,11,12,12,12,9,4,6,12,12,12,12,13,6,3,8,8,3,3,12,9,7,3,3,3,3,3,3,3,3,3,10,10,10,3,3,2,2,10,10
"37067000401",14,4,14,6,3,1,6,8,8,11,2,8,1,7,1,5,9,9,9,13,2,11,11,11,12,12,9,4,6,12,12,12,12,13,6,3,3,3,3,3,6,6,6,6,6,2,2,2,2,2,9,9,9,7,7,7,7,7,7,7,7
"3713300HN14",2,2,12,12,12,12,11,9,7,13,12,7,9,12,4,4,13,5,3,3,6,12,7,7,7,2,5,5,14,14,14,3,11,11,11,11,11,11,11,11,11,11,14,14,14,1,1,1,1,4,1,14,14,14,14,14,11,11,11,11,11
"37175000TC1",6,6,6,8,14,5,1,14,10,3,10,10,11,1,10,8,8,8,8,10,10,10,10,8,1,1,8,8,8,8,8,8,8,12,12,12,12,12,12,8,10,10,10,10,10,10,10,10,10,10,10,10,3,3,3,10,10,10,10,2,2
"3703100ATSL",3,2,2,7,9,4,11,9,7,7,12,7,9,12,4,4,13,3,3,6,3,3,7,7,2,2,5,5,14,14,14,3,11,11,11,11,11,11,11,11,11,11,14,14,14,1,1,1,1,4,1,14,14,14,14,14,11,11,11,11,11
"371150SANDY",6,6,6,8,14,5,1,14,10,3,10,10,11,1,10,8,8,8,8,10,10,10,10,8,1,1,8,8,8,8,8,8,8,12,12,12,12,12,12,8,10,10,10,10,10,10,10,10,10,10,10,10,3,3,3,10,10,10,10,2,2
"37175000TC7",6,6,6,8,14,5,1,14,10,3,10,10,11,1,10,8,8,8,8,10,10,10,10,8,1,1,8,8,8,8,8,8,8,12,12,12,12,12,12,8,10,10,10,10,10,10,10,10,10,10,10,10,3,3,3,10,10,10,10,2,2
"3719700EBND",8,4,4,6,10,8,6,8,8,11,2,8,1,7,7,7,10,14,2,11,2,11,11,12,11,11,1,7,1,6,5,10,13,8,6,6,8,8,8,12,12,9,7,3,3,3,3,3,3,3,3,3,10,10,10,3,3,2,2,10,10
"37191000023",11,13,13,13,7,9,9,7,7,12,7,9,4,2,2,13,13,3,5,6,3,3,7,7,2,9,11,11,9,3,3,14,14,14,14,14,14,7,7,4,4,4,4,4,4,4,14,4,14,14,14,1,1,1,1,1,1,1,1,1,1
"37191000022",11,13,13,13,7,9,9,7,7,12,7,9,4,2,2,13,13,7,7,12,12,9,3,9,2,9,11,11,9,3,3,14,11,14,14,14,14,7,7,4,4,4,4,4,4,4,14,4,14,14,14,1,1,1,1,1,1,1,1,1,1
"37191000021",11,13,13,13,7,9,9,7,7,12,7,9,4,12,2,13,13,7,7,12,12,9,3,9,2,9,11,11,9,3,3,14,14,14,14,14,14,7,7,4,4,4,4,4,4,4,14,4,14,14,14,1,1,1,1,1,1,1,1,1,1
"3703100MASM",2,2,2,12,12,4,11,9,7,7,12,7,9,12,4,4,13,3,3,6,3,3,7,7,2,2,5,5,14,14,14,3,11,11,11,11,11,11,11,11,11,11,14,14,14,1,1,1,1,4,1,14,14,14,14,14,11,11,11,11,11
"3712700P05A",11,11,11,1,1,7,7,12,9,12,7,6,12,4,13,13,4,7,7,12,12,9,3,3,14,4,14,14,11,11,11,4,4,1,1,4,1,13,13,13,1,1,1,1,12,12,12,12,12,12,4,12,12,12,12,12,12,12,12,12,12
"370970000CD",8,9,4,5,8,3,10,8,1,14,3,5,10,10,14,11,2,14,2,11,13,13,1,12,11,11,12,12,1,13,13,10,13,8,6,6,8,9,2,10,2,3,9,3,3,3,3,3,3,3,3,3,10,10,10,3,3,2,2,10,10
"3719905-GRE",6,6,6,8,14,8,1,14,8,3,5,10,11,1,10,8,8,8,8,2,13,13,1,10,10,10,8,8,1,6,5,10,13,10,10,6,6,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,3,3,3,10,10,10,10,2,2
"3708700BE56",6,6,6,8,14,5,1,14,10,3,10,10,11,1,10,8,8,8,8,10,10,10,10,8,1,1,8,8,8,8,8,8,8,12,12,12,12,12,12,8,10,10,10,10,10,10,10,10,10,10,10,10,3,3,3,10,10,10,10,2,2
"371570000IR",10,14,10,9,8,1,8,13,13,11,8,3,3,6,1,5,7,4,9,13,11,1,14,12,12,12,4,4,6,6,5,12,12,4,3,9,3,3,1,1,7,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
"3719700DCRK",8,9,4,6,10,8,6,8,8,14,2,8,1,7,7,7,10,14,2,11,2,11,11,12,11,11,1,7,1,6,5,10,13,8,6,6,8,8,8,12,12,9,7,3,3,3,3,3,3,3,3,3,10,10,10,3,3,2,2,10,10
"370210050.1",6,6,6,8,14,5,1,14,10,3,10,10,11,1,10,8,8,8,8,10,10,10,10,8,1,1,8,8,8,8,8,8,8,12,12,12,12,12,12,8,10,10,10,10,10,10,10,10,10,10,10,10,3,3,3,10,10,10,10,2,2
"370970000CS",8,12,4,6,10,3,10,8,1,14,3,5,10,7,14,7,10,14,2,8,14,5,8,12,11,11,1,12,1,13,4,2,2,3,7,6,8,9,2,10,2,3,5,2,2,9,9,5,5,5,2,2,2,2,2,2,2,2,2,10,10
"3706100KENA",11,13,13,13,7,9,9,5,7,7,13,7,9,12,4,4,13,5,5,6,3,3,7,7,2,2,5,5,14,14,14,14,14,11,11,2,7,14,14,14,14,11,14,14,14,1,1,1,1,4,1,14,14,14,14,14,11,11,11,11,11
"37001000011",10,10,7,11,11,13,13,13,13,2,8,3,3,6,12,3,7,4,9,4,4,7,14,14,4,14,4,9,5,9,9,1,1,4,4,9,13,1,1,1,7,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
"37081000RC2",10,14,10,9,3,2,8,13,13,2,8,3,3,6,12,3,9,9,13,4,4,7,14,14,4,14,9,9,5,9,9,1,1,4,4,9,13,1,3,3,6,6,6,6,6,2,2,2,2,2,9,9,9,7,7,7,7,7,7,7,7
"37081000RC1",10,14,10,9,11,2,8,13,13,2,8,3,3,6,12,3,9,9,13,13,11,1,14,14,4,14,4,9,5,9,9,1,1,4,4,9,3,1,3,3,6,6,6,6,6,2,2,2,2,2,9,9,9,7,7,7,7,7,7,7,7
"3710900LS12",7,12,9,5,5,3,10,1,14,8,5,11,5,10,11,11,2,10,10,8,13,13,1,1,8,8,6,1,7,13,13,13,10,10,10,8,6,9,9,9,9,7,9,5,5,5,5,9,9,9,5,6,6,6,5,5,5,8,8,8,8
"371170000BG",3,3,2,7,9,4,11,9,7,7,12,6,12,12,13,4,4,3,3,6,3,3,7,7,2,2,5,5,14,14,11,4,4,1,1,4,1,13,13,13,1,1,1,1,12,12,12,12,12,12,4,12,12,12,12,12,12,12,12,12,12
"370210022.2",6,6,6,8,14,5,1,14,10,3,10,10,11,1,10,8,8,8,8,10,10,10,10,8,1,1,8,8,8,8,8,8,8,12,12,12,12,12,12,8,10,10,10,10,10,10,10,10,10,10,10,10,3,3,3,10,10,10,10,2,2
"3712700P08A",11,11,11,1,1,7,7,12,9,12,7,6,12,4,13,13,12,7,7,12,12,9,3,3,14,4,14,14,11,11,11,4,4,1,1,4,1,13,13,13,1,1,1,1,12,12,12,12,12,12,4,12,12,12,12,12,12,12,12,12,12
"371490TR123",7,9,6,8,14,5,1,14,10,3,10,11,11,1,10,11,2,10,8,10,10,10,10,8,1,1,8,8,8,8,8,8,8,12,12,12,12,12,12,8,9,7,9,10,10,10,10,10,10,10,10,10,3,3,3,10,10,10,10,2,2
"37001000013",10,14,7,11,11,13,13,13,13,2,8,3,3,6,12,3,7,4,13,4,4,7,14,14,4,14,4,9,5,9,9,1,1,4,3,3,13,1,1,1,7,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
"37125000BEN",13,4,3,2,3,2,8,11,5,5,11,2,13,14,6,9,3,13,4,7,7,2,2,6,6,7,2,10,12,1,10,6,3,6,13,7,2,2,2,6,3,5,5,2,2,9,9,5,5,5,2,2,2,2,2,2,2,9,9,9,6
"3703100BFT2",2,2,2,12,12,4,11,9,7,7,12,7,9,12,4,4,13,3,3,6,3,3,7,7,2,2,5,5,14,14,14,3,11,11,11,11,11,11,11,11,11,11,14,14,14,1,1,1,1,4,1,14,14,14,14,14,11,11,11,11,11
"3703100BFT1",2,2,2,12,12,4,11,9,7,7,12,7,9,12,4,4,13,3,3,6,3,3,7,7,2,2,5,5,14,14,14,3,11,11,11,11,11,11,11,11,11,11,14,14,14,1,1,1,1,4,1,14,14,14,14,14,11,11,11,11,11
"3710900LB34",7,12,9,5,5,3,10,1,14,8,5,11,5,10,11,11,2,10,10,8,13,13,1,1,10,10,12,1,7,13,13,13,10,10,10,8,6,9,9,9,9,7,9,5,5,5,5,9,9,9,5,6,6,6,5,5,5,8,8,8,8
